00000001e343faa8 (__DATA,__data) non-external _C
000000018034bc60 (__TEXT,__text) external _wcsdup
000000018033af5c (__TEXT,__text) external _wcsftime
000000018033ad5c (__TEXT,__text) external _wcsftime_l
000000018034bcc8 (__TEXT,__text) external _wcslcat
000000018034bd70 (__TEXT,__text) external _wcslcpy
0000000180307054 (__TEXT,__text) external _wcslen
000000018034be8c (__TEXT,__text) external _wcsncasecmp
000000018034bdc0 (__TEXT,__text) external _wcsncasecmp_l
000000018034beb0 (__TEXT,__text) external _wcsncat
000000018034bf00 (__TEXT,__text) external _wcsncmp
000000018034bf3c (__TEXT,__text) external _wcsncpy
000000018034bfa4 (__TEXT,__text) external _wcsnlen
000000018033afbc (__TEXT,__text) external _wcsnrtombs
000000018033af80 (__TEXT,__text) external _wcsnrtombs_l
000000018034bfd4 (__TEXT,__text) external _wcspbrk
000000018034c00c (__TEXT,__text) external _wcsrchr
000000018033b234 (__TEXT,__text) external _wcsrtombs
000000018033b1ec (__TEXT,__text) external _wcsrtombs_l
000000018034c030 (__TEXT,__text) external _wcsspn
000000018034c414 (__TEXT,__text) external _wcsstr
000000018033b518 (__TEXT,__text) external _wcstod
000000018033b2e4 (__TEXT,__text) external _wcstod_l
000000018033b770 (__TEXT,__text) external _wcstof
000000018033b53c (__TEXT,__text) external _wcstof_l
000000018033b9d4 (__TEXT,__text) external _wcstoimax
000000018033b794 (__TEXT,__text) external _wcstoimax_l
000000018034c49c (__TEXT,__text) external _wcstok
000000018033bc38 (__TEXT,__text) external _wcstol
000000018033b9f8 (__TEXT,__text) external _wcstol_l
000000018033be90 (__TEXT,__text) external _wcstold
000000018033bc5c (__TEXT,__text) external _wcstold_l
000000018033c0f4 (__TEXT,__text) external _wcstoll
000000018033beb4 (__TEXT,__text) external _wcstoll_l
000000018033c1bc (__TEXT,__text) external _wcstombs
000000018033c118 (__TEXT,__text) external _wcstombs_l
000000018033c49c (__TEXT,__text) external _wcstoul
000000018033c260 (__TEXT,__text) external _wcstoul_l
000000018033c6fc (__TEXT,__text) external _wcstoull
000000018033c4c0 (__TEXT,__text) external _wcstoull_l
000000018033c95c (__TEXT,__text) external _wcstoumax
000000018033c720 (__TEXT,__text) external _wcstoumax_l
000000018034c5b0 (__TEXT,__text) external _wcswidth
000000018034c520 (__TEXT,__text) external _wcswidth_l
000000018034c7ac (__TEXT,__text) external _wcsxfrm
000000018034c5d4 (__TEXT,__text) external _wcsxfrm_l
00000001803163dc (__TEXT,__text) external _wctob
0000000180316400 (__TEXT,__text) external _wctob_l
0000000180307638 (__TEXT,__text) external _wctomb
000000018033c980 (__TEXT,__text) external _wctomb_l
000000018033caf8 (__TEXT,__text) external _wctrans
000000018033cb74 (__TEXT,__text) external _wctrans_l
000000018033cc60 (__TEXT,__text) external _wctype
000000018033cb78 (__TEXT,__text) external _wctype_l
00000001df9294e0 (__DATA_CONST,__const) non-external _wctype_l.props
000000018033cc84 (__TEXT,__text) external _wcwidth
000000018033cd00 (__TEXT,__text) external _wcwidth_l
000000018034bba0 (__TEXT,__text) non-external _we_read_fully
000000018035ead8 (__TEXT,__const) non-external _wildabbr
000000018034c7d0 (__TEXT,__text) external _wmemchr
000000018034c7f4 (__TEXT,__text) external _wmemcmp
000000018034c82c (__TEXT,__text) external _wmemcpy
000000018034c834 (__TEXT,__text) external _wmemmove
000000018034c83c (__TEXT,__text) external _wmemset
0000000180349cdc (__TEXT,__text) non-external _wmemstream_close
0000000180349c28 (__TEXT,__text) non-external _wmemstream_seek
000000018035b6cc (__TEXT,__text) non-external _wmemstream_seek.cold.1
000000018035b6f8 (__TEXT,__text) non-external _wmemstream_seek.cold.2
0000000180349a00 (__TEXT,__text) non-external _wmemstream_update
000000018035b6a0 (__TEXT,__text) non-external _wmemstream_update.cold.1
0000000180349a38 (__TEXT,__text) non-external _wmemstream_write
000000018034b124 (__TEXT,__text) external _wordexp
000000018034bb58 (__TEXT,__text) external _wordfree
0000000180349774 (__TEXT,__text) external _wprintf
00000001803497d0 (__TEXT,__text) external _wprintf_l
                 (undefined) external _write$NOCANCEL (from libsystem_kernel)
                 (undefined) external _writev$NOCANCEL (from libsystem_kernel)
0000000180349810 (__TEXT,__text) external _wscanf
000000018034986c (__TEXT,__text) external _wscanf_l
00000001e3440ea8 (__DATA,__bss) non-external _wtmp_asl.0
00000001e3440eb0 (__DATA,__bss) non-external _wtmp_asl.1
00000001e3440eb8 (__DATA,__bss) non-external _wtmp_asl.2
00000001e3440ec0 (__DATA,__bss) non-external _wtmp_asl.3
00000001e3440ec8 (__DATA,__bss) non-external _wtmp_asl.4
00000001e343faa0 (__DATA,__data) non-external _wtmp_file.0
00000001e3440e68 (__DATA,__bss) non-external _wtmp_file.1
00000001e3440e70 (__DATA,__bss) non-external _wtmp_file.2
00000001e3440e78 (__DATA,__bss) non-external _wtmp_file.3
00000001e3440e80 (__DATA,__bss) non-external _wtmp_file.4
00000001e3440e88 (__DATA,__bss) non-external _wtmp_file.5
00000001e3440e90 (__DATA,__bss) non-external _wtmp_file.6
00000001e3440e98 (__DATA,__bss) non-external _wtmp_file.7
00000001e3440e60 (__DATA,__bss) non-external _wtmp_func.0
00000001e5a00078 (__AUTH,__data) non-external _wtmp_func.1
00000001e5a00080 (__AUTH,__data) non-external _wtmp_func.2
00000001e5a00088 (__AUTH,__data) non-external _wtmp_func.3
000000018031defc (__TEXT,__text) external _wtmpxname
0000000180323260 (__TEXT,__text) external _xprintf
000000018031283c (__TEXT,__text) non-external (was a private external) _xprintf_calloc
00000001e3441410 (__DATA,__bss) non-external _xprintf_domain_default
0000000180323978 (__TEXT,__text) external _xprintf_exec
0000000180311fd4 (__TEXT,__text) non-external (was a private external) _xprintf_malloc
000000018035eafc (__TEXT,__const) non-external _year_lengths
00000001e3440dd0 (__DATA,__bss) non-external _zapchar
000000018035e940 (__TEXT,__const) non-external _zeroes
000000018035ea30 (__TEXT,__const) non-external _zeroes
00000001e343ff30 (__DATA,__data) non-external _zeroes
