00007ff90d0784d2 (__TEXT,__text) non-external +[AMFI isAvailable]
00007ff90d063c30 (__TEXT,__text) external _isInstallerOrRecoveryEnvironment
00007ff90d06646a (__TEXT,__text) external _isKernelExtensionShippedWithOS
00007ff90d066460 (__TEXT,__text) external _isKernelExtensionSystemRequired
00007ff90d067770 (__TEXT,__text) external _isKextAllowedWithoutNotarization
00007ff90d07a40b (__TEXT,__text) non-external _isKextAllowedWithoutNotarization.cold.1
00007ff90d063bbb (__TEXT,__text) external _isKextSecurityDisabledMachine
00007ff90d0665bd (__TEXT,__text) external _isMacAppStoreSignedCode
00007ff90d0728fb (__TEXT,__text) non-external _isMigrationManifestUpToDate
00007ff90d0674d1 (__TEXT,__text) external _isNotarizedKext
00007ff90d07a20a (__TEXT,__text) non-external _isNotarizedKext.cold.1
00007ff90d07a291 (__TEXT,__text) non-external _isNotarizedKext.cold.2
00007ff90d07a318 (__TEXT,__text) non-external _isNotarizedKext.cold.3
00007ff90d063ce9 (__TEXT,__text) external _isQAAppStoreCertsAllowed
00007ff90d063c95 (__TEXT,__text) external _isResourceDirectorySlotPolicyEnabled
00007ff90d063bd4 (__TEXT,__text) external _isSIPDisabledMachine
00007ff90d063bed (__TEXT,__text) external _isSKELDisabledMachine
00007ff90d063ccd (__TEXT,__text) external _isSkipXprotectScansOnSeenSoftwareEnabled
00007ff90d06f52e (__TEXT,__text) external _isTerminalLikePath
00007ff90d063cb1 (__TEXT,__text) external _isUnconditionalRevocationTicketLookupEnabled
00007ff90d06eca5 (__TEXT,__text) external _isValidInfoPlist
00007ff90d063c79 (__TEXT,__text) external _isValidationCategoryPolicyEnabled
00007ff90d063c5d (__TEXT,__text) external _isXProtectCloudKitUpdatesEnabledMachine
                 (undefined) external _kCFAllocatorDefault (from CoreFoundation)
                 (undefined) external _kCFBooleanFalse (from CoreFoundation)
                 (undefined) external _kCFBooleanTrue (from CoreFoundation)
                 (undefined) external _kCFNull (from CoreFoundation)
                 (undefined) external _kCFRunLoopDefaultMode (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryKeyCallBacks (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryValueCallBacks (from CoreFoundation)
                 (undefined) external _kCFURLVolumeIsLocalKey (from CoreFoundation)
                 (undefined) external _kCFURLVolumeIsRootFileSystemKey (from CoreFoundation)
                 (undefined) weak external _kMISValidationInfoSignerType (from libmis)
                 (undefined) weak external _kMISValidationInfoValidatedByLocalProfile (from libmis)
                 (undefined) weak external _kMISValidationInfoValidatedByUniversalProfile (from libmis)
                 (undefined) weak external _kMISValidationOptionOnlineAuthorization (from libmis)
                 (undefined) weak external _kMISValidationOptionRespectUppTrustAndAuthorization (from libmis)
                 (undefined) weak external _kMISValidationOptionUnauthoritativeLaunch (from libmis)
                 (undefined) weak external _kMISValidationOptionValidateSignatureOnly (from libmis)
00007ff90d07da58 (__TEXT,__const) external _kMaxASBSWaitTime
                 (undefined) external _kSecCodeInfoCertificates (from Security)
                 (undefined) external _kSecCodeInfoDigestAlgorithm (from Security)
                 (undefined) external _kSecCodeInfoEntitlementsDict (from Security)
                 (undefined) external _kSecCodeInfoIdentifier (from Security)
                 (undefined) external _kSecCodeInfoPList (from Security)
                 (undefined) external _kSecCodeInfoTeamIdentifier (from Security)
                 (undefined) external _kSecCodeInfoTimestamp (from Security)
                 (undefined) external _kSecCodeInfoUnique (from Security)
                 (undefined) external _kSecCodeSignerDetached (from Security)
                 (undefined) external _kSecCodeSignerDigestAlgorithm (from Security)
                 (undefined) external _kSecCodeSignerIdentifier (from Security)
                 (undefined) external _kSecCodeSignerIdentity (from Security)
                 (undefined) external _kSecCodeSignerResourceRules (from Security)
00007ff943dadf00 (__DATA,__bss) non-external _kext.sLog
00007ff943dadef8 (__DATA,__bss) non-external _kext.sLogInit
                 (undefined) external _lstat$INODE64 (from libSystem)
                 (undefined) external _malloc_type_calloc (from libSystem)
                 (undefined) external _malloc_type_malloc (from libSystem)
00007ff943dadf20 (__DATA,__bss) non-external _measurements.sLog
00007ff943dadf18 (__DATA,__bss) non-external _measurements.sLogInit
                 (undefined) external _memset (from libSystem)
00007ff90d06ec42 (__TEXT,__text) external _normalizeURL
                 (undefined) external _objc_alloc (from libobjc)
                 (undefined) external _objc_alloc_init (from libobjc)
                 (undefined) external _objc_autorelease (from libobjc)
                 (undefined) external _objc_autoreleasePoolPop (from libobjc)
                 (undefined) external _objc_autoreleasePoolPush (from libobjc)
                 (undefined) external _objc_autoreleaseReturnValue (from libobjc)
                 (undefined) external _objc_copyWeak (from libobjc)
                 (undefined) external _objc_destroyWeak (from libobjc)
                 (undefined) external _objc_enumerationMutation (from libobjc)
                 (undefined) external _objc_getClass (from libobjc)
                 (undefined) external _objc_initWeak (from libobjc)
                 (undefined) external _objc_loadWeakRetained (from libobjc)
                 (undefined) external _objc_msgSend (from libobjc)
                 (undefined) external _objc_msgSendSuper2 (from libobjc)
                 (undefined) external _objc_msgSend_stret (from libobjc)
                 (undefined) external _objc_opt_class (from libobjc)
                 (undefined) external _objc_opt_isKindOfClass (from libobjc)
                 (undefined) external _objc_opt_new (from libobjc)
                 (undefined) external _objc_release (from libobjc)
                 (undefined) external _objc_retain (from libobjc)
                 (undefined) external _objc_retainAutorelease (from libobjc)
                 (undefined) external _objc_retainAutoreleaseReturnValue (from libobjc)
                 (undefined) external _objc_retainAutoreleasedReturnValue (from libobjc)
                 (undefined) external _objc_retainBlock (from libobjc)
                 (undefined) external _objc_storeStrong (from libobjc)
                 (undefined) external _objc_storeWeak (from libobjc)
00007ff90d077b4e (__TEXT,__text) external _opaqueSignCode
00007ff90d07bb40 (__TEXT,__text) non-external _opaqueSignCode.cold.1
00007ff90d07bb9a (__TEXT,__text) non-external _opaqueSignCode.cold.2
00007ff90d07bbf4 (__TEXT,__text) non-external _opaqueSignCode.cold.3
00007ff90d07bc4e (__TEXT,__text) non-external _opaqueSignCode.cold.4
00007ff90d07bc81 (__TEXT,__text) non-external _opaqueSignCode.cold.5
                 (undefined) external _open (from libSystem)
                 (undefined) external _os_log_create (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _os_signpost_id_generate (from libSystem)
                 (undefined) external _os_variant_allows_internal_security_policies (from libSystem)
                 (undefined) external _os_variant_is_darwinos (from libSystem)
                 (undefined) external _read (from libSystem)
                 (undefined) external _realpath$DARWIN_EXTSN (from libSystem)
00007ff90d06c99d (__TEXT,__text) external _removePrefixPath
00007ff90d07ac2f (__TEXT,__text) non-external _removePrefixPath.cold.1
00007ff90d07ac99 (__TEXT,__text) non-external _removePrefixPath.cold.2
00007ff943daddb0 (__DATA,__data) external _sSystemPolicySubsystem
00007ff943dadf60 (__DATA,__bss) non-external _sVerboseLogging
00007ff943dadf40 (__DATA,__bss) non-external _sampling.sLog
00007ff943dadf38 (__DATA,__bss) non-external _sampling.sLogInit
00007ff90d066e74 (__TEXT,__text) external _scanForBundledKernelExtensions
00007ff90d06682e (__TEXT,__text) external _scanForBundles
00007ff90d066de3 (__TEXT,__text) external _scanForKernelExtensions
00007ff90d067bd8 (__TEXT,__text) external _setQuarantineFlagsForURL
00007ff90d07a4ee (__TEXT,__text) non-external _setQuarantineFlagsForURL.cold.1
00007ff90d06f46b (__TEXT,__text) external _shouldFilterOutScanTarget
00007ff943dadf30 (__DATA,__bss) non-external _signposts.sLog
00007ff943dadf28 (__DATA,__bss) non-external _signposts.sLogInit
                 (undefined) external _stat$INODE64 (from libSystem)
                 (undefined) external _statfs$INODE64 (from libSystem)
                 (undefined) external _strerror (from libSystem)
00007ff90d062a94 (__TEXT,__text) non-external _stringHasAnyPrefix
                 (undefined) external _strtoul (from libSystem)
                 (undefined) external _sysctlbyname (from libSystem)
00007ff90d0663af (__TEXT,__text) external _systemUptime
00007ff90d07a038 (__TEXT,__text) non-external _systemUptime.cold.1
                 (undefined) external _time (from libSystem)
00007ff90d0689a5 (__TEXT,__text) non-external _timestampForURL
00007ff90d06edd7 (__TEXT,__text) external _urlLooksLikeBundle
00007ff943dadf58 (__DATA,__bss) non-external _verboseLoggingEnabled.sOnceToken
