00007ffa1fd4f5fc (__TEXT,__text) non-external +[Cube initialize]
00007ffa1fc13876 (__TEXT,__text) non-external -[MREffectTableTopTitle _maxSizeForTextElement:]
00007ffa1fc138a4 (__TEXT,__text) non-external -[MREffectTableTopTitle _unload]
00007ffa1fc13a5b (__TEXT,__text) non-external -[MREffectTableTopTitle cacheRenderedWords]
00007ffa1fc13372 (__TEXT,__text) non-external -[MREffectTableTopTitle elementHitAtPoint:withInverseMatrix:localPoint:]
00007ffa1fc133a2 (__TEXT,__text) non-external -[MREffectTableTopTitle getVerticesCoordinates:withMatrix:forElement:]
00007ffa1fc1328f (__TEXT,__text) non-external -[MREffectTableTopTitle init]
00007ffa1fc13405 (__TEXT,__text) non-external -[MREffectTableTopTitle isLoadedForTime:]
00007ffa1fc13e45 (__TEXT,__text) non-external -[MREffectTableTopTitle renderAtTime:inContext:withArguments:]
00007ffa1fc1501d (__TEXT,__text) non-external -[MREffectVignettingOverlay _cleanup]
00007ffa1fc14f44 (__TEXT,__text) non-external -[MREffectVignettingOverlay initWithEffectID:]
00007ffa1fc150b3 (__TEXT,__text) non-external -[MREffectVignettingOverlay isLoadedForTime:]
00007ffa1fc150d0 (__TEXT,__text) non-external -[MREffectVignettingOverlay prerenderForTime:inContext:withArguments:]
00007ffa1fc1513d (__TEXT,__text) non-external -[MREffectVignettingOverlay renderAtTime:inContext:withArguments:]
00007ffa1fc15056 (__TEXT,__text) non-external -[MREffectVignettingOverlay setPixelSize:]
00007ffa1fc15225 (__TEXT,__text) non-external -[MREffectVignettingOverlay(MRLoadable) _unload]
00007ffa1fc1531f (__TEXT,__text) non-external -[MREffectWatercolorBackground _cleanup]
00007ffa1fc15242 (__TEXT,__text) non-external -[MREffectWatercolorBackground initWithEffectID:]
00007ffa1fc153b5 (__TEXT,__text) non-external -[MREffectWatercolorBackground isLoadedForTime:]
00007ffa1fc153d2 (__TEXT,__text) non-external -[MREffectWatercolorBackground prerenderForTime:inContext:withArguments:]
00007ffa1fc156b3 (__TEXT,__text) non-external -[MREffectWatercolorBackground renderAtTime:inContext:withArguments:]
00007ffa1fc15441 (__TEXT,__text) non-external -[MREffectWatercolorBackground setAttributes:]
00007ffa1fc15358 (__TEXT,__text) non-external -[MREffectWatercolorBackground setPixelSize:]
00007ffa1fc15c2c (__TEXT,__text) non-external -[MREffectWatercolorBackground(MRLoadable) _unload]
00007ffa1fc15c9c (__TEXT,__text) non-external -[MREffectWatercolorPanel _cleanup]
00007ffa1fc1855e (__TEXT,__text) non-external -[MREffectWatercolorPanel _maxLinesForTextElement:]
00007ffa1fc1853b (__TEXT,__text) non-external -[MREffectWatercolorPanel _maxSizeForTextElement:]
00007ffa1fc18238 (__TEXT,__text) non-external -[MREffectWatercolorPanel elementHitAtPoint:withInverseMatrix:localPoint:]
00007ffa1fc184b3 (__TEXT,__text) non-external -[MREffectWatercolorPanel getVerticesCoordinates:withMatrix:forElement:]
00007ffa1fc15c49 (__TEXT,__text) non-external -[MREffectWatercolorPanel initWithEffectID:]
00007ffa1fc15d76 (__TEXT,__text) non-external -[MREffectWatercolorPanel isLoadedForTime:]
00007ffa1fc15df8 (__TEXT,__text) non-external -[MREffectWatercolorPanel renderAtTime:inContext:withArguments:]
00007ffa1fc15f4c (__TEXT,__text) non-external -[MREffectWatercolorPanel renderBreakAtTime:inContext:withArguments:]
00007ffa1fc16f2f (__TEXT,__text) non-external -[MREffectWatercolorPanel renderEffect2AtTime:isSquare:inContext:withArguments:]
00007ffa1fc17745 (__TEXT,__text) non-external -[MREffectWatercolorPanel renderEffect3AtTime:inContext:withArguments:]
00007ffa1fc17c10 (__TEXT,__text) non-external -[MREffectWatercolorPanel renderEffectSubtitleAtTime:inContext:withArguments:]
00007ffa1fc1663b (__TEXT,__text) non-external -[MREffectWatercolorPanel renderSubtitleBreakAtTime:inContext:withArguments:]
00007ffa1fc15ce1 (__TEXT,__text) non-external -[MREffectWatercolorPanel setAttributes:]
00007ffa1fc18569 (__TEXT,__text) non-external -[MREffectWatercolorPanel(MRLoadable) _loadForTime:inContext:withArguments:]
00007ffa1fc18808 (__TEXT,__text) non-external -[MREffectWatercolorPanel(MRLoadable) _unload]
00007ffa1fc18887 (__TEXT,__text) non-external -[MREffectWatercolorTitle _cleanup]
00007ffa1fc18d89 (__TEXT,__text) non-external -[MREffectWatercolorTitle _maxLinesForTextElement:]
00007ffa1fc18d66 (__TEXT,__text) non-external -[MREffectWatercolorTitle _maxSizeForTextElement:]
00007ffa1fc18903 (__TEXT,__text) non-external -[MREffectWatercolorTitle elementHitAtPoint:withInverseMatrix:localPoint:]
00007ffa1fc18933 (__TEXT,__text) non-external -[MREffectWatercolorTitle getVerticesCoordinates:withMatrix:forElement:]
00007ffa1fc18830 (__TEXT,__text) non-external -[MREffectWatercolorTitle initWithEffectID:]
00007ffa1fc189c5 (__TEXT,__text) non-external -[MREffectWatercolorTitle isLoadedForTime:]
00007ffa1fc18a47 (__TEXT,__text) non-external -[MREffectWatercolorTitle prerenderForTime:inContext:withArguments:]
00007ffa1fc18a7b (__TEXT,__text) non-external -[MREffectWatercolorTitle renderAtTime:inContext:withArguments:]
00007ffa1fc18996 (__TEXT,__text) non-external -[MREffectWatercolorTitle setPixelSize:]
00007ffa1fc18d94 (__TEXT,__text) non-external -[MREffectWatercolorTitle(MRLoadable) _loadForTime:inContext:withArguments:]
00007ffa1fce93fc (__TEXT,__text) non-external -[MRFlipupRenderable dealloc]
00007ffa1fce93a5 (__TEXT,__text) non-external -[MRFlipupRenderable purge]
00007ffa1fce947e (__TEXT,__text) non-external -[MRFlipupRenderable reflectionSprite]
00007ffa1fce948f (__TEXT,__text) non-external -[MRFlipupRenderable setReflectionSprite:]
00007ffa1fce944b (__TEXT,__text) non-external -[MRFlipupRenderable setSlide:]
00007ffa1fce946d (__TEXT,__text) non-external -[MRFlipupRenderable setSprite:]
00007ffa1fce943a (__TEXT,__text) non-external -[MRFlipupRenderable slide]
00007ffa1fce945c (__TEXT,__text) non-external -[MRFlipupRenderable sprite]
00007ffa1fd3b80b (__TEXT,__text) non-external -[MRFloatingRenderable dealloc]
00007ffa1fd3b849 (__TEXT,__text) non-external -[MRFloatingRenderable purge]
00007ffa1fd3b87a (__TEXT,__text) non-external -[MRFloatingRenderable setSlide:]
00007ffa1fd3b8c6 (__TEXT,__text) non-external -[MRFloatingRenderable slide]
00007ffa1fd3b69d (__TEXT,__text) non-external -[MRFloatingTimeInfo description]
00007ffa1fc19994 (__TEXT,__text) non-external -[MRFrame attributes]
00007ffa1fc19748 (__TEXT,__text) non-external -[MRFrame cancelLoading]
00007ffa1fc19490 (__TEXT,__text) non-external -[MRFrame cleanup]
00007ffa1fc19452 (__TEXT,__text) non-external -[MRFrame dealloc]
00007ffa1fc1998a (__TEXT,__text) non-external -[MRFrame frameID]
00007ffa1fc193be (__TEXT,__text) non-external -[MRFrame initWithFrameID:]
00007ffa1fc19980 (__TEXT,__text) non-external -[MRFrame inputImage]
00007ffa1fc197ba (__TEXT,__text) non-external -[MRFrame isAlphaFriendly]
00007ffa1fc1981a (__TEXT,__text) non-external -[MRFrame isInfinite]
00007ffa1fc196f3 (__TEXT,__text) non-external -[MRFrame isLoadedForTime:]
00007ffa1fc1974e (__TEXT,__text) non-external -[MRFrame isNative3D]
00007ffa1fc19784 (__TEXT,__text) non-external -[MRFrame isOpaque]
00007ffa1fc19577 (__TEXT,__text) non-external -[MRFrame isRetainedBySlideProvider]
00007ffa1fc196fe (__TEXT,__text) non-external -[MRFrame loadForTime:inContext:withArguments:now:]
00007ffa1fc19838 (__TEXT,__text) non-external -[MRFrame patchworkAtTime:inContext:withArguments:]
00007ffa1fc1999e (__TEXT,__text) non-external -[MRFrame pixelSize]
00007ffa1fc19822 (__TEXT,__text) non-external -[MRFrame prerenderForTime:inContext:withArguments:]
00007ffa1fc194fe (__TEXT,__text) non-external -[MRFrame releaseBySlideProvider:]
00007ffa1fc1982a (__TEXT,__text) non-external -[MRFrame renderAtTime:inContext:withArguments:]
00007ffa1fc194e1 (__TEXT,__text) non-external -[MRFrame retainBySlideProvider:]
00007ffa1fc19830 (__TEXT,__text) non-external -[MRFrame retainedByUserRenderedImageAtTime:inContext:withArguments:]
00007ffa1fc195e1 (__TEXT,__text) non-external -[MRFrame setAttributes:]
00007ffa1fc19587 (__TEXT,__text) non-external -[MRFrame setInputImage:]
00007ffa1fc196c3 (__TEXT,__text) non-external -[MRFrame setPixelSize:]
00007ffa1fc19704 (__TEXT,__text) non-external -[MRFrame unload]
00007ffa1fc19a17 (__TEXT,__text) non-external -[MRFrameInsetBorder retainedByUserRenderedImageAtTime:inContext:withArguments:]
00007ffa1fc19c55 (__TEXT,__text) non-external -[MRFrameLineStroke isAlphaFriendly]
00007ffa1fc19c42 (__TEXT,__text) non-external -[MRFrameLineStroke isNative3D]
00007ffa1fc19c4d (__TEXT,__text) non-external -[MRFrameLineStroke isOpaque]
00007ffa1fc19c60 (__TEXT,__text) non-external -[MRFrameLineStroke retainedByUserRenderedImageAtTime:inContext:withArguments:]
00007ffa1fc1a3ad (__TEXT,__text) non-external -[MRFrameManager cleanup]
00007ffa1fc1a36f (__TEXT,__text) non-external -[MRFrameManager dealloc]
00007ffa1fc1a690 (__TEXT,__text) non-external -[MRFrameManager frameWithFrameID:]
00007ffa1fc1a313 (__TEXT,__text) non-external -[MRFrameManager init]
00007ffa1fc1a90f (__TEXT,__text) non-external -[MRFrameManager recycleFrame:]
00007ffa1fc1a3f2 (__TEXT,__text) non-external -[MRFrameManager releaseResources]
00007ffa1fc1a9d5 (__TEXT,__text) non-external -[MRFrameManager resourcePathForFrameID:andResource:]
00007ffa1fc1aa51 (__TEXT,__text) non-external -[MRFrameManager sizeScriptForFrameID:]
00007ffa1fce9096 (__TEXT,__text) non-external -[MRGesture currentRotation]
00007ffa1fce90ac (__TEXT,__text) non-external -[MRGesture currentScale]
00007ffa1fce902f (__TEXT,__text) non-external -[MRGesture currentTranslation]
00007ffa1fce8e52 (__TEXT,__text) non-external -[MRGesture dealloc]
00007ffa1fce8e95 (__TEXT,__text) non-external -[MRGesture hitBlob]
00007ffa1fce8e1e (__TEXT,__text) non-external -[MRGesture initWithHitBlob:]
00007ffa1fce8f86 (__TEXT,__text) non-external -[MRGesture linearScaleAtStart]
00007ffa1fce8f1f (__TEXT,__text) non-external -[MRGesture locationInSlideAtStart]
00007ffa1fce8eb8 (__TEXT,__text) non-external -[MRGesture locationInViewAtStart]
00007ffa1fce90a1 (__TEXT,__text) non-external -[MRGesture setCurrentRotation:]
00007ffa1fce90b7 (__TEXT,__text) non-external -[MRGesture setCurrentScale:]
00007ffa1fce9065 (__TEXT,__text) non-external -[MRGesture setCurrentTranslation:]
00007ffa1fce8ea9 (__TEXT,__text) non-external -[MRGesture setHitBlob:]
00007ffa1fce8f91 (__TEXT,__text) non-external -[MRGesture setLinearScaleAtStart:]
00007ffa1fce8f55 (__TEXT,__text) non-external -[MRGesture setLocationInSlideAtStart:]
00007ffa1fce8eee (__TEXT,__text) non-external -[MRGesture setLocationInViewAtStart:]
00007ffa1fce8fd2 (__TEXT,__text) non-external -[MRGesture setSlideCenterAtStart:]
00007ffa1fce900e (__TEXT,__text) non-external -[MRGesture setSlideRotationAtStart:]
00007ffa1fce9024 (__TEXT,__text) non-external -[MRGesture setSlideScaleAtStart:]
00007ffa1fce8f9c (__TEXT,__text) non-external -[MRGesture slideCenterAtStart]
00007ffa1fce9003 (__TEXT,__text) non-external -[MRGesture slideRotationAtStart]
00007ffa1fce9019 (__TEXT,__text) non-external -[MRGesture slideScaleAtStart]
00007ffa1fd4df9d (__TEXT,__text) non-external -[MRGestureRecognizer _addSpecificObjectToAction:]
00007ffa1fd4dd59 (__TEXT,__text) non-external -[MRGestureRecognizer _localPointFromTouchPoint:]
00007ffa1fd4dc8a (__TEXT,__text) non-external -[MRGestureRecognizer _sendAction:]
00007ffa1fd4dc42 (__TEXT,__text) non-external -[MRGestureRecognizer _sendCancelActions]
00007ffa1fd4dbfa (__TEXT,__text) non-external -[MRGestureRecognizer _sendEndActions]
00007ffa1fd4db6a (__TEXT,__text) non-external -[MRGestureRecognizer _sendStartActions]
00007ffa1fd4dbb2 (__TEXT,__text) non-external -[MRGestureRecognizer _sendUpdateActions]
00007ffa1fd4d8f6 (__TEXT,__text) non-external -[MRGestureRecognizer abort]
00007ffa1fd4d3b7 (__TEXT,__text) non-external -[MRGestureRecognizer cancelAction]
00007ffa1fd4d1af (__TEXT,__text) non-external -[MRGestureRecognizer cleanup]
00007ffa1fd4da57 (__TEXT,__text) non-external -[MRGestureRecognizer description]
00007ffa1fd4d343 (__TEXT,__text) non-external -[MRGestureRecognizer endAction]
00007ffa1fd4d0fc (__TEXT,__text) non-external -[MRGestureRecognizer initWithRenderer:startAction:andSender:]
00007ffa1fd4dfad (__TEXT,__text) non-external -[MRGestureRecognizer matrixChain]
00007ffa1fd4d8e4 (__TEXT,__text) non-external -[MRGestureRecognizer recognize]
00007ffa1fd4e002 (__TEXT,__text) non-external -[MRGestureRecognizer referenceScale]
00007ffa1fd4dfe2 (__TEXT,__text) non-external -[MRGestureRecognizer referenceSize]
00007ffa1fd4e018 (__TEXT,__text) non-external -[MRGestureRecognizer requiredTouchCount]
00007ffa1fd4e031 (__TEXT,__text) non-external -[MRGestureRecognizer score]
00007ffa1fd4dfa3 (__TEXT,__text) non-external -[MRGestureRecognizer sender]
00007ffa1fd4d3cd (__TEXT,__text) non-external -[MRGestureRecognizer setCancelAction:]
00007ffa1fd4d359 (__TEXT,__text) non-external -[MRGestureRecognizer setEndAction:]
00007ffa1fd4dfc1 (__TEXT,__text) non-external -[MRGestureRecognizer setMatrixChain:]
00007ffa1fd4e00d (__TEXT,__text) non-external -[MRGestureRecognizer setReferenceScale:]
00007ffa1fd4dff2 (__TEXT,__text) non-external -[MRGestureRecognizer setReferenceSize:]
00007ffa1fd4e025 (__TEXT,__text) non-external -[MRGestureRecognizer setRequiredTouchCount:]
00007ffa1fd4e03f (__TEXT,__text) non-external -[MRGestureRecognizer setScore:]
00007ffa1fd4d271 (__TEXT,__text) non-external -[MRGestureRecognizer setStartAction:]
00007ffa1fd4dfd9 (__TEXT,__text) non-external -[MRGestureRecognizer setState:]
00007ffa1fd4d2e5 (__TEXT,__text) non-external -[MRGestureRecognizer setUpdateAction:]
00007ffa1fd4d25b (__TEXT,__text) non-external -[MRGestureRecognizer startAction]
00007ffa1fd4dfd0 (__TEXT,__text) non-external -[MRGestureRecognizer state]
00007ffa1fd4d444 (__TEXT,__text) non-external -[MRGestureRecognizer touchBegan:]
00007ffa1fd4d7db (__TEXT,__text) non-external -[MRGestureRecognizer touchEnded:]
00007ffa1fd4d63e (__TEXT,__text) non-external -[MRGestureRecognizer touchMoved:]
00007ffa1fd4d42b (__TEXT,__text) non-external -[MRGestureRecognizer touches]
00007ffa1fd4d2cf (__TEXT,__text) non-external -[MRGestureRecognizer updateAction]
00007ffa1fce90c2 (__TEXT,__text) non-external -[MRHitBlob aspectRatio]
00007ffa1fce9279 (__TEXT,__text) non-external -[MRHitBlob clientObject]
00007ffa1fce92b0 (__TEXT,__text) non-external -[MRHitBlob currentLayoutIndex]
00007ffa1fce9210 (__TEXT,__text) non-external -[MRHitBlob effectLayer]
00007ffa1fce9256 (__TEXT,__text) non-external -[MRHitBlob elementID]
00007ffa1fce9233 (__TEXT,__text) non-external -[MRHitBlob innerPath]
00007ffa1fce910a (__TEXT,__text) non-external -[MRHitBlob innerResolution]
00007ffa1fce917c (__TEXT,__text) non-external -[MRHitBlob isEqualToHitBlob:]
00007ffa1fce9120 (__TEXT,__text) non-external -[MRHitBlob mediaType]
00007ffa1fce91ed (__TEXT,__text) non-external -[MRHitBlob outerLayer]
00007ffa1fce929c (__TEXT,__text) non-external -[MRHitBlob proxyForSlide]
00007ffa1fce928d (__TEXT,__text) non-external -[MRHitBlob setClientObject:]
00007ffa1fce92ba (__TEXT,__text) non-external -[MRHitBlob setCurrentLayoutIndex:]
00007ffa1fce9224 (__TEXT,__text) non-external -[MRHitBlob setEffectLayer:]
00007ffa1fce926a (__TEXT,__text) non-external -[MRHitBlob setElementID:]
00007ffa1fce9247 (__TEXT,__text) non-external -[MRHitBlob setInnerPath:]
00007ffa1fce9201 (__TEXT,__text) non-external -[MRHitBlob setOuterLayer:]
00007ffa1fce92a6 (__TEXT,__text) non-external -[MRHitBlob setProxyForSlide:]
00007ffa1fc5548d (__TEXT,__text) non-external -[MRHitZoneForVisualFeedback countOfVertices]
00007ffa1fc553b5 (__TEXT,__text) non-external -[MRHitZoneForVisualFeedback dealloc]
00007ffa1fc55470 (__TEXT,__text) non-external -[MRHitZoneForVisualFeedback hasEnded]
00007ffa1fc55404 (__TEXT,__text) non-external -[MRHitZoneForVisualFeedback set2DVertices:countOfVertices:]
00007ffa1fc5547a (__TEXT,__text) non-external -[MRHitZoneForVisualFeedback setHasEnded:]
00007ffa1fc55465 (__TEXT,__text) non-external -[MRHitZoneForVisualFeedback setTimestamp:]
00007ffa1fc5545a (__TEXT,__text) non-external -[MRHitZoneForVisualFeedback timestamp]
00007ffa1fc55483 (__TEXT,__text) non-external -[MRHitZoneForVisualFeedback vertices]
00007ffa1fd68ad7 (__TEXT,__text) non-external -[MRHyperGridIteration description]
00007ffa1fd68aad (__TEXT,__text) non-external -[MRHyperGridIteration setLayout:]
00007ffa1fc1b0bc (__TEXT,__text) non-external -[MRImage aspectRatio]
00007ffa1fc1b8e1 (__TEXT,__text) non-external -[MRImage centerX]
00007ffa1fc1b8f7 (__TEXT,__text) non-external -[MRImage centerY]
00007ffa1fc1b997 (__TEXT,__text) non-external -[MRImage clampMode]
00007ffa1fc1ac1a (__TEXT,__text) non-external -[MRImage cleanup]
00007ffa1fc1abdc (__TEXT,__text) non-external -[MRImage dealloc]
00007ffa1fc1b5e4 (__TEXT,__text) non-external -[MRImage filterID]
00007ffa1fc1aea9 (__TEXT,__text) non-external -[MRImage filtersNearest]
00007ffa1fc1b210 (__TEXT,__text) non-external -[MRImage getMatrix:forReferenceAspectRatio:]
00007ffa1fc1b60e (__TEXT,__text) non-external -[MRImage hasKBOrShader]
00007ffa1fc1af95 (__TEXT,__text) non-external -[MRImage hasKenBurns]
00007ffa1fc1b0ae (__TEXT,__text) non-external -[MRImage height]
00007ffa1fc1b8c1 (__TEXT,__text) non-external -[MRImage imageManager]
00007ffa1fc1aaed (__TEXT,__text) non-external -[MRImage initWithImage:]
00007ffa1fc1ab49 (__TEXT,__text) non-external -[MRImage initWithTextureSource:andSize:]
00007ffa1fc1aaa0 (__TEXT,__text) non-external -[MRImage init]
00007ffa1fc1ad7f (__TEXT,__text) non-external -[MRImage insertingInCollection]
00007ffa1fc1b0d2 (__TEXT,__text) non-external -[MRImage isEmpty]
00007ffa1fc1aed4 (__TEXT,__text) non-external -[MRImage isOpaque]
00007ffa1fc1b0f6 (__TEXT,__text) non-external -[MRImage kenburnsMatrix:forReferenceAspectRatio:]
00007ffa1fc1b9b2 (__TEXT,__text) non-external -[MRImage label]
00007ffa1fc1af42 (__TEXT,__text) non-external -[MRImage mipmapFiltersNearest]
00007ffa1fc1af6d (__TEXT,__text) non-external -[MRImage preservesAspectRatio]
00007ffa1fc1b5be (__TEXT,__text) non-external -[MRImage relativeSizeInContextPixelSize:]
00007ffa1fc1ad51 (__TEXT,__text) non-external -[MRImage releaseByUser]
00007ffa1fc1ada8 (__TEXT,__text) non-external -[MRImage removingFromCollection]
00007ffa1fc1b981 (__TEXT,__text) non-external -[MRImage renderTime]
00007ffa1fc1b9a9 (__TEXT,__text) non-external -[MRImage retainByUserCount]
00007ffa1fc1ad42 (__TEXT,__text) non-external -[MRImage retainByUser]
00007ffa1fc1ae11 (__TEXT,__text) non-external -[MRImage retainedByUserImageWithShader:]
00007ffa1fc1adc3 (__TEXT,__text) non-external -[MRImage retainedByUserImage]
00007ffa1fc1b923 (__TEXT,__text) non-external -[MRImage rotationAngle]
00007ffa1fc1afbe (__TEXT,__text) non-external -[MRImage scaleWasFixedForTargetAspectRatio]
00007ffa1fc1b90d (__TEXT,__text) non-external -[MRImage scale]
00007ffa1fc1b8ec (__TEXT,__text) non-external -[MRImage setCenterX:]
00007ffa1fc1b902 (__TEXT,__text) non-external -[MRImage setCenterY:]
