00000001ab547214 (__TEXT,__text) non-external +[AMFI isAvailable]
00000001ab554da0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$addGatekeeperUserIntent:withReply:
00000001ab554dc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$addObject:
00000001ab554de0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$addObjectsFromArray:
00000001ab554e00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$allBundleURLs
00000001ab554e20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$allKextURLs
00000001ab554e40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$allKeys
00000001ab554e60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$allObjects
00000001ab554e80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$allowGatekeeperPolicy:withReply:
00000001ab554ea0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$allowed
00000001ab554ec0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$appWrapperPolicyResult:forDeviceID:installProfile:checkResources:withProgressCallback:
00000001ab554ee0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$appendBytes:length:
00000001ab554f00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$appendFormat:
00000001ab554f20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$areKernelExtensionsApproved:withReply:
00000001ab554f40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$array
00000001ab554f60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$arrayWithArray:
00000001ab554f80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$arrayWithObject:
00000001ab554fa0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$arrayWithObjects:count:
00000001ab554fc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$attributesOfItemAtPath:error:
00000001ab554fe0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$auditToken
00000001ab555000 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$blockedReasonDescription
00000001ab555020 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$boolForKey:
00000001ab555040 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$boolValue
00000001ab555060 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$bundleID
00000001ab555080 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$bytes
00000001ab5550a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$canInstallPackage:withUserConsent:withHash:evaluateOnly:synchronousPrompt:withReply:
00000001ab5550c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$canLoadKernelExtension:withReply:
00000001ab5550e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$canLoadKernelExtensionInCache:withReply:
00000001ab555100 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$cdHash
00000001ab555120 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$cdhash
00000001ab555140 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$code
00000001ab555160 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$compare:
00000001ab555180 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$componentsSeparatedByString:
00000001ab5551a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$connection
00000001ab5551c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$containsObject:
00000001ab5551e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$containsString:
00000001ab555200 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$copy
00000001ab555220 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$copyBlockedExecutionPolicyItemsWithReply:
00000001ab555240 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$copyCurrentPolicyWithReply:
00000001ab555260 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$copyItemAtURL:toURL:error:
00000001ab555280 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$copyKernelExtensionHistoryWithReply:
00000001ab5552a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$copyPendingApprovalsWithReply:
00000001ab5552c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$count
00000001ab5552e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$countByEnumeratingWithState:objects:count:
00000001ab555300 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$createDirectoryAtPath:withIntermediateDirectories:attributes:error:
00000001ab555320 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$createGatekeeperMigrationData:
00000001ab555340 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$createKernelExtensionMigrationData:
00000001ab555360 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$currentDeviceID
00000001ab555380 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$data
00000001ab5553a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dataWithBytes:length:
00000001ab5553c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dataWithBytesNoCopy:length:freeWhenDone:
00000001ab5553e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dataWithCapacity:
00000001ab555400 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dataWithData:
00000001ab555420 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dateWithTimeIntervalSince1970:
00000001ab555440 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$decodeBoolForKey:
00000001ab555460 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$decodeObjectOfClass:forKey:
00000001ab555480 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$decodeObjectOfClasses:forKey:
00000001ab5554a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$defaultManager
00000001ab5554c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$description
00000001ab5554e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$developerName
00000001ab555500 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dictionary
00000001ab555520 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dictionaryWithContentsOfURL:
00000001ab555540 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dictionaryWithObjects:forKeys:count:
00000001ab555560 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$doGatekeeperProgressUpdate:withTotal:
00000001ab555580 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$doReload
00000001ab5555a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$doesContain:
00000001ab5555c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$domain
00000001ab5555e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$enableKernelExtensionManagementForMDM:withReply:
00000001ab555600 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$encodeBool:forKey:
00000001ab555620 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$encodeObject:forKey:
00000001ab555640 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$entitlements
00000001ab555660 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$enumeratorAtURL:includingPropertiesForKeys:options:errorHandler:
00000001ab555680 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$errorWithDomain:code:userInfo:
00000001ab5556a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$exec
00000001ab5556c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$execPath
00000001ab5556e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$fileExistsAtPath:
00000001ab555700 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$fileExistsAtPath:isDirectory:
00000001ab555720 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$fileSystemRepresentation
00000001ab555740 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$fileURLWithPath:
00000001ab555760 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$fileURLWithPathComponents:
00000001ab555780 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$findAssociatedProvenanceEntries:withReply:
00000001ab5557a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$findLegacyKextBundleID:
00000001ab5557c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$findProvenanceEntry:withReply:
00000001ab5557e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$findProvenanceEntryByID:withReply:
00000001ab555800 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$findProvisioningProfile:
00000001ab555820 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$flags
00000001ab555840 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$forceReload
00000001ab555860 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$fsTypeName
00000001ab555880 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$gatekeeperMigrationDataPath:
00000001ab5558a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$generic
00000001ab5558c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$getAllProvenanceEntriesWithReply:
00000001ab5558e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$getAllowedPaths
00000001ab555900 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$getApprovalRequiresAdministratorWithReply:
00000001ab555920 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$getBlockedSoftwareOverride:withReply:
00000001ab555940 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$getCurrentUAKLHashWithReply:
00000001ab555960 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$getFastGatekeeperOverrideModeEnabledWithReply:
00000001ab555980 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$getFileSystemRepresentation:maxLength:
00000001ab5559a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$getGatekeeperInsightEnabledWithReply:
00000001ab5559c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$getGatekeeperPolicyWithReply:
00000001ab5559e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$getResourceValue:forKey:error:
00000001ab555a00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$getStrictGatekeeperEnabledForDomain:withReply:
00000001ab555a20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$gkError
00000001ab555a40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$handleReload
00000001ab555a60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$hasPrefix:
00000001ab555a80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$hasSuffix:
00000001ab555aa0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$hash
00000001ab555ac0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$hexString
00000001ab555ae0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$identifier
00000001ab555b00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithData:
00000001ab555b20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithDeveloper:teamID:bundleIDs:allowed:rebootRequired:isPendingUpgrade:
00000001ab555b40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithExecPath:mmapPath:signingID:teamID:cdHash:responsiblePath:developerName:lasSeen:
00000001ab555b60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithMachServiceName:options:
00000001ab555b80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithParent:
00000001ab555ba0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithRoot:
00000001ab555bc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithSuiteName:
00000001ab555be0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithURL:
00000001ab555c00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithURL:withReloadBlock:watchForUpdates:
00000001ab555c20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithUTF8String:
00000001ab555c40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithUUIDBytes:
00000001ab555c60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithValid:withSignerCategory:withModified:
00000001ab555c80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$installMDMPayload:withTeams:withExtensions:withContext:withReply:
00000001ab555ca0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$installProvisioningProfile:
00000001ab555cc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$intValue
00000001ab555ce0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$integerForKey:
00000001ab555d00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$integerValue
00000001ab555d20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$interfaceWithProtocol:
00000001ab555d40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$invalidate
00000001ab555d60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isAppWrapper:
00000001ab555d80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isAuthenticationRequiredOnUpdates:
00000001ab555da0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isAvailable
00000001ab555dc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isBlockedSoftware:withReply:
00000001ab555de0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isCodeless
00000001ab555e00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isDeprecated
00000001ab555e20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isDeveloperModeEnabledWithReply:
00000001ab555e40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isDeveloperToolEnvironmentWithReply:
00000001ab555e60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isEqualTo:
00000001ab555e80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isEqualToString:
00000001ab555ea0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isGatekeeperPolicyAllowed:withReply:
00000001ab555ec0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isKernelExtensionApprovedByUser:withBundleID:withReply:
00000001ab555ee0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isKextAllowedWithoutSecureTimestamp:
00000001ab555f00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isLegacyKextAllowed:
00000001ab555f20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isMainThread
00000001ab555f40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isMovedToTrash
00000001ab555f60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isNotarized
00000001ab555f80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isProvisioningProfileTrusted:
00000001ab555fa0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isProvisioningProfileValid:forDevice:
00000001ab555fc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isRebootRequiredForInstallation:
00000001ab555fe0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isSecurityDowngradeRequiredForInstallation:
00000001ab556000 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isUnsupported
00000001ab556020 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isValid
00000001ab556040 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isValidApplication:checkResources:withSignerCategory:withModified:withProgressCallback:
00000001ab556060 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$itemPath
00000001ab556080 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$kernelExtensionMigrationDataPath:
00000001ab5560a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$keyEnumerator
00000001ab5560c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$knownMalware
00000001ab5560e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$lastPathComponent
00000001ab556100 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$lastSeen
00000001ab556120 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$lastUsed
00000001ab556140 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$length
00000001ab556160 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$loadFromBundleData:
00000001ab556180 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$loadInternalData:
00000001ab5561a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$localizedCapitalizedString
00000001ab5561c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$lock
00000001ab5561e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$logGatekeeperOverrideForURL:withReply:
00000001ab556200 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$lookupSampling:withReply:
00000001ab556220 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$lowercaseString
00000001ab556240 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$mainExecutableURL
00000001ab556260 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$mmapPath
00000001ab556280 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$modTime
00000001ab5562a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$needsApproval
00000001ab5562c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$needsOverride
00000001ab5562e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$notifyInstalledContent:withInstallationType:withReply:
00000001ab556300 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$notifyLoadedKernelExtension:withPath:
00000001ab556320 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$notifyUnsupportedKernelExtensions:withReply:
00000001ab556340 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$now
00000001ab556360 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$null
00000001ab556380 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$numberWithBool:
00000001ab5563a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$numberWithInteger:
00000001ab5563c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$numberWithUnsignedLongLong:
00000001ab5563e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$objectAtIndexedSubscript:
00000001ab556400 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$objectForKey:
00000001ab556420 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$objectForKeyedSubscript:
00000001ab556440 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$objectID
00000001ab556460 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$path
00000001ab556480 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$pathComponents
00000001ab5564a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$pathExtension
00000001ab5564c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$performGatekeeperScan:withScanOptions:withShouldOverridePolicy:withPolicy:withProgressHandler:error:
00000001ab5564e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$performGatekeeperScan:withScanOptions:withShouldOverridePolicy:withPolicy:withUserID:withProgress:withReply:
00000001ab556500 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$performMigrationScan
00000001ab556520 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$preflightBinary:withPlatform:error:
00000001ab556540 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$redactedDescription
00000001ab556560 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$reloadIfNecessary
00000001ab556580 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$removeItemAtURL:error:
00000001ab5565a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$removeMDMPayload:withContext:withReply:
00000001ab5565c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$reportEvent:withData:withReply:
00000001ab5565e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$requestKernelExtensionApprovals:withReply:
00000001ab556600 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$responsiblePath
00000001ab556620 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$resume
00000001ab556640 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$reverseObjectEnumerator
00000001ab556660 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$rootID
00000001ab556680 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$sendBundleProtectionMetricFromTCC:withPID:withReply:
00000001ab5566a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$sendShellFallbackExecutionMetric:
00000001ab5566c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$set
00000001ab5566e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setApprovalRequiresAdministrator:withReply:
00000001ab556700 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setBlockedSoftwareOverride:isEnabled:withReply:
00000001ab556720 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setBundleID:
00000001ab556740 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setCdhash:
00000001ab556760 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setCheckValidity:
00000001ab556780 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setClasses:forSelector:argumentIndex:ofReply:
00000001ab5567a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setDeveloperModeEnabled:withReply:
00000001ab5567c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setExportedInterface:
00000001ab5567e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setExportedObject:
00000001ab556800 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setFlags:
00000001ab556820 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setGatekeeperInsightEnabled:error:
00000001ab556840 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setGatekeeperInsightEnabled:withReply:
00000001ab556860 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setGatekeeperPolicy:withReply:
00000001ab556880 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setIdentifier:
00000001ab5568a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setObject:forKey:
00000001ab5568c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setObject:forKeyedSubscript:
00000001ab5568e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setProgressHandler:
00000001ab556900 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setRemoteObjectInterface:
00000001ab556920 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setResourceValue:forKey:error:
00000001ab556940 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setRootID:
00000001ab556960 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setSigningID:
00000001ab556980 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setStrictGatekeeperEnabled:forDomain:withReply:
00000001ab5569a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setTeamID:
00000001ab5569c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setUniqueID:
00000001ab5569e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setUrl:
00000001ab556a00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setUserApprovalAllowed:withReply:
00000001ab556a20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setWithArray:
00000001ab556a40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setWithObjects:
00000001ab556a60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setupFSStream
00000001ab556a80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$showGatekeeperPreflightError:forApp:forUser:withReply:
00000001ab556aa0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$signingID
00000001ab556ac0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$signingInfo
00000001ab556ae0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$signposts
00000001ab556b00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$skipDescendants
00000001ab556b20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$stageSampleAt:forTasking:withReply:
00000001ab556b40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$staticCodeRef
00000001ab556b60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$stringWithCapacity:
00000001ab556b80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$stringWithFormat:
00000001ab556ba0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$stringWithUTF8String:
00000001ab556bc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$subarrayWithRange:
00000001ab556be0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$substringFromIndex:
00000001ab556c00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$substringToIndex:
00000001ab556c20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$synchronousRemoteObjectProxyWithErrorHandler:
00000001ab556c40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$teamID
00000001ab556c60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$teamIdentifierIsAllowed:withReply:
00000001ab556c80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$timeIntervalSince1970
00000001ab556ca0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$timestamp
00000001ab556cc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$trashedURL
00000001ab556ce0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$triggerKernelCollectionRebuildFlow:withKernelExtensions:withReply:
00000001ab556d00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$triggerKernelCollectionRebuildForMDM:withContext:withReply:
00000001ab556d20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$triggerPanicMedic:
00000001ab556d40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$triggerRecoveryJumpToSecurityStartupUtility:
00000001ab556d60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$trustPackagePayload:withDestinationTarget:withHashMap:withUserConsent:error:
00000001ab556d80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$trustPackagePayload:withDestinationTarget:withHashMap:withUserConsent:withReply:
00000001ab556da0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$uniqueID
