00007ffa18d481f8 (__TEXT,__text) external _ConvertUTF16toUTF32
00007ffa1898a9ea (__TEXT,__text) external __ZN4llvm14DIObjCProperty7getImplERNS_11LLVMContextEPNS_8MDStringEPNS_8MetadataEjS4_S4_jS6_NS5_11StorageTypeEb
00007ffa189088e4 (__TEXT,__text) external __ZN4llvm14DOTGraphTraitsIPNS_11ScheduleDAGEE12getNodeLabelEPKNS_5SUnitEPKS1_
00007ffa18d15d04 (__TEXT,__text) external __ZN4llvm14DOTGraphTraitsIPNS_12SelectionDAGEE12getNodeLabelEPKNS_6SDNodeEPKS1_
00007ffa187707f2 (__TEXT,__text) external __ZN4llvm14DebugLocStream11ListBuilderD1Ev
00007ffa187707ba (__TEXT,__text) external __ZN4llvm14DebugLocStream11ListBuilderD2Ev
00007ffa18770660 (__TEXT,__text) external __ZN4llvm14DebugLocStream12finalizeListERNS_10AsmPrinterE
00007ffa187706ce (__TEXT,__text) external __ZN4llvm14DebugLocStream13finalizeEntryEv
00007ffa18d9ba8d (__TEXT,__text) external __ZN4llvm14DeleteDeadPHIsEPNS_10BasicBlockEPKNS_17TargetLibraryInfoE
00007ffa18d4a81a (__TEXT,__text) external __ZN4llvm14DeltaAlgorithm13GetTestResultERKNSt3__13setIjNS1_4lessIjEENS1_9allocatorIjEEEE
00007ffa18d4b008 (__TEXT,__text) external __ZN4llvm14DeltaAlgorithm3RunERKNSt3__13setIjNS1_4lessIjEENS1_9allocatorIjEEEE
00007ffa18d4aa4c (__TEXT,__text) external __ZN4llvm14DeltaAlgorithm5DeltaERKNSt3__13setIjNS1_4lessIjEENS1_9allocatorIjEEEERKNS1_6vectorIS7_NS5_IS7_EEEE
00007ffa18d4a86a (__TEXT,__text) external __ZN4llvm14DeltaAlgorithm5SplitERKNSt3__13setIjNS1_4lessIjEENS1_9allocatorIjEEEERNS1_6vectorIS7_NS5_IS7_EEEE
00007ffa18d4abe8 (__TEXT,__text) external __ZN4llvm14DeltaAlgorithm6SearchERKNSt3__13setIjNS1_4lessIjEENS1_9allocatorIjEEEERKNS1_6vectorIS7_NS5_IS7_EEEERS7_
00007ffa18d4a814 (__TEXT,__text) external __ZN4llvm14DeltaAlgorithmD0Ev
00007ffa18d4a80e (__TEXT,__text) external __ZN4llvm14DeltaAlgorithmD1Ev
00007ffa18d4a7f2 (__TEXT,__text) external __ZN4llvm14DeltaAlgorithmD2Ev
00007ffa1869a6b4 (__TEXT,__text) external __ZN4llvm14DependenceInfo10Constraint11setDistanceEPKNS_4SCEVEPKNS_4LoopE
00007ffa1869a72e (__TEXT,__text) external __ZN4llvm14DependenceInfo10Constraint6setAnyEPNS_15ScalarEvolutionE
00007ffa1869a698 (__TEXT,__text) external __ZN4llvm14DependenceInfo10Constraint7setLineEPKNS_4SCEVES4_S4_PKNS_4LoopE
00007ffa1869a722 (__TEXT,__text) external __ZN4llvm14DependenceInfo10Constraint8setEmptyEv
00007ffa1869a680 (__TEXT,__text) external __ZN4llvm14DependenceInfo10Constraint8setPointEPKNS_4SCEVES4_PKNS_4LoopE
00007ffa1869bbc6 (__TEXT,__text) external __ZN4llvm14DependenceInfo12classifyPairEPKNS_4SCEVEPKNS_4LoopES3_S6_RNS_14SmallBitVectorE
00007ffa186a27d0 (__TEXT,__text) external __ZN4llvm14DependenceInfo13propagateLineERPKNS_4SCEVES4_RNS0_10ConstraintERb
00007ffa186a2d02 (__TEXT,__text) external __ZN4llvm14DependenceInfo14propagatePointERPKNS_4SCEVES4_RNS0_10ConstraintE
00007ffa186a2ef2 (__TEXT,__text) external __ZN4llvm14DependenceInfo14tryDelinearizeEPNS_11InstructionES2_RNS_15SmallVectorImplINS0_9SubscriptEEE
00007ffa1869ba62 (__TEXT,__text) external __ZN4llvm14DependenceInfo17checkDstSubscriptEPKNS_4SCEVEPKNS_4LoopERNS_14SmallBitVectorE
00007ffa1869b90c (__TEXT,__text) external __ZN4llvm14DependenceInfo17checkSrcSubscriptEPKNS_4SCEVEPKNS_4LoopERNS_14SmallBitVectorE
00007ffa186a4d20 (__TEXT,__text) external __ZN4llvm14DependenceInfo17getSplitIterationERKNS_10DependenceEj
00007ffa186a26d2 (__TEXT,__text) external __ZN4llvm14DependenceInfo17propagateDistanceERPKNS_4SCEVES4_RNS0_10ConstraintERb
00007ffa1869b73c (__TEXT,__text) external __ZN4llvm14DependenceInfo18unifySubscriptTypeENS_8ArrayRefIPNS0_9SubscriptEEE
00007ffa1869a918 (__TEXT,__text) external __ZN4llvm14DependenceInfo20intersectConstraintsEPNS0_10ConstraintEPKS1_
00007ffa1869b560 (__TEXT,__text) external __ZN4llvm14DependenceInfo22establishNestingLevelsEPKNS_11InstructionES3_
00007ffa1869b8a6 (__TEXT,__text) external __ZN4llvm14DependenceInfo24removeMatchingExtensionsEPNS0_9SubscriptE
00007ffa186a33ee (__TEXT,__text) external __ZN4llvm14DependenceInfo7dependsEPNS_11InstructionES2_b
00007ffa186a258c (__TEXT,__text) external __ZN4llvm14DependenceInfo9propagateERPKNS_4SCEVES4_RNS_14SmallBitVectorERNS_15SmallVectorImplINS0_10ConstraintEEERb
00007ffa437f4cc9 (__DATA,__common) external __ZN4llvm14DummyCGSCCPass2IDE
00007ffa18d56fda (__TEXT,__text) external __ZN4llvm14FoldingSetImpl10InsertNodeEPNS0_4NodeEPv
00007ffa18d571b4 (__TEXT,__text) external __ZN4llvm14FoldingSetImpl10RemoveNodeEPNS0_4NodeE
00007ffa18d5708c (__TEXT,__text) external __ZN4llvm14FoldingSetImpl13GrowHashTableEv
00007ffa18d571f2 (__TEXT,__text) external __ZN4llvm14FoldingSetImpl15GetOrInsertNodeEPNS0_4NodeE
00007ffa18d56ebe (__TEXT,__text) external __ZN4llvm14FoldingSetImpl15GrowBucketCountEj
00007ffa18d570d0 (__TEXT,__text) external __ZN4llvm14FoldingSetImpl19FindNodeOrInsertPosERKNS_16FoldingSetNodeIDERPv
00007ffa18d56e88 (__TEXT,__text) external __ZN4llvm14FoldingSetImpl5clearEv
00007ffa18d56db6 (__TEXT,__text) external __ZN4llvm14FoldingSetImpl6anchorEv
00007ffa18d5709c (__TEXT,__text) external __ZN4llvm14FoldingSetImpl7reserveEj
00007ffa18d56e02 (__TEXT,__text) external __ZN4llvm14FoldingSetImplC2EOS0_
00007ffa18d56dbc (__TEXT,__text) external __ZN4llvm14FoldingSetImplC2Ej
00007ffa18d56e82 (__TEXT,__text) external __ZN4llvm14FoldingSetImplD1Ev
00007ffa18d56e6a (__TEXT,__text) external __ZN4llvm14FoldingSetImplD2Ev
00007ffa18d56e2e (__TEXT,__text) external __ZN4llvm14FoldingSetImplaSEOS0_
00007ffa1869a594 (__TEXT,__text) external __ZN4llvm14FullDependenceC1EPNS_11InstructionES2_bj
00007ffa1869a4aa (__TEXT,__text) external __ZN4llvm14FullDependenceC2EPNS_11InstructionES2_bj
00007ffa189ad28e (__TEXT,__text) external __ZN4llvm14FuncletPadInst4initEPNS_5ValueENS_8ArrayRefIS2_EERKNS_5TwineE
00007ffa189ad67c (__TEXT,__text) external __ZN4llvm14FuncletPadInstC1ENS_11Instruction13FuncletPadOpsEPNS_5ValueENS_8ArrayRefIS4_EEjRKNS_5TwineEPNS_10BasicBlockE
00007ffa189ad590 (__TEXT,__text) external __ZN4llvm14FuncletPadInstC1ENS_11Instruction13FuncletPadOpsEPNS_5ValueENS_8ArrayRefIS4_EEjRKNS_5TwineEPS1_
00007ffa189ad510 (__TEXT,__text) external __ZN4llvm14FuncletPadInstC1ERKS0_
00007ffa189ad606 (__TEXT,__text) external __ZN4llvm14FuncletPadInstC2ENS_11Instruction13FuncletPadOpsEPNS_5ValueENS_8ArrayRefIS4_EEjRKNS_5TwineEPNS_10BasicBlockE
00007ffa189ad51a (__TEXT,__text) external __ZN4llvm14FuncletPadInstC2ENS_11Instruction13FuncletPadOpsEPNS_5ValueENS_8ArrayRefIS4_EEjRKNS_5TwineEPS1_
00007ffa189ad3e2 (__TEXT,__text) external __ZN4llvm14FuncletPadInstC2ERKS0_
00007ffa18816e22 (__TEXT,__text) external __ZN4llvm14GCFunctionInfoC1ERKNS_8FunctionERNS_10GCStrategyE
00007ffa18816dfe (__TEXT,__text) external __ZN4llvm14GCFunctionInfoC2ERKNS_8FunctionERNS_10GCStrategyE
00007ffa18816e78 (__TEXT,__text) external __ZN4llvm14GCFunctionInfoD1Ev
00007ffa18816e46 (__TEXT,__text) external __ZN4llvm14GCFunctionInfoD2Ev
00007ffa189a0f72 (__TEXT,__text) external __ZN4llvm14GVMaterializerD0Ev
00007ffa189a0f6c (__TEXT,__text) external __ZN4llvm14GVMaterializerD1Ev
00007ffa189a0f66 (__TEXT,__text) external __ZN4llvm14GVMaterializerD2Ev
00007ffa18d9daec (__TEXT,__text) external __ZN4llvm14GetIfConditionEPNS_10BasicBlockERS1_S2_
00007ffa189cfff8 (__TEXT,__text) external __ZN4llvm14GlobalVariable12addDebugInfoEPNS_16DIGlobalVariableE
00007ffa189a17d4 (__TEXT,__text) external __ZN4llvm14GlobalVariable14setInitializerEPNS_8ConstantE
00007ffa189a1796 (__TEXT,__text) external __ZN4llvm14GlobalVariable15eraseFromParentEv
00007ffa189a1760 (__TEXT,__text) external __ZN4llvm14GlobalVariable16removeFromParentEv
00007ffa189a18fa (__TEXT,__text) external __ZN4llvm14GlobalVariable17dropAllReferencesEv
00007ffa189a18ae (__TEXT,__text) external __ZN4llvm14GlobalVariable18copyAttributesFromEPKNS_11GlobalValueE
00007ffa189a1756 (__TEXT,__text) external __ZN4llvm14GlobalVariable9setParentEPNS_6ModuleE
00007ffa189a15c4 (__TEXT,__text) external __ZN4llvm14GlobalVariableC1EPNS_4TypeEbNS_11GlobalValue12LinkageTypesEPNS_8ConstantERKNS_5TwineENS3_15ThreadLocalModeEjb
00007ffa189a174c (__TEXT,__text) external __ZN4llvm14GlobalVariableC1ERNS_6ModuleEPNS_4TypeEbNS_11GlobalValue12LinkageTypesEPNS_8ConstantERKNS_5TwineEPS0_NS5_15ThreadLocalModeEjb
00007ffa189a14b4 (__TEXT,__text) external __ZN4llvm14GlobalVariableC2EPNS_4TypeEbNS_11GlobalValue12LinkageTypesEPNS_8ConstantERKNS_5TwineENS3_15ThreadLocalModeEjb
00007ffa189a15ce (__TEXT,__text) external __ZN4llvm14GlobalVariableC2ERNS_6ModuleEPNS_4TypeEbNS_11GlobalValue12LinkageTypesEPNS_8ConstantERKNS_5TwineEPS0_NS5_15ThreadLocalModeEjb
00007ffa189b51b0 (__TEXT,__text) external __ZN4llvm14IndirectBrInst12growOperandsEv
00007ffa189b563e (__TEXT,__text) external __ZN4llvm14IndirectBrInst13setSuccessorVEjPNS_10BasicBlockE
00007ffa189b5404 (__TEXT,__text) external __ZN4llvm14IndirectBrInst14addDestinationEPNS_10BasicBlockE
00007ffa189b54f6 (__TEXT,__text) external __ZN4llvm14IndirectBrInst17removeDestinationEj
00007ffa189b50fa (__TEXT,__text) external __ZN4llvm14IndirectBrInst4initEPNS_5ValueEj
00007ffa189b5294 (__TEXT,__text) external __ZN4llvm14IndirectBrInstC1EPNS_5ValueEjPNS_10BasicBlockE
00007ffa189b522a (__TEXT,__text) external __ZN4llvm14IndirectBrInstC1EPNS_5ValueEjPNS_11InstructionE
00007ffa189b53fa (__TEXT,__text) external __ZN4llvm14IndirectBrInstC1ERKS0_
00007ffa189b5234 (__TEXT,__text) external __ZN4llvm14IndirectBrInstC2EPNS_5ValueEjPNS_10BasicBlockE
00007ffa189b51ca (__TEXT,__text) external __ZN4llvm14IndirectBrInstC2EPNS_5ValueEjPNS_11InstructionE
00007ffa189b529e (__TEXT,__text) external __ZN4llvm14IndirectBrInstC2ERKS0_
00007ffa18dae3c9 (__TEXT,__text) external __ZN4llvm14InlineFunctionENS_8CallSiteERNS_18InlineFunctionInfoEPNS_9AAResultsEb
00007ffa18db33e4 (__TEXT,__text) external __ZN4llvm14InlineFunctionEPNS_10InvokeInstERNS_18InlineFunctionInfoEPNS_9AAResultsEb
00007ffa18dae3bb (__TEXT,__text) external __ZN4llvm14InlineFunctionEPNS_8CallInstERNS_18InlineFunctionInfoEPNS_9AAResultsEb
00007ffa437f4d3a (__DATA,__common) external __ZN4llvm14InstrProfError2IDE
00007ffa18ad912c (__TEXT,__text) external __ZN4llvm14InstrProfiling10emitVNodesEv
00007ffa18ad9452 (__TEXT,__text) external __ZN4llvm14InstrProfiling12emitNameDataEv
00007ffa18ad8c0a (__TEXT,__text) external __ZN4llvm14InstrProfiling14lowerIncrementEPNS_22InstrProfIncrementInstE
00007ffa18ad9aa0 (__TEXT,__text) external __ZN4llvm14InstrProfiling15emitRuntimeHookEv
00007ffa18ad96b4 (__TEXT,__text) external __ZN4llvm14InstrProfiling16emitRegistrationEv
00007ffa18ad8fc0 (__TEXT,__text) external __ZN4llvm14InstrProfiling17lowerCoverageDataEPNS_14GlobalVariableE
00007ffa18ad9e7c (__TEXT,__text) external __ZN4llvm14InstrProfiling18emitInitializationEv
00007ffa18ad8d44 (__TEXT,__text) external __ZN4llvm14InstrProfiling21lowerValueProfileInstEPNS_25InstrProfValueProfileInstE
00007ffa18ad802c (__TEXT,__text) external __ZN4llvm14InstrProfiling25computeNumValueSiteCountsEPNS_25InstrProfValueProfileInstE
00007ffa18ad8134 (__TEXT,__text) external __ZN4llvm14InstrProfiling25getOrCreateRegionCountersEPNS_22InstrProfIncrementInstE
00007ffa18ad7af4 (__TEXT,__text) external __ZN4llvm14InstrProfiling3runERNS_6ModuleE
00007ffa18ad7a86 (__TEXT,__text) external __ZN4llvm14InstrProfiling3runERNS_6ModuleERNS_15AnalysisManagerIS1_EE
00007ffa18ad9e58 (__TEXT,__text) external __ZN4llvm14InstrProfiling8emitUsesEv
00007ffa189a9c04 (__TEXT,__text) external __ZN4llvm14LandingPadInst12growOperandsEj
00007ffa189a98a6 (__TEXT,__text) external __ZN4llvm14LandingPadInst4initEjRKNS_5TwineE
00007ffa189a9b96 (__TEXT,__text) external __ZN4llvm14LandingPadInst6CreateEPNS_4TypeEjRKNS_5TwineEPNS_10BasicBlockE
00007ffa189a9b28 (__TEXT,__text) external __ZN4llvm14LandingPadInst6CreateEPNS_4TypeEjRKNS_5TwineEPNS_11InstructionE
00007ffa189a9c3a (__TEXT,__text) external __ZN4llvm14LandingPadInst9addClauseEPNS_8ConstantE
00007ffa189a9970 (__TEXT,__text) external __ZN4llvm14LandingPadInstC1EPNS_4TypeEjRKNS_5TwineEPNS_10BasicBlockE
00007ffa189a98d8 (__TEXT,__text) external __ZN4llvm14LandingPadInstC1EPNS_4TypeEjRKNS_5TwineEPNS_11InstructionE
00007ffa189a9b1e (__TEXT,__text) external __ZN4llvm14LandingPadInstC1ERKS0_
00007ffa189a9924 (__TEXT,__text) external __ZN4llvm14LandingPadInstC2EPNS_4TypeEjRKNS_5TwineEPNS_10BasicBlockE
00007ffa189a985a (__TEXT,__text) external __ZN4llvm14LandingPadInstC2EPNS_4TypeEjRKNS_5TwineEPNS_11InstructionE
00007ffa189a99bc (__TEXT,__text) external __ZN4llvm14LandingPadInstC2ERKS0_
00007ffa186de10c (__TEXT,__text) external __ZN4llvm14LoopAccessInfo11analyzeLoopEPNS_9AAResultsEPNS_8LoopInfoEPKNS_17TargetLibraryInfoEPNS_13DominatorTreeE
00007ffa186ddf40 (__TEXT,__text) external __ZN4llvm14LoopAccessInfo14canAnalyzeLoopEv
00007ffa186de042 (__TEXT,__text) external __ZN4llvm14LoopAccessInfo14recordAnalysisENS_9StringRefEPNS_11InstructionE
00007ffa186defde (__TEXT,__text) external __ZN4llvm14LoopAccessInfo20collectStridedAccessEPNS_5ValueE
00007ffa186df24c (__TEXT,__text) external __ZN4llvm14LoopAccessInfo21blockNeedsPredicationEPNS_10BasicBlockEPNS_4LoopEPNS_13DominatorTreeE
00007ffa186e048e (__TEXT,__text) external __ZN4llvm14LoopAccessInfoC1EPNS_4LoopEPNS_15ScalarEvolutionEPKNS_17TargetLibraryInfoEPNS_9AAResultsEPNS_13DominatorTreeEPNS_8LoopInfoE
00007ffa186e02aa (__TEXT,__text) external __ZN4llvm14LoopAccessInfoC2EPNS_4LoopEPNS_15ScalarEvolutionEPKNS_17TargetLibraryInfoEPNS_9AAResultsEPNS_13DominatorTreeEPNS_8LoopInfoE
00007ffa18b997b8 (__TEXT,__text) external __ZN4llvm14LoopRotatePass3runERNS_4LoopERNS_15AnalysisManagerIS1_EE
00007ffa18b997b2 (__TEXT,__text) external __ZN4llvm14LoopRotatePassC1Ev
00007ffa18b997ac (__TEXT,__text) external __ZN4llvm14LoopRotatePassC2Ev
00007ffa4170b378 (__DATA_CONST,__const) external __ZN4llvm14LoopSimplifyIDE
00007ffa18bad294 (__TEXT,__text) external __ZN4llvm14LoopUnrollPass3runERNS_4LoopERNS_15AnalysisManagerIS1_EE
00007ffa18dcb180 (__TEXT,__text) external __ZN4llvm14LoopVersioning11addPHINodesERKNS_15SmallVectorImplIPNS_11InstructionEEE
00007ffa18dcae28 (__TEXT,__text) external __ZN4llvm14LoopVersioning11versionLoopERKNS_15SmallVectorImplIPNS_11InstructionEEE
00007ffa18dcadc4 (__TEXT,__text) external __ZN4llvm14LoopVersioning13setSCEVChecksENS_18SCEVUnionPredicateE
00007ffa18dcadb6 (__TEXT,__text) external __ZN4llvm14LoopVersioning14setAliasChecksENS_11SmallVectorINSt3__14pairIPKNS_22RuntimePointerChecking16CheckingPtrGroupES7_EELj4EEE
00007ffa18dcb3e4 (__TEXT,__text) external __ZN4llvm14LoopVersioning22prepareNoAliasMetadataEv
00007ffa18dcb70a (__TEXT,__text) external __ZN4llvm14LoopVersioning23annotateInstWithNoAliasEPNS_11InstructionEPKS1_
00007ffa18dcb6b8 (__TEXT,__text) external __ZN4llvm14LoopVersioning23annotateLoopWithNoAliasEv
00007ffa18dcae1e (__TEXT,__text) external __ZN4llvm14LoopVersioningC1ERKNS_14LoopAccessInfoEPNS_4LoopEPNS_8LoopInfoEPNS_13DominatorTreeEPNS_15ScalarEvolutionEb
00007ffa18dcab5c (__TEXT,__text) external __ZN4llvm14LoopVersioningC2ERKNS_14LoopAccessInfoEPNS_4LoopEPNS_8LoopInfoEPNS_13DominatorTreeEPNS_15ScalarEvolutionEb
00007ffa18b0afac (__TEXT,__text) external __ZN4llvm14MCConstantExpr6createExRNS_9MCContextE
00007ffa18b25a92 (__TEXT,__text) external __ZN4llvm14MCDisassembler13setSymbolizerENSt3__110unique_ptrINS_12MCSymbolizerENS1_14default_deleteIS3_EEEE
00007ffa18b259c6 (__TEXT,__text) external __ZN4llvm14MCDisassemblerD0Ev
00007ffa18b259c0 (__TEXT,__text) external __ZN4llvm14MCDisassemblerD1Ev
00007ffa18b25994 (__TEXT,__text) external __ZN4llvm14MCDisassemblerD2Ev
00007ffa18b0620c (__TEXT,__text) external __ZN4llvm14MCGenDwarfInfo4EmitEPNS_10MCStreamerE
00007ffa18b14568 (__TEXT,__text) external __ZN4llvm14MCObjectWriterD0Ev
00007ffa18b14562 (__TEXT,__text) external __ZN4llvm14MCObjectWriterD1Ev
00007ffa18b1455c (__TEXT,__text) external __ZN4llvm14MCObjectWriterD2Ev
00007ffa18b15dac (__TEXT,__text) external __ZN4llvm14MCSectionMachO21ParseSectionSpecifierENS_9StringRefERS1_S2_RjRbS3_
00007ffa18b15a5a (__TEXT,__text) external __ZN4llvm14MCSectionMachOC1ENS_9StringRefES1_jjNS_11SectionKindEPNS_8MCSymbolE
00007ffa18b159ca (__TEXT,__text) external __ZN4llvm14MCSectionMachOC2ENS_9StringRefES1_jjNS_11SectionKindEPNS_8MCSymbolE
00007ffa18870cf6 (__TEXT,__text) external __ZN4llvm14MachineOperand10ChangeToESEPKch
00007ffa18870bbc (__TEXT,__text) external __ZN4llvm14MachineOperand12substPhysRegEjRKNS_18TargetRegisterInfoE
00007ffa18870b38 (__TEXT,__text) external __ZN4llvm14MachineOperand12substVirtRegEjjRKNS_18TargetRegisterInfoE
00007ffa18870d38 (__TEXT,__text) external __ZN4llvm14MachineOperand16ChangeToMCSymbolEPNS_8MCSymbolE
00007ffa18870d56 (__TEXT,__text) external __ZN4llvm14MachineOperand16ChangeToRegisterEjbbbbbb
00007ffa18870cba (__TEXT,__text) external __ZN4llvm14MachineOperand17ChangeToImmediateEx
00007ffa18870c80 (__TEXT,__text) external __ZN4llvm14MachineOperand17removeRegFromUsesEv
00007ffa18870cd8 (__TEXT,__text) external __ZN4llvm14MachineOperand19ChangeToFPImmediateEPKNS_10ConstantFPE
00007ffa18870ad0 (__TEXT,__text) external __ZN4llvm14MachineOperand6setRegEj
00007ffa18870bf6 (__TEXT,__text) external __ZN4llvm14MachineOperand8setIsDefEb
00007ffa186fb030 (__TEXT,__text) external __ZN4llvm14MemoryLocation10getForDestEPKNS_12MemIntrinsicE
00007ffa186faf80 (__TEXT,__text) external __ZN4llvm14MemoryLocation12getForSourceEPKNS_15MemTransferInstE
00007ffa186fb0da (__TEXT,__text) external __ZN4llvm14MemoryLocation14getForArgumentENS_17ImmutableCallSiteEjRKNS_17TargetLibraryInfoE
00007ffa186faef6 (__TEXT,__text) external __ZN4llvm14MemoryLocation3getEPKNS_13AtomicRMWInstE
00007ffa186fae6c (__TEXT,__text) external __ZN4llvm14MemoryLocation3getEPKNS_17AtomicCmpXchgInstE
00007ffa186fad00 (__TEXT,__text) external __ZN4llvm14MemoryLocation3getEPKNS_8LoadInstE
00007ffa186fad86 (__TEXT,__text) external __ZN4llvm14MemoryLocation3getEPKNS_9StoreInstE
00007ffa186fae0c (__TEXT,__text) external __ZN4llvm14MemoryLocation3getEPKNS_9VAArgInstE
00007ffa416eb890 (__DATA_CONST,__const) external __ZN4llvm14OptimizePHIsIDE
00007ffa18d5db38 (__TEXT,__text) external __ZN4llvm14OptionRegistry8instanceEv
00007ffa18d5db0c (__TEXT,__text) external __ZN4llvm14OptionRegistry9addOptionEPvPNS_2cl6OptionE
00007ffa18d5db02 (__TEXT,__text) external __ZN4llvm14OptionRegistryD1Ev
00007ffa18d5da50 (__TEXT,__text) external __ZN4llvm14OptionRegistryD2Ev
00007ffa189dc364 (__TEXT,__text) external __ZN4llvm14PassNameParserC1ERNS_2cl6OptionE
00007ffa189dc314 (__TEXT,__text) external __ZN4llvm14PassNameParserC2ERNS_2cl6OptionE
00007ffa189dc436 (__TEXT,__text) external __ZN4llvm14PassNameParserD0Ev
00007ffa189dc3e0 (__TEXT,__text) external __ZN4llvm14PassNameParserD1Ev
00007ffa189dc3b4 (__TEXT,__text) external __ZN4llvm14PassNameParserD2Ev
00007ffa189e0256 (__TEXT,__text) external __ZN4llvm14ProfileSummary20getDetailedSummaryMDERNS_11LLVMContextE
00007ffa189e04c6 (__TEXT,__text) external __ZN4llvm14ProfileSummary5getMDERNS_11LLVMContextE
00007ffa437f00f0 (__DATA,__data) external __ZN4llvm14ProfileSummary7KindStrE
00007ffa189e0848 (__TEXT,__text) external __ZN4llvm14ProfileSummary9getFromMDEPNS_8MetadataE
00007ffa18e99e4c (__TEXT,__text) external __ZN4llvm14RecordStreamer10markGlobalERKNS_8MCSymbolENS_12MCSymbolAttrE
00007ffa18e99dfc (__TEXT,__text) external __ZN4llvm14RecordStreamer11markDefinedERKNS_8MCSymbolE
00007ffa18e9a058 (__TEXT,__text) external __ZN4llvm14RecordStreamer12EmitZerofillEPNS_9MCSectionEPNS_8MCSymbolEyj
00007ffa18e99fdc (__TEXT,__text) external __ZN4llvm14RecordStreamer14EmitAssignmentEPNS_8MCSymbolEPKNS_6MCExprE
00007ffa18e99fb0 (__TEXT,__text) external __ZN4llvm14RecordStreamer15EmitInstructionERKNS_6MCInstERKNS_15MCSubtargetInfoE
00007ffa18e99ef0 (__TEXT,__text) external __ZN4llvm14RecordStreamer15visitUsedSymbolERKNS_8MCSymbolE
00007ffa18e9a066 (__TEXT,__text) external __ZN4llvm14RecordStreamer16EmitCommonSymbolEPNS_8MCSymbolEyj
00007ffa18e9a00c (__TEXT,__text) external __ZN4llvm14RecordStreamer19EmitSymbolAttributeEPNS_8MCSymbolENS_12MCSymbolAttrE
00007ffa18e99f24 (__TEXT,__text) external __ZN4llvm14RecordStreamer3endEv
00007ffa18e99efa (__TEXT,__text) external __ZN4llvm14RecordStreamer5beginEv
00007ffa18e99eae (__TEXT,__text) external __ZN4llvm14RecordStreamer8markUsedERKNS_8MCSymbolE
00007ffa18e99fba (__TEXT,__text) external __ZN4llvm14RecordStreamer9EmitLabelEPNS_8MCSymbolE
00007ffa18e99f76 (__TEXT,__text) external __ZN4llvm14RecordStreamerC1ERNS_9MCContextE
00007ffa18e99f3c (__TEXT,__text) external __ZN4llvm14RecordStreamerC2ERNS_9MCContextE
00007ffa437f00c4 (__DATA,__data) weak external __ZN4llvm14RegionInfoBaseINS_12RegionTraitsINS_15MachineFunctionEEEE10printStyleE
00007ffa18898f92 (__TEXT,__text) weak external __ZN4llvm14RegionInfoBaseINS_12RegionTraitsINS_15MachineFunctionEEEE12createRegionEPNS_17MachineBasicBlockES6_
00007ffa18897e90 (__TEXT,__text) weak external __ZN4llvm14RegionInfoBaseINS_12RegionTraitsINS_15MachineFunctionEEEE12setRegionForEPNS_17MachineBasicBlockEPNS_13MachineRegionE
00007ffa1889882e (__TEXT,__text) weak external __ZN4llvm14RegionInfoBaseINS_12RegionTraitsINS_15MachineFunctionEEEE13releaseMemoryEv
00007ffa1889999c (__TEXT,__text) weak external __ZN4llvm14RegionInfoBaseINS_12RegionTraitsINS_15MachineFunctionEEEE14clearNodeCacheEv
00007ffa1889915c (__TEXT,__text) weak external __ZN4llvm14RegionInfoBaseINS_12RegionTraitsINS_15MachineFunctionEEEE14scanForRegionsERS2_PNS_8DenseMapIPNS_17MachineBasicBlockES8_NS_12DenseMapInfoIS8_EENS_6detail12DenseMapPairIS8_S8_EEEE
00007ffa437f00c0 (__DATA,__data) weak external __ZN4llvm14RegionInfoBaseINS_12RegionTraitsINS_15MachineFunctionEEEE16VerifyRegionInfoE
00007ffa1889943c (__TEXT,__text) weak external __ZN4llvm14RegionInfoBaseINS_12RegionTraitsINS_15MachineFunctionEEEE16buildRegionsTreeEPNS_15DomTreeNodeBaseINS_17MachineBasicBlockEEEPNS_13MachineRegionE
00007ffa1889942a (__TEXT,__text) weak external __ZN4llvm14RegionInfoBaseINS_12RegionTraitsINS_15MachineFunctionEEEE16getTopMostParentEPNS_13MachineRegionE
00007ffa18899044 (__TEXT,__text) weak external __ZN4llvm14RegionInfoBaseINS_12RegionTraitsINS_15MachineFunctionEEEE20findRegionsWithEntryEPNS_17MachineBasicBlockEPNS_8DenseMapIS6_S6_NS_12DenseMapInfoIS6_EENS_6detail12DenseMapPairIS6_S6_EEEE
00007ffa188988c8 (__TEXT,__text) weak external __ZN4llvm14RegionInfoBaseINS_12RegionTraitsINS_15MachineFunctionEEEE4wipeEv
00007ffa18899502 (__TEXT,__text) weak external __ZN4llvm14RegionInfoBaseINS_12RegionTraitsINS_15MachineFunctionEEEE9calculateERS2_
00007ffa18898868 (__TEXT,__text) weak external __ZN4llvm14RegionInfoBaseINS_12RegionTraitsINS_15MachineFunctionEEEEC2EOS4_
