00000001a76e72a0 (__TEXT,__text) non-external +[AMFI isAvailable]
00000001a76f45a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$defaultManager
00000001a76f45c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$description
00000001a76f45e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$developerName
00000001a76f4600 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dictionary
00000001a76f4620 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dictionaryWithContentsOfURL:
00000001a76f4640 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dictionaryWithObjects:forKeys:count:
00000001a76f4660 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$doReload
00000001a76f4680 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$doesContain:
00000001a76f46a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$domain
00000001a76f46c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$enableKernelExtensionManagementForMDM:withReply:
00000001a76f46e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$encodeBool:forKey:
00000001a76f4700 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$encodeObject:forKey:
00000001a76f4720 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$entitlements
00000001a76f4740 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$enumeratorAtURL:includingPropertiesForKeys:options:errorHandler:
00000001a76f4760 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$errorWithDomain:code:userInfo:
00000001a76f4780 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$exec
00000001a76f47a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$execPath
00000001a76f47c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$fileExistsAtPath:
00000001a76f47e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$fileExistsAtPath:isDirectory:
00000001a76f4800 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$fileSystemRepresentation
00000001a76f4820 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$fileURLWithPath:
00000001a76f4840 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$fileURLWithPathComponents:
00000001a76f4860 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$findAssociatedProvenanceEntries:withReply:
00000001a76f4880 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$findLegacyKextBundleID:
00000001a76f48a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$findProvenanceEntry:withReply:
00000001a76f48c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$findProvenanceEntryByID:withReply:
00000001a76f48e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$findProvisioningProfile:
00000001a76f4900 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$flags
00000001a76f4920 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$forceReload
00000001a76f4940 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$fsTypeName
00000001a76f4960 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$gatekeeperMigrationDataPath:
00000001a76f4980 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$generic
00000001a76f49a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$getAllProvenanceEntriesWithReply:
00000001a76f49c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$getAllowedPaths
00000001a76f49e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$getApprovalRequiresAdministratorWithReply:
00000001a76f4a00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$getBlockedSoftwareOverride:withReply:
00000001a76f4a20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$getCurrentUAKLHashWithReply:
00000001a76f4a40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$getFastGatekeeperOverrideModeEnabledWithReply:
00000001a76f4a60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$getFileSystemRepresentation:maxLength:
00000001a76f4a80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$getGatekeeperInsightEnabledWithReply:
00000001a76f4aa0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$getGatekeeperPolicyWithReply:
00000001a76f4ac0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$getResourceValue:forKey:error:
00000001a76f4ae0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$getStrictGatekeeperEnabledForDomain:withReply:
00000001a76f4b00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$gkError
00000001a76f4b20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$handleReload
00000001a76f4b40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$hasPrefix:
00000001a76f4b60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$hasSuffix:
00000001a76f4b80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$hash
00000001a76f4ba0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$hexString
00000001a76f4bc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$identifier
00000001a76f4be0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithData:
00000001a76f4c00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithDeveloper:teamID:bundleIDs:allowed:rebootRequired:isPendingUpgrade:
00000001a76f4c20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithExecPath:mmapPath:signingID:teamID:cdHash:responsiblePath:developerName:lasSeen:
00000001a76f4c40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithMachServiceName:options:
00000001a76f4c60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithRoot:
00000001a76f4c80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithSuiteName:
00000001a76f4ca0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithURL:
00000001a76f4cc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithURL:withReloadBlock:watchForUpdates:
00000001a76f4ce0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithUTF8String:
00000001a76f4d00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithUUIDBytes:
00000001a76f4d20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithValid:withSignerCategory:withModified:
00000001a76f4d40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$installMDMPayload:withTeams:withExtensions:withContext:withReply:
00000001a76f4d60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$installProvisioningProfile:
00000001a76f4d80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$intValue
00000001a76f4da0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$integerForKey:
00000001a76f4dc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$integerValue
00000001a76f4de0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$interfaceWithProtocol:
00000001a76f4e00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$invalidate
00000001a76f4e20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isAppWrapper:
00000001a76f4e40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isAuthenticationRequiredOnUpdates:
00000001a76f4e60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isAvailable
00000001a76f4e80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isBlockedSoftware:withReply:
00000001a76f4ea0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isCodeless
00000001a76f4ec0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isDeprecated
00000001a76f4ee0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isDeveloperModeEnabledWithReply:
00000001a76f4f00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isDeveloperToolEnvironmentWithReply:
00000001a76f4f20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isEqualTo:
00000001a76f4f40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isEqualToString:
00000001a76f4f60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isGatekeeperPolicyAllowed:withReply:
00000001a76f4f80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isKernelExtensionApprovedByUser:withBundleID:withReply:
00000001a76f4fa0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isKextAllowedWithoutSecureTimestamp:
00000001a76f4fc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isLegacyKextAllowed:
00000001a76f4fe0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isMainThread
00000001a76f5000 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isMovedToTrash
00000001a76f5020 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isNotarized
00000001a76f5040 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isProvisioningProfileTrusted:
00000001a76f5060 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isProvisioningProfileValid:forDevice:
00000001a76f5080 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isRebootRequiredForInstallation:
00000001a76f50a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isSecurityDowngradeRequiredForInstallation:
00000001a76f50c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isUnsupported
00000001a76f50e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isValid
00000001a76f5100 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isValidApplication:checkResources:withSignerCategory:withModified:withProgressCallback:
00000001a76f5120 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$itemPath
00000001a76f5140 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$kernelExtensionMigrationDataPath:
00000001a76f5160 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$keyEnumerator
00000001a76f5180 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$knownMalware
00000001a76f51a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$lastPathComponent
00000001a76f51c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$lastSeen
00000001a76f51e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$lastUsed
00000001a76f5200 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$length
00000001a76f5220 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$loadFromBundleData:
00000001a76f5240 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$loadInternalData:
00000001a76f5260 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$localizedCapitalizedString
00000001a76f5280 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$lock
00000001a76f52a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$logGatekeeperOverrideForURL:withReply:
00000001a76f52c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$lookupSampling:withReply:
00000001a76f52e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$lowercaseString
00000001a76f5300 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$mainExecutableURL
00000001a76f5320 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$mmapPath
00000001a76f5340 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$modTime
00000001a76f5360 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$needsApproval
00000001a76f5380 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$needsOverride
00000001a76f53a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$notifyInstalledContent:withInstallationType:withReply:
00000001a76f53c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$notifyLoadedKernelExtension:withPath:
00000001a76f53e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$notifyUnsupportedKernelExtensions:withReply:
00000001a76f5400 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$now
00000001a76f5420 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$null
00000001a76f5440 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$numberWithBool:
00000001a76f5460 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$numberWithInteger:
00000001a76f5480 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$numberWithUnsignedLongLong:
00000001a76f54a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$objectAtIndexedSubscript:
00000001a76f54c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$objectForKey:
00000001a76f54e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$objectForKeyedSubscript:
00000001a76f5500 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$objectID
00000001a76f5520 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$path
00000001a76f5540 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$pathComponents
00000001a76f5560 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$pathExtension
00000001a76f5580 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$performGatekeeperScan:withScanOptions:withUserID:withProgress:withReply:
00000001a76f55a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$performMigrationScan
00000001a76f55c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$preflightBinary:withPlatform:error:
00000001a76f55e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$redactedDescription
00000001a76f5600 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$reloadIfNecessary
00000001a76f5620 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$removeItemAtURL:error:
00000001a76f5640 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$removeMDMPayload:withContext:withReply:
00000001a76f5660 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$requestKernelExtensionApprovals:withReply:
00000001a76f5680 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$responsiblePath
00000001a76f56a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$resume
00000001a76f56c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$reverseObjectEnumerator
00000001a76f56e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$rootID
00000001a76f5700 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$sendBundleProtectionMetricFromTCC:withPID:withReply:
00000001a76f5720 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$set
00000001a76f5740 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setApprovalRequiresAdministrator:withReply:
00000001a76f5760 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setBlockedSoftwareOverride:isEnabled:withReply:
00000001a76f5780 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setBundleID:
00000001a76f57a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setCdhash:
00000001a76f57c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setCheckValidity:
00000001a76f57e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setClasses:forSelector:argumentIndex:ofReply:
00000001a76f5800 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setDeveloperModeEnabled:withReply:
00000001a76f5820 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setExportedInterface:
00000001a76f5840 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setExportedObject:
00000001a76f5860 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setFlags:
00000001a76f5880 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setGatekeeperInsightEnabled:error:
00000001a76f58a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setGatekeeperInsightEnabled:withReply:
00000001a76f58c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setGatekeeperPolicy:withReply:
00000001a76f58e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setIdentifier:
00000001a76f5900 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setObject:forKey:
00000001a76f5920 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setObject:forKeyedSubscript:
00000001a76f5940 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setProgressHandler:
00000001a76f5960 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setRemoteObjectInterface:
00000001a76f5980 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setResourceValue:forKey:error:
00000001a76f59a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setRootID:
00000001a76f59c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setSigningID:
00000001a76f59e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setStrictGatekeeperEnabled:forDomain:withReply:
00000001a76f5a00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setTeamID:
00000001a76f5a20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setUniqueID:
00000001a76f5a40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setUrl:
00000001a76f5a60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setUserApprovalAllowed:withReply:
00000001a76f5a80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setWithArray:
00000001a76f5aa0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setWithObjects:
00000001a76f5ac0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setupFSStream
00000001a76f5ae0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$showGatekeeperPreflightError:forApp:forUser:withReply:
00000001a76f5b00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$signingID
00000001a76f5b20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$signingInfo
00000001a76f5b40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$signposts
00000001a76f5b60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$skipDescendants
00000001a76f5b80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$stageSampleAt:forTasking:withReply:
00000001a76f5ba0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$staticCodeRef
00000001a76f5bc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$stringWithCapacity:
00000001a76f5be0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$stringWithFormat:
00000001a76f5c00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$stringWithUTF8String:
00000001a76f5c20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$subarrayWithRange:
00000001a76f5c40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$substringFromIndex:
00000001a76f5c60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$substringToIndex:
00000001a76f5c80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$synchronousRemoteObjectProxyWithErrorHandler:
00000001a76f5ca0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$teamID
00000001a76f5cc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$teamIdentifierIsAllowed:withReply:
00000001a76f5ce0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$timeIntervalSince1970
00000001a76f5d00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$timestamp
00000001a76f5d20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$trashedURL
00000001a76f5d40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$triggerKernelCollectionRebuildFlow:withKernelExtensions:withReply:
00000001a76f5d60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$triggerKernelCollectionRebuildForMDM:withContext:withReply:
00000001a76f5d80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$triggerPanicMedic:
00000001a76f5da0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$triggerRecoveryJumpToSecurityStartupUtility:
00000001a76f5dc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$trustPackagePayload:withDestinationTarget:withHashMap:withUserConsent:error:
00000001a76f5de0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$trustPackagePayload:withDestinationTarget:withHashMap:withUserConsent:withReply:
00000001a76f5e00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$uniqueID
00000001a76f5e20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$unlock
00000001a76f5e40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$unsignedIntegerValue
00000001a76f5e60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$unsignedLongLongValue
00000001a76f5e80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$unsignedShortValue
00000001a76f5ea0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$updateLastUsedTimes:withReply:
00000001a76f5ec0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$updatePolicyItems:withContext:withReply:
00000001a76f5ee0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$url
00000001a76f5f00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$urlHasGatekeeperException:withReply:
00000001a76f5f20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$valueForEntitlement:
00000001a76f5f40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$version
00000001a76f5f60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$volumeRequiresGatekeeperMigration:
00000001a76f5f80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$volumeRequiresKernelExtensionMigration:
00000001a76f5fa0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$volumeUUID
00000001a76f5fc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$wrappedAppURL:
00000001a76f5fe0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$writeToURL:error:
                 (undefined) external _objc_msgSendSuper2 (from libobjc)
                 (undefined) external _objc_opt_class (from libobjc)
                 (undefined) external _objc_opt_isKindOfClass (from libobjc)
                 (undefined) external _objc_opt_new (from libobjc)
                 (undefined) external _objc_release (from libobjc)
                 (undefined) external _objc_retain (from libobjc)
                 (undefined) external _objc_retainAutorelease (from libobjc)
                 (undefined) external _objc_retainAutoreleaseReturnValue (from libobjc)
                 (undefined) external _objc_retainAutoreleasedReturnValue (from libobjc)
                 (undefined) external _objc_retainBlock (from libobjc)
                 (undefined) external _objc_storeStrong (from libobjc)
00000001a76e67ac (__TEXT,__text) external _opaqueSignCode
00000001a76ea3e8 (__TEXT,__text) non-external _opaqueSignCode.cold.1
00000001a76ea450 (__TEXT,__text) non-external _opaqueSignCode.cold.2
00000001a76ea494 (__TEXT,__text) non-external _opaqueSignCode.cold.3
00000001a76ea4fc (__TEXT,__text) non-external _opaqueSignCode.cold.4
00000001a76ea564 (__TEXT,__text) non-external _opaqueSignCode.cold.5
                 (undefined) external _open (from libSystem)
                 (undefined) external _os_log_create (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _os_signpost_id_generate (from libSystem)
                 (undefined) external _os_variant_is_darwinos (from libSystem)
                 (undefined) external _read (from libSystem)
00000001a76dd598 (__TEXT,__text) external _removePrefixPath
00000001a76e9514 (__TEXT,__text) non-external _removePrefixPath.cold.1
00000001a76e957c (__TEXT,__text) non-external _removePrefixPath.cold.2
00000001e816e500 (__DATA,__data) external _sSystemPolicySubsystem
00000001e816e6a0 (__DATA,__bss) non-external _sVerboseLogging
00000001e816e690 (__DATA,__bss) non-external _sampling.sLog
00000001e816e688 (__DATA,__bss) non-external _sampling.sLogInit
00000001a76d8470 (__TEXT,__text) external _scanForBundledKernelExtensions
00000001a76d7f9c (__TEXT,__text) external _scanForBundles
00000001a76d83cc (__TEXT,__text) external _scanForKernelExtensions
00000001a76df510 (__TEXT,__text) external _shouldFilterOutScanTarget
00000001e816e680 (__DATA,__bss) non-external _signposts.sLog
00000001e816e678 (__DATA,__bss) non-external _signposts.sLogInit
                 (undefined) external _stat (from libSystem)
                 (undefined) external _statfs (from libSystem)
                 (undefined) external _strerror (from libSystem)
00000001a76d50a4 (__TEXT,__text) non-external _stringHasAnyPrefix
                 (undefined) external _strtoul (from libSystem)
                 (undefined) external _sysctlbyname (from libSystem)
00000001a76d7b50 (__TEXT,__text) external _systemUptime
00000001a76e8834 (__TEXT,__text) non-external _systemUptime.cold.1
                 (undefined) external _time (from libSystem)
00000001a76d9a34 (__TEXT,__text) non-external _timestampForURL
00000001a76e8dcc (__TEXT,__text) non-external _timestampForURL.cold.1
00000001a76def74 (__TEXT,__text) external _urlLooksLikeBundle
00000001e816e698 (__DATA,__bss) non-external _verboseLoggingEnabled.sOnceToken
