00007ffc427ff470 (__DATA_DIRTY,__common) external _AfterColour
00007ffc08b8ef28 (__TEXT,__text) external __ZN4llvm13Float2IntPass12walkForwardsEv
00007ffc081172be (__TEXT,__text) external __ZN4llvm13Float2IntPass13validateRangeENS_13ConstantRangeE
00007ffc08b8eaba (__TEXT,__text) external __ZN4llvm13Float2IntPass13walkBackwardsEv
00007ffc081180f8 (__TEXT,__text) external __ZN4llvm13Float2IntPass20validateAndTransformEv
00007ffc08b8f220 (__TEXT,__text) external __ZN4llvm13Float2IntPass3runERNS_8FunctionERNS_15AnalysisManagerIS1_JEEE
00007ffc08b8e9d2 (__TEXT,__text) external __ZN4llvm13Float2IntPass4seenEPNS_11InstructionENS_13ConstantRangeE
00007ffc081190bc (__TEXT,__text) external __ZN4llvm13Float2IntPass7cleanupEv
00007ffc0811878c (__TEXT,__text) external __ZN4llvm13Float2IntPass7convertEPNS_11InstructionEPNS_4TypeE
00007ffc08b8f0b4 (__TEXT,__text) external __ZN4llvm13Float2IntPass7runImplERNS_8FunctionERKNS_13DominatorTreeE
00007ffc08117214 (__TEXT,__text) external __ZN4llvm13Float2IntPass8badRangeEv
00007ffc0811730e (__TEXT,__text) external __ZN4llvm13Float2IntPass9calcRangeEPNS_11InstructionE
00007ffc0811713c (__TEXT,__text) external __ZN4llvm13Float2IntPass9findRootsERNS_8FunctionERKNS_13DominatorTreeE
00007ffc427f9540 (__DATA_DIRTY,__common) external __ZN4llvm13ForceBottomUpE
00007ffc0724abce (__TEXT,__text) external __ZN4llvm13FunctionGroup15calcDMAListSizeEb
00007ffc0724ab6a (__TEXT,__text) external __ZN4llvm13FunctionGroup17setGlobalResourceENS_19GlobalResourceSetIDEPKNS_11GlobalValueE
00007ffc07a624fc (__TEXT,__text) external __ZN4llvm13FunctionStats7combineERKS0_
00007ffc082341a4 (__TEXT,__text) external __ZN4llvm13GVNExpression10ExpressionD0Ev
00007ffc0823419e (__TEXT,__text) external __ZN4llvm13GVNExpression10ExpressionD1Ev
00007ffc08234198 (__TEXT,__text) external __ZN4llvm13GVNExpression10ExpressionD2Ev
00007ffc08bae178 (__TEXT,__text) external __ZN4llvm13GVNExpression13PHIExpressionD0Ev
00007ffc08bae172 (__TEXT,__text) external __ZN4llvm13GVNExpression13PHIExpressionD1Ev
00007ffc082341d8 (__TEXT,__text) external __ZN4llvm13GVNExpression13PHIExpressionD2Ev
00007ffc08bae108 (__TEXT,__text) external __ZN4llvm13GVNExpression14CallExpressionD0Ev
00007ffc08bae102 (__TEXT,__text) external __ZN4llvm13GVNExpression14CallExpressionD1Ev
00007ffc082341b8 (__TEXT,__text) external __ZN4llvm13GVNExpression14CallExpressionD2Ev
00007ffc08bae124 (__TEXT,__text) external __ZN4llvm13GVNExpression14LoadExpressionD0Ev
00007ffc08bae11e (__TEXT,__text) external __ZN4llvm13GVNExpression14LoadExpressionD1Ev
00007ffc082341c0 (__TEXT,__text) external __ZN4llvm13GVNExpression14LoadExpressionD2Ev
00007ffc08bae0ec (__TEXT,__text) external __ZN4llvm13GVNExpression15BasicExpressionD0Ev
00007ffc08bae0e6 (__TEXT,__text) external __ZN4llvm13GVNExpression15BasicExpressionD1Ev
00007ffc08bae0e0 (__TEXT,__text) external __ZN4llvm13GVNExpression15BasicExpressionD2Ev
00007ffc08bae140 (__TEXT,__text) external __ZN4llvm13GVNExpression15StoreExpressionD0Ev
00007ffc08bae13a (__TEXT,__text) external __ZN4llvm13GVNExpression15StoreExpressionD1Ev
00007ffc082341c8 (__TEXT,__text) external __ZN4llvm13GVNExpression15StoreExpressionD2Ev
00007ffc08bae15c (__TEXT,__text) external __ZN4llvm13GVNExpression24AggregateValueExpressionD0Ev
00007ffc08bae156 (__TEXT,__text) external __ZN4llvm13GVNExpression24AggregateValueExpressionD1Ev
00007ffc082341d0 (__TEXT,__text) external __ZN4llvm13GVNExpression24AggregateValueExpressionD2Ev
00007ffc08a0e8be (__TEXT,__text) external __ZN4llvm13GenericDINode15recalculateHashEv
00007ffc0784c222 (__TEXT,__text) external __ZN4llvm13GenericDINode7getImplERNS_11LLVMContextEjPNS_8MDStringENS_8ArrayRefIPNS_8MetadataEEENS6_11StorageTypeEb
00007ffc089dad22 (__TEXT,__text) external __ZN4llvm13GetReturnInfoEjPNS_4TypeENS_13AttributeListERNS_15SmallVectorImplINS_3ISD9OutputArgEEERKNS_14TargetLoweringERKNS_10DataLayoutE
00007ffc08508b00 (__TEXT,__text) external __ZN4llvm13GetStatisticsEv
00007ffc08aaba60 (__TEXT,__text) external __ZN4llvm13GlobalDCEPass11ScanVTablesERNS_6ModuleE
00007ffc08aabdfa (__TEXT,__text) external __ZN4llvm13GlobalDCEPass14ScanVTableLoadEPNS_8FunctionEPNS_8MetadataEy
00007ffc07c3e60e (__TEXT,__text) external __ZN4llvm13GlobalDCEPass19ComputeDependenciesEPNS_5ValueERNS_15SmallPtrSetImplIPNS_11GlobalValueEEE
00007ffc07c3f16c (__TEXT,__text) external __ZN4llvm13GlobalDCEPass20UpdateGVDependenciesERNS_11GlobalValueE
00007ffc08aabfc6 (__TEXT,__text) external __ZN4llvm13GlobalDCEPass29ScanTypeCheckedLoadIntrinsicsERNS_6ModuleE
00007ffc07c400cc (__TEXT,__text) external __ZN4llvm13GlobalDCEPass30AddVirtualFunctionDependenciesERNS_6ModuleE
00007ffc07c3f83e (__TEXT,__text) external __ZN4llvm13GlobalDCEPass31PropagateLivenessInGlobalValuesEv
00007ffc07c4023c (__TEXT,__text) external __ZN4llvm13GlobalDCEPass31TargetFromConditionalUsedIfLiveEPNS_6MDNodeE
00007ffc08aac026 (__TEXT,__text) external __ZN4llvm13GlobalDCEPass36PropagateLivenessToConditionallyUsedERNS_6ModuleE
00007ffc07c406b8 (__TEXT,__text) external __ZN4llvm13GlobalDCEPass3runERNS_6ModuleERNS_15AnalysisManagerIS1_JEEE
00007ffc07c3f61a (__TEXT,__text) external __ZN4llvm13GlobalDCEPass8MarkLiveERNS_11GlobalValueEPNS_15SmallVectorImplIPS1_EE
00007ffc07c42954 (__TEXT,__text) external __ZN4llvm13GlobalOptPass3runERNS_6ModuleERNS_15AnalysisManagerIS1_JEEE
00007ffc0788610a (__TEXT,__text) external __ZN4llvm13IRBuilderBase12CreateMemSetEPNS_5ValueES2_S2_NS_10MaybeAlignEbPNS_6MDNodeES5_S5_
00007ffc08a1d266 (__TEXT,__text) external __ZN4llvm13IRBuilderBase12CreateNAryOpEjNS_8ArrayRefIPNS_5ValueEEERKNS_5TwineEPNS_6MDNodeE
00007ffc07888342 (__TEXT,__text) external __ZN4llvm13IRBuilderBase12CreateSelectEPNS_5ValueES2_S2_RKNS_5TwineEPNS_11InstructionE
00007ffc08a1c152 (__TEXT,__text) external __ZN4llvm13IRBuilderBase12CreateVScaleEPNS_8ConstantERKNS_5TwineE
00007ffc08a1c5a8 (__TEXT,__text) external __ZN4llvm13IRBuilderBase13CreateMemMoveEPNS_5ValueENS_10MaybeAlignES2_S3_S2_bPNS_6MDNodeES5_S5_
00007ffc08a1d4d8 (__TEXT,__text) external __ZN4llvm13IRBuilderBase13CreatePtrDiffEPNS_4TypeEPNS_5ValueES4_RKNS_5TwineE
00007ffc08a1d124 (__TEXT,__text) external __ZN4llvm13IRBuilderBase14CreateGCResultEPNS_11InstructionEPNS_4TypeERKNS_5TwineE
00007ffc08a1c8d0 (__TEXT,__text) external __ZN4llvm13IRBuilderBase14CreateOrReduceEPNS_5ValueE
00007ffc08a1c89a (__TEXT,__text) external __ZN4llvm13IRBuilderBase15CreateAddReduceEPNS_5ValueE
00007ffc08a1c8be (__TEXT,__text) external __ZN4llvm13IRBuilderBase15CreateAndReduceEPNS_5ValueE
00007ffc07886078 (__TEXT,__text) external __ZN4llvm13IRBuilderBase15CreateIntrinsicEjNS_8ArrayRefIPNS_4TypeEEENS1_IPNS_5ValueEEEPNS_11InstructionERKNS_5TwineE
00007ffc08a1c8ac (__TEXT,__text) external __ZN4llvm13IRBuilderBase15CreateMulReduceEPNS_5ValueE
00007ffc08a1c8e2 (__TEXT,__text) external __ZN4llvm13IRBuilderBase15CreateXorReduceEPNS_5ValueE
00007ffc07886e22 (__TEXT,__text) external __ZN4llvm13IRBuilderBase16CreateAssumptionEPNS_5ValueENS_8ArrayRefINS_17OperandBundleDefTIS2_EEEE
00007ffc08a1c736 (__TEXT,__text) external __ZN4llvm13IRBuilderBase16CreateFAddReduceEPNS_5ValueES2_
00007ffc07887f7a (__TEXT,__text) external __ZN4llvm13IRBuilderBase16CreateFCmpHelperENS_7CmpInst9PredicateEPNS_5ValueES4_RKNS_5TwineEPNS_6MDNodeEb
00007ffc08a1c7e8 (__TEXT,__text) external __ZN4llvm13IRBuilderBase16CreateFMulReduceEPNS_5ValueES2_
00007ffc07887702 (__TEXT,__text) external __ZN4llvm13IRBuilderBase16CreateGCRelocateEPNS_11InstructionEiiPNS_4TypeERKNS_5TwineE
00007ffc08a1c954 (__TEXT,__text) external __ZN4llvm13IRBuilderBase16CreateMaskedLoadEPNS_4TypeEPNS_5ValueENS_5AlignES4_S4_RKNS_5TwineE
00007ffc07885d02 (__TEXT,__text) external __ZN4llvm13IRBuilderBase16CreateStepVectorEPNS_4TypeERKNS_5TwineE
00007ffc08a1c930 (__TEXT,__text) external __ZN4llvm13IRBuilderBase17CreateFPMaxReduceEPNS_5ValueE
00007ffc08a1c942 (__TEXT,__text) external __ZN4llvm13IRBuilderBase17CreateFPMinReduceEPNS_5ValueE
00007ffc07886bd8 (__TEXT,__text) external __ZN4llvm13IRBuilderBase17CreateLifetimeEndEPNS_5ValueEPNS_11ConstantIntE
00007ffc08a1caa0 (__TEXT,__text) external __ZN4llvm13IRBuilderBase17CreateMaskedStoreEPNS_5ValueES2_NS_5AlignES2_
00007ffc0788871c (__TEXT,__text) external __ZN4llvm13IRBuilderBase17CreateVectorSplatENS_12ElementCountEPNS_5ValueERKNS_5TwineE
00007ffc07888710 (__TEXT,__text) external __ZN4llvm13IRBuilderBase17CreateVectorSplatEjPNS_5ValueERKNS_5TwineE
00007ffc08a1c082 (__TEXT,__text) external __ZN4llvm13IRBuilderBase18CreateGlobalStringENS_9StringRefERKNS_5TwineEjPNS_6ModuleE
00007ffc08a1c8f4 (__TEXT,__text) external __ZN4llvm13IRBuilderBase18CreateIntMaxReduceEPNS_5ValueEb
00007ffc08a1c912 (__TEXT,__text) external __ZN4llvm13IRBuilderBase18CreateIntMinReduceEPNS_5ValueEb
00007ffc08a1cb56 (__TEXT,__text) external __ZN4llvm13IRBuilderBase18CreateMaskedGatherEPNS_4TypeEPNS_5ValueENS_5AlignES4_S4_RKNS_5TwineE
00007ffc08a1c26c (__TEXT,__text) external __ZN4llvm13IRBuilderBase18CreateMemCpyInlineEPNS_5ValueENS_10MaybeAlignES2_S3_S2_bPNS_6MDNodeES5_S5_S5_
00007ffc08a1d960 (__TEXT,__text) external __ZN4llvm13IRBuilderBase18CreateVectorSpliceEPNS_5ValueES2_xRKNS_5TwineE
00007ffc07886af2 (__TEXT,__text) external __ZN4llvm13IRBuilderBase19CreateLifetimeStartEPNS_5ValueEPNS_11ConstantIntE
00007ffc08a1cc62 (__TEXT,__text) external __ZN4llvm13IRBuilderBase19CreateMaskedScatterEPNS_5ValueES2_NS_5AlignES2_
00007ffc08a1d7d2 (__TEXT,__text) external __ZN4llvm13IRBuilderBase19CreateVectorReverseEPNS_5ValueERKNS_5TwineE
00007ffc07888920 (__TEXT,__text) external __ZN4llvm13IRBuilderBase20CreateExtractIntegerERKNS_10DataLayoutEPNS_5ValueEPNS_11IntegerTypeEyRKNS_5TwineE
00007ffc07886cbe (__TEXT,__text) external __ZN4llvm13IRBuilderBase20CreateInvariantStartEPNS_5ValueEPNS_11ConstantIntE
00007ffc07887a46 (__TEXT,__text) external __ZN4llvm13IRBuilderBase20CreateUnaryIntrinsicEjPNS_5ValueEPNS_11InstructionERKNS_5TwineE
00007ffc07887b12 (__TEXT,__text) external __ZN4llvm13IRBuilderBase21CreateBinaryIntrinsicEjPNS_5ValueES2_PNS_11InstructionERKNS_5TwineE
00007ffc08a1ca2a (__TEXT,__text) external __ZN4llvm13IRBuilderBase21CreateMaskedIntrinsicEjNS_8ArrayRefIPNS_5ValueEEENS1_IPNS_4TypeEEERKNS_5TwineE
00007ffc07886534 (__TEXT,__text) external __ZN4llvm13IRBuilderBase21CreateMemTransferInstEjPNS_5ValueENS_10MaybeAlignES2_S3_S2_bPNS_6MDNodeES5_S5_S5_
00007ffc07885872 (__TEXT,__text) external __ZN4llvm13IRBuilderBase21getCastedInt8PtrValueEPNS_5ValueE
00007ffc07888230 (__TEXT,__text) external __ZN4llvm13IRBuilderBase22CreateConstrainedFPCmpEjNS_7CmpInst9PredicateEPNS_5ValueES4_RKNS_5TwineENS_8OptionalINS_2fp17ExceptionBehaviorEEE
00007ffc078878f6 (__TEXT,__text) external __ZN4llvm13IRBuilderBase22CreateGCGetPointerBaseEPNS_5ValueERKNS_5TwineE
00007ffc07887156 (__TEXT,__text) external __ZN4llvm13IRBuilderBase22CreateGCStatepointCallEyjNS_14FunctionCalleeENS_8ArrayRefINS_3UseEEENS_8OptionalINS2_IPNS_5ValueEEEEES8_RKNS_5TwineE
00007ffc07886f72 (__TEXT,__text) external __ZN4llvm13IRBuilderBase22CreateGCStatepointCallEyjNS_14FunctionCalleeENS_8ArrayRefIPNS_5ValueEEENS_8OptionalIS5_EES5_RKNS_5TwineE
00007ffc08a1cd64 (__TEXT,__text) external __ZN4llvm13IRBuilderBase22CreateGCStatepointCallEyjNS_14FunctionCalleeEjNS_8ArrayRefIPNS_5ValueEEENS_8OptionalINS2_INS_3UseEEEEES9_S5_RKNS_5TwineE
00007ffc08a1d360 (__TEXT,__text) external __ZN4llvm13IRBuilderBase23CreateConstrainedFPCallEPNS_8FunctionENS_8ArrayRefIPNS_5ValueEEERKNS_5TwineENS_8OptionalINS_12RoundingModeEEENSA_INS_2fp17ExceptionBehaviorEEE
00007ffc07887d2e (__TEXT,__text) external __ZN4llvm13IRBuilderBase23CreateConstrainedFPCastEjPNS_5ValueEPNS_4TypeEPNS_11InstructionERKNS_5TwineEPNS_6MDNodeENS_8OptionalINS_12RoundingModeEEENSC_INS_2fp17ExceptionBehaviorEEE
00007ffc07887be4 (__TEXT,__text) external __ZN4llvm13IRBuilderBase24CreateConstrainedFPBinOpEjPNS_5ValueES2_PNS_11InstructionERKNS_5TwineEPNS_6MDNodeENS_8OptionalINS_12RoundingModeEEENSA_INS_2fp17ExceptionBehaviorEEE
00007ffc078879a0 (__TEXT,__text) external __ZN4llvm13IRBuilderBase24CreateGCGetPointerOffsetEPNS_5ValueERKNS_5TwineE
00007ffc07887512 (__TEXT,__text) external __ZN4llvm13IRBuilderBase24CreateGCStatepointInvokeEyjNS_14FunctionCalleeEPNS_10BasicBlockES3_NS_8ArrayRefINS_3UseEEENS_8OptionalINS4_IPNS_5ValueEEEEESA_RKNS_5TwineE
00007ffc07887332 (__TEXT,__text) external __ZN4llvm13IRBuilderBase24CreateGCStatepointInvokeEyjNS_14FunctionCalleeEPNS_10BasicBlockES3_NS_8ArrayRefIPNS_5ValueEEENS_8OptionalIS7_EES7_RKNS_5TwineE
00007ffc08a1cf42 (__TEXT,__text) external __ZN4llvm13IRBuilderBase24CreateGCStatepointInvokeEyjNS_14FunctionCalleeEPNS_10BasicBlockES3_jNS_8ArrayRefIPNS_5ValueEEENS_8OptionalINS4_INS_3UseEEEEESB_S7_RKNS_5TwineE
00007ffc08a1e05a (__TEXT,__text) external __ZN4llvm13IRBuilderBase25CreateAlignmentAssumptionERKNS_10DataLayoutEPNS_5ValueES5_S5_
00007ffc08a1e004 (__TEXT,__text) external __ZN4llvm13IRBuilderBase25CreateAlignmentAssumptionERKNS_10DataLayoutEPNS_5ValueEjS5_
00007ffc08a1d6b6 (__TEXT,__text) external __ZN4llvm13IRBuilderBase25CreateStripInvariantGroupEPNS_5ValueE
00007ffc08a1d59a (__TEXT,__text) external __ZN4llvm13IRBuilderBase27CreateLaunderInvariantGroupEPNS_5ValueE
00007ffc07886ed0 (__TEXT,__text) external __ZN4llvm13IRBuilderBase29CreateNoAliasScopeDeclarationEPNS_5ValueE
00007ffc08a1db3c (__TEXT,__text) external __ZN4llvm13IRBuilderBase30CreatePreserveArrayAccessIndexEPNS_4TypeEPNS_5ValueEjjPNS_6MDNodeE
00007ffc08a1dd66 (__TEXT,__text) external __ZN4llvm13IRBuilderBase30CreatePreserveUnionAccessIndexEPNS_5ValueEjPNS_6MDNodeE
00007ffc07888d0c (__TEXT,__text) external __ZN4llvm13IRBuilderBase31CreateAlignmentAssumptionHelperERKNS_10DataLayoutEPNS_5ValueES5_S5_
00007ffc08a1de52 (__TEXT,__text) external __ZN4llvm13IRBuilderBase31CreatePreserveStructAccessIndexEPNS_4TypeEPNS_5ValueEjjPNS_6MDNodeE
00007ffc08a1c414 (__TEXT,__text) external __ZN4llvm13IRBuilderBase34CreateElementUnorderedAtomicMemCpyEPNS_5ValueENS_5AlignES2_S3_S2_jPNS_6MDNodeES5_S5_S5_
00007ffc0788633e (__TEXT,__text) external __ZN4llvm13IRBuilderBase34CreateElementUnorderedAtomicMemSetEPNS_5ValueES2_S2_NS_5AlignEjPNS_6MDNodeES5_S5_
00007ffc078867a6 (__TEXT,__text) external __ZN4llvm13IRBuilderBase35CreateElementUnorderedAtomicMemMoveEPNS_5ValueENS_5AlignES2_S3_S2_jPNS_6MDNodeES5_S5_S5_
00007ffc40f77eb8 (__DATA_CONST,__const) external __ZN4llvm13IfConverterIDE
00007ffc08a2e830 (__TEXT,__text) external __ZN4llvm13ImmutablePass14initializePassEv
00007ffc078d73a8 (__TEXT,__text) external __ZN4llvm13ImmutablePassD0Ev
00007ffc078d739e (__TEXT,__text) external __ZN4llvm13ImmutablePassD1Ev
00007ffc08a2e826 (__TEXT,__text) external __ZN4llvm13ImmutablePassD2Ev
00007ffc0726f488 (__TEXT,__text) external __ZN4llvm13InlineAdvisor12getCallerOREERNS_8CallBaseE
00007ffc0726f4aa (__TEXT,__text) external __ZN4llvm13InlineAdvisor16getMandatoryKindERNS_8CallBaseERNS_15AnalysisManagerINS_8FunctionEJEEERNS_25OptimizationRemarkEmitterE
00007ffc0726f406 (__TEXT,__text) external __ZN4llvm13InlineAdvisor18getMandatoryAdviceERNS_8CallBaseEb
00007ffc0726f510 (__TEXT,__text) external __ZN4llvm13InlineAdvisor9getAdviceERNS_8CallBaseEb
00007ffc088f0608 (__TEXT,__text) external __ZN4llvm13InlineAdvisorC2ERNS_6ModuleERNS_15AnalysisManagerINS_8FunctionEJEEE
00007ffc088f0722 (__TEXT,__text) external __ZN4llvm13InlineAdvisorD0Ev
00007ffc088f071c (__TEXT,__text) external __ZN4llvm13InlineAdvisorD1Ev
00007ffc088f06b2 (__TEXT,__text) external __ZN4llvm13InlineAdvisorD2Ev
00007ffc088f0b54 (__TEXT,__text) external __ZN4llvm13InstCountPass3runERNS_8FunctionERNS_15AnalysisManagerIS1_JEEE
00007ffc072d8420 (__TEXT,__text) external __ZN4llvm13LPPassManager13runOnFunctionERNS_8FunctionE
00007ffc08901fdc (__TEXT,__text) external __ZN4llvm13LPPassManager17dumpPassStructureEj
00007ffc072d82b2 (__TEXT,__text) external __ZN4llvm13LPPassManager17markLoopAsDeletedERNS_4LoopE
00007ffc42ddd7c0 (__DATA,__common) external __ZN4llvm13LPPassManager2IDE
00007ffc089018aa (__TEXT,__text) external __ZN4llvm13LPPassManager7addLoopERNS_4LoopE
00007ffc072d823c (__TEXT,__text) external __ZN4llvm13LPPassManagerC1Ev
00007ffc072d81c6 (__TEXT,__text) external __ZN4llvm13LPPassManagerC2Ev
00007ffc0729d7e8 (__TEXT,__text) external __ZN4llvm13LazyCallGraph10insertEdgeERNS0_4NodeES2_NS0_4Edge4KindE
00007ffc088f621c (__TEXT,__text) external __ZN4llvm13LazyCallGraph10insertIntoERNS_8FunctionERPNS0_4NodeE
00007ffc088f3bc2 (__TEXT,__text) external __ZN4llvm13LazyCallGraph10invalidateERNS_6ModuleERKNS_17PreservedAnalysesERNS_15AnalysisManagerIS1_JEE11InvalidatorE
00007ffc0729d7fc (__TEXT,__text) external __ZN4llvm13LazyCallGraph10removeEdgeERNS0_4NodeES2_
00007ffc07298d9e (__TEXT,__text) external __ZN4llvm13LazyCallGraph12EdgeSequence11setEdgeKindERNS0_4NodeENS0_4Edge4KindE
00007ffc088f3986 (__TEXT,__text) external __ZN4llvm13LazyCallGraph12EdgeSequence18insertEdgeInternalERNS0_4NodeENS0_4Edge4KindE
00007ffc07298dfe (__TEXT,__text) external __ZN4llvm13LazyCallGraph12EdgeSequence18removeEdgeInternalERNS0_4NodeE
00007ffc0729df84 (__TEXT,__text) external __ZN4llvm13LazyCallGraph12buildRefSCCsEv
00007ffc0729a4f2 (__TEXT,__text) external __ZN4llvm13LazyCallGraph15updateGraphPtrsEv
00007ffc07299b0e (__TEXT,__text) external __ZN4llvm13LazyCallGraph15visitReferencesERNS_15SmallVectorImplIPNS_8ConstantEEERNS_15SmallPtrSetImplIS3_EENS_12function_refIFvRNS_8FunctionEEEE
00007ffc088f5714 (__TEXT,__text) external __ZN4llvm13LazyCallGraph16addSplitFunctionERNS_8FunctionES2_
00007ffc0729d80e (__TEXT,__text) external __ZN4llvm13LazyCallGraph18removeDeadFunctionERNS_8FunctionE
00007ffc088f5e56 (__TEXT,__text) external __ZN4llvm13LazyCallGraph29addSplitRefRecursiveFunctionsERNS_8FunctionENS_8ArrayRefIPS1_EE
00007ffc07298e76 (__TEXT,__text) external __ZN4llvm13LazyCallGraph4Node12populateSlowEv
00007ffc07299da4 (__TEXT,__text) external __ZN4llvm13LazyCallGraph4Node15replaceFunctionERNS_8FunctionE
00007ffc0729b282 (__TEXT,__text) external __ZN4llvm13LazyCallGraph6RefSCC18insertOutgoingEdgeERNS0_4NodeES3_NS0_4Edge4KindE
00007ffc0729cd66 (__TEXT,__text) external __ZN4llvm13LazyCallGraph6RefSCC18removeOutgoingEdgeERNS0_4NodeES3_
00007ffc088f5692 (__TEXT,__text) external __ZN4llvm13LazyCallGraph6RefSCC19replaceNodeFunctionERNS0_4NodeERNS_8FunctionE
00007ffc088f561e (__TEXT,__text) external __ZN4llvm13LazyCallGraph6RefSCC20insertTrivialRefEdgeERNS0_4NodeES3_
00007ffc0729b296 (__TEXT,__text) external __ZN4llvm13LazyCallGraph6RefSCC21insertIncomingRefEdgeERNS0_4NodeES3_
00007ffc0729b26e (__TEXT,__text) external __ZN4llvm13LazyCallGraph6RefSCC21insertInternalRefEdgeERNS0_4NodeES3_
00007ffc0729d748 (__TEXT,__text) external __ZN4llvm13LazyCallGraph6RefSCC21insertTrivialCallEdgeERNS0_4NodeES3_
00007ffc0729cd78 (__TEXT,__text) external __ZN4llvm13LazyCallGraph6RefSCC21removeInternalRefEdgeERNS0_4NodeENS_8ArrayRefIPS2_EE
00007ffc088f4ae0 (__TEXT,__text) external __ZN4llvm13LazyCallGraph6RefSCC23switchInternalEdgeToRefERNS0_4NodeES3_
00007ffc088f55d2 (__TEXT,__text) external __ZN4llvm13LazyCallGraph6RefSCC23switchOutgoingEdgeToRefERNS0_4NodeES3_
00007ffc088f3da2 (__TEXT,__text) external __ZN4llvm13LazyCallGraph6RefSCC24switchInternalEdgeToCallERNS0_4NodeES3_NS_12function_refIFvNS_8ArrayRefIPNS0_3SCCEEEEEE
00007ffc088f5586 (__TEXT,__text) external __ZN4llvm13LazyCallGraph6RefSCC24switchOutgoingEdgeToCallERNS0_4NodeES3_
00007ffc088f4a94 (__TEXT,__text) external __ZN4llvm13LazyCallGraph6RefSCC30switchTrivialInternalEdgeToRefERNS0_4NodeES3_
00007ffc0729ad70 (__TEXT,__text) external __ZN4llvm13LazyCallGraph6RefSCCC1ERS0_
00007ffc0729ad34 (__TEXT,__text) external __ZN4llvm13LazyCallGraph6RefSCCC2ERS0_
00007ffc088f5d9a (__TEXT,__text) external __ZN4llvm13LazyCallGraph8initNodeERNS_8FunctionE
00007ffc0729d94c (__TEXT,__text) external __ZN4llvm13LazyCallGraph9buildSCCsERNS0_6RefSCCENS_14iterator_rangeINSt3__116reverse_iteratorIPPNS0_4NodeEEEEE
00007ffc088f3bb8 (__TEXT,__text) external __ZN4llvm13LazyCallGraphC1EOS0_
00007ffc088f3a3a (__TEXT,__text) external __ZN4llvm13LazyCallGraphC1ERNS_6ModuleENS_12function_refIFRNS_17TargetLibraryInfoERNS_8FunctionEEEE
00007ffc088f3a44 (__TEXT,__text) external __ZN4llvm13LazyCallGraphC2EOS0_
00007ffc07299e7c (__TEXT,__text) external __ZN4llvm13LazyCallGraphC2ERNS_6ModuleENS_12function_refIFRNS_17TargetLibraryInfoERNS_8FunctionEEEE
00007ffc0729a5a0 (__TEXT,__text) external __ZN4llvm13LazyCallGraphaSEOS0_
00007ffc072a37dc (__TEXT,__text) external __ZN4llvm13LazyValueInfo10eraseBlockEPNS_10BasicBlockE
00007ffc072a1a72 (__TEXT,__text) external __ZN4llvm13LazyValueInfo10invalidateERNS_8FunctionERKNS_17PreservedAnalysesERNS_15AnalysisManagerIS1_JEE11InvalidatorE
00007ffc072a32e2 (__TEXT,__text) external __ZN4llvm13LazyValueInfo10threadEdgeEPNS_10BasicBlockES2_S2_
00007ffc072a1bb4 (__TEXT,__text) external __ZN4llvm13LazyValueInfo11getConstantEPNS_5ValueEPNS_11InstructionE
00007ffc072a1986 (__TEXT,__text) external __ZN4llvm13LazyValueInfo13releaseMemoryEv
00007ffc072a2d5e (__TEXT,__text) external __ZN4llvm13LazyValueInfo14getPredicateAtEjPNS_5ValueEPNS_8ConstantEPNS_11InstructionEb
00007ffc088f705a (__TEXT,__text) external __ZN4llvm13LazyValueInfo14getPredicateAtEjPNS_5ValueES2_PNS_11InstructionEb
00007ffc072a2008 (__TEXT,__text) external __ZN4llvm13LazyValueInfo16getConstantRangeEPNS_5ValueEPNS_11InstructionEb
00007ffc072a2198 (__TEXT,__text) external __ZN4llvm13LazyValueInfo17getConstantOnEdgeEPNS_5ValueEPNS_10BasicBlockES4_PNS_11InstructionE
00007ffc072a262a (__TEXT,__text) external __ZN4llvm13LazyValueInfo18getPredicateOnEdgeEjPNS_5ValueEPNS_8ConstantEPNS_10BasicBlockES6_PNS_11InstructionE
00007ffc088f6f64 (__TEXT,__text) external __ZN4llvm13LazyValueInfo22getConstantRangeOnEdgeEPNS_5ValueEPNS_10BasicBlockES4_PNS_11InstructionE
00007ffc072a3850 (__TEXT,__text) external __ZN4llvm13LazyValueInfo5clearEPKNS_6ModuleE
00007ffc088f70e0 (__TEXT,__text) external __ZN4llvm13LazyValueInfo8printLVIERNS_8FunctionERNS_13DominatorTreeERNS_11raw_ostreamE
00007ffc072a1a68 (__TEXT,__text) external __ZN4llvm13LazyValueInfoD1Ev
00007ffc072a197c (__TEXT,__text) external __ZN4llvm13LazyValueInfoD2Ev
00007ffc42dddb20 (__DATA,__common) external __ZN4llvm13LegalizerPass3KeyE
00007ffc0755721c (__TEXT,__text) external __ZN4llvm13LexicalScopes10initializeERKNS_15MachineFunctionE
00007ffc07557992 (__TEXT,__text) external __ZN4llvm13LexicalScopes16findLexicalScopeEPKNS_10DILocationE
00007ffc0755774c (__TEXT,__text) external __ZN4llvm13LexicalScopes18constructScopeNestEPNS_12LexicalScopeE
00007ffc075573e8 (__TEXT,__text) external __ZN4llvm13LexicalScopes20extractLexicalScopesERNS_15SmallVectorImplINSt3__14pairIPKNS_12MachineInstrES6_EEEERNS_8DenseMapIS6_PNS_12LexicalScopeENS_12DenseMapInfoIS6_vEENS_6detail12DenseMapPairIS6_SC_EEEE
