00007ffa1c0fb082 (__TEXT,__text) non-external _DiToMD5
00007ffa1c0ff4f8 (__TEXT,__text) external __ZN20IOExtensiblePaniclog10InsertDataEP6OSDataPFiP15OSMetaClassBase5IORPCE
00007ffa1c0ff8f6 (__TEXT,__text) external __ZN20IOExtensiblePaniclog10SetUsedLenEjPFiP15OSMetaClassBase5IORPCE
00007ffa1c0ea832 (__TEXT,__text) external __ZN20IOExtensiblePaniclog11ClaimBufferEPyS0_
00007ffa1c0ff3c0 (__TEXT,__text) external __ZN20IOExtensiblePaniclog11SetInactiveEPFiP15OSMetaClassBase5IORPCE
00007ffa1c0ea902 (__TEXT,__text) external __ZN20IOExtensiblePaniclog11YieldBufferEj
00007ffa1c0ffa34 (__TEXT,__text) external __ZN20IOExtensiblePaniclog13Create_InvokeE5IORPCPFiP6OSDataP8OSStringjjPPS_E
00007ffa1c0ffb2a (__TEXT,__text) external __ZN20IOExtensiblePaniclog16SetActive_InvokeE5IORPCP15OSMetaClassBasePFiS2_E
00007ffa1c0ffcca (__TEXT,__text) external __ZN20IOExtensiblePaniclog17AppendData_InvokeE5IORPCP15OSMetaClassBasePFiS2_P6OSDataE
00007ffa1c0ffc0e (__TEXT,__text) external __ZN20IOExtensiblePaniclog17InsertData_InvokeE5IORPCP15OSMetaClassBasePFiS2_P6OSDataE
00007ffa1c0ffe08 (__TEXT,__text) external __ZN20IOExtensiblePaniclog17SetUsedLen_InvokeE5IORPCP15OSMetaClassBasePFiS2_jE
00007ffa1c0ffb9c (__TEXT,__text) external __ZN20IOExtensiblePaniclog18SetInactive_InvokeE5IORPCP15OSMetaClassBasePFiS2_E
00007ffa1c0ff788 (__TEXT,__text) external __ZN20IOExtensiblePaniclog20CopyMemoryDescriptorEPP24IOBufferMemoryDescriptorPFiP15OSMetaClassBase5IORPCE
00007ffa1c0ffd86 (__TEXT,__text) external __ZN20IOExtensiblePaniclog27CopyMemoryDescriptor_InvokeE5IORPCP15OSMetaClassBasePFiS2_PP24IOBufferMemoryDescriptorE
00007ffa1c0ea7da (__TEXT,__text) external __ZN20IOExtensiblePaniclog4freeEv
00007ffa1c0ea792 (__TEXT,__text) external __ZN20IOExtensiblePaniclog4initEv
00007ffa1c0ff12a (__TEXT,__text) external __ZN20IOExtensiblePaniclog6CreateEP6OSDataP8OSStringjjPPS_
00007ffa1c0ff0b0 (__TEXT,__text) external __ZN20IOExtensiblePaniclog8DispatchE5IORPC
00007ffa1c0ff288 (__TEXT,__text) external __ZN20IOExtensiblePaniclog9SetActiveEPFiP15OSMetaClassBase5IORPCE
00007ffa1c0ff0e6 (__TEXT,__text) external __ZN20IOExtensiblePaniclog9_DispatchEPS_5IORPC
00007ffa1c1012ce (__TEXT,__text) external __ZN20IOMemoryMapMetaClass3NewEP8OSObject
00007ffa1c101344 (__TEXT,__text) external __ZN20IOMemoryMapMetaClass8DispatchE5IORPC
00007ffa1c1097e2 (__TEXT,__text) external __ZN20IOWorkGroupMetaClass3NewEP8OSObject
00007ffa1c10992e (__TEXT,__text) external __ZN20IOWorkGroupMetaClass8DispatchE5IORPC
00007ffa1c10a4e8 (__TEXT,__text) external __ZN20OSContainerMetaClass3NewEP8OSObject
00007ffa1c0fc318 (__TEXT,__text) external __ZN21IODMACommandMetaClass3NewEP8OSObject
00007ffa1c0fc38e (__TEXT,__text) external __ZN21IODMACommandMetaClass8DispatchE5IORPC
00007ffa1c0fa708 (__TEXT,__text) external __ZN21IOStateReporter_IVars14_getStateValueEyy29IOStateReporter_valueSelector
00007ffa1c0f9fee (__TEXT,__text) external __ZN21IOStateReporter_IVars16_getStateIndicesEyyPiS0_
00007ffa1c10da2a (__TEXT,__text) non-external __ZN21IOStateReporter_IVars16_getStateIndicesEyyPiS0_.cold.1
00007ffa1c0fa45c (__TEXT,__text) external __ZN21IOStateReporter_IVars16handleSetStateIDEyiy
00007ffa1c10da67 (__TEXT,__text) non-external __ZN21IOStateReporter_IVars16handleSetStateIDEyiy.cold.1
00007ffa1c0f9f3e (__TEXT,__text) external __ZN21IOStateReporter_IVars17handleSwapCleanupEi
00007ffa1c10d983 (__TEXT,__text) non-external __ZN21IOStateReporter_IVars17handleSwapCleanupEi.cold.1
00007ffa1c10d99c (__TEXT,__text) non-external __ZN21IOStateReporter_IVars17handleSwapCleanupEi.cold.2
00007ffa1c10d9bc (__TEXT,__text) non-external __ZN21IOStateReporter_IVars17handleSwapCleanupEi.cold.3
00007ffa1c10d9e3 (__TEXT,__text) non-external __ZN21IOStateReporter_IVars17handleSwapCleanupEi.cold.4
00007ffa1c10da03 (__TEXT,__text) non-external __ZN21IOStateReporter_IVars17handleSwapCleanupEi.cold.5
00007ffa1c0f9ba6 (__TEXT,__text) external __ZN21IOStateReporter_IVars17handleSwapPrepareEi
00007ffa1c10d914 (__TEXT,__text) non-external __ZN21IOStateReporter_IVars17handleSwapPrepareEi.cold.1
00007ffa1c10d92d (__TEXT,__text) non-external __ZN21IOStateReporter_IVars17handleSwapPrepareEi.cold.2
00007ffa1c0fa874 (__TEXT,__text) external __ZN21IOStateReporter_IVars19updateChannelValuesEi
00007ffa1c10da99 (__TEXT,__text) non-external __ZN21IOStateReporter_IVars19updateChannelValuesEi.cold.1
00007ffa1c0f9d64 (__TEXT,__text) external __ZN21IOStateReporter_IVars20handleAddChannelSwapEyPK8OSString
00007ffa1c10d93f (__TEXT,__text) non-external __ZN21IOStateReporter_IVars20handleAddChannelSwapEyPK8OSString.cold.1
00007ffa1c10d958 (__TEXT,__text) non-external __ZN21IOStateReporter_IVars20handleAddChannelSwapEyPK8OSString.cold.2
00007ffa1c10d971 (__TEXT,__text) non-external __ZN21IOStateReporter_IVars20handleAddChannelSwapEyPK8OSString.cold.3
00007ffa1c0fa54e (__TEXT,__text) external __ZN21IOStateReporter_IVars23handleSetStateByIndicesEiiyy
00007ffa1c10da80 (__TEXT,__text) non-external __ZN21IOStateReporter_IVars23handleSetStateByIndicesEiiyy.cold.1
00007ffa1c0fa1a4 (__TEXT,__text) external __ZN21IOStateReporter_IVars35handleOverrideChannelStateByIndicesEiiyyy
00007ffa1c0fa2d4 (__TEXT,__text) external __ZN21IOStateReporter_IVars36handleIncrementChannelStateByIndicesEiiyyy
00007ffa1c0f9a9c (__TEXT,__text) external __ZN21IOStateReporter_IVarsC1EP9IOService19IOReportChannelTypeytx
00007ffa1c0f9aca (__TEXT,__text) external __ZN21IOStateReporter_IVarsC2EP9IOService19IOReportChannelTypeytx
00007ffa1c0f9b8a (__TEXT,__text) external __ZN21IOStateReporter_IVarsD0Ev
00007ffa1c0f9b80 (__TEXT,__text) external __ZN21IOStateReporter_IVarsD1Ev
00007ffa1c0f9af8 (__TEXT,__text) external __ZN21IOStateReporter_IVarsD2Ev
00007ffa1c10d886 (__TEXT,__text) non-external __ZN21IOStateReporter_IVarsD2Ev.cold.1
00007ffa1c10d8a6 (__TEXT,__text) non-external __ZN21IOStateReporter_IVarsD2Ev.cold.2
00007ffa1c10d8cd (__TEXT,__text) non-external __ZN21IOStateReporter_IVarsD2Ev.cold.3
00007ffa1c10d8ed (__TEXT,__text) non-external __ZN21IOStateReporter_IVarsD2Ev.cold.4
00007ffa1c107ca2 (__TEXT,__text) external __ZN21IOTimerDispatchSource10SetHandlerEP8OSActionPFiP15OSMetaClassBase5IORPCE
00007ffa1c107db2 (__TEXT,__text) external __ZN21IOTimerDispatchSource10WakeAtTimeEyyyPFiP15OSMetaClassBase5IORPCE
00007ffa1c0e794e (__TEXT,__text) external __ZN21IOTimerDispatchSource11Cancel_ImplEU13block_pointerFvvE
00007ffa1c0e75d2 (__TEXT,__text) external __ZN21IOTimerDispatchSource11Create_ImplEP15IODispatchQueuePPS_
00007ffa1c10c8f3 (__TEXT,__text) non-external __ZN21IOTimerDispatchSource11Create_ImplEP15IODispatchQueuePPS_.cold.1
00007ffa1c10c916 (__TEXT,__text) non-external __ZN21IOTimerDispatchSource11Create_ImplEP15IODispatchQueuePPS_.cold.2
00007ffa1c107ae0 (__TEXT,__text) external __ZN21IOTimerDispatchSource13Create_InvokeE5IORPCPFiP15IODispatchQueuePPS_E
00007ffa1c107ef6 (__TEXT,__text) external __ZN21IOTimerDispatchSource13TimerOccurredE5IORPCP8OSActionyPFiP15OSMetaClassBaseS0_E
00007ffa1c0e7828 (__TEXT,__text) external __ZN21IOTimerDispatchSource15SetHandler_ImplEP8OSAction
00007ffa1c0e7a48 (__TEXT,__text) external __ZN21IOTimerDispatchSource15WakeAtTime_ImplEyyy
00007ffa1c0e7c10 (__TEXT,__text) external __ZN21IOTimerDispatchSource17CheckForWork_ImplE5IORPCb
00007ffa1c1078b0 (__TEXT,__text) external __ZN21IOTimerDispatchSource17SetHandler_InvokeE5IORPCP15OSMetaClassBasePFiS2_P8OSActionE
00007ffa1c107968 (__TEXT,__text) external __ZN21IOTimerDispatchSource17WakeAtTime_InvokeE5IORPCP15OSMetaClassBasePFiS2_yyyE
00007ffa1c0e7c64 (__TEXT,__text) external __ZN21IOTimerDispatchSource18TimerOccurred_ImplEP8OSActiony
00007ffa1c1079ea (__TEXT,__text) external __ZN21IOTimerDispatchSource20TimerOccurred_InvokeE5IORPCP15OSMetaClassBasePFvS2_P8OSActionyE
00007ffa1c107f56 (__TEXT,__text) external __ZN21IOTimerDispatchSource20TimerOccurred_InvokeE5IORPCP15OSMetaClassBasePFvS2_P8OSActionyEPK11OSMetaClass
00007ffa1c0e786c (__TEXT,__text) external __ZN21IOTimerDispatchSource28SetEnableWithCompletion_ImplEbU13block_pointerFvvE
00007ffa1c0e78c6 (__TEXT,__text) external __ZN21IOTimerDispatchSource4freeEv
00007ffa1c0e787c (__TEXT,__text) external __ZN21IOTimerDispatchSource4initEv
00007ffa1c107ba2 (__TEXT,__text) external __ZN21IOTimerDispatchSource6CreateEP15IODispatchQueuePPS_
00007ffa1c10765e (__TEXT,__text) external __ZN21IOTimerDispatchSource8DispatchE5IORPC
00007ffa1c107668 (__TEXT,__text) external __ZN21IOTimerDispatchSource9_DispatchEPS_5IORPC
00007ffa1c107fee (__TEXT,__text) external __ZN21IOUserClientMetaClass3NewEP8OSObject
00007ffa1c1083de (__TEXT,__text) external __ZN21IOUserClientMetaClass8DispatchE5IORPC
00007ffa1c108f0a (__TEXT,__text) external __ZN21IOUserServerMetaClass3NewEP8OSObject
00007ffa1c10920e (__TEXT,__text) external __ZN21IOUserServerMetaClass8DispatchE5IORPC
00007ffa1c10a4ca (__TEXT,__text) external __ZN21OSCollectionMetaClass3NewEP8OSObject
00007ffa1c10a548 (__TEXT,__text) external __ZN21OSDictionaryMetaClass3NewEP8OSObject
00007ffa1c10a586 (__TEXT,__text) external __ZN21OSMappedFileMetaClass3NewEP8OSObject
00007ffa1c10ab8c (__TEXT,__text) external __ZN21OSOrderedSetMetaClass3NewEP8OSObject
00007ffa1c10adac (__TEXT,__text) external __ZN21_IOBlockStorageDevice16DoAsyncReadWriteEP18IOMemoryDescriptoryyP8OSActionPFiP15OSMetaClassBase5IORPCE
00007ffa1c10aed6 (__TEXT,__text) external __ZN21_IOBlockStorageDevice21CopyProducerDataQueueEPP25IODataQueueDispatchSourcePFiP15OSMetaClassBase5IORPCE
00007ffa1c10b044 (__TEXT,__text) external __ZN21_IOBlockStorageDevice21CopyReceiverDataQueueEPP25IODataQueueDispatchSourcePFiP15OSMetaClassBase5IORPCE
00007ffa1c10b2b2 (__TEXT,__text) external __ZN21_IOBlockStorageDevice23DoAsyncReadWrite_InvokeE5IORPCP15OSMetaClassBasePFiS2_P18IOMemoryDescriptoryyP8OSActionE
00007ffa1c10ad00 (__TEXT,__text) external __ZN21_IOBlockStorageDevice26DoAsyncReadWriteCompletionEP8OSActioniyPFiP15OSMetaClassBase5IORPCE
00007ffa1c10b3b4 (__TEXT,__text) external __ZN21_IOBlockStorageDevice28CopyProducerDataQueue_InvokeE5IORPCP15OSMetaClassBasePFiS2_PP25IODataQueueDispatchSourceE
00007ffa1c10b436 (__TEXT,__text) external __ZN21_IOBlockStorageDevice28CopyReceiverDataQueue_InvokeE5IORPCP15OSMetaClassBasePFiS2_PP25IODataQueueDispatchSourceE
00007ffa1c10b1b2 (__TEXT,__text) external __ZN21_IOBlockStorageDevice28CreateActionKernelCompletionEmPP8OSAction
00007ffa1c10b21c (__TEXT,__text) external __ZN21_IOBlockStorageDevice33DoAsyncReadWriteCompletion_InvokeE5IORPCP15OSMetaClassBasePFvS2_P8OSActioniyE
00007ffa1c10b228 (__TEXT,__text) external __ZN21_IOBlockStorageDevice33DoAsyncReadWriteCompletion_InvokeE5IORPCP15OSMetaClassBasePFvS2_P8OSActioniyEPK11OSMetaClass
00007ffa1c10ac86 (__TEXT,__text) external __ZN21_IOBlockStorageDevice8DispatchE5IORPC
00007ffa1c10acbc (__TEXT,__text) external __ZN21_IOBlockStorageDevice9_DispatchEPS_5IORPC
00007ffa1c0fc2da (__TEXT,__text) external __ZN22IOCommandPoolMetaClass3NewEP8OSObject
00007ffa1c0f91d0 (__TEXT,__text) non-external (was a private external) __ZN22IOSimpleReporter_IVarsD0Ev
00007ffa1c0f91c6 (__TEXT,__text) non-external (was a private external) __ZN22IOSimpleReporter_IVarsD1Ev
00007ffa1c101622 (__TEXT,__text) external __ZN23IOReportLegendMetaClass3NewEP8OSObject
00007ffa1c0fc190 (__TEXT,__text) external __ZN24IOBufferMemoryDescriptor13Create_InvokeE5IORPCPFiyyyPPS_E
00007ffa1c0e8352 (__TEXT,__text) external __ZN24IOBufferMemoryDescriptor15GetAddressRangeEP16IOAddressSegment
00007ffa1c0fc220 (__TEXT,__text) external __ZN24IOBufferMemoryDescriptor16SetLength_InvokeE5IORPCP15OSMetaClassBasePFiS2_yE
00007ffa1c0e82f2 (__TEXT,__text) external __ZN24IOBufferMemoryDescriptor4freeEv
00007ffa1c0e8296 (__TEXT,__text) external __ZN24IOBufferMemoryDescriptor4initEv
00007ffa1c0fbf26 (__TEXT,__text) external __ZN24IOBufferMemoryDescriptor6CreateEyyyPPS_
00007ffa1c0fbeac (__TEXT,__text) external __ZN24IOBufferMemoryDescriptor8DispatchE5IORPC
00007ffa1c0fc054 (__TEXT,__text) external __ZN24IOBufferMemoryDescriptor9SetLengthEyPFiP15OSMetaClassBase5IORPCE
00007ffa1c0fbee2 (__TEXT,__text) external __ZN24IOBufferMemoryDescriptor9_DispatchEPS_5IORPC
00007ffa1c0fdcd2 (__TEXT,__text) external __ZN24IODispatchQueueMetaClass3NewEP8OSObject
00007ffa1c0fdd48 (__TEXT,__text) external __ZN24IODispatchQueueMetaClass8DispatchE5IORPC
00007ffa1c1015c2 (__TEXT,__text) external __ZN24IOStateReporterMetaClass3NewEP8OSObject
00007ffa1c10abca (__TEXT,__text) external __ZN24OSSerializationMetaClass3NewEP8OSObject
00007ffa1c0fd264 (__TEXT,__text) external __ZN25IODataQueueDispatchSource10CopyMemoryEPP18IOMemoryDescriptorPFiP15OSMetaClassBase5IORPCE
00007ffa1c0e70a4 (__TEXT,__text) external __ZN25IODataQueueDispatchSource11Cancel_ImplEU13block_pointerFvvE
00007ffa1c0fd744 (__TEXT,__text) external __ZN25IODataQueueDispatchSource12DataServicedEP8OSActionPFiP15OSMetaClassBase5IORPCE
00007ffa1c0fd7da (__TEXT,__text) external __ZN25IODataQueueDispatchSource13Create_InvokeE5IORPCPFiyP15IODispatchQueuePPS_E
00007ffa1c0fd6ae (__TEXT,__text) external __ZN25IODataQueueDispatchSource13DataAvailableEP8OSActionPFiP15OSMetaClassBase5IORPCE
00007ffa1c0e750c (__TEXT,__text) external __ZN25IODataQueueDispatchSource14CanEnqueueDataEj
00007ffa1c0e751c (__TEXT,__text) external __ZN25IODataQueueDispatchSource14CanEnqueueDataEjj
00007ffa1c0e70b8 (__TEXT,__text) external __ZN25IODataQueueDispatchSource15IsDataAvailableEv
00007ffa1c0e6f8a (__TEXT,__text) external __ZN25IODataQueueDispatchSource16SendDataServicedEv
00007ffa1c0e6f28 (__TEXT,__text) external __ZN25IODataQueueDispatchSource17CheckForWork_ImplE5IORPCb
00007ffa1c0fda10 (__TEXT,__text) external __ZN25IODataQueueDispatchSource17CopyMemory_InvokeE5IORPCP15OSMetaClassBasePFiS2_PP18IOMemoryDescriptorE
00007ffa1c0e6f34 (__TEXT,__text) external __ZN25IODataQueueDispatchSource17SendDataAvailableEv
00007ffa1c0fdc24 (__TEXT,__text) external __ZN25IODataQueueDispatchSource19DataServiced_InvokeE5IORPCP15OSMetaClassBasePFvS2_P8OSActionE
00007ffa1c0fdc30 (__TEXT,__text) external __ZN25IODataQueueDispatchSource19DataServiced_InvokeE5IORPCP15OSMetaClassBasePFvS2_P8OSActionEPK11OSMetaClass
00007ffa1c0e7206 (__TEXT,__text) external __ZN25IODataQueueDispatchSource19DequeueWithCoalesceEPbU13block_pointerFvPKvmE
00007ffa1c0e7392 (__TEXT,__text) external __ZN25IODataQueueDispatchSource19EnqueueWithCoalesceEjPbU13block_pointerFvPvmE
00007ffa1c0fdb96 (__TEXT,__text) external __ZN25IODataQueueDispatchSource20DataAvailable_InvokeE5IORPCP15OSMetaClassBasePFvS2_P8OSActionE
00007ffa1c0fdba2 (__TEXT,__text) external __ZN25IODataQueueDispatchSource20DataAvailable_InvokeE5IORPCP15OSMetaClassBasePFvS2_P8OSActionEPK11OSMetaClass
00007ffa1c0fd154 (__TEXT,__text) external __ZN25IODataQueueDispatchSource22SetDataServicedHandlerEP8OSActionPFiP15OSMetaClassBase5IORPCE
00007ffa1c0fd540 (__TEXT,__text) external __ZN25IODataQueueDispatchSource23CopyDataServicedHandlerEPP8OSActionPFiP15OSMetaClassBase5IORPCE
00007ffa1c0fd044 (__TEXT,__text) external __ZN25IODataQueueDispatchSource23SetDataAvailableHandlerEP8OSActionPFiP15OSMetaClassBase5IORPCE
00007ffa1c0fd3d2 (__TEXT,__text) external __ZN25IODataQueueDispatchSource24CopyDataAvailableHandlerEPP8OSActionPFiP15OSMetaClassBase5IORPCE
00007ffa1c0e75c6 (__TEXT,__text) external __ZN25IODataQueueDispatchSource27GetDataQueueEntryHeaderSizeEv
00007ffa1c0e6fee (__TEXT,__text) external __ZN25IODataQueueDispatchSource28SetEnableWithCompletion_ImplEbU13block_pointerFvvE
00007ffa1c0fd958 (__TEXT,__text) external __ZN25IODataQueueDispatchSource29SetDataServicedHandler_InvokeE5IORPCP15OSMetaClassBasePFiS2_P8OSActionE
00007ffa1c0fdb14 (__TEXT,__text) external __ZN25IODataQueueDispatchSource30CopyDataServicedHandler_InvokeE5IORPCP15OSMetaClassBasePFiS2_PP8OSActionE
00007ffa1c0fd8a0 (__TEXT,__text) external __ZN25IODataQueueDispatchSource30SetDataAvailableHandler_InvokeE5IORPCP15OSMetaClassBasePFiS2_P8OSActionE
00007ffa1c0fda92 (__TEXT,__text) external __ZN25IODataQueueDispatchSource31CopyDataAvailableHandler_InvokeE5IORPCP15OSMetaClassBasePFiS2_PP8OSActionE
00007ffa1c0e70d6 (__TEXT,__text) external __ZN25IODataQueueDispatchSource4PeekEU13block_pointerFvPKvmE
00007ffa1c0e6ffe (__TEXT,__text) external __ZN25IODataQueueDispatchSource4freeEv
00007ffa1c0e6db6 (__TEXT,__text) external __ZN25IODataQueueDispatchSource4initEv
00007ffa1c10c88e (__TEXT,__text) non-external __ZN25IODataQueueDispatchSource4initEv.cold.1
00007ffa1c10c8af (__TEXT,__text) non-external __ZN25IODataQueueDispatchSource4initEv.cold.2
00007ffa1c0fcf40 (__TEXT,__text) external __ZN25IODataQueueDispatchSource6CreateEyP15IODispatchQueuePPS_
00007ffa1c0e71c6 (__TEXT,__text) external __ZN25IODataQueueDispatchSource7DequeueEU13block_pointerFvPKvmE
00007ffa1c0e7352 (__TEXT,__text) external __ZN25IODataQueueDispatchSource7EnqueueEjU13block_pointerFvPvmE
00007ffa1c0fce82 (__TEXT,__text) external __ZN25IODataQueueDispatchSource8DispatchE5IORPC
00007ffa1c0fce8c (__TEXT,__text) external __ZN25IODataQueueDispatchSource9_DispatchEPS_5IORPC
00007ffa1c0fe168 (__TEXT,__text) external __ZN25IODispatchSourceMetaClass3NewEP8OSObject
00007ffa1c0fe2b4 (__TEXT,__text) external __ZN25IODispatchSourceMetaClass8DispatchE5IORPC
00007ffa1c0f975c (__TEXT,__text) external __ZN25IOHistogramReporter_IVars18handleCreateLegendEv
00007ffa1c10d86d (__TEXT,__text) non-external __ZN25IOHistogramReporter_IVars18handleCreateLegendEv.cold.1
00007ffa1c0f9342 (__TEXT,__text) external __ZN25IOHistogramReporter_IVarsC1EP9IOService19IOReportChannelTypeyPK8OSStringtyiP24IOHistogramSegmentConfig
00007ffa1c0f9350 (__TEXT,__text) external __ZN25IOHistogramReporter_IVarsC2EP9IOService19IOReportChannelTypeyPK8OSStringtyiP24IOHistogramSegmentConfig
00007ffa1c0f9740 (__TEXT,__text) external __ZN25IOHistogramReporter_IVarsD0Ev
00007ffa1c0f9736 (__TEXT,__text) external __ZN25IOHistogramReporter_IVarsD1Ev
00007ffa1c0f96ac (__TEXT,__text) external __ZN25IOHistogramReporter_IVarsD2Ev
00007ffa1c10d7df (__TEXT,__text) non-external __ZN25IOHistogramReporter_IVarsD2Ev.cold.1
00007ffa1c10d7ff (__TEXT,__text) non-external __ZN25IOHistogramReporter_IVarsD2Ev.cold.2
00007ffa1c10d826 (__TEXT,__text) non-external __ZN25IOHistogramReporter_IVarsD2Ev.cold.3
00007ffa1c10d846 (__TEXT,__text) non-external __ZN25IOHistogramReporter_IVarsD2Ev.cold.4
00007ffa1c100414 (__TEXT,__text) external __ZN25IOInterruptDispatchSource10SetHandlerEP8OSActionPFiP15OSMetaClassBase5IORPCE
00007ffa1c0e6658 (__TEXT,__text) external __ZN25IOInterruptDispatchSource11Cancel_ImplEU13block_pointerFvvE
00007ffa1c10c7df (__TEXT,__text) non-external __ZN25IOInterruptDispatchSource11Cancel_ImplEU13block_pointerFvvE.cold.1
00007ffa1c1001c6 (__TEXT,__text) external __ZN25IOInterruptDispatchSource11Create_CallEP9IOServicejP15IODispatchQueuePPS_
00007ffa1c1006f6 (__TEXT,__text) external __ZN25IOInterruptDispatchSource13Create_InvokeE5IORPCPFiP9IOServicejP15IODispatchQueuePPS_E
00007ffa1c0e63f6 (__TEXT,__text) external __ZN25IOInterruptDispatchSource15SetHandler_ImplEP8OSAction
00007ffa1c10030c (__TEXT,__text) external __ZN25IOInterruptDispatchSource16GetInterruptTypeEP9IOServicejPy
00007ffa1c100524 (__TEXT,__text) external __ZN25IOInterruptDispatchSource16GetLastInterruptEPyS0_PFiP15OSMetaClassBase5IORPCE
00007ffa1c0e6762 (__TEXT,__text) external __ZN25IOInterruptDispatchSource17CheckForWork_ImplE5IORPCb
00007ffa1c100692 (__TEXT,__text) external __ZN25IOInterruptDispatchSource17InterruptOccurredE5IORPCP8OSActionyyPFiP15OSMetaClassBaseS0_E
00007ffa1c1000e0 (__TEXT,__text) external __ZN25IOInterruptDispatchSource17SetHandler_InvokeE5IORPCP15OSMetaClassBasePFiS2_P8OSActionE
00007ffa1c0e67a4 (__TEXT,__text) external __ZN25IOInterruptDispatchSource22InterruptOccurred_ImplEP8OSActionyy
00007ffa1c1007f2 (__TEXT,__text) external __ZN25IOInterruptDispatchSource23GetInterruptType_InvokeE5IORPCPFiP9IOServicejPyE
00007ffa1c1008aa (__TEXT,__text) external __ZN25IOInterruptDispatchSource23GetLastInterrupt_InvokeE5IORPCP15OSMetaClassBasePFiS2_PyS3_E
00007ffa1c100198 (__TEXT,__text) external __ZN25IOInterruptDispatchSource24InterruptOccurred_InvokeE5IORPCP15OSMetaClassBasePFvS2_P8OSActionyyE
00007ffa1c100926 (__TEXT,__text) external __ZN25IOInterruptDispatchSource24InterruptOccurred_InvokeE5IORPCP15OSMetaClassBasePFvS2_P8OSActionyyEPK11OSMetaClass
00007ffa1c0e643a (__TEXT,__text) external __ZN25IOInterruptDispatchSource28SetEnableWithCompletion_ImplEbU13block_pointerFvvE
00007ffa1c0e638e (__TEXT,__text) external __ZN25IOInterruptDispatchSource4freeEv
00007ffa1c0e6344 (__TEXT,__text) external __ZN25IOInterruptDispatchSource4initEv
00007ffa1c0e631e (__TEXT,__text) external __ZN25IOInterruptDispatchSource6CreateEP9IOServicejP15IODispatchQueuePPS_
00007ffa1c0ffeb0 (__TEXT,__text) external __ZN25IOInterruptDispatchSource8DispatchE5IORPC
00007ffa1c0ffeba (__TEXT,__text) external __ZN25IOInterruptDispatchSource9_DispatchEPS_5IORPC
00007ffa1c101592 (__TEXT,__text) external __ZN25IOSimpleReporterMetaClass3NewEP8OSObject
00007ffa1c1009d0 (__TEXT,__text) external __ZN27IOMemoryDescriptorMetaClass3NewEP8OSObject
00007ffa1c100a46 (__TEXT,__text) external __ZN27IOMemoryDescriptorMetaClass8DispatchE5IORPC
00007ffa1c1015f2 (__TEXT,__text) external __ZN28IOHistogramReporterMetaClass3NewEP8OSObject
00007ffa1c0ff088 (__TEXT,__text) external __ZN29IOExtensiblePaniclogMetaClass3NewEP8OSObject
00007ffa1c0ff108 (__TEXT,__text) external __ZN29IOExtensiblePaniclogMetaClass8DispatchE5IORPC
00007ffa1c107640 (__TEXT,__text) external __ZN30IOTimerDispatchSourceMetaClass3NewEP8OSObject
00007ffa1c1079f6 (__TEXT,__text) external __ZN30IOTimerDispatchSourceMetaClass8DispatchE5IORPC
00007ffa1c10ac68 (__TEXT,__text) external __ZN30_IOBlockStorageDeviceMetaClass3NewEP8OSObject
00007ffa1c10acde (__TEXT,__text) external __ZN30_IOBlockStorageDeviceMetaClass8DispatchE5IORPC
