
/System/Library/PrivateFrameworks/AssistantServices.framework/Versions/A/Support/assistantd (for architecture x86_64):
00000001002ed0f4 (__TEXT,__text) external _ADAMOSIdentifierCreate
                 (undefined) external _OBJC_CLASS_$_SATimerSet (from SAObjects)
                 (undefined) external _OBJC_CLASS_$_SATimerSetCompleted (from SAObjects)
                 (undefined) external _OBJC_CLASS_$_SATimerTimerShow (from SAObjects)
                 (undefined) external _OBJC_CLASS_$_SAUIAddDialogs (from SAObjects)
                 (undefined) external _OBJC_CLASS_$_SAUIAddViews (from SAObjects)
                 (undefined) external _OBJC_CLASS_$_SAUIAppPunchOut (from SAObjects)
                 (undefined) external _OBJC_CLASS_$_SAUIAssistantUtteranceView (from SAObjects)
                 (undefined) external _OBJC_CLASS_$_SAUICloseAssistant (from SAObjects)
                 (undefined) external _OBJC_CLASS_$_SAUIGetSuggestedUtterances (from SAObjects)
                 (undefined) external _OBJC_CLASS_$_SAUIPerformNotificationAction (from SAObjects)
                 (undefined) external _OBJC_CLASS_$_SAUIPlayNotificationSound (from SAObjects)
                 (undefined) external _OBJC_CLASS_$_SAUISayIt (from SAObjects)
                 (undefined) external _OBJC_CLASS_$_SAUIShowRequestHandlingStatus (from SAObjects)
                 (undefined) external _OBJC_CLASS_$_SAURIHandoffPayload (from SAObjects)
                 (undefined) external _OBJC_CLASS_$_SAUpdateReadingState (from SAObjects)
                 (undefined) external _OBJC_CLASS_$_SAUpdateRestrictions (from SAObjects)
                 (undefined) external _OBJC_CLASS_$_SAUserActivity (from SAObjects)
                 (undefined) external _OBJC_CLASS_$_SAUserConfidenceScore (from SAObjects)
                 (undefined) external _OBJC_CLASS_$_SAUserState (from SAObjects)
                 (undefined) external _OBJC_CLASS_$_SAVoice (from SAObjects)
                 (undefined) external _OBJC_CLASS_$_SAWaitForCommands (from SAObjects)
                 (undefined) weak external _OBJC_CLASS_$_SCDAFDevice (from SiriCrossDeviceArbitrationFeedback)
                 (undefined) weak external _OBJC_CLASS_$_SCDAFFeedbackService (from SiriCrossDeviceArbitrationFeedback)
                 (undefined) weak external _OBJC_CLASS_$_SCDAFParticipation (from SiriCrossDeviceArbitrationFeedback)
                 (undefined) external _OBJC_CLASS_$_SISchemaActiveAudioDevice (from SiriInstrumentation)
                 (undefined) external _OBJC_CLASS_$_SISchemaActiveStatus (from SiriInstrumentation)
                 (undefined) external _OBJC_CLASS_$_SISchemaAdaptiveVolumeUserPreferences (from SiriInstrumentation)
                 (undefined) external _OBJC_CLASS_$_SISchemaAggregatedMetrics (from SiriInstrumentation)
                 (undefined) external _OBJC_CLASS_$_SISchemaAnnounceEnabledStatus (from SiriInstrumentation)
                 (undefined) external _OBJC_CLASS_$_SISchemaAnnounceNotifications (from SiriInstrumentation)
                 (undefined) external _OBJC_CLASS_$_SISchemaAsset (from SiriInstrumentation)
                 (undefined) external _OBJC_CLASS_$_SISchemaClientAnyEvent (from AssistantServices)
                 (undefined) external _OBJC_CLASS_$_SISchemaClientEvent (from SiriInstrumentation)
                 (undefined) external _OBJC_CLASS_$_SISchemaClientEventMetadata (from SiriInstrumentation)
                 (undefined) external _OBJC_CLASS_$_SISchemaClientTurnBasedEvent (from AssistantServices)
                 (undefined) external _OBJC_CLASS_$_SISchemaClientTurnContext (from AssistantServices)
                 (undefined) external _OBJC_CLASS_$_SISchemaDailyDeviceStatus (from SiriInstrumentation)
                 (undefined) external _OBJC_CLASS_$_SISchemaDeviceDynamicContext (from SiriInstrumentation)
                 (undefined) external _OBJC_CLASS_$_SISchemaEnabledStatus (from SiriInstrumentation)
                 (undefined) external _OBJC_CLASS_$_SISchemaEnrolledUserState (from SiriInstrumentation)
                 (undefined) external _OBJC_CLASS_$_SISchemaLocaleIdentifier (from SiriInstrumentation)
                 (undefined) external _OBJC_CLASS_$_SISchemaLocation (from SiriInstrumentation)
                 (undefined) external _OBJC_CLASS_$_SISchemaMultiUserState (from SiriInstrumentation)
                 (undefined) external _OBJC_CLASS_$_SISchemaOrderedAnyEvent (from SiriInstrumentation)
                 (undefined) external _OBJC_CLASS_$_SISchemaPersonalization (from SiriInstrumentation)
                 (undefined) external _OBJC_CLASS_$_SISchemaRequestLink (from SiriInstrumentation)
                 (undefined) external _OBJC_CLASS_$_SISchemaRequestLinkInfo (from SiriInstrumentation)
                 (undefined) external _OBJC_CLASS_$_SISchemaSendWithoutConfirmation (from SiriInstrumentation)
                 (undefined) external _OBJC_CLASS_$_SISchemaUUID (from SiriInstrumentation)
                 (undefined) external _OBJC_CLASS_$_SISchemaVersion (from SiriInstrumentation)
                 (undefined) external _OBJC_CLASS_$_SISchemaVoiceSettings (from SiriInstrumentation)
                 (undefined) external _OBJC_CLASS_$_SISchemaVoiceTriggerMetrics (from SiriInstrumentation)
                 (undefined) external _OBJC_CLASS_$_SIUtilities (from SiriInstrumentation)
                 (undefined) external _OBJC_CLASS_$_SKIAnnounceNotificationDirectInvocationPayload (from SiriKitInvocation)
                 (undefined) external _OBJC_CLASS_$_SKIDirectInvocation (from SiriKitInvocation)
                 (undefined) external _OBJC_CLASS_$_SKIDirectInvocationContext (from SiriKitInvocation)
                 (undefined) external _OBJC_CLASS_$_SKIHomeAutomationInvocation (from SiriKitInvocation)
                 (undefined) external _OBJC_CLASS_$_SKIMediaControlsInvocation (from SiriKitInvocation)
                 (undefined) external _OBJC_CLASS_$_SKIMessagesInvocation (from SiriKitInvocation)
                 (undefined) external _OBJC_CLASS_$_SKINotebookInvocation (from SiriKitInvocation)
                 (undefined) external _OBJC_CLASS_$_SKINotificationsInvocation (from SiriKitInvocation)
                 (undefined) external _OBJC_CLASS_$_SKIPhoneInvocation (from SiriKitInvocation)
                 (undefined) external _OBJC_CLASS_$_SOClockAlarmManager (from SiriObservation)
                 (undefined) external _OBJC_CLASS_$_SOClockAlarmObserver (from SiriObservation)
                 (undefined) external _OBJC_CLASS_$_SOClockTimerManager (from SiriObservation)
                 (undefined) external _OBJC_CLASS_$_SOClockTimerObserver (from SiriObservation)
                 (undefined) external _OBJC_CLASS_$_SOMediaNowPlayingObserver (from SiriObservation)
                 (undefined) external _OBJC_CLASS_$_SRDRequestDispatcher (from SiriMessageBus)
                 (undefined) external _OBJC_CLASS_$_SSRVoiceProfileManager (from SpeakerRecognition)
                 (undefined) external _OBJC_CLASS_$_STAlarm (from AssistantServices)
                 (undefined) external _OBJC_CLASS_$_STEmailMessage (from SiriTasks)
                 (undefined) external _OBJC_CLASS_$_STGenericIntentRequest (from SiriTasks)
                 (undefined) external _OBJC_CLASS_$_STGenericIntentResponse (from SiriTasks)
                 (undefined) external _OBJC_CLASS_$_STPerson (from AssistantServices)
                 (undefined) external _OBJC_CLASS_$_STPersonContactHandle (from AssistantServices)
                 (undefined) external _OBJC_CLASS_$_STPromptManeuverRequest (from SiriTasks)
                 (undefined) external _OBJC_CLASS_$_STSendDraftMessageRequest (from SiriTasks)
                 (undefined) external _OBJC_CLASS_$_STSendEmailRequest (from SiriTasks)
                 (undefined) external _OBJC_CLASS_$_STSetting (from AssistantServices)
                 (undefined) external _OBJC_CLASS_$_STSettingChange (from AssistantServices)
                 (undefined) external _OBJC_CLASS_$_STShowActivityRequest (from SiriTasks)
                 (undefined) external _OBJC_CLASS_$_STShowChannelRequest (from SiriTasks)
                 (undefined) external _OBJC_CLASS_$_STShowDraftMessageRequest (from SiriTasks)
                 (undefined) external _OBJC_CLASS_$_STShowMapPointRequest (from SiriTasks)
                 (undefined) external _OBJC_CLASS_$_STShowMapsSearchResultsRequest (from SiriTasks)
                 (undefined) external _OBJC_CLASS_$_STSiriLocation (from AssistantServices)
                 (undefined) external _OBJC_CLASS_$_STStartNavigationRequest (from SiriTasks)
                 (undefined) external _OBJC_CLASS_$_STStopNavigationRequest (from SiriTasks)
                 (undefined) external _OBJC_CLASS_$_STTimer (from AssistantServices)
                 (undefined) external _OBJC_CLASS_$_STWorkoutSetStateRequest (from SiriTasks)
                 (undefined) external _OBJC_CLASS_$_SVDAlarmTimerIntentsHandlingCapability (from SiriVirtualDeviceResolution)
                 (undefined) external _OBJC_CLASS_$_SVDAppLaunchCapability (from SiriVirtualDeviceResolution)
                 (undefined) external _OBJC_CLASS_$_SVDAssistantEnabledCapability (from SiriVirtualDeviceResolution)
                 (undefined) external _OBJC_CLASS_$_SVDAudioPlaybackCapability (from SiriVirtualDeviceResolution)
                 (undefined) external _OBJC_CLASS_$_SVDDeviceResolutionXPCInterface (from SiriVirtualDeviceResolution)
                 (undefined) external _OBJC_CLASS_$_SVDDeviceUnit (from SiriVirtualDeviceResolution)
                 (undefined) external _OBJC_CLASS_$_SVDMUXCapability (from SiriVirtualDeviceResolution)
                 (undefined) external _OBJC_CLASS_$_SVDSeymourRoutingCapability (from SiriVirtualDeviceResolution)
                 (undefined) external _OBJC_CLASS_$_SVDSpeakerCapability (from SiriVirtualDeviceResolution)
                 (undefined) external _OBJC_CLASS_$_SVDVideoPlaybackCapability (from SiriVirtualDeviceResolution)
                 (undefined) external _OBJC_CLASS_$_SVDVoiceTriggerCapability (from SiriVirtualDeviceResolution)
                 (undefined) external _OBJC_CLASS_$_SZExtractor (from StreamingZip)
                 (undefined) external _OBJC_CLASS_$_SiriCoreConnectionMetrics (from SiriCore)
                 (undefined) external _OBJC_CLASS_$_SiriCoreConnectionTCPInfoMetrics (from SiriCore)
                 (undefined) external _OBJC_CLASS_$_SiriCoreConnectionType (from SiriCore)
                 (undefined) external _OBJC_CLASS_$_SiriCoreNWConnection (from SiriCore)
                 (undefined) external _OBJC_CLASS_$_SiriCoreNetworkActivityTracing (from SiriCore)
                 (undefined) external _OBJC_CLASS_$_SiriCoreNetworkManager (from SiriCore)
                 (undefined) external _OBJC_CLASS_$_SiriCoreNetworkingAnalytics (from SiriCore)
                 (undefined) external _OBJC_CLASS_$_SiriCoreSQLiteColumnConstraint (from SiriCore)
                 (undefined) external _OBJC_CLASS_$_SiriCoreSQLiteColumnDescription (from SiriCore)
                 (undefined) external _OBJC_CLASS_$_SiriCoreSQLiteDatabase (from SiriCore)
                 (undefined) external _OBJC_CLASS_$_SiriCoreSQLiteIndexDescription (from SiriCore)
                 (undefined) external _OBJC_CLASS_$_SiriCoreSQLiteQueryCriterion (from SiriCore)
                 (undefined) external _OBJC_CLASS_$_SiriCoreSQLiteQueryOrder (from SiriCore)
                 (undefined) external _OBJC_CLASS_$_SiriCoreSQLiteQueryRange (from SiriCore)
                 (undefined) external _OBJC_CLASS_$_SiriCoreSQLiteTableDescription (from SiriCore)
                 (undefined) external _OBJC_CLASS_$_SiriCoreSiriConnection (from SiriCore)
                 (undefined) external _OBJC_CLASS_$_SiriCoreSiriDaemonLaunchContext (from SiriCore)
                 (undefined) external _OBJC_CLASS_$_SiriCoreSpeechPacket (from SiriCore)
                 (undefined) external _OBJC_CLASS_$_SiriCoreSymptomsReporter (from SiriCore)
                 (undefined) external _OBJC_CLASS_$_SiriCoreSyncDatabase (from SiriCore)
                 (undefined) external _OBJC_CLASS_$_SiriCoreSyncRecord (from SiriCore)
                 (undefined) external _OBJC_CLASS_$_SiriCoreWiFiManagerClient (from SiriCore)
                 (undefined) external _OBJC_CLASS_$_TRIAllocationStatus (from Trial)
                 (undefined) external _OBJC_CLASS_$_TRIClient (from Trial)
                 (undefined) external _OBJC_CLASS_$_TRIExperimentAllocationStatus (from Trial)
                 (undefined) external _OBJC_CLASS_$_TRINamespace (from TrialProto)
                 (undefined) weak external _OBJC_CLASS_$_TUCallCapabilities (from TelephonyUtilities)
                 (undefined) weak external _OBJC_CLASS_$_TUCallCenter (from TelephonyUtilities)
                 (undefined) weak external _OBJC_CLASS_$_TUUserConfiguration (from TelephonyUtilities)
                 (undefined) weak external _OBJC_CLASS_$_UNMutableNotificationContent (from UserNotifications)
                 (undefined) weak external _OBJC_CLASS_$_UNNotification (from UserNotifications)
                 (undefined) weak external _OBJC_CLASS_$_UNNotificationRequest (from UserNotifications)
                 (undefined) weak external _OBJC_CLASS_$_UNUserNotificationCenter (from UserNotifications)
                 (undefined) weak external _OBJC_CLASS_$_VTPreferences (from VoiceTrigger)
0000000100671b38 (__DATA,__objc_data) external _OBJC_CLASS_$__ADAudioSessionCoordinationMessageBeginAudioSessionRequestMutation
0000000100664e08 (__DATA,__objc_data) external _OBJC_CLASS_$__ADAudioSessionCoordinationMessageBeginAudioSessionResponseMutation
0000000100666920 (__DATA,__objc_data) external _OBJC_CLASS_$__ADAudioSessionCoordinationMessageEndAudioSessionRequestMutation
00000001006715d8 (__DATA,__objc_data) external _OBJC_CLASS_$__ADAudioSessionCoordinationMessageEndAudioSessionResponseMutation
0000000100670268 (__DATA,__objc_data) external _OBJC_CLASS_$__ADAudioSessionCoordinationMessageKeepAudioSessionAliveRequestMutation
0000000100668d70 (__DATA,__objc_data) external _OBJC_CLASS_$__ADAudioSessionCoordinationMessageKeepAudioSessionAliveResponseMutation
0000000100676570 (__DATA,__objc_data) external _OBJC_CLASS_$__ADAudioSessionCoordinationMessageMutation
0000000100666648 (__DATA,__objc_data) external _OBJC_CLASS_$__ADChunkInfo
000000010066ab48 (__DATA,__objc_data) external _OBJC_CLASS_$__ADCloudKitDeviceCapabilitiesStoreHelper
000000010066abc0 (__DATA,__objc_data) external _OBJC_CLASS_$__ADCloudKitIntentsCapabilitiesStoreHelper
