00000001adc1be50 (__TEXT,__text) non-external +[Caller current]
                 (undefined) external _OBJC_CLASS_$_LACClientInfoProvider (from LocalAuthenticationCore)
                 (undefined) external _OBJC_CLASS_$_LACConcurrencyUtilities (from LocalAuthenticationCore)
                 (undefined) external _OBJC_CLASS_$_LACInstalledAppsCache (from LocalAuthenticationCore)
                 (undefined) external _OBJC_CLASS_$_LACPolicyUtilities (from LocalAuthenticationCore)
                 (undefined) external _OBJC_CLASS_$_LACXPCClient (from LocalAuthenticationCore)
00000001edebbd48 (__AUTH,__objc_data) external _OBJC_CLASS_$_LADFROwnerToken
                 (undefined) external _OBJC_CLASS_$_LAErrorHelper (from SharedUtils)
00000001edebc130 (__AUTH,__objc_data) external _OBJC_CLASS_$_LASIORemoteCall
00000001edebc1d0 (__AUTH,__objc_data) external _OBJC_CLASS_$_LASecureIO
00000001edebc018 (__AUTH,__objc_data) external _OBJC_CLASS_$_LASecureIOArchive
00000001edebbf28 (__AUTH,__objc_data) external _OBJC_CLASS_$_LASecureIOAsset
00000001edebc180 (__AUTH,__objc_data) external _OBJC_CLASS_$_LASecureIOCommunication
00000001edebbfa0 (__AUTH,__objc_data) external _OBJC_CLASS_$_LASecureIODisplay
00000001edebbd20 (__AUTH,__objc_data) external _OBJC_CLASS_$_LASecureIOHelper
00000001edebc090 (__AUTH,__objc_data) external _OBJC_CLASS_$_LASecureIOLocal
00000001edebc298 (__AUTH,__objc_data) external _OBJC_CLASS_$_LASecureIOLoggingHelper
00000001edebc040 (__AUTH,__objc_data) external _OBJC_CLASS_$_LASecureIOScene
00000001edebc0e0 (__AUTH,__objc_data) external _OBJC_CLASS_$_LASecureIOServer
00000001edebc220 (__AUTH,__objc_data) external _OBJC_CLASS_$_LASecureIOTouchBarView
00000001edebbf78 (__AUTH,__objc_data) external _OBJC_CLASS_$_LASecureIOUtils
                 (undefined) external _OBJC_CLASS_$_LAUtils (from SharedUtils)
                 (undefined) external _OBJC_CLASS_$_NSArray (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSBundle (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSCache (from CoreFoundation)
                 (undefined) weak external _OBJC_CLASS_$_NSColor (from AppKit)
                 (undefined) external _OBJC_CLASS_$_NSConstantArray (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSConstantDictionary (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSConstantIntegerNumber (from Foundation)
                 (undefined) weak external _OBJC_CLASS_$_NSCustomTouchBarItem (from AppKit)
                 (undefined) external _OBJC_CLASS_$_NSData (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSDate (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSDateFormatter (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSDictionary (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSException (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSFileManager (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSHashTable (from Foundation)
                 (undefined) weak external _OBJC_CLASS_$_NSImage (from AppKit)
                 (undefined) weak external _OBJC_CLASS_$_NSImageView (from AppKit)
                 (undefined) external _OBJC_CLASS_$_NSKeyedArchiver (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSKeyedUnarchiver (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableArray (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableData (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableDictionary (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableSet (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableString (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSNotificationCenter (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSNumber (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSObject (from libobjc)
                 (undefined) external _OBJC_CLASS_$_NSPredicate (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSPropertyListSerialization (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSSet (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSString (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSThread (from Foundation)
                 (undefined) weak external _OBJC_CLASS_$_NSTouchBar (from AppKit)
                 (undefined) external _OBJC_CLASS_$_NSURL (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSUUID (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSValue (from Foundation)
                 (undefined) weak external _OBJC_CLASS_$_NSView (from AppKit)
                 (undefined) external _OBJC_CLASS_$_NSXPCConnection (from Foundation)
00000001ed29a460 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_NotificationCenterInvalidationSource
00000001ed29a2d0 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_PreflightCache
00000001edebbdc0 (__AUTH,__objc_data) external _OBJC_CLASS_$_PreflightCacheAssertion
00000001edebbe38 (__AUTH,__objc_data) external _OBJC_CLASS_$_PreflightCacheBypassAssertion
00000001ed29a3c0 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_PreflightCacheInvalidationSource
00000001ed29a320 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_PushButtonMonitor
00000001ed29a168 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_Request
00000001ed29a140 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_StorageRequest
00000001ed29a118 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_TrustedAccessoryHelper
00000001edebbe60 (__AUTH,__objc_data) external _OBJC_CLASS_$_UserPasswordInvalidationSource
00000001edebbeb0 (__AUTH,__objc_data) external _OBJC_CLASS_$_WatchInvalidationSource
00000001ed29a0f0 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_WatchMonitor
00000001eb17c9fc (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_Caller._asid
00000001eb17ca04 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_Caller._auditToken
00000001eb17ca00 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_Caller._connection
00000001eb17c9f8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_Caller._euid
00000001eb17c9f0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_Caller._path
00000001eb17c9f4 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_Caller._pid
00000001eb17c958 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_DarwinNotificationInvalidationSource._notificationName
00000001eb17c954 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_DarwinNotificationInvalidationSource._token
00000001eb17c9dc (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_DomainStateRequest._client
00000001eb17c9e0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_DomainStateRequest._clientInfo
00000001eb17c9e4 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_DomainStateRequest._contextID
00000001eb17c9ec (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_DomainStateRequest._options
00000001eb17c9e8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_DomainStateRequest._originatorId
00000001eb17c998 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_EvaluationRequest._acl
00000001eb17c99c (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_EvaluationRequest._aclOperation
00000001eb17c9b8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_EvaluationRequest._analytics
00000001eb17c990 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_EvaluationRequest._callback
00000001eb17c9a4 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_EvaluationRequest._client
00000001eb17c9a8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_EvaluationRequest._clientInfo
00000001eb17c988 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_EvaluationRequest._contextID
00000001eb17c97c (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_EvaluationRequest._customUI
00000001eb17c980 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_EvaluationRequest._evaluationUserId
00000001eb17c9ac (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_EvaluationRequest._externalizedContext
00000001eb17c9a0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_EvaluationRequest._options
00000001eb17c98c (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_EvaluationRequest._originatorId
00000001eb17c9bc (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_EvaluationRequest._pausedEvents
00000001eb17c9c0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_EvaluationRequest._payload
00000001eb17c994 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_EvaluationRequest._policy
00000001eb17c9b0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_EvaluationRequest._purpose
00000001eb17c9b4 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_EvaluationRequest._retryingForError
00000001eb17c984 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_EvaluationRequest.analyticsData
00000001eb17c978 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_EvaluationRequest.immediateSuccess
00000001eb17c91c (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LAAnalytics._allowsMultipleCollections
00000001eb17c920 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LAAnalytics._eventName
00000001eb17c924 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LAAnalytics._storage
00000001eb17c918 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LAAnalytics._wasSent
00000001eb17c8a8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LAAnalyticsEvaluation._authenticationTypes
00000001eb17c8c4 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LAAnalyticsEvaluation._biometryAttempts
00000001eb17c8c8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LAAnalyticsEvaluation._biometryFailures
00000001eb17c8cc (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LAAnalyticsEvaluation._biometryNoMatches
00000001eb17c8b8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LAAnalyticsEvaluation._biometryResult
00000001eb17c8ac (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LAAnalyticsEvaluation._biometryStarted
00000001eb17c8a4 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LAAnalyticsEvaluation._biometryType
00000001eb17c8a0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LAAnalyticsEvaluation._continuity
00000001eb17c8b4 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LAAnalyticsEvaluation._continuityEvent
00000001eb17c8d0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LAAnalyticsEvaluation._passcodeAttempts
00000001eb17c8d4 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LAAnalyticsEvaluation._passcodeFailures
00000001eb17c8bc (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LAAnalyticsEvaluation._passcodeResult
00000001eb17c8b0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LAAnalyticsEvaluation._passcodeStarted
00000001eb17c898 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LAAnalyticsEvaluation._policy
00000001eb17c89c (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LAAnalyticsEvaluation._request
00000001eb17c8c0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LAAnalyticsEvaluation._result
00000001eb17c884 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LAAnalyticsPasscodeFallbackPeriod._biometryAttempts
00000001eb17c888 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LAAnalyticsPasscodeFallbackPeriod._biometrySuccessTime
00000001eb17c880 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LAAnalyticsPasscodeFallbackPeriod._passcodeCount
00000001eb17c87c (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LAAnalyticsPasscodeFallbackPeriod._passcodePresentedTime
00000001eb17c878 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LAAnalyticsPasscodeFallbackPeriod._policyGroup
00000001eb17caac (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASIORemoteCall._callID
00000001eb17caa8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASIORemoteCall._command
00000001eb17cac4 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASIORemoteCall._payload
00000001eb17cab8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASIORemoteCall._requestData
00000001eb17cabc (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASIORemoteCall._responseData
00000001eb17cac0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASIORemoteCall._responseError
00000001eb17cab0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASIORemoteCall._semaphore
00000001eb17cab4 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASIORemoteCall._version
00000001eb17cae4 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASecureIO._client
00000001eb17cae8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASecureIO._delegate
00000001eb17ca20 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASecureIOAsset._action
00000001eb17ca3c (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASecureIOAsset._assetCatalogButtonDisabledKey
00000001eb17ca44 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASecureIOAsset._assetCatalogButtonPressedKey
00000001eb17ca40 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASecureIOAsset._assetCatalogButtonUnpressedKey
00000001eb17ca2c (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASecureIOAsset._assetCatalogImageKey
00000001eb17ca30 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASecureIOAsset._buttonDisabled
00000001eb17ca38 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASecureIOAsset._buttonPressed
00000001eb17ca34 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASecureIOAsset._buttonUnpressed
00000001eb17ca08 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASecureIOAsset._disabled
00000001eb17ca24 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASecureIOAsset._format
00000001eb17ca18 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASecureIOAsset._height
00000001eb17ca28 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASecureIOAsset._image
00000001eb17ca48 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASecureIOAsset._name
00000001eb17ca50 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASecureIOAsset._remoteAssetKey
00000001eb17ca4c (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASecureIOAsset._renderedText
00000001eb17ca1c (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASecureIOAsset._type
00000001eb17ca14 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASecureIOAsset._width
00000001eb17ca0c (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASecureIOAsset._x
00000001eb17ca10 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASecureIOAsset._y
00000001eb17cadc (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASecureIOCommunication._client
00000001eb17cac8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASecureIOCommunication._currentCalls
00000001eb17cae0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASecureIOCommunication._delegate
00000001eb17cacc (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASecureIOCommunication._queue
00000001eb17cad8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASecureIOCommunication._serviceName
00000001eb17cad4 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASecureIOCommunication._xpcConnection
00000001eb17cad0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASecureIOCommunication._xpcListener
00000001eb17ca54 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASecureIODisplay._touchBar
