00000001acba5258 (__TEXT,__text) non-external +[Caller current]
00000001acbabf1c (__TEXT,__text) external _ACMContextVerifyPolicyWithPreflight
00000001acbad228 (__TEXT,__text) external _ACMCredentialCreate
00000001acbad22c (__TEXT,__text) external _ACMCredentialDelete
00000001acbccd88 (__TEXT,__text) external _ACMCredentialGetProperty
00000001acbac920 (__TEXT,__text) external _ACMCredentialGetPropertyData
00000001acbad230 (__TEXT,__text) external _ACMCredentialGetType
00000001acbad234 (__TEXT,__text) external _ACMCredentialSetProperty
00000001acbae014 (__TEXT,__text) external _ACMDecryptData
00000001acbae090 (__TEXT,__text) external _ACMDecryptDataEx
00000001acbadfc8 (__TEXT,__text) external _ACMEncryptData
00000001acbae060 (__TEXT,__text) external _ACMEncryptDataEx
00000001acbac928 (__TEXT,__text) external _ACMGetAclAuthMethod
00000001acbace24 (__TEXT,__text) external _ACMGetEnvironmentVariable
00000001acbcc470 (__TEXT,__text) external _ACMGlobalContextAddCredential
00000001acbad244 (__TEXT,__text) external _ACMGlobalContextCredentialGetProperty
00000001acbcc5f4 (__TEXT,__text) external _ACMGlobalContextRemoveCredentialsByType
00000001acbac270 (__TEXT,__text) external _ACMGlobalContextVerifyPolicy
00000001acbacfc8 (__TEXT,__text) external _ACMKernelControl
00000001acbac510 (__TEXT,__text) external _ACMParseAclAndCopyConstraintCharacteristics
00000001acbadf8c (__TEXT,__text) external _ACMPing
00000001acbad240 (__TEXT,__text) external _ACMRequirementGetPriority
00000001acbcd250 (__TEXT,__text) external _ACMRequirementGetProperties
00000001acbcd0e4 (__TEXT,__text) external _ACMRequirementGetProperty
00000001acbac924 (__TEXT,__text) external _ACMRequirementGetPropertyData
00000001acbad23c (__TEXT,__text) external _ACMRequirementGetState
00000001acbccef4 (__TEXT,__text) external _ACMRequirementGetSubrequirements
00000001acbad238 (__TEXT,__text) external _ACMRequirementGetType
00000001acbad184 (__TEXT,__text) external _ACMSEPControl
00000001acbad1d4 (__TEXT,__text) external _ACMSEPControlEx
00000001acbaca98 (__TEXT,__text) external _ACMSetEnvironmentVariable
00000001acbacc50 (__TEXT,__text) external _ACMSetEnvironmentVariableWithAccessPolicy
                 (undefined) external _AnalyticsSendEventLazy (from CoreAnalytics)
                 (undefined) external _CFBooleanGetTypeID (from CoreFoundation)
                 (undefined) external _CFBooleanGetValue (from CoreFoundation)
                 (undefined) external _CFGetTypeID (from CoreFoundation)
                 (undefined) external _CFRelease (from CoreFoundation)
00000001acbc8658 (__TEXT,__text) external _CompareCredentials
00000001acbc85c4 (__TEXT,__text) external _CopyCredential
                 (undefined) weak external _DFRGetScreenSize (from DFRFoundation)
                 (undefined) weak external _DFRGetStatus (from DFRFoundation)
                 (undefined) weak external _DFRRegisterStatusChangeCallback (from DFRFoundation)
00000001acbd3df0 (__TEXT,__const) non-external (was a private external) _DaemonUtilsVersionNumber
00000001acbd3db0 (__TEXT,__const) non-external (was a private external) _DaemonUtilsVersionString
00000001acbc8c44 (__TEXT,__text) external _DeallocCredentialList
00000001acba8e4c (__TEXT,__text) external _DeserializeAddCredential
00000001acbc8948 (__TEXT,__text) external _DeserializeAddCredentialType
00000001acbc8410 (__TEXT,__text) external _DeserializeCredential
00000001acbc8b24 (__TEXT,__text) external _DeserializeCredentialList
00000001acbc8d44 (__TEXT,__text) external _DeserializeGetContextProperty
00000001acba8ac4 (__TEXT,__text) external _DeserializeProcessAcl
00000001acba8f0c (__TEXT,__text) external _DeserializeRemoveCredential
00000001acba8f10 (__TEXT,__text) external _DeserializeReplacePassphraseCredential
00000001acbc80e8 (__TEXT,__text) external _DeserializeRequirement
00000001acba87a0 (__TEXT,__text) external _DeserializeVerifyAclConstraint
00000001acbc7848 (__TEXT,__text) external _DeserializeVerifyPolicy
00000001acbc8818 (__TEXT,__text) external _GetSerializedAddCredentialSize
00000001acbc8328 (__TEXT,__text) external _GetSerializedCredentialSize
00000001acbc8cf0 (__TEXT,__text) external _GetSerializedGetContextPropertySize
00000001acbc7c60 (__TEXT,__text) external _GetSerializedProcessAclSize
00000001acbc89c8 (__TEXT,__text) external _GetSerializedRemoveCredentialSize
00000001acbc8a1c (__TEXT,__text) external _GetSerializedReplacePassphraseCredentialSize
00000001acbc7e48 (__TEXT,__text) external _GetSerializedRequirementSize
00000001acbc7a28 (__TEXT,__text) external _GetSerializedVerifyAclConstraintSize
00000001acbc76b0 (__TEXT,__text) external _GetSerializedVerifyPolicySize
                 (undefined) external _IOConnectCallScalarMethod (from IOKit)
                 (undefined) external _IOConnectCallStructMethod (from IOKit)
                 (undefined) external _IOHIDEventGetIntegerValue (from IOKit)
                 (undefined) external _IOHIDEventGetPhase (from IOKit)
                 (undefined) external _IOHIDEventGetType (from IOKit)
                 (undefined) external _IOHIDEventSystemClientActivate (from IOKit)
                 (undefined) external _IOHIDEventSystemClientCancel (from IOKit)
                 (undefined) external _IOHIDEventSystemClientCreateWithType (from IOKit)
                 (undefined) external _IOHIDEventSystemClientRegisterEventCallback (from IOKit)
                 (undefined) external _IOHIDEventSystemClientSetDispatchQueue (from IOKit)
                 (undefined) external _IOHIDEventSystemClientSetProperty (from IOKit)
                 (undefined) external _IOHIDEventSystemClientUnregisterDeviceMatchingBlock (from IOKit)
                 (undefined) external _IOHIDEventSystemClientUnregisterEventCallback (from IOKit)
                 (undefined) external _IOObjectRelease (from IOKit)
                 (undefined) external _IORegistryEntryCreateCFProperty (from IOKit)
                 (undefined) external _IORegistryEntryFromPath (from IOKit)
                 (undefined) external _IOServiceGetMatchingService (from IOKit)
                 (undefined) external _IOServiceMatching (from IOKit)
                 (undefined) external _IOServiceOpen (from IOKit)
00000001acb9de08 (__TEXT,__text) external _LAAnalyticsAuthenticationTypeFromEvent
                 (undefined) external _LACPolicyOptionSecureUIRecording (from LocalAuthenticationCore)
                 (undefined) external _LALogForCategory (from SharedUtils)
                 (undefined) external _LALogForPolicy (from SharedUtils)
00000001acb9c21c (__TEXT,__text) non-external _LA_LOG
00000001acb9d2e0 (__TEXT,__text) non-external _LA_LOG
00000001acb9fafc (__TEXT,__text) non-external _LA_LOG
00000001acba117c (__TEXT,__text) non-external _LA_LOG
00000001acba24fc (__TEXT,__text) non-external _LA_LOG
00000001acba5c98 (__TEXT,__text) non-external _LA_LOG
00000001acba721c (__TEXT,__text) non-external _LA_LOG
00000001acbc6828 (__TEXT,__text) non-external _LA_LOG.cold.1
00000001acbc6984 (__TEXT,__text) non-external _LA_LOG.cold.1
00000001acbc6c6c (__TEXT,__text) non-external _LA_LOG.cold.1
00000001acbc6d68 (__TEXT,__text) non-external _LA_LOG.cold.1
00000001acbc6f84 (__TEXT,__text) non-external _LA_LOG.cold.1
00000001acbc7198 (__TEXT,__text) non-external _LA_LOG.cold.1
00000001acbc72c0 (__TEXT,__text) non-external _LA_LOG.cold.1
00000001ecaa4b08 (__DATA_DIRTY,__bss) non-external _LA_LOG.log
00000001ecaa4b10 (__DATA_DIRTY,__bss) non-external _LA_LOG.log
00000001ecaa4b18 (__DATA_DIRTY,__bss) non-external _LA_LOG.log
00000001ecaa4b20 (__DATA_DIRTY,__bss) non-external _LA_LOG.log
00000001ecaa4b28 (__DATA_DIRTY,__bss) non-external _LA_LOG.log
00000001ecaa4b30 (__DATA_DIRTY,__bss) non-external _LA_LOG.log
00000001ecaa4b38 (__DATA_DIRTY,__bss) non-external _LA_LOG.log
00000001ecaa4b40 (__DATA_DIRTY,__bss) non-external _LA_LOG.log
00000001ecaa4b48 (__DATA_DIRTY,__bss) non-external _LA_LOG.log
00000001ecaa4ac0 (__DATA_DIRTY,__bss) non-external _LA_LOG.once
00000001ecaa4ac8 (__DATA_DIRTY,__bss) non-external _LA_LOG.once
00000001ecaa4ad0 (__DATA_DIRTY,__bss) non-external _LA_LOG.once
00000001ecaa4ad8 (__DATA_DIRTY,__bss) non-external _LA_LOG.once
00000001ecaa4ae0 (__DATA_DIRTY,__bss) non-external _LA_LOG.once
00000001ecaa4ae8 (__DATA_DIRTY,__bss) non-external _LA_LOG.once
00000001ecaa4af0 (__DATA_DIRTY,__bss) non-external _LA_LOG.once
00000001ecaa4af8 (__DATA_DIRTY,__bss) non-external _LA_LOG.once
00000001ecaa4b00 (__DATA_DIRTY,__bss) non-external _LA_LOG.once
00000001eaaa15b0 (__DATA,__bss) non-external _LA_LOG_Caller.log
00000001eaaa15a8 (__DATA,__bss) non-external _LA_LOG_Caller.once
00000001acba6f28 (__TEXT,__text) non-external _LA_LOG_INTERACTIVE
00000001acbc7210 (__TEXT,__text) non-external _LA_LOG_INTERACTIVE.cold.1
00000001ecaa4ab8 (__DATA_DIRTY,__bss) non-external _LA_LOG_INTERACTIVE.log
00000001ecaa4ab0 (__DATA_DIRTY,__bss) non-external _LA_LOG_INTERACTIVE.once
00000001acb9e970 (__TEXT,__text) non-external _LA_LOG_MechanismWatchMonitor
00000001acbc6a98 (__TEXT,__text) non-external _LA_LOG_MechanismWatchMonitor.cold.1
00000001ecaa4aa8 (__DATA_DIRTY,__bss) non-external _LA_LOG_MechanismWatchMonitor.log
00000001ecaa4aa0 (__DATA_DIRTY,__bss) non-external _LA_LOG_MechanismWatchMonitor.once
00000001eaaa15a0 (__DATA,__bss) non-external _LA_LOG_Request.log
00000001eaaa1598 (__DATA,__bss) non-external _LA_LOG_Request.once
00000001acbcdd2c (__TEXT,__text) external _LibCall_ACMContexAddCredentialWithScope
00000001acbce064 (__TEXT,__text) external _LibCall_ACMContexRemoveCredentialsByTypeAndScope
00000001acbcdeb4 (__TEXT,__text) external _LibCall_ACMContextContainsCredentialTypeEx
00000001acbd06b4 (__TEXT,__text) external _LibCall_ACMContextCopyData
00000001acbcd8d8 (__TEXT,__text) external _LibCall_ACMContextCreate
00000001acbcdb18 (__TEXT,__text) external _LibCall_ACMContextCreateWithExternalForm
00000001acbcf4b0 (__TEXT,__text) external _LibCall_ACMContextCredentialGetProperty
00000001acbaea18 (__TEXT,__text) external _LibCall_ACMContextDelete
00000001acbd04e0 (__TEXT,__text) external _LibCall_ACMContextGetData
00000001acbd0988 (__TEXT,__text) external _LibCall_ACMContextGetInfo
00000001acbcfee8 (__TEXT,__text) external _LibCall_ACMContextLoadFromImage
00000001acbce1c8 (__TEXT,__text) external _LibCall_ACMContextRemoveCredentialsByValueAndScope
00000001acbd02f0 (__TEXT,__text) external _LibCall_ACMContextSetData
00000001acbd011c (__TEXT,__text) external _LibCall_ACMContextUnloadToImage
00000001acbca85c (__TEXT,__text) external _LibCall_ACMContextUnloadToImage_Block
00000001acbaa76c (__TEXT,__text) external _LibCall_ACMContextVerifyAclConstraint
00000001acbaa928 (__TEXT,__text) external _LibCall_ACMContextVerifyAclConstraintForOperation
00000001acbce350 (__TEXT,__text) external _LibCall_ACMContextVerifyPolicyAndCopyRequirementEx
00000001acbcf768 (__TEXT,__text) external _LibCall_ACMContextVerifyPolicyEx
00000001acbca388 (__TEXT,__text) external _LibCall_ACMContextVerifyPolicyEx_Block
00000001acbca244 (__TEXT,__text) external _LibCall_ACMContextVerifyPolicyWithPreflight_Block
00000001acbaa48c (__TEXT,__text) external _LibCall_ACMContextVerifyPolicy_Block
00000001acbaed24 (__TEXT,__text) external _LibCall_ACMCredentialCreate
00000001acbce740 (__TEXT,__text) external _LibCall_ACMCredentialDelete
00000001acbceb98 (__TEXT,__text) external _LibCall_ACMCredentialGetPropertyData
00000001acbce74c (__TEXT,__text) external _LibCall_ACMCredentialGetType
00000001acbce758 (__TEXT,__text) external _LibCall_ACMCredentialSetProperty
00000001acbaa5d0 (__TEXT,__text) external _LibCall_ACMGetAclAuthMethod_Block
00000001acbcfa58 (__TEXT,__text) external _LibCall_ACMGetEnvironmentVariable
00000001acbca4cc (__TEXT,__text) external _LibCall_ACMGetEnvironmentVariable_Block
00000001acbcf62c (__TEXT,__text) external _LibCall_ACMGlobalContextCredentialGetProperty
00000001acbca0bc (__TEXT,__text) external _LibCall_ACMGlobalContextCredentialGetProperty_Block
00000001acbcf940 (__TEXT,__text) external _LibCall_ACMGlobalContextVerifyPolicyEx
00000001acbaa498 (__TEXT,__text) external _LibCall_ACMGlobalContextVerifyPolicy_Block
00000001acbcf3f0 (__TEXT,__text) external _LibCall_ACMKernDoubleClickNotify
00000001acbaeb38 (__TEXT,__text) external _LibCall_ACMKernelControl
00000001acbaf818 (__TEXT,__text) non-external _LibCall_ACMKernelControl.cold.1
00000001acbaa1a4 (__TEXT,__text) external _LibCall_ACMKernelControl_Block
00000001acbcf314 (__TEXT,__text) external _LibCall_ACMPing
00000001acbd0804 (__TEXT,__text) external _LibCall_ACMPublishTrustedAccessories
00000001acbce688 (__TEXT,__text) external _LibCall_ACMRequirementDelete
00000001acbcf01c (__TEXT,__text) external _LibCall_ACMRequirementGetPriority
00000001acbcf028 (__TEXT,__text) external _LibCall_ACMRequirementGetPropertyData
00000001acbcf010 (__TEXT,__text) external _LibCall_ACMRequirementGetState
00000001acbcf004 (__TEXT,__text) external _LibCall_ACMRequirementGetType
00000001acbd1530 (__TEXT,__text) external _LibCall_ACMSEPControl
00000001acbaa318 (__TEXT,__text) external _LibCall_ACMSEPControl_Block
00000001acbd1324 (__TEXT,__text) external _LibCall_ACMSecContextGetUnlockSecret
00000001acbaed28 (__TEXT,__text) external _LibCall_ACMSecContextProcessAcl
00000001acbd0e00 (__TEXT,__text) external _LibCall_ACMSecContextProcessAclAndCopyAuthMethod
00000001acbd0e58 (__TEXT,__text) external _LibCall_ACMSecContextVerifyAclConstraintAndCopyRequirement
00000001acbcf858 (__TEXT,__text) external _LibCall_ACMSecContextVerifyPolicyAndCopyRequirementEx
00000001acbd0f8c (__TEXT,__text) external _LibCall_ACMSecCredentialProviderEnrollmentStateChangedForUser
00000001acbd120c (__TEXT,__text) external _LibCall_ACMSecSetBiometryAvailability
00000001acbd1154 (__TEXT,__text) external _LibCall_ACMSecSetBuiltinBiometry
00000001acbcfb38 (__TEXT,__text) external _LibCall_ACMSetEnvironmentVariable
00000001acbcfd18 (__TEXT,__text) external _LibCall_ACMTRMLoadState
00000001acbca70c (__TEXT,__text) external _LibCall_ACMTRMLoadState_Block
00000001acbcfdec (__TEXT,__text) external _LibCall_ACMTRMSaveState
00000001acbcd78c (__TEXT,__text) external _LibCall_BuildCommand
00000001acbc97b0 (__TEXT,__text) external _LibSer_ACMDeserializeEnvironmentVariableType
00000001acbc9854 (__TEXT,__text) external _LibSer_ACMDeserializeSEPControlCode
00000001acbc8e34 (__TEXT,__text) external _LibSer_ContextCredentialGetProperty_Deserialize
00000001acbc8df0 (__TEXT,__text) external _LibSer_ContextCredentialGetProperty_GetSize
00000001acbc8dfc (__TEXT,__text) external _LibSer_ContextCredentialGetProperty_Serialize
00000001acbc8fbc (__TEXT,__text) external _LibSer_DeleteContext_Deserialize
00000001acbc8f78 (__TEXT,__text) external _LibSer_DeleteContext_GetSize
00000001acbc8f84 (__TEXT,__text) external _LibSer_DeleteContext_Serialize
00000001acbc8dc8 (__TEXT,__text) external _LibSer_GetAclAuthMethod_Deserialize
00000001acbc8d84 (__TEXT,__text) external _LibSer_GetAclAuthMethod_GetSize
00000001acbc8d90 (__TEXT,__text) external _LibSer_GetAclAuthMethod_Serialize
00000001acbc8970 (__TEXT,__text) external _LibSer_GetSerializedContainsCredential_GetSize
00000001acbc8990 (__TEXT,__text) external _LibSer_GetSerializedContainsCredential_Serialize
00000001acbc94f0 (__TEXT,__text) external _LibSer_GetUnlockSecretResponse_Deserialize
00000001acbc946c (__TEXT,__text) external _LibSer_GetUnlockSecretResponse_GetSize
00000001acbc948c (__TEXT,__text) external _LibSer_GetUnlockSecretResponse_Serialize
00000001acbc940c (__TEXT,__text) external _LibSer_GetUnlockSecret_Deserialize
00000001acbc9320 (__TEXT,__text) external _LibSer_GetUnlockSecret_GetSize
00000001acbc9370 (__TEXT,__text) external _LibSer_GetUnlockSecret_Serialize
00000001acbc8ec0 (__TEXT,__text) external _LibSer_GlobalContextCredentialGetProperty_Deserialize
00000001acbc8e74 (__TEXT,__text) external _LibSer_GlobalContextCredentialGetProperty_GetSize
00000001acbc8e90 (__TEXT,__text) external _LibSer_GlobalContextCredentialGetProperty_Serialize
00000001acbc8f38 (__TEXT,__text) external _LibSer_RemoveCredentialByType_Deserialize
00000001acbc8ef4 (__TEXT,__text) external _LibSer_RemoveCredentialByType_GetSize
00000001acbc8f00 (__TEXT,__text) external _LibSer_RemoveCredentialByType_Serialize
00000001acbc9774 (__TEXT,__text) external _LibSer_SEPControlResponse_Deserialize
00000001acbc96ec (__TEXT,__text) external _LibSer_SEPControlResponse_GetSize
00000001acbc970c (__TEXT,__text) external _LibSer_SEPControlResponse_Serialize
00000001acbc9654 (__TEXT,__text) external _LibSer_SEPControl_Deserialize
00000001acbc9528 (__TEXT,__text) external _LibSer_SEPControl_GetSize
00000001acbc9574 (__TEXT,__text) external _LibSer_SEPControl_Serialize
00000001acbc8fe4 (__TEXT,__text) external _LibSer_StorageAnyCmd_DeserializeCommonFields
00000001acbc92b4 (__TEXT,__text) external _LibSer_StorageGetData_Deserialize
00000001acbc91bc (__TEXT,__text) external _LibSer_StorageGetData_GetSize
00000001acbc920c (__TEXT,__text) external _LibSer_StorageGetData_Serialize
