00007ff80ce2d6f0 (__TEXT,__const) non-external _A1_Table
00007ff80c90c5b0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_0Degree_block_invoke
00007ff80ca99530 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_0Degree_block_invoke
00007ff80cc0f790 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_0Degree_block_invoke
00007ff80cd9abe0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_0Degree_block_invoke
00007ff80c7beff0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_0Degree_block_invoke_2
00007ff80c90c690 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_0Degree_block_invoke_2
00007ff80ca99610 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_0Degree_block_invoke_2
00007ff80cc0f870 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_0Degree_block_invoke_2
00007ff80cd9acc0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_0Degree_block_invoke_2
00007ff80c7bf0d0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_0Degree_block_invoke_3
00007ff80c90c770 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_0Degree_block_invoke_3
00007ff80ca996f0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_0Degree_block_invoke_3
00007ff80cc0f950 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_0Degree_block_invoke_3
00007ff80cd9ada0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_0Degree_block_invoke_3
00007ff80c7bf1b0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_0Degree_block_invoke_4
00007ff80c90c850 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_0Degree_block_invoke_4
00007ff80ca997d0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_0Degree_block_invoke_4
00007ff80cc0fa30 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_0Degree_block_invoke_4
00007ff80cd9ae80 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_0Degree_block_invoke_4
00007ff80c7c0290 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_180Degree_block_invoke
00007ff80c90da30 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_180Degree_block_invoke
00007ff80ca99b10 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_180Degree_block_invoke
00007ff80cc10860 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_180Degree_block_invoke
00007ff80cd9bcb0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_180Degree_block_invoke
00007ff80c7c06a0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_180Degree_block_invoke_2
00007ff80c90dd70 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_180Degree_block_invoke_2
00007ff80ca99f20 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_180Degree_block_invoke_2
00007ff80cc10c70 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_180Degree_block_invoke_2
00007ff80cd9c030 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_180Degree_block_invoke_2
00007ff80c7c0ab0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_180Degree_block_invoke_3
00007ff80c90e0b0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_180Degree_block_invoke_3
00007ff80ca9a330 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_180Degree_block_invoke_3
00007ff80cc11080 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_180Degree_block_invoke_3
00007ff80cd9c3b0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_180Degree_block_invoke_3
00007ff80c7c0dd0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_180Degree_block_invoke_4
00007ff80c90e420 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_180Degree_block_invoke_4
00007ff80ca9a650 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_180Degree_block_invoke_4
00007ff80cc113b0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_180Degree_block_invoke_4
00007ff80cd9c750 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_180Degree_block_invoke_4
00007ff80c7c10f0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_270Degree_block_invoke
00007ff80c90e790 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_270Degree_block_invoke
00007ff80ca9a970 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_270Degree_block_invoke
00007ff80cc116e0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_270Degree_block_invoke
00007ff80cd9caf0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_270Degree_block_invoke
00007ff80c7c1e90 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_270Degree_block_invoke_2
00007ff80c90f2a0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_270Degree_block_invoke_2
00007ff80ca9aa20 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_270Degree_block_invoke_2
00007ff80cc12200 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_270Degree_block_invoke_2
00007ff80cd9d600 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_270Degree_block_invoke_2
00007ff80c7c1f50 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_270Degree_block_invoke_3
00007ff80c90f360 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_270Degree_block_invoke_3
00007ff80ca9aae0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_270Degree_block_invoke_3
00007ff80cc122c0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_270Degree_block_invoke_3
00007ff80cd9d6c0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_270Degree_block_invoke_3
00007ff80c7c2010 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_270Degree_block_invoke_4
00007ff80c90f420 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_270Degree_block_invoke_4
00007ff80ca9aba0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_270Degree_block_invoke_4
00007ff80cc12380 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_270Degree_block_invoke_4
00007ff80cd9d780 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_270Degree_block_invoke_4
00007ff80c7bf290 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_90Degree_block_invoke
00007ff80c90c930 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_90Degree_block_invoke
00007ff80ca998b0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_90Degree_block_invoke
00007ff80cc0fb10 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_90Degree_block_invoke
00007ff80cd9af60 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_90Degree_block_invoke
00007ff80c7c00c0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_90Degree_block_invoke_2
00007ff80c90d860 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_90Degree_block_invoke_2
00007ff80ca99940 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_90Degree_block_invoke_2
00007ff80cc10690 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_90Degree_block_invoke_2
00007ff80cd9bae0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_90Degree_block_invoke_2
00007ff80c7c0160 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_90Degree_block_invoke_3
00007ff80c90d900 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_90Degree_block_invoke_3
00007ff80ca999e0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_90Degree_block_invoke_3
00007ff80cc10730 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_90Degree_block_invoke_3
00007ff80cd9bb80 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_90Degree_block_invoke_3
00007ff80c7c01f0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_90Degree_block_invoke_4
00007ff80c90d990 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_90Degree_block_invoke_4
00007ff80ca99a70 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_90Degree_block_invoke_4
00007ff80cc107c0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_90Degree_block_invoke_4
00007ff80cd9bc10 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_90Degree_block_invoke_4
00007ff80c7bb9f0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_0Degree_block_invoke
00007ff80c908b90 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_0Degree_block_invoke
00007ff80ca98020 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_0Degree_block_invoke
00007ff80cc0c280 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_0Degree_block_invoke
00007ff80cd974a0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_0Degree_block_invoke
00007ff80c7bbad0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_0Degree_block_invoke_2
00007ff80c908c70 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_0Degree_block_invoke_2
00007ff80ca98100 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_0Degree_block_invoke_2
00007ff80cc0c360 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_0Degree_block_invoke_2
00007ff80cd97580 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_0Degree_block_invoke_2
00007ff80c7bbbb0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_0Degree_block_invoke_3
00007ff80c908d50 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_0Degree_block_invoke_3
00007ff80ca981e0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_0Degree_block_invoke_3
00007ff80cc0c440 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_0Degree_block_invoke_3
00007ff80cd97660 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_0Degree_block_invoke_3
00007ff80c7bbc80 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_0Degree_block_invoke_4
00007ff80c908e20 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_0Degree_block_invoke_4
00007ff80ca982b0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_0Degree_block_invoke_4
00007ff80cc0c510 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_0Degree_block_invoke_4
00007ff80cd97730 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_0Degree_block_invoke_4
00007ff80c7bd000 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_180Degree_block_invoke
00007ff80c90a320 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_180Degree_block_invoke
00007ff80ca985d0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_180Degree_block_invoke
00007ff80cc0d880 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_180Degree_block_invoke
00007ff80cd98a90 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_180Degree_block_invoke
00007ff80c7bd300 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_180Degree_block_invoke_2
00007ff80c90a760 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_180Degree_block_invoke_2
00007ff80ca988d0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_180Degree_block_invoke_2
00007ff80cc0db80 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_180Degree_block_invoke_2
00007ff80cd98e20 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_180Degree_block_invoke_2
00007ff80c7bd600 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_180Degree_block_invoke_3
00007ff80c90aba0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_180Degree_block_invoke_3
00007ff80ca98bd0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_180Degree_block_invoke_3
00007ff80cc0de80 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_180Degree_block_invoke_3
00007ff80cd991b0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_180Degree_block_invoke_3
00007ff80c7bd940 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_180Degree_block_invoke_4
00007ff80c90b020 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_180Degree_block_invoke_4
00007ff80ca98f10 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_180Degree_block_invoke_4
00007ff80cc0e1c0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_180Degree_block_invoke_4
00007ff80cd99580 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_180Degree_block_invoke_4
00007ff80c7bdc80 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_270Degree_block_invoke
00007ff80c90b4a0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_270Degree_block_invoke
00007ff80ca99250 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_270Degree_block_invoke
00007ff80cc0e500 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_270Degree_block_invoke
00007ff80cd99950 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_270Degree_block_invoke
00007ff80c7bece0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_270Degree_block_invoke_2
00007ff80c90c380 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_270Degree_block_invoke_2
00007ff80ca99300 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_270Degree_block_invoke_2
00007ff80cc0f560 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_270Degree_block_invoke_2
00007ff80cd9a9b0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_270Degree_block_invoke_2
00007ff80c7beda0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_270Degree_block_invoke_3
00007ff80c90c440 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_270Degree_block_invoke_3
00007ff80ca993c0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_270Degree_block_invoke_3
00007ff80cc0f620 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_270Degree_block_invoke_3
00007ff80cd9aa70 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_270Degree_block_invoke_3
00007ff80c7bee50 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_270Degree_block_invoke_4
00007ff80c90c4f0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_270Degree_block_invoke_4
00007ff80ca99470 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_270Degree_block_invoke_4
00007ff80cc0f6d0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_270Degree_block_invoke_4
00007ff80cd9ab20 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_270Degree_block_invoke_4
00007ff80c7bbd50 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_90Degree_block_invoke
00007ff80c908ef0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_90Degree_block_invoke
00007ff80ca98380 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_90Degree_block_invoke
00007ff80cc0c5e0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_90Degree_block_invoke
00007ff80cd97800 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_90Degree_block_invoke
00007ff80c7bce40 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_90Degree_block_invoke_2
00007ff80c90a160 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_90Degree_block_invoke_2
00007ff80ca98410 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_90Degree_block_invoke_2
00007ff80cc0d6c0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_90Degree_block_invoke_2
00007ff80cd988d0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_90Degree_block_invoke_2
00007ff80c7bcee0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_90Degree_block_invoke_3
00007ff80c90a200 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_90Degree_block_invoke_3
00007ff80ca984b0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_90Degree_block_invoke_3
00007ff80cc0d760 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_90Degree_block_invoke_3
00007ff80cd98970 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_90Degree_block_invoke_3
00007ff80c7bcf70 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_90Degree_block_invoke_4
00007ff80c90a290 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_90Degree_block_invoke_4
00007ff80ca98540 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_90Degree_block_invoke_4
00007ff80cc0d7f0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_90Degree_block_invoke_4
00007ff80cd98a00 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_90Degree_block_invoke_4
00007ff80c3cf430 (__TEXT,__text) non-external ___vSelectChannels_ARGB8888_block_invoke
00007ff80c390d10 (__TEXT,__text) non-external ___vSelectChannels_ARGBFFFF_AVX_block_invoke
00007ff80c3cffb0 (__TEXT,__text) non-external ___vSelectChannels_ARGBFFFF_block_invoke
00007ff80ce30340 (__TEXT,__const) non-external (was a private external) __kvImageConstDecodeArray0
00007ff80ce30310 (__TEXT,__const) non-external (was a private external) __kvImageDecodeArray_16Q12Format
00007ff843b4fff8 (__DATA,__bss) non-external __kvImageTempBuffer_Legacy
00007ff80ce30174 (__TEXT,__const) non-external (was a private external) __kvImage_ARGBToYpCbCrMatrix_ITU_R_2020_NCL_0
00007ff80ce30134 (__TEXT,__const) non-external (was a private external) __kvImage_ARGBToYpCbCrMatrix_ITU_R_601_4
00007ff80ce30154 (__TEXT,__const) non-external (was a private external) __kvImage_ARGBToYpCbCrMatrix_ITU_R_709_2
00007ff80ce30120 (__TEXT,__const) non-external (was a private external) __kvImage_YpCbCrToARGBMatrix_ITU_R_2020_NCL_0
00007ff80ce300f8 (__TEXT,__const) non-external (was a private external) __kvImage_YpCbCrToARGBMatrix_ITU_R_601_4
00007ff80ce3010c (__TEXT,__const) non-external (was a private external) __kvImage_YpCbCrToARGBMatrix_ITU_R_709_2
00007ff80c3bbaa0 (__TEXT,__text) non-external __vImageConvert_ARGB16Q12ToXRGB2101010
00007ff80ce2b8a4 (__TEXT,__const) non-external __vImageConvert_ARGB16Q12ToXRGB2101010.identityMap
00007ff843b4faa8 (__DATA,__bss) non-external __vImageConvert_ARGB16Q12ToXRGB2101010.vConvert_ARGB16Q12ToARGB2101010
00007ff843b4fab0 (__DATA,__bss) non-external __vImageConvert_ARGB16Q12ToXRGB2101010.vConvert_ARGB16Q12ToXRGB2101010
00007ff80c3bb350 (__TEXT,__text) non-external __vImageConvert_ARGB16UToXRGB2101010
00007ff80ce2b89c (__TEXT,__const) non-external __vImageConvert_ARGB16UToXRGB2101010.identityMap
00007ff843b4fa88 (__DATA,__bss) non-external __vImageConvert_ARGB16UToXRGB2101010.vConvert_ARGB16UToARGB2101010
00007ff843b4fa90 (__DATA,__bss) non-external __vImageConvert_ARGB16UToXRGB2101010.vConvert_ARGB16UToXRGB2101010
00007ff80c3bac00 (__TEXT,__text) non-external __vImageConvert_ARGB8888ToXRGB2101010
00007ff80ce2b894 (__TEXT,__const) non-external __vImageConvert_ARGB8888ToXRGB2101010.identityMap
00007ff843b4fa68 (__DATA,__bss) non-external __vImageConvert_ARGB8888ToXRGB2101010.vConvert_ARGB8888ToARGB2101010
00007ff843b4fa70 (__DATA,__bss) non-external __vImageConvert_ARGB8888ToXRGB2101010.vConvert_ARGB8888ToXRGB2101010
00007ff80c3bc240 (__TEXT,__text) non-external __vImageConvert_ARGBFFFFToXRGB2101010
00007ff80ce2b8ac (__TEXT,__const) non-external __vImageConvert_ARGBFFFFToXRGB2101010.identityMap
00007ff843b4fac8 (__DATA,__bss) non-external __vImageConvert_ARGBFFFFToXRGB2101010.vConvert_ARGBFFFFToARGB2101010
00007ff843b4fad0 (__DATA,__bss) non-external __vImageConvert_ARGBFFFFToXRGB2101010.vConvert_ARGBFFFFToXRGB2101010
00007ff80c3bc600 (__TEXT,__text) non-external __vImageConvert_XRGB2101010ToARGB16F
00007ff80ce2b8b0 (__TEXT,__const) non-external __vImageConvert_XRGB2101010ToARGB16F.identityMap
00007ff843b4fad8 (__DATA,__bss) non-external __vImageConvert_XRGB2101010ToARGB16F.vConvert_ARGB2101010ToARGB16F
00007ff843b4fae0 (__DATA,__bss) non-external __vImageConvert_XRGB2101010ToARGB16F.vConvert_XRGB2101010ToARGB16F
00007ff80c3bb700 (__TEXT,__text) non-external __vImageConvert_XRGB2101010ToARGB16Q12
00007ff80ce2b8a0 (__TEXT,__const) non-external __vImageConvert_XRGB2101010ToARGB16Q12.identityMap
00007ff843b4faa0 (__DATA,__bss) non-external __vImageConvert_XRGB2101010ToARGB16Q12.vConvert_ARGB2101010ToARGB16Q12
00007ff843b4fa98 (__DATA,__bss) non-external __vImageConvert_XRGB2101010ToARGB16Q12.vConvert_XRGB2101010ToARGB16Q12
00007ff80c3bafb0 (__TEXT,__text) non-external __vImageConvert_XRGB2101010ToARGB16U
00007ff80ce2b898 (__TEXT,__const) non-external __vImageConvert_XRGB2101010ToARGB16U.identityMap
00007ff843b4fa78 (__DATA,__bss) non-external __vImageConvert_XRGB2101010ToARGB16U.vConvert_ARGB2101010ToARGB16U
00007ff843b4fa80 (__DATA,__bss) non-external __vImageConvert_XRGB2101010ToARGB16U.vConvert_XRGB2101010ToARGB16U
00007ff80c3ba860 (__TEXT,__text) non-external __vImageConvert_XRGB2101010ToARGB8888
00007ff80ce2b890 (__TEXT,__const) non-external __vImageConvert_XRGB2101010ToARGB8888.identityMap
00007ff843b4fa58 (__DATA,__bss) non-external __vImageConvert_XRGB2101010ToARGB8888.vConvert_ARGB2101010ToARGB8888
00007ff843b4fa60 (__DATA,__bss) non-external __vImageConvert_XRGB2101010ToARGB8888.vConvert_XRGB2101010ToARGB8888
00007ff80c3bbe30 (__TEXT,__text) non-external __vImageConvert_XRGB2101010ToARGBFFFF
00007ff80ce2b8a8 (__TEXT,__const) non-external __vImageConvert_XRGB2101010ToARGBFFFF.identityMap
