00007ffa0e5131cc (__TEXT,__text) non-external +[Cube initialize]
00007ffa0e3ce880 (__TEXT,__text) non-external -[MREffectSnapshot _maxLinesForTextElement:]
00007ffa0e3ce80c (__TEXT,__text) non-external -[MREffectSnapshot _maxSizeForTextElement:]
00007ffa0e3ce6c2 (__TEXT,__text) non-external -[MREffectSnapshot elementHitAtPoint:withInverseMatrix:localPoint:]
00007ffa0e3ce7a8 (__TEXT,__text) non-external -[MREffectSnapshot getVerticesCoordinates:withMatrix:forElement:]
00007ffa0e3ccae0 (__TEXT,__text) non-external -[MREffectSnapshot initWithEffectID:]
00007ffa0e3ccbdb (__TEXT,__text) non-external -[MREffectSnapshot isLoadedForTime:]
00007ffa0e3ccc5d (__TEXT,__text) non-external -[MREffectSnapshot renderAtTime:inContext:withArguments:]
00007ffa0e3ce8db (__TEXT,__text) non-external -[MREffectSnapshot(MRLoadable) _loadForTime:inContext:withArguments:]
00007ffa0e3cec89 (__TEXT,__text) non-external -[MREffectSnapshotTitle elementHitAtPoint:withInverseMatrix:localPoint:]
00007ffa0e3cecb9 (__TEXT,__text) non-external -[MREffectSnapshotTitle getVerticesCoordinates:withMatrix:forElement:]
00007ffa0e3cec32 (__TEXT,__text) non-external -[MREffectSnapshotTitle init]
00007ffa0e3ced1c (__TEXT,__text) non-external -[MREffectSnapshotTitle isLoadedForTime:]
00007ffa0e3ced9e (__TEXT,__text) non-external -[MREffectSnapshotTitle renderAtTime:inContext:withArguments:]
00007ffa0e3cf056 (__TEXT,__text) non-external -[MREffectSnapshotTitle(MRLoadable) _loadForTime:inContext:withArguments:]
00007ffa0e3cf322 (__TEXT,__text) non-external -[MREffectSnapshotTitle(MRLoadable) _maxLinesForTextElement:]
00007ffa0e3cf2fd (__TEXT,__text) non-external -[MREffectSnapshotTitle(MRLoadable) _maxSizeForTextElement:]
00007ffa0e3cf32d (__TEXT,__text) non-external -[MREffectSnapshotTitle(MRLoadable) _unload]
00007ffa0e52ab76 (__TEXT,__text) non-external -[MREffectStretchableSlide isNative3D]
00007ffa0e52ab81 (__TEXT,__text) non-external -[MREffectStretchableSlide isOpaque]
00007ffa0e52ab89 (__TEXT,__text) non-external -[MREffectStretchableSlide renderAtTime:inContext:withArguments:]
00007ffa0e52a7c6 (__TEXT,__text) non-external -[MREffectStretchableSlide setAttributes:]
00007ffa0e3cf62d (__TEXT,__text) non-external -[MREffectTableTop _cleanup]
00007ffa0e3d44b9 (__TEXT,__text) non-external -[MREffectTableTop _maxLinesForTextElement:]
00007ffa0e3d44a1 (__TEXT,__text) non-external -[MREffectTableTop _maxSizeForTextElement:]
00007ffa0e3d3fd5 (__TEXT,__text) non-external -[MREffectTableTop elementHitAtPoint:withInverseMatrix:localPoint:]
00007ffa0e3d4373 (__TEXT,__text) non-external -[MREffectTableTop getCurrentCenter:scale:rotation:isMain:forElement:]
00007ffa0e3d42a8 (__TEXT,__text) non-external -[MREffectTableTop getVerticesCoordinates:withMatrix:forElement:]
00007ffa0e3cf4fd (__TEXT,__text) non-external -[MREffectTableTop initWithEffectID:]
00007ffa0e3cf807 (__TEXT,__text) non-external -[MREffectTableTop isLoadedForTime:]
00007ffa0e3cf8c3 (__TEXT,__text) non-external -[MREffectTableTop prerenderForTime:inContext:withArguments:]
00007ffa0e3d00ae (__TEXT,__text) non-external -[MREffectTableTop renderAtTime:inContext:withArguments:]
00007ffa0e3cf755 (__TEXT,__text) non-external -[MREffectTableTop setPixelSize:]
00007ffa0e3d44c4 (__TEXT,__text) non-external -[MREffectTableTop(MRLoadable) _loadForTime:inContext:withArguments:]
00007ffa0e3d4875 (__TEXT,__text) non-external -[MREffectTableTop(MRLoadable) _unload]
00007ffa0e3d49a6 (__TEXT,__text) non-external -[MREffectTableTopTitle _cleanup]
00007ffa0e3d4b1f (__TEXT,__text) non-external -[MREffectTableTopTitle _loadForTime:inContext:withArguments:]
00007ffa0e3d4f1d (__TEXT,__text) non-external -[MREffectTableTopTitle _maxLinesForTextElement:]
00007ffa0e3d4efa (__TEXT,__text) non-external -[MREffectTableTopTitle _maxSizeForTextElement:]
00007ffa0e3d4f28 (__TEXT,__text) non-external -[MREffectTableTopTitle _unload]
00007ffa0e3d50df (__TEXT,__text) non-external -[MREffectTableTopTitle cacheRenderedWords]
00007ffa0e3d49fc (__TEXT,__text) non-external -[MREffectTableTopTitle elementHitAtPoint:withInverseMatrix:localPoint:]
00007ffa0e3d4a2c (__TEXT,__text) non-external -[MREffectTableTopTitle getVerticesCoordinates:withMatrix:forElement:]
00007ffa0e3d4919 (__TEXT,__text) non-external -[MREffectTableTopTitle init]
00007ffa0e3d4a8f (__TEXT,__text) non-external -[MREffectTableTopTitle isLoadedForTime:]
00007ffa0e3d54c9 (__TEXT,__text) non-external -[MREffectTableTopTitle renderAtTime:inContext:withArguments:]
00007ffa0e3d672b (__TEXT,__text) non-external -[MREffectVignettingOverlay _cleanup]
00007ffa0e3d6652 (__TEXT,__text) non-external -[MREffectVignettingOverlay initWithEffectID:]
00007ffa0e3d67c1 (__TEXT,__text) non-external -[MREffectVignettingOverlay isLoadedForTime:]
00007ffa0e3d67de (__TEXT,__text) non-external -[MREffectVignettingOverlay prerenderForTime:inContext:withArguments:]
00007ffa0e3d684b (__TEXT,__text) non-external -[MREffectVignettingOverlay renderAtTime:inContext:withArguments:]
00007ffa0e3d6764 (__TEXT,__text) non-external -[MREffectVignettingOverlay setPixelSize:]
00007ffa0e3d6933 (__TEXT,__text) non-external -[MREffectVignettingOverlay(MRLoadable) _unload]
00007ffa0e3d6a2d (__TEXT,__text) non-external -[MREffectWatercolorBackground _cleanup]
00007ffa0e3d6950 (__TEXT,__text) non-external -[MREffectWatercolorBackground initWithEffectID:]
00007ffa0e3d6ac3 (__TEXT,__text) non-external -[MREffectWatercolorBackground isLoadedForTime:]
00007ffa0e3d6ae0 (__TEXT,__text) non-external -[MREffectWatercolorBackground prerenderForTime:inContext:withArguments:]
00007ffa0e3d6db5 (__TEXT,__text) non-external -[MREffectWatercolorBackground renderAtTime:inContext:withArguments:]
00007ffa0e3d6b4f (__TEXT,__text) non-external -[MREffectWatercolorBackground setAttributes:]
00007ffa0e3d6a66 (__TEXT,__text) non-external -[MREffectWatercolorBackground setPixelSize:]
00007ffa0e3d7326 (__TEXT,__text) non-external -[MREffectWatercolorBackground(MRLoadable) _unload]
00007ffa0e3d7396 (__TEXT,__text) non-external -[MREffectWatercolorPanel _cleanup]
00007ffa0e3d9bc2 (__TEXT,__text) non-external -[MREffectWatercolorPanel _maxLinesForTextElement:]
00007ffa0e3d9b9f (__TEXT,__text) non-external -[MREffectWatercolorPanel _maxSizeForTextElement:]
00007ffa0e3d98c9 (__TEXT,__text) non-external -[MREffectWatercolorPanel elementHitAtPoint:withInverseMatrix:localPoint:]
00007ffa0e3d9b10 (__TEXT,__text) non-external -[MREffectWatercolorPanel getVerticesCoordinates:withMatrix:forElement:]
00007ffa0e3d7343 (__TEXT,__text) non-external -[MREffectWatercolorPanel initWithEffectID:]
00007ffa0e3d7470 (__TEXT,__text) non-external -[MREffectWatercolorPanel isLoadedForTime:]
00007ffa0e3d74f2 (__TEXT,__text) non-external -[MREffectWatercolorPanel renderAtTime:inContext:withArguments:]
00007ffa0e3d7646 (__TEXT,__text) non-external -[MREffectWatercolorPanel renderBreakAtTime:inContext:withArguments:]
00007ffa0e3d8641 (__TEXT,__text) non-external -[MREffectWatercolorPanel renderEffect2AtTime:isSquare:inContext:withArguments:]
00007ffa0e3d8e0c (__TEXT,__text) non-external -[MREffectWatercolorPanel renderEffect3AtTime:inContext:withArguments:]
00007ffa0e3d92c5 (__TEXT,__text) non-external -[MREffectWatercolorPanel renderEffectSubtitleAtTime:inContext:withArguments:]
00007ffa0e3d7d35 (__TEXT,__text) non-external -[MREffectWatercolorPanel renderSubtitleBreakAtTime:inContext:withArguments:]
00007ffa0e3d73db (__TEXT,__text) non-external -[MREffectWatercolorPanel setAttributes:]
00007ffa0e3d9bcd (__TEXT,__text) non-external -[MREffectWatercolorPanel(MRLoadable) _loadForTime:inContext:withArguments:]
00007ffa0e3d9e6c (__TEXT,__text) non-external -[MREffectWatercolorPanel(MRLoadable) _unload]
00007ffa0e3d9eeb (__TEXT,__text) non-external -[MREffectWatercolorTitle _cleanup]
00007ffa0e3da3ed (__TEXT,__text) non-external -[MREffectWatercolorTitle _maxLinesForTextElement:]
00007ffa0e3da3ca (__TEXT,__text) non-external -[MREffectWatercolorTitle _maxSizeForTextElement:]
00007ffa0e3d9f67 (__TEXT,__text) non-external -[MREffectWatercolorTitle elementHitAtPoint:withInverseMatrix:localPoint:]
00007ffa0e3d9f97 (__TEXT,__text) non-external -[MREffectWatercolorTitle getVerticesCoordinates:withMatrix:forElement:]
00007ffa0e3d9e94 (__TEXT,__text) non-external -[MREffectWatercolorTitle initWithEffectID:]
00007ffa0e3da029 (__TEXT,__text) non-external -[MREffectWatercolorTitle isLoadedForTime:]
00007ffa0e3da0ab (__TEXT,__text) non-external -[MREffectWatercolorTitle prerenderForTime:inContext:withArguments:]
00007ffa0e3da0df (__TEXT,__text) non-external -[MREffectWatercolorTitle renderAtTime:inContext:withArguments:]
00007ffa0e3d9ffa (__TEXT,__text) non-external -[MREffectWatercolorTitle setPixelSize:]
00007ffa0e3da3f8 (__TEXT,__text) non-external -[MREffectWatercolorTitle(MRLoadable) _loadForTime:inContext:withArguments:]
00007ffa0e4ad0a7 (__TEXT,__text) non-external -[MRFlipupRenderable dealloc]
00007ffa0e4ad050 (__TEXT,__text) non-external -[MRFlipupRenderable purge]
00007ffa0e4ad129 (__TEXT,__text) non-external -[MRFlipupRenderable reflectionSprite]
00007ffa0e4ad13a (__TEXT,__text) non-external -[MRFlipupRenderable setReflectionSprite:]
00007ffa0e4ad0f6 (__TEXT,__text) non-external -[MRFlipupRenderable setSlide:]
00007ffa0e4ad118 (__TEXT,__text) non-external -[MRFlipupRenderable setSprite:]
00007ffa0e4ad0e5 (__TEXT,__text) non-external -[MRFlipupRenderable slide]
00007ffa0e4ad107 (__TEXT,__text) non-external -[MRFlipupRenderable sprite]
00007ffa0e4ff4ab (__TEXT,__text) non-external -[MRFloatingRenderable dealloc]
00007ffa0e4ff4e9 (__TEXT,__text) non-external -[MRFloatingRenderable purge]
00007ffa0e4ff51a (__TEXT,__text) non-external -[MRFloatingRenderable setSlide:]
00007ffa0e4ff566 (__TEXT,__text) non-external -[MRFloatingRenderable slide]
00007ffa0e4ff33d (__TEXT,__text) non-external -[MRFloatingTimeInfo description]
00007ffa0e3db003 (__TEXT,__text) non-external -[MRFrame attributes]
00007ffa0e3dadb4 (__TEXT,__text) non-external -[MRFrame cancelLoading]
00007ffa0e3daaf4 (__TEXT,__text) non-external -[MRFrame cleanup]
00007ffa0e3daab6 (__TEXT,__text) non-external -[MRFrame dealloc]
00007ffa0e3daff9 (__TEXT,__text) non-external -[MRFrame frameID]
00007ffa0e3daa22 (__TEXT,__text) non-external -[MRFrame initWithFrameID:]
00007ffa0e3dafef (__TEXT,__text) non-external -[MRFrame inputImage]
00007ffa0e3dae26 (__TEXT,__text) non-external -[MRFrame isAlphaFriendly]
00007ffa0e3dae86 (__TEXT,__text) non-external -[MRFrame isInfinite]
00007ffa0e3dad5f (__TEXT,__text) non-external -[MRFrame isLoadedForTime:]
00007ffa0e3dadba (__TEXT,__text) non-external -[MRFrame isNative3D]
00007ffa0e3dadf0 (__TEXT,__text) non-external -[MRFrame isOpaque]
00007ffa0e3dabdb (__TEXT,__text) non-external -[MRFrame isRetainedBySlideProvider]
00007ffa0e3dad6a (__TEXT,__text) non-external -[MRFrame loadForTime:inContext:withArguments:now:]
00007ffa0e3daea4 (__TEXT,__text) non-external -[MRFrame patchworkAtTime:inContext:withArguments:]
00007ffa0e3db00d (__TEXT,__text) non-external -[MRFrame pixelSize]
00007ffa0e3dae8e (__TEXT,__text) non-external -[MRFrame prerenderForTime:inContext:withArguments:]
00007ffa0e3dab62 (__TEXT,__text) non-external -[MRFrame releaseBySlideProvider:]
00007ffa0e3dae96 (__TEXT,__text) non-external -[MRFrame renderAtTime:inContext:withArguments:]
00007ffa0e3dab45 (__TEXT,__text) non-external -[MRFrame retainBySlideProvider:]
00007ffa0e3dae9c (__TEXT,__text) non-external -[MRFrame retainedByUserRenderedImageAtTime:inContext:withArguments:]
00007ffa0e3dac45 (__TEXT,__text) non-external -[MRFrame setAttributes:]
00007ffa0e3dabeb (__TEXT,__text) non-external -[MRFrame setInputImage:]
00007ffa0e3dad27 (__TEXT,__text) non-external -[MRFrame setPixelSize:]
00007ffa0e3dad70 (__TEXT,__text) non-external -[MRFrame unload]
00007ffa0e3db086 (__TEXT,__text) non-external -[MRFrameInsetBorder retainedByUserRenderedImageAtTime:inContext:withArguments:]
00007ffa0e3db2da (__TEXT,__text) non-external -[MRFrameLineStroke isAlphaFriendly]
00007ffa0e3db2c7 (__TEXT,__text) non-external -[MRFrameLineStroke isNative3D]
00007ffa0e3db2d2 (__TEXT,__text) non-external -[MRFrameLineStroke isOpaque]
00007ffa0e3db2e5 (__TEXT,__text) non-external -[MRFrameLineStroke retainedByUserRenderedImageAtTime:inContext:withArguments:]
00007ffa0e3dba4f (__TEXT,__text) non-external -[MRFrameManager cleanup]
00007ffa0e3dba11 (__TEXT,__text) non-external -[MRFrameManager dealloc]
00007ffa0e3dbd32 (__TEXT,__text) non-external -[MRFrameManager frameWithFrameID:]
00007ffa0e3db9b5 (__TEXT,__text) non-external -[MRFrameManager init]
00007ffa0e3dbfab (__TEXT,__text) non-external -[MRFrameManager recycleFrame:]
00007ffa0e3dba94 (__TEXT,__text) non-external -[MRFrameManager releaseResources]
00007ffa0e3dc071 (__TEXT,__text) non-external -[MRFrameManager resourcePathForFrameID:andResource:]
00007ffa0e3dc0ed (__TEXT,__text) non-external -[MRFrameManager sizeScriptForFrameID:]
00007ffa0e4acd41 (__TEXT,__text) non-external -[MRGesture currentRotation]
00007ffa0e4acd57 (__TEXT,__text) non-external -[MRGesture currentScale]
00007ffa0e4accda (__TEXT,__text) non-external -[MRGesture currentTranslation]
00007ffa0e4acafd (__TEXT,__text) non-external -[MRGesture dealloc]
00007ffa0e4acb40 (__TEXT,__text) non-external -[MRGesture hitBlob]
00007ffa0e4acac9 (__TEXT,__text) non-external -[MRGesture initWithHitBlob:]
00007ffa0e4acc31 (__TEXT,__text) non-external -[MRGesture linearScaleAtStart]
00007ffa0e4acbca (__TEXT,__text) non-external -[MRGesture locationInSlideAtStart]
00007ffa0e4acb63 (__TEXT,__text) non-external -[MRGesture locationInViewAtStart]
00007ffa0e4acd4c (__TEXT,__text) non-external -[MRGesture setCurrentRotation:]
00007ffa0e4acd62 (__TEXT,__text) non-external -[MRGesture setCurrentScale:]
00007ffa0e4acd10 (__TEXT,__text) non-external -[MRGesture setCurrentTranslation:]
00007ffa0e4acb54 (__TEXT,__text) non-external -[MRGesture setHitBlob:]
00007ffa0e4acc3c (__TEXT,__text) non-external -[MRGesture setLinearScaleAtStart:]
00007ffa0e4acc00 (__TEXT,__text) non-external -[MRGesture setLocationInSlideAtStart:]
00007ffa0e4acb99 (__TEXT,__text) non-external -[MRGesture setLocationInViewAtStart:]
00007ffa0e4acc7d (__TEXT,__text) non-external -[MRGesture setSlideCenterAtStart:]
00007ffa0e4accb9 (__TEXT,__text) non-external -[MRGesture setSlideRotationAtStart:]
00007ffa0e4acccf (__TEXT,__text) non-external -[MRGesture setSlideScaleAtStart:]
00007ffa0e4acc47 (__TEXT,__text) non-external -[MRGesture slideCenterAtStart]
00007ffa0e4accae (__TEXT,__text) non-external -[MRGesture slideRotationAtStart]
00007ffa0e4accc4 (__TEXT,__text) non-external -[MRGesture slideScaleAtStart]
00007ffa0e511b26 (__TEXT,__text) non-external -[MRGestureRecognizer _addSpecificObjectToAction:]
00007ffa0e5118eb (__TEXT,__text) non-external -[MRGestureRecognizer _localPointFromTouchPoint:]
00007ffa0e51181c (__TEXT,__text) non-external -[MRGestureRecognizer _sendAction:]
00007ffa0e5117d4 (__TEXT,__text) non-external -[MRGestureRecognizer _sendCancelActions]
00007ffa0e51178c (__TEXT,__text) non-external -[MRGestureRecognizer _sendEndActions]
00007ffa0e5116fc (__TEXT,__text) non-external -[MRGestureRecognizer _sendStartActions]
00007ffa0e511744 (__TEXT,__text) non-external -[MRGestureRecognizer _sendUpdateActions]
00007ffa0e511467 (__TEXT,__text) non-external -[MRGestureRecognizer abort]
00007ffa0e510f28 (__TEXT,__text) non-external -[MRGestureRecognizer cancelAction]
00007ffa0e510d20 (__TEXT,__text) non-external -[MRGestureRecognizer cleanup]
00007ffa0e5115cc (__TEXT,__text) non-external -[MRGestureRecognizer description]
00007ffa0e510eb4 (__TEXT,__text) non-external -[MRGestureRecognizer endAction]
00007ffa0e510c6d (__TEXT,__text) non-external -[MRGestureRecognizer initWithRenderer:startAction:andSender:]
00007ffa0e511b36 (__TEXT,__text) non-external -[MRGestureRecognizer matrixChain]
00007ffa0e511455 (__TEXT,__text) non-external -[MRGestureRecognizer recognize]
00007ffa0e511b8b (__TEXT,__text) non-external -[MRGestureRecognizer referenceScale]
00007ffa0e511b6b (__TEXT,__text) non-external -[MRGestureRecognizer referenceSize]
00007ffa0e511ba1 (__TEXT,__text) non-external -[MRGestureRecognizer requiredTouchCount]
00007ffa0e511bba (__TEXT,__text) non-external -[MRGestureRecognizer score]
00007ffa0e511b2c (__TEXT,__text) non-external -[MRGestureRecognizer sender]
00007ffa0e510f3e (__TEXT,__text) non-external -[MRGestureRecognizer setCancelAction:]
00007ffa0e510eca (__TEXT,__text) non-external -[MRGestureRecognizer setEndAction:]
00007ffa0e511b4a (__TEXT,__text) non-external -[MRGestureRecognizer setMatrixChain:]
00007ffa0e511b96 (__TEXT,__text) non-external -[MRGestureRecognizer setReferenceScale:]
00007ffa0e511b7b (__TEXT,__text) non-external -[MRGestureRecognizer setReferenceSize:]
00007ffa0e511bae (__TEXT,__text) non-external -[MRGestureRecognizer setRequiredTouchCount:]
00007ffa0e511bc8 (__TEXT,__text) non-external -[MRGestureRecognizer setScore:]
00007ffa0e510de2 (__TEXT,__text) non-external -[MRGestureRecognizer setStartAction:]
00007ffa0e511b62 (__TEXT,__text) non-external -[MRGestureRecognizer setState:]
00007ffa0e510e56 (__TEXT,__text) non-external -[MRGestureRecognizer setUpdateAction:]
00007ffa0e510dcc (__TEXT,__text) non-external -[MRGestureRecognizer startAction]
00007ffa0e511b59 (__TEXT,__text) non-external -[MRGestureRecognizer state]
00007ffa0e510fb5 (__TEXT,__text) non-external -[MRGestureRecognizer touchBegan:]
00007ffa0e51134c (__TEXT,__text) non-external -[MRGestureRecognizer touchEnded:]
00007ffa0e5111af (__TEXT,__text) non-external -[MRGestureRecognizer touchMoved:]
00007ffa0e510f9c (__TEXT,__text) non-external -[MRGestureRecognizer touches]
00007ffa0e510e40 (__TEXT,__text) non-external -[MRGestureRecognizer updateAction]
00007ffa0e4acd6d (__TEXT,__text) non-external -[MRHitBlob aspectRatio]
00007ffa0e4acf24 (__TEXT,__text) non-external -[MRHitBlob clientObject]
00007ffa0e4acf5b (__TEXT,__text) non-external -[MRHitBlob currentLayoutIndex]
00007ffa0e4acebb (__TEXT,__text) non-external -[MRHitBlob effectLayer]
00007ffa0e4acf01 (__TEXT,__text) non-external -[MRHitBlob elementID]
00007ffa0e4acede (__TEXT,__text) non-external -[MRHitBlob innerPath]
00007ffa0e4acdb5 (__TEXT,__text) non-external -[MRHitBlob innerResolution]
00007ffa0e4ace27 (__TEXT,__text) non-external -[MRHitBlob isEqualToHitBlob:]
00007ffa0e4acdcb (__TEXT,__text) non-external -[MRHitBlob mediaType]
00007ffa0e4ace98 (__TEXT,__text) non-external -[MRHitBlob outerLayer]
00007ffa0e4acf47 (__TEXT,__text) non-external -[MRHitBlob proxyForSlide]
00007ffa0e4acf38 (__TEXT,__text) non-external -[MRHitBlob setClientObject:]
00007ffa0e4acf65 (__TEXT,__text) non-external -[MRHitBlob setCurrentLayoutIndex:]
00007ffa0e4acecf (__TEXT,__text) non-external -[MRHitBlob setEffectLayer:]
