0000000186668990 (__TEXT,__const) non-external _A1_Table
000000018652159c (__TEXT,__text) non-external _PermuteChannelsWithMaskedInsert_ARGB16U
000000018639c6ac (__TEXT,__text) non-external _PermuteChannelsWithMaskedInsert_ARGB8888
00000001865216b8 (__TEXT,__text) non-external _PermuteChannelsWithMaskedInsert_ARGBFFFF
000000018639df54 (__TEXT,__text) non-external (was a private external) _PermuteChannels_ARGB16U
000000018638d3d0 (__TEXT,__text) non-external (was a private external) _PermuteChannels_ARGB8888
000000018650f250 (__TEXT,__text) non-external (was a private external) _PermuteChannels_ARGBFFFF
000000018650f180 (__TEXT,__text) non-external (was a private external) _PermuteChannels_Chunky16U
000000018650f044 (__TEXT,__text) non-external (was a private external) _PermuteChannels_Chunky8
000000018650f2f8 (__TEXT,__text) non-external (was a private external) _PermuteChannels_ChunkyF
00000001865215b8 (__TEXT,__text) non-external _PermuteInsertPass_Print16
000000018652149c (__TEXT,__text) non-external _PermuteInsertPass_Print8
00000001865216d4 (__TEXT,__text) non-external _PermuteInsertPass_PrintF
000000018650f3c8 (__TEXT,__text) non-external (was a private external) _PermutePass_Print
0000000186477b10 (__TEXT,__text) non-external (was a private external) _PiecewiseGamma_BuildTable8
000000018638753c (__TEXT,__text) non-external (was a private external) _PiecewiseGamma_BuildTable8to16
0000000186477e10 (__TEXT,__text) non-external (was a private external) _PiecewiseGamma_BuildTable8toF
0000000186478088 (__TEXT,__text) non-external (was a private external) _PiecewiseGamma_ComputeInterpolatedTableF
0000000186387bcc (__TEXT,__text) non-external (was a private external) _PiecewiseGamma_ComputeTable16Q12
00000001863fbb44 (__TEXT,__text) non-external (was a private external) _PixelCopy
0000000186667c70 (__TEXT,__const) non-external (was a private external) _PixelSize
0000000186668d10 (__TEXT,__const) non-external _Planar16FtoPlanar8_LUT
00000001863907d8 (__TEXT,__text) non-external (was a private external) _Planar16Q12to8
0000000186385fc4 (__TEXT,__text) non-external (was a private external) _Planar16Q12toARGB8888
000000018650c450 (__TEXT,__text) non-external (was a private external) _Planar16Q12toF
000000018639284c (__TEXT,__text) non-external (was a private external) _Planar16Q12toRGB888
000000018650c58c (__TEXT,__text) non-external (was a private external) _Planar16ToChunky
000000018650c4ec (__TEXT,__text) non-external (was a private external) _Planar16UTo16U
000000018639e954 (__TEXT,__text) non-external (was a private external) _Planar16UtoARGB16U
0000000186646548 (__TEXT,__const) non-external (was a private external) _Planar16UtoPlanar16F
000000018639f37c (__TEXT,__text) non-external (was a private external) _Planar16UtoRGB16U
00000001863909ac (__TEXT,__text) non-external (was a private external) _Planar8ToChunky
00000001863851dc (__TEXT,__text) non-external _Planar8to16Q12
000000018651ff6c (__TEXT,__text) non-external _Planar8toF
0000000186668b10 (__TEXT,__const) non-external _Planar8toPlanar16F_LUT
000000018650c638 (__TEXT,__text) non-external (was a private external) _PlanarFTo16Q12
000000018650c27c (__TEXT,__text) non-external (was a private external) _PlanarFTo16U
00000001863a8d3c (__TEXT,__text) non-external (was a private external) _PlanarFTo8
000000018650c220 (__TEXT,__text) non-external (was a private external) _PlanarFToARGB8888
000000018666bae8 (__TEXT,__const) non-external _PlanarFToARGB8888.minFloat
000000018650c328 (__TEXT,__text) non-external (was a private external) _PlanarFToF
000000018650c40c (__TEXT,__text) non-external (was a private external) _PlanarFToRGBXFFFF
000000018650c3c8 (__TEXT,__text) non-external (was a private external) _PlanarFToXRGBFFFF
000000018650c0fc (__TEXT,__text) non-external (was a private external) _PlanarFtoARGBFFFF
000000018650c148 (__TEXT,__text) non-external (was a private external) _PlanarFtoChunky
000000018666b114 (__TEXT,__const) non-external _PlanarFtoPlanar16F_LUT
000000018638495c (__TEXT,__text) non-external (was a private external) _PlanarFtoRGBFFF
000000018650f4d0 (__TEXT,__text) non-external (was a private external) _PrecisionPass_Print
000000018650eca0 (__TEXT,__text) non-external (was a private external) _PremultiplyData_ARGB16Q12
000000018650ec64 (__TEXT,__text) non-external (was a private external) _PremultiplyData_ARGB16U
0000000186386544 (__TEXT,__text) non-external (was a private external) _PremultiplyData_ARGB8888
000000018650ece8 (__TEXT,__text) non-external (was a private external) _PremultiplyData_ARGBFFFF
000000018650ec88 (__TEXT,__text) non-external (was a private external) _PremultiplyData_Chunky16AlphaFirst
000000018650ec70 (__TEXT,__text) non-external (was a private external) _PremultiplyData_Chunky16AlphaLast
000000018650ecc4 (__TEXT,__text) non-external (was a private external) _PremultiplyData_Chunky16Q12AlphaFirst
000000018650ecac (__TEXT,__text) non-external (was a private external) _PremultiplyData_Chunky16Q12AlphaLast
000000018650ec40 (__TEXT,__text) non-external (was a private external) _PremultiplyData_Chunky8AlphaFirst
0000000186390afc (__TEXT,__text) non-external (was a private external) _PremultiplyData_Chunky8AlphaLast
000000018650ed0c (__TEXT,__text) non-external (was a private external) _PremultiplyData_ChunkyFAlphaFirst
000000018650ecf4 (__TEXT,__text) non-external (was a private external) _PremultiplyData_ChunkyFAlphaLast
000000018639f0a8 (__TEXT,__text) non-external (was a private external) _PremultiplyData_RGBA16Q12
000000018650ec58 (__TEXT,__text) non-external (was a private external) _PremultiplyData_RGBA16U
00000001863861ac (__TEXT,__text) non-external (was a private external) _PremultiplyData_RGBA8888
000000018650ecdc (__TEXT,__text) non-external (was a private external) _PremultiplyData_RGBAFFFF
00000001865076b8 (__TEXT,__text) non-external _PrintBufferOrderNames
00000001e5bddb60 (__DATA_CONST,__const) non-external _PrintBufferOrderNames.kBufferOrderNames_Base
00000001e5bddc50 (__DATA_CONST,__const) non-external _PrintBufferOrderNames.kBufferOrderNames_CMYK
00000001e5bddc78 (__DATA_CONST,__const) non-external _PrintBufferOrderNames.kBufferOrderNames_LAB
00000001e5bddc30 (__DATA_CONST,__const) non-external _PrintBufferOrderNames.kBufferOrderNames_RGB
000000018652003c (__TEXT,__text) non-external _RGB16UtoPlanar16U
000000018651ff30 (__TEXT,__text) non-external _RGB888toPlanar16Q12
0000000186392658 (__TEXT,__text) non-external _RGB888toPlanar8
0000000186383610 (__TEXT,__text) non-external _RGBFFFtoPlanarF
000000018643f060 (__TEXT,__text) non-external (was a private external) _ReadTileRowEdge_ARGB8888
000000018637e53c (__TEXT,__text) non-external (was a private external) _ReduceToCoreFormats
000000018650ef78 (__TEXT,__text) non-external (was a private external) _RemoveAlpha_Chunky16UAlphaFirst
000000018650ef60 (__TEXT,__text) non-external (was a private external) _RemoveAlpha_Chunky16UAlphaLast
000000018650ef30 (__TEXT,__text) non-external (was a private external) _RemoveAlpha_Chunky8AlphaFirst
000000018650ef18 (__TEXT,__text) non-external (was a private external) _RemoveAlpha_Chunky8AlphaLast
000000018650efc0 (__TEXT,__text) non-external (was a private external) _RemoveAlpha_ChunkyFAlphaFirst
000000018650efa8 (__TEXT,__text) non-external (was a private external) _RemoveAlpha_ChunkyFAlphaLast
0000000186380c58 (__TEXT,__text) non-external _ResolveDecodeArrays
000000018651bc74 (__TEXT,__text) non-external _ResolveDecodeArrays_version1
0000000186387084 (__TEXT,__text) non-external _RowDecodeY00
00000001863bf258 (__TEXT,__text) non-external _RowDecodeYCC
00000001863bee9c (__TEXT,__text) non-external _RowEncodeY00
00000001863befd8 (__TEXT,__text) non-external _RowEncodeYCC
00000001863b8320 (__TEXT,__text) non-external _SepConvolve16U_GCDWork
00000001863b7d78 (__TEXT,__text) non-external _SepConvolve8_GCDWork
00000001863b88e0 (__TEXT,__text) non-external _SepConvolve8to16U_GCDWork
00000001863b77d4 (__TEXT,__text) non-external _SepConvolveF_GCDWork
00000001863fb9bc (__TEXT,__text) non-external (was a private external) _SetupBufferInfo
00000001ef188178 (__AUTH_CONST,__const) non-external (was a private external) _SetupROI
00000001863f9ee8 (__TEXT,__text) non-external (was a private external) _SetupROI_ARGB8888
00000001863fa3ec (__TEXT,__text) non-external (was a private external) _SetupROI_ARGBFFFF
00000001863f9734 (__TEXT,__text) non-external (was a private external) _SetupROI_Pixel_8
00000001863f9abc (__TEXT,__text) non-external (was a private external) _SetupROI_Pixel_F
0000000186482ffc (__TEXT,__text) external _SetvImageThreadCount
0000000186482fe8 (__TEXT,__text) external _SetvImageThreadState
00000001863bfb5c (__TEXT,__text) external _SetvImageVectorAvailable
000000018643f058 (__TEXT,__text) non-external _SkipProcessing_ARGB8888
00000001863b8efc (__TEXT,__text) non-external _StoreY
00000001863b9038 (__TEXT,__text) non-external _StoreYCC
00000001863b43f4 (__TEXT,__text) non-external _Swap16
000000018639d790 (__TEXT,__text) non-external _Swap32
000000018666be0c (__TEXT,__const) non-external _Swap32.swap32Map
0000000186520310 (__TEXT,__text) non-external _TRCsData_dtor
00000001865150dc (__TEXT,__text) non-external _TableLookUp_Planar8
0000000186515490 (__TEXT,__text) non-external _TableLookUp_Planar8toIndexed8
000000018650e518 (__TEXT,__text) non-external (was a private external) _TransformPassHLGSceneReferredMapping_dtor
000000018650ce14 (__TEXT,__text) non-external (was a private external) _TransformPassLUT1D_dtor
000000018638dd80 (__TEXT,__text) non-external (was a private external) _TransformPassLUT_dtor
000000018650e368 (__TEXT,__text) non-external (was a private external) _TransformPassLUTs_dtor
000000018650e440 (__TEXT,__text) non-external (was a private external) _TransformPassLuminanceScaling_dtor
000000018638d880 (__TEXT,__text) non-external (was a private external) _TransformPassMatrix_dtor
000000018650e5fc (__TEXT,__text) non-external (was a private external) _TransformPassPQToneMapping_dtor
000000018638d814 (__TEXT,__text) non-external (was a private external) _TransformPassParameter_dtor
000000018650e2fc (__TEXT,__text) non-external (was a private external) _TransformPassTRCs_dtor
000000018650c6c4 (__TEXT,__text) non-external (was a private external) _TransformPass_PrintMatrix
000000018650cc08 (__TEXT,__text) non-external (was a private external) _TransformPass_PrintTransform
000000018650cddc (__TEXT,__text) non-external (was a private external) _TransformPass_dtor
00000001863c7cec (__TEXT,__text) non-external _TransformTRC_GCDWork
000000018641988c (__TEXT,__text) non-external (was a private external) _TruncateKernel_ARGB8888
000000018640ded4 (__TEXT,__text) non-external (was a private external) _TruncateKernel_ARGBFFFF
0000000186411570 (__TEXT,__text) non-external (was a private external) _TruncateKernel_Planar8
000000018640b070 (__TEXT,__text) non-external (was a private external) _TruncateKernel_PlanarF
000000018650ebbc (__TEXT,__text) non-external (was a private external) _UnpremultiplyData_ARGB16Q12
000000018650eb74 (__TEXT,__text) non-external (was a private external) _UnpremultiplyData_ARGB16U
000000018638d4f4 (__TEXT,__text) non-external (was a private external) _UnpremultiplyData_ARGB8888
000000018650ec04 (__TEXT,__text) non-external (was a private external) _UnpremultiplyData_ARGBFFFF
000000018650eb98 (__TEXT,__text) non-external (was a private external) _UnpremultiplyData_Chunky16AlphaFirst
000000018650eb80 (__TEXT,__text) non-external (was a private external) _UnpremultiplyData_Chunky16AlphaLast
000000018650ebe0 (__TEXT,__text) non-external (was a private external) _UnpremultiplyData_Chunky16Q12AlphaFirst
000000018650ebc8 (__TEXT,__text) non-external (was a private external) _UnpremultiplyData_Chunky16Q12AlphaLast
000000018650eb50 (__TEXT,__text) non-external (was a private external) _UnpremultiplyData_Chunky8AlphaFirst
0000000186384d9c (__TEXT,__text) non-external (was a private external) _UnpremultiplyData_Chunky8AlphaLast
000000018650ec28 (__TEXT,__text) non-external (was a private external) _UnpremultiplyData_ChunkyFAlphaFirst
000000018650ec10 (__TEXT,__text) non-external (was a private external) _UnpremultiplyData_ChunkyFAlphaLast
000000018650ebb0 (__TEXT,__text) non-external (was a private external) _UnpremultiplyData_RGBA16Q12
000000018650eb68 (__TEXT,__text) non-external (was a private external) _UnpremultiplyData_RGBA16U
0000000186388b74 (__TEXT,__text) non-external (was a private external) _UnpremultiplyData_RGBA8888
000000018650ebf8 (__TEXT,__text) non-external (was a private external) _UnpremultiplyData_RGBAFFFF
00000001865dfc40 (__TEXT,__const) non-external (was a private external) _Unpremultiply_16Q12_table
000000018651bae4 (__TEXT,__text) non-external _VerifyCGConverterParams
00000001eb0ca400 (__DATA_DIRTY,__bss) non-external _VerifyCGConverterParams.dyld_handle
                 (undefined) external __Block_object_assign (from libSystem)
                 (undefined) external __Block_object_dispose (from libSystem)
0000000186382b30 (__TEXT,__text) non-external (was a private external) __ERROR_Buffer_Not_ReadWriteable_By_vImage__CheckBacktrace
0000000186382860 (__TEXT,__text) non-external (was a private external) __ERROR_Buffer_Not_Readable_By_vImage__CheckBacktrace
0000000186382a78 (__TEXT,__text) non-external (was a private external) __ERROR_Buffer_Not_Writeable_By_vImage__CheckBacktrace
0000000186382b50 (__TEXT,__text) non-external (was a private external) __ERROR_Buffer_ReadWrite__Too_Small_For_Arguments_To_vImage__CheckBacktrace
000000018638287c (__TEXT,__text) non-external (was a private external) __ERROR_Buffer_Read__Too_Small_For_Arguments_To_vImage__CheckBacktrace
0000000186382a98 (__TEXT,__text) non-external (was a private external) __ERROR_Buffer_Write__Too_Small_For_Arguments_To_vImage__CheckBacktrace
00000001eb0ca408 (__DATA_DIRTY,__bss) non-external __MergedGlobals
00000001eb0ca420 (__DATA_DIRTY,__bss) non-external __MergedGlobals
00000001eb0ca658 (__DATA_DIRTY,__bss) non-external __MergedGlobals
00000001eb0ca668 (__DATA_DIRTY,__bss) non-external __MergedGlobals
                 (undefined) external __NSConcreteGlobalBlock (from libSystem)
                 (undefined) external __NSConcreteStackBlock (from libSystem)
00000001865d7e00 (__TEXT,__text) non-external __ZL12vecPQToneMapPDv8_fS0_S0_PKfPK9PQ_params
00000001863f8920 (__TEXT,__text) non-external ____vImageConvert_ARGB16Q12ToXRGB2101010_block_invoke
00000001863f8780 (__TEXT,__text) non-external ____vImageConvert_ARGB16UToXRGB2101010_block_invoke
00000001863f85e0 (__TEXT,__text) non-external ____vImageConvert_ARGB8888ToXRGB2101010_block_invoke
00000001863f8ac8 (__TEXT,__text) non-external ____vImageConvert_ARGBFFFFToXRGB2101010_block_invoke
00000001863f8b94 (__TEXT,__text) non-external ____vImageConvert_XRGB2101010ToARGB16F_block_invoke
00000001863f884c (__TEXT,__text) non-external ____vImageConvert_XRGB2101010ToARGB16Q12_block_invoke
00000001863f86ac (__TEXT,__text) non-external ____vImageConvert_XRGB2101010ToARGB16U_block_invoke
00000001863f850c (__TEXT,__text) non-external ____vImageConvert_XRGB2101010ToARGB8888_block_invoke
00000001863f89f4 (__TEXT,__text) non-external ____vImageConvert_XRGB2101010ToARGBFFFF_block_invoke
                 (undefined) external ___assert_rtn (from libSystem)
00000001e5bdc0c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00000001e5bdc0e0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00000001e5bdc2e0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00000001e5bdc400 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00000001e5bdc490 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00000001e5bdca70 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00000001e5bdcab0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00000001e5bdccb0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00000001e5bdce30 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00000001e5bdd120 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00000001e5bdd720 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00000001e5bddfe8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00000001ef187fe0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp
00000001ef188060 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp
00000001ef188cc0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp
00000001ef188d20 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp
00000001ef188d80 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp
00000001e5bdc100 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.1
00000001e5bdc300 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.1
00000001e5bdc4b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.1
00000001e5bdca90 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.1
00000001e5bdcad0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.1
00000001e5bdccd0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.1
00000001e5bdce50 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.1
00000001e5bdd140 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.1
00000001e5bdd740 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.1
00000001ef188010 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.1
00000001ef188280 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.1
00000001ef188cf0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.1
00000001ef188d50 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.1
00000001e5bdc5d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.10
00000001e5bdcbf0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.10
00000001e5bdd040 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.10
00000001e5bdd260 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.10
00000001e5bdd860 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.10
00000001e5bde048 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.10
00000001ef188310 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.10
00000001ef187b30 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.100
00000001ef187b60 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.103
00000001ef187f80 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.104
00000001ef187b90 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.107
00000001ef187fb0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.107
