
/Volumes/macOS Mojave/System/Library/Frameworks/OpenGL.framework/Versions/A/Libraries/libGL.dylib (for architecture x86_64):
000000000000beee (__TEXT,__text) external _CGLGetCurrentContext
000056f5 (__TEXT,__text) external _glVertexAttrib1s
00009158 (__TEXT,__text) external _glVertexAttrib1sARB
0000571a (__TEXT,__text) external _glVertexAttrib1sv
00009439 (__TEXT,__text) external _glVertexAttrib1svARB
0000573c (__TEXT,__text) external _glVertexAttrib2d
0000923c (__TEXT,__text) external _glVertexAttrib2dARB
00005776 (__TEXT,__text) external _glVertexAttrib2dv
000094e3 (__TEXT,__text) external _glVertexAttrib2dvARB
00005798 (__TEXT,__text) external _glVertexAttrib2f
00009202 (__TEXT,__text) external _glVertexAttrib2fARB
000057d2 (__TEXT,__text) external _glVertexAttrib2fv
000094c1 (__TEXT,__text) external _glVertexAttrib2fvARB
000057f4 (__TEXT,__text) external _glVertexAttrib2s
000091db (__TEXT,__text) external _glVertexAttrib2sARB
0000581b (__TEXT,__text) external _glVertexAttrib2sv
0000949f (__TEXT,__text) external _glVertexAttrib2svARB
0000583d (__TEXT,__text) external _glVertexAttrib3d
000092ea (__TEXT,__text) external _glVertexAttrib3dARB
00005882 (__TEXT,__text) external _glVertexAttrib3dv
00009549 (__TEXT,__text) external _glVertexAttrib3dvARB
000058a4 (__TEXT,__text) external _glVertexAttrib3f
000092a5 (__TEXT,__text) external _glVertexAttrib3fARB
000058e9 (__TEXT,__text) external _glVertexAttrib3fv
00009527 (__TEXT,__text) external _glVertexAttrib3fvARB
0000590b (__TEXT,__text) external _glVertexAttrib3s
00009276 (__TEXT,__text) external _glVertexAttrib3sARB
0000593a (__TEXT,__text) external _glVertexAttrib3sv
00009505 (__TEXT,__text) external _glVertexAttrib3svARB
0000595c (__TEXT,__text) external _glVertexAttrib4Nbv
0000967b (__TEXT,__text) external _glVertexAttrib4NbvARB
0000597e (__TEXT,__text) external _glVertexAttrib4Niv
000096bf (__TEXT,__text) external _glVertexAttrib4NivARB
000059a0 (__TEXT,__text) external _glVertexAttrib4Nsv
0000969d (__TEXT,__text) external _glVertexAttrib4NsvARB
000059c2 (__TEXT,__text) external _glVertexAttrib4Nub
00009404 (__TEXT,__text) external _glVertexAttrib4NubARB
000059f7 (__TEXT,__text) external _glVertexAttrib4Nubv
000096e1 (__TEXT,__text) external _glVertexAttrib4NubvARB
00005a19 (__TEXT,__text) external _glVertexAttrib4Nuiv
00009725 (__TEXT,__text) external _glVertexAttrib4NuivARB
00005a3b (__TEXT,__text) external _glVertexAttrib4Nusv
00009703 (__TEXT,__text) external _glVertexAttrib4NusvARB
00005a5d (__TEXT,__text) external _glVertexAttrib4bv
0000956b (__TEXT,__text) external _glVertexAttrib4bvARB
00005a7f (__TEXT,__text) external _glVertexAttrib4d
000093b4 (__TEXT,__text) external _glVertexAttrib4dARB
00005acf (__TEXT,__text) external _glVertexAttrib4dv
00009659 (__TEXT,__text) external _glVertexAttrib4dvARB
00005af1 (__TEXT,__text) external _glVertexAttrib4f
00009364 (__TEXT,__text) external _glVertexAttrib4fARB
00005b41 (__TEXT,__text) external _glVertexAttrib4fv
00009637 (__TEXT,__text) external _glVertexAttrib4fvARB
00005b63 (__TEXT,__text) external _glVertexAttrib4iv
000095af (__TEXT,__text) external _glVertexAttrib4ivARB
00005b85 (__TEXT,__text) external _glVertexAttrib4s
0000932f (__TEXT,__text) external _glVertexAttrib4sARB
00005bba (__TEXT,__text) external _glVertexAttrib4sv
0000958d (__TEXT,__text) external _glVertexAttrib4svARB
00005bdc (__TEXT,__text) external _glVertexAttrib4ubv
000095d1 (__TEXT,__text) external _glVertexAttrib4ubvARB
00005bfe (__TEXT,__text) external _glVertexAttrib4uiv
00009615 (__TEXT,__text) external _glVertexAttrib4uivARB
00005c20 (__TEXT,__text) external _glVertexAttrib4usv
000095f3 (__TEXT,__text) external _glVertexAttrib4usvARB
00007a46 (__TEXT,__text) external _glVertexAttribDivisor
0000b052 (__TEXT,__text) external _glVertexAttribDivisorARB
00006bf0 (__TEXT,__text) external _glVertexAttribI1i
0000bdfb (__TEXT,__text) external _glVertexAttribI1iEXT
00006d1e (__TEXT,__text) external _glVertexAttribI1iv
0000bf29 (__TEXT,__text) external _glVertexAttribI1ivEXT
00006c87 (__TEXT,__text) external _glVertexAttribI1ui
0000be92 (__TEXT,__text) external _glVertexAttribI1uiEXT
00006da6 (__TEXT,__text) external _glVertexAttribI1uiv
0000bfb1 (__TEXT,__text) external _glVertexAttribI1uivEXT
00006c12 (__TEXT,__text) external _glVertexAttribI2i
0000be1d (__TEXT,__text) external _glVertexAttribI2iEXT
00006d40 (__TEXT,__text) external _glVertexAttribI2iv
0000bf4b (__TEXT,__text) external _glVertexAttribI2ivEXT
00006ca9 (__TEXT,__text) external _glVertexAttribI2ui
0000beb4 (__TEXT,__text) external _glVertexAttribI2uiEXT
00006dc8 (__TEXT,__text) external _glVertexAttribI2uiv
0000bfd3 (__TEXT,__text) external _glVertexAttribI2uivEXT
00006c34 (__TEXT,__text) external _glVertexAttribI3i
0000be3f (__TEXT,__text) external _glVertexAttribI3iEXT
00006d62 (__TEXT,__text) external _glVertexAttribI3iv
0000bf6d (__TEXT,__text) external _glVertexAttribI3ivEXT
00006ccb (__TEXT,__text) external _glVertexAttribI3ui
0000bed6 (__TEXT,__text) external _glVertexAttribI3uiEXT
00006dea (__TEXT,__text) external _glVertexAttribI3uiv
0000bff5 (__TEXT,__text) external _glVertexAttribI3uivEXT
00006e2e (__TEXT,__text) external _glVertexAttribI4bv
0000c039 (__TEXT,__text) external _glVertexAttribI4bvEXT
00006c5c (__TEXT,__text) external _glVertexAttribI4i
0000be67 (__TEXT,__text) external _glVertexAttribI4iEXT
00006d84 (__TEXT,__text) external _glVertexAttribI4iv
0000bf8f (__TEXT,__text) external _glVertexAttribI4ivEXT
00006e50 (__TEXT,__text) external _glVertexAttribI4sv
0000c05b (__TEXT,__text) external _glVertexAttribI4svEXT
00006e72 (__TEXT,__text) external _glVertexAttribI4ubv
0000c07d (__TEXT,__text) external _glVertexAttribI4ubvEXT
00006cf3 (__TEXT,__text) external _glVertexAttribI4ui
0000befe (__TEXT,__text) external _glVertexAttribI4uiEXT
00006e0c (__TEXT,__text) external _glVertexAttribI4uiv
0000c017 (__TEXT,__text) external _glVertexAttribI4uivEXT
00006e94 (__TEXT,__text) external _glVertexAttribI4usv
0000c09f (__TEXT,__text) external _glVertexAttribI4usvEXT
00006b81 (__TEXT,__text) external _glVertexAttribIPointer
0000c0c1 (__TEXT,__text) external _glVertexAttribIPointerEXT
00008d57 (__TEXT,__text) external _glVertexAttribL1d
00008e55 (__TEXT,__text) external _glVertexAttribL1dv
00008d86 (__TEXT,__text) external _glVertexAttribL2d
00008e77 (__TEXT,__text) external _glVertexAttribL2dv
00008dc0 (__TEXT,__text) external _glVertexAttribL3d
00008e99 (__TEXT,__text) external _glVertexAttribL3dv
00008e05 (__TEXT,__text) external _glVertexAttribL4d
00008ebb (__TEXT,__text) external _glVertexAttribL4dv
00008edd (__TEXT,__text) external _glVertexAttribLPointer
000078ee (__TEXT,__text) external _glVertexAttribP1ui
0000799a (__TEXT,__text) external _glVertexAttribP1uiv
00007919 (__TEXT,__text) external _glVertexAttribP2ui
000079c5 (__TEXT,__text) external _glVertexAttribP2uiv
00007944 (__TEXT,__text) external _glVertexAttribP3ui
000079f0 (__TEXT,__text) external _glVertexAttribP3uiv
0000796f (__TEXT,__text) external _glVertexAttribP4ui
00007a1b (__TEXT,__text) external _glVertexAttribP4uiv
00005c42 (__TEXT,__text) external _glVertexAttribPointer
00009747 (__TEXT,__text) external _glVertexAttribPointerARB
00009ca6 (__TEXT,__text) external _glVertexBlendARB
0000cb99 (__TEXT,__text) external _glVertexPointSizefAPPLE
00003ebd (__TEXT,__text) external _glVertexPointer
00003ee5 (__TEXT,__text) external _glViewport
00008f2a (__TEXT,__text) external _glViewportArrayv
00008f4c (__TEXT,__text) external _glViewportIndexedf
00008f9c (__TEXT,__text) external _glViewportIndexedfv
000074c2 (__TEXT,__text) external _glWaitSync
00009c7e (__TEXT,__text) external _glWeightPointerARB
00009b6e (__TEXT,__text) external _glWeightbvARB
00009bf6 (__TEXT,__text) external _glWeightdvARB
00009bd4 (__TEXT,__text) external _glWeightfvARB
00009bb2 (__TEXT,__text) external _glWeightivARB
00009b90 (__TEXT,__text) external _glWeightsvARB
00009c18 (__TEXT,__text) external _glWeightubvARB
00009c5c (__TEXT,__text) external _glWeightuivARB
00009c3a (__TEXT,__text) external _glWeightusvARB
00005129 (__TEXT,__text) external _glWindowPos2d
0000a4bd (__TEXT,__text) external _glWindowPos2dARB
0000515b (__TEXT,__text) external _glWindowPos2dv
0000a4ef (__TEXT,__text) external _glWindowPos2dvARB
0000517a (__TEXT,__text) external _glWindowPos2f
0000a50e (__TEXT,__text) external _glWindowPos2fARB
000051ac (__TEXT,__text) external _glWindowPos2fv
0000a540 (__TEXT,__text) external _glWindowPos2fvARB
000051cb (__TEXT,__text) external _glWindowPos2i
0000a55f (__TEXT,__text) external _glWindowPos2iARB
000051ed (__TEXT,__text) external _glWindowPos2iv
0000a581 (__TEXT,__text) external _glWindowPos2ivARB
0000520c (__TEXT,__text) external _glWindowPos2s
0000a5a0 (__TEXT,__text) external _glWindowPos2sARB
00005233 (__TEXT,__text) external _glWindowPos2sv
0000a5c7 (__TEXT,__text) external _glWindowPos2svARB
00005252 (__TEXT,__text) external _glWindowPos3d
0000a5e6 (__TEXT,__text) external _glWindowPos3dARB
0000528f (__TEXT,__text) external _glWindowPos3dv
0000a623 (__TEXT,__text) external _glWindowPos3dvARB
000052ae (__TEXT,__text) external _glWindowPos3f
0000a642 (__TEXT,__text) external _glWindowPos3fARB
000052eb (__TEXT,__text) external _glWindowPos3fv
0000a67f (__TEXT,__text) external _glWindowPos3fvARB
0000530a (__TEXT,__text) external _glWindowPos3i
0000a69e (__TEXT,__text) external _glWindowPos3iARB
0000532c (__TEXT,__text) external _glWindowPos3iv
0000a6c0 (__TEXT,__text) external _glWindowPos3ivARB
0000534b (__TEXT,__text) external _glWindowPos3s
0000a6df (__TEXT,__text) external _glWindowPos3sARB
00005374 (__TEXT,__text) external _glWindowPos3sv
0000a708 (__TEXT,__text) external _glWindowPos3svARB
0000d000 (__DATA,__common) external _gll_noop
         (undefined) external dyld_stub_binder (from libSystem)
