00007ffa438436b0 (__DATA,__data) non-external _.compoundliteral
00007ffa19285abc (__TEXT,__text) non-external (was a private external) _glpDerefNodeSetOffset
00007ffa19272678 (__TEXT,__text) non-external (was a private external) _glpDeserialError
00007ffa19287f60 (__TEXT,__text) non-external (was a private external) _glpDeserializeAST
00007ffa192882ac (__TEXT,__text) non-external (was a private external) _glpDeserializeNames
00007ffa19225f6c (__TEXT,__text) non-external (was a private external) _glpDestroyCodeGenContext
00007ffa192583b9 (__TEXT,__text) non-external (was a private external) _glpDestroyCompiledShader
00007ffa1924dd04 (__TEXT,__text) non-external (was a private external) _glpDestroyCompiler
00007ffa19272112 (__TEXT,__text) non-external (was a private external) _glpDestroyDeserialContext
00007ffa19220f9d (__TEXT,__text) non-external (was a private external) _glpDestroyIntHash
00007ffa192296bd (__TEXT,__text) non-external (was a private external) _glpDestroyLLVMCodeGenContext
00007ffa19251ec9 (__TEXT,__text) non-external (was a private external) _glpDestroyLayoutObject
00007ffa19257d9a (__TEXT,__text) non-external (was a private external) _glpDestroyLinkedProgram
00007ffa192540c7 (__TEXT,__text) non-external (was a private external) _glpDestroyLinker
00007ffa19262e42 (__TEXT,__text) non-external (was a private external) _glpDestroyLog
00007ffa19263333 (__TEXT,__text) non-external (was a private external) _glpDestroyNameTable
00007ffa19220c8e (__TEXT,__text) non-external (was a private external) _glpDestroyPointerHash
00007ffa1922246e (__TEXT,__text) non-external (was a private external) _glpDestroyPoolAllocator
00007ffa192715cf (__TEXT,__text) non-external (was a private external) _glpDestroySerialContext
00007ffa19276c13 (__TEXT,__text) non-external (was a private external) _glpDestroyStringBuffer
00007ffa192208af (__TEXT,__text) non-external (was a private external) _glpDestroyStringHash
00007ffa192776a4 (__TEXT,__text) non-external (was a private external) _glpDestroyType
00007ffa192212a6 (__TEXT,__text) non-external (was a private external) _glpDestroyTypedValueHash
00007ffa192d14a8 (__TEXT,__text) non-external (was a private external) _glpDisassemble1Op
00007ffa1929d094 (__TEXT,__text) non-external (was a private external) _glpDumpASTNodeToStringBuffer
00007ffa192786b4 (__TEXT,__text) non-external (was a private external) _glpDumpTypeToStringBuffer
00007ffa1927a020 (__TEXT,__text) non-external (was a private external) _glpDuplicateDerefOrConstant
00007ffa19277a35 (__TEXT,__text) non-external (was a private external) _glpEachPrimitiveComponentOfType
00007ffa1926be90 (__TEXT,__text) non-external (was a private external) _glpEnsureDeref
00007ffa1926b038 (__TEXT,__text) non-external (was a private external) _glpEnsureOffsetsExist
00007ffa1928350d (__TEXT,__text) non-external (was a private external) _glpEqualNodeGetIsFromSource
00007ffa1926dc3c (__TEXT,__text) non-external (was a private external) _glpEvaluateArraySize
00007ffa1926de39 (__TEXT,__text) non-external (was a private external) _glpEvaluateTypeNode
00007ffa1928501a (__TEXT,__text) non-external (was a private external) _glpExpressionStatementNodeGetExpr
00007ffa19285027 (__TEXT,__text) non-external (was a private external) _glpExpressionStatementNodeSetExpr
00007ffa19251307 (__TEXT,__text) non-external (was a private external) _glpExtensionAllowed
00007ffa19251434 (__TEXT,__text) non-external (was a private external) _glpExtensionAllowedAndDefault
00007ffa19250e33 (__TEXT,__text) non-external (was a private external) _glpExtensionFromString
00007ffa192512e9 (__TEXT,__text) non-external (was a private external) _glpExtensionToString
00007ffa19282afa (__TEXT,__text) non-external (was a private external) _glpFieldAccessNodeGetField
00007ffa19282b08 (__TEXT,__text) non-external (was a private external) _glpFieldAccessNodeGetStructure
00007ffa19282b15 (__TEXT,__text) non-external (was a private external) _glpFieldAccessNodeSetStructure
00007ffa19284685 (__TEXT,__text) non-external (was a private external) _glpFieldDeclarationNodeGetName
00007ffa19284693 (__TEXT,__text) non-external (was a private external) _glpFieldDeclarationNodeGetType
00007ffa192846a0 (__TEXT,__text) non-external (was a private external) _glpFieldDeclarationNodeSetType
00007ffa19251dbc (__TEXT,__text) non-external (was a private external) _glpFinalizeParseContext
00007ffa1927f7cd (__TEXT,__text) non-external (was a private external) _glpFinalizePreprocessor
00007ffa19246f45 (__TEXT,__text) non-external _glpFindGep
00007ffa1925159a (__TEXT,__text) non-external (was a private external) _glpFixInterpolateAt
00007ffa1926f6fe (__TEXT,__text) non-external (was a private external) _glpFlattenCommaTree
00007ffa192fb950 (__TEXT,__text) external _glpFragmentStateToPPStream
00007ffa192e2fc5 (__TEXT,__text) external _glpFreePPShaderLinearize
00007ffa19282c37 (__TEXT,__text) non-external (was a private external) _glpFunctionCallNodeGetExtra
00007ffa19282c29 (__TEXT,__text) non-external (was a private external) _glpFunctionCallNodeGetName
00007ffa19282c41 (__TEXT,__text) non-external (was a private external) _glpFunctionCallNodeSetExtra
00007ffa19284413 (__TEXT,__text) non-external (was a private external) _glpFunctionDefinitionNodeGetBody
00007ffa192843f9 (__TEXT,__text) non-external (was a private external) _glpFunctionDefinitionNodeGetPrototype
00007ffa19284421 (__TEXT,__text) non-external (was a private external) _glpFunctionDefinitionNodeSetBody
00007ffa19284406 (__TEXT,__text) non-external (was a private external) _glpFunctionDefinitionNodeSetPrototype
00007ffa19283d7d (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeAddParameter
00007ffa19283d16 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeClearParameters
00007ffa19283ccc (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeGetExtra
00007ffa19283cbe (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeGetName
00007ffa19283d5b (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeGetParameter
00007ffa19283d52 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeGetParameterCount
00007ffa19283cfa (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeGetReturnOutParam
00007ffa19283ce0 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeGetReturnType
00007ffa19283d8a (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeInsertParameter
00007ffa19283cd6 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeSetExtra
00007ffa19283d6c (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeSetParameter
00007ffa19283d08 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeSetReturnOutParam
00007ffa19283ced (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeSetReturnType
00007ffa1927763d (__TEXT,__text) non-external (was a private external) _glpFunctionTypeGetReturnType
00007ffa192a11d2 (__TEXT,__text) non-external _glpGLPTypeGetGLVMType
00007ffa19250d5a (__TEXT,__text) non-external (was a private external) _glpGLSLVersionAllowed
00007ffa19250c60 (__TEXT,__text) non-external (was a private external) _glpGLSLVersionFromInt
00007ffa19250d25 (__TEXT,__text) non-external (was a private external) _glpGLSLVersionGetDefault
00007ffa19250ddc (__TEXT,__text) non-external (was a private external) _glpGLSLVersionRequired
00007ffa19250d08 (__TEXT,__text) non-external (was a private external) _glpGLSLVersionToInt
00007ffa19258450 (__TEXT,__text) non-external (was a private external) _glpGenerateCopyInOut
00007ffa19279b4f (__TEXT,__text) non-external (was a private external) _glpGetAccessorCount
00007ffa19251a4f (__TEXT,__text) non-external (was a private external) _glpGetBIArchiveData
00007ffa43848190 (__DATA,__bss) non-external _glpGetBIArchiveData._anchor
00007ffa19253ef4 (__TEXT,__text) non-external (was a private external) _glpGetCompiledShaderVersion
00007ffa1926c1fe (__TEXT,__text) non-external (was a private external) _glpGetDefaultPrecisionForType
00007ffa192b3b92 (__TEXT,__text) non-external (was a private external) _glpGetErrMsg
00007ffa192af54e (__TEXT,__text) non-external (was a private external) _glpGetFilename
00007ffa1924ea64 (__TEXT,__text) non-external _glpGetFrameworkConstantByIndex
00007ffa192504a6 (__TEXT,__text) non-external (was a private external) _glpGetIBVariableObjectCount
00007ffa192af55b (__TEXT,__text) non-external (was a private external) _glpGetLineNumber
00007ffa1926c18d (__TEXT,__text) non-external (was a private external) _glpGetMostBasicPrimitiveType
00007ffa1923fd00 (__TEXT,__text) non-external _glpGetPConst
00007ffa19277c48 (__TEXT,__text) external _glpGetPrimitiveType
00007ffa1927a1ab (__TEXT,__text) non-external (was a private external) _glpGetScalarAccessorCount
00007ffa19250b28 (__TEXT,__text) non-external (was a private external) _glpGetStructTypeFromIBType
00007ffa192485e7 (__TEXT,__text) non-external _glpGetTextureSize
00007ffa1924b4d3 (__TEXT,__text) non-external _glpGetVectorSwizzle
00007ffa19265d1e (__TEXT,__text) non-external (was a private external) _glpGetVectorType
00007ffa19284eaa (__TEXT,__text) non-external (was a private external) _glpGlobalTypeQualifierNodeGetLayout
00007ffa19284ebe (__TEXT,__text) non-external (was a private external) _glpGlobalTypeQualifierNodeGetQualifierList
00007ffa19284eb4 (__TEXT,__text) non-external (was a private external) _glpGlobalTypeQualifierNodeSetLayout
00007ffa19284ecb (__TEXT,__text) non-external (was a private external) _glpGlobalTypeQualifierNodeSetQualifierList
00007ffa19267477 (__TEXT,__text) non-external (was a private external) _glpHandleArgumentConversions
00007ffa1926bf75 (__TEXT,__text) non-external (was a private external) _glpHandleGetterSetter
00007ffa192b38d3 (__TEXT,__text) non-external (was a private external) _glpHandlePragma
00007ffa192794f2 (__TEXT,__text) non-external (was a private external) _glpHandleSideEffectsForExpr
00007ffa19267cde (__TEXT,__text) non-external (was a private external) _glpHandleSpecialOperatorFunction
00007ffa1926ee04 (__TEXT,__text) non-external (was a private external) _glpHandleVariableRedeclaration
00007ffa19285ca3 (__TEXT,__text) non-external (was a private external) _glpIBPartialDerefNodeGetBankIndex
00007ffa19285c99 (__TEXT,__text) non-external (was a private external) _glpIBPartialDerefNodeGetIb
00007ffa19285cb0 (__TEXT,__text) non-external (was a private external) _glpIBPartialDerefNodeSetBankIndex
00007ffa19283811 (__TEXT,__text) non-external (was a private external) _glpIfExprNodeGetCondition
00007ffa19283847 (__TEXT,__text) non-external (was a private external) _glpIfExprNodeGetElseExpr
00007ffa1928382b (__TEXT,__text) non-external (was a private external) _glpIfExprNodeGetIfExpr
00007ffa1928381e (__TEXT,__text) non-external (was a private external) _glpIfExprNodeSetCondition
00007ffa19283855 (__TEXT,__text) non-external (was a private external) _glpIfExprNodeSetElseExpr
00007ffa19283839 (__TEXT,__text) non-external (was a private external) _glpIfExprNodeSetIfExpr
00007ffa19285221 (__TEXT,__text) non-external (was a private external) _glpIfStatementNodeGetCond
00007ffa19285257 (__TEXT,__text) non-external (was a private external) _glpIfStatementNodeGetElseStatement
00007ffa1928523b (__TEXT,__text) non-external (was a private external) _glpIfStatementNodeGetIfStatement
00007ffa1928522e (__TEXT,__text) non-external (was a private external) _glpIfStatementNodeSetCond
00007ffa19285265 (__TEXT,__text) non-external (was a private external) _glpIfStatementNodeSetElseStatement
00007ffa19285249 (__TEXT,__text) non-external (was a private external) _glpIfStatementNodeSetIfStatement
00007ffa192af567 (__TEXT,__text) non-external (was a private external) _glpIncLineNumber
00007ffa1926c757 (__TEXT,__text) non-external (was a private external) _glpIndirectArrayElement
00007ffa1926c72a (__TEXT,__text) non-external (was a private external) _glpIndirectMatrixColumn
00007ffa1926c60d (__TEXT,__text) non-external (was a private external) _glpIndirectVectorElement
00007ffa1927207a (__TEXT,__text) non-external (was a private external) _glpInitDeserialContext
00007ffa19251c5f (__TEXT,__text) non-external (was a private external) _glpInitParseContext
00007ffa192222a0 (__TEXT,__text) non-external (was a private external) _glpInitPoolAllocator
00007ffa1927f760 (__TEXT,__text) non-external (was a private external) _glpInitPreprocessor
00007ffa19271573 (__TEXT,__text) non-external (was a private external) _glpInitSerialContext
00007ffa19222452 (__TEXT,__text) non-external (was a private external) _glpInitTempPoolAllocator
00007ffa19251add (__TEXT,__text) non-external (was a private external) _glpInitializeExtensionBehavior
00007ffa192684c0 (__TEXT,__text) non-external (was a private external) _glpInlineFunction
00007ffa19221152 (__TEXT,__text) non-external (was a private external) _glpIntHashCache_b
00007ffa1922111f (__TEXT,__text) non-external (was a private external) _glpIntHashGet
00007ffa19220fd4 (__TEXT,__text) non-external (was a private external) _glpIntHashPut
00007ffa192211b5 (__TEXT,__text) non-external (was a private external) _glpIntHashRemove
00007ffa192847f7 (__TEXT,__text) non-external (was a private external) _glpInterfaceBlockNodeGetBlockName
00007ffa1928485d (__TEXT,__text) non-external (was a private external) _glpInterfaceBlockNodeGetDimension
00007ffa19284827 (__TEXT,__text) non-external (was a private external) _glpInterfaceBlockNodeGetExtra
00007ffa19284813 (__TEXT,__text) non-external (was a private external) _glpInterfaceBlockNodeGetHasInstanceName
00007ffa19284805 (__TEXT,__text) non-external (was a private external) _glpInterfaceBlockNodeGetInstanceName
00007ffa1928481d (__TEXT,__text) non-external (was a private external) _glpInterfaceBlockNodeGetIsArray
00007ffa1928483b (__TEXT,__text) non-external (was a private external) _glpInterfaceBlockNodeGetQualifiers
00007ffa19284870 (__TEXT,__text) non-external (was a private external) _glpInterfaceBlockNodeSetDimension
00007ffa19284831 (__TEXT,__text) non-external (was a private external) _glpInterfaceBlockNodeSetExtra
00007ffa1928484c (__TEXT,__text) non-external (was a private external) _glpInterfaceBlockNodeSetQualifiers
00007ffa19250b53 (__TEXT,__text) non-external (was a private external) _glpInterfaceBlockObjectGetRepresentation
00007ffa19250ba7 (__TEXT,__text) non-external (was a private external) _glpInterfaceBlockObjectGetVariableObjectCount
00007ffa19221830 (__TEXT,__text) non-external (was a private external) _glpInvalidTypeSize
00007ffa19282a2e (__TEXT,__text) non-external (was a private external) _glpIsArrayAccessNode
00007ffa192845c8 (__TEXT,__text) non-external (was a private external) _glpIsArrayTypeNode
00007ffa192838c5 (__TEXT,__text) non-external (was a private external) _glpIsAssignNode
00007ffa19282538 (__TEXT,__text) non-external (was a private external) _glpIsBinaryOperatorNode
