000000018030b3e4 (__TEXT,__text) external _NSAddImage
00000001802fcb4c (__TEXT,__text) non-external (was a private external) __ZNK15DyldSharedCache23forEachImageTextSegmentEU13block_pointerFvyyPKhPKcRbE
0000000180310828 (__TEXT,__text) non-external (was a private external) __ZNK15DyldSharedCache24findMachHeaderImageIndexEPK11mach_headerRj
0000000180310b74 (__TEXT,__text) non-external (was a private external) __ZNK15DyldSharedCache27forEachPatchableUseOfExportEjjU13block_pointerFv29dyld_cache_patchable_locationE
00000001803107e8 (__TEXT,__text) non-external (was a private external) __ZNK15DyldSharedCache7getUUIDEPh
00000001802f57d4 (__TEXT,__text) non-external (was a private external) __ZNK15DyldSharedCache7inCacheEPKvmRb
0000000180307258 (__TEXT,__text) non-external (was a private external) __ZNK15DyldSharedCache7objcOptEv
000000018030e024 (__TEXT,__text) non-external (was a private external) __ZNK22dyld_process_info_base14forEachSegmentEyU13block_pointerFvyyPKcE
000000018030dfb4 (__TEXT,__text) non-external (was a private external) __ZNK22dyld_process_info_base15forEachAotImageEU13block_pointerFbyyyPhmE
00000001803104f0 (__TEXT,__text) non-external (was a private external) __ZNK29dyld_process_info_notify_base13setNotifyMainEU13block_pointerFvvE
0000000180319f70 (__TEXT,__text) non-external (was a private external) __ZNK5dyld311GradedArchs5gradeEjjb
000000018030134c (__TEXT,__text) non-external (was a private external) __ZNK5dyld311MachOLoaded11segmentNameEj
000000018031ae8c (__TEXT,__text) non-external (was a private external) __ZNK5dyld311MachOLoaded13hasExportTrieERjS1_
0000000180306404 (__TEXT,__text) non-external (was a private external) __ZNK5dyld311MachOLoaded17findClosestSymbolEyPPKcPy
00000001802f8d50 (__TEXT,__text) non-external (was a private external) __ZNK5dyld311MachOLoaded17hasExportedSymbolEPKcU13block_pointerFPKS0_S4_jEPPvPb
00000001802f8e90 (__TEXT,__text) non-external (was a private external) __ZNK5dyld311MachOLoaded18findExportedSymbolER11DiagnosticsPKcbRNS0_11FoundSymbolEU13block_pointerFPKS0_S8_jE
0000000180305a60 (__TEXT,__text) non-external (was a private external) __ZNK5dyld311MachOLoaded18findSectionContentEPKcS2_Ry
0000000180300fd4 (__TEXT,__text) non-external (was a private external) __ZNK5dyld311MachOLoaded18getLinkEditContentERKNS0_10LayoutInfoEj
00000001802fcd2c (__TEXT,__text) non-external (was a private external) __ZNK5dyld311MachOLoaded19dependentDylibCountEv
000000018031b054 (__TEXT,__text) non-external (was a private external) __ZNK5dyld311MachOLoaded19forEachGlobalSymbolER11DiagnosticsU13block_pointerFvPKcyhhtRbE
00000001802f92cc (__TEXT,__text) non-external (was a private external) __ZNK5dyld311MachOLoaded19getLinkEditPointersER11DiagnosticsRNS0_12LinkEditInfoE
000000018031b7a8 (__TEXT,__text) non-external (was a private external) __ZNK5dyld311MachOLoaded21fixupAllChainedFixupsER11DiagnosticsPK28dyld_chained_starts_in_imagemNS_5ArrayIPKvEEU13block_pointerFvPvSA_E
000000018031b82c (__TEXT,__text) non-external (was a private external) __ZNK5dyld311MachOLoaded23forEachFixupInAllChainsER11DiagnosticsPK28dyld_chained_starts_in_imagebU13block_pointerFvPNS0_25ChainedFixupPointerOnDiskEPK30dyld_chained_starts_in_segmentRbE
000000018031bdd4 (__TEXT,__text) non-external (was a private external) __ZNK5dyld311MachOLoaded23forEachFixupInAllChainsER11DiagnosticstjPKjU13block_pointerFvPNS0_25ChainedFixupPointerOnDiskERbE
00000001802f936c (__TEXT,__text) non-external (was a private external) __ZNK5dyld311MachOLoaded23getLinkEditLoadCommandsER11DiagnosticsRNS0_12LinkEditInfoE
00000001803014cc (__TEXT,__text) non-external (was a private external) __ZNK5dyld311MachOLoaded24forEachCodeDirectoryBlobEPKvmU13block_pointerFvS2_E
000000018031b550 (__TEXT,__text) non-external (was a private external) __ZNK5dyld311MachOLoaded25ChainedFixupPointerOnDisk6Arm64e11signPointerEPvy
000000018032949c (__TEXT,__text) non-external __ZNK5dyld311MachOLoaded25ChainedFixupPointerOnDisk6Arm64e11signPointerEPvy.cold.1
000000018031b434 (__TEXT,__text) non-external (was a private external) __ZNK5dyld311MachOLoaded25ChainedFixupPointerOnDisk6Arm64e12unpackTargetEv
0000000180329394 (__TEXT,__text) non-external __ZNK5dyld311MachOLoaded25ChainedFixupPointerOnDisk6Arm64e12unpackTargetEv.cold.1
00000001803293c0 (__TEXT,__text) non-external __ZNK5dyld311MachOLoaded25ChainedFixupPointerOnDisk6Arm64e12unpackTargetEv.cold.2
000000018031b468 (__TEXT,__text) non-external (was a private external) __ZNK5dyld311MachOLoaded25ChainedFixupPointerOnDisk6Arm64e18signExtendedAddendEv
00000001803293ec (__TEXT,__text) non-external __ZNK5dyld311MachOLoaded25ChainedFixupPointerOnDisk6Arm64e18signExtendedAddendEv.cold.1
0000000180329418 (__TEXT,__text) non-external __ZNK5dyld311MachOLoaded25ChainedFixupPointerOnDisk6Arm64e18signExtendedAddendEv.cold.2
000000018031b4a4 (__TEXT,__text) non-external (was a private external) __ZNK5dyld311MachOLoaded25ChainedFixupPointerOnDisk6Arm64e7keyNameEv
0000000180329444 (__TEXT,__text) non-external __ZNK5dyld311MachOLoaded25ChainedFixupPointerOnDisk6Arm64e7keyNameEv.cold.1
000000018031b6ac (__TEXT,__text) non-external (was a private external) __ZNK5dyld311MachOLoaded25ChainedFixupPointerOnDisk6isBindEtRjRx
00000001803294f4 (__TEXT,__text) non-external __ZNK5dyld311MachOLoaded25ChainedFixupPointerOnDisk6isBindEtRjRx.cold.1
000000018031b594 (__TEXT,__text) non-external (was a private external) __ZNK5dyld311MachOLoaded25ChainedFixupPointerOnDisk8isRebaseEtyRy
00000001803294c8 (__TEXT,__text) non-external __ZNK5dyld311MachOLoaded25ChainedFixupPointerOnDisk8isRebaseEtyRy.cold.1
000000018031bc64 (__TEXT,__text) non-external (was a private external) __ZNK5dyld311MachOLoaded27forEachFixupInSegmentChainsER11DiagnosticsPK30dyld_chained_starts_in_segmentbU13block_pointerFvPNS0_25ChainedFixupPointerOnDiskES5_RbE
0000000180301460 (__TEXT,__text) non-external (was a private external) __ZNK5dyld311MachOLoaded28forEachCDHashOfCodeSignatureEPKvmU13block_pointerFvPKhE
00000001802f2aa4 (__TEXT,__text) non-external (was a private external) __ZNK5dyld311MachOLoaded8getSlideEv
000000018031ba9c (__TEXT,__text) non-external (was a private external) __ZNK5dyld311MachOLoaded9walkChainER11DiagnosticsPNS0_25ChainedFixupPointerOnDiskEtbjU13block_pointerFvS4_RbE
0000000180329520 (__TEXT,__text) non-external __ZNK5dyld311MachOLoaded9walkChainER11DiagnosticsPNS0_25ChainedFixupPointerOnDiskEtbjU13block_pointerFvS4_RbE.cold.1
00000001803278ec (__TEXT,__text) non-external (was a private external) __ZNK5dyld312RootsChecker16onDiskFileIsRootEPKcPK15DyldSharedCachePKNS_7closure5ImageEPKNS6_10FileSystemEyy
000000018031c17c (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer10isOSBinaryEiyy
0000000180303c34 (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer10mappedSizeEv
000000018031ef54 (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer11forEachBindER11DiagnosticsU13block_pointerFvPKcRKNS_11MachOLoaded12LinkEditInfoEPKNS_9MachOFile11SegmentInfoEbbjijhyhS4_bbyRbEU13block_pointerFvS4_E
0000000180320144 (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer11forEachBindER11DiagnosticsU13block_pointerFvyiPKcbbyRbEU13block_pointerFvS4_E
000000018031ff18 (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer11forEachBindER11DiagnosticsU13block_pointerFvyihPKcbbyRbEU13block_pointerFvS4_E
0000000180308c58 (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer12forEachRPathEU13block_pointerFvPKcRbE
000000018030439c (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer12segmentCountEv
000000018031ccd8 (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer13enforceFormatENS0_9MalformedE
0000000180303ea0 (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer13forEachCDHashEU13block_pointerFvPKhE
000000018031da00 (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer13forEachRebaseER11DiagnosticsU13block_pointerFvPKcRKNS_11MachOLoaded12LinkEditInfoEPKNS_9MachOFile11SegmentInfoEbjhyNS0_6RebaseERbE
000000018031e438 (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer13forEachRebaseER11DiagnosticsU13block_pointerFvybRbE
00000001803047cc (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer13forEachRebaseER11DiagnosticsbU13block_pointerFvyRbE
0000000180300ff0 (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer13validBindInfoER11DiagnosticsPKc
000000018030064c (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer13validLinkeditER11DiagnosticsPKc
00000001802ffcf0 (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer13validSegmentsER11DiagnosticsPKcm
0000000180320d4c (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer15VMAddrConverter15convertToVMAddrEy
0000000180321ed0 (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer15markNeverUnloadER11Diagnostics
000000018030026c (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer15remapIfZeroFillER11DiagnosticsRKNS_7closure10FileSystemERNS3_14LoadedFileInfoE
0000000180300f2c (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer15validRebaseInfoER11DiagnosticsPKc
0000000180321c08 (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer15withChainStartsER11DiagnosticsyU13block_pointerFvPK28dyld_chained_starts_in_imageE
0000000180303cd0 (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer16hasCodeSignatureERjS1_
0000000180302af8 (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer16invalidBindStateER11DiagnosticsPKcS4_RKNS_11MachOLoaded12LinkEditInfoEPKNS_9MachOFile11SegmentInfoEbbjijhyhS4_
0000000180321e9c (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer17chainStartsOffsetEv
00000001803011b0 (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer17forEachDOFSectionER11DiagnosticsU13block_pointerFvjE
00000001803215ac (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer17forEachTerminatorER11DiagnosticsRKNS0_15VMAddrConverterEU13block_pointerFvjE
000000018031e280 (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer17forEachTextRebaseER11DiagnosticsU13block_pointerFvyRbE
0000000180306c44 (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer17hasPlusLoadMethodER11Diagnostics
00000001802ff9a4 (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer17validLoadCommandsER11DiagnosticsPKcm
0000000180320edc (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer18forEachInitializerER11DiagnosticsRKNS0_15VMAddrConverterEU13block_pointerFvjEPKv
000000018031e9d8 (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer18getLazyBindOpcodesERj
000000018031d87c (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer18invalidRebaseStateER11DiagnosticsPKcS4_RKNS_11MachOLoaded12LinkEditInfoEPKNS_9MachOFile11SegmentInfoEbjhyNS0_6RebaseE
00000001802ffb4c (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer18validEmbeddedPathsER11DiagnosticsNS_8PlatformEPKc
0000000180322000 (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer19chainedFixupsHeaderEv
0000000180320dd0 (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer19makeVMAddrConverterEb
0000000180300718 (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer19validLinkeditLayoutER11DiagnosticsPKc
0000000180320e40 (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer20chainedPointerFormatEv
000000018032959c (__TEXT,__text) non-external __ZNK5dyld313MachOAnalyzer20chainedPointerFormatEv.cold.1
0000000180304968 (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer20contentIsRegularStubEPKh
00000001803029f8 (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer20preferredLoadAddressEv
00000001803003d0 (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer21analyzeSegmentsLayoutERyRb
000000018031e990 (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer21hasStompedLazyOpcodesEv
000000018031ea68 (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer21localRelocBaseAddressEPKNS_9MachOFile11SegmentInfoEj
000000018031ec44 (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer22forEachIndirectPointerER11DiagnosticsU13block_pointerFvybiPKcbbbRbE
00000001803221f4 (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer22hasFirmwareChainStartsEPtPjPPKj
000000018031c44c (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer22validChainedFixupsInfoER11DiagnosticsPKc
000000018031ee90 (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer24externalRelocBaseAddressEPKNS_9MachOFile11SegmentInfoEj
0000000180320938 (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer25forEachChainedFixupTargetER11DiagnosticsU13block_pointerFviPKcybRbE
00000001803202bc (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer27parseOrgArm64eChainedFixupsER11DiagnosticsU13block_pointerFvjRbEU13block_pointerFvRKNS_11MachOLoaded12LinkEditInfoEPKNS_9MachOFile11SegmentInfoEbjihPKcybS3_EU13block_pointerFvS9_SD_hbytS3_E
000000018031be58 (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer28validMachOForArchAndPlatformER11DiagnosticsmPKcRKNS_11GradedArchsENS_8PlatformEb
000000018031ca3c (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer31validChainedFixupsInfoOldArm64eER11DiagnosticsPKc
0000000180304bb4 (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer32forEachInitializerPointerSectionER11DiagnosticsU13block_pointerFvjjPKhRbE
0000000180301088 (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer7hasObjCEv
000000018031c258 (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer9validMainER11DiagnosticsPKc
0000000180322324 (__TEXT,__text) non-external (was a private external) __ZNK5dyld316MachOAnalyzerSet12WrappedMachO11forEachBindER11DiagnosticsU13block_pointerFvyNS0_15PointerMetaDataERKNS0_11FixupTargetERbEU13block_pointerFvjjS7_E
0000000180323874 (__TEXT,__text) non-external (was a private external) __ZNK5dyld316MachOAnalyzerSet12WrappedMachO12findSymbolInER11DiagnosticsPKcyRNS0_11FixupTargetE
0000000180322938 (__TEXT,__text) non-external (was a private external) __ZNK5dyld316MachOAnalyzerSet12WrappedMachO12forEachFixupER11DiagnosticsU13block_pointerFvyNS0_15PointerMetaDataERKNS0_11FixupTargetERbEU13block_pointerFvjjS7_E
00000001803233e8 (__TEXT,__text) non-external (was a private external) __ZNK5dyld316MachOAnalyzerSet18wmo_findSymbolFromEPKNS0_12WrappedMachOER11DiagnosticsiPKcbbyU13block_pointerFvjjRKNS0_11FixupTargetEERS8_
0000000180323d88 (__TEXT,__text) non-external (was a private external) __ZNK5dyld316MachOAnalyzerSet18wmo_getExportsTrieEPKNS0_12WrappedMachOE
0000000180323b84 (__TEXT,__text) non-external (was a private external) __ZNK5dyld316MachOAnalyzerSet23wmo_findExtraSymbolFromEPKNS0_12WrappedMachOEU13block_pointerFvjjRKNS0_11FixupTargetEE
0000000180323de4 (__TEXT,__text) non-external (was a private external) __ZNK5dyld316MachOAnalyzerSet26mas_fromImageWeakDefLookupERKNS0_12WrappedMachOEPKcyU13block_pointerFvjjRKNS0_11FixupTargetEERS6_
0000000180319844 (__TEXT,__text) non-external (was a private external) __ZNK5dyld36Loader12forEachImageEU13block_pointerFvRKNS_11LoadedImageERbE
0000000180319c2c (__TEXT,__text) non-external (was a private external) __ZNK5dyld36Loader13mas_dyldCacheEv
0000000180319c34 (__TEXT,__text) non-external (was a private external) __ZNK5dyld36Loader13wmo_dependentEPKNS_16MachOAnalyzerSet12WrappedMachOEjRS2_Rb
000000018031990c (__TEXT,__text) non-external (was a private external) __ZNK5dyld36Loader16mas_forEachImageEU13block_pointerFvRKNS_16MachOAnalyzerSet12WrappedMachOEbRbE
0000000180319b60 (__TEXT,__text) non-external (was a private external) __ZNK5dyld36Loader18mas_mainExecutableERNS_16MachOAnalyzerSet12WrappedMachOE
00000001803199c0 (__TEXT,__text) non-external (was a private external) __ZNK5dyld36Loader25wmo_missingSymbolResolverEPKNS_16MachOAnalyzerSet12WrappedMachOEbbPKcS6_S6_RNS1_11FixupTargetE
0000000180319cb0 (__TEXT,__text) non-external (was a private external) __ZNK5dyld36Loader8wmo_pathEPKNS_16MachOAnalyzerSet12WrappedMachOE
0000000180317258 (__TEXT,__text) non-external (was a private external) __ZNK5dyld36Loader9findImageEj
00000001802ff44c (__TEXT,__text) non-external (was a private external) __ZNK5dyld37FatFile12forEachSliceER11DiagnosticsyU13block_pointerFvjjPKvyRbE
00000001802ff724 (__TEXT,__text) non-external (was a private external) __ZNK5dyld37FatFile12isValidSliceER11Diagnosticsyjjjyy
0000000180319de8 (__TEXT,__text) non-external (was a private external) __ZNK5dyld37FatFile18isFatFileWithSliceER11DiagnosticsyRKNS_11GradedArchsEbRyS6_Rb
00000001802f54dc (__TEXT,__text) non-external (was a private external) __ZNK5dyld37closure10ImageArray11imageForNumEj
00000001802fd748 (__TEXT,__text) non-external (was a private external) __ZNK5dyld37closure10ImageArray12forEachImageEU13block_pointerFvPKNS0_5ImageERbE
00000001802fd740 (__TEXT,__text) non-external (was a private external) __ZNK5dyld37closure10ImageArray13startImageNumEv
00000001803051e8 (__TEXT,__text) non-external (was a private external) __ZNK5dyld37closure10TypedBytes7payloadEv
00000001802f49a0 (__TEXT,__text) non-external (was a private external) __ZNK5dyld37closure12ObjCClassOpt12forEachClassEPKcRKNS_5ArrayINSt3__14pairImmEEEEU13block_pointerFvPvbPbE
00000001803286b4 (__TEXT,__text) non-external __ZNK5dyld37closure12ObjCClassOpt12forEachClassEPKcRKNS_5ArrayINSt3__14pairImmEEEEU13block_pointerFvPvbPbE.cold.1
00000001803286dc (__TEXT,__text) non-external __ZNK5dyld37closure12ObjCClassOpt12forEachClassEPKcRKNS_5ArrayINSt3__14pairImmEEEEU13block_pointerFvPvbPbE.cold.2
0000000180328704 (__TEXT,__text) non-external __ZNK5dyld37closure12ObjCClassOpt12forEachClassEPKcRKNS_5ArrayINSt3__14pairImmEEEEU13block_pointerFvPvbPbE.cold.3
000000018032872c (__TEXT,__text) non-external __ZNK5dyld37closure12ObjCClassOpt12forEachClassEPKcRKNS_5ArrayINSt3__14pairImmEEEEU13block_pointerFvPvbPbE.cold.4
