00007fff85bc0f60 (__DATA,__data) non-external _.compoundliteral
00007fff6be6aee2 (__TEXT,__text) non-external _glpCopyValueIntoWithSwizzle
00007fff6bdeaade (__TEXT,__text) non-external (was a private external) _glpCreateDoublesTelemetry
00007fff85bc55f0 (__DATA,__bss) non-external _glpCreateDoublesTelemetry.onceToken
00007fff6bdeac0d (__TEXT,__text) non-external (was a private external) _glpCreateNVFragment2Telemetry
00007fff85bc5610 (__DATA,__bss) non-external _glpCreateNVFragment2Telemetry.onceToken
00007fff6bdeabd7 (__TEXT,__text) non-external (was a private external) _glpCreateNVFragmentProgramTelemetry
00007fff85bc5608 (__DATA,__bss) non-external _glpCreateNVFragmentProgramTelemetry.onceToken
00007fff6bdeab6b (__TEXT,__text) non-external (was a private external) _glpCreateNVVertex2Telemetry
00007fff85bc55f8 (__DATA,__bss) non-external _glpCreateNVVertex2Telemetry.onceToken
00007fff6bdeaba1 (__TEXT,__text) non-external (was a private external) _glpCreateNVVertex3Telemetry
00007fff85bc5600 (__DATA,__bss) non-external _glpCreateNVVertex3Telemetry.onceToken
00007fff6be2015a (__TEXT,__text) non-external _glpCreateShaderByteCode
00007fff6bdeab14 (__TEXT,__text) non-external _glpCreateTelemetry
00007fff6be77a73 (__TEXT,__text) non-external (was a private external) _glpDecLineNumber
00007fff6be4a53c (__TEXT,__text) non-external (was a private external) _glpDeepCopyASTNode
00007fff6be3f324 (__TEXT,__text) non-external (was a private external) _glpDeepCopyType
00007fff6be4d84b (__TEXT,__text) non-external (was a private external) _glpDefaultStatementNodeGetIsStray
00007fff6be4d855 (__TEXT,__text) non-external (was a private external) _glpDefaultStatementNodeSetIsStray
00007fff6be4de74 (__TEXT,__text) non-external (was a private external) _glpDerefNodeGetOffset
00007fff6be4de81 (__TEXT,__text) non-external (was a private external) _glpDerefNodeSetOffset
00007fff6be3aa04 (__TEXT,__text) non-external (was a private external) _glpDeserialError
00007fff6be5038c (__TEXT,__text) non-external (was a private external) _glpDeserializeAST
00007fff6be506d8 (__TEXT,__text) non-external (was a private external) _glpDeserializeNames
00007fff6bdf01a9 (__TEXT,__text) non-external (was a private external) _glpDestroyCodeGenContext
00007fff6be2010a (__TEXT,__text) non-external (was a private external) _glpDestroyCompiledShader
00007fff6be158a0 (__TEXT,__text) non-external (was a private external) _glpDestroyCompiler
00007fff6be3a4ac (__TEXT,__text) non-external (was a private external) _glpDestroyDeserialContext
00007fff6bdeb6dd (__TEXT,__text) non-external (was a private external) _glpDestroyIntHash
00007fff6bdf33aa (__TEXT,__text) non-external (was a private external) _glpDestroyLLVMCodeGenContext
00007fff6be19ac2 (__TEXT,__text) non-external (was a private external) _glpDestroyLayoutObject
00007fff6be1faca (__TEXT,__text) non-external (was a private external) _glpDestroyLinkedProgram
00007fff6be1bcfc (__TEXT,__text) non-external (was a private external) _glpDestroyLinker
00007fff6be2b142 (__TEXT,__text) non-external (was a private external) _glpDestroyLog
00007fff6be2b64f (__TEXT,__text) non-external (was a private external) _glpDestroyNameTable
00007fff6bdeb3de (__TEXT,__text) non-external (was a private external) _glpDestroyPointerHash
00007fff6bdec8a4 (__TEXT,__text) non-external (was a private external) _glpDestroyPoolAllocator
00007fff6be39967 (__TEXT,__text) non-external (was a private external) _glpDestroySerialContext
00007fff6be3ef03 (__TEXT,__text) non-external (was a private external) _glpDestroyStringBuffer
00007fff6bdeaff6 (__TEXT,__text) non-external (was a private external) _glpDestroyStringHash
00007fff6be3f98a (__TEXT,__text) non-external (was a private external) _glpDestroyType
00007fff6bdeb9f7 (__TEXT,__text) non-external (was a private external) _glpDestroyTypedValueHash
00007fff6be9c710 (__TEXT,__text) non-external (was a private external) _glpDisassemble1Op
00007fff6be653b4 (__TEXT,__text) non-external (was a private external) _glpDumpASTNodeToStringBuffer
00007fff6be409b4 (__TEXT,__text) non-external (was a private external) _glpDumpTypeToStringBuffer
00007fff6be42175 (__TEXT,__text) non-external (was a private external) _glpDuplicateDerefOrConstant
00007fff6be3fd29 (__TEXT,__text) non-external (was a private external) _glpEachPrimitiveComponentOfType
00007fff6be342a0 (__TEXT,__text) non-external (was a private external) _glpEnsureDeref
00007fff6be33419 (__TEXT,__text) non-external (was a private external) _glpEnsureOffsetsExist
00007fff6be4b798 (__TEXT,__text) non-external (was a private external) _glpEqualNodeGetIsFromSource
00007fff6be360b0 (__TEXT,__text) non-external (was a private external) _glpEvaluateArraySize
00007fff6be362ba (__TEXT,__text) non-external (was a private external) _glpEvaluateTypeNode
00007fff6be4d369 (__TEXT,__text) non-external (was a private external) _glpExpressionStatementNodeGetExpr
00007fff6be4d376 (__TEXT,__text) non-external (was a private external) _glpExpressionStatementNodeSetExpr
00007fff6be18edf (__TEXT,__text) non-external (was a private external) _glpExtensionAllowed
00007fff6be1900c (__TEXT,__text) non-external (was a private external) _glpExtensionAllowedAndDefault
00007fff6be18a0b (__TEXT,__text) non-external (was a private external) _glpExtensionFromString
00007fff6be18ec1 (__TEXT,__text) non-external (was a private external) _glpExtensionToString
00007fff6be4ad26 (__TEXT,__text) non-external (was a private external) _glpFieldAccessNodeGetField
00007fff6be4ad34 (__TEXT,__text) non-external (was a private external) _glpFieldAccessNodeGetStructure
00007fff6be4ad41 (__TEXT,__text) non-external (was a private external) _glpFieldAccessNodeSetStructure
00007fff6be4c988 (__TEXT,__text) non-external (was a private external) _glpFieldDeclarationNodeGetName
00007fff6be4c996 (__TEXT,__text) non-external (was a private external) _glpFieldDeclarationNodeGetType
00007fff6be4c9a3 (__TEXT,__text) non-external (was a private external) _glpFieldDeclarationNodeSetType
00007fff6be199b0 (__TEXT,__text) non-external (was a private external) _glpFinalizeParseContext
00007fff6be479f1 (__TEXT,__text) non-external (was a private external) _glpFinalizePreprocessor
00007fff6be0f1f2 (__TEXT,__text) non-external _glpFindGep
00007fff6be19172 (__TEXT,__text) non-external (was a private external) _glpFixInterpolateAt
00007fff6be37a6e (__TEXT,__text) non-external (was a private external) _glpFlattenCommaTree
00007fff6bec75ff (__TEXT,__text) external _glpFragmentStateToPPStream
00007fff6beae3e5 (__TEXT,__text) external _glpFreePPShaderLinearize
00007fff6be4ae73 (__TEXT,__text) non-external (was a private external) _glpFunctionCallNodeGetExtra
00007fff6be4ae65 (__TEXT,__text) non-external (was a private external) _glpFunctionCallNodeGetName
00007fff6be4ae7d (__TEXT,__text) non-external (was a private external) _glpFunctionCallNodeSetExtra
00007fff6be4c6f6 (__TEXT,__text) non-external (was a private external) _glpFunctionDefinitionNodeGetBody
00007fff6be4c6dc (__TEXT,__text) non-external (was a private external) _glpFunctionDefinitionNodeGetPrototype
00007fff6be4c704 (__TEXT,__text) non-external (was a private external) _glpFunctionDefinitionNodeSetBody
00007fff6be4c6e9 (__TEXT,__text) non-external (was a private external) _glpFunctionDefinitionNodeSetPrototype
00007fff6be4c039 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeAddParameter
00007fff6be4bfd2 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeClearParameters
00007fff6be4bf88 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeGetExtra
00007fff6be4bf7a (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeGetName
00007fff6be4c017 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeGetParameter
00007fff6be4c00e (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeGetParameterCount
00007fff6be4bfb6 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeGetReturnOutParam
00007fff6be4bf9c (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeGetReturnType
00007fff6be4c046 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeInsertParameter
00007fff6be4bf92 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeSetExtra
00007fff6be4c028 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeSetParameter
00007fff6be4bfc4 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeSetReturnOutParam
00007fff6be4bfa9 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeSetReturnType
00007fff6be3f926 (__TEXT,__text) non-external (was a private external) _glpFunctionTypeGetReturnType
00007fff6be69512 (__TEXT,__text) non-external _glpGLPTypeGetGLVMType
00007fff6be18932 (__TEXT,__text) non-external (was a private external) _glpGLSLVersionAllowed
00007fff6be18838 (__TEXT,__text) non-external (was a private external) _glpGLSLVersionFromInt
00007fff6be188fd (__TEXT,__text) non-external (was a private external) _glpGLSLVersionGetDefault
00007fff6be189b4 (__TEXT,__text) non-external (was a private external) _glpGLSLVersionRequired
00007fff6be188e0 (__TEXT,__text) non-external (was a private external) _glpGLSLVersionToInt
00007fff6be201b0 (__TEXT,__text) non-external (was a private external) _glpGenerateCopyInOut
00007fff6be41c7b (__TEXT,__text) non-external (was a private external) _glpGetAccessorCount
00007fff6be19643 (__TEXT,__text) non-external (was a private external) _glpGetBIArchiveData
00007fff85bc5a40 (__DATA,__bss) non-external _glpGetBIArchiveData._anchor
00007fff6be1bb10 (__TEXT,__text) non-external (was a private external) _glpGetCompiledShaderVersion
00007fff6be34620 (__TEXT,__text) non-external (was a private external) _glpGetDefaultPrecisionForType
00007fff6be7c0e2 (__TEXT,__text) non-external (was a private external) _glpGetErrMsg
00007fff6be77a4e (__TEXT,__text) non-external (was a private external) _glpGetFilename
00007fff6be16654 (__TEXT,__text) non-external _glpGetFrameworkConstantByIndex
00007fff6be180ad (__TEXT,__text) non-external (was a private external) _glpGetIBVariableObjectCount
00007fff6be77a5b (__TEXT,__text) non-external (was a private external) _glpGetLineNumber
00007fff6be345af (__TEXT,__text) non-external (was a private external) _glpGetMostBasicPrimitiveType
00007fff6be087c9 (__TEXT,__text) non-external _glpGetPConst
00007fff6be3ff58 (__TEXT,__text) external _glpGetPrimitiveType
00007fff6be42314 (__TEXT,__text) non-external (was a private external) _glpGetScalarAccessorCount
00007fff6be18700 (__TEXT,__text) non-external (was a private external) _glpGetStructTypeFromIBType
00007fff6be10780 (__TEXT,__text) non-external _glpGetTextureSize
00007fff6be1364b (__TEXT,__text) non-external _glpGetVectorSwizzle
00007fff6be2dffe (__TEXT,__text) non-external (was a private external) _glpGetVectorType
00007fff6be4d1e1 (__TEXT,__text) non-external (was a private external) _glpGlobalTypeQualifierNodeGetLayout
00007fff6be4d1f5 (__TEXT,__text) non-external (was a private external) _glpGlobalTypeQualifierNodeGetQualifierList
00007fff6be4d1eb (__TEXT,__text) non-external (was a private external) _glpGlobalTypeQualifierNodeSetLayout
00007fff6be4d202 (__TEXT,__text) non-external (was a private external) _glpGlobalTypeQualifierNodeSetQualifierList
00007fff6be2f78b (__TEXT,__text) non-external (was a private external) _glpHandleArgumentConversions
00007fff6be3438b (__TEXT,__text) non-external (was a private external) _glpHandleGetterSetter
00007fff6be7be23 (__TEXT,__text) non-external (was a private external) _glpHandlePragma
00007fff6be41600 (__TEXT,__text) non-external (was a private external) _glpHandleSideEffectsForExpr
00007fff6be30035 (__TEXT,__text) non-external (was a private external) _glpHandleSpecialOperatorFunction
00007fff6be371c8 (__TEXT,__text) non-external (was a private external) _glpHandleVariableRedeclaration
00007fff6be4e071 (__TEXT,__text) non-external (was a private external) _glpIBPartialDerefNodeGetBankIndex
00007fff6be4e067 (__TEXT,__text) non-external (was a private external) _glpIBPartialDerefNodeGetIb
00007fff6be4e07e (__TEXT,__text) non-external (was a private external) _glpIBPartialDerefNodeSetBankIndex
00007fff6be4bab4 (__TEXT,__text) non-external (was a private external) _glpIfExprNodeGetCondition
00007fff6be4baea (__TEXT,__text) non-external (was a private external) _glpIfExprNodeGetElseExpr
00007fff6be4bace (__TEXT,__text) non-external (was a private external) _glpIfExprNodeGetIfExpr
00007fff6be4bac1 (__TEXT,__text) non-external (was a private external) _glpIfExprNodeSetCondition
00007fff6be4baf8 (__TEXT,__text) non-external (was a private external) _glpIfExprNodeSetElseExpr
00007fff6be4badc (__TEXT,__text) non-external (was a private external) _glpIfExprNodeSetIfExpr
00007fff6be4d57d (__TEXT,__text) non-external (was a private external) _glpIfStatementNodeGetCond
00007fff6be4d5b3 (__TEXT,__text) non-external (was a private external) _glpIfStatementNodeGetElseStatement
00007fff6be4d597 (__TEXT,__text) non-external (was a private external) _glpIfStatementNodeGetIfStatement
00007fff6be4d58a (__TEXT,__text) non-external (was a private external) _glpIfStatementNodeSetCond
00007fff6be4d5c1 (__TEXT,__text) non-external (was a private external) _glpIfStatementNodeSetElseStatement
00007fff6be4d5a5 (__TEXT,__text) non-external (was a private external) _glpIfStatementNodeSetIfStatement
00007fff6be77a67 (__TEXT,__text) non-external (was a private external) _glpIncLineNumber
00007fff6be34b98 (__TEXT,__text) non-external (was a private external) _glpIndirectArrayElement
00007fff6be34b6b (__TEXT,__text) non-external (was a private external) _glpIndirectMatrixColumn
00007fff6be34a41 (__TEXT,__text) non-external (was a private external) _glpIndirectVectorElement
00007fff6be3a40e (__TEXT,__text) non-external (was a private external) _glpInitDeserialContext
00007fff6be19853 (__TEXT,__text) non-external (was a private external) _glpInitParseContext
00007fff6bdec720 (__TEXT,__text) non-external (was a private external) _glpInitPoolAllocator
00007fff6be47980 (__TEXT,__text) non-external (was a private external) _glpInitPreprocessor
00007fff6be398ff (__TEXT,__text) non-external (was a private external) _glpInitSerialContext
00007fff6be196d1 (__TEXT,__text) non-external (was a private external) _glpInitializeExtensionBehavior
00007fff6be30840 (__TEXT,__text) non-external (was a private external) _glpInlineFunction
00007fff6bdeb891 (__TEXT,__text) non-external (was a private external) _glpIntHashCache_b
00007fff6bdeb859 (__TEXT,__text) non-external (was a private external) _glpIntHashGet
00007fff6bdeb714 (__TEXT,__text) non-external (was a private external) _glpIntHashPut
00007fff6bdeb8f8 (__TEXT,__text) non-external (was a private external) _glpIntHashRemove
00007fff6be4cb0a (__TEXT,__text) non-external (was a private external) _glpInterfaceBlockNodeGetBlockName
00007fff6be4cb70 (__TEXT,__text) non-external (was a private external) _glpInterfaceBlockNodeGetDimension
00007fff6be4cb3a (__TEXT,__text) non-external (was a private external) _glpInterfaceBlockNodeGetExtra
00007fff6be4cb26 (__TEXT,__text) non-external (was a private external) _glpInterfaceBlockNodeGetHasInstanceName
