00007ff90e98dd66 (__TEXT,__text) non-external +[AMFI isAvailable]
00007ff90e9906a1 (__TEXT,__text) non-external _getVolumePrefix.cold.1
00007ff90e9820df (__TEXT,__text) external _getXattrData
00007ff90e990585 (__TEXT,__text) non-external _getXattrData.cold.1
00007ff90e990600 (__TEXT,__text) non-external _getXattrData.cold.2
                 (undefined) external _getattrlist (from libSystem)
                 (undefined) external _getenv (from libSystem)
                 (undefined) external _getuid (from libSystem)
                 (undefined) external _getxattr (from libSystem)
00007ff90e984562 (__TEXT,__text) non-external _globalBundleSuffixes
00007ff943d69330 (__DATA,__bss) non-external _globalBundleSuffixes.bundleSuffixes
00007ff90e990689 (__TEXT,__text) non-external _globalBundleSuffixes.cold.1
00007ff943d69328 (__DATA,__bss) non-external _globalBundleSuffixes.staticInit
00007ff90e98500d (__TEXT,__text) external _hasAppExtension
00007ff90e97b999 (__TEXT,__text) external _hasCodeRequirementString
00007ff90e98f917 (__TEXT,__text) non-external _hasCodeRequirementString.cold.1
00007ff90e994920 (__TEXT,__cstring) non-external _hexString.nibble
00007ff90e97d603 (__TEXT,__text) external _historyEntriesContainPolicyMatch
00007ff90e97d457 (__TEXT,__text) external _historyEntryMatchesPolicyEntry
00007ff90e97baaf (__TEXT,__text) external _isAdhocSignature
00007ff90e98f971 (__TEXT,__text) non-external _isAdhocSignature.cold.1
00007ff90e978d67 (__TEXT,__text) external _isAppleInternalMachine
00007ff90e97ba63 (__TEXT,__text) external _isAppleSignedCode
00007ff90e98b8f4 (__TEXT,__text) non-external _isCodeRefNotarized
00007ff90e99126f (__TEXT,__text) non-external _isCodeRefNotarized.cold.1
00007ff90e97c88f (__TEXT,__text) external _isCodelessKext
00007ff90e98fa35 (__TEXT,__text) non-external _isCodelessKext.cold.1
00007ff90e9879e6 (__TEXT,__text) external _isConnectionEntitled
00007ff90e990d3e (__TEXT,__text) non-external _isConnectionEntitled.cold.1
00007ff90e987b99 (__TEXT,__text) external _isConnectionFromTrustedIdentifier
00007ff90e990d98 (__TEXT,__text) non-external _isConnectionFromTrustedIdentifier.cold.1
00007ff90e990df2 (__TEXT,__text) non-external _isConnectionFromTrustedIdentifier.cold.2
00007ff90e990e4f (__TEXT,__text) non-external _isConnectionFromTrustedIdentifier.cold.3
00007ff90e990e83 (__TEXT,__text) non-external _isConnectionFromTrustedIdentifier.cold.4
00007ff90e990edd (__TEXT,__text) non-external _isConnectionFromTrustedIdentifier.cold.5
00007ff90e978d7c (__TEXT,__text) external _isDarwinOSEnvironment
00007ff90e97ba9c (__TEXT,__text) external _isDeveloperIDKextSignedCode
00007ff90e97ba89 (__TEXT,__text) external _isDeveloperIDSignedCode
00007ff90e978d91 (__TEXT,__text) external _isInstallerOrRecoveryEnvironment
00007ff90e978e89 (__TEXT,__text) external _isInterpreterScansEnabled
00007ff90e97b923 (__TEXT,__text) external _isKernelExtensionShippedWithOS
00007ff90e97b919 (__TEXT,__text) external _isKernelExtensionSystemRequired
00007ff90e97cbdb (__TEXT,__text) external _isKextAllowedWithoutNotarization
00007ff90e98fc90 (__TEXT,__text) non-external _isKextAllowedWithoutNotarization.cold.1
00007ff90e978d1c (__TEXT,__text) external _isKextSecurityDisabledMachine
00007ff90e97ba76 (__TEXT,__text) external _isMacAppStoreSignedCode
00007ff90e987fb4 (__TEXT,__text) non-external _isMigrationManifestUpToDate
00007ff90e97c93c (__TEXT,__text) external _isNotarizedKext
00007ff90e98fa8f (__TEXT,__text) non-external _isNotarizedKext.cold.1
00007ff90e98fb16 (__TEXT,__text) non-external _isNotarizedKext.cold.2
00007ff90e98fb9d (__TEXT,__text) non-external _isNotarizedKext.cold.3
00007ff90e978e2e (__TEXT,__text) external _isQAAppStoreCertsAllowed
00007ff90e978dda (__TEXT,__text) external _isResourceDirectorySlotPolicyEnabled
00007ff90e978d35 (__TEXT,__text) external _isSIPDisabledMachine
00007ff90e978d4e (__TEXT,__text) external _isSKELDisabledMachine
00007ff90e978e12 (__TEXT,__text) external _isSkipXprotectScansOnSeenSoftwareEnabled
00007ff90e984bef (__TEXT,__text) external _isTerminalLikePath
00007ff90e978df6 (__TEXT,__text) external _isUnconditionalRevocationTicketLookupEnabled
00007ff90e984359 (__TEXT,__text) external _isValidInfoPlist
00007ff90e978dbe (__TEXT,__text) external _isXProtectCloudKitUpdatesEnabledMachine
                 (undefined) external _kCFAllocatorDefault (from CoreFoundation)
                 (undefined) external _kCFBooleanFalse (from CoreFoundation)
                 (undefined) external _kCFBooleanTrue (from CoreFoundation)
                 (undefined) external _kCFNull (from CoreFoundation)
                 (undefined) external _kCFRunLoopDefaultMode (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryKeyCallBacks (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryValueCallBacks (from CoreFoundation)
                 (undefined) external _kCFURLVolumeIsLocalKey (from CoreFoundation)
                 (undefined) external _kCFURLVolumeIsRootFileSystemKey (from CoreFoundation)
                 (undefined) weak external _kMISValidationInfoSignerType (from libmis)
                 (undefined) weak external _kMISValidationInfoValidatedByLocalProfile (from libmis)
                 (undefined) weak external _kMISValidationInfoValidatedByUniversalProfile (from libmis)
                 (undefined) weak external _kMISValidationOptionOnlineAuthorization (from libmis)
                 (undefined) weak external _kMISValidationOptionRespectUppTrustAndAuthorization (from libmis)
                 (undefined) weak external _kMISValidationOptionUnauthoritativeLaunch (from libmis)
                 (undefined) weak external _kMISValidationOptionValidateSignatureOnly (from libmis)
00007ff90e9933b8 (__TEXT,__const) external _kMaxASBSWaitTime
                 (undefined) external _kSecCodeInfoCertificates (from Security)
                 (undefined) external _kSecCodeInfoDigestAlgorithm (from Security)
                 (undefined) external _kSecCodeInfoEntitlementsDict (from Security)
                 (undefined) external _kSecCodeInfoIdentifier (from Security)
                 (undefined) external _kSecCodeInfoPList (from Security)
                 (undefined) external _kSecCodeInfoTeamIdentifier (from Security)
                 (undefined) external _kSecCodeInfoTimestamp (from Security)
                 (undefined) external _kSecCodeInfoUnique (from Security)
                 (undefined) external _kSecCodeSignerDetached (from Security)
                 (undefined) external _kSecCodeSignerDigestAlgorithm (from Security)
                 (undefined) external _kSecCodeSignerIdentifier (from Security)
                 (undefined) external _kSecCodeSignerIdentity (from Security)
                 (undefined) external _kSecCodeSignerResourceRules (from Security)
00007ff943d692b0 (__DATA,__bss) non-external _kext.sLog
00007ff943d692a8 (__DATA,__bss) non-external _kext.sLogInit
                 (undefined) external _lstat$INODE64 (from libSystem)
                 (undefined) external _malloc_type_calloc (from libSystem)
                 (undefined) external _malloc_type_malloc (from libSystem)
00007ff943d692d0 (__DATA,__bss) non-external _measurements.sLog
00007ff943d692c8 (__DATA,__bss) non-external _measurements.sLogInit
                 (undefined) external _memset (from libSystem)
00007ff90e9842f6 (__TEXT,__text) external _normalizeURL
                 (undefined) external _objc_alloc (from libobjc)
                 (undefined) external _objc_alloc_init (from libobjc)
                 (undefined) external _objc_autorelease (from libobjc)
                 (undefined) external _objc_autoreleasePoolPop (from libobjc)
                 (undefined) external _objc_autoreleasePoolPush (from libobjc)
                 (undefined) external _objc_autoreleaseReturnValue (from libobjc)
                 (undefined) external _objc_copyWeak (from libobjc)
                 (undefined) external _objc_destroyWeak (from libobjc)
                 (undefined) external _objc_enumerationMutation (from libobjc)
                 (undefined) external _objc_getClass (from libobjc)
                 (undefined) external _objc_initWeak (from libobjc)
                 (undefined) external _objc_loadWeakRetained (from libobjc)
                 (undefined) external _objc_msgSend (from libobjc)
                 (undefined) external _objc_msgSendSuper2 (from libobjc)
                 (undefined) external _objc_msgSend_stret (from libobjc)
                 (undefined) external _objc_opt_class (from libobjc)
                 (undefined) external _objc_opt_isKindOfClass (from libobjc)
                 (undefined) external _objc_opt_new (from libobjc)
                 (undefined) external _objc_release (from libobjc)
                 (undefined) external _objc_retain (from libobjc)
                 (undefined) external _objc_retainAutorelease (from libobjc)
                 (undefined) external _objc_retainAutoreleasedReturnValue (from libobjc)
                 (undefined) external _objc_retainBlock (from libobjc)
                 (undefined) external _objc_storeStrong (from libobjc)
                 (undefined) external _objc_storeWeak (from libobjc)
00007ff90e98d3cc (__TEXT,__text) external _opaqueSignCode
00007ff90e991428 (__TEXT,__text) non-external _opaqueSignCode.cold.1
00007ff90e991482 (__TEXT,__text) non-external _opaqueSignCode.cold.2
00007ff90e9914dc (__TEXT,__text) non-external _opaqueSignCode.cold.3
00007ff90e991536 (__TEXT,__text) non-external _opaqueSignCode.cold.4
00007ff90e991569 (__TEXT,__text) non-external _opaqueSignCode.cold.5
                 (undefined) external _open (from libSystem)
                 (undefined) external _os_log_create (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _os_signpost_id_generate (from libSystem)
                 (undefined) external _os_variant_allows_internal_security_policies (from libSystem)
                 (undefined) external _os_variant_is_darwinos (from libSystem)
                 (undefined) external _read (from libSystem)
                 (undefined) external _realpath$DARWIN_EXTSN (from libSystem)
00007ff90e981f54 (__TEXT,__text) external _removePrefixPath
00007ff90e9904b1 (__TEXT,__text) non-external _removePrefixPath.cold.1
00007ff90e99051b (__TEXT,__text) non-external _removePrefixPath.cold.2
00007ff943d69160 (__DATA,__data) external _sSystemPolicySubsystem
00007ff943d69310 (__DATA,__bss) non-external _sVerboseLogging
00007ff943d692f0 (__DATA,__bss) non-external _sampling.sLog
00007ff943d692e8 (__DATA,__bss) non-external _sampling.sLogInit
00007ff90e97c309 (__TEXT,__text) external _scanForBundledKernelExtensions
00007ff90e97bcdf (__TEXT,__text) external _scanForBundles
00007ff90e97c27b (__TEXT,__text) external _scanForKernelExtensions
00007ff90e97d03a (__TEXT,__text) external _setQuarantineFlagsForURL
00007ff90e98fd73 (__TEXT,__text) non-external _setQuarantineFlagsForURL.cold.1
00007ff90e984b2f (__TEXT,__text) external _shouldFilterOutScanTarget
00007ff943d692e0 (__DATA,__bss) non-external _signposts.sLog
00007ff943d692d8 (__DATA,__bss) non-external _signposts.sLogInit
                 (undefined) external _stat$INODE64 (from libSystem)
                 (undefined) external _statfs$INODE64 (from libSystem)
                 (undefined) external _strerror (from libSystem)
00007ff90e977bc3 (__TEXT,__text) non-external _stringHasAnyPrefix
                 (undefined) external _strtoul (from libSystem)
                 (undefined) external _sysctlbyname (from libSystem)
00007ff90e97b868 (__TEXT,__text) external _systemUptime
00007ff90e98f8bd (__TEXT,__text) non-external _systemUptime.cold.1
                 (undefined) external _time (from libSystem)
00007ff90e97dde8 (__TEXT,__text) non-external _timestampForURL
00007ff90e984488 (__TEXT,__text) external _urlLooksLikeBundle
00007ff943d69308 (__DATA,__bss) non-external _verboseLoggingEnabled.sOnceToken
