000000020ccdbd60 (__DATA,__data) non-external _.compoundliteral
00000001e1bdf7e0 (__TEXT,__text) non-external (was a private external) _glpCompilerGetSubroutineType
00000001e1bdf4d8 (__TEXT,__text) non-external (was a private external) _glpCompilerGetTopLevelNode
00000001e1bdf754 (__TEXT,__text) non-external (was a private external) _glpCompilerGetValueHash
00000001e1bdf2d0 (__TEXT,__text) non-external (was a private external) _glpCompilerInsertDef
00000001e1bdf3d8 (__TEXT,__text) non-external (was a private external) _glpCompilerNewTempName
00000001e1bdf040 (__TEXT,__text) non-external (was a private external) _glpCompilerPoolAlloc
00000001e1bdfb64 (__TEXT,__text) non-external (was a private external) _glpCompilerPopSAContext
00000001e1bdfa90 (__TEXT,__text) non-external (was a private external) _glpCompilerPushSAContext
00000001e1bde7ac (__TEXT,__text) non-external (was a private external) _glpCompilerRemapObject
00000001e1bdf3d0 (__TEXT,__text) non-external (was a private external) _glpCompilerRemapValue
00000001e1bdfa88 (__TEXT,__text) non-external (was a private external) _glpCompilerRequiresOutputPoints
00000001e1bdfa80 (__TEXT,__text) non-external (was a private external) _glpCompilerSetRequiresOutputPoints
00000001e1bdf7d8 (__TEXT,__text) non-external (was a private external) _glpCompilerUsingStyleGuide
00000001e1c2fee0 (__TEXT,__text) non-external (was a private external) _glpConstantFold
00000001e1c11f20 (__TEXT,__text) non-external (was a private external) _glpConstantNodeGetType
00000001e1c11f28 (__TEXT,__text) non-external (was a private external) _glpConstantNodeGetValue
00000001e1c11f30 (__TEXT,__text) non-external (was a private external) _glpConstantNodeSetValue
00000001e1c2fc30 (__TEXT,__text) non-external (was a private external) _glpConstantValueFromDecomposedInitializer
00000001e1c12450 (__TEXT,__text) non-external (was a private external) _glpConstructorCallNodeGetType
00000001e1c12460 (__TEXT,__text) non-external (was a private external) _glpConstructorCallNodeSetType
00000001e1bfadf4 (__TEXT,__text) non-external (was a private external) _glpConvert
00000001e1be28d4 (__TEXT,__text) non-external (was a private external) _glpCopyLayoutObject
00000001e1c05254 (__TEXT,__text) non-external (was a private external) _glpCopyString
00000001e1c0b014 (__TEXT,__text) non-external (was a private external) _glpCopyValue
00000001e1c0b05c (__TEXT,__text) non-external (was a private external) _glpCopyValueInto
00000001e1c32474 (__TEXT,__text) non-external _glpCopyValueIntoWithSwizzle
00000001e1bb50c8 (__TEXT,__text) non-external (was a private external) _glpCreateDoublesTelemetry
000000020cce03f0 (__DATA,__bss) non-external _glpCreateDoublesTelemetry.onceToken
00000001e1bb521c (__TEXT,__text) non-external (was a private external) _glpCreateNVFragment2Telemetry
000000020cce0410 (__DATA,__bss) non-external _glpCreateNVFragment2Telemetry.onceToken
00000001e1bb51e8 (__TEXT,__text) non-external (was a private external) _glpCreateNVFragmentProgramTelemetry
000000020cce0408 (__DATA,__bss) non-external _glpCreateNVFragmentProgramTelemetry.onceToken
00000001e1bb5180 (__TEXT,__text) non-external (was a private external) _glpCreateNVVertex2Telemetry
000000020cce03f8 (__DATA,__bss) non-external _glpCreateNVVertex2Telemetry.onceToken
00000001e1bb51b4 (__TEXT,__text) non-external (was a private external) _glpCreateNVVertex3Telemetry
000000020cce0400 (__DATA,__bss) non-external _glpCreateNVVertex3Telemetry.onceToken
00000001e1be81dc (__TEXT,__text) non-external _glpCreateShaderByteCode
00000001e1bb50fc (__TEXT,__text) non-external _glpCreateTelemetry
00000001e1bb6940 (__TEXT,__text) non-external (was a private external) _glpDataHashGet
00000001e1bb6744 (__TEXT,__text) non-external (was a private external) _glpDataHashPut
00000001e1c05820 (__TEXT,__text) non-external (was a private external) _glpDatasEqual
00000001e1c3eee0 (__TEXT,__text) non-external (was a private external) _glpDecLineNumber
00000001e1c117f4 (__TEXT,__text) non-external (was a private external) _glpDeepCopyASTNode
00000001e1c058a4 (__TEXT,__text) non-external (was a private external) _glpDeepCopyType
00000001e1c1528c (__TEXT,__text) non-external (was a private external) _glpDefaultStatementNodeGetIsStray
00000001e1c15294 (__TEXT,__text) non-external (was a private external) _glpDefaultStatementNodeSetIsStray
00000001e1c15980 (__TEXT,__text) non-external (was a private external) _glpDerefNodeGetOffset
00000001e1c1598c (__TEXT,__text) non-external (was a private external) _glpDerefNodeSetOffset
00000001e1c00e54 (__TEXT,__text) non-external (was a private external) _glpDeserialError
00000001e1c18014 (__TEXT,__text) non-external (was a private external) _glpDeserializeAST
00000001e1c18470 (__TEXT,__text) non-external (was a private external) _glpDeserializeNames
00000001e1bbac34 (__TEXT,__text) non-external (was a private external) _glpDestroyCodeGenContext
00000001e1be8160 (__TEXT,__text) non-external (was a private external) _glpDestroyCompiledShader
00000001e1bde720 (__TEXT,__text) non-external (was a private external) _glpDestroyCompiler
00000001e1c0092c (__TEXT,__text) non-external (was a private external) _glpDestroyDeserialContext
00000001e1bb5f40 (__TEXT,__text) non-external (was a private external) _glpDestroyIntHash
00000001e1bbde30 (__TEXT,__text) non-external (was a private external) _glpDestroyLLVMCodeGenContext
00000001e1be2998 (__TEXT,__text) non-external (was a private external) _glpDestroyLayoutObject
00000001e1be7bb4 (__TEXT,__text) non-external (was a private external) _glpDestroyLinkedProgram
00000001e1be4dcc (__TEXT,__text) non-external (was a private external) _glpDestroyLinker
00000001e1bf1f68 (__TEXT,__text) non-external (was a private external) _glpDestroyLog
00000001e1bf23fc (__TEXT,__text) non-external (was a private external) _glpDestroyNameTable
00000001e1bb5b38 (__TEXT,__text) non-external (was a private external) _glpDestroyPointerHash
00000001e1bb7774 (__TEXT,__text) non-external (was a private external) _glpDestroyPoolAllocator
00000001e1bffe18 (__TEXT,__text) non-external (was a private external) _glpDestroySerialContext
00000001e1c0543c (__TEXT,__text) non-external (was a private external) _glpDestroyStringBuffer
00000001e1bb56a4 (__TEXT,__text) non-external (was a private external) _glpDestroyStringHash
00000001e1c05fd4 (__TEXT,__text) non-external (was a private external) _glpDestroyType
00000001e1bb636c (__TEXT,__text) non-external (was a private external) _glpDestroyTypedValueHash
00000001e1c61488 (__TEXT,__text) non-external (was a private external) _glpDisassemble1Op
00000001e1c2ca88 (__TEXT,__text) non-external (was a private external) _glpDumpASTNodeToStringBuffer
00000001e1c07280 (__TEXT,__text) non-external (was a private external) _glpDumpTypeToStringBuffer
00000001e1c08c10 (__TEXT,__text) non-external (was a private external) _glpDuplicateDerefOrConstant
00000001e1c063f8 (__TEXT,__text) non-external (was a private external) _glpEachPrimitiveComponentOfType
00000001e1bfa6e0 (__TEXT,__text) non-external (was a private external) _glpEnsureDeref
00000001e1bf9b14 (__TEXT,__text) non-external (was a private external) _glpEnsureOffsetsExist
00000001e1c12d40 (__TEXT,__text) non-external (was a private external) _glpEqualNodeGetIsFromSource
00000001e1bfc4f0 (__TEXT,__text) non-external (was a private external) _glpEvaluateArraySize
00000001e1bfc6d0 (__TEXT,__text) non-external (was a private external) _glpEvaluateTypeNode
00000001e1c14d10 (__TEXT,__text) non-external (was a private external) _glpExpressionStatementNodeGetExpr
00000001e1c14d1c (__TEXT,__text) non-external (was a private external) _glpExpressionStatementNodeSetExpr
00000001e1be1c90 (__TEXT,__text) non-external (was a private external) _glpExtensionAllowed
00000001e1be1e10 (__TEXT,__text) non-external (was a private external) _glpExtensionAllowedAndDefault
00000001e1be1824 (__TEXT,__text) non-external (was a private external) _glpExtensionFromString
00000001e1be1c64 (__TEXT,__text) non-external (was a private external) _glpExtensionToString
00000001e1c120b8 (__TEXT,__text) non-external (was a private external) _glpFieldAccessNodeGetField
00000001e1c120c4 (__TEXT,__text) non-external (was a private external) _glpFieldAccessNodeGetStructure
00000001e1c120d0 (__TEXT,__text) non-external (was a private external) _glpFieldAccessNodeSetStructure
00000001e1c141dc (__TEXT,__text) non-external (was a private external) _glpFieldDeclarationNodeGetName
00000001e1c141e8 (__TEXT,__text) non-external (was a private external) _glpFieldDeclarationNodeGetType
00000001e1c141f4 (__TEXT,__text) non-external (was a private external) _glpFieldDeclarationNodeSetType
00000001e1be2854 (__TEXT,__text) non-external (was a private external) _glpFinalizeParseContext
00000001e1c0e6f8 (__TEXT,__text) non-external (was a private external) _glpFinalizePreprocessor
00000001e1bd7dfc (__TEXT,__text) non-external _glpFindGep
00000001e1be1fcc (__TEXT,__text) non-external (was a private external) _glpFixInterpolateAt
00000001e1bfe050 (__TEXT,__text) non-external (was a private external) _glpFlattenCommaTree
00000001e1c87298 (__TEXT,__text) external _glpFragmentStateToPPStream
00000001e1c71fb0 (__TEXT,__text) external _glpFreePPShaderLinearize
00000001e1c12228 (__TEXT,__text) non-external (was a private external) _glpFunctionCallNodeGetExtra
00000001e1c1221c (__TEXT,__text) non-external (was a private external) _glpFunctionCallNodeGetName
00000001e1c12230 (__TEXT,__text) non-external (was a private external) _glpFunctionCallNodeSetExtra
00000001e1c13ef4 (__TEXT,__text) non-external (was a private external) _glpFunctionDefinitionNodeGetBody
00000001e1c13edc (__TEXT,__text) non-external (was a private external) _glpFunctionDefinitionNodeGetPrototype
00000001e1c13f00 (__TEXT,__text) non-external (was a private external) _glpFunctionDefinitionNodeSetBody
00000001e1c13ee8 (__TEXT,__text) non-external (was a private external) _glpFunctionDefinitionNodeSetPrototype
00000001e1c13758 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeAddParameter
00000001e1c136dc (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeClearParameters
00000001e1c1369c (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeGetExtra
00000001e1c13690 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeGetName
00000001e1c13738 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeGetParameter
00000001e1c13730 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeGetParameterCount
00000001e1c136c4 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeGetReturnOutParam
00000001e1c136ac (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeGetReturnType
00000001e1c13760 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeInsertParameter
00000001e1c136a4 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeSetExtra
00000001e1c13748 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeSetParameter
00000001e1c136d0 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeSetReturnOutParam
00000001e1c136b8 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeSetReturnType
00000001e1c05f64 (__TEXT,__text) non-external (was a private external) _glpFunctionTypeGetReturnType
00000001e1c30cd8 (__TEXT,__text) non-external _glpGLPTypeGetGLVMType
00000001e1be16e8 (__TEXT,__text) non-external (was a private external) _glpGLSLVersionAllowed
00000001e1be15c4 (__TEXT,__text) non-external (was a private external) _glpGLSLVersionFromInt
00000001e1be16b0 (__TEXT,__text) non-external (was a private external) _glpGLSLVersionGetDefault
00000001e1be17a0 (__TEXT,__text) non-external (was a private external) _glpGLSLVersionRequired
00000001e1be1684 (__TEXT,__text) non-external (was a private external) _glpGLSLVersionToInt
00000001e1be8214 (__TEXT,__text) non-external (was a private external) _glpGenerateCopyInOut
00000001e1c08778 (__TEXT,__text) non-external (was a private external) _glpGetAccessorCount
00000001e1be2450 (__TEXT,__text) non-external (was a private external) _glpGetBIArchiveData
000000020cce082c (__DATA,__bss) non-external _glpGetBIArchiveData._anchor
00000001e1be4c30 (__TEXT,__text) non-external (was a private external) _glpGetCompiledShaderVersion
00000001e1bfaa50 (__TEXT,__text) non-external (was a private external) _glpGetDefaultPrecisionForType
00000001e1c430d8 (__TEXT,__text) non-external (was a private external) _glpGetErrMsg
00000001e1c3eec0 (__TEXT,__text) non-external (was a private external) _glpGetFilename
00000001e1bdf2f0 (__TEXT,__text) non-external _glpGetFrameworkConstantByIndex
00000001e1be0dd4 (__TEXT,__text) non-external (was a private external) _glpGetIBVariableObjectCount
00000001e1c3eec8 (__TEXT,__text) non-external (was a private external) _glpGetLineNumber
00000001e1bfa9c8 (__TEXT,__text) non-external (was a private external) _glpGetMostBasicPrimitiveType
00000001e1bd16f4 (__TEXT,__text) non-external _glpGetPConst
00000001e1c066e4 (__TEXT,__text) external _glpGetPrimitiveType
00000001e1c08de8 (__TEXT,__text) non-external (was a private external) _glpGetScalarAccessorCount
00000001e1be1430 (__TEXT,__text) non-external (was a private external) _glpGetStructTypeFromIBType
00000001e1bd92f8 (__TEXT,__text) non-external _glpGetTextureSize
00000001e1bdbf38 (__TEXT,__text) non-external _glpGetVectorSwizzle
00000001e1bf49a8 (__TEXT,__text) non-external (was a private external) _glpGetVectorType
00000001e1c14b64 (__TEXT,__text) non-external (was a private external) _glpGlobalTypeQualifierNodeGetLayout
00000001e1c14b74 (__TEXT,__text) non-external (was a private external) _glpGlobalTypeQualifierNodeGetQualifierList
00000001e1c14b6c (__TEXT,__text) non-external (was a private external) _glpGlobalTypeQualifierNodeSetLayout
00000001e1c14b80 (__TEXT,__text) non-external (was a private external) _glpGlobalTypeQualifierNodeSetQualifierList
00000001e1bf6464 (__TEXT,__text) non-external (was a private external) _glpHandleArgumentConversions
00000001e1bfa7c0 (__TEXT,__text) non-external (was a private external) _glpHandleGetterSetter
00000001e1c42dcc (__TEXT,__text) non-external (was a private external) _glpHandlePragma
00000001e1c08154 (__TEXT,__text) non-external (was a private external) _glpHandleSideEffectsForExpr
00000001e1bf6bd4 (__TEXT,__text) non-external (was a private external) _glpHandleSpecialOperatorFunction
00000001e1bfd5f8 (__TEXT,__text) non-external (was a private external) _glpHandleVariableRedeclaration
00000001e1c15bb4 (__TEXT,__text) non-external (was a private external) _glpIBPartialDerefNodeGetBankIndex
00000001e1c15bac (__TEXT,__text) non-external (was a private external) _glpIBPartialDerefNodeGetIb
00000001e1c15bc0 (__TEXT,__text) non-external (was a private external) _glpIBPartialDerefNodeSetBankIndex
00000001e1c1311c (__TEXT,__text) non-external (was a private external) _glpIfExprNodeGetCondition
00000001e1c1314c (__TEXT,__text) non-external (was a private external) _glpIfExprNodeGetElseExpr
00000001e1c13134 (__TEXT,__text) non-external (was a private external) _glpIfExprNodeGetIfExpr
