00007ffa14961584 (__TEXT,__text) non-external +[Cube initialize]
00007ffa147bd1af (__TEXT,__text) non-external -[MREffectHangingPicturesTitle _cleanup]
00007ffa147be65b (__TEXT,__text) non-external -[MREffectHangingPicturesTitle elementHitAtPoint:withInverseMatrix:localPoint:]
00007ffa147be727 (__TEXT,__text) non-external -[MREffectHangingPicturesTitle getVerticesCoordinates:withMatrix:forElement:]
00007ffa147bd039 (__TEXT,__text) non-external -[MREffectHangingPicturesTitle initWithEffectID:]
00007ffa147bd206 (__TEXT,__text) non-external -[MREffectHangingPicturesTitle isLoadedForTime:]
00007ffa147bd29f (__TEXT,__text) non-external -[MREffectHangingPicturesTitle prerenderForTime:inContext:withArguments:]
00007ffa147bd4b1 (__TEXT,__text) non-external -[MREffectHangingPicturesTitle renderAtTime:inContext:withArguments:]
00007ffa147be7a2 (__TEXT,__text) non-external -[MREffectHangingPicturesTitle(MRLoadable) _loadForTime:inContext:withArguments:]
00007ffa147beb16 (__TEXT,__text) non-external -[MREffectHangingPicturesTitle(MRLoadable) _maxLinesForTextElement:]
00007ffa147beaf1 (__TEXT,__text) non-external -[MREffectHangingPicturesTitle(MRLoadable) _maxSizeForTextElement:]
00007ffa147bea3d (__TEXT,__text) non-external -[MREffectHangingPicturesTitle(MRLoadable) _unload]
00007ffa1497c68d (__TEXT,__text) non-external -[MREffectHyperGrid _applyLayoutsFromEffectAttributes]
00007ffa1497b4ae (__TEXT,__text) non-external -[MREffectHyperGrid _applyTimingToSlideProviders:]
00007ffa1497c339 (__TEXT,__text) non-external -[MREffectHyperGrid _aspectRatioForSlideIndex:]
00007ffa1497be7f (__TEXT,__text) non-external -[MREffectHyperGrid _calculateMainDuration]
00007ffa1497adaf (__TEXT,__text) non-external -[MREffectHyperGrid _cleanup]
00007ffa1497fceb (__TEXT,__text) non-external -[MREffectHyperGrid _drawSlideAtIndex:size:position:atTime:iterationTime:iterationDuration:inContext:withArguments:]
00007ffa1497c3eb (__TEXT,__text) non-external -[MREffectHyperGrid _isMovieForSlideAtIndex:slideInformation:]
00007ffa1497f4ee (__TEXT,__text) non-external -[MREffectHyperGrid _iterationForTime:]
00007ffa1497f4b3 (__TEXT,__text) non-external -[MREffectHyperGrid _layoutAtIndexHasBreak:]
00007ffa1497c488 (__TEXT,__text) non-external -[MREffectHyperGrid _movieDurationForSlideAtIndex:slideInformation:]
00007ffa1497ee24 (__TEXT,__text) non-external -[MREffectHyperGrid _relativePointForLayout:andDirection:atIndex:landscape:]
00007ffa1497ed0b (__TEXT,__text) non-external -[MREffectHyperGrid _relativeSizeForLayout:atIndex:landscape:]
00007ffa1497f68c (__TEXT,__text) non-external -[MREffectHyperGrid _renderIterationAtIndex:firstIteration:atTime:relativeTime:inContext:withArguments:]
00007ffa1497ca50 (__TEXT,__text) non-external -[MREffectHyperGrid _setupLayoutsWithSlideInfo:aspectRatio:]
00007ffa1498054e (__TEXT,__text) non-external -[MREffectHyperGrid _slideProviderWithAspectRatio:nearest:actual:]
00007ffa1497e55f (__TEXT,__text) non-external -[MREffectHyperGrid _updateIterationTiming:slideInformation:aspectRatio:startTime:]
00007ffa1497eb95 (__TEXT,__text) non-external -[MREffectHyperGrid _updateIterationTimingsWithSlideInformation:aspectRatio:]
00007ffa1497ba41 (__TEXT,__text) non-external -[MREffectHyperGrid _updateSizeScripts:aspectRatio:]
00007ffa14980e1f (__TEXT,__text) non-external -[MREffectHyperGrid beginMorphingToAspectRatio:withDuration:]
00007ffa1497c175 (__TEXT,__text) non-external -[MREffectHyperGrid displayTimeForSlideAtIndex:]
00007ffa1497c2e6 (__TEXT,__text) non-external -[MREffectHyperGrid displayTimeForTextAtIndex:]
00007ffa1497b02e (__TEXT,__text) non-external -[MREffectHyperGrid effectAuthoredAttributes]
00007ffa1497b01d (__TEXT,__text) non-external -[MREffectHyperGrid effectAuthoredSlideCount]
00007ffa149805f8 (__TEXT,__text) non-external -[MREffectHyperGrid elementHitAtPoint:withInverseMatrix:localPoint:]
00007ffa1498086a (__TEXT,__text) non-external -[MREffectHyperGrid getCurrentCenter:scale:rotation:isMain:forElement:]
00007ffa14980cc2 (__TEXT,__text) non-external -[MREffectHyperGrid getLazyDuration:lazyFactor:animationDuration:fromInterestingTime:]
00007ffa1498081c (__TEXT,__text) non-external -[MREffectHyperGrid getVerticesCoordinates:withMatrix:forElement:]
00007ffa149809bc (__TEXT,__text) non-external -[MREffectHyperGrid hasMoreSlidesFromTime:backwards:startTime:duration:]
00007ffa1497ac11 (__TEXT,__text) non-external -[MREffectHyperGrid initWithEffectID:]
00007ffa14980b3a (__TEXT,__text) non-external -[MREffectHyperGrid interestingTimeForElement:]
00007ffa14980a9c (__TEXT,__text) non-external -[MREffectHyperGrid interestingTimeForTime:]
00007ffa1497b4a3 (__TEXT,__text) non-external -[MREffectHyperGrid isOpaque]
00007ffa1497fc38 (__TEXT,__text) non-external -[MREffectHyperGrid iterationTime:duration:forIndex:atTime:inIteration:firstIterationIndex:currentIterationIndex:]
00007ffa1497c525 (__TEXT,__text) non-external -[MREffectHyperGrid layoutForSlideIndex:forIterations:atIndex:]
00007ffa1497b014 (__TEXT,__text) non-external -[MREffectHyperGrid lowestDisplayTime]
00007ffa1497c2ef (__TEXT,__text) non-external -[MREffectHyperGrid needsMoreSlidesAtTime:]
00007ffa1497f0dc (__TEXT,__text) non-external -[MREffectHyperGrid prerenderForTime:inContext:withArguments:]
00007ffa1497f5d1 (__TEXT,__text) non-external -[MREffectHyperGrid renderAtTime:inContext:withArguments:]
00007ffa1497ae44 (__TEXT,__text) non-external -[MREffectHyperGrid setAttributes:]
00007ffa1497bfee (__TEXT,__text) non-external -[MREffectHyperGrid showDurationForSlideAtIndex:]
00007ffa1497bd47 (__TEXT,__text) non-external -[MREffectHyperGrid showTimeForSlideAtIndex:]
00007ffa1497c661 (__TEXT,__text) non-external -[MREffectHyperGrid slideIndex:isInIteration:]
00007ffa14980e30 (__TEXT,__text) non-external -[MREffectHyperGrid(MRLoadable) _unload]
00007ffa14923b17 (__TEXT,__text) non-external -[MREffectJustAButton elementHitAtPoint:withInverseMatrix:localPoint:]
00007ffa14923b32 (__TEXT,__text) non-external -[MREffectJustAButton prerenderForTime:inContext:withArguments:]
00007ffa14923b63 (__TEXT,__text) non-external -[MREffectJustAButton renderAtTime:inContext:withArguments:]
00007ffa14923a99 (__TEXT,__text) non-external -[MREffectJustAButton setLiveAttributes:]
00007ffa147beb98 (__TEXT,__text) non-external -[MREffectJustASlide _cleanup]
00007ffa147bfcd8 (__TEXT,__text) non-external -[MREffectJustASlide beginMorphingToAspectRatio:withDuration:]
00007ffa147bfc45 (__TEXT,__text) non-external -[MREffectJustASlide elementHitAtPoint:withInverseMatrix:localPoint:]
00007ffa147bfc75 (__TEXT,__text) non-external -[MREffectJustASlide getVerticesCoordinates:withMatrix:forElement:]
00007ffa147beb30 (__TEXT,__text) non-external -[MREffectJustASlide init]
00007ffa147becd9 (__TEXT,__text) non-external -[MREffectJustASlide isAlphaFriendly]
00007ffa147bff20 (__TEXT,__text) non-external -[MREffectJustASlide isFocuser]
00007ffa147bebc0 (__TEXT,__text) non-external -[MREffectJustASlide isNative3D]
00007ffa147bec65 (__TEXT,__text) non-external -[MREffectJustASlide isOpaque]
00007ffa147bfbd9 (__TEXT,__text) non-external -[MREffectJustASlide patchworkAtTime:inContext:withArguments:]
00007ffa147bed4b (__TEXT,__text) non-external -[MREffectJustASlide prerenderForTime:inContext:withArguments:]
00007ffa147bedb7 (__TEXT,__text) non-external -[MREffectJustASlide renderAtTime:inContext:withArguments:]
00007ffa147bf99d (__TEXT,__text) non-external -[MREffectJustASlide retainedByUserRenderedImageAtTime:inContext:withArguments:]
00007ffa147bff31 (__TEXT,__text) non-external -[MREffectJustASlide setIsFocuser:]
00007ffa147c0990 (__TEXT,__text) non-external -[MREffectJustASlide(GestureSupport) canMoveInDirection:withPZR:]
00007ffa147c0814 (__TEXT,__text) non-external -[MREffectJustASlide(GestureSupport) pzrCancel:]
00007ffa147c049c (__TEXT,__text) non-external -[MREffectJustASlide(GestureSupport) pzrEnd:]
00007ffa147bff41 (__TEXT,__text) non-external -[MREffectJustASlide(GestureSupport) pzrStart:]
00007ffa147bffef (__TEXT,__text) non-external -[MREffectJustASlide(GestureSupport) pzrUpdate:]
00007ffa147c093e (__TEXT,__text) non-external -[MREffectJustASlide(GestureSupport) resetPZR]
00007ffa14979670 (__TEXT,__text) non-external -[MREffectJustAText elementHitAtPoint:withInverseMatrix:localPoint:]
00007ffa1497967d (__TEXT,__text) non-external -[MREffectJustAText getVerticesCoordinates:withMatrix:forElement:]
00007ffa14979619 (__TEXT,__text) non-external -[MREffectJustAText init]
00007ffa1497969a (__TEXT,__text) non-external -[MREffectJustAText isLoadedForTime:]
00007ffa1497971c (__TEXT,__text) non-external -[MREffectJustAText prerenderForTime:inContext:withArguments:]
00007ffa1497975a (__TEXT,__text) non-external -[MREffectJustAText renderAtTime:inContext:withArguments:]
00007ffa149799e8 (__TEXT,__text) non-external -[MREffectJustAText(MRLoadable) _loadForTime:inContext:withArguments:]
00007ffa1497a094 (__TEXT,__text) non-external -[MREffectJustAText(MRLoadable) _maxLinesForTextElement:]
00007ffa1497a07c (__TEXT,__text) non-external -[MREffectJustAText(MRLoadable) _maxSizeForTextElement:]
00007ffa1497a0d4 (__TEXT,__text) non-external -[MREffectJustAText(MRLoadable) _unload]
00007ffa147c0f62 (__TEXT,__text) non-external -[MREffectJustATitle elementHitAtPoint:withInverseMatrix:localPoint:]
00007ffa147c0fee (__TEXT,__text) non-external -[MREffectJustATitle getVerticesCoordinates:withMatrix:forElement:]
00007ffa147c0b6b (__TEXT,__text) non-external -[MREffectJustATitle init]
00007ffa147c1086 (__TEXT,__text) non-external -[MREffectJustATitle isLoadedForTime:]
00007ffa147c1183 (__TEXT,__text) non-external -[MREffectJustATitle prerenderForTime:inContext:withArguments:]
00007ffa147c11c1 (__TEXT,__text) non-external -[MREffectJustATitle renderAtTime:inContext:withArguments:]
00007ffa147c0be3 (__TEXT,__text) non-external -[MREffectJustATitle setAttributes:]
00007ffa147c17a4 (__TEXT,__text) non-external -[MREffectJustATitle(MRLoadable) _loadForTime:inContext:withArguments:]
00007ffa147c20a9 (__TEXT,__text) non-external -[MREffectJustATitle(MRLoadable) _maxLinesForTextElement:]
00007ffa147c1fd8 (__TEXT,__text) non-external -[MREffectJustATitle(MRLoadable) _maxSizeForTextElement:]
00007ffa147c2112 (__TEXT,__text) non-external -[MREffectJustATitle(MRLoadable) _unload]
00007ffa1492505f (__TEXT,__text) non-external -[MREffectMagazine _applySizeScripts:]
00007ffa14924dc6 (__TEXT,__text) non-external -[MREffectMagazine _cleanup]
00007ffa14926d8e (__TEXT,__text) non-external -[MREffectMagazine _sizeForBreakAspectRatio:size:inContext:]
00007ffa1492700c (__TEXT,__text) non-external -[MREffectMagazine beginMorphingToAspectRatio:withDuration:]
00007ffa14926d9a (__TEXT,__text) non-external -[MREffectMagazine elementHitAtPoint:withInverseMatrix:localPoint:]
00007ffa1492701d (__TEXT,__text) non-external -[MREffectMagazine getLazyDuration:lazyFactor:animationDuration:fromInterestingTime:]
00007ffa14926fbe (__TEXT,__text) non-external -[MREffectMagazine getVerticesCoordinates:withMatrix:forElement:]
00007ffa14924d68 (__TEXT,__text) non-external -[MREffectMagazine initWithEffectID:]
00007ffa14924e5d (__TEXT,__text) non-external -[MREffectMagazine isLoadedForTime:]
00007ffa14924ed0 (__TEXT,__text) non-external -[MREffectMagazine prerenderForTime:inContext:withArguments:]
00007ffa149259b6 (__TEXT,__text) non-external -[MREffectMagazine renderAtTime:inContext:withArguments:]
00007ffa14924e21 (__TEXT,__text) non-external -[MREffectMagazine setPixelSize:]
00007ffa1492705b (__TEXT,__text) non-external -[MREffectMagazine(MRLoadable) _loadForTime:inContext:withArguments:]
00007ffa14927396 (__TEXT,__text) non-external -[MREffectMagazine(MRLoadable) _unload]
00007ffa147c2ce9 (__TEXT,__text) non-external -[MREffectManager attributeDescriptionForEffectID:andKey:]
00007ffa147c25db (__TEXT,__text) non-external -[MREffectManager classForEffectID:]
00007ffa147c22f8 (__TEXT,__text) non-external -[MREffectManager cleanup]
00007ffa147c2c4b (__TEXT,__text) non-external -[MREffectManager customTimingWithEffectID:effectAttributes:slideInformation:textInformation:inAspectRatio:]
00007ffa147c22ba (__TEXT,__text) non-external -[MREffectManager dealloc]
00007ffa147c2ca9 (__TEXT,__text) non-external -[MREffectManager defaultEffectAttributesWithEffectID:andSlideInformation:]
00007ffa147c2ba4 (__TEXT,__text) non-external -[MREffectManager defaultMainDurationForEffectID:]
00007ffa147c2b66 (__TEXT,__text) non-external -[MREffectManager defaultPhaseInDurationForEffectID:]
00007ffa147c2be2 (__TEXT,__text) non-external -[MREffectManager defaultPhaseOutDurationForEffectID:]
00007ffa147c2929 (__TEXT,__text) non-external -[MREffectManager descriptionForEffectID:]
00007ffa147c26f0 (__TEXT,__text) non-external -[MREffectManager effectWithEffectID:]
00007ffa147c2c20 (__TEXT,__text) non-external -[MREffectManager hasCustomTimingForEffectID:]
00007ffa147c2a2e (__TEXT,__text) non-external -[MREffectManager hasMultiImageInputForEffectID:]
00007ffa147c2a6c (__TEXT,__text) non-external -[MREffectManager imageInputInfosForEffectID:]
00007ffa147c2a9e (__TEXT,__text) non-external -[MREffectManager imageProviderInfosForEffectID:]
00007ffa147c225e (__TEXT,__text) non-external -[MREffectManager init]
00007ffa147c2ad0 (__TEXT,__text) non-external -[MREffectManager isOpaqueForEffectID:]
00007ffa147c2d36 (__TEXT,__text) non-external -[MREffectManager lineSpacingFactorForTextInEffectID:presetID:atIndex:]
00007ffa147c2863 (__TEXT,__text) non-external -[MREffectManager recycleEffect:]
00007ffa147c233d (__TEXT,__text) non-external -[MREffectManager releaseResources]
00007ffa147c2961 (__TEXT,__text) non-external -[MREffectManager resourcePathForEffectID:andResource:]
00007ffa147c29dd (__TEXT,__text) non-external -[MREffectManager sizeScriptForEffectID:andKey:]
00007ffa14936bfb (__TEXT,__text) non-external -[MREffectMap _currentRect]
00007ffa14937281 (__TEXT,__text) non-external -[MREffectMap _fetchMapTile:]
00007ffa14936c36 (__TEXT,__text) non-external -[MREffectMap _mapScale]
00007ffa14936c24 (__TEXT,__text) non-external -[MREffectMap _setZoom:]
00007ffa14936b03 (__TEXT,__text) non-external -[MREffectMap _unload]
00007ffa14936a3a (__TEXT,__text) non-external -[MREffectMap cleanup]
00007ffa14937710 (__TEXT,__text) non-external -[MREffectMap elementHitAtPoint:withInverseMatrix:localPoint:]
00007ffa1493771d (__TEXT,__text) non-external -[MREffectMap getVerticesCoordinates:withMatrix:forElement:]
00007ffa149369a9 (__TEXT,__text) non-external -[MREffectMap initWithEffectID:]
00007ffa14936af2 (__TEXT,__text) non-external -[MREffectMap isLoadedForTime:]
00007ffa14936bf0 (__TEXT,__text) non-external -[MREffectMap isNative3D]
00007ffa14936afd (__TEXT,__text) non-external -[MREffectMap loadForTime:inContext:withArguments:now:]
00007ffa14936c66 (__TEXT,__text) non-external -[MREffectMap prerenderForTime:inContext:withArguments:]
00007ffa149375eb (__TEXT,__text) non-external -[MREffectMap renderAtTime:inContext:withArguments:]
00007ffa14936b9c (__TEXT,__text) non-external -[MREffectMap setPixelSize:]
00007ffa14937804 (__TEXT,__text) non-external -[MREffectMap(GestureSupport) pzrCancel:]
00007ffa149377f0 (__TEXT,__text) non-external -[MREffectMap(GestureSupport) pzrEnd:]
00007ffa14937728 (__TEXT,__text) non-external -[MREffectMap(GestureSupport) pzrStart:]
00007ffa1493775e (__TEXT,__text) non-external -[MREffectMap(GestureSupport) pzrUpdate:]
00007ffa147cf11b (__TEXT,__text) non-external -[MREffectMapSlides _cleanup]
00007ffa147d2fa2 (__TEXT,__text) non-external -[MREffectMapSlides _renderBigShadowForRect:scale:rects:atTime:inContext:withArguments:]
00007ffa147d333f (__TEXT,__text) non-external -[MREffectMapSlides elementHitAtPoint:withInverseMatrix:localPoint:]
00007ffa147d3563 (__TEXT,__text) non-external -[MREffectMapSlides getVerticesCoordinates:withMatrix:forElement:]
00007ffa147cef1f (__TEXT,__text) non-external -[MREffectMapSlides initWithEffectID:]
00007ffa147cf265 (__TEXT,__text) non-external -[MREffectMapSlides isLoadedForTime:]
00007ffa147cf2cb (__TEXT,__text) non-external -[MREffectMapSlides prerenderForTime:inContext:withArguments:]
00007ffa147cf611 (__TEXT,__text) non-external -[MREffectMapSlides render1SlideAtTime:inContext:withArguments:scale:]
00007ffa147cfe0c (__TEXT,__text) non-external -[MREffectMapSlides render2SlidesAtTime:inContext:withArguments:scale:]
00007ffa147d0c52 (__TEXT,__text) non-external -[MREffectMapSlides render3SlidesAtTime:inContext:withArguments:scale:]
00007ffa147d18de (__TEXT,__text) non-external -[MREffectMapSlides render4SlidesAtTime:inContext:withArguments:scale:]
00007ffa147cf37a (__TEXT,__text) non-external -[MREffectMapSlides renderAtTime:inContext:withArguments:]
00007ffa147d282c (__TEXT,__text) non-external -[MREffectMapSlides renderKey:shadow:shadowRect:size:position:xRot:tX:isPano:time:inContext:withArguments:]
00007ffa147cf1c3 (__TEXT,__text) non-external -[MREffectMapSlides setPixelSize:]
00007ffa147d35b1 (__TEXT,__text) non-external -[MREffectMapSlides(MRLoadable) _unload]
00007ffa147d3677 (__TEXT,__text) non-external -[MREffectMapTitle _cleanup]
00007ffa147d36f3 (__TEXT,__text) non-external -[MREffectMapTitle elementHitAtPoint:withInverseMatrix:localPoint:]
00007ffa147d3723 (__TEXT,__text) non-external -[MREffectMapTitle getVerticesCoordinates:withMatrix:forElement:]
00007ffa147d3620 (__TEXT,__text) non-external -[MREffectMapTitle initWithEffectID:]
00007ffa147d3aa2 (__TEXT,__text) non-external -[MREffectMapTitle isLoadedForTime:]
00007ffa147d3b24 (__TEXT,__text) non-external -[MREffectMapTitle prerenderForTime:inContext:withArguments:]
00007ffa147d3b58 (__TEXT,__text) non-external -[MREffectMapTitle renderAtTime:inContext:withArguments:]
00007ffa147d3786 (__TEXT,__text) non-external -[MREffectMapTitle setAttributes:]
00007ffa147d3ceb (__TEXT,__text) non-external -[MREffectMapTitle(MRLoadable) _loadForTime:inContext:withArguments:]
00007ffa147d40a2 (__TEXT,__text) non-external -[MREffectMapZoom _cleanup]
