00000001aca13258 (__TEXT,__text) non-external +[Caller current]
00000001aca35210 (__TEXT,__text) non-external _LA_LOG_INTERACTIVE.cold.1
00000001ed748928 (__DATA_DIRTY,__bss) non-external _LA_LOG_INTERACTIVE.log
00000001ed748920 (__DATA_DIRTY,__bss) non-external _LA_LOG_INTERACTIVE.once
00000001aca0c970 (__TEXT,__text) non-external _LA_LOG_MechanismWatchMonitor
00000001aca34a98 (__TEXT,__text) non-external _LA_LOG_MechanismWatchMonitor.cold.1
00000001ed748918 (__DATA_DIRTY,__bss) non-external _LA_LOG_MechanismWatchMonitor.log
00000001ed748910 (__DATA_DIRTY,__bss) non-external _LA_LOG_MechanismWatchMonitor.once
00000001eb749590 (__DATA,__bss) non-external _LA_LOG_Request.log
00000001eb749588 (__DATA,__bss) non-external _LA_LOG_Request.once
00000001aca3bd2c (__TEXT,__text) external _LibCall_ACMContexAddCredentialWithScope
00000001aca3c064 (__TEXT,__text) external _LibCall_ACMContexRemoveCredentialsByTypeAndScope
00000001aca3beb4 (__TEXT,__text) external _LibCall_ACMContextContainsCredentialTypeEx
00000001aca3e6b4 (__TEXT,__text) external _LibCall_ACMContextCopyData
00000001aca3b8d8 (__TEXT,__text) external _LibCall_ACMContextCreate
00000001aca3bb18 (__TEXT,__text) external _LibCall_ACMContextCreateWithExternalForm
00000001aca3d4b0 (__TEXT,__text) external _LibCall_ACMContextCredentialGetProperty
00000001aca1ca18 (__TEXT,__text) external _LibCall_ACMContextDelete
00000001aca3e4e0 (__TEXT,__text) external _LibCall_ACMContextGetData
00000001aca3e988 (__TEXT,__text) external _LibCall_ACMContextGetInfo
00000001aca3dee8 (__TEXT,__text) external _LibCall_ACMContextLoadFromImage
00000001aca3c1c8 (__TEXT,__text) external _LibCall_ACMContextRemoveCredentialsByValueAndScope
00000001aca3e2f0 (__TEXT,__text) external _LibCall_ACMContextSetData
00000001aca3e11c (__TEXT,__text) external _LibCall_ACMContextUnloadToImage
00000001aca3885c (__TEXT,__text) external _LibCall_ACMContextUnloadToImage_Block
00000001aca1876c (__TEXT,__text) external _LibCall_ACMContextVerifyAclConstraint
00000001aca18928 (__TEXT,__text) external _LibCall_ACMContextVerifyAclConstraintForOperation
00000001aca3c350 (__TEXT,__text) external _LibCall_ACMContextVerifyPolicyAndCopyRequirementEx
00000001aca3d768 (__TEXT,__text) external _LibCall_ACMContextVerifyPolicyEx
00000001aca38388 (__TEXT,__text) external _LibCall_ACMContextVerifyPolicyEx_Block
00000001aca38244 (__TEXT,__text) external _LibCall_ACMContextVerifyPolicyWithPreflight_Block
00000001aca1848c (__TEXT,__text) external _LibCall_ACMContextVerifyPolicy_Block
00000001aca1cd24 (__TEXT,__text) external _LibCall_ACMCredentialCreate
00000001aca3c740 (__TEXT,__text) external _LibCall_ACMCredentialDelete
00000001aca3cb98 (__TEXT,__text) external _LibCall_ACMCredentialGetPropertyData
00000001aca3c74c (__TEXT,__text) external _LibCall_ACMCredentialGetType
00000001aca3c758 (__TEXT,__text) external _LibCall_ACMCredentialSetProperty
00000001aca185d0 (__TEXT,__text) external _LibCall_ACMGetAclAuthMethod_Block
00000001aca3da58 (__TEXT,__text) external _LibCall_ACMGetEnvironmentVariable
00000001aca384cc (__TEXT,__text) external _LibCall_ACMGetEnvironmentVariable_Block
00000001aca3d62c (__TEXT,__text) external _LibCall_ACMGlobalContextCredentialGetProperty
00000001aca380bc (__TEXT,__text) external _LibCall_ACMGlobalContextCredentialGetProperty_Block
00000001aca3d940 (__TEXT,__text) external _LibCall_ACMGlobalContextVerifyPolicyEx
00000001aca18498 (__TEXT,__text) external _LibCall_ACMGlobalContextVerifyPolicy_Block
00000001aca3d3f0 (__TEXT,__text) external _LibCall_ACMKernDoubleClickNotify
00000001aca1cb38 (__TEXT,__text) external _LibCall_ACMKernelControl
00000001aca1d818 (__TEXT,__text) non-external _LibCall_ACMKernelControl.cold.1
00000001aca181a4 (__TEXT,__text) external _LibCall_ACMKernelControl_Block
00000001aca3d314 (__TEXT,__text) external _LibCall_ACMPing
00000001aca3e804 (__TEXT,__text) external _LibCall_ACMPublishTrustedAccessories
00000001aca3c688 (__TEXT,__text) external _LibCall_ACMRequirementDelete
00000001aca3d01c (__TEXT,__text) external _LibCall_ACMRequirementGetPriority
00000001aca3d028 (__TEXT,__text) external _LibCall_ACMRequirementGetPropertyData
00000001aca3d010 (__TEXT,__text) external _LibCall_ACMRequirementGetState
00000001aca3d004 (__TEXT,__text) external _LibCall_ACMRequirementGetType
00000001aca3f530 (__TEXT,__text) external _LibCall_ACMSEPControl
00000001aca18318 (__TEXT,__text) external _LibCall_ACMSEPControl_Block
00000001aca3f324 (__TEXT,__text) external _LibCall_ACMSecContextGetUnlockSecret
00000001aca1cd28 (__TEXT,__text) external _LibCall_ACMSecContextProcessAcl
00000001aca3ee00 (__TEXT,__text) external _LibCall_ACMSecContextProcessAclAndCopyAuthMethod
00000001aca3ee58 (__TEXT,__text) external _LibCall_ACMSecContextVerifyAclConstraintAndCopyRequirement
00000001aca3d858 (__TEXT,__text) external _LibCall_ACMSecContextVerifyPolicyAndCopyRequirementEx
00000001aca3ef8c (__TEXT,__text) external _LibCall_ACMSecCredentialProviderEnrollmentStateChangedForUser
00000001aca3f20c (__TEXT,__text) external _LibCall_ACMSecSetBiometryAvailability
00000001aca3f154 (__TEXT,__text) external _LibCall_ACMSecSetBuiltinBiometry
00000001aca3db38 (__TEXT,__text) external _LibCall_ACMSetEnvironmentVariable
00000001aca3dd18 (__TEXT,__text) external _LibCall_ACMTRMLoadState
00000001aca3870c (__TEXT,__text) external _LibCall_ACMTRMLoadState_Block
00000001aca3ddec (__TEXT,__text) external _LibCall_ACMTRMSaveState
00000001aca3b78c (__TEXT,__text) external _LibCall_BuildCommand
00000001aca377b0 (__TEXT,__text) external _LibSer_ACMDeserializeEnvironmentVariableType
00000001aca37854 (__TEXT,__text) external _LibSer_ACMDeserializeSEPControlCode
00000001aca36e34 (__TEXT,__text) external _LibSer_ContextCredentialGetProperty_Deserialize
00000001aca36df0 (__TEXT,__text) external _LibSer_ContextCredentialGetProperty_GetSize
00000001aca36dfc (__TEXT,__text) external _LibSer_ContextCredentialGetProperty_Serialize
00000001aca36fbc (__TEXT,__text) external _LibSer_DeleteContext_Deserialize
00000001aca36f78 (__TEXT,__text) external _LibSer_DeleteContext_GetSize
00000001aca36f84 (__TEXT,__text) external _LibSer_DeleteContext_Serialize
00000001aca36dc8 (__TEXT,__text) external _LibSer_GetAclAuthMethod_Deserialize
00000001aca36d84 (__TEXT,__text) external _LibSer_GetAclAuthMethod_GetSize
00000001aca36d90 (__TEXT,__text) external _LibSer_GetAclAuthMethod_Serialize
00000001aca36970 (__TEXT,__text) external _LibSer_GetSerializedContainsCredential_GetSize
00000001aca36990 (__TEXT,__text) external _LibSer_GetSerializedContainsCredential_Serialize
00000001aca374f0 (__TEXT,__text) external _LibSer_GetUnlockSecretResponse_Deserialize
00000001aca3746c (__TEXT,__text) external _LibSer_GetUnlockSecretResponse_GetSize
00000001aca3748c (__TEXT,__text) external _LibSer_GetUnlockSecretResponse_Serialize
00000001aca3740c (__TEXT,__text) external _LibSer_GetUnlockSecret_Deserialize
00000001aca37320 (__TEXT,__text) external _LibSer_GetUnlockSecret_GetSize
00000001aca37370 (__TEXT,__text) external _LibSer_GetUnlockSecret_Serialize
00000001aca36ec0 (__TEXT,__text) external _LibSer_GlobalContextCredentialGetProperty_Deserialize
00000001aca36e74 (__TEXT,__text) external _LibSer_GlobalContextCredentialGetProperty_GetSize
00000001aca36e90 (__TEXT,__text) external _LibSer_GlobalContextCredentialGetProperty_Serialize
00000001aca36f38 (__TEXT,__text) external _LibSer_RemoveCredentialByType_Deserialize
00000001aca36ef4 (__TEXT,__text) external _LibSer_RemoveCredentialByType_GetSize
00000001aca36f00 (__TEXT,__text) external _LibSer_RemoveCredentialByType_Serialize
00000001aca37774 (__TEXT,__text) external _LibSer_SEPControlResponse_Deserialize
00000001aca376ec (__TEXT,__text) external _LibSer_SEPControlResponse_GetSize
00000001aca3770c (__TEXT,__text) external _LibSer_SEPControlResponse_Serialize
00000001aca37654 (__TEXT,__text) external _LibSer_SEPControl_Deserialize
00000001aca37528 (__TEXT,__text) external _LibSer_SEPControl_GetSize
00000001aca37574 (__TEXT,__text) external _LibSer_SEPControl_Serialize
00000001aca36fe4 (__TEXT,__text) external _LibSer_StorageAnyCmd_DeserializeCommonFields
00000001aca372b4 (__TEXT,__text) external _LibSer_StorageGetData_Deserialize
00000001aca371bc (__TEXT,__text) external _LibSer_StorageGetData_GetSize
00000001aca3720c (__TEXT,__text) external _LibSer_StorageGetData_Serialize
00000001aca37120 (__TEXT,__text) external _LibSer_StorageSetData_Deserialize
00000001aca37018 (__TEXT,__text) external _LibSer_StorageSetData_GetSize
00000001aca37064 (__TEXT,__text) external _LibSer_StorageSetData_Serialize
                 (undefined) external _MGGetBoolAnswer (from libMobileGestalt)
                 (undefined) external _MGIsQuestionValid (from libMobileGestalt)
                 (undefined) weak external _MKBGetDeviceLockState (from MobileKeyBag)
                 (undefined) external _NSCurrentLocaleDidChangeNotification (from CoreFoundation)
                 (undefined) external _NSInternalInconsistencyException (from CoreFoundation)
                 (undefined) external _NSStringFromClass (from Foundation)
00000001ed748568 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_BiometryHelper
00000001ed7487c0 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_BiometryLockoutInvalidationSource
                 (undefined) weak external _OBJC_CLASS_$_BridgeXPCConnection (from BridgeXPC)
                 (undefined) weak external _OBJC_CLASS_$_BridgeXPCListener (from BridgeXPC)
                 (undefined) weak external _OBJC_CLASS_$_BrightnessSystemClient (from CoreBrightness)
00000001ed748540 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_Caller
                 (undefined) weak external _OBJC_CLASS_$_CoreKDL (from CoreKDL)
00000001ed748518 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_DaemonUtils
00000001ed748720 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_DarwinNotificationInvalidationSource
00000001ed748810 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_DomainStateRequest
00000001ed7484f0 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_EvaluationRequest
00000001ed748680 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_InstalledAppsCache
00000001ed7484c8 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_LAAnalytics
00000001ed7484a0 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_LAAnalyticsEvaluation
00000001ed748590 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_LAAnalyticsPasscodeFallbackPeriod
                 (undefined) external _OBJC_CLASS_$_LACAnalyticsData (from LocalAuthenticationCore)
                 (undefined) external _OBJC_CLASS_$_LACAuditToken (from LocalAuthenticationCore)
                 (undefined) external _OBJC_CLASS_$_LACBiometryHelper (from LocalAuthenticationCore)
                 (undefined) external _OBJC_CLASS_$_LACConcurrencyUtilities (from LocalAuthenticationCore)
                 (undefined) external _OBJC_CLASS_$_LACInstalledAppsCache (from LocalAuthenticationCore)
                 (undefined) external _OBJC_CLASS_$_LACPolicyUtilities (from LocalAuthenticationCore)
                 (undefined) external _OBJC_CLASS_$_LACXPCClient (from LocalAuthenticationCore)
00000001ee31fd68 (__AUTH,__objc_data) external _OBJC_CLASS_$_LADFROwnerToken
                 (undefined) external _OBJC_CLASS_$_LAErrorHelper (from SharedUtils)
00000001ee320150 (__AUTH,__objc_data) external _OBJC_CLASS_$_LASIORemoteCall
00000001ee3201f0 (__AUTH,__objc_data) external _OBJC_CLASS_$_LASecureIO
00000001ee320038 (__AUTH,__objc_data) external _OBJC_CLASS_$_LASecureIOArchive
00000001ee31ff48 (__AUTH,__objc_data) external _OBJC_CLASS_$_LASecureIOAsset
00000001ee3201a0 (__AUTH,__objc_data) external _OBJC_CLASS_$_LASecureIOCommunication
00000001ee31ffc0 (__AUTH,__objc_data) external _OBJC_CLASS_$_LASecureIODisplay
00000001ee31fd40 (__AUTH,__objc_data) external _OBJC_CLASS_$_LASecureIOHelper
00000001ee3200b0 (__AUTH,__objc_data) external _OBJC_CLASS_$_LASecureIOLocal
00000001ee3202b8 (__AUTH,__objc_data) external _OBJC_CLASS_$_LASecureIOLoggingHelper
00000001ee320060 (__AUTH,__objc_data) external _OBJC_CLASS_$_LASecureIOScene
00000001ee320100 (__AUTH,__objc_data) external _OBJC_CLASS_$_LASecureIOServer
00000001ee320240 (__AUTH,__objc_data) external _OBJC_CLASS_$_LASecureIOTouchBarView
00000001ee31ff98 (__AUTH,__objc_data) external _OBJC_CLASS_$_LASecureIOUtils
                 (undefined) external _OBJC_CLASS_$_LAUtils (from SharedUtils)
                 (undefined) external _OBJC_CLASS_$_NSArray (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSBundle (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSCache (from CoreFoundation)
                 (undefined) weak external _OBJC_CLASS_$_NSColor (from AppKit)
                 (undefined) external _OBJC_CLASS_$_NSConstantArray (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSConstantDictionary (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSConstantIntegerNumber (from Foundation)
                 (undefined) weak external _OBJC_CLASS_$_NSCustomTouchBarItem (from AppKit)
                 (undefined) external _OBJC_CLASS_$_NSData (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSDate (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSDateFormatter (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSDictionary (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSException (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSFileManager (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSHashTable (from Foundation)
                 (undefined) weak external _OBJC_CLASS_$_NSImage (from AppKit)
                 (undefined) weak external _OBJC_CLASS_$_NSImageView (from AppKit)
                 (undefined) external _OBJC_CLASS_$_NSKeyedArchiver (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSKeyedUnarchiver (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableArray (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableData (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableDictionary (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableString (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSNotificationCenter (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSNumber (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSObject (from libobjc)
                 (undefined) external _OBJC_CLASS_$_NSPredicate (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSPropertyListSerialization (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSSet (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSString (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSThread (from Foundation)
                 (undefined) weak external _OBJC_CLASS_$_NSTouchBar (from AppKit)
                 (undefined) external _OBJC_CLASS_$_NSURL (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSUUID (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSValue (from Foundation)
                 (undefined) weak external _OBJC_CLASS_$_NSView (from AppKit)
                 (undefined) external _OBJC_CLASS_$_NSXPCConnection (from Foundation)
00000001ed748770 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_NotificationCenterInvalidationSource
00000001ed7485e0 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_PreflightCache
00000001ee31fde0 (__AUTH,__objc_data) external _OBJC_CLASS_$_PreflightCacheAssertion
00000001ee31fe58 (__AUTH,__objc_data) external _OBJC_CLASS_$_PreflightCacheBypassAssertion
00000001ed7486d0 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_PreflightCacheInvalidationSource
00000001ed748630 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_PushButtonMonitor
00000001ed748478 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_Request
00000001ed748450 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_StorageRequest
00000001ed748428 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_TrustedAccessoryHelper
00000001ee31fe80 (__AUTH,__objc_data) external _OBJC_CLASS_$_UserPasswordInvalidationSource
00000001ee31fed0 (__AUTH,__objc_data) external _OBJC_CLASS_$_WatchInvalidationSource
00000001ed748400 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_WatchMonitor
00000001eb749114 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_Caller._asid
00000001eb74911c (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_Caller._auditToken
00000001eb749118 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_Caller._connection
