00007ffa0703c38c (__TEXT,__text) non-external +[Cube initialize]
00007ffa06e67f49 (__TEXT,__text) non-external -[MPStyleManager posterTimeForStyleID:]
00007ffa06e666bb (__TEXT,__text) non-external -[MPStyleManager previewPathForStyleID:]
00007ffa06e666ef (__TEXT,__text) non-external -[MPStyleManager resourcePathForStyleID:]
00007ffa06e678c7 (__TEXT,__text) non-external -[MPStyleManager shortestDurationForEffectID:forStyleID:]
00007ffa06e6761f (__TEXT,__text) non-external -[MPStyleManager shortestEffectDurationForStyleID:]
00007ffa06e6735a (__TEXT,__text) non-external -[MPStyleManager songPathsForStyleID:]
00007ffa06e67d45 (__TEXT,__text) non-external -[MPStyleManager subtitleOrderForStyleID:]
00007ffa06e67c3a (__TEXT,__text) non-external -[MPStyleManager supportsRandomTransitionForStyleID:]
00007ffa06e6656b (__TEXT,__text) non-external -[MPStyleManager thumbnailForStyleID:]
00007ffa06e664fc (__TEXT,__text) non-external -[MPStyleManager thumbnailForStyleID:scaleFactor:]
00007ffa06e665c5 (__TEXT,__text) non-external -[MPStyleManager thumbnailPathForStyleID:]
00007ffa06e665f9 (__TEXT,__text) non-external -[MPStyleManager thumbnailPathForStyleID:scaleFactor:]
00007ffa06e675b7 (__TEXT,__text) non-external -[MPStyleManager titleEffectLayoutForStyleID:]
00007ffa06e674eb (__TEXT,__text) non-external -[MPStyleManager titleEffectLayoutsForStyleID:]
00007ffa06e67075 (__TEXT,__text) non-external -[MPStyleManager transitionsForStyleID:]
00007ffa06e66262 (__TEXT,__text) non-external -[MPStyleManager versionOfStyleID:]
00007ffa06e69e11 (__TEXT,__text) non-external -[MPStyleManager(Internal) allowUserDefinedDurationForStyleID:]
00007ffa06e69c27 (__TEXT,__text) non-external -[MPStyleManager(Internal) backgroundColorLayersForStyleID:]
00007ffa06e699c5 (__TEXT,__text) non-external -[MPStyleManager(Internal) basePeriodForLayerIndex:ofStyle:]
00007ffa06e69ccf (__TEXT,__text) non-external -[MPStyleManager(Internal) canCancelAuthoringForStyleID:]
00007ffa06e6933d (__TEXT,__text) non-external -[MPStyleManager(Internal) defaultAutoKenBurnsLevelForEffect:withPreset:ofStyle:]
00007ffa06e68f1a (__TEXT,__text) non-external -[MPStyleManager(Internal) defaultAutoKenBurnsLevelForZIndex:ofStyle:]
00007ffa06e690dd (__TEXT,__text) non-external -[MPStyleManager(Internal) defaultAutoKenBurnsLikelihoodForEffect:withPreset:ofStyle:]
00007ffa06e68d22 (__TEXT,__text) non-external -[MPStyleManager(Internal) defaultAutoKenBurnsLikelihoodForZIndex:ofStyle:]
00007ffa06e69878 (__TEXT,__text) non-external -[MPStyleManager(Internal) defaultEffectDurationForLayer:ofStyle:]
00007ffa06e68b4e (__TEXT,__text) non-external -[MPStyleManager(Internal) defaultFilterLikelihoodForZIndex:ofStyle:]
00007ffa06e689a9 (__TEXT,__text) non-external -[MPStyleManager(Internal) defaultPositionForZIndex:ofStyle:]
00007ffa06e68690 (__TEXT,__text) non-external -[MPStyleManager(Internal) defaultSizeForZIndex:ofStyle:]
00007ffa06e698f9 (__TEXT,__text) non-external -[MPStyleManager(Internal) defaultTransitionDurationForLayer:ofStyle:withAspectRatio:]
00007ffa06e68643 (__TEXT,__text) non-external -[MPStyleManager(Internal) easeKenBurnsForStyleID:]
00007ffa06e6958f (__TEXT,__text) non-external -[MPStyleManager(Internal) effectPresetIDsForLayerIndex:ofStyleID:]
00007ffa06e69d0d (__TEXT,__text) non-external -[MPStyleManager(Internal) hasImagesForLayerID:forStyleID:]
00007ffa06e685f1 (__TEXT,__text) non-external -[MPStyleManager(Internal) kenBurnsOffsetTypeForStyleID:]
00007ffa06e69a97 (__TEXT,__text) non-external -[MPStyleManager(Internal) layerIDForLayerIndex:ofStyle:]
00007ffa06e69a18 (__TEXT,__text) non-external -[MPStyleManager(Internal) layerIndexForLayerID:ofStyle:]
00007ffa06e69da5 (__TEXT,__text) non-external -[MPStyleManager(Internal) navigationIncrementForStyleID:]
00007ffa06e69c91 (__TEXT,__text) non-external -[MPStyleManager(Internal) regionOfInterestPickModeForStyleID:]
00007ffa06e68943 (__TEXT,__text) non-external -[MPStyleManager(Internal) reorderModeForStyleID:]
00007ffa06e68368 (__TEXT,__text) non-external -[MPStyleManager(Private) antialiasLevelForStyleID:]
00007ffa06e680a8 (__TEXT,__text) non-external -[MPStyleManager(Private) demoDocumentWithImages:properties:count:options:]
00007ffa06e68584 (__TEXT,__text) non-external -[MPStyleManager(Private) displayDurationFactorForEffectID:inStyleID:]
00007ffa06e683b7 (__TEXT,__text) non-external -[MPStyleManager(Private) displayDurationFactorForStyleID:]
00007ffa06e68058 (__TEXT,__text) non-external -[MPStyleManager(Private) mediaPresentationOrderForStyleID:]
00007ffa06e69eb6 (__TEXT,__text) non-external -[MPStyleManager(VeryInternal) _containerDescriptionForLayerAtIndex:ofStyle:]
00007ffa06d9d099 (__TEXT,__text) non-external -[MPStyleManager(VeryInternal) initWithPaths:]
00007ffa06d9d39a (__TEXT,__text) non-external -[MPStyleManager(VeryInternal) reloadBundles]
00007ffa06e6a59e (__TEXT,__text) non-external -[MPText attributedString]
00007ffa06e6a202 (__TEXT,__text) non-external -[MPText copyWithZone:]
00007ffa06e6a544 (__TEXT,__text) non-external -[MPText dealloc]
00007ffa06e6a4d1 (__TEXT,__text) non-external -[MPText description]
00007ffa06e6b15d (__TEXT,__text) non-external -[MPText displayDuration]
00007ffa06e6af89 (__TEXT,__text) non-external -[MPText displayStartTime]
00007ffa06e6adb5 (__TEXT,__text) non-external -[MPText displayTime]
00007ffa06e6a25c (__TEXT,__text) non-external -[MPText encodeWithCoder:]
00007ffa06e6ad52 (__TEXT,__text) non-external -[MPText index]
00007ffa06e6a10b (__TEXT,__text) non-external -[MPText initWithAttributedString:]
00007ffa06e6a2ee (__TEXT,__text) non-external -[MPText initWithCoder:]
00007ffa06e6a18c (__TEXT,__text) non-external -[MPText init]
00007ffa06e6a8f5 (__TEXT,__text) non-external -[MPText parentEffect]
00007ffa06e6a5b4 (__TEXT,__text) non-external -[MPText setAttributedString:]
00007ffa06e6a8ff (__TEXT,__text) non-external -[MPText subtitleSlide]
00007ffa06e6b212 (__TEXT,__text) non-external -[MPText textAreaAspectRatio]
00007ffa06e6bb8c (__TEXT,__text) non-external -[MPText(Internal) action]
00007ffa06e6c363 (__TEXT,__text) non-external -[MPText(Internal) checkForMaxFontSize]
00007ffa06e6bd69 (__TEXT,__text) non-external -[MPText(Internal) checkForPlacesLabel]
00007ffa06e6bc01 (__TEXT,__text) non-external -[MPText(Internal) copyStruct:]
00007ffa06e6bc88 (__TEXT,__text) non-external -[MPText(Internal) nearestPlug]
00007ffa06e6bd1a (__TEXT,__text) non-external -[MPText(Internal) setParent:]
00007ffa06e6bcb3 (__TEXT,__text) non-external -[MPText(Internal) setText:]
00007ffa06e6b439 (__TEXT,__text) non-external -[MPText(Private) defaultString]
00007ffa06e6b3d6 (__TEXT,__text) non-external -[MPText(Private) dump]
00007ffa06e6b3fa (__TEXT,__text) non-external -[MPText(Private) fullDebugLog]
00007ffa06e6b551 (__TEXT,__text) non-external -[MPText(Private) isOriginal]
00007ffa06e6b4c5 (__TEXT,__text) non-external -[MPText(Private) maxFontSize]
00007ffa06e6bad3 (__TEXT,__text) non-external -[MPText(Private) plainString]
00007ffa06e6bb02 (__TEXT,__text) non-external -[MPText(Private) setPlainString:]
00007ffa06e6b3cc (__TEXT,__text) non-external -[MPText(Private) text]
00007ffa06e6a09f (__TEXT,__text) non-external -[MPTextInternal attributedString]
00007ffa06e6a046 (__TEXT,__text) non-external -[MPTextInternal dealloc]
00007ffa06e6a0b8 (__TEXT,__text) non-external -[MPTextInternal nsAttributedString]
00007ffa06e6a0a9 (__TEXT,__text) non-external -[MPTextInternal setAttributedString:]
00007ffa06e6a0c2 (__TEXT,__text) non-external -[MPTextInternal setNsAttributedString:]
00007ffa06e6c6f4 (__TEXT,__text) non-external -[MPTransition copyWithZone:]
00007ffa06e6cb4f (__TEXT,__text) non-external -[MPTransition dealloc]
00007ffa06e6c75e (__TEXT,__text) non-external -[MPTransition description]
00007ffa06e6d2c1 (__TEXT,__text) non-external -[MPTransition duration]
00007ffa06e6c830 (__TEXT,__text) non-external -[MPTransition encodeWithCoder:]
00007ffa06e6c945 (__TEXT,__text) non-external -[MPTransition initWithCoder:]
00007ffa06e6c5dd (__TEXT,__text) non-external -[MPTransition initWithTransitionID:]
00007ffa06e6c6aa (__TEXT,__text) non-external -[MPTransition init]
00007ffa06e6d283 (__TEXT,__text) non-external -[MPTransition parentContainer]
00007ffa06e6d279 (__TEXT,__text) non-external -[MPTransition parent]
00007ffa06e6d2b7 (__TEXT,__text) non-external -[MPTransition presetID]
00007ffa06e6d28d (__TEXT,__text) non-external -[MPTransition randomSeed]
00007ffa06e6cdbb (__TEXT,__text) non-external -[MPTransition setDuration:]
00007ffa06e6cd59 (__TEXT,__text) non-external -[MPTransition setPresetID:]
00007ffa06e6d297 (__TEXT,__text) non-external -[MPTransition setRandomSeed:]
00007ffa06e6d1c4 (__TEXT,__text) non-external -[MPTransition setTransitionAttribute:forKey:]
00007ffa06e6d086 (__TEXT,__text) non-external -[MPTransition setTransitionAttributes:]
00007ffa06e6cbb3 (__TEXT,__text) non-external -[MPTransition setTransitionID:]
00007ffa06e6d0de (__TEXT,__text) non-external -[MPTransition transitionAttributeForKey:]
00007ffa06e6d011 (__TEXT,__text) non-external -[MPTransition transitionAttributes]
00007ffa06e6d2ad (__TEXT,__text) non-external -[MPTransition transitionID]
00007ffa06e6dfbb (__TEXT,__text) non-external -[MPTransition(Internal) _transitionAttributes]
00007ffa06e6de30 (__TEXT,__text) non-external -[MPTransition(Internal) applyFormattedAttributes]
00007ffa06e6daca (__TEXT,__text) non-external -[MPTransition(Internal) copyAttribures:]
00007ffa06e6da47 (__TEXT,__text) non-external -[MPTransition(Internal) copyVars:]
00007ffa06e6dd2b (__TEXT,__text) non-external -[MPTransition(Internal) formattedAttributes]
00007ffa06e6dd0c (__TEXT,__text) non-external -[MPTransition(Internal) isRandom]
00007ffa06e6db13 (__TEXT,__text) non-external -[MPTransition(Internal) parentDocument]
00007ffa06e6dd16 (__TEXT,__text) non-external -[MPTransition(Internal) setIsRandom:]
00007ffa06e6db4a (__TEXT,__text) non-external -[MPTransition(Internal) setParent:]
00007ffa06e6d32f (__TEXT,__text) non-external -[MPTransition(Private) convertMPAttributeToMCAttribute:withKey:]
00007ffa06e6d2cc (__TEXT,__text) non-external -[MPTransition(Private) dump]
00007ffa06e6d82c (__TEXT,__text) non-external -[MPTransition(Private) findMaxDuration]
00007ffa06e6d2f0 (__TEXT,__text) non-external -[MPTransition(Private) fullDebugLog]
00007ffa06e6d9ea (__TEXT,__text) non-external -[MPTransition(Private) transitionPresetID]
00007ffa06db3394 (__TEXT,__text) non-external -[MPTransitionAction configureTarget]
00007ffa06db2fff (__TEXT,__text) non-external -[MPTransitionAction copyWithZone:]
00007ffa06db2e6d (__TEXT,__text) non-external -[MPTransitionAction dealloc]
00007ffa06db2ed3 (__TEXT,__text) non-external -[MPTransitionAction encodeWithCoder:]
00007ffa06db2b51 (__TEXT,__text) non-external -[MPTransitionAction initWithCoder:]
00007ffa06db2aef (__TEXT,__text) non-external -[MPTransitionAction init]
00007ffa06db324b (__TEXT,__text) non-external -[MPTransitionAction setAction:]
00007ffa06db30c4 (__TEXT,__text) non-external -[MPTransitionAction setTransitionAttributes:]
00007ffa06db31cd (__TEXT,__text) non-external -[MPTransitionAction setTransitionDestination:]
00007ffa06db31a4 (__TEXT,__text) non-external -[MPTransitionAction setTransitionDuration:]
00007ffa06db3134 (__TEXT,__text) non-external -[MPTransitionAction setTransitionID:]
00007ffa06db30a7 (__TEXT,__text) non-external -[MPTransitionAction transitionAttributeForKey:]
00007ffa06db3485 (__TEXT,__text) non-external -[MPTransitionAction transitionAttributes]
00007ffa06db34b9 (__TEXT,__text) non-external -[MPTransitionAction transitionDestination]
00007ffa06db34a7 (__TEXT,__text) non-external -[MPTransitionAction transitionDuration]
00007ffa06db3496 (__TEXT,__text) non-external -[MPTransitionAction transitionID]
00007ffa06e6e105 (__TEXT,__text) non-external -[MPTransitionManager allCategoryIDs]
00007ffa06e6e0ef (__TEXT,__text) non-external -[MPTransitionManager allTransitionIDs]
00007ffa06e6e9a2 (__TEXT,__text) non-external -[MPTransitionManager attributesForTransitionID:andPresetID:]
00007ffa06e6e3da (__TEXT,__text) non-external -[MPTransitionManager categoryIDsForTransitionID:]
00007ffa06e6ec31 (__TEXT,__text) non-external -[MPTransitionManager controlForAttribute:forTransitionID:]
00007ffa06e6e08b (__TEXT,__text) non-external -[MPTransitionManager dealloc]
00007ffa06e6eda1 (__TEXT,__text) non-external -[MPTransitionManager defaultDurationForTransitionID:]
00007ffa06e6e41f (__TEXT,__text) non-external -[MPTransitionManager descriptionForTransitionID:]
00007ffa06e6eb76 (__TEXT,__text) non-external -[MPTransitionManager imageResourceForTransitionID:withFileName:]
00007ffa06e6e811 (__TEXT,__text) non-external -[MPTransitionManager localizedCategoryNameFromCategoryID:]
00007ffa06e6e68a (__TEXT,__text) non-external -[MPTransitionManager localizedNameForTransitionID:withLanguage:]
00007ffa06e6eb20 (__TEXT,__text) non-external -[MPTransitionManager localizedSettingsUITitleForTitleKey:inTransition:]
00007ffa06e6e605 (__TEXT,__text) non-external -[MPTransitionManager localizedTransitionNameForTransitionID:]
00007ffa06e6e761 (__TEXT,__text) non-external -[MPTransitionManager localizedTransitionNameForTransitionID:andPresetID:]
00007ffa06e6ee2c (__TEXT,__text) non-external -[MPTransitionManager presetsForTransitionID:]
00007ffa06e6ebec (__TEXT,__text) non-external -[MPTransitionManager settingsUIControlDescriptionsForTransition:]
00007ffa06e6e435 (__TEXT,__text) non-external -[MPTransitionManager transitionsForCategoryID:]
00007ffa06e6e3a6 (__TEXT,__text) non-external -[MPTransitionManager versionOfTransitionID:]
00007ffa06e6fe87 (__TEXT,__text) non-external -[MPTransitionManager(Internal) beatStrengthForTransitionID:]
00007ffa06e6fede (__TEXT,__text) non-external -[MPTransitionManager(Internal) bestBeatTimeForTransitionID:]
00007ffa06e6eebf (__TEXT,__text) non-external -[MPTransitionManager(Internal) constraintsForTransitionPresetsMatchingList:andCriteria:]
00007ffa06e6f5a1 (__TEXT,__text) non-external -[MPTransitionManager(Internal) randomTransitionPresetFromList:abidingWithConstraints:]
00007ffa06e6ff35 (__TEXT,__text) non-external -[MPTransitionManager(Internal) transitionNeedsRandomSeedInformation:]
00007ffa06e6f908 (__TEXT,__text) non-external -[MPTransitionManager(Internal) transitionPresetsMatchingCriteria:]
00007ffa06e6ff77 (__TEXT,__text) non-external -[MPTransitionManager(VeryInternal) initWithPaths:]
00007ffa06db9284 (__TEXT,__text) non-external -[MPVector CGColor]
00007ffa06db9139 (__TEXT,__text) non-external -[MPVector CIColorString]
00007ffa06db9230 (__TEXT,__text) non-external -[MPVector CIVector]
00007ffa06db9254 (__TEXT,__text) non-external -[MPVector color]
00007ffa06db8f89 (__TEXT,__text) non-external -[MPVector copyWithZone:]
00007ffa06db90dd (__TEXT,__text) non-external -[MPVector count]
00007ffa06db8fef (__TEXT,__text) non-external -[MPVector encodeWithCoder:]
00007ffa06db9027 (__TEXT,__text) non-external -[MPVector initWithCoder:]
00007ffa06db8f5a (__TEXT,__text) non-external -[MPVector init]
00007ffa06db93de (__TEXT,__text) non-external -[MPVector isEqualTo:]
00007ffa06db9517 (__TEXT,__text) non-external -[MPVector scriptingVectorDescriptor]
00007ffa06db934b (__TEXT,__text) non-external -[MPVector setValues:]
00007ffa06db90e7 (__TEXT,__text) non-external -[MPVector string]
00007ffa06db90d1 (__TEXT,__text) non-external -[MPVector valueAtIndex:]
00007ffa06db92b4 (__TEXT,__text) non-external -[MPVector values]
00007ffa06db95a2 (__TEXT,__text) non-external -[MPVector(Private) setVector:]
00007ffa06db95c0 (__TEXT,__text) non-external -[MPVector(Private) vector]
00007ffa06e7c870 (__TEXT,__text) non-external -[MPWeighter addIndexToIgnore:]
00007ffa06e79b41 (__TEXT,__text) non-external -[MPWeighter addItem:withWeight:andContraints:]
00007ffa06e7c890 (__TEXT,__text) non-external -[MPWeighter allConstraints]
00007ffa06e7c886 (__TEXT,__text) non-external -[MPWeighter allItems]
00007ffa06e7c89a (__TEXT,__text) non-external -[MPWeighter allUsageCounts]
00007ffa06e7c92b (__TEXT,__text) non-external -[MPWeighter clearAllItems]
00007ffa06e7c85a (__TEXT,__text) non-external -[MPWeighter clearIgnoreIndices]
00007ffa06e7c8a4 (__TEXT,__text) non-external -[MPWeighter constraintsForItem:]
00007ffa06e7c915 (__TEXT,__text) non-external -[MPWeighter count]
00007ffa06e79ac7 (__TEXT,__text) non-external -[MPWeighter dealloc]
00007ffa06e7b1f7 (__TEXT,__text) non-external -[MPWeighter getRandomIndexInSubset:]
00007ffa06e7b3e4 (__TEXT,__text) non-external -[MPWeighter getRandomIndexInSubset:withPreviousTags:]
00007ffa06e79bd7 (__TEXT,__text) non-external -[MPWeighter getRandomIndexMeetingContraints:]
00007ffa06e79bee (__TEXT,__text) non-external -[MPWeighter getRandomIndexMeetingContraints:oneMatch:]
00007ffa06e79dee (__TEXT,__text) non-external -[MPWeighter getRandomIndexWithNoPanoramasForImageCount:]
00007ffa06e7b98f (__TEXT,__text) non-external -[MPWeighter getRandomIndex]
00007ffa06e7a031 (__TEXT,__text) non-external -[MPWeighter getRandomItemMeetingNumberOfFaceLandscapes:facePortraits:imageLandscapes:imagePortraits:vPanoramas:hPanoramas:movies:fitsInExtraWide:aspectRatios:previousTags:]
00007ffa06e7c7d6 (__TEXT,__text) non-external -[MPWeighter ignoreIndex:]
00007ffa06e7c818 (__TEXT,__text) non-external -[MPWeighter ignoreIndices:]
00007ffa06e7c7cc (__TEXT,__text) non-external -[MPWeighter ignoredIndices]
00007ffa06e7c68f (__TEXT,__text) non-external -[MPWeighter imageCounts]
00007ffa06e7c193 (__TEXT,__text) non-external -[MPWeighter increaseUsageCountOfObjectAtIndex:]
00007ffa06e7c295 (__TEXT,__text) non-external -[MPWeighter indicesEqualingConstraints:]
00007ffa06e7c1fd (__TEXT,__text) non-external -[MPWeighter indicesMeetingConstraints:]
00007ffa06e79a2f (__TEXT,__text) non-external -[MPWeighter init]
00007ffa06e7bd54 (__TEXT,__text) non-external -[MPWeighter itemAtIndex:meetsContraints:]
00007ffa06e7bd6c (__TEXT,__text) non-external -[MPWeighter itemAtIndex:meetsContraints:oneMatch:]
00007ffa06e7c57c (__TEXT,__text) non-external -[MPWeighter numberOfItemsWithImageCount:]
00007ffa06e7c573 (__TEXT,__text) non-external -[MPWeighter setEvenlyPickByID:]
00007ffa06e7c7c3 (__TEXT,__text) non-external -[MPWeighter setIgnorePanoramas:]
00007ffa06e7991d (__TEXT,__text) non-external -[MPWeighterConstraint dealloc]
00007ffa06e798af (__TEXT,__text) non-external -[MPWeighterConstraint init]
00007ffa06e799db (__TEXT,__text) non-external -[MPWeighterConstraint maxAspectRatios]
00007ffa06e799f7 (__TEXT,__text) non-external -[MPWeighterConstraint minAspectRatios]
00007ffa06e799a9 (__TEXT,__text) non-external -[MPWeighterConstraint nextConstraints]
00007ffa06e799c2 (__TEXT,__text) non-external -[MPWeighterConstraint presetID]
00007ffa06e799e8 (__TEXT,__text) non-external -[MPWeighterConstraint setMaxAspectRatios:]
00007ffa06e79a04 (__TEXT,__text) non-external -[MPWeighterConstraint setMinAspectRatios:]
00007ffa06e799b3 (__TEXT,__text) non-external -[MPWeighterConstraint setNextConstraints:]
00007ffa06e799cc (__TEXT,__text) non-external -[MPWeighterConstraint setPresetID:]
00007ffa06e79a20 (__TEXT,__text) non-external -[MPWeighterConstraint setTags:]
