00000001ac803988 (__TEXT,__text) non-external +[AMFI isAvailable]
00000001ec9b88e8 (__DATA_DIRTY,__objc_data) external _OBJC_METACLASS_$_SPBundleProtection
00000001ed5e0108 (__AUTH,__objc_data) external _OBJC_METACLASS_$_SPCodeEvaluationProxy
00000001ec9b8320 (__DATA_DIRTY,__objc_data) external _OBJC_METACLASS_$_SPDeveloperPolicy
00000001ec9b82f8 (__DATA_DIRTY,__objc_data) external _OBJC_METACLASS_$_SPExecutionHistoryItem
00000001ec9b82d0 (__DATA_DIRTY,__objc_data) external _OBJC_METACLASS_$_SPExecutionPolicy
00000001ec9b82a8 (__DATA_DIRTY,__objc_data) external _OBJC_METACLASS_$_SPExecutionPolicyExportedObject
00000001ec9b88c0 (__DATA_DIRTY,__objc_data) external _OBJC_METACLASS_$_SPExecutionPolicyItem
00000001ec9b8280 (__DATA_DIRTY,__objc_data) external _OBJC_METACLASS_$_SPFilePolicy
00000001ec9b8898 (__DATA_DIRTY,__objc_data) external _OBJC_METACLASS_$_SPInstallationPolicy
00000001ec9b8870 (__DATA_DIRTY,__objc_data) external _OBJC_METACLASS_$_SPKernelExtensionHistory
00000001ec9b8b18 (__DATA_DIRTY,__objc_data) external _OBJC_METACLASS_$_SPKernelExtensionHistoryItem
00000001ec9b8af0 (__DATA_DIRTY,__objc_data) external _OBJC_METACLASS_$_SPKernelExtensionPolicy
00000001ec9b8ac8 (__DATA_DIRTY,__objc_data) external _OBJC_METACLASS_$_SPKernelExtensionPolicyItem
00000001ec9b8848 (__DATA_DIRTY,__objc_data) external _OBJC_METACLASS_$_SPLog
00000001ec9b8258 (__DATA_DIRTY,__objc_data) external _OBJC_METACLASS_$_SPMalwareSampling
00000001ec9b8230 (__DATA_DIRTY,__objc_data) external _OBJC_METACLASS_$_SPMetrics
00000001ec9b8820 (__DATA_DIRTY,__objc_data) external _OBJC_METACLASS_$_SPMigration
00000001ec9b8208 (__DATA_DIRTY,__objc_data) external _OBJC_METACLASS_$_SPMigrationScanner
00000001ec9b87f8 (__DATA_DIRTY,__objc_data) external _OBJC_METACLASS_$_SPProvenanceMetadata
00000001ec9b81e0 (__DATA_DIRTY,__objc_data) external _OBJC_METACLASS_$_SPProvenanceTracking
00000001ec9b81b8 (__DATA_DIRTY,__objc_data) external _OBJC_METACLASS_$_SPSamplingTasking
00000001ed5e00b8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_SPScriptScanEvaluation
00000001ed5e0068 (__AUTH,__objc_data) external _OBJC_METACLASS_$_SPScriptScanner
00000001ec9b8190 (__DATA_DIRTY,__objc_data) external _OBJC_METACLASS_$_StagedBundleData
00000001ec9b8168 (__DATA_DIRTY,__objc_data) external _OBJC_METACLASS_$_TrackingAttributes
00000001ac7ee500 (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
00000001ac7f4354 (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
00000001ac7f50cc (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
00000001ac7f50ec (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
00000001ac7f50ec (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
00000001ac7fe568 (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
00000001ac7ffe94 (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
00000001ac7ee500 (__TEXT,__text) non-external _OUTLINED_FUNCTION_1
00000001ac7efc98 (__TEXT,__text) non-external _OUTLINED_FUNCTION_1
00000001ac7f436c (__TEXT,__text) non-external _OUTLINED_FUNCTION_1
00000001ac7f4394 (__TEXT,__text) non-external _OUTLINED_FUNCTION_1
00000001ac7f43a8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_1
00000001ac7f43a8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_1
00000001ac7f43a8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_1
00000001ac7f6294 (__TEXT,__text) non-external _OUTLINED_FUNCTION_1
00000001ac7f8ee0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_1
00000001ac7fe580 (__TEXT,__text) non-external _OUTLINED_FUNCTION_1
00000001ac7ffea8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_1
00000001ac80417c (__TEXT,__text) non-external _OUTLINED_FUNCTION_1
00000001ac7f43d8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_10
00000001ac7f43e4 (__TEXT,__text) non-external _OUTLINED_FUNCTION_11
00000001ac7f43f0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_12
00000001ac7efcb4 (__TEXT,__text) non-external _OUTLINED_FUNCTION_2
00000001ac7efce4 (__TEXT,__text) non-external _OUTLINED_FUNCTION_2
00000001ac7efce4 (__TEXT,__text) non-external _OUTLINED_FUNCTION_2
00000001ac7efce4 (__TEXT,__text) non-external _OUTLINED_FUNCTION_2
00000001ac7efce4 (__TEXT,__text) non-external _OUTLINED_FUNCTION_2
00000001ac7f436c (__TEXT,__text) non-external _OUTLINED_FUNCTION_2
00000001ac7f4380 (__TEXT,__text) non-external _OUTLINED_FUNCTION_2
00000001ac7f43a8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_2
00000001ac7f43a8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_2
00000001ac7f43d8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_2
00000001ac7f4ce8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_2
00000001ac7f50ec (__TEXT,__text) non-external _OUTLINED_FUNCTION_2
00000001ac7ffebc (__TEXT,__text) non-external _OUTLINED_FUNCTION_2
00000001ac7efcb4 (__TEXT,__text) non-external _OUTLINED_FUNCTION_3
00000001ac7efcc4 (__TEXT,__text) non-external _OUTLINED_FUNCTION_3
00000001ac7f4380 (__TEXT,__text) non-external _OUTLINED_FUNCTION_3
00000001ac7f43d8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_3
00000001ac7f5104 (__TEXT,__text) non-external _OUTLINED_FUNCTION_3
00000001ac7f8ec0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_3
00000001ac7fd978 (__TEXT,__text) non-external _OUTLINED_FUNCTION_3
00000001ac7fd9d4 (__TEXT,__text) non-external _OUTLINED_FUNCTION_3
00000001ac7fe594 (__TEXT,__text) non-external _OUTLINED_FUNCTION_3
00000001ac8033c0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_3
00000001ac7efcb4 (__TEXT,__text) non-external _OUTLINED_FUNCTION_4
00000001ac7efce4 (__TEXT,__text) non-external _OUTLINED_FUNCTION_4
00000001ac7f4394 (__TEXT,__text) non-external _OUTLINED_FUNCTION_4
00000001ac7f43d8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_4
00000001ac7f8ee0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_4
00000001ac7efc98 (__TEXT,__text) non-external _OUTLINED_FUNCTION_5
00000001ac7f43f0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_5
00000001ac7fd998 (__TEXT,__text) non-external _OUTLINED_FUNCTION_5
00000001ac7f43a8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_6
00000001ac7fd9b4 (__TEXT,__text) non-external _OUTLINED_FUNCTION_6
00000001ac7efce4 (__TEXT,__text) non-external _OUTLINED_FUNCTION_7
00000001ac7fd9d4 (__TEXT,__text) non-external _OUTLINED_FUNCTION_7
00000001ac7efcb4 (__TEXT,__text) non-external _OUTLINED_FUNCTION_8
00000001ac7f43b8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_9
00000001e6b8a560 (__DATA_CONST,__const) external _SPErrorDomain
00000001ac804194 (__TEXT,__text) external _SPReportScriptExecutionViaFallback
00000001ea856ec0 (__DATA,__bss) non-external _SafariSafeBrowsingLibraryCore.frameworkLibrary
                 (undefined) external _SecCertificateCopyOrganization (from Security)
                 (undefined) external _SecCertificateCopyOrganizationalUnit (from Security)
                 (undefined) external _SecCertificateGetTypeID (from Security)
                 (undefined) external _SecCodeCopyPath (from Security)
                 (undefined) external _SecCodeCopySigningInformation (from Security)
                 (undefined) external _SecCodeSetDetachedSignature (from Security)
                 (undefined) external _SecCodeSignerAddSignature (from Security)
                 (undefined) external _SecCodeSignerCreate (from Security)
                 (undefined) external _SecCodeSpecialSlotIsPresent (from Security)
                 (undefined) external _SecRequirementCreateWithString (from Security)
                 (undefined) external _SecStaticCodeCancelValidation (from Security)
                 (undefined) external _SecStaticCodeCheckValidity (from Security)
                 (undefined) external _SecStaticCodeCreateWithPath (from Security)
                 (undefined) external _SecStaticCodeSetCallback (from Security)
                 (undefined) external _SecStaticCodeValidateResourceWithErrors (from Security)
                 (undefined) external _SecTaskCopySigningIdentifier (from Security)
                 (undefined) external _SecTaskCreateWithAuditToken (from Security)
                 (undefined) external _SecTaskGetCodeSignStatus (from Security)
00000001ac8090b8 (__TEXT,__const) external _SystemPolicyVersionNumber
00000001ac809088 (__TEXT,__const) external _SystemPolicyVersionString
00000001ac7fb7e0 (__TEXT,__text) external _URLisDirectory
00000001ac80390c (__TEXT,__text) non-external (was a private external) __AMFIExecutionPreflight
00000001ac806db0 (__TEXT,__text) non-external __AMFIExecutionPreflight.cold.1
                 (undefined) external __Block_object_assign (from libSystem)
                 (undefined) external __Block_object_dispose (from libSystem)
                 (undefined) external __CFBundleCreateUnique (from CoreFoundation)
                 (undefined) external __NSConcreteGlobalBlock (from libSystem)
                 (undefined) external __NSConcreteStackBlock (from libSystem)
00000001ac807760 (__TEXT,__objc_methlist) non-external __OBJC_$_CATEGORY_CLASS_METHODS_NSData_$_Strings
00000001ac807778 (__TEXT,__objc_methlist) non-external __OBJC_$_CATEGORY_INSTANCE_METHODS_NSData_$_Strings
00000001f120a350 (__AUTH_CONST,__objc_const) non-external __OBJC_$_CATEGORY_NSData_$_Strings
00000001ac807790 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_AMFI
00000001ac8077b0 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_AppWrapper
00000001ac8077e0 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_AppWrapperPolicy
00000001ac807800 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_GKScanResult
00000001ac807818 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_MIS
00000001ac807890 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_SPExecutionHistoryItem
00000001ac8078b0 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_SPExecutionPolicyItem
00000001ac8078c8 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_SPFilePolicy
00000001ac807900 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_SPKernelExtensionHistoryItem
00000001ac807918 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_SPKernelExtensionPolicy
00000001ac807930 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_SPKernelExtensionPolicyItem
00000001ac807948 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_SPLog
00000001ac8079c8 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_SPMigration
00000001ac807a30 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_SPProvenanceMetadata
00000001ac807a48 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_SPSamplingTasking
00000001ac807a60 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_SPScriptScanEvaluation
00000001f120a3a8 (__AUTH_CONST,__objc_const) non-external __OBJC_$_CLASS_PROP_LIST_GKScanResult
00000001f1207720 (__AUTH_CONST,__objc_const) non-external __OBJC_$_CLASS_PROP_LIST_NSSecureCoding
00000001f1208a38 (__AUTH_CONST,__objc_const) non-external __OBJC_$_CLASS_PROP_LIST_SPExecutionHistoryItem
00000001f1208758 (__AUTH_CONST,__objc_const) non-external __OBJC_$_CLASS_PROP_LIST_SPExecutionPolicyItem
00000001f12091f0 (__AUTH_CONST,__objc_const) non-external __OBJC_$_CLASS_PROP_LIST_SPKernelExtensionHistoryItem
00000001f12079e8 (__AUTH_CONST,__objc_const) non-external __OBJC_$_CLASS_PROP_LIST_SPKernelExtensionPolicyItem
00000001f120a018 (__AUTH_CONST,__objc_const) non-external __OBJC_$_CLASS_PROP_LIST_SPProvenanceMetadata
00000001f1207750 (__AUTH_CONST,__objc_const) non-external __OBJC_$_CLASS_PROP_LIST_SPSamplingTasking
00000001f1207f20 (__AUTH_CONST,__objc_const) non-external __OBJC_$_CLASS_PROP_LIST_SPScriptScanEvaluation
00000001ac807a78 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_AKELData
00000001ac807ae0 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_AppWrapperPolicyResult
00000001ac807b30 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_BundleData
00000001ac807be0 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_GKScanResult
00000001ac807c40 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_PolicyCacheMeta
00000001ac807ce8 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_PolicyScanTarget
00000001ac807ff0 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_ProvenanceEntry
00000001ac8080f8 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPBundleProtection
00000001ac808130 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPCodeEvaluationProxy
00000001ac808168 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPDeveloperPolicy
00000001ac8081e8 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPExecutionHistoryItem
00000001ac808290 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPExecutionPolicy(Gatekeeper)
00000001ac808418 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPExecutionPolicyExportedObject
00000001ac808460 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPExecutionPolicyItem
00000001ac808508 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPInstallationPolicy
00000001ac808568 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPKernelExtensionHistory
00000001ac8085a0 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPKernelExtensionHistoryItem
00000001ac808650 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPKernelExtensionPolicy(MDM)
00000001ac8087e8 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPKernelExtensionPolicyItem
00000001ac8088c8 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPMalwareSampling
00000001ac808910 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPMetrics
00000001ac808958 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPMigrationScanner
00000001ac8089a8 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPProvenanceMetadata
00000001ac808a98 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPProvenanceTracking
00000001ac808b00 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPSamplingTasking
00000001ac808bc0 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPScriptScanEvaluation
00000001ac808c08 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPScriptScanner
00000001ac808c40 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_StagedBundleData
00000001ac808c90 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_TrackingAttributes
00000001f1207e58 (__AUTH_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_AKELData
00000001f120a670 (__AUTH_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_AppWrapperPolicyResult
00000001f1208528 (__AUTH_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_BundleData
00000001f120a408 (__AUTH_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_GKScanResult
00000001f12080e0 (__AUTH_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_PolicyCacheMeta
00000001f12096b8 (__AUTH_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_PolicyScanTarget
00000001f12072f0 (__AUTH_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_ProvenanceEntry
00000001f120a598 (__AUTH_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPBundleProtection
00000001f12082a0 (__AUTH_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPCodeEvaluationProxy
00000001f120a830 (__AUTH_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPDeveloperPolicy
00000001f1208a98 (__AUTH_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPExecutionHistoryItem
00000001f12090e8 (__AUTH_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPExecutionPolicy
00000001f1209018 (__AUTH_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPExecutionPolicyExportedObject
00000001f12087b8 (__AUTH_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPExecutionPolicyItem
00000001f12095c0 (__AUTH_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPInstallationPolicy
00000001f1208cc0 (__AUTH_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPKernelExtensionHistory
00000001f1209250 (__AUTH_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPKernelExtensionHistoryItem
00000001f1208e68 (__AUTH_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPKernelExtensionPolicy
00000001f1207a48 (__AUTH_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPKernelExtensionPolicyItem
00000001f1207660 (__AUTH_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPMalwareSampling
00000001f1208450 (__AUTH_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPMetrics
00000001f120a268 (__AUTH_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPMigrationScanner
00000001f120a078 (__AUTH_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPProvenanceMetadata
00000001f1208378 (__AUTH_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPProvenanceTracking
00000001f12077b0 (__AUTH_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPSamplingTasking
00000001f1207f80 (__AUTH_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPScriptScanEvaluation
00000001f1207940 (__AUTH_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPScriptScanner
00000001f1207c98 (__AUTH_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_StagedBundleData
00000001f12071f0 (__AUTH_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_TrackingAttributes
00000001f120a6d8 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_AppWrapperPolicyResult
00000001f1208610 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_BundleData
00000001f120a450 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_GKScanResult
00000001f12081a8 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_PolicyCacheMeta
00000001f1209d00 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_PolicyScanTarget
00000001f12073f8 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_ProvenanceEntry
00000001f120a878 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_SPDeveloperPolicy
00000001f1208ba0 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_SPExecutionHistoryItem
00000001f1209040 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_SPExecutionPolicyExportedObject
00000001f12088c0 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_SPExecutionPolicyItem
00000001f1209378 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_SPKernelExtensionHistoryItem
00000001f1208ef0 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_SPKernelExtensionPolicy
00000001f1207b70 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_SPKernelExtensionPolicyItem
