000000018040924c (__TEXT,__text) external _NSAddImage
000000018041be54 (__TEXT,__text) non-external ____ZN22dyld_process_info_base4makeI23dyld_all_image_infos_6418dyld_image_info_64EENSt3__110unique_ptrIS_25dyld_process_info_deleterEEjRKT_yPi_block_invoke.33
0000000180419c54 (__TEXT,__text) non-external ____ZN22dyld_process_info_base8copyPathEjy_block_invoke
00000001804253d4 (__TEXT,__text) non-external ____ZN29dyld_process_info_notify_base10disconnectEv_block_invoke
0000000180425478 (__TEXT,__text) non-external ____ZN29dyld_process_info_notify_base7releaseEv_block_invoke
0000000180425034 (__TEXT,__text) non-external ____ZN29dyld_process_info_notify_baseC2EP16dispatch_queue_sU13block_pointerFvbyyPKhPKcEU13block_pointerFvvEjPi_block_invoke
00000001804252a0 (__TEXT,__text) non-external ____ZN29dyld_process_info_notify_baseC2EP16dispatch_queue_sU13block_pointerFvbyyPKhPKcEU13block_pointerFvvEjPi_block_invoke_2
000000018041faf8 (__TEXT,__text) non-external ____ZN3lsl9Allocator16defaultAllocatorEv_block_invoke
000000018040bc04 (__TEXT,__text) non-external ____ZN5dyld45Atlas5Image14forEachSectionEU13block_pointerFvPKcS3_yyE_block_invoke
000000018040b9e4 (__TEXT,__text) non-external ____ZN5dyld45Atlas5Image14forEachSegmentEU13block_pointerFvPKcyyiE_block_invoke
000000018040c0bc (__TEXT,__text) non-external ____ZN5dyld45Atlas5Image17contentForSectionEPKcS3_U13block_pointerFvPKvyyE_block_invoke
000000018040bd68 (__TEXT,__text) non-external ____ZN5dyld45Atlas5Image17contentForSegmentEPKcU13block_pointerFvPKvyyE_block_invoke
000000018040adf4 (__TEXT,__text) non-external ____ZN5dyld45Atlas6Mapper14mapperForMachOERN3lsl9AllocatorERNS_10FileRecordERKNS2_4UUIDEPKv_block_invoke
000000018040af84 (__TEXT,__text) non-external ____ZN5dyld45Atlas6Mapper14mapperForMachOERN3lsl9AllocatorERNS_10FileRecordERKNS2_4UUIDEPKv_block_invoke.3
000000018040e2a8 (__TEXT,__text) non-external ____ZN5dyld45Atlas7Process18setupNotificationsEPi_block_invoke
000000018040e648 (__TEXT,__text) non-external ____ZN5dyld45Atlas7Process18setupNotificationsEPi_block_invoke_2
000000018040eeb0 (__TEXT,__text) non-external ____ZN5dyld45Atlas7Process20registerEventHandlerEPijP16dispatch_queue_sU13block_pointerFvvE_block_invoke
000000018042601c (__TEXT,__text) non-external ____ZN5dyld45Atlas7Process20registerEventHandlerEPijP16dispatch_queue_sU13block_pointerFvvE_block_invoke.cold.1
000000018040f124 (__TEXT,__text) non-external ____ZN5dyld45Atlas7Process22unregisterEventHandlerEj_block_invoke
0000000180426048 (__TEXT,__text) non-external ____ZN5dyld45Atlas7Process22unregisterEventHandlerEj_block_invoke.cold.1
000000018040e84c (__TEXT,__text) non-external ____ZN5dyld45Atlas7Process32registerAtlasChangedEventHandlerEPiP16dispatch_queue_sU13block_pointerFvPNS0_5ImageEbE_block_invoke
0000000180425ff0 (__TEXT,__text) non-external ____ZN5dyld45Atlas7Process32registerAtlasChangedEventHandlerEPiP16dispatch_queue_sU13block_pointerFvPNS0_5ImageEbE_block_invoke.cold.1
000000018040ecd4 (__TEXT,__text) non-external ____ZN5dyld45Atlas7Process32registerAtlasChangedEventHandlerEPiP16dispatch_queue_sU13block_pointerFvPNS0_5ImageEbE_block_invoke_2
000000018040d820 (__TEXT,__text) non-external ____ZN5dyld45Atlas7ProcessD2Ev_block_invoke
0000000180408734 (__TEXT,__text) non-external ____ZNK5dyld39MachOFile14forEachSectionEU13block_pointerFvRKNS0_11SectionInfoEbRbE_block_invoke
000000018041cba8 (__TEXT,__text) non-external ____ZNK5dyld39MachOFile14forEachSegmentEU13block_pointerFvRKNS0_11SegmentInfoERbE_block_invoke
000000018041c8cc (__TEXT,__text) non-external ____ZNK5dyld39MachOFile16builtForPlatformENS_8PlatformEb_block_invoke
000000018041ca88 (__TEXT,__text) non-external ____ZNK5dyld39MachOFile19getDylibInstallNameEPPKcPjS4__block_invoke
000000018041cdd0 (__TEXT,__text) non-external ____ZNK5dyld39MachOFile20preferredLoadAddressEv_block_invoke
000000018040762c (__TEXT,__text) non-external ____ZNK5dyld39MachOFile24forEachSupportedPlatformEU13block_pointerFvNS_8PlatformEjjE_block_invoke
000000018041cad4 (__TEXT,__text) non-external ____ZNK5dyld39MachOFile7getUuidEPh_block_invoke
0000000180408340 (__TEXT,__text) non-external ____ZNK5dyld39MachOFile7isMachOER11Diagnosticsy_block_invoke
00000001804113a0 (__TEXT,__text) non-external ____ZZN5dyld45Atlas15ProcessSnapshot12forEachImageEU13block_pointerFvPNS0_5ImageEEENK3$_8clEv_block_invoke
00000001804113b4 (__TEXT,__text) non-external ____ZZN5dyld45Atlas15ProcessSnapshot17forEachImageNotInERKS1_U13block_pointerFvPNS0_5ImageEEENK3$_9clEv_block_invoke
0000000180410a80 (__TEXT,__text) non-external ____ZZN5dyld45Atlas7Process19handleNotificationsEvENK3$_6clEPNS0_15ProcessSnapshotE_block_invoke
0000000180410c94 (__TEXT,__text) non-external ____ZZN5dyld45Atlas7Process19handleNotificationsEvENK3$_6clEPNS0_15ProcessSnapshotE_block_invoke_2
0000000180410cac (__TEXT,__text) non-external ____ZZN5dyld45Atlas7Process19handleNotificationsEvENK3$_7clEPNS0_15ProcessSnapshotE_block_invoke
0000000180410ec0 (__TEXT,__text) non-external ____ZZN5dyld45Atlas7Process19handleNotificationsEvENK3$_7clEPNS0_15ProcessSnapshotE_block_invoke_2
000000018041a49c (__TEXT,__text) non-external ____dyld_process_info_create_block_invoke
                 (undefined) external ___assert_rtn (from libsystem_c)
00000001d3f4f130 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00000001d3f4f150 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00000001dd5b96d0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp
00000001dd5b9958 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp
00000001dd5b9a68 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp
00000001dd5b9f18 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp
00000001dd5b9d60 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.113
00000001dd5b9d90 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.118
00000001dd5b9dc0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.121
00000001dd5b99e8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.13
00000001dd5b9730 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.14
00000001dd5b9a18 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.16
00000001dd5b9ac8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.16
00000001d3f4ef80 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.18
00000001dd5b9760 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.18
00000001dd5b9790 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.19
00000001dd5b9a98 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.2
00000001dd5b9af8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.21
00000001dd5b97c0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.22
00000001dd5b9b28 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.25
00000001dd5b9b58 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.27
00000001dd5b9b88 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.29
00000001d3f4f170 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.3
00000001dd5b9f48 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.3
00000001dd5b9bb8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.32
00000001dd5b9be8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.36
00000001dd5b9c18 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.39
00000001d3f4efa0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.4
00000001dd5b9c80 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.42
00000001d3f4ee40 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.46
00000001d3f4f190 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.5
00000001d3f4ee60 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.50
00000001d3f4ee80 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.51
00000001dd5b97f0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.56
00000001dd5b9cb0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.56
00000001dd5b9820 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.59
00000001d3f4f1b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.6
00000001dd5b9700 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.6
00000001dd5b9988 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.6
00000001d3f4f110 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.61
00000001dd5b9850 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.62
00000001d3f4eea0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.64
00000001d3f4eec0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.76
00000001d3f4eee0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.77
00000001d3f4ef00 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.78
00000001d3f4ef20 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.79
00000001d3f4ef40 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.82
00000001d3f4ef60 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.83
00000001dd5b9d00 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.83
00000001dd5b9d30 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.86
00000001dd5b99b8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.9
00000001dd5b9a48 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001dd5b9ce0 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001dd5b9e48 (__AUTH_CONST,__const) non-external ___block_literal_global
                 (undefined) external ___chkstk_darwin (from libcompiler_rt)
000000018040ece8 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b
000000018040ba88 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40r
000000018040bf00 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40r48r
00000001804185a4 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r
000000018040aec4 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r
000000018041ce2c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r
000000018041b54c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r56r64r
000000018040b048 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40rc48r
                 (undefined) external ___cxa_finalize_ranges (from libsystem_c)
000000018040ecf8 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b
000000018040bad8 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40r
000000018040bf60 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40r48r
00000001804185b4 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r
000000018040af14 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r
000000018040b0a8 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r
000000018041b5cc (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r56r64r
0000000180418d68 (__TEXT,__text) non-external ___dyld_for_each_installed_shared_cache_block_invoke
0000000180418c94 (__TEXT,__text) non-external ___dyld_for_each_installed_shared_cache_with_system_path_block_invoke
0000000180419290 (__TEXT,__text) non-external ___dyld_image_local_nlist_content_4Symbolication_block_invoke
0000000180418ac4 (__TEXT,__text) non-external ___dyld_process_snapshot_for_each_image_block_invoke
0000000180418bc0 (__TEXT,__text) non-external ___dyld_shared_cache_for_each_image_block_invoke
                 (undefined) external ___error (from libsystem_kernel)
000000018042585c (__TEXT,__text) non-external ___macho_for_each_slice_in_fd_block_invoke
00000001db875850 (__DATA_DIRTY,__common) external ___progname
                 (undefined) external ___stack_chk_fail (from libsystem_c)
                 (undefined) external ___stack_chk_guard (from libsystem_c)
                 (undefined) external ___stderrp (from libsystem_c)
                 (undefined) external __dispatch_source_type_mach_recv (from libdispatch)
00000001804092d0 (__TEXT,__text) external __dyld_all_twolevel_modules_prebound
000000018040855c (__TEXT,__text) external __dyld_atfork_parent
0000000180408528 (__TEXT,__text) external __dyld_atfork_prepare
0000000180409310 (__TEXT,__text) external __dyld_bind_fully_image_containing_address
0000000180409c1c (__TEXT,__text) external __dyld_dlopen_atfork_child
0000000180409be8 (__TEXT,__text) external __dyld_dlopen_atfork_parent
0000000180409bb4 (__TEXT,__text) external __dyld_dlopen_atfork_prepare
0000000180409a10 (__TEXT,__text) external __dyld_find_foreign_type_protocol_conformance
0000000180409b70 (__TEXT,__text) external __dyld_find_foreign_type_protocol_conformance_on_disk
00000001804099d0 (__TEXT,__text) external __dyld_find_protocol_conformance
0000000180409b2c (__TEXT,__text) external __dyld_find_protocol_conformance_on_disk
00000001804083a8 (__TEXT,__text) external __dyld_find_unwind_sections
00000001804079fc (__TEXT,__text) external __dyld_for_each_objc_class
00000001804077a8 (__TEXT,__text) external __dyld_for_each_objc_protocol
0000000180408d44 (__TEXT,__text) external __dyld_fork_child
0000000180409a84 (__TEXT,__text) external __dyld_get_dlopen_image_header
00000001804078e8 (__TEXT,__text) external __dyld_get_image_header
0000000180409414 (__TEXT,__text) external __dyld_get_image_header_containing_address
00000001804078b8 (__TEXT,__text) external __dyld_get_image_name
0000000180407f8c (__TEXT,__text) external __dyld_get_image_slide
00000001804084ec (__TEXT,__text) external __dyld_get_image_uuid
0000000180408590 (__TEXT,__text) external __dyld_get_image_vmaddr_slide
00000001804074f8 (__TEXT,__text) external __dyld_get_objc_selector
00000001804098fc (__TEXT,__text) external __dyld_get_prog_image_header
00000001804074c0 (__TEXT,__text) external __dyld_get_shared_cache_range
000000018040794c (__TEXT,__text) external __dyld_get_shared_cache_uuid
00000001804097d8 (__TEXT,__text) external __dyld_has_fix_for_radar
0000000180409af4 (__TEXT,__text) external __dyld_has_preoptimized_swift_protocol_conformances
0000000180409318 (__TEXT,__text) external __dyld_image_containing_address
000000018040788c (__TEXT,__text) external __dyld_image_count
0000000180407fdc (__TEXT,__text) external __dyld_images_for_addresses
0000000180408658 (__TEXT,__text) external __dyld_initializer
0000000180407850 (__TEXT,__text) external __dyld_is_memory_immutable
000000018040979c (__TEXT,__text) external __dyld_is_objc_constant
0000000180409768 (__TEXT,__text) external __dyld_launch_mode
0000000180409290 (__TEXT,__text) external __dyld_launched_prebound
0000000180409350 (__TEXT,__text) external __dyld_lookup_and_bind
00000001804093d4 (__TEXT,__text) external __dyld_lookup_and_bind_fully
0000000180409390 (__TEXT,__text) external __dyld_lookup_and_bind_with_hint
0000000180409734 (__TEXT,__text) external __dyld_missing_symbol_abort
0000000180409968 (__TEXT,__text) external __dyld_objc_class_count
0000000180407480 (__TEXT,__text) external __dyld_objc_notify_register
0000000180409abc (__TEXT,__text) external __dyld_objc_register_callbacks
000000018040999c (__TEXT,__text) external __dyld_objc_uses_large_shared_cache
0000000180409288 (__TEXT,__text) external __dyld_present
000000018041a2ec (__TEXT,__text) external __dyld_process_info_create
000000018041ab68 (__TEXT,__text) external __dyld_process_info_for_each_aot_image
000000018041ab08 (__TEXT,__text) external __dyld_process_info_for_each_image
000000018041ab6c (__TEXT,__text) external __dyld_process_info_for_each_segment
000000018041aac0 (__TEXT,__text) external __dyld_process_info_get_aot_cache
000000018041aaac (__TEXT,__text) external __dyld_process_info_get_cache
000000018041aae8 (__TEXT,__text) external __dyld_process_info_get_platform
000000018041aa90 (__TEXT,__text) external __dyld_process_info_get_state
000000018042552c (__TEXT,__text) external __dyld_process_info_notify
00000001804255b8 (__TEXT,__text) external __dyld_process_info_notify_main
000000018042560c (__TEXT,__text) external __dyld_process_info_notify_release
00000001804255fc (__TEXT,__text) external __dyld_process_info_notify_retain
000000018041aaf0 (__TEXT,__text) external __dyld_process_info_release
000000018041aadc (__TEXT,__text) external __dyld_process_info_retain
00000001804096fc (__TEXT,__text) external __dyld_register_driverkit_main
00000001804077e4 (__TEXT,__text) external __dyld_register_for_bulk_image_loads
0000000180408694 (__TEXT,__text) external __dyld_register_for_image_loads
0000000180407250 (__TEXT,__text) external __dyld_register_func_for_add_image
00000001804079bc (__TEXT,__text) external __dyld_register_func_for_remove_image
0000000180409848 (__TEXT,__text) external __dyld_shared_cache_contains_path
00000001804096c8 (__TEXT,__text) external __dyld_shared_cache_is_locally_built
0000000180409694 (__TEXT,__text) external __dyld_shared_cache_optimized
0000000180409810 (__TEXT,__text) external __dyld_shared_cache_real_path
0000000180409a50 (__TEXT,__text) external __dyld_swift_optimizations_version
0000000180409930 (__TEXT,__text) external __dyld_visit_objc_classes
                 (undefined) external __simple_salloc (from libsystem_platform)
                 (undefined) external __simple_sfree (from libsystem_platform)
                 (undefined) external __simple_sresize (from libsystem_platform)
                 (undefined) external __simple_string (from libsystem_platform)
                 (undefined) external __simple_vsprintf (from libsystem_platform)
000000018040844c (__TEXT,__text) external __tlv_atexit
0000000180409450 (__TEXT,__text) external __tlv_bootstrap
00000001804085c0 (__TEXT,__text) external __tlv_exit
                 (undefined) external _abort_report_np (from libsystem_c)
                 (undefined) external _bzero (from libsystem_c)
                 (undefined) external _close (from libsystem_kernel)
                 (undefined) external _closedir (from libsystem_c)
                 (undefined) external _dispatch_activate (from libdispatch)
                 (undefined) external _dispatch_async (from libdispatch)
                 (undefined) external _dispatch_async_and_wait (from libdispatch)
                 (undefined) external _dispatch_get_current_queue (from libdispatch)
                 (undefined) external _dispatch_once (from libdispatch)
                 (undefined) external _dispatch_queue_create (from libdispatch)
                 (undefined) external _dispatch_release (from libdispatch)
                 (undefined) external _dispatch_retain (from libdispatch)
                 (undefined) external _dispatch_source_cancel (from libdispatch)
                 (undefined) external _dispatch_source_create (from libdispatch)
                 (undefined) external _dispatch_source_set_cancel_handler (from libdispatch)
                 (undefined) external _dispatch_source_set_event_handler (from libdispatch)
00000001804084b8 (__TEXT,__text) external _dladdr
000000018040841c (__TEXT,__text) external _dlclose
00000001804085f4 (__TEXT,__text) external _dlerror
0000000180407a9c (__TEXT,__text) external _dlopen
00000001804098c0 (__TEXT,__text) external _dlopen_audited
0000000180409880 (__TEXT,__text) external _dlopen_from
0000000180408488 (__TEXT,__text) external _dlopen_preflight
0000000180407ae0 (__TEXT,__text) external _dlsym
00000001804296b8 (__TEXT,__const) external _dyldVersionNumber
0000000180429690 (__TEXT,__const) external _dyldVersionString
000000018040944c (__TEXT,__text) external _dyld_dynamic_interpose
0000000180418ca4 (__TEXT,__text) external _dyld_for_each_installed_shared_cache
0000000180418bd0 (__TEXT,__text) external _dyld_for_each_installed_shared_cache_with_system_path
0000000180407740 (__TEXT,__text) external _dyld_get_active_platform
0000000180408620 (__TEXT,__text) external _dyld_get_base_platform
000000018040961c (__TEXT,__text) external _dyld_get_image_versions
0000000180408bf8 (__TEXT,__text) external _dyld_get_min_os_version
0000000180407f20 (__TEXT,__text) external _dyld_get_program_min_os_version
0000000180407530 (__TEXT,__text) external _dyld_get_program_sdk_version
00000001804083e4 (__TEXT,__text) external _dyld_get_sdk_version
0000000180407a68 (__TEXT,__text) external _dyld_has_inserted_or_interposing_libraries
0000000180418e6c (__TEXT,__text) external _dyld_image_content_for_section
0000000180418e68 (__TEXT,__text) external _dyld_image_content_for_segment
0000000180418e70 (__TEXT,__text) external _dyld_image_copy_uuid
0000000180418f1c (__TEXT,__text) external _dyld_image_for_each_section_info
0000000180418f18 (__TEXT,__text) external _dyld_image_for_each_segment_info
0000000180418f24 (__TEXT,__text) external _dyld_image_get_file_path
0000000180418f20 (__TEXT,__text) external _dyld_image_get_installname
0000000180407e20 (__TEXT,__text) external _dyld_image_header_containing_address
0000000180419084 (__TEXT,__text) external _dyld_image_local_nlist_content_4Symbolication
0000000180407984 (__TEXT,__text) external _dyld_image_path_containing_address
0000000180409534 (__TEXT,__text) external _dyld_is_simulator_platform
00000001804095a8 (__TEXT,__text) external _dyld_minos_at_least
0000000180409658 (__TEXT,__text) external _dyld_need_closure
0000000180418774 (__TEXT,__text) external _dyld_process_create_for_current_task
00000001804185fc (__TEXT,__text) external _dyld_process_create_for_task
0000000180418788 (__TEXT,__text) external _dyld_process_dispose
00000001d8fd0088 (__DATA,__common) external _dyld_process_has_objc_patches
0000000180407918 (__TEXT,__text) external _dyld_process_is_restricted
00000001804187e8 (__TEXT,__text) external _dyld_process_register_for_event_notification
00000001804187b8 (__TEXT,__text) external _dyld_process_register_for_image_notifications
000000018041881c (__TEXT,__text) external _dyld_process_snapshot_create_for_process
00000001804188c0 (__TEXT,__text) external _dyld_process_snapshot_create_from_data
0000000180427bd8 (__TEXT,__text) non-external _dyld_process_snapshot_create_from_data.cold.1
0000000180427c04 (__TEXT,__text) non-external _dyld_process_snapshot_create_from_data.cold.2
00000001804189f8 (__TEXT,__text) external _dyld_process_snapshot_dispose
0000000180418a3c (__TEXT,__text) external _dyld_process_snapshot_for_each_image
0000000180418ad4 (__TEXT,__text) external _dyld_process_snapshot_get_shared_cache
0000000180418818 (__TEXT,__text) external _dyld_process_unregister_for_notification
00000001804095e4 (__TEXT,__text) external _dyld_program_minos_at_least
0000000180407f54 (__TEXT,__text) external _dyld_program_sdk_at_least
000000018040956c (__TEXT,__text) external _dyld_sdk_at_least
0000000180418b24 (__TEXT,__text) external _dyld_shared_cache_copy_uuid
00000001804094c0 (__TEXT,__text) external _dyld_shared_cache_file_path
00000001804094f4 (__TEXT,__text) external _dyld_shared_cache_find_iterate_text
0000000180418b50 (__TEXT,__text) external _dyld_shared_cache_for_each_file
0000000180418b54 (__TEXT,__text) external _dyld_shared_cache_for_each_image
0000000180418f28 (__TEXT,__text) external _dyld_shared_cache_for_each_subcache4Rosetta
0000000180418d78 (__TEXT,__text) external _dyld_shared_cache_for_file
0000000180418b18 (__TEXT,__text) external _dyld_shared_cache_get_base_address
0000000180418b1c (__TEXT,__text) external _dyld_shared_cache_get_mapped_size
0000000180418b20 (__TEXT,__text) external _dyld_shared_cache_is_mapped_private
0000000180409484 (__TEXT,__text) external _dyld_shared_cache_iterate_text
0000000180418b10 (__TEXT,__text) external _dyld_shared_cache_pin_mapping
0000000180407774 (__TEXT,__text) external _dyld_shared_cache_some_image_overridden
0000000180418b14 (__TEXT,__text) external _dyld_shared_cache_unpin_mapping
0000000180418f2c (__TEXT,__text) external _dyld_shared_subcache_get_info4Rosetta
00000001db875848 (__DATA_DIRTY,__common) external _environ
                 (undefined) external _exit (from libsystem_c)
                 (undefined) external _fprintf (from libsystem_c)
                 (undefined) external _free (from libsystem_malloc)
                 (undefined) external _fsgetpath (from libsystem_kernel)
                 (undefined) external _fstat (from libsystem_kernel)
                 (undefined) external _fwrite (from libsystem_c)
00000001d8fd0048 (__DATA,__crash_info) non-external (was a private external) _gCRAnnotations
                 (undefined) external _getattrlist (from libsystem_kernel)
                 (undefined) external _getenv (from libsystem_c)
                 (undefined) external _getfsstat (from libsystem_kernel)
0000000180408d08 (__TEXT,__text) non-external (was a private external) _instantiateTLVs_thunk
                 (undefined) external _mach_msg (from libsystem_kernel)
                 (undefined) external _mach_msg_destroy (from libsystem_kernel)
                 (undefined) external _mach_port_construct (from libsystem_kernel)
                 (undefined) external _mach_port_destruct (from libsystem_kernel)
                 (undefined) external _mach_port_request_notification (from libsystem_kernel)
                 (undefined) external _mach_task_self_ (from libsystem_kernel)
                 (undefined) external _mach_vm_read_overwrite (from libsystem_kernel)
                 (undefined) external _mach_vm_region (from libsystem_kernel)
                 (undefined) external _mach_vm_remap_new (from libsystem_kernel)
0000000180425614 (__TEXT,__text) external _macho_arch_name_for_cpu_type
000000018042564c (__TEXT,__text) external _macho_arch_name_for_mach_header
000000018042588c (__TEXT,__text) external _macho_best_slice
00000001804258f0 (__TEXT,__text) external _macho_best_slice_in_fd
0000000180425610 (__TEXT,__text) external _macho_cpu_type_for_arch_name
0000000180425d5c (__TEXT,__text) external _macho_dylib_install_name
0000000180425694 (__TEXT,__text) external _macho_for_each_slice
00000001804256f8 (__TEXT,__text) external _macho_for_each_slice_in_fd
                 (undefined) external _malloc (from libsystem_malloc)
                 (undefined) external _malloc_size (from libsystem_malloc)
                 (undefined) external _memcpy (from libsystem_c)
                 (undefined) external _memmove (from libsystem_c)
                 (undefined) external _mkstemp (from libsystem_c)
                 (undefined) external _mmap (from libsystem_kernel)
                 (undefined) external _munmap (from libsystem_kernel)
                 (undefined) external _open (from libsystem_kernel)
                 (undefined) external _openbyid_np (from libsystem_kernel)
                 (undefined) external _opendir (from libsystem_c)
                 (undefined) external _os_unfair_lock_assert_not_owner (from libsystem_platform)
                 (undefined) external _os_unfair_lock_assert_owner (from libsystem_platform)
                 (undefined) external _os_unfair_lock_lock (from libsystem_platform)
                 (undefined) external _os_unfair_lock_lock_with_options (from libsystem_platform)
                 (undefined) external _os_unfair_lock_unlock (from libsystem_platform)
                 (undefined) external _os_unfair_recursive_lock_lock_with_options (from libsystem_platform)
                 (undefined) external _os_unfair_recursive_lock_unlock (from libsystem_platform)
                 (undefined) external _os_unfair_recursive_lock_unlock_forked_child (from libsystem_platform)
                 (undefined) external _pid_for_task (from libsystem_kernel)
                 (undefined) external _pread (from libsystem_kernel)
                 (undefined) external _proc_regionfilename (from libsystem_kernel)
                 (undefined) external _pthread_create (from libsystem_pthread)
                 (undefined) external _pthread_detach (from libsystem_pthread)
                 (undefined) external _pthread_getspecific (from libsystem_pthread)
                 (undefined) external _pthread_key_create (from libsystem_pthread)
                 (undefined) external _pthread_key_init_np (from libsystem_pthread)
                 (undefined) external _pthread_setspecific (from libsystem_pthread)
                 (undefined) external _readdir_r (from libsystem_c)
                 (undefined) external _realpath$DARWIN_EXTSN (from libsystem_c)
                 (undefined) external _snprintf (from libsystem_c)
                 (undefined) external _stat (from libsystem_kernel)
                 (undefined) external _strchr (from libsystem_c)
                 (undefined) external _strcmp (from libsystem_c)
                 (undefined) external _strcpy (from libsystem_c)
                 (undefined) external _strlcat (from libsystem_c)
                 (undefined) external _strlcpy (from libsystem_c)
                 (undefined) external _strlen (from libsystem_c)
                 (undefined) external _strncmp (from libsystem_c)
                 (undefined) external _strncpy (from libsystem_c)
                 (undefined) external _strnlen (from libsystem_c)
                 (undefined) external _strstr (from libsystem_c)
                 (undefined) external _task_dyld_process_info_notify_deregister (from libsystem_kernel)
                 (undefined) external _task_dyld_process_info_notify_register (from libsystem_kernel)
                 (undefined) external _task_info (from libsystem_kernel)
                 (undefined) external _task_map_corpse_info_64 (from libsystem_kernel)
0000000180407e60 (__TEXT,__text) non-external (was a private external) _tlv_get_addr
                 (undefined) external _usleep (from libsystem_c)
                 (undefined) external _uuid_is_null (from libsystem_c)
                 (undefined) external _vm_allocate (from libsystem_kernel)
                 (undefined) external _vm_copy (from libsystem_kernel)
                 (undefined) external _vm_deallocate (from libsystem_kernel)
                 (undefined) external _vm_page_size (from libsystem_kernel)
                 (undefined) external _vm_protect (from libsystem_kernel)
                 (undefined) external _vproc_swap_integer (from libxpc)
0000000180408690 (__TEXT,__text) external dyld_stub_binder
