00007ff843ad7718 (__DATA,__data) non-external _C
00007ff801dc7c34 (__TEXT,__text) external _strunvisx
00007ff801da7eb8 (__TEXT,__text) external _strvis
00007ff801dc7f30 (__TEXT,__text) external _strvisx
00007ff801ddc91a (__TEXT,__text) external _strxfrm
00007ff801ddc942 (__TEXT,__text) external _strxfrm_l
00007ff843ad98f0 (__DATA,__common) external _suboptarg
00007ff843ad90b0 (__DATA,__bss) non-external _subsystem_root_path
00007ff801dc7d10 (__TEXT,__text) external _svis
00007ff801ddca7d (__TEXT,__text) external _swab
00007ff801dd42d9 (__TEXT,__text) external _swprintf
00007ff801dd4393 (__TEXT,__text) external _swprintf_l
00007ff801dd4425 (__TEXT,__text) external _swscanf
00007ff801dd44e3 (__TEXT,__text) external _swscanf_l
00007ff801db557c (__TEXT,__text) external _sxprintf
00007ff801db5da2 (__TEXT,__text) external _sxprintf_exec
00007ff801db71c7 (__TEXT,__text) external _sync_volume_np
00007ff801df47d5 (__TEXT,__const) non-external _syntax_error_str
00007ff8400827a0 (__DATA_CONST,__const) external _sys_errlist
00007ff801df3890 (__TEXT,__const) external _sys_nerr
00007ff8400831f0 (__DATA_CONST,__const) external _sys_siglist
00007ff8400830f0 (__DATA_CONST,__const) external _sys_signame
00007ff801d7e024 (__TEXT,__text) external _sysconf
00007ff801d778f0 (__TEXT,__text) external _sysctl
00007ff801d77aba (__TEXT,__text) external _sysctlbyname
00007ff801da7071 (__TEXT,__text) external _sysctlnametomib
                 (undefined) external _syslog$DARWIN_EXTSN (from libsystem_asl)
00007ff801ded301 (__TEXT,__text) external _system
00007ff801de2b9c (__TEXT,__text) external _system$NOCANCEL
                 (undefined) external _task_set_special_port (from libsystem_kernel)
00007ff801ded2de (__TEXT,__text) external _tcdrain
00007ff801dc713a (__TEXT,__text) external _tcdrain$NOCANCEL
00007ff801dc71a5 (__TEXT,__text) external _tcflow
00007ff801dc714d (__TEXT,__text) external _tcflush
00007ff801d99c84 (__TEXT,__text) external _tcgetattr
00007ff801d9893e (__TEXT,__text) external _tcgetpgrp
00007ff801db663d (__TEXT,__text) external _tcgetsid
00007ff801dc70d2 (__TEXT,__text) external _tcsendbreak
00007ff801da7a08 (__TEXT,__text) external _tcsetattr
00007ff801da79c8 (__TEXT,__text) external _tcsetpgrp
00007ff801da7df5 (__TEXT,__text) external _tdelete
00007ff801dee7fa (__TEXT,__text) external _telldir
00007ff801da3543 (__TEXT,__text) external _telldir$INODE64
00007ff801dd4579 (__TEXT,__text) external _tempnam
00007ff843ad8a98 (__DATA,__bss) non-external _tf
00007ff801da7b75 (__TEXT,__text) external _tfind
00007ff801daff5f (__TEXT,__text) external _thread_stack_async_pcs
00007ff801d809b8 (__TEXT,__text) external _thread_stack_pcs
00007ff843ad76e8 (__DATA,__data) non-external _threadsafe
00007ff801d7ee52 (__TEXT,__text) external _time
00007ff801d8b118 (__TEXT,__text) non-external _time2
00007ff801ddc341 (__TEXT,__text) external _time2posix
00007ff801d8b18a (__TEXT,__text) non-external _time2sub
00007ff801d9ca88 (__TEXT,__text) external _timegm
00007ff801ddc302 (__TEXT,__text) external _timelocal
00007ff801ddc31c (__TEXT,__text) external _timeoff
00007ff801dc7208 (__TEXT,__text) external _times
00007ff801de3568 (__TEXT,__text) external _timespec_get
00007ff801d7aef9 (__TEXT,__text) non-external _timesub
00007ff8438d6868 (__DATA_DIRTY,__common) external _timezone
00007ff801d94155 (__TEXT,__text) external _timingsafe_bcmp
00007ff843ad9710 (__DATA,__bss) non-external _tm
00007ff801da70fb (__TEXT,__text) non-external _tmcomp
00007ff801dd4765 (__TEXT,__text) external _tmpfile
00007ff801dd488f (__TEXT,__text) external _tmpnam
00007ff843ad9590 (__DATA,__bss) non-external _tmpnam.tmpcount
00007ff843ad9598 (__DATA,__bss) non-external _tmpnam_buf
00007ff801dd4925 (__TEXT,__text) non-external _tmpnam_buf_allocate
00007ff843ad7ac0 (__DATA,__data) non-external _tmpnam_buf_control
00007ff801df38b8 (__TEXT,__const) non-external _tmundef
00007ff801db1bb9 (__TEXT,__text) external _toascii
00007ff801da2b7d (__TEXT,__text) external _tolower
00007ff801db257d (__TEXT,__text) external _tolower_l
00007ff843ad91c8 (__DATA,__bss) non-external _toprec
00007ff843ad91d0 (__DATA,__bss) non-external _topreclen
00007ff801db1bc4 (__TEXT,__text) external _toupper
00007ff801db259e (__TEXT,__text) external _toupper_l
00007ff801dcdab8 (__TEXT,__text) external _towctrans
00007ff801dcda2a (__TEXT,__text) external _towctrans_l
00007ff801db29c3 (__TEXT,__text) external _towlower
00007ff801db2ed0 (__TEXT,__text) external _towlower_l
00007ff801db2a09 (__TEXT,__text) external _towupper
00007ff801db2ef1 (__TEXT,__text) external _towupper_l
00007ff801d7a73a (__TEXT,__text) non-external _transtime
00007ff801d907aa (__TEXT,__text) non-external _tre_add_tag_left
00007ff801dea7fb (__TEXT,__text) non-external _tre_add_tag_right
00007ff801d8e95c (__TEXT,__text) non-external _tre_add_tags
00007ff801d8e920 (__TEXT,__text) external _tre_ast_new_catenation
00007ff801d8e743 (__TEXT,__text) external _tre_ast_new_iter
00007ff801d8e52f (__TEXT,__text) external _tre_ast_new_literal
00007ff801d8e56a (__TEXT,__text) external _tre_ast_new_node
00007ff801d8e709 (__TEXT,__text) external _tre_ast_new_union
00007ff801d90e04 (__TEXT,__text) non-external _tre_ast_to_tnfa
00007ff801d8b968 (__TEXT,__text) external _tre_compile
00007ff801dea030 (__TEXT,__text) non-external _tre_compute_nfl
00007ff801da9689 (__TEXT,__text) non-external _tre_copy_ast
00007ff801de9ae4 (__TEXT,__text) non-external _tre_expand_ast
00007ff801ded13a (__TEXT,__text) non-external _tre_expand_macro
00007ff801d95609 (__TEXT,__text) external _tre_fill_pmatch
00007ff801d957fe (__TEXT,__text) external _tre_free
00007ff840083f80 (__DATA_CONST,__const) non-external _tre_macros
00007ff801d90eb0 (__TEXT,__text) non-external _tre_make_trans
00007ff801d912ac (__TEXT,__text) non-external _tre_match
00007ff801d9085b (__TEXT,__text) non-external _tre_match_empty
00007ff801d8e5ea (__TEXT,__text) external _tre_mem_alloc_impl
00007ff801d911e6 (__TEXT,__text) external _tre_mem_destroy
00007ff801d8c295 (__TEXT,__text) external _tre_mem_new_impl
00007ff801d90678 (__TEXT,__text) non-external _tre_merge_branches
00007ff801d8e881 (__TEXT,__text) non-external _tre_new_item
00007ff801d8c2cc (__TEXT,__text) external _tre_parse
00007ff801da94c4 (__TEXT,__text) non-external _tre_parse_bound
00007ff801da7c57 (__TEXT,__text) non-external _tre_reset_last_matched_branches
00007ff801ded1b9 (__TEXT,__text) non-external _tre_search_cnames
00007ff801da6bc2 (__TEXT,__text) non-external _tre_set_empty
00007ff801da6bf0 (__TEXT,__text) non-external _tre_set_one
00007ff801d90a2f (__TEXT,__text) non-external _tre_set_union
00007ff801d91229 (__TEXT,__text) external _tre_stack_destroy
00007ff801d8c21c (__TEXT,__text) external _tre_stack_new
00007ff801d8e468 (__TEXT,__text) external _tre_stack_num_objects
00007ff801d8e516 (__TEXT,__text) non-external (was a private external) _tre_stack_pop_int
00007ff801d8e906 (__TEXT,__text) non-external (was a private external) _tre_stack_pop_voidptr
00007ff801d8e47d (__TEXT,__text) non-external _tre_stack_push
00007ff801d8e471 (__TEXT,__text) non-external (was a private external) _tre_stack_push_int
00007ff801d8e6ff (__TEXT,__text) non-external (was a private external) _tre_stack_push_voidptr
00007ff801dea8ac (__TEXT,__text) external _tre_tnfa_run_backtrack
00007ff801d9146c (__TEXT,__text) external _tre_tnfa_run_parallel
00007ff801de2df1 (__TEXT,__text) non-external _trecurse
00007ff801da7bd5 (__TEXT,__text) external _tsearch
00007ff801da2967 (__TEXT,__text) external _ttyname
00007ff843ad92a0 (__DATA,__bss) non-external _ttyname_init
00007ff843ad92a8 (__DATA,__bss) non-external _ttyname_key
00007ff843ad77f0 (__DATA,__data) non-external _ttyname_lock
00007ff801da2a56 (__TEXT,__text) external _ttyname_r
00007ff801dc7336 (__TEXT,__text) external _ttyslot
00007ff801de2dd3 (__TEXT,__text) external _twalk
00007ff801d7a4f2 (__TEXT,__text) non-external _typesequiv
00007ff801d794b8 (__TEXT,__text) non-external _tzload
00007ff8438d4e90 (__DATA_DIRTY,__data) external _tzname
00007ff801d79e3b (__TEXT,__text) non-external _tzparse
00007ff801d7eac8 (__TEXT,__text) external _tzset
00007ff801ddc2d0 (__TEXT,__text) external _tzsetwall
00007ff801d792bc (__TEXT,__text) non-external _tzsetwall_basic
00007ff801dc733e (__TEXT,__text) external _ualarm
00007ff843ad7a88 (__DATA,__data) non-external _uglue
00007ff801dc73b4 (__TEXT,__text) external _ulimit
                 (undefined) external _umask (from libsystem_kernel)
00007ff801db6825 (__TEXT,__text) external _umaskx_np
00007ff801d86c62 (__TEXT,__text) external _uname
00007ff801df47f0 (__TEXT,__const) non-external _unbound_variable_str
00007ff801dac555 (__TEXT,__text) non-external _underflow
00007ff801d9a107 (__TEXT,__text) external _ungetc
00007ff801dd49bd (__TEXT,__text) external _ungetwc
00007ff801dd4a20 (__TEXT,__text) external _ungetwc_l
00007ff843ad9830 (__DATA,__bss) non-external _union_arg_queue
00007ff843ad8a49 (__DATA,__bss) non-external _unix2003_mode
                 (undefined) external _unlink (from libsystem_kernel)
00007ff801d98800 (__TEXT,__text) external _unlockpt
00007ff801d77b76 (__TEXT,__text) external _unsetenv
00007ff801dc74f4 (__TEXT,__text) external _unvis
00007ff801df0e54 (__TEXT,__text) non-external _unvis.cold.1
00007ff801df0e77 (__TEXT,__text) non-external _unvis.cold.2
00007ff801d86b37 (__TEXT,__text) external _uselocale
00007ff801d8016b (__TEXT,__text) external _usleep
00007ff801dc7c6c (__TEXT,__text) external _usleep$NOCANCEL
00007ff8438d5df0 (__DATA_DIRTY,__bss) non-external _usual
00007ff8438d5020 (__DATA_DIRTY,__bss) non-external _usual_extra
00007ff801dc7ca7 (__TEXT,__text) external _utime
                 (undefined) external _utimes (from libsystem_kernel)
00007ff840082d60 (__DATA_CONST,__const) non-external _utmpx_types
00007ff801de863c (__TEXT,__text) external _utmpxname
00007ff801d78e0a (__TEXT,__text) external _uuid_clear
00007ff801d7eb8e (__TEXT,__text) external _uuid_compare
00007ff801d77862 (__TEXT,__text) external _uuid_copy
00007ff801d851d3 (__TEXT,__text) external _uuid_generate
00007ff801d80e6c (__TEXT,__text) external _uuid_generate_random
00007ff801db634d (__TEXT,__text) external _uuid_generate_time
00007ff843ad9108 (__DATA,__bss) non-external _uuid_generate_time.has_init
00007ff843ad9100 (__DATA,__bss) non-external _uuid_generate_time.node_id
00007ff801d850ec (__TEXT,__text) external _uuid_is_null
00007ff801d7fc03 (__TEXT,__text) external _uuid_pack
00007ff801d7f8c5 (__TEXT,__text) external _uuid_parse
00007ff801d7ec2f (__TEXT,__text) external _uuid_unpack
00007ff801d85109 (__TEXT,__text) external _uuid_unparse
00007ff801d9d036 (__TEXT,__text) external _uuid_unparse_lower
00007ff801d7eec3 (__TEXT,__text) external _uuid_unparse_upper
00007ff8400830a0 (__DATA_CONST,__const) non-external _validlist
00007ff801d72378 (__TEXT,__text) external _vasprintf
00007ff801d8014c (__TEXT,__text) external _vasprintf_l
00007ff801da5197 (__TEXT,__text) external _vasxprintf
00007ff801db5f02 (__TEXT,__text) external _vasxprintf_exec
00007ff801da300d (__TEXT,__text) external _vdprintf
00007ff801da2fef (__TEXT,__text) external _vdprintf_l
00007ff801db56d6 (__TEXT,__text) external _vdxprintf
00007ff801db5f1c (__TEXT,__text) external _vdxprintf_exec
00007ff801df0962 (__TEXT,__text) external _verr
00007ff801df0894 (__TEXT,__text) external _verrc
00007ff801df0a62 (__TEXT,__text) external _verrx
00007ff801db66ec (__TEXT,__text) external _vfork
00007ff801da854e (__TEXT,__text) external _vfprintf
00007ff801d84c08 (__TEXT,__text) external _vfprintf_l
00007ff801dd4e9c (__TEXT,__text) external _vfscanf
00007ff801dd4f18 (__TEXT,__text) external _vfscanf_l
00007ff801dd8d24 (__TEXT,__text) external _vfwprintf
00007ff801dd4fd0 (__TEXT,__text) external _vfwprintf_l
00007ff801dd94bc (__TEXT,__text) external _vfwscanf
00007ff801ddb4d8 (__TEXT,__text) external _vfwscanf_l
00007ff801db56ed (__TEXT,__text) external _vfxprintf
00007ff801db5f35 (__TEXT,__text) external _vfxprintf_exec
00007ff801da7ee4 (__TEXT,__text) external _vis
                 (undefined) external _vm_allocate (from libsystem_kernel)
                 (undefined) external _vm_region_64 (from libsystem_kernel)
00007ff801da2da2 (__TEXT,__text) external _vprintf
00007ff801ddb554 (__TEXT,__text) external _vprintf_l
00007ff801ddb571 (__TEXT,__text) external _vscanf
00007ff801ddb5d3 (__TEXT,__text) external _vscanf_l
00007ff801d77011 (__TEXT,__text) external _vsnprintf
00007ff801d7ea8a (__TEXT,__text) external _vsnprintf_l
00007ff801d7ed3f (__TEXT,__text) external _vsprintf
00007ff801d7ed6d (__TEXT,__text) external _vsprintf_l
00007ff801ddb63a (__TEXT,__text) external _vsscanf
00007ff801d7b8c0 (__TEXT,__text) external _vsscanf_l
00007ff801ddb886 (__TEXT,__text) external _vswprintf
00007ff801ddb668 (__TEXT,__text) external _vswprintf_l
00007ff801ddba85 (__TEXT,__text) external _vswscanf
00007ff801ddb8b4 (__TEXT,__text) external _vswscanf_l
00007ff801db5705 (__TEXT,__text) external _vsxprintf
00007ff801db5f4f (__TEXT,__text) external _vsxprintf_exec
00007ff801df0c57 (__TEXT,__text) external _vwarn
00007ff801df0bb4 (__TEXT,__text) external _vwarnc
00007ff801df0db2 (__TEXT,__text) external _vwarnx
00007ff801ddbab3 (__TEXT,__text) external _vwprintf
00007ff801ddbaeb (__TEXT,__text) external _vwprintf_l
00007ff801ddbb08 (__TEXT,__text) external _vwscanf
00007ff801ddbb40 (__TEXT,__text) external _vwscanf_l
00007ff801db5733 (__TEXT,__text) external _vxprintf
00007ff801db5f7d (__TEXT,__text) external _vxprintf_exec
00007ff801da1d8a (__TEXT,__text) external _wait
00007ff801dc824f (__TEXT,__text) external _wait$NOCANCEL
00007ff801dc8265 (__TEXT,__text) external _wait3
                 (undefined) external _wait4 (from libsystem_kernel)
00007ff801d9d781 (__TEXT,__text) external _waitpid
00007ff801dc827c (__TEXT,__text) external _waitpid$NOCANCEL
00007ff801df0afd (__TEXT,__text) external _warn
00007ff801df0c7a (__TEXT,__text) external _warnc
00007ff801df0d14 (__TEXT,__text) external _warnx
00007ff801ddcad3 (__TEXT,__text) external _wcpcpy
00007ff801ddcaf9 (__TEXT,__text) external _wcpncpy
00007ff801dcbdb7 (__TEXT,__text) external _wcrtomb
00007ff801d9cf0b (__TEXT,__text) external _wcrtomb_l
00007ff801ddcbe2 (__TEXT,__text) external _wcscasecmp
00007ff801ddcb58 (__TEXT,__text) external _wcscasecmp_l
00007ff801ddcc0a (__TEXT,__text) external _wcscat
00007ff801d99b34 (__TEXT,__text) external _wcschr
00007ff801ddcc30 (__TEXT,__text) external _wcscmp
00007ff801ddd109 (__TEXT,__text) external _wcscoll
00007ff801ddcc4c (__TEXT,__text) external _wcscoll_l
00007ff801ddd131 (__TEXT,__text) external _wcscpy
00007ff801dddde8 (__TEXT,__text) external _wcscspn
00007ff801ddde2d (__TEXT,__text) external _wcsdup
00007ff801dcc01d (__TEXT,__text) external _wcsftime
00007ff801dcbdfd (__TEXT,__text) external _wcsftime_l
00007ff801ddde77 (__TEXT,__text) external _wcslcat
00007ff801dddf0c (__TEXT,__text) external _wcslcpy
00007ff801d995b6 (__TEXT,__text) external _wcslen
00007ff801dde034 (__TEXT,__text) external _wcsncasecmp
00007ff801dddf76 (__TEXT,__text) external _wcsncasecmp_l
00007ff801dde05c (__TEXT,__text) external _wcsncat
00007ff801dde0c0 (__TEXT,__text) external _wcsncmp
00007ff801dde0f3 (__TEXT,__text) external _wcsncpy
00007ff801dde146 (__TEXT,__text) external _wcsnlen
00007ff801dcc08a (__TEXT,__text) external _wcsnrtombs
00007ff801dcc045 (__TEXT,__text) external _wcsnrtombs_l
00007ff801dde164 (__TEXT,__text) external _wcspbrk
00007ff801dde1a4 (__TEXT,__text) external _wcsrchr
00007ff801dcc3be (__TEXT,__text) external _wcsrtombs
00007ff801dcc373 (__TEXT,__text) external _wcsrtombs_l
00007ff801dde1bc (__TEXT,__text) external _wcsspn
00007ff801dde4bb (__TEXT,__text) external _wcsstr
00007ff801dcc691 (__TEXT,__text) external _wcstod
00007ff801dcc46d (__TEXT,__text) external _wcstod_l
00007ff801dcc8e4 (__TEXT,__text) external _wcstof
00007ff801dcc6c0 (__TEXT,__text) external _wcstof_l
00007ff801dccb1b (__TEXT,__text) external _wcstoimax
00007ff801dcc910 (__TEXT,__text) external _wcstoimax_l
00007ff801dde527 (__TEXT,__text) external _wcstok
00007ff801dccd4e (__TEXT,__text) external _wcstol
00007ff801dccb43 (__TEXT,__text) external _wcstol_l
00007ff801dccf9c (__TEXT,__text) external _wcstold
00007ff801dccd80 (__TEXT,__text) external _wcstold_l
00007ff801dcd1db (__TEXT,__text) external _wcstoll
00007ff801dccfd0 (__TEXT,__text) external _wcstoll_l
00007ff801dcd2ae (__TEXT,__text) external _wcstombs
00007ff801dcd203 (__TEXT,__text) external _wcstombs_l
00007ff801dcd552 (__TEXT,__text) external _wcstoul
00007ff801dcd35e (__TEXT,__text) external _wcstoul_l
00007ff801dcd76e (__TEXT,__text) external _wcstoull
00007ff801dcd57a (__TEXT,__text) external _wcstoull_l
00007ff801dcd98a (__TEXT,__text) external _wcstoumax
00007ff801dcd796 (__TEXT,__text) external _wcstoumax_l
00007ff801dde616 (__TEXT,__text) external _wcswidth
00007ff801dde59b (__TEXT,__text) external _wcswidth_l
00007ff801dde729 (__TEXT,__text) external _wcsxfrm
00007ff801dde63e (__TEXT,__text) external _wcsxfrm_l
00007ff801da92fc (__TEXT,__text) external _wctob
00007ff801da9324 (__TEXT,__text) external _wctob_l
00007ff801d99b55 (__TEXT,__text) external _wctomb
00007ff801dcd9b2 (__TEXT,__text) external _wctomb_l
00007ff801dcdae0 (__TEXT,__text) external _wctrans
00007ff801dcdb5c (__TEXT,__text) external _wctrans_l
00007ff801dcdc5a (__TEXT,__text) external _wctype
00007ff801dcdb66 (__TEXT,__text) external _wctype_l
00007ff840083430 (__DATA_CONST,__const) non-external _wctype_l.props
00007ff801dcdc82 (__TEXT,__text) external _wcwidth
00007ff801dcdcee (__TEXT,__text) external _wcwidth_l
00007ff801dddd92 (__TEXT,__text) non-external _we_read_fully
00007ff801df4680 (__TEXT,__const) non-external _wildabbr
00007ff801dde751 (__TEXT,__text) external _wmemchr
00007ff801dde771 (__TEXT,__text) external _wmemcmp
00007ff801dde79f (__TEXT,__text) external _wmemcpy
00007ff801dde7ad (__TEXT,__text) external _wmemmove
00007ff801dde7bb (__TEXT,__text) external _wmemset
00007ff801ddc261 (__TEXT,__text) non-external _wmemstream_close
00007ff801ddc1a5 (__TEXT,__text) non-external _wmemstream_seek
00007ff801df13d3 (__TEXT,__text) non-external _wmemstream_seek.cold.1
00007ff801df13f6 (__TEXT,__text) non-external _wmemstream_seek.cold.2
00007ff801ddbf8b (__TEXT,__text) non-external _wmemstream_update
00007ff801df13b2 (__TEXT,__text) non-external _wmemstream_update.cold.1
00007ff801ddbfb5 (__TEXT,__text) non-external _wmemstream_write
00007ff801ddd14c (__TEXT,__text) external _wordexp
00007ff801dddd58 (__TEXT,__text) external _wordfree
00007ff801ddbb5d (__TEXT,__text) external _wprintf
00007ff801ddbc29 (__TEXT,__text) external _wprintf_l
                 (undefined) external _write$NOCANCEL (from libsystem_kernel)
                 (undefined) external _writev$NOCANCEL (from libsystem_kernel)
00007ff801ddbcd6 (__TEXT,__text) external _wscanf
00007ff801ddbda2 (__TEXT,__text) external _wscanf_l
00007ff843ad8b88 (__DATA,__bss) non-external _wtmp_asl.0
00007ff843ad8b90 (__DATA,__bss) non-external _wtmp_asl.1
00007ff843ad8b98 (__DATA,__bss) non-external _wtmp_asl.2
00007ff843ad8ba0 (__DATA,__bss) non-external _wtmp_asl.3
00007ff843ad8ba8 (__DATA,__bss) non-external _wtmp_asl.4
00007ff843ad7710 (__DATA,__data) non-external _wtmp_file.0
00007ff843ad8b48 (__DATA,__bss) non-external _wtmp_file.1
00007ff843ad8b50 (__DATA,__bss) non-external _wtmp_file.2
00007ff843ad8b58 (__DATA,__bss) non-external _wtmp_file.3
00007ff843ad8b60 (__DATA,__bss) non-external _wtmp_file.4
00007ff843ad8b68 (__DATA,__bss) non-external _wtmp_file.5
00007ff843ad8b70 (__DATA,__bss) non-external _wtmp_file.6
00007ff843ad8b78 (__DATA,__bss) non-external _wtmp_file.7
00007ff843ad8b40 (__DATA,__bss) non-external _wtmp_func.0
00007ff843ad76f8 (__DATA,__data) non-external _wtmp_func.1
00007ff843ad7700 (__DATA,__data) non-external _wtmp_func.2
00007ff843ad7708 (__DATA,__data) non-external _wtmp_func.3
00007ff801db09a9 (__TEXT,__text) external _wtmpxname
00007ff801db5625 (__TEXT,__text) external _xprintf
00007ff801da59b7 (__TEXT,__text) non-external (was a private external) _xprintf_calloc
00007ff843ad90f0 (__DATA,__bss) non-external _xprintf_domain_default
00007ff801db5e53 (__TEXT,__text) external _xprintf_exec
00007ff801da5089 (__TEXT,__text) non-external (was a private external) _xprintf_malloc
00007ff801df46ac (__TEXT,__const) non-external _year_lengths
00007ff843ad8ab0 (__DATA,__bss) non-external _zapchar
00007ff801df44a0 (__TEXT,__const) non-external _zeroes
00007ff801df45a0 (__TEXT,__const) non-external _zeroes
00007ff843ad7bd0 (__DATA,__data) non-external _zeroes
00007ff801da9bdc (__TEXT,__text) external mcount
