00007ffb444d6fb0 (__DATA,__common) external _AfterColour
00007ffb1cb04c62 (__TEXT,__text) external __ZN4llvm16MCObjectStreamer19emitInstructionImplERKNS_6MCInstERKNS_15MCSubtargetInfoE
00007ffb1cb045b8 (__TEXT,__text) external __ZN4llvm16MCObjectStreamer20emitCFIStartProcImplERNS_16MCDwarfFrameInfoE
00007ffb1cb05bb8 (__TEXT,__text) external __ZN4llvm16MCObjectStreamer20emitValueToAlignmentEjxjj
00007ffb1cb03954 (__TEXT,__text) external __ZN4llvm16MCObjectStreamer20resolvePendingFixupsEv
00007ffb1d6a441e (__TEXT,__text) external __ZN4llvm16MCObjectStreamer21emitDwarfLineEndEntryEPNS_9MCSectionEPNS_8MCSymbolE
00007ffb1cb0529e (__TEXT,__text) external __ZN4llvm16MCObjectStreamer21emitDwarfLocDirectiveEjjjjjjNS_9StringRefE
00007ffb1cb03afc (__TEXT,__text) external __ZN4llvm16MCObjectStreamer22emitAbsoluteSymbolDiffEPKNS_8MCSymbolES3_j
00007ffb1cb0484e (__TEXT,__text) external __ZN4llvm16MCObjectStreamer22emitPendingAssignmentsEPNS_8MCSymbolE
00007ffb1d6a471a (__TEXT,__text) external __ZN4llvm16MCObjectStreamer23emitCVDefRangeDirectiveENS_8ArrayRefINSt3__14pairIPKNS_8MCSymbolES6_EEEENS_9StringRefE
00007ffb1cb03de2 (__TEXT,__text) external __ZN4llvm16MCObjectStreamer23getOrCreateDataFragmentEPKNS_15MCSubtargetInfoE
00007ffb1d6a4656 (__TEXT,__text) external __ZN4llvm16MCObjectStreamer24emitCVLinetableDirectiveEjPKNS_8MCSymbolES3_
00007ffb1cb0532a (__TEXT,__text) external __ZN4llvm16MCObjectStreamer24emitDwarfAdvanceLineAddrExPKNS_8MCSymbolES3_j
00007ffb1d6a4368 (__TEXT,__text) external __ZN4llvm16MCObjectStreamer25emitConditionalAssignmentEPNS_8MCSymbolEPKNS_6MCExprE
00007ffb1d6a4488 (__TEXT,__text) external __ZN4llvm16MCObjectStreamer25emitDwarfAdvanceFrameAddrEPKNS_8MCSymbolES3_
00007ffb1d6a4786 (__TEXT,__text) external __ZN4llvm16MCObjectStreamer26emitCVStringTableDirectiveEv
00007ffb1d6a47aa (__TEXT,__text) external __ZN4llvm16MCObjectStreamer28emitCVFileChecksumsDirectiveEv
00007ffb1d6a46a4 (__TEXT,__text) external __ZN4llvm16MCObjectStreamer30emitCVInlineLinetableDirectiveEjjjPKNS_8MCSymbolES3_
00007ffb1cb03c9c (__TEXT,__text) external __ZN4llvm16MCObjectStreamer31emitAbsoluteSymbolDiffAsULEB128EPKNS_8MCSymbolES3_
00007ffb1d6a47ce (__TEXT,__text) external __ZN4llvm16MCObjectStreamer33emitCVFileChecksumOffsetDirectiveEj
00007ffb1cb03d04 (__TEXT,__text) external __ZN4llvm16MCObjectStreamer5resetEv
00007ffb1d6a4e1a (__TEXT,__text) external __ZN4llvm16MCObjectStreamer8emitFillERKNS_6MCExprExxNS_5SMLocE
00007ffb1cb0696e (__TEXT,__text) external __ZN4llvm16MCObjectStreamer8emitFillERKNS_6MCExprEyNS_5SMLocE
00007ffb1d6a4fc6 (__TEXT,__text) external __ZN4llvm16MCObjectStreamer8emitNopsExxNS_5SMLocERKNS_15MCSubtargetInfoE
00007ffb1cb05978 (__TEXT,__text) external __ZN4llvm16MCObjectStreamer9emitBytesENS_9StringRefE
00007ffb1cb0465e (__TEXT,__text) external __ZN4llvm16MCObjectStreamer9emitLabelEPNS_8MCSymbolENS_5SMLocE
00007ffb1d6a3ea4 (__TEXT,__text) external __ZN4llvm16MCObjectStreamerC2ERNS_9MCContextENSt3__110unique_ptrINS_12MCAsmBackendENS3_14default_deleteIS5_EEEENS4_INS_14MCObjectWriterENS6_IS9_EEEENS4_INS_13MCCodeEmitterENS6_ISC_EEEE
00007ffb1d6a4090 (__TEXT,__text) external __ZN4llvm16MCObjectStreamerD0Ev
00007ffb1d6a408a (__TEXT,__text) external __ZN4llvm16MCObjectStreamerD1Ev
00007ffb1d6a3fae (__TEXT,__text) external __ZN4llvm16MCObjectStreamerD2Ev
00007ffb1cb4ae42 (__TEXT,__text) external __ZN4llvm16MCRelocationInfo28createExprForCAPIVariantKindEPKNS_6MCExprEj
00007ffb1cb4ae0e (__TEXT,__text) external __ZN4llvm16MCRelocationInfoC1ERNS_9MCContextE
00007ffb1cb4adfa (__TEXT,__text) external __ZN4llvm16MCRelocationInfoC2ERNS_9MCContextE
00007ffb1cb4ae2e (__TEXT,__text) external __ZN4llvm16MCRelocationInfoD0Ev
00007ffb1cb4ae28 (__TEXT,__text) external __ZN4llvm16MCRelocationInfoD1Ev
00007ffb1cb4ae22 (__TEXT,__text) external __ZN4llvm16MCRelocationInfoD2Ev
00007ffb1d6a7020 (__TEXT,__text) external __ZN4llvm16MCTargetStreamer12emitRawBytesENS_9StringRefE
00007ffb1d6a6e26 (__TEXT,__text) external __ZN4llvm16MCTargetStreamer13changeSectionEPKNS_9MCSectionEPS1_PKNS_6MCExprERNS_11raw_ostreamE
00007ffb1cb0e79c (__TEXT,__text) external __ZN4llvm16MCTargetStreamer14emitAssignmentEPNS_8MCSymbolEPKNS_6MCExprE
00007ffb1d6a875c (__TEXT,__text) external __ZN4llvm16MCTargetStreamer14prettyPrintAsmERNS_13MCInstPrinterEyRKNS_6MCInstERKNS_15MCSubtargetInfoERNS_11raw_ostreamE
00007ffb1cb0e794 (__TEXT,__text) external __ZN4llvm16MCTargetStreamer17emitConstantPoolsEv
00007ffb1d6a6e56 (__TEXT,__text) external __ZN4llvm16MCTargetStreamer22emitDwarfFileDirectiveENS_9StringRefE
00007ffb1cb0e78e (__TEXT,__text) external __ZN4llvm16MCTargetStreamer6finishEv
00007ffb1cb0e788 (__TEXT,__text) external __ZN4llvm16MCTargetStreamer9emitLabelEPNS_8MCSymbolE
00007ffb1d6a6f0c (__TEXT,__text) external __ZN4llvm16MCTargetStreamer9emitValueEPKNS_6MCExprE
00007ffb1cb0e75c (__TEXT,__text) external __ZN4llvm16MCTargetStreamerC1ERNS_10MCStreamerE
00007ffb1d6a6dd8 (__TEXT,__text) external __ZN4llvm16MCTargetStreamerC2ERNS_10MCStreamerE
00007ffb1d6a6e10 (__TEXT,__text) external __ZN4llvm16MCTargetStreamerD0Ev
00007ffb1d6a6e0a (__TEXT,__text) external __ZN4llvm16MCTargetStreamerD1Ev
00007ffb1d6a6e04 (__TEXT,__text) external __ZN4llvm16MCTargetStreamerD2Ev
00007ffb1d5a880e (__TEXT,__text) external __ZN4llvm16MIRProfileLoader13runOnFunctionERNS_15MachineFunctionE
00007ffb1d5a85d4 (__TEXT,__text) external __ZN4llvm16MIRProfileLoader14setBranchProbsERNS_15MachineFunctionE
00007ffb1c1d81d0 (__TEXT,__text) external __ZN4llvm16MIRProfileLoader16doInitializationERNS_6ModuleE
00007ffb1cb1b1fa (__TEXT,__text) external __ZN4llvm16MachObjectWriter10writeNlistERNS0_14MachSymbolDataERKNS_11MCAsmLayoutE
00007ffb1cb1a206 (__TEXT,__text) external __ZN4llvm16MachObjectWriter11writeHeaderENS_5MachO14HeaderFileTypeEjjbNS_8OptionalIjEEb
00007ffb1cb1d09c (__TEXT,__text) external __ZN4llvm16MachObjectWriter11writeObjectERNS_11MCAssemblerERKNS_11MCAsmLayoutE
00007ffb1cb1a7f0 (__TEXT,__text) external __ZN4llvm16MachObjectWriter12writeSectionERKNS_11MCAsmLayoutERKNS_9MCSectionEyyjyj
00007ffb1cb1b138 (__TEXT,__text) external __ZN4llvm16MachObjectWriter14findSymbolDataERKNS_8MCSymbolE
00007ffb1cb19e5c (__TEXT,__text) external __ZN4llvm16MachObjectWriter16isFixupKindPCRelERKNS_11MCAssemblerEj
00007ffb1cb1ba5a (__TEXT,__text) external __ZN4llvm16MachObjectWriter16recordRelocationERNS_11MCAssemblerERKNS_11MCAsmLayoutEPKNS_10MCFragmentERKNS_7MCFixupENS_7MCValueERy
00007ffb1cb1a3e2 (__TEXT,__text) external __ZN4llvm16MachObjectWriter16writeWithPaddingENS_9StringRefEy
00007ffb1cb1bcb8 (__TEXT,__text) external __ZN4llvm16MachObjectWriter18computeSymbolTableERNS_11MCAssemblerERNSt3__16vectorINS0_14MachSymbolDataENS3_9allocatorIS5_EEEES9_S9_
00007ffb1cb1bad0 (__TEXT,__text) external __ZN4llvm16MachObjectWriter19bindIndirectSymbolsERNS_11MCAssemblerE
00007ffb1cb1ad00 (__TEXT,__text) external __ZN4llvm16MachObjectWriter22writeSymtabLoadCommandEjjjj
00007ffb1cb1caba (__TEXT,__text) external __ZN4llvm16MachObjectWriter23computeSectionAddressesERKNS_11MCAssemblerERKNS_11MCAsmLayoutE
00007ffb1cb1a448 (__TEXT,__text) external __ZN4llvm16MachObjectWriter23writeSegmentLoadCommandENS_9StringRefEjyyyyjj
00007ffb1cb1cd8e (__TEXT,__text) external __ZN4llvm16MachObjectWriter24executePostLayoutBindingERNS_11MCAssemblerERKNS_11MCAsmLayoutE
00007ffb1cb1ae4a (__TEXT,__text) external __ZN4llvm16MachObjectWriter24writeDysymtabLoadCommandEjjjjjjjj
00007ffb1d6aa872 (__TEXT,__text) external __ZN4llvm16MachObjectWriter24writeLinkeditLoadCommandEjjj
00007ffb1cb1b81a (__TEXT,__text) external __ZN4llvm16MachObjectWriter25writeLoadDylibLoadCommandENS_9StringRefE
00007ffb1d6aa964 (__TEXT,__text) external __ZN4llvm16MachObjectWriter29writeLinkerOptionsLoadCommandERKNSt3__16vectorINS1_12basic_stringIcNS1_11char_traitsIcEENS1_9allocatorIcEEEENS6_IS8_EEEE
00007ffb1cb19d8a (__TEXT,__text) external __ZN4llvm16MachObjectWriter33doesSymbolRequireExternRelocationERKNS_8MCSymbolE
00007ffb1cb19ba4 (__TEXT,__text) external __ZN4llvm16MachObjectWriter5resetEv
00007ffb1c150d22 (__TEXT,__text) external __ZN4llvm16MachineFrameInfo17CreateFixedObjectEyxbb
00007ffb1c150922 (__TEXT,__text) external __ZN4llvm16MachineFrameInfo17CreateStackObjectEyNS_5AlignEbPKNS_10AllocaInstEh
00007ffb1c150910 (__TEXT,__text) external __ZN4llvm16MachineFrameInfo18ensureMaxAlignmentENS_5AlignE
00007ffb1c150b24 (__TEXT,__text) external __ZN4llvm16MachineFrameInfo22CreateSpillStackObjectEyNS_5AlignE
00007ffb1c151464 (__TEXT,__text) external __ZN4llvm16MachineFrameInfo23computeMaxCallFrameSizeERKNS_15MachineFunctionE
00007ffb1c150b7c (__TEXT,__text) external __ZN4llvm16MachineFrameInfo25CreateVariableSizedObjectENS_5AlignEPKNS_10AllocaInstE
00007ffb1c15108a (__TEXT,__text) external __ZN4llvm16MachineFrameInfo27CreateFixedSpillStackObjectEyxb
00007ffb1d595626 (__TEXT,__text) external __ZN4llvm16MachinePipeliner12scheduleLoopERNS_11MachineLoopE
00007ffb1c183342 (__TEXT,__text) external __ZN4llvm16MachinePipeliner15canPipelineLoopERNS_11MachineLoopE
00007ffb1d595a10 (__TEXT,__text) external __ZN4llvm16MachinePipeliner18preprocessPhiNodesERNS_17MachineBasicBlockE
00007ffb1c182f56 (__TEXT,__text) external __ZN4llvm16MachinePipeliner20runOnMachineFunctionERNS_15MachineFunctionE
00007ffb1d5958d0 (__TEXT,__text) external __ZN4llvm16MachinePipeliner20swingModuloSchedulerERNS_11MachineLoopE
00007ffb1c1830fe (__TEXT,__text) external __ZN4llvm16MachinePipeliner24setPragmaPipelineOptionsERNS_11MachineLoopE
00007ffb444d26d0 (__DATA,__common) external __ZN4llvm16MachinePipeliner2IDE
00007ffb42f295f0 (__DATA_CONST,__const) external __ZN4llvm16MachineSinkingIDE
00007ffb444d0ce0 (__DATA,__common) external __ZN4llvm16MatchCallsByNameE
00007ffb1be137e4 (__TEXT,__text) external __ZN4llvm16MemoryDepChecker10Dependence22isSafeForVectorizationENS1_7DepTypeE
00007ffb444a64c0 (__DATA,__data) external __ZN4llvm16MemoryDepChecker10Dependence7DepNameE
00007ffb1be1459c (__TEXT,__text) external __ZN4llvm16MemoryDepChecker11areDepsSafeERNS_18EquivalenceClassesINS_14PointerIntPairIPNS_5ValueELj1EbNS_21PointerLikeTypeTraitsIS4_EENS_18PointerIntPairInfoIS4_Lj1ES6_EEEENSt3__14lessIS9_EEEERNS_11SmallVectorIS9_Lj8EEERKNS_8DenseMapIPKS3_S4_NS_12DenseMapInfoISK_vEENS_6detail12DenseMapPairISK_S4_EEEE
00007ffb1be138a4 (__TEXT,__text) external __ZN4llvm16MemoryDepChecker11isDependentERKNS_14PointerIntPairIPNS_5ValueELj1EbNS_21PointerLikeTypeTraitsIS3_EENS_18PointerIntPairInfoIS3_Lj1ES5_EEEEjSA_jRKNS_8DenseMapIPKS2_S3_NS_12DenseMapInfoISD_vEENS_6detail12DenseMapPairISD_S3_EEEE
00007ffb1be13890 (__TEXT,__text) external __ZN4llvm16MemoryDepChecker13mergeInStatusENS0_25VectorizationSafetyStatusE
00007ffb1be13818 (__TEXT,__text) external __ZN4llvm16MemoryDepChecker28couldPreventStoreLoadForwardEyy
00007ffb1be137b0 (__TEXT,__text) external __ZN4llvm16MemoryDepChecker9addAccessEPNS_8LoadInstE
00007ffb1be133d8 (__TEXT,__text) external __ZN4llvm16MemoryDepChecker9addAccessEPNS_9StoreInstE
00007ffb1be65b94 (__TEXT,__text) external __ZN4llvm16MemorySSAUpdater10moveBeforeEPNS_14MemoryUseOrDefES2_
00007ffb1be5d1f6 (__TEXT,__text) external __ZN4llvm16MemorySSAUpdater10recursePhiEPNS_12MemoryAccessE
00007ffb1be6006c (__TEXT,__text) external __ZN4llvm16MemorySSAUpdater10removeEdgeEPNS_10BasicBlockES2_
00007ffb1be65cb8 (__TEXT,__text) external __ZN4llvm16MemorySSAUpdater11moveToPlaceEPNS_14MemoryUseOrDefEPNS_10BasicBlockENS_9MemorySSA14InsertionPlaceE
00007ffb1be625dc (__TEXT,__text) external __ZN4llvm16MemorySSAUpdater12applyUpdatesENS_8ArrayRefINS_3cfg6UpdateIPNS_10BasicBlockEEEEERNS_13DominatorTreeEb
00007ffb1be669c6 (__TEXT,__text) external __ZN4llvm16MemorySSAUpdater12removeBlocksERKNS_14SmallSetVectorIPNS_10BasicBlockELj8EEE
00007ffb1be5d108 (__TEXT,__text) external __ZN4llvm16MemorySSAUpdater14getPreviousDefEPNS_12MemoryAccessE
00007ffb1be65e88 (__TEXT,__text) external __ZN4llvm16MemorySSAUpdater15moveAllAccessesEPNS_10BasicBlockES2_PNS_11InstructionE
00007ffb1be6021a (__TEXT,__text) external __ZN4llvm16MemorySSAUpdater16cloneUsesAndDefsEPNS_10BasicBlockES2_RKNS_8ValueMapIPKNS_5ValueENS_14WeakTrackingVHENS_14ValueMapConfigIS6_NS_3sys10SmartMutexILb0EEEEEEERNS_13SmallDenseMapIPNS_9MemoryPhiEPNS_12MemoryAccessELj4ENS_12DenseMapInfoISI_vEENS_6detail12DenseMapPairISI_SK_EEEEb
00007ffb1d52fef4 (__TEXT,__text) external __ZN4llvm16MemorySSAUpdater18applyInsertUpdatesENS_8ArrayRefINS_3cfg6UpdateIPNS_10BasicBlockEEEEERNS_13DominatorTreeE
00007ffb1be62b28 (__TEXT,__text) external __ZN4llvm16MemorySSAUpdater18applyInsertUpdatesENS_8ArrayRefINS_3cfg6UpdateIPNS_10BasicBlockEEEEERNS_13DominatorTreeEPKNS_9GraphDiffIS5_Lb0EEE
00007ffb1be5ca62 (__TEXT,__text) external __ZN4llvm16MemorySSAUpdater18removeMemoryAccessEPNS_12MemoryAccessEb
00007ffb1d530154 (__TEXT,__text) external __ZN4llvm16MemorySSAUpdater19changeToUnreachableEPKNS_11InstructionE
00007ffb1be5d7c0 (__TEXT,__text) external __ZN4llvm16MemorySSAUpdater19tryRemoveTrivialPhiEPNS_9MemoryPhiE
00007ffb1be61152 (__TEXT,__text) external __ZN4llvm16MemorySSAUpdater19updateForClonedLoopERKNS_13LoopBlocksRPOENS_8ArrayRefIPNS_10BasicBlockEEERKNS_8ValueMapIPKNS_5ValueENS_14WeakTrackingVHENS_14ValueMapConfigISB_NS_3sys10SmartMutexILb0EEEEEEEb
00007ffb1be5ff16 (__TEXT,__text) external __ZN4llvm16MemorySSAUpdater20tryRemoveTrivialPhisENS_8ArrayRefINS_6WeakVHEEE
00007ffb1be5c7d0 (__TEXT,__text) external __ZN4llvm16MemorySSAUpdater21getPreviousDefFromEndEPNS_10BasicBlockERNS_8DenseMapIS2_NS_10TrackingVHINS_12MemoryAccessEEENS_12DenseMapInfoIS2_vEENS_6detail12DenseMapPairIS2_S6_EEEE
00007ffb1be5d182 (__TEXT,__text) external __ZN4llvm16MemorySSAUpdater21getPreviousDefInBlockEPNS_12MemoryAccessE
00007ffb1be66d38 (__TEXT,__text) external __ZN4llvm16MemorySSAUpdater22createMemoryAccessInBBEPNS_11InstructionEPNS_12MemoryAccessEPKNS_10BasicBlockENS_9MemorySSA14InsertionPlaceE
00007ffb1be66d7c (__TEXT,__text) external __ZN4llvm16MemorySSAUpdater23createMemoryAccessAfterEPNS_11InstructionEPNS_12MemoryAccessES4_
00007ffb1be5b02c (__TEXT,__text) external __ZN4llvm16MemorySSAUpdater23getPreviousDefRecursiveEPNS_10BasicBlockERNS_8DenseMapIS2_NS_10TrackingVHINS_12MemoryAccessEEENS_12DenseMapInfoIS2_vEENS_6detail12DenseMapPairIS2_S6_EEEE
00007ffb1be65fd0 (__TEXT,__text) external __ZN4llvm16MemorySSAUpdater23moveAllAfterMergeBlocksEPNS_10BasicBlockES2_PNS_11InstructionE
00007ffb1d530380 (__TEXT,__text) external __ZN4llvm16MemorySSAUpdater24createMemoryAccessBeforeEPNS_11InstructionEPNS_12MemoryAccessEPNS_14MemoryUseOrDefE
00007ffb1d53002e (__TEXT,__text) external __ZN4llvm16MemorySSAUpdater24moveAllAfterSpliceBlocksEPNS_10BasicBlockES2_PNS_11InstructionE
00007ffb1be624b8 (__TEXT,__text) external __ZN4llvm16MemorySSAUpdater28updateForClonedBlockIntoPredEPNS_10BasicBlockES2_RKNS_8ValueMapIPKNS_5ValueENS_14WeakTrackingVHENS_14ValueMapConfigIS6_NS_3sys10SmartMutexILb0EEEEEEE
00007ffb1d52fd14 (__TEXT,__text) external __ZN4llvm16MemorySSAUpdater29updateExitBlocksForClonedLoopENS_8ArrayRefIPNS_10BasicBlockEEENS1_INSt3__110unique_ptrINS_8ValueMapIPKNS_5ValueENS_14WeakTrackingVHENS_14ValueMapConfigISA_NS_3sys10SmartMutexILb0EEEEEEENS5_14default_deleteISH_EEEEEERNS_13DominatorTreeE
00007ffb1d52fb00 (__TEXT,__text) external __ZN4llvm16MemorySSAUpdater29updateExitBlocksForClonedLoopENS_8ArrayRefIPNS_10BasicBlockEEERKNS_8ValueMapIPKNS_5ValueENS_14WeakTrackingVHENS_14ValueMapConfigIS8_NS_3sys10SmartMutexILb0EEEEEEERNS_13DominatorTreeE
00007ffb1be6010e (__TEXT,__text) external __ZN4llvm16MemorySSAUpdater30removeDuplicatePhiEdgesBetweenEPKNS_10BasicBlockES3_
00007ffb1be6095e (__TEXT,__text) external __ZN4llvm16MemorySSAUpdater42updatePhisWhenInsertingUniqueBackedgeBlockEPNS_10BasicBlockES2_S2_
00007ffb1be661c4 (__TEXT,__text) external __ZN4llvm16MemorySSAUpdater44wireOldPredecessorsToNewImmediatePredecessorEPNS_10BasicBlockES2_NS_8ArrayRefIS2_EEb
00007ffb1be5f650 (__TEXT,__text) external __ZN4llvm16MemorySSAUpdater9fixupDefsERKNS_15SmallVectorImplINS_6WeakVHEEE
00007ffb1be5dc5e (__TEXT,__text) external __ZN4llvm16MemorySSAUpdater9insertDefEPNS_9MemoryDefEb
00007ffb1be5d8f8 (__TEXT,__text) external __ZN4llvm16MemorySSAUpdater9insertUseEPNS_9MemoryUseEb
00007ffb1d53001a (__TEXT,__text) external __ZN4llvm16MemorySSAUpdater9moveAfterEPNS_14MemoryUseOrDefES2_
00007ffb1c45e02c (__TEXT,__text) external __ZN4llvm16MetadataTracking13isReplaceableERKNS_8MetadataE
00007ffb1c45d9fc (__TEXT,__text) external __ZN4llvm16MetadataTracking5trackEPvRNS_8MetadataENS_12PointerUnionIJPNS_15MetadataAsValueEPS2_EEE
00007ffb1c45de34 (__TEXT,__text) external __ZN4llvm16MetadataTracking7retrackEPvRNS_8MetadataES1_
00007ffb1c45dc7a (__TEXT,__text) external __ZN4llvm16MetadataTracking7untrackEPvRNS_8MetadataE
00007ffb1cab1616 (__TEXT,__text) external __ZN4llvm16ModuleCacheEntry11writeObjectERKNS_12MemoryBufferENS_9StringRefE
00007ffb1cab0f38 (__TEXT,__text) external __ZN4llvm16ModuleCacheEntry15computeCacheKeyERKNS_18ModuleSummaryIndexENS_9StringRefERKNS_9StringMapINSt3__113unordered_setIyNS6_4hashIyEENS6_8equal_toIyEENS6_9allocatorIyEEEENS_15MallocAllocatorEEERKNS_8DenseSetINS_9ValueInfoENS_12DenseMapInfoISK_vEEEERKNS6_3mapIyNS_11GlobalValue12LinkageTypesENS6_4lessIyEENSC_INS6_4pairIKySS_EEEEEERKNS_8DenseMapIyPNS_18GlobalValueSummaryENSL_IyvEENS_6detail12DenseMapPairIyS14_EEEEjbRKNS_20TargetMachineBuilderE
00007ffb1cab1574 (__TEXT,__text) external __ZN4llvm16ModuleCacheEntry5writeENS_9StringRefE
00007ffb1d12b686 (__TEXT,__text) external __ZN4llvm16NamedRegionTimerC1ENS_9StringRefES1_S1_S1_b
00007ffb1d12b4bc (__TEXT,__text) external __ZN4llvm16NamedRegionTimerC2ENS_9StringRefES1_S1_S1_b
00007ffb1cb5f51e (__TEXT,__text) external __ZN4llvm16NewArchiveMember12getOldMemberERKNS_6object7Archive5ChildEb
00007ffb1cb5f6fe (__TEXT,__text) external __ZN4llvm16NewArchiveMember7getFileENS_9StringRefEb
00007ffb1cb5f49a (__TEXT,__text) external __ZN4llvm16NewArchiveMemberC1ENS_15MemoryBufferRefE
00007ffb1cb5f416 (__TEXT,__text) external __ZN4llvm16NewArchiveMemberC2ENS_15MemoryBufferRefE
00007ffb444d1fd8 (__DATA,__common) external __ZN4llvm16OptimizePHIsPass3KeyE
00007ffb1c7fdfd4 (__TEXT,__text) external __ZN4llvm16OutlinableRegion10getBenefitERNS_19TargetTransformInfoE
00007ffb1c7fd514 (__TEXT,__text) external __ZN4llvm16OutlinableRegion14splitCandidateEv
00007ffb1c7fdd58 (__TEXT,__text) external __ZN4llvm16OutlinableRegion17reattachCandidateEv
00007ffb1c7fd4ce (__TEXT,__text) external __ZN4llvm16OutlinableRegion24findCorrespondingBlockInERKS0_PNS_10BasicBlockE
00007ffb1c7fd3d8 (__TEXT,__text) external __ZN4llvm16OutlinableRegion24findCorrespondingValueInERKS0_PNS_5ValueE
00007ffb1c252002 (__TEXT,__text) external __ZN4llvm16PBQPRAConstraint6anchorEv
00007ffb1c251ffc (__TEXT,__text) external __ZN4llvm16PBQPRAConstraintD0Ev
00007ffb1c251ff6 (__TEXT,__text) external __ZN4llvm16PBQPRAConstraintD1Ev
00007ffb1c251ff0 (__TEXT,__text) external __ZN4llvm16PBQPRAConstraintD2Ev
00007ffb444d99a0 (__DATA,__common) external __ZN4llvm16PGSOColdCodeOnlyE
00007ffb42f2b340 (__DATA_CONST,__const) external __ZN4llvm16PHIEliminationIDE
00007ffb1c3e0780 (__TEXT,__text) external __ZN4llvm16PointerAlignElem9getInBitsEjNS_5AlignES1_jj
00007ffb1f847e58 (__TEXT,__const) external __ZN4llvm16RegisterBankInfo14OperandsMapper11DontKnowIdxE
00007ffb1d5bc6e6 (__TEXT,__text) external __ZN4llvm16RegisterBankInfo14OperandsMapper11createVRegsEj
00007ffb1d5bc622 (__TEXT,__text) external __ZN4llvm16RegisterBankInfo14OperandsMapper11getVRegsMemEj
00007ffb1c28dcec (__TEXT,__text) external __ZN4llvm16RegisterBankInfo14OperandsMapper14getNewVRegsEndEjj
00007ffb1c28dd20 (__TEXT,__text) external __ZN4llvm16RegisterBankInfo14OperandsMapper8setVRegsEjjNS_8RegisterE
00007ffb1d5bc618 (__TEXT,__text) external __ZN4llvm16RegisterBankInfo14OperandsMapperC1ERNS_12MachineInstrERKNS0_18InstructionMappingERNS_19MachineRegisterInfoE
00007ffb1d5bc5d2 (__TEXT,__text) external __ZN4llvm16RegisterBankInfo14OperandsMapperC2ERNS_12MachineInstrERKNS0_18InstructionMappingERNS_19MachineRegisterInfoE
00007ffb1f847e50 (__TEXT,__const) external __ZN4llvm16RegisterBankInfo16DefaultMappingIDE
00007ffb1f847e54 (__TEXT,__const) external __ZN4llvm16RegisterBankInfo16InvalidMappingIDE
00007ffb1c28d8fe (__TEXT,__text) external __ZN4llvm16RegisterBankInfo19applyDefaultMappingERKNS0_14OperandsMapperE
00007ffb1c28cd8c (__TEXT,__text) external __ZN4llvm16RegisterBankInfo24constrainGenericRegisterENS_8RegisterERKNS_19TargetRegisterClassERNS_19MachineRegisterInfoE
00007ffb1c28cb30 (__TEXT,__text) external __ZN4llvm16RegisterBankInfoC1EPPNS_12RegisterBankEj
00007ffb1d5bbf9c (__TEXT,__text) external __ZN4llvm16RegisterBankInfoC2EPPNS_12RegisterBankEj
00007ffb1d5ba622 (__TEXT,__text) external __ZN4llvm16RegisterOperands14detectDeadDefsERKNS_12MachineInstrERKNS_13LiveIntervalsE
00007ffb1c274366 (__TEXT,__text) external __ZN4llvm16RegisterOperands18adjustLaneLivenessERKNS_13LiveIntervalsERKNS_19MachineRegisterInfoENS_9SlotIndexEPNS_12MachineInstrE
00007ffb1c273e3c (__TEXT,__text) external __ZN4llvm16RegisterOperands7collectERKNS_12MachineInstrERKNS_18TargetRegisterInfoERKNS_19MachineRegisterInfoEbb
00007ffb1be888e0 (__TEXT,__text) external __ZN4llvm16SCEVPtrToIntExprC1ENS_19FoldingSetNodeIDRefEPKNS_4SCEVEPNS_4TypeE
00007ffb1be88836 (__TEXT,__text) external __ZN4llvm16SCEVPtrToIntExprC2ENS_19FoldingSetNodeIDRefEPKNS_4SCEVEPNS_4TypeE
00007ffb1be88b98 (__TEXT,__text) external __ZN4llvm16SCEVTruncateExprC1ENS_19FoldingSetNodeIDRefEPKNS_4SCEVEPNS_4TypeE
00007ffb1be88aee (__TEXT,__text) external __ZN4llvm16SCEVTruncateExprC2ENS_19FoldingSetNodeIDRefEPKNS_4SCEVEPNS_4TypeE
00007ffb1d115a72 (__TEXT,__text) external __ZN4llvm16ScaledNumberBase4dumpEysi
00007ffb1d115a18 (__TEXT,__text) external __ZN4llvm16ScaledNumberBase5printERNS_11raw_ostreamEysij
00007ffb1d1151f4 (__TEXT,__text) external __ZN4llvm16ScaledNumberBase8toStringEysij
00007ffb1bdc50ba (__TEXT,__text) external __ZN4llvm16SimplifyAShrInstEPNS_5ValueES1_bRKNS_13SimplifyQueryE
00007ffb1bdd581d (__TEXT,__text) external __ZN4llvm16SimplifyCastInstEjPNS_5ValueEPNS_4TypeERKNS_13SimplifyQueryE
00007ffb1bdd6291 (__TEXT,__text) external __ZN4llvm16SimplifyFAddInstEPNS_5ValueES1_NS_13FastMathFlagsERKNS_13SimplifyQueryENS_2fp17ExceptionBehaviorENS_12RoundingModeE
00007ffb1bdd0810 (__TEXT,__text) external __ZN4llvm16SimplifyFCmpInstEjPNS_5ValueES1_NS_13FastMathFlagsERKNS_13SimplifyQueryE
00007ffb1bdd6be6 (__TEXT,__text) external __ZN4llvm16SimplifyFDivInstEPNS_5ValueES1_NS_13FastMathFlagsERKNS_13SimplifyQueryENS_2fp17ExceptionBehaviorENS_12RoundingModeE
