0000000235ecc920 (__TEXT,__const) non-external (was a private external) _CloudAssetsCommonsVersionNumber
0000000235ed31f8 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y_____G s23_ContiguousArrayStorageC s5UInt8V
0000000235ed2788 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y_____G6result_SS21sandboxExtensionTokent 18CloudAssetsCommons9XPCResultO AA21AssetDownloadResponseV
0000000235ed3236 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y_____y_____cG s17_NativeDictionaryV 10Foundation4UUIDV 18CloudAssetsCommons24XPCAsyncSequenceResponseV
0000000235ed31ac (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____yq_______p_G Scs12ContinuationV s5ErrorP
0000000235ed3174 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____yx______p_G Scs12ContinuationV s5ErrorP
0000000235ed31ca (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic q_
0000000235ed298e (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic x
0000000235ed3164 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic y_____c 18CloudAssetsCommons24XPCAsyncSequenceResponseV
0000000235ed280c (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic ypXmT______t s13DecodingErrorO7ContextV
0000000235ed3226 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic ytIeAgHr_
0000000235ed2248 (__TEXT,__const) non-external _type_layout_string 18CloudAssetsCommons13InternalErrorO
0000000235ed0a40 (__TEXT,__const) non-external _type_layout_string 18CloudAssetsCommons20UploadRequestMessageO
0000000235ed1dc0 (__TEXT,__const) non-external _type_layout_string 18CloudAssetsCommons22DownloadRequestMessageO
0000000235ed0fb0 (__TEXT,__const) non-external _type_layout_string 18CloudAssetsCommons24XPCAsyncSequenceResponseV5EventO
0000000235ed24e8 (__TEXT,__const) non-external _type_layout_string 18CloudAssetsCommons25SimultaneousTransferErrorO
0000000235ecffc8 (__TEXT,__const) non-external _type_layout_string 18CloudAssetsCommons5AssetV9ProtectorV
0000000235ecdef8 (__TEXT,__const) non-external _type_layout_string 18CloudAssetsCommons6SignalV
0000000235ecd408 (__TEXT,__const) non-external _type_layout_string 18CloudAssetsCommons8XPCErrorO
