                 (undefined) external _APP_SANDBOX_READ (from libSystem)
                 (undefined) external _NSTemporaryDirectory (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSFileManager (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSString (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSURL (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSURLComponents (from Foundation)
0000000218893808 (__DATA,__data) external _PXR_WORK_THREAD_LIMIT
000000020a3d4020 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateDataC2Ev
000000020a3d4164 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateDataD0Ev
000000020a3d410c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateDataD1Ev
000000020a3d40b4 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateDataD2Ev
000000020a3f446c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateFile9CrateFile10Spec_0_0_1C1ERKNS1_4SpecE
000000020a3f4458 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateFile9CrateFile10Spec_0_0_1C2ERKNS1_4SpecE
000000020a3ee074 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateFile9CrateFile10_AddStringERKNSt3__112basic_stringIcNS2_11char_traitsIcEENS2_9allocatorIcEEEE
000000020a3eaf74 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateFile9CrateFile10_BootStrapC1ERKNS1_7VersionE
000000020a3e681c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateFile9CrateFile10_BootStrapC1Ev
000000020a3f44b8 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateFile9CrateFile10_BootStrapC2ERKNS1_7VersionE
000000020a3f4480 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateFile9CrateFile10_BootStrapC2Ev
000000020a3e5210 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateFile9CrateFile10_FileRangeD1Ev
000000020a3e51d8 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateFile9CrateFile10_FileRangeD2Ev
000000020a3e8030 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateFile9CrateFile10_InitAssetEv
000000020a3e78d4 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateFile9CrateFile10_InitPreadEv
000000020a3e5c10 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateFile9CrateFile10_MmapAssetEPKcRKNSt3__110shared_ptrINS_7ArAssetEEE
000000020a3ea910 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateFile9CrateFile10_PackValueERKNS_7VtValueE
000000020a3ec714 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateFile9CrateFile11_WritePathsERNS1_7_WriterE
000000020a3ed274 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateFile9CrateFile11_WriteSpecsERNS1_7_WriterE
000000020a3e9578 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateFile9CrateFile12StartPackingERKNSt3__112basic_stringIcNS2_11char_traitsIcEENS2_9allocatorIcEEEE
000000020a3ead6c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateFile9CrateFile12_AddFieldSetERKNSt3__16vectorINS0_10FieldIndexENS2_9allocatorIS4_EEEE
000000020a3e54a4 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateFile9CrateFile12_FileMapping14ZeroCopySource9_DetachedEPNS_25Vt_ArrayForeignDataSourceE
000000020a3e54f0 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateFile9CrateFile12_FileMapping14ZeroCopySourceC1EPS2_Pvm
000000020a3e5488 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateFile9CrateFile12_FileMapping14ZeroCopySourceC2EPS2_Pvm
000000020a3e5388 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateFile9CrateFile12_FileMapping17AddRangeReferenceEPvm
000000020a3e52a0 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateFile9CrateFile12_FileMapping23_DetachReferencedRangesEv
000000020a3e5384 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateFile9CrateFile12_FileMappingD1Ev
000000020a3e5248 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateFile9CrateFile12_FileMappingD2Ev
000000020a3ec1d4 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateFile9CrateFile12_WriteFieldsERNS1_7_WriterE
000000020a3f4294 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateFile9CrateFile15_IsKnownSectionEPKc
000000020a3ec4d8 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateFile9CrateFile15_WriteFieldSetsERNS1_7_WriterE
000000020a3ea388 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateFile9CrateFile17_AddDeferredSpecsEv
000000020a3e8cf0 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateFile9CrateFile20_DeleteValueHandlersEv
000000020a3e6448 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateFile9CrateFile23GetSoftwareVersionTokenEv
000000020a3e6854 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateFile9CrateFile23_DoAllTypeRegistrationsEv
000000020a3ed6c0 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateFile9CrateFile27_BuildDecompressedPathsImplERKNSt3__16vectorIjNS2_9allocatorIjEEEERKNS3_IiNS4_IiEEEESC_mNS_7SdfPathERNS_14WorkDispatcherE
000000020a3eafbc (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateFile9CrateFile29_ClearValueHandlerDedupTablesEv
000000020a3e5fc8 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateFile9CrateFile4OpenERKNSt3__112basic_stringIcNS2_11char_traitsIcEENS2_9allocatorIcEEEE
000000020a3f4444 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateFile9CrateFile4SpecC1ERKNS1_10Spec_0_0_1E
000000020a3f4430 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateFile9CrateFile4SpecC2ERKNS1_10Spec_0_0_1E
000000020a3e9820 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateFile9CrateFile6Packer5CloseEv
000000020a3ea168 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateFile9CrateFile6PackerC1EOS2_
000000020a3ea158 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateFile9CrateFile6PackerC2EOS2_
000000020a3ea1c4 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateFile9CrateFile6PackerD1Ev
000000020a3ea188 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateFile9CrateFile6PackerD2Ev
000000020a3ea178 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateFile9CrateFile6PackeraSEOS2_
000000020a3e9b34 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateFile9CrateFile6_WriteEv
000000020a3e562c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateFile9CrateFile7CanReadERKNSt3__112basic_stringIcNS2_11char_traitsIcEENS2_9allocatorIcEEEE
000000020a3eba94 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateFile9CrateFile8_AddPathERKNS_7SdfPathE
000000020a3eb3a8 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateFile9CrateFile8_AddSpecERKNS_7SdfPathENS_11SdfSpecTypeERKNSt3__16vectorINS6_4pairINS_7TfTokenENS_7VtValueEEENS6_9allocatorISB_EEEE
000000020a3eaec4 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateFile9CrateFile8_SectionC1EPKcxx
000000020a3f4500 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateFile9CrateFile8_SectionC2EPKcxx
000000020a3e5b2c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateFile9CrateFile9CreateNewEv
000000020a3eac08 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateFile9CrateFile9_AddFieldERKNSt3__14pairINS_7TfTokenENS_7VtValueEEE
000000020a3e9740 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateFile9CrateFile9_AddTokenERKNS_7TfTokenE
000000020a3e6e14 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateFile9CrateFile9_InitMMapEv
000000020a3e5e40 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateFile9CrateFile9_MmapFileEPKcP7__sFILE
000000020a3e6444 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateFile9CrateFileC1ERKNSt3__112basic_stringIcNS2_11char_traitsIcEENS2_9allocatorIcEEEERKNS2_10shared_ptrINS_7ArAssetEEE
000000020a3e643c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateFile9CrateFileC1ERKNSt3__112basic_stringIcNS2_11char_traitsIcEENS2_9allocatorIcEEEESA_N5boost13intrusive_ptrINS1_12_FileMappingEEERKNS2_10shared_ptrINS_7ArAssetEEE
000000020a3e6440 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateFile9CrateFileC1ERKNSt3__112basic_stringIcNS2_11char_traitsIcEENS2_9allocatorIcEEEESA_ONS1_10_FileRangeERKNS2_10shared_ptrINS_7ArAssetEEE
000000020a3e5c0c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateFile9CrateFileC1Eb
000000020a3e7da4 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateFile9CrateFileC2ERKNSt3__112basic_stringIcNS2_11char_traitsIcEENS2_9allocatorIcEEEERKNS2_10shared_ptrINS_7ArAssetEEE
000000020a3e6b70 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateFile9CrateFileC2ERKNSt3__112basic_stringIcNS2_11char_traitsIcEENS2_9allocatorIcEEEESA_N5boost13intrusive_ptrINS1_12_FileMappingEEERKNS2_10shared_ptrINS_7ArAssetEEE
000000020a3e762c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateFile9CrateFileC2ERKNSt3__112basic_stringIcNS2_11char_traitsIcEENS2_9allocatorIcEEEESA_ONS1_10_FileRangeERKNS2_10shared_ptrINS_7ArAssetEEE
000000020a3e65b8 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateFile9CrateFileC2Eb
000000020a3e9404 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateFile9CrateFileD1Ev
000000020a3e86dc (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateFile9CrateFileD2Ev
000000020a3f4598 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateFilelsERNSt3__113basic_ostreamIcNS1_11char_traitsIcEEEENS0_8ValueRepE
000000020a3f4614 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateFilelsERNSt3__113basic_ostreamIcNS1_11char_traitsIcEEEERKNS0_11TimeSamplesE
000000020a3f4674 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateFilelsERNSt3__113basic_ostreamIcNS1_11char_traitsIcEEEERKNS0_5IndexE
000000020a178c68 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Vt_HashDetail28_IssueUnimplementedHashErrorERKSt9type_info
000000020a16bd44 (__TEXT,__text) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13_TestPlugBaseILi1EE11GetTypeNameEv
000000020a16be34 (__TEXT,__text) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13_TestPlugBaseILi1EE11ManufactureERKNSt3__112basic_stringIcNS2_11char_traitsIcEENS2_9allocatorIcEEEE
000000020ab44bd0 (__TEXT,__const) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13_TestPlugBaseILi1EE1NE
000000020a16bdac (__TEXT,__text) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13_TestPlugBaseILi1EE3NewEv
000000020a16be04 (__TEXT,__text) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13_TestPlugBaseILi1EEC1Ev
000000020a16bf84 (__TEXT,__text) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13_TestPlugBaseILi1EEC2Ev
000000020a16bd04 (__TEXT,__text) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13_TestPlugBaseILi1EED0Ev
000000020a16bcc8 (__TEXT,__text) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13_TestPlugBaseILi1EED1Ev
000000020a16bc8c (__TEXT,__text) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13_TestPlugBaseILi1EED2Ev
000000020a16c06c (__TEXT,__text) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13_TestPlugBaseILi2EE11GetTypeNameEv
000000020a16c15c (__TEXT,__text) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13_TestPlugBaseILi2EE11ManufactureERKNSt3__112basic_stringIcNS2_11char_traitsIcEENS2_9allocatorIcEEEE
000000020ab44bd4 (__TEXT,__const) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13_TestPlugBaseILi2EE1NE
000000020a16c0d4 (__TEXT,__text) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13_TestPlugBaseILi2EE3NewEv
000000020a16c12c (__TEXT,__text) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13_TestPlugBaseILi2EEC1Ev
000000020a16c2ac (__TEXT,__text) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13_TestPlugBaseILi2EEC2Ev
000000020a16c02c (__TEXT,__text) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13_TestPlugBaseILi2EED0Ev
000000020a16bff0 (__TEXT,__text) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13_TestPlugBaseILi2EED1Ev
000000020a16bfb4 (__TEXT,__text) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13_TestPlugBaseILi2EED2Ev
000000020a16c394 (__TEXT,__text) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13_TestPlugBaseILi3EE11GetTypeNameEv
000000020a16c484 (__TEXT,__text) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13_TestPlugBaseILi3EE11ManufactureERKNSt3__112basic_stringIcNS2_11char_traitsIcEENS2_9allocatorIcEEEE
000000020ab44bd8 (__TEXT,__const) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13_TestPlugBaseILi3EE1NE
000000020a16c3fc (__TEXT,__text) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13_TestPlugBaseILi3EE3NewEv
000000020a16c454 (__TEXT,__text) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13_TestPlugBaseILi3EEC1Ev
000000020a16c5d4 (__TEXT,__text) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13_TestPlugBaseILi3EEC2Ev
000000020a16c354 (__TEXT,__text) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13_TestPlugBaseILi3EED0Ev
000000020a16c318 (__TEXT,__text) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13_TestPlugBaseILi3EED1Ev
000000020a16c2dc (__TEXT,__text) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13_TestPlugBaseILi3EED2Ev
000000020a16c6bc (__TEXT,__text) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13_TestPlugBaseILi4EE11GetTypeNameEv
000000020a16c7ac (__TEXT,__text) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13_TestPlugBaseILi4EE11ManufactureERKNSt3__112basic_stringIcNS2_11char_traitsIcEENS2_9allocatorIcEEEE
000000020ab44bdc (__TEXT,__const) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13_TestPlugBaseILi4EE1NE
000000020a16c724 (__TEXT,__text) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13_TestPlugBaseILi4EE3NewEv
000000020a16c77c (__TEXT,__text) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13_TestPlugBaseILi4EEC1Ev
000000020a16c8fc (__TEXT,__text) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13_TestPlugBaseILi4EEC2Ev
000000020a16c67c (__TEXT,__text) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13_TestPlugBaseILi4EED0Ev
000000020a16c640 (__TEXT,__text) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13_TestPlugBaseILi4EED1Ev
000000020a16c604 (__TEXT,__text) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13_TestPlugBaseILi4EED2Ev
000000020a0c22cc (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__14ArchFileAdviseEP7__sFILExmNS_14ArchFileAdviceE
000000020a0c46f0 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__14ArchMallocHook10InitializeEPFPvmPKvEPFS1_S1_mS3_EPFS1_mmS3_EPFvS1_S3_EPNSt3__112basic_stringIcNSC_11char_traitsIcEENSC_9allocatorIcEEEE
000000020a0c46c0 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__14ArchMallocHook13IsInitializedEv
000000020a88c320 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__14HdBufferSourceD0Ev
000000020a88c31c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__14HdBufferSourceD1Ev
000000020a88c318 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__14HdBufferSourceD2Ev
0000000218ae1038 (__DATA,__common) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__14HdCameraTokensE
000000020a8e1da4 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__14HdGetValueDataERKNS_7VtValueE
000000020a8a5590 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__14HdMeshTopology16ComputeNumPointsERKNS_7VtArrayIiEE
000000020a8a5a44 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__14HdMeshTopology17IsEnabledAdaptiveEv
000000020a8a562c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__14HdMeshTopologyC1ERKNS_17PxOsdMeshTopologyEi
000000020a8a5854 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__14HdMeshTopologyC1ERKNS_7TfTokenES3_RKNS_7VtArrayIiEES7_S7_i
000000020a8a5740 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__14HdMeshTopologyC1ERKNS_7TfTokenES3_RKNS_7VtArrayIiEES7_i
000000020a8a547c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__14HdMeshTopologyC1ERKS0_i
000000020a8a5304 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__14HdMeshTopologyC1Ev
000000020a8a5480 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__14HdMeshTopologyC2ERKNS_17PxOsdMeshTopologyEi
000000020a8a5744 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__14HdMeshTopologyC2ERKNS_7TfTokenES3_RKNS_7VtArrayIiEES7_S7_i
000000020a8a5630 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__14HdMeshTopologyC2ERKNS_7TfTokenES3_RKNS_7VtArrayIiEES7_i
000000020a8a5308 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__14HdMeshTopologyC2ERKS0_i
000000020a8a5204 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__14HdMeshTopologyC2Ev
000000020a8a5938 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__14HdMeshTopologyD0Ev
000000020a8a5934 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__14HdMeshTopologyD1Ev
000000020a8a5858 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__14HdMeshTopologyD2Ev
000000020a8a5960 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__14HdMeshTopologyaSERKS0_
0000000218ae10b0 (__DATA,__common) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__14HdOptionTokensE
000000020a8baeb4 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__14HdRenderBuffer4SyncEPNS_15HdSceneDelegateEPNS_13HdRenderParamEPj
000000020a8bafd8 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__14HdRenderBuffer8FinalizeEPNS_13HdRenderParamE
000000020a8bae6c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__14HdRenderBufferC2ERKNS_7SdfPathE
000000020a8baea8 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__14HdRenderBufferD0Ev
000000020a8baea4 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__14HdRenderBufferD1Ev
000000020a8baea0 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__14HdRenderBufferD2Ev
000000020a8cab0c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__14HdRenderThread10StopRenderEv
000000020a8ca6e8 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__14HdRenderThread10StopThreadEv
000000020a8caafc (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__14HdRenderThread11IsRenderingEv
000000020a8cab84 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__14HdRenderThread11PauseRenderEv
000000020a8caa78 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__14HdRenderThread11StartRenderEv
000000020a8ca7f0 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__14HdRenderThread11StartThreadEv
000000020a8ca934 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__14HdRenderThread11_RenderLoopEv
000000020a8cabf0 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__14HdRenderThread12IsPauseDirtyEv
000000020a8cab9c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__14HdRenderThread12ResumeRenderEv
000000020a8cabb4 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__14HdRenderThread15IsStopRequestedEv
000000020a8caa68 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__14HdRenderThread15IsThreadRunningEv
000000020a8cac00 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__14HdRenderThread15LockFramebufferEv
000000020a8cabe0 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__14HdRenderThread16IsPauseRequestedEv
000000020a8ca770 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__14HdRenderThread17SetRenderCallbackENSt3__18functionIFvvEEE
000000020a8ca7e8 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__14HdRenderThread19SetShutdownCallbackENSt3__18functionIFvvEEE
000000020a8ca544 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__14HdRenderThread22_DefaultRenderCallbackEv
000000020a8ca59c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__14HdRenderThread24_DefaultShutdownCallbackEv
000000020a8ca5a0 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__14HdRenderThreadC1Ev
000000020a8ca498 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__14HdRenderThreadC2Ev
000000020a8ca76c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__14HdRenderThreadD1Ev
000000020a8ca64c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__14HdRenderThreadD2Ev
0000000218ae1088 (__DATA,__common) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__14HdShaderTokensE
000000020a89cb80 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__14Hd_FlatNormals18ComputeFlatNormalsEPKNS_14HdMeshTopologyEPKNS_7GfVec3dE
000000020a89ca08 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__14Hd_FlatNormals18ComputeFlatNormalsEPKNS_14HdMeshTopologyEPKNS_7GfVec3fE
000000020a89ce70 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__14Hd_FlatNormals24ComputeFlatNormalsPackedEPKNS_14HdMeshTopologyEPKNS_7GfVec3dE
000000020a89ccf8 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__14Hd_FlatNormals24ComputeFlatNormalsPackedEPKNS_14HdMeshTopologyEPKNS_7GfVec3fE
000000020a87d254 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__14Hf_PluginEntry10SetFactoryERNS_6TfTypeERNSt3__18functionIFPNS_12HfPluginBaseEvEEE
