00007ff84338a698 (__DATA,__data) non-external _C
00007ff80035758b (__TEXT,__text) external _timeoff
00007ff8003426f0 (__TEXT,__text) external _times
00007ff80035e900 (__TEXT,__text) external _timespec_get
00007ff8002f696b (__TEXT,__text) non-external _timesub
00007ff8431a93a8 (__DATA_DIRTY,__common) external _timezone
00007ff80030fa6d (__TEXT,__text) external _timingsafe_bcmp
00007ff84338c6d0 (__DATA,__bss) non-external _tm
00007ff800322b90 (__TEXT,__text) non-external _tmcomp
00007ff80034f7f4 (__TEXT,__text) external _tmpfile
00007ff80034f91e (__TEXT,__text) external _tmpnam
00007ff84338c550 (__DATA,__bss) non-external _tmpnam.tmpcount
00007ff84338c558 (__DATA,__bss) non-external _tmpnam_buf
00007ff80034f9ab (__TEXT,__text) non-external _tmpnam_buf_allocate
00007ff84338aa40 (__DATA,__data) non-external _tmpnam_buf_control
00007ff80036ed28 (__TEXT,__const) non-external _tmundef
00007ff80032d438 (__TEXT,__text) external _toascii
00007ff80031e63f (__TEXT,__text) external _tolower
00007ff80032ddfa (__TEXT,__text) external _tolower_l
00007ff84338c188 (__DATA,__bss) non-external _toprec
00007ff84338c190 (__DATA,__bss) non-external _topreclen
00007ff80032d443 (__TEXT,__text) external _toupper
00007ff80032de19 (__TEXT,__text) external _toupper_l
00007ff800348b2c (__TEXT,__text) external _towctrans
00007ff800348a9e (__TEXT,__text) external _towctrans_l
00007ff80032e23c (__TEXT,__text) external _towlower
00007ff80032e745 (__TEXT,__text) external _towlower_l
00007ff80032e280 (__TEXT,__text) external _towupper
00007ff80032e764 (__TEXT,__text) external _towupper_l
00007ff8002f61b4 (__TEXT,__text) non-external _transtime
00007ff80030c043 (__TEXT,__text) non-external _tre_add_tag_left
00007ff800365b6c (__TEXT,__text) non-external _tre_add_tag_right
00007ff80030a21b (__TEXT,__text) non-external _tre_add_tags
00007ff80030a1de (__TEXT,__text) external _tre_ast_new_catenation
00007ff800309fa9 (__TEXT,__text) external _tre_ast_new_iter
00007ff800309d95 (__TEXT,__text) external _tre_ast_new_literal
00007ff800309dd0 (__TEXT,__text) external _tre_ast_new_node
00007ff800309f6f (__TEXT,__text) external _tre_ast_new_union
00007ff80030c6b0 (__TEXT,__text) non-external _tre_ast_to_tnfa
00007ff800307454 (__TEXT,__text) external _tre_compile
00007ff8003653bc (__TEXT,__text) non-external _tre_compute_nfl
00007ff80032511a (__TEXT,__text) non-external _tre_copy_ast
00007ff800364e70 (__TEXT,__text) non-external _tre_expand_ast
00007ff800368751 (__TEXT,__text) non-external _tre_expand_macro
00007ff800311037 (__TEXT,__text) external _tre_fill_pmatch
00007ff800311222 (__TEXT,__text) external _tre_free
00007ff8400842f0 (__DATA_CONST,__const) non-external _tre_macros
00007ff80030c75c (__TEXT,__text) non-external _tre_make_trans
00007ff80030cb4d (__TEXT,__text) non-external _tre_match
00007ff80030c0f5 (__TEXT,__text) non-external _tre_match_empty
00007ff800309e50 (__TEXT,__text) external _tre_mem_alloc_impl
00007ff80030ca86 (__TEXT,__text) external _tre_mem_destroy
00007ff800307da4 (__TEXT,__text) external _tre_mem_new_impl
00007ff80030bf10 (__TEXT,__text) non-external _tre_merge_branches
00007ff80030a144 (__TEXT,__text) non-external _tre_new_item
00007ff800307dd8 (__TEXT,__text) external _tre_parse
00007ff800324f44 (__TEXT,__text) non-external _tre_parse_bound
00007ff8003236ca (__TEXT,__text) non-external _tre_reset_last_matched_branches
00007ff8003687be (__TEXT,__text) non-external _tre_search_cnames
00007ff80032266e (__TEXT,__text) non-external _tre_set_empty
00007ff80032269c (__TEXT,__text) non-external _tre_set_one
00007ff80030c2c7 (__TEXT,__text) non-external _tre_set_union
00007ff80030cac9 (__TEXT,__text) external _tre_stack_destroy
00007ff800307d2b (__TEXT,__text) external _tre_stack_new
00007ff800309ca8 (__TEXT,__text) external _tre_stack_num_objects
00007ff800309d7c (__TEXT,__text) non-external (was a private external) _tre_stack_pop_int
00007ff80030a1c4 (__TEXT,__text) non-external (was a private external) _tre_stack_pop_voidptr
00007ff800309cbd (__TEXT,__text) non-external _tre_stack_push
00007ff800309cb1 (__TEXT,__text) non-external (was a private external) _tre_stack_push_int
00007ff800309f65 (__TEXT,__text) non-external (was a private external) _tre_stack_push_voidptr
00007ff800365c1c (__TEXT,__text) external _tre_tnfa_run_backtrack
00007ff80030cd10 (__TEXT,__text) external _tre_tnfa_run_parallel
00007ff80035e17f (__TEXT,__text) non-external _trecurse
00007ff800323647 (__TEXT,__text) external _tsearch
00007ff80031e435 (__TEXT,__text) external _ttyname
00007ff84338c260 (__DATA,__bss) non-external _ttyname_init
00007ff84338c268 (__DATA,__bss) non-external _ttyname_key
00007ff84338a770 (__DATA,__data) non-external _ttyname_lock
00007ff80031e521 (__TEXT,__text) external _ttyname_r
00007ff80034281e (__TEXT,__text) external _ttyslot
00007ff80035e167 (__TEXT,__text) external _twalk
00007ff8002f5f61 (__TEXT,__text) non-external _typesequiv
00007ff8002f4f11 (__TEXT,__text) non-external _tzload
00007ff8431a79d0 (__DATA_DIRTY,__data) external _tzname
00007ff8002f5890 (__TEXT,__text) non-external _tzparse
00007ff8002fa4f4 (__TEXT,__text) external _tzset
00007ff800357540 (__TEXT,__text) external _tzsetwall
00007ff8002f4d1c (__TEXT,__text) non-external _tzsetwall_basic
00007ff800342826 (__TEXT,__text) external _ualarm
00007ff84338aa08 (__DATA,__data) non-external _uglue
00007ff80034289c (__TEXT,__text) external _ulimit
                 (undefined) external _umask (from libsystem_kernel)
00007ff800331f91 (__TEXT,__text) external _umaskx_np
00007ff80030263a (__TEXT,__text) external _uname
00007ff80036fcb0 (__TEXT,__const) non-external _unbound_variable_str
00007ff800327ff2 (__TEXT,__text) non-external _underflow
00007ff800315b15 (__TEXT,__text) external _ungetc
00007ff80034fa43 (__TEXT,__text) external _ungetwc
00007ff80034faa9 (__TEXT,__text) external _ungetwc_l
00007ff84338c7f0 (__DATA,__bss) non-external _union_arg_queue
00007ff84338ba09 (__DATA,__bss) non-external _unix2003_mode
                 (undefined) external _unlink (from libsystem_kernel)
00007ff800314211 (__TEXT,__text) external _unlockpt
00007ff8002f3606 (__TEXT,__text) external _unsetenv
00007ff8003429dc (__TEXT,__text) external _unvis
00007ff80036c428 (__TEXT,__text) non-external _unvis.cold.1
00007ff80036c44b (__TEXT,__text) non-external _unvis.cold.2
00007ff80030250f (__TEXT,__text) external _uselocale
00007ff8002fbbbf (__TEXT,__text) external _usleep
00007ff800343160 (__TEXT,__text) external _usleep$NOCANCEL
00007ff8431a8930 (__DATA_DIRTY,__bss) non-external _usual
00007ff8431a7b60 (__DATA_DIRTY,__bss) non-external _usual_extra
00007ff80034319b (__TEXT,__text) external _utime
                 (undefined) external _utimes (from libsystem_kernel)
00007ff840083090 (__DATA_CONST,__const) non-external _utmpx_types
00007ff800363a34 (__TEXT,__text) external _utmpxname
00007ff8002f4870 (__TEXT,__text) external _uuid_clear
00007ff8002fa5ba (__TEXT,__text) external _uuid_compare
00007ff8002f32fb (__TEXT,__text) external _uuid_copy
00007ff800300bf2 (__TEXT,__text) external _uuid_generate
00007ff8002fc8c2 (__TEXT,__text) external _uuid_generate_random
00007ff800331ab9 (__TEXT,__text) external _uuid_generate_time
00007ff84338c0c8 (__DATA,__bss) non-external _uuid_generate_time.has_init
00007ff84338c0c0 (__DATA,__bss) non-external _uuid_generate_time.node_id
00007ff800300b0b (__TEXT,__text) external _uuid_is_null
00007ff8002fb652 (__TEXT,__text) external _uuid_pack
00007ff8002fb31f (__TEXT,__text) external _uuid_parse
00007ff8002fa65b (__TEXT,__text) external _uuid_unpack
00007ff800300b28 (__TEXT,__text) external _uuid_unparse
00007ff800318a34 (__TEXT,__text) external _uuid_unparse_lower
00007ff8002fa8e9 (__TEXT,__text) external _uuid_unparse_upper
00007ff8400833d0 (__DATA_CONST,__const) non-external _validlist
00007ff8002edcaa (__TEXT,__text) external _vasprintf
00007ff8002fbba0 (__TEXT,__text) external _vasprintf_l
00007ff800320c27 (__TEXT,__text) external _vasxprintf
00007ff800331672 (__TEXT,__text) external _vasxprintf_exec
00007ff80031eacd (__TEXT,__text) external _vdprintf
00007ff80031eaaf (__TEXT,__text) external _vdprintf_l
00007ff800330e26 (__TEXT,__text) external _vdxprintf
00007ff80033168c (__TEXT,__text) external _vdxprintf_exec
00007ff80036bf36 (__TEXT,__text) external _verr
00007ff80036be68 (__TEXT,__text) external _verrc
00007ff80036c036 (__TEXT,__text) external _verrx
00007ff800331e58 (__TEXT,__text) external _vfork
00007ff800323fbe (__TEXT,__text) external _vfprintf
00007ff800300630 (__TEXT,__text) external _vfprintf_l
00007ff80034ff10 (__TEXT,__text) external _vfscanf
00007ff80034ff8c (__TEXT,__text) external _vfscanf_l
00007ff800353f80 (__TEXT,__text) external _vfwprintf
00007ff800350044 (__TEXT,__text) external _vfwprintf_l
00007ff8003546fc (__TEXT,__text) external _vfwscanf
00007ff80035672c (__TEXT,__text) external _vfwscanf_l
00007ff800330e3d (__TEXT,__text) external _vfxprintf
00007ff8003316a5 (__TEXT,__text) external _vfxprintf_exec
00007ff80032395b (__TEXT,__text) external _vis
                 (undefined) external _vm_allocate (from libsystem_kernel)
                 (undefined) external _vm_region_64 (from libsystem_kernel)
00007ff80031e862 (__TEXT,__text) external _vprintf
00007ff8003567ab (__TEXT,__text) external _vprintf_l
00007ff8003567c8 (__TEXT,__text) external _vscanf
00007ff80035682a (__TEXT,__text) external _vscanf_l
00007ff8002f2aaf (__TEXT,__text) external _vsnprintf
00007ff8002fa4ba (__TEXT,__text) external _vsnprintf_l
00007ff8002fa765 (__TEXT,__text) external _vsprintf
00007ff8002fa793 (__TEXT,__text) external _vsprintf_l
00007ff800356891 (__TEXT,__text) external _vsscanf
00007ff8002f7337 (__TEXT,__text) external _vsscanf_l
00007ff800356ad8 (__TEXT,__text) external _vswprintf
00007ff8003568bf (__TEXT,__text) external _vswprintf_l
00007ff800356cd7 (__TEXT,__text) external _vswscanf
00007ff800356b06 (__TEXT,__text) external _vswscanf_l
00007ff800330e55 (__TEXT,__text) external _vsxprintf
00007ff8003316bf (__TEXT,__text) external _vsxprintf_exec
00007ff80036c22b (__TEXT,__text) external _vwarn
00007ff80036c188 (__TEXT,__text) external _vwarnc
00007ff80036c386 (__TEXT,__text) external _vwarnx
00007ff800356d05 (__TEXT,__text) external _vwprintf
00007ff800356d3d (__TEXT,__text) external _vwprintf_l
00007ff800356d5a (__TEXT,__text) external _vwscanf
00007ff800356d92 (__TEXT,__text) external _vwscanf_l
00007ff800330e83 (__TEXT,__text) external _vxprintf
00007ff8003316ed (__TEXT,__text) external _vxprintf_exec
00007ff80031d871 (__TEXT,__text) external _wait
00007ff800343740 (__TEXT,__text) external _wait$NOCANCEL
00007ff800343756 (__TEXT,__text) external _wait3
                 (undefined) external _wait4 (from libsystem_kernel)
00007ff800319197 (__TEXT,__text) external _waitpid
00007ff80034376d (__TEXT,__text) external _waitpid$NOCANCEL
00007ff80036c0d1 (__TEXT,__text) external _warn
00007ff80036c24e (__TEXT,__text) external _warnc
00007ff80036c2e8 (__TEXT,__text) external _warnx
00007ff800357dfe (__TEXT,__text) external _wcpcpy
00007ff800357e24 (__TEXT,__text) external _wcpncpy
00007ff800346e10 (__TEXT,__text) external _wcrtomb
00007ff800318908 (__TEXT,__text) external _wcrtomb_l
00007ff800357f0d (__TEXT,__text) external _wcscasecmp
00007ff800357e83 (__TEXT,__text) external _wcscasecmp_l
00007ff800357f35 (__TEXT,__text) external _wcscat
00007ff800315540 (__TEXT,__text) external _wcschr
00007ff800357f5b (__TEXT,__text) external _wcscmp
00007ff800358539 (__TEXT,__text) external _wcscoll
00007ff800357f77 (__TEXT,__text) external _wcscoll_l
00007ff800358561 (__TEXT,__text) external _wcscpy
00007ff8003591ec (__TEXT,__text) external _wcscspn
00007ff800359231 (__TEXT,__text) external _wcsdup
00007ff800347076 (__TEXT,__text) external _wcsftime
00007ff800346e56 (__TEXT,__text) external _wcsftime_l
00007ff80035927b (__TEXT,__text) external _wcslcat
00007ff80035930d (__TEXT,__text) external _wcslcpy
00007ff800314fdb (__TEXT,__text) external _wcslen
00007ff800359435 (__TEXT,__text) external _wcsncasecmp
00007ff800359377 (__TEXT,__text) external _wcsncasecmp_l
00007ff80035945d (__TEXT,__text) external _wcsncat
00007ff8003594a5 (__TEXT,__text) external _wcsncmp
00007ff8003594d7 (__TEXT,__text) external _wcsncpy
00007ff80035952a (__TEXT,__text) external _wcsnlen
00007ff8003470e3 (__TEXT,__text) external _wcsnrtombs
00007ff80034709e (__TEXT,__text) external _wcsnrtombs_l
00007ff80035954b (__TEXT,__text) external _wcspbrk
00007ff800359588 (__TEXT,__text) external _wcsrchr
00007ff800347417 (__TEXT,__text) external _wcsrtombs
00007ff8003473cc (__TEXT,__text) external _wcsrtombs_l
00007ff8003595a0 (__TEXT,__text) external _wcsspn
00007ff80035989f (__TEXT,__text) external _wcsstr
00007ff8003476ff (__TEXT,__text) external _wcstod
00007ff8003474bd (__TEXT,__text) external _wcstod_l
00007ff800347972 (__TEXT,__text) external _wcstof
00007ff800347730 (__TEXT,__text) external _wcstof_l
00007ff800347ba1 (__TEXT,__text) external _wcstoimax
00007ff8003479a0 (__TEXT,__text) external _wcstoimax_l
00007ff80035990b (__TEXT,__text) external _wcstok
00007ff800347dca (__TEXT,__text) external _wcstol
00007ff800347bc9 (__TEXT,__text) external _wcstol_l
00007ff80034801c (__TEXT,__text) external _wcstold
00007ff800347e00 (__TEXT,__text) external _wcstold_l
00007ff800348251 (__TEXT,__text) external _wcstoll
00007ff800348050 (__TEXT,__text) external _wcstoll_l
00007ff800348324 (__TEXT,__text) external _wcstombs
00007ff800348279 (__TEXT,__text) external _wcstombs_l
00007ff8003485c7 (__TEXT,__text) external _wcstoul
00007ff8003483d4 (__TEXT,__text) external _wcstoul_l
00007ff8003487e2 (__TEXT,__text) external _wcstoull
00007ff8003485ef (__TEXT,__text) external _wcstoull_l
00007ff8003489fd (__TEXT,__text) external _wcstoumax
00007ff80034880a (__TEXT,__text) external _wcstoumax_l
00007ff8003599fb (__TEXT,__text) external _wcswidth
00007ff800359980 (__TEXT,__text) external _wcswidth_l
00007ff800359bb8 (__TEXT,__text) external _wcsxfrm
00007ff800359a23 (__TEXT,__text) external _wcsxfrm_l
00007ff800324d7c (__TEXT,__text) external _wctob
00007ff800324da4 (__TEXT,__text) external _wctob_l
00007ff800315561 (__TEXT,__text) external _wctomb
00007ff800348a25 (__TEXT,__text) external _wctomb_l
00007ff800348b54 (__TEXT,__text) external _wctrans
00007ff800348bc2 (__TEXT,__text) external _wctrans_l
00007ff800348c92 (__TEXT,__text) external _wctype
00007ff800348bcc (__TEXT,__text) external _wctype_l
00007ff840083760 (__DATA_CONST,__const) non-external _wctype_l.props
00007ff800348cba (__TEXT,__text) external _wcwidth
00007ff800348d28 (__TEXT,__text) external _wcwidth_l
00007ff800359196 (__TEXT,__text) non-external _we_read_fully
00007ff80036fb20 (__TEXT,__const) non-external _wildabbr
00007ff800359be0 (__TEXT,__text) external _wmemchr
00007ff800359c00 (__TEXT,__text) external _wmemcmp
00007ff800359c31 (__TEXT,__text) external _wmemcpy
00007ff800359c3f (__TEXT,__text) external _wmemmove
00007ff800359c4d (__TEXT,__text) external _wmemset
00007ff8003574bf (__TEXT,__text) non-external _wmemstream_close
00007ff8003573fd (__TEXT,__text) non-external _wmemstream_seek
00007ff80036c906 (__TEXT,__text) non-external _wmemstream_seek.cold.1
00007ff80036c929 (__TEXT,__text) non-external _wmemstream_seek.cold.2
00007ff8003571e0 (__TEXT,__text) non-external _wmemstream_update
00007ff80036c8e5 (__TEXT,__text) non-external _wmemstream_update.cold.1
00007ff80035720d (__TEXT,__text) non-external _wmemstream_write
00007ff80035857c (__TEXT,__text) external _wordexp
00007ff80035915c (__TEXT,__text) external _wordfree
00007ff800356daf (__TEXT,__text) external _wprintf
00007ff800356e7b (__TEXT,__text) external _wprintf_l
                 (undefined) external _write$NOCANCEL (from libsystem_kernel)
                 (undefined) external _writev$NOCANCEL (from libsystem_kernel)
00007ff800356f28 (__TEXT,__text) external _wscanf
00007ff800356ff4 (__TEXT,__text) external _wscanf_l
00007ff84338bb48 (__DATA,__bss) non-external _wtmp_asl.0
00007ff84338bb50 (__DATA,__bss) non-external _wtmp_asl.1
00007ff84338bb58 (__DATA,__bss) non-external _wtmp_asl.2
00007ff84338bb60 (__DATA,__bss) non-external _wtmp_asl.3
00007ff84338bb68 (__DATA,__bss) non-external _wtmp_asl.4
00007ff84338a690 (__DATA,__data) non-external _wtmp_file.0
00007ff84338bb08 (__DATA,__bss) non-external _wtmp_file.1
00007ff84338bb10 (__DATA,__bss) non-external _wtmp_file.2
00007ff84338bb18 (__DATA,__bss) non-external _wtmp_file.3
00007ff84338bb20 (__DATA,__bss) non-external _wtmp_file.4
00007ff84338bb28 (__DATA,__bss) non-external _wtmp_file.5
00007ff84338bb30 (__DATA,__bss) non-external _wtmp_file.6
00007ff84338bb38 (__DATA,__bss) non-external _wtmp_file.7
00007ff84338bb00 (__DATA,__bss) non-external _wtmp_func.0
00007ff84338a678 (__DATA,__data) non-external _wtmp_func.1
00007ff84338a680 (__DATA,__data) non-external _wtmp_func.2
00007ff84338a688 (__DATA,__data) non-external _wtmp_func.3
00007ff80032c231 (__TEXT,__text) external _wtmpxname
00007ff800330d75 (__TEXT,__text) external _xprintf
00007ff80032146a (__TEXT,__text) non-external (was a private external) _xprintf_calloc
00007ff84338c0b0 (__DATA,__bss) non-external _xprintf_domain_default
00007ff8003315c3 (__TEXT,__text) external _xprintf_exec
00007ff800320b1c (__TEXT,__text) non-external (was a private external) _xprintf_malloc
00007ff80036fb4c (__TEXT,__const) non-external _year_lengths
00007ff84338ba70 (__DATA,__bss) non-external _zapchar
00007ff80036f930 (__TEXT,__const) non-external _zeroes
00007ff80036fa40 (__TEXT,__const) non-external _zeroes
00007ff84338ab50 (__DATA,__data) non-external _zeroes
00007ff80032564d (__TEXT,__text) external mcount
