00007ffa42e92020 (__DATA,__data) non-external _.compoundliteral
00007ffa17a7e007 (__TEXT,__text) non-external (was a private external) _glpArrayAccessNodeGetElement
00007ffa17a7dffa (__TEXT,__text) non-external (was a private external) _glpArrayAccessNodeSetArray
00007ffa17a7e015 (__TEXT,__text) non-external (was a private external) _glpArrayAccessNodeSetElement
00007ffa17a72f42 (__TEXT,__text) non-external (was a private external) _glpArrayTypeGetElementCount
00007ffa17a72a62 (__TEXT,__text) non-external (was a private external) _glpArrayTypeGetElementType
00007ffa17a72a6c (__TEXT,__text) non-external (was a private external) _glpArrayTypeGetMaxElementCount
00007ffa17a7fa77 (__TEXT,__text) non-external (was a private external) _glpArrayTypeNodeGetDimension
00007ffa17a7fa5d (__TEXT,__text) non-external (was a private external) _glpArrayTypeNodeGetElementType
00007ffa17a7fa85 (__TEXT,__text) non-external (was a private external) _glpArrayTypeNodeSetDimension
00007ffa17a7fa6a (__TEXT,__text) non-external (was a private external) _glpArrayTypeNodeSetElementType
00007ffa17a7ee19 (__TEXT,__text) non-external (was a private external) _glpAssignNodeGetIsFromSource
00007ffa17a80bfd (__TEXT,__text) non-external (was a private external) _glpAvailabilityDeclarationNodeSetExpr
00007ffa17a4c205 (__TEXT,__text) non-external (was a private external) _glpBankForInputsInLanguage
00007ffa17a4c222 (__TEXT,__text) non-external (was a private external) _glpBankForOutputsInLanguage
00007ffa17a72abe (__TEXT,__text) non-external (was a private external) _glpBankTypeGetBank
00007ffa17a72ad1 (__TEXT,__text) non-external (was a private external) _glpBankTypeGetElementCount
00007ffa17a72ac7 (__TEXT,__text) non-external (was a private external) _glpBankTypeGetElementType
00007ffa17a7d8ec (__TEXT,__text) non-external (was a private external) _glpBaseSizeOfNodeKind
00007ffa17a7db1c (__TEXT,__text) non-external (was a private external) _glpBinaryOperatorNodeGetLhs
00007ffa17a7db36 (__TEXT,__text) non-external (was a private external) _glpBinaryOperatorNodeGetRhs
00007ffa17a7db29 (__TEXT,__text) non-external (was a private external) _glpBinaryOperatorNodeSetLhs
00007ffa17a7db44 (__TEXT,__text) non-external (was a private external) _glpBinaryOperatorNodeSetRhs
00007ffa17a73f10 (__TEXT,__text) non-external (was a private external) _glpBinaryOperatorStringToSymbol
00007ffa17a8050c (__TEXT,__text) non-external (was a private external) _glpBlockNodeAddStatement
00007ffa17a804cf (__TEXT,__text) non-external (was a private external) _glpBlockNodeGetNeedsNewScope
00007ffa17a804ec (__TEXT,__text) non-external (was a private external) _glpBlockNodeGetStatement
00007ffa17a804e3 (__TEXT,__text) non-external (was a private external) _glpBlockNodeGetStatementCount
00007ffa17a80519 (__TEXT,__text) non-external (was a private external) _glpBlockNodeInsertStatement
00007ffa17a804d9 (__TEXT,__text) non-external (was a private external) _glpBlockNodeSetNeedsNewScope
00007ffa17a804fc (__TEXT,__text) non-external (was a private external) _glpBlockNodeSetStatement
00007ffa17a4bfc8 (__TEXT,__text) non-external (was a private external) _glpBufferObjectGetMinimumBufferSize
00007ffa17a3ae44 (__TEXT,__text) non-external _glpBuildAlloca
00007ffa17a446c0 (__TEXT,__text) non-external _glpBuildArrayElementPtr
00007ffa17a44bd2 (__TEXT,__text) non-external _glpBuildArrayElementPtrCst
00007ffa17a3b9e8 (__TEXT,__text) non-external _glpBuildConstantIntVector
00007ffa17a3ff5b (__TEXT,__text) non-external _glpBuildGetLODOperation
00007ffa17a402e7 (__TEXT,__text) non-external _glpBuildInterpolateAt
00007ffa17a3d643 (__TEXT,__text) non-external _glpBuildTextureOperation
00007ffa17a3f2f0 (__TEXT,__text) non-external _glpBuildTextureSizeOperation
00007ffa17a4143d (__TEXT,__text) non-external _glpBuildUniformElementPtr
00007ffa42e96be0 (__DATA,__common) non-external (was a private external) _glpBuiltInConstantValues
00007ffa42e96bd0 (__DATA,__common) non-external (was a private external) _glpBuiltInConstantsInitialized
00007ffa17a22f36 (__TEXT,__text) non-external _glpCGAssign
00007ffa17a22df6 (__TEXT,__text) non-external _glpCGBitwiseNot
00007ffa17a23ad8 (__TEXT,__text) non-external _glpCGBlock
00007ffa17a241a7 (__TEXT,__text) non-external _glpCGBreakStatement
00007ffa17a240ca (__TEXT,__text) non-external _glpCGCaseStatement
00007ffa17a23724 (__TEXT,__text) non-external _glpCGCommaExpr
00007ffa17a2275b (__TEXT,__text) non-external _glpCGConstant
00007ffa17a24223 (__TEXT,__text) non-external _glpCGContinueStatement
00007ffa17a24161 (__TEXT,__text) non-external _glpCGDefaultStatement
00007ffa17a23935 (__TEXT,__text) non-external _glpCGFunctionDefinition
00007ffa17a23827 (__TEXT,__text) non-external _glpCGFunctionPrototype
00007ffa17a23b35 (__TEXT,__text) non-external _glpCGIfStatement
00007ffa17a23a88 (__TEXT,__text) non-external _glpCGInterfaceBlock
00007ffa17a24531 (__TEXT,__text) non-external _glpCGLValue
00007ffa17a22cb6 (__TEXT,__text) non-external _glpCGLogicalNot
00007ffa17a23d17 (__TEXT,__text) non-external _glpCGLoopStatement
00007ffa17a22c82 (__TEXT,__text) non-external _glpCGNegate
00007ffa17a220ae (__TEXT,__text) non-external _glpCGNode
00007ffa17a227ec (__TEXT,__text) non-external _glpCGPPStreamOpNode
00007ffa17a23790 (__TEXT,__text) non-external _glpCGParameterDeclaration
00007ffa17a245dd (__TEXT,__text) non-external _glpCGRValue
00007ffa17a24305 (__TEXT,__text) non-external _glpCGRawCallNode
00007ffa17a2429f (__TEXT,__text) non-external _glpCGReturnStatement
00007ffa17a24380 (__TEXT,__text) non-external _glpCGSubroutineRawCallNode
00007ffa17a22afd (__TEXT,__text) non-external _glpCGSubroutineUniformNode
00007ffa17a23f19 (__TEXT,__text) non-external _glpCGSwitchStatement
00007ffa17a40525 (__TEXT,__text) non-external _glpCGSwizzle
00007ffa17a21d60 (__TEXT,__text) non-external (was a private external) _glpCGTopLevel
00007ffa17a22615 (__TEXT,__text) non-external _glpCGTypeConversion
00007ffa17a238a0 (__TEXT,__text) non-external _glpCGVariableDeclaration
00007ffa17a238d8 (__TEXT,__text) non-external _glpCGVariableDeclarationGroup
00007ffa17ab49ed (__TEXT,__text) non-external (was a private external) _glpCPPErrorToInfoLog
00007ffa17ab491e (__TEXT,__text) non-external (was a private external) _glpCPPShInfoLogMsg
00007ffa17ab4854 (__TEXT,__text) non-external (was a private external) _glpCPPWarningToInfoLog
00007ffa17a627e6 (__TEXT,__text) non-external (was a private external) _glpCalculateCallPrecision
00007ffa17aeeab0 (__TEXT,__text) external _glpCallFragmentStateToLLVMIR
00007ffa17a7db7b (__TEXT,__text) non-external (was a private external) _glpCallNodeAddArg
00007ffa17a7db5b (__TEXT,__text) non-external (was a private external) _glpCallNodeGetArg
00007ffa17a7db52 (__TEXT,__text) non-external (was a private external) _glpCallNodeGetArgCount
00007ffa17a7db88 (__TEXT,__text) non-external (was a private external) _glpCallNodeInsertArg
00007ffa17a7db6b (__TEXT,__text) non-external (was a private external) _glpCallNodeSetArg
00007ffa17ad6622 (__TEXT,__text) external _glpCallVertexStateToLLVMIR
00007ffa17a6901c (__TEXT,__text) non-external (was a private external) _glpCanConvert
00007ffa17a80848 (__TEXT,__text) non-external (was a private external) _glpCaseStatementNodeGetConstValue
00007ffa17a80834 (__TEXT,__text) non-external (was a private external) _glpCaseStatementNodeGetIsStray
00007ffa17a80855 (__TEXT,__text) non-external (was a private external) _glpCaseStatementNodeSetConstValue
00007ffa17a8083e (__TEXT,__text) non-external (was a private external) _glpCaseStatementNodeSetIsStray
00007ffa17a74408 (__TEXT,__text) non-external (was a private external) _glpCheckAndSanitizeConstructorCall
00007ffa17a67747 (__TEXT,__text) non-external (was a private external) _glpCheckArrayIndex
00007ffa17a9ff10 (__TEXT,__text) non-external (was a private external) _glpCheckBarrier
00007ffa17a665da (__TEXT,__text) non-external (was a private external) _glpCheckIBDeref
00007ffa17a6a265 (__TEXT,__text) non-external (was a private external) _glpCheckName
00007ffa17a53737 (__TEXT,__text) non-external (was a private external) _glpCleanUpLinkedProgram
00007ffa17a7efd8 (__TEXT,__text) non-external (was a private external) _glpCommaExprNodeAddExpr
00007ffa17a7ef7a (__TEXT,__text) non-external (was a private external) _glpCommaExprNodeClearExprs
00007ffa17a7efb8 (__TEXT,__text) non-external (was a private external) _glpCommaExprNodeGetExpr
00007ffa17a7efaf (__TEXT,__text) non-external (was a private external) _glpCommaExprNodeGetExprCount
00007ffa17a7ef70 (__TEXT,__text) non-external (was a private external) _glpCommaExprNodeGetIsFromSource
00007ffa17a7efe5 (__TEXT,__text) non-external (was a private external) _glpCommaExprNodeInsertExpr
00007ffa17a7efc8 (__TEXT,__text) non-external (was a private external) _glpCommaExprNodeSetExpr
00007ffa17a6ace8 (__TEXT,__text) non-external (was a private external) _glpCommaResult
00007ffa17a7795f (__TEXT,__text) non-external (was a private external) _glpCompareValues
00007ffa17a4f118 (__TEXT,__text) non-external (was a private external) _glpCompileShader
00007ffa17a49dba (__TEXT,__text) non-external (was a private external) _glpCompilerAllOutputsAreInvariant
00007ffa17a49f44 (__TEXT,__text) non-external (was a private external) _glpCompilerApplyImplictRulesForGlobalTypeQualifier
00007ffa17a4a3e4 (__TEXT,__text) non-external (was a private external) _glpCompilerDoesTrackPrecision
00007ffa17a4a403 (__TEXT,__text) non-external (was a private external) _glpCompilerDoesTypeRequirePrecision
00007ffa17a4a21a (__TEXT,__text) non-external (was a private external) _glpCompilerForceAllOutputsToBeInvariant
00007ffa17a49b51 (__TEXT,__text) non-external (was a private external) _glpCompilerGetAllocator
00007ffa17a490a5 (__TEXT,__text) non-external (was a private external) _glpCompilerGetGLProfile
00007ffa17a4a56c (__TEXT,__text) non-external (was a private external) _glpCompilerGetImmediateSAContext
00007ffa17a4a371 (__TEXT,__text) non-external (was a private external) _glpCompilerGetImplicitConversionPolicy
00007ffa17a4a0ff (__TEXT,__text) non-external (was a private external) _glpCompilerGetImpliedBankSize
00007ffa17a490b7 (__TEXT,__text) non-external (was a private external) _glpCompilerGetInfoLog
00007ffa17a4a1ce (__TEXT,__text) non-external (was a private external) _glpCompilerGetIntConstant
00007ffa17a49f2c (__TEXT,__text) non-external (was a private external) _glpCompilerGetLanguage
00007ffa17a49f22 (__TEXT,__text) non-external (was a private external) _glpCompilerGetNameTable
00007ffa17a490ae (__TEXT,__text) non-external (was a private external) _glpCompilerGetOSXVersion
00007ffa17a4909c (__TEXT,__text) non-external (was a private external) _glpCompilerGetOptions
00007ffa17a4a22e (__TEXT,__text) non-external (was a private external) _glpCompilerGetSubroutineType
00007ffa17a49f3a (__TEXT,__text) non-external (was a private external) _glpCompilerGetTopLevelNode
00007ffa17a4a1c4 (__TEXT,__text) non-external (was a private external) _glpCompilerGetValueHash
00007ffa17a49da0 (__TEXT,__text) non-external (was a private external) _glpCompilerInsertDef
00007ffa17a49e6a (__TEXT,__text) non-external (was a private external) _glpCompilerNewTempName
00007ffa17a49b40 (__TEXT,__text) non-external (was a private external) _glpCompilerPoolAlloc
00007ffa17a4a563 (__TEXT,__text) non-external (was a private external) _glpCompilerPopSAContext
00007ffa17a4a49b (__TEXT,__text) non-external (was a private external) _glpCompilerPushSAContext
00007ffa17a490c4 (__TEXT,__text) non-external (was a private external) _glpCompilerRemapObject
00007ffa17a49e5c (__TEXT,__text) non-external (was a private external) _glpCompilerRemapValue
00007ffa17a4a491 (__TEXT,__text) non-external (was a private external) _glpCompilerRequiresOutputPoints
00007ffa17a4a487 (__TEXT,__text) non-external (was a private external) _glpCompilerSetRequiresOutputPoints
00007ffa17a4a224 (__TEXT,__text) non-external (was a private external) _glpCompilerUsingStyleGuide
00007ffa17aa048b (__TEXT,__text) non-external (was a private external) _glpConstantFold
00007ffa17a7df62 (__TEXT,__text) non-external (was a private external) _glpConstantNodeGetType
00007ffa17a7df6c (__TEXT,__text) non-external (was a private external) _glpConstantNodeGetValue
00007ffa17a7df76 (__TEXT,__text) non-external (was a private external) _glpConstantNodeSetValue
00007ffa17aa0180 (__TEXT,__text) non-external (was a private external) _glpConstantValueFromDecomposedInitializer
00007ffa17a7e36f (__TEXT,__text) non-external (was a private external) _glpConstructorCallNodeGetType
00007ffa17a7e380 (__TEXT,__text) non-external (was a private external) _glpConstructorCallNodeSetType
00007ffa17a67a95 (__TEXT,__text) non-external (was a private external) _glpConvert
00007ffa17a53082 (__TEXT,__text) non-external _glpCopyContextState
00007ffa17a4d233 (__TEXT,__text) non-external (was a private external) _glpCopyLayoutObject
00007ffa17a71fe0 (__TEXT,__text) non-external (was a private external) _glpCopyString
00007ffa17a778f5 (__TEXT,__text) non-external (was a private external) _glpCopyValue
00007ffa17a7792d (__TEXT,__text) non-external (was a private external) _glpCopyValueInto
00007ffa17aa3d3e (__TEXT,__text) non-external _glpCopyValueIntoWithSwizzle
00007ffa17a1e2c2 (__TEXT,__text) non-external (was a private external) _glpCreateDoublesTelemetry
00007ffa42e966b0 (__DATA,__bss) non-external _glpCreateDoublesTelemetry.onceToken
00007ffa17a1e3ed (__TEXT,__text) non-external (was a private external) _glpCreateNVFragment2Telemetry
00007ffa42e966d0 (__DATA,__bss) non-external _glpCreateNVFragment2Telemetry.onceToken
00007ffa17a1e3b8 (__TEXT,__text) non-external (was a private external) _glpCreateNVFragmentProgramTelemetry
00007ffa42e966c8 (__DATA,__bss) non-external _glpCreateNVFragmentProgramTelemetry.onceToken
00007ffa17a1e34e (__TEXT,__text) non-external (was a private external) _glpCreateNVVertex2Telemetry
00007ffa42e966b8 (__DATA,__bss) non-external _glpCreateNVVertex2Telemetry.onceToken
00007ffa17a1e383 (__TEXT,__text) non-external (was a private external) _glpCreateNVVertex3Telemetry
00007ffa42e966c0 (__DATA,__bss) non-external _glpCreateNVVertex3Telemetry.onceToken
00007ffa17a53767 (__TEXT,__text) non-external _glpCreateShaderByteCode
00007ffa17a1e2f7 (__TEXT,__text) non-external _glpCreateTelemetry
00007ffa17a1f68c (__TEXT,__text) non-external (was a private external) _glpDataHashGet
00007ffa17a1f4df (__TEXT,__text) non-external (was a private external) _glpDataHashPut
00007ffa17a7252e (__TEXT,__text) non-external (was a private external) _glpDatasEqual
00007ffa17ab0783 (__TEXT,__text) non-external (was a private external) _glpDecLineNumber
00007ffa17a7d90a (__TEXT,__text) non-external (was a private external) _glpDeepCopyASTNode
00007ffa17a72584 (__TEXT,__text) non-external (was a private external) _glpDeepCopyType
00007ffa17a808c5 (__TEXT,__text) non-external (was a private external) _glpDefaultStatementNodeGetIsStray
00007ffa17a808cf (__TEXT,__text) non-external (was a private external) _glpDefaultStatementNodeSetIsStray
00007ffa17a80e65 (__TEXT,__text) non-external (was a private external) _glpDerefNodeGetOffset
00007ffa17a80e72 (__TEXT,__text) non-external (was a private external) _glpDerefNodeSetOffset
00007ffa17a6db98 (__TEXT,__text) non-external (was a private external) _glpDeserialError
00007ffa17a83300 (__TEXT,__text) non-external (was a private external) _glpDeserializeAST
00007ffa17a8364c (__TEXT,__text) non-external (was a private external) _glpDeserializeNames
00007ffa17a225c8 (__TEXT,__text) non-external (was a private external) _glpDestroyCodeGenContext
00007ffa17a53717 (__TEXT,__text) non-external (was a private external) _glpDestroyCompiledShader
00007ffa17a4904c (__TEXT,__text) non-external (was a private external) _glpDestroyCompiler
00007ffa17a6d631 (__TEXT,__text) non-external (was a private external) _glpDestroyDeserialContext
00007ffa17a1ee99 (__TEXT,__text) non-external (was a private external) _glpDestroyIntHash
00007ffa17a279ed (__TEXT,__text) non-external (was a private external) _glpDestroyLLVMCodeGenContext
00007ffa17a4d2e5 (__TEXT,__text) non-external (was a private external) _glpDestroyLayoutObject
00007ffa17a530f8 (__TEXT,__text) non-external (was a private external) _glpDestroyLinkedProgram
00007ffa17a4f4be (__TEXT,__text) non-external (was a private external) _glpDestroyLinker
00007ffa17a5e2b2 (__TEXT,__text) non-external (was a private external) _glpDestroyLog
00007ffa17a5e7a3 (__TEXT,__text) non-external (was a private external) _glpDestroyNameTable
00007ffa17a1eb8a (__TEXT,__text) non-external (was a private external) _glpDestroyPointerHash
