00007ff800443f28 (__TEXT,__text) external _NSAddImage
00007ff8004557d2 (__TEXT,__text) non-external ___Block_byref_object_dispose_
00007ff8004562d7 (__TEXT,__text) non-external ____Z16withRemoteObjectI14mach_header_64EvjyPiU13block_pointerFvT_E_block_invoke
00007ff800460f37 (__TEXT,__text) non-external ____Z28macho_best_slice_fd_internaliN5dyld38PlatformERKNS_11GradedArchsES3_bU13block_pointerFvPK11mach_headerymE_block_invoke
00007ff800454202 (__TEXT,__text) non-external ____ZL18defaultFileManagerv_block_invoke
00007ff800456146 (__TEXT,__text) non-external ____ZN22dyld_process_info_base13makeSuspendedI23dyld_all_image_infos_32EENSt3__110unique_ptrIS_25dyld_process_info_deleterEEjRKT_yPi_block_invoke
00007ff800456cd4 (__TEXT,__text) non-external ____ZN22dyld_process_info_base13makeSuspendedI23dyld_all_image_infos_64EENSt3__110unique_ptrIS_25dyld_process_info_deleterEEjRKT_yPi_block_invoke
00007ff8004435e0 (__TEXT,__text) non-external ____ZN22dyld_process_info_base29addInfoFromRemoteLoadCommandsEjy_block_invoke
00007ff800454d29 (__TEXT,__text) non-external ____ZN22dyld_process_info_base29addInfoFromRemoteLoadCommandsEjy_block_invoke.3
00007ff800455d74 (__TEXT,__text) non-external ____ZN22dyld_process_info_base4makeI23dyld_all_image_infos_3218dyld_image_info_32EENSt3__110unique_ptrIS_25dyld_process_info_deleterEEjRKT_yPi_block_invoke
00007ff800456055 (__TEXT,__text) non-external ____ZN22dyld_process_info_base4makeI23dyld_all_image_infos_3218dyld_image_info_32EENSt3__110unique_ptrIS_25dyld_process_info_deleterEEjRKT_yPi_block_invoke.18
00007ff800456892 (__TEXT,__text) non-external ____ZN22dyld_process_info_base4makeI23dyld_all_image_infos_6418dyld_image_info_64EENSt3__110unique_ptrIS_25dyld_process_info_deleterEEjRKT_yPi_block_invoke
00007ff800456be3 (__TEXT,__text) non-external ____ZN22dyld_process_info_base4makeI23dyld_all_image_infos_6418dyld_image_info_64EENSt3__110unique_ptrIS_25dyld_process_info_deleterEEjRKT_yPi_block_invoke.25
00007ff80045496a (__TEXT,__text) non-external ____ZN22dyld_process_info_base8copyPathEjy_block_invoke
00007ff800460804 (__TEXT,__text) non-external ____ZN29dyld_process_info_notify_base10disconnectEv_block_invoke
00007ff800460879 (__TEXT,__text) non-external ____ZN29dyld_process_info_notify_base7releaseEv_block_invoke
00007ff8004604b6 (__TEXT,__text) non-external ____ZN29dyld_process_info_notify_baseC2EP16dispatch_queue_sU13block_pointerFvbyyPKhPKcEU13block_pointerFvvEjPi_block_invoke
00007ff800460701 (__TEXT,__text) non-external ____ZN29dyld_process_info_notify_baseC2EP16dispatch_queue_sU13block_pointerFvbyyPKhPKcEU13block_pointerFvvEjPi_block_invoke_2
00007ff80045a960 (__TEXT,__text) non-external ____ZN3lsl9Allocator16defaultAllocatorEv_block_invoke
00007ff8004465f9 (__TEXT,__text) non-external ____ZN5dyld45Atlas5Image14forEachSectionEU13block_pointerFvPKcS3_yyE_block_invoke
00007ff800446445 (__TEXT,__text) non-external ____ZN5dyld45Atlas5Image14forEachSegmentEU13block_pointerFvPKcyyiE_block_invoke
00007ff800446993 (__TEXT,__text) non-external ____ZN5dyld45Atlas5Image17contentForSectionEPKcS3_U13block_pointerFvPKvyyE_block_invoke
00007ff800446754 (__TEXT,__text) non-external ____ZN5dyld45Atlas5Image17contentForSegmentEPKcU13block_pointerFvPKvyyE_block_invoke
00007ff800445973 (__TEXT,__text) non-external ____ZN5dyld45Atlas6Mapper14mapperForMachOERN3lsl9AllocatorERNS_10FileRecordERKNS2_4UUIDEPKv_block_invoke
00007ff800445a53 (__TEXT,__text) non-external ____ZN5dyld45Atlas6Mapper14mapperForMachOERN3lsl9AllocatorERNS_10FileRecordERKNS2_4UUIDEPKv_block_invoke.3
00007ff800448eee (__TEXT,__text) non-external ____ZN5dyld45Atlas7Process18setupNotificationsEPi_block_invoke
00007ff80044933b (__TEXT,__text) non-external ____ZN5dyld45Atlas7Process18setupNotificationsEPi_block_invoke_2
00007ff800449a99 (__TEXT,__text) non-external ____ZN5dyld45Atlas7Process20registerEventHandlerEPijP16dispatch_queue_sU13block_pointerFvvE_block_invoke
00007ff800461278 (__TEXT,__text) non-external ____ZN5dyld45Atlas7Process20registerEventHandlerEPijP16dispatch_queue_sU13block_pointerFvvE_block_invoke.cold.1
00007ff800449ce6 (__TEXT,__text) non-external ____ZN5dyld45Atlas7Process22unregisterEventHandlerEj_block_invoke
00007ff80046129b (__TEXT,__text) non-external ____ZN5dyld45Atlas7Process22unregisterEventHandlerEj_block_invoke.cold.1
00007ff800449467 (__TEXT,__text) non-external ____ZN5dyld45Atlas7Process32registerAtlasChangedEventHandlerEPiP16dispatch_queue_sU13block_pointerFvPNS0_5ImageEbE_block_invoke
00007ff800461255 (__TEXT,__text) non-external ____ZN5dyld45Atlas7Process32registerAtlasChangedEventHandlerEPiP16dispatch_queue_sU13block_pointerFvPNS0_5ImageEbE_block_invoke.cold.1
00007ff8004498b2 (__TEXT,__text) non-external ____ZN5dyld45Atlas7Process32registerAtlasChangedEventHandlerEPiP16dispatch_queue_sU13block_pointerFvPNS0_5ImageEbE_block_invoke_2
00007ff800448279 (__TEXT,__text) non-external ____ZN5dyld45Atlas7ProcessD2Ev_block_invoke
00007ff8004533bb (__TEXT,__text) non-external ____ZNK15DyldSharedCache12forEachRangeEU13block_pointerFvPKcyyjyjjRbEU13block_pointerFvPKS_jE_block_invoke
00007ff800453453 (__TEXT,__text) non-external ____ZNK15DyldSharedCache12forEachRangeEU13block_pointerFvPKcyyjyjjRbEU13block_pointerFvPKS_jE_block_invoke_2
00007ff8004535ce (__TEXT,__text) non-external ____ZNK15DyldSharedCache7inCacheEPKvmRb_block_invoke
00007ff800443638 (__TEXT,__text) non-external ____ZNK5dyld39MachOFile14forEachSectionEU13block_pointerFvRKNS0_11SectionInfoEbRbE_block_invoke
00007ff8004577dc (__TEXT,__text) non-external ____ZNK5dyld39MachOFile14forEachSegmentEU13block_pointerFvRKNS0_11SegmentInfoERbE_block_invoke
00007ff8004574f0 (__TEXT,__text) non-external ____ZNK5dyld39MachOFile16builtForPlatformENS_8PlatformEb_block_invoke
00007ff8004576dd (__TEXT,__text) non-external ____ZNK5dyld39MachOFile19getDylibInstallNameEPPKcPjS4__block_invoke
00007ff800457a23 (__TEXT,__text) non-external ____ZNK5dyld39MachOFile20preferredLoadAddressEv_block_invoke
00007ff80044282d (__TEXT,__text) non-external ____ZNK5dyld39MachOFile24forEachSupportedPlatformEU13block_pointerFvNS_8PlatformEjjE_block_invoke
00007ff800457728 (__TEXT,__text) non-external ____ZNK5dyld39MachOFile7getUuidEPh_block_invoke
00007ff800443389 (__TEXT,__text) non-external ____ZNK5dyld39MachOFile7isMachOER11Diagnosticsy_block_invoke
00007ff80044c1cb (__TEXT,__text) non-external ____ZZN5dyld45Atlas15ProcessSnapshot12forEachImageEU13block_pointerFvPNS0_5ImageEEENK3$_8clEv_block_invoke
00007ff80044c1dd (__TEXT,__text) non-external ____ZZN5dyld45Atlas15ProcessSnapshot17forEachImageNotInERKS1_U13block_pointerFvPNS0_5ImageEEENK3$_9clEv_block_invoke
00007ff80044b836 (__TEXT,__text) non-external ____ZZN5dyld45Atlas7Process19handleNotificationsEvENK3$_6clEPNS0_15ProcessSnapshotE_block_invoke
00007ff80044ba7a (__TEXT,__text) non-external ____ZZN5dyld45Atlas7Process19handleNotificationsEvENK3$_6clEPNS0_15ProcessSnapshotE_block_invoke_2
00007ff80044ba93 (__TEXT,__text) non-external ____ZZN5dyld45Atlas7Process19handleNotificationsEvENK3$_7clEPNS0_15ProcessSnapshotE_block_invoke
00007ff80044bcd7 (__TEXT,__text) non-external ____ZZN5dyld45Atlas7Process19handleNotificationsEvENK3$_7clEPNS0_15ProcessSnapshotE_block_invoke_2
                 (undefined) weak external ____chkstk_darwin (from libsystem_pthread)
00007ff8004550c9 (__TEXT,__text) non-external ____dyld_process_info_create_block_invoke
                 (undefined) external ___assert_rtn (from libsystem_c)
00007ff840031aa8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff840031e70 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff840031f00 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff840032030 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff8400325a8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff840032698 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff840032718 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff840031fc0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.10
00007ff840031ff0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.12
00007ff840031b08 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.14
00007ff840032100 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.14
00007ff840031b38 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.16
00007ff840031b68 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.17
00007ff840032130 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.17
00007ff840031b98 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.18
00007ff840031ea0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.18
00007ff840032160 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.19
00007ff840032060 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.2
00007ff840031ed0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.21
00007ff840032190 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.21
00007ff8400321c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.23
00007ff8400321f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.24
00007ff840032220 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.26
00007ff840032250 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.27
00007ff8400326b8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.3
00007ff840032748 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.3
00007ff840031f30 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.4
00007ff840032090 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.4
00007ff840031bc8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.42
00007ff840032390 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.44
00007ff840031be8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.46
00007ff840031c08 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.47
00007ff840031f60 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.5
00007ff8400326d8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.5
00007ff840031c28 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.52
00007ff840031c58 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.53
00007ff840031c88 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.54
00007ff8400323f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.54
00007ff840031cb8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.56
00007ff840032420 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.59
00007ff840031ad8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.6
00007ff8400326f8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.6
00007ff840031cd8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.67
00007ff840031cf8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.68
00007ff840031d18 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.69
00007ff840031f90 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.7
00007ff840031d38 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.70
00007ff840031d58 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.73
00007ff840031d78 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.74
00007ff840032460 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.75
00007ff840032490 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.76
00007ff8400324c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.91
00007ff8400324f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.94
00007ff840032520 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.95
00007ff840032010 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff840032440 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff8400325c8 (__DATA_CONST,__const) non-external ___block_literal_global
                 (undefined) external ___bzero (from libsystem_platform)
00007ff800442700 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin
00007ff800452e90 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin_llvm_probe
00007ff8004498c6 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b
00007ff800453545 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40b48r
00007ff8004464c4 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40r
00007ff800459f3c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40r48r
00007ff800453140 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r
00007ff800457510 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r
00007ff800459ef0 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r
00007ff800456214 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r56r64r
00007ff800445b05 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40rc48r
                 (undefined) external ___cxa_atexit (from libsystem_c)
                 (undefined) external ___cxa_finalize_ranges (from libsystem_c)
00007ff800453164 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b
00007ff80045358f (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40b48r
00007ff8004464fc (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40r
00007ff800459f86 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40r48r
00007ff800454990 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r
00007ff800457548 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r
00007ff80045360e (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r
00007ff800456282 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r56r64r
00007ff800453cae (__TEXT,__text) non-external ___dyld_for_each_installed_shared_cache_block_invoke
00007ff800453c12 (__TEXT,__text) non-external ___dyld_for_each_installed_shared_cache_with_system_path_block_invoke
00007ff800454168 (__TEXT,__text) non-external ___dyld_image_local_nlist_content_4Symbolication_block_invoke
00007ff800453a9f (__TEXT,__text) non-external ___dyld_process_snapshot_for_each_image_block_invoke
00007ff800453b73 (__TEXT,__text) non-external ___dyld_shared_cache_for_each_image_block_invoke
                 (undefined) external ___error (from libsystem_kernel)
00007ff800460bbe (__TEXT,__text) non-external ___macho_for_each_slice_in_fd_block_invoke
00007ff843916498 (__DATA_DIRTY,__common) external ___progname
                 (undefined) external ___stack_chk_fail (from libsystem_c)
                 (undefined) external ___stack_chk_guard (from libsystem_c)
                 (undefined) external ___stderrp (from libsystem_c)
                 (undefined) external __dispatch_source_type_mach_recv (from libdispatch)
00007ff800443f61 (__TEXT,__text) external __dyld_all_twolevel_modules_prebound
00007ff800443539 (__TEXT,__text) external __dyld_atfork_parent
00007ff800443524 (__TEXT,__text) external __dyld_atfork_prepare
00007ff800443f75 (__TEXT,__text) external __dyld_bind_fully_image_containing_address
00007ff8004443c3 (__TEXT,__text) external __dyld_dlopen_atfork_child
00007ff8004443ae (__TEXT,__text) external __dyld_dlopen_atfork_parent
00007ff800444399 (__TEXT,__text) external __dyld_dlopen_atfork_prepare
00007ff8004442ca (__TEXT,__text) external __dyld_find_foreign_type_protocol_conformance
00007ff800444375 (__TEXT,__text) external __dyld_find_foreign_type_protocol_conformance_on_disk
00007ff8004442a9 (__TEXT,__text) external __dyld_find_protocol_conformance
00007ff800444351 (__TEXT,__text) external __dyld_find_protocol_conformance_on_disk
00007ff800443461 (__TEXT,__text) external __dyld_find_unwind_sections
00007ff800442b38 (__TEXT,__text) external __dyld_for_each_objc_class
00007ff80044294f (__TEXT,__text) external __dyld_for_each_objc_protocol
00007ff80044449c (__TEXT,__text) external __dyld_for_objc_header_opt_ro
00007ff800444487 (__TEXT,__text) external __dyld_for_objc_header_opt_rw
00007ff800443ccf (__TEXT,__text) external __dyld_fork_child
00007ff800444300 (__TEXT,__text) external __dyld_get_dlopen_image_header
00007ff800442aa4 (__TEXT,__text) external __dyld_get_image_header
00007ff800443ffe (__TEXT,__text) external __dyld_get_image_header_containing_address
00007ff800442a8d (__TEXT,__text) external __dyld_get_image_name
00007ff800443082 (__TEXT,__text) external __dyld_get_image_slide
00007ff800443506 (__TEXT,__text) external __dyld_get_image_uuid
00007ff80044354e (__TEXT,__text) external __dyld_get_image_vmaddr_slide
00007ff80044273b (__TEXT,__text) external __dyld_get_objc_selector
00007ff80044424f (__TEXT,__text) external __dyld_get_prog_image_header
00007ff800442720 (__TEXT,__text) external __dyld_get_shared_cache_range
00007ff800442ad0 (__TEXT,__text) external __dyld_get_shared_cache_uuid
00007ff8004441c1 (__TEXT,__text) external __dyld_has_fix_for_radar
00007ff800444336 (__TEXT,__text) external __dyld_has_preoptimized_swift_protocol_conformances
00007ff800443f7d (__TEXT,__text) external __dyld_image_containing_address
00007ff800442a7b (__TEXT,__text) external __dyld_image_count
00007ff8004430b4 (__TEXT,__text) external __dyld_images_for_addresses
00007ff8004435a9 (__TEXT,__text) external __dyld_initializer
00007ff8004429a3 (__TEXT,__text) external __dyld_is_memory_immutable
00007ff8004441a4 (__TEXT,__text) external __dyld_is_objc_constant
00007ff80044446d (__TEXT,__text) external __dyld_is_preoptimized_objc_image_loaded
00007ff80044418f (__TEXT,__text) external __dyld_launch_mode
00007ff800443f4d (__TEXT,__text) external __dyld_launched_prebound
00007ff800443f98 (__TEXT,__text) external __dyld_lookup_and_bind
00007ff800443fdd (__TEXT,__text) external __dyld_lookup_and_bind_fully
00007ff800443fb9 (__TEXT,__text) external __dyld_lookup_and_bind_with_hint
00007ff8004443d8 (__TEXT,__text) external __dyld_lookup_section_info
00007ff80044417a (__TEXT,__text) external __dyld_missing_symbol_abort
00007ff80044427f (__TEXT,__text) external __dyld_objc_class_count
00007ff8004426d6 (__TEXT,__text) external __dyld_objc_notify_register
00007ff80044431b (__TEXT,__text) external __dyld_objc_register_callbacks
00007ff800444294 (__TEXT,__text) external __dyld_objc_uses_large_shared_cache
00007ff800443f45 (__TEXT,__text) external __dyld_present
00007ff800454f4a (__TEXT,__text) external __dyld_process_info_create
00007ff8004557a8 (__TEXT,__text) external __dyld_process_info_for_each_aot_image
00007ff800455768 (__TEXT,__text) external __dyld_process_info_for_each_image
00007ff8004557b2 (__TEXT,__text) external __dyld_process_info_for_each_segment
00007ff80045572c (__TEXT,__text) external __dyld_process_info_get_aot_cache
00007ff800455713 (__TEXT,__text) external __dyld_process_info_get_cache
00007ff80045574e (__TEXT,__text) external __dyld_process_info_get_platform
00007ff8004556fa (__TEXT,__text) external __dyld_process_info_get_state
00007ff800460913 (__TEXT,__text) external __dyld_process_info_notify
00007ff80046098c (__TEXT,__text) external __dyld_process_info_notify_main
00007ff8004609cc (__TEXT,__text) external __dyld_process_info_notify_release
00007ff8004609c2 (__TEXT,__text) external __dyld_process_info_notify_retain
00007ff800455757 (__TEXT,__text) external __dyld_process_info_release
00007ff800455745 (__TEXT,__text) external __dyld_process_info_retain
00007ff800444452 (__TEXT,__text) external __dyld_pseudodylib_deregister
00007ff800444413 (__TEXT,__text) external __dyld_pseudodylib_deregister_callbacks
00007ff80044442e (__TEXT,__text) external __dyld_pseudodylib_register
00007ff8004443f8 (__TEXT,__text) external __dyld_pseudodylib_register_callbacks
00007ff80044415f (__TEXT,__text) external __dyld_register_driverkit_main
00007ff80044296d (__TEXT,__text) external __dyld_register_for_bulk_image_loads
00007ff8004435c5 (__TEXT,__text) external __dyld_register_for_image_loads
00007ff800442510 (__TEXT,__text) external __dyld_register_func_for_add_image
00007ff800442b06 (__TEXT,__text) external __dyld_register_func_for_remove_image
00007ff8004441f7 (__TEXT,__text) external __dyld_shared_cache_contains_path
00007ff80044414a (__TEXT,__text) external __dyld_shared_cache_is_locally_built
00007ff800444135 (__TEXT,__text) external __dyld_shared_cache_optimized
00007ff8004441dc (__TEXT,__text) external __dyld_shared_cache_real_path
00007ff8004442eb (__TEXT,__text) external __dyld_swift_optimizations_version
00007ff800444264 (__TEXT,__text) external __dyld_visit_objc_classes
                 (undefined) external __simple_salloc (from libsystem_platform)
                 (undefined) external __simple_sfree (from libsystem_platform)
                 (undefined) external __simple_sresize (from libsystem_platform)
                 (undefined) external __simple_string (from libsystem_platform)
                 (undefined) external __simple_vsprintf (from libsystem_platform)
00007ff8004434b2 (__TEXT,__text) external __tlv_atexit
00007ff80044401f (__TEXT,__text) external __tlv_bootstrap
00007ff800443565 (__TEXT,__text) external __tlv_exit
                 (undefined) external _abort_report_np (from libsystem_c)
00007ff841bc8a5c (__DATA,__data) non-external _bufferSize32
                 (undefined) external _bzero (from libsystem_c)
                 (undefined) external _close (from libsystem_kernel)
                 (undefined) external _closedir (from libsystem_c)
                 (undefined) external _dispatch_activate (from libdispatch)
                 (undefined) external _dispatch_async (from libdispatch)
                 (undefined) external _dispatch_async_and_wait (from libdispatch)
                 (undefined) external _dispatch_get_current_queue (from libdispatch)
                 (undefined) external _dispatch_once (from libdispatch)
                 (undefined) external _dispatch_queue_create (from libdispatch)
                 (undefined) external _dispatch_release (from libdispatch)
                 (undefined) external _dispatch_retain (from libdispatch)
                 (undefined) external _dispatch_source_cancel (from libdispatch)
                 (undefined) external _dispatch_source_create (from libdispatch)
                 (undefined) external _dispatch_source_set_cancel_handler (from libdispatch)
                 (undefined) external _dispatch_source_set_event_handler (from libdispatch)
00007ff8004434eb (__TEXT,__text) external _dladdr
00007ff80044349a (__TEXT,__text) external _dlclose
00007ff80044357a (__TEXT,__text) external _dlerror
00007ff800442b83 (__TEXT,__text) external _dlopen
00007ff800444232 (__TEXT,__text) external _dlopen_audited
00007ff800444212 (__TEXT,__text) external _dlopen_from
00007ff8004434d0 (__TEXT,__text) external _dlopen_preflight
00007ff800442bac (__TEXT,__text) external _dlsym
00007ff800463ec8 (__TEXT,__const) external _dyldVersionNumber
00007ff800463ea0 (__TEXT,__const) external _dyldVersionString
00007ff800444019 (__TEXT,__text) external _dyld_dynamic_interpose
00007ff800453c21 (__TEXT,__text) external _dyld_for_each_installed_shared_cache
00007ff800453b82 (__TEXT,__text) external _dyld_for_each_installed_shared_cache_with_system_path
00007ff800442925 (__TEXT,__text) external _dyld_get_active_platform
00007ff80044358f (__TEXT,__text) external _dyld_get_base_platform
00007ff8004440f9 (__TEXT,__text) external _dyld_get_image_versions
00007ff800443a80 (__TEXT,__text) external _dyld_get_min_os_version
00007ff800443052 (__TEXT,__text) external _dyld_get_program_min_os_version
00007ff800442756 (__TEXT,__text) external _dyld_get_program_sdk_version
00007ff80044347f (__TEXT,__text) external _dyld_get_sdk_version
00007ff800442b6e (__TEXT,__text) external _dyld_has_inserted_or_interposing_libraries
00007ff800453dad (__TEXT,__text) external _dyld_image_content_for_section
00007ff800453da3 (__TEXT,__text) external _dyld_image_content_for_segment
00007ff800453db7 (__TEXT,__text) external _dyld_image_copy_uuid
00007ff800453e31 (__TEXT,__text) external _dyld_image_for_each_section_info
00007ff800453e27 (__TEXT,__text) external _dyld_image_for_each_segment_info
00007ff800453e45 (__TEXT,__text) external _dyld_image_get_file_path
00007ff800453e3b (__TEXT,__text) external _dyld_image_get_installname
00007ff800442e92 (__TEXT,__text) external _dyld_image_header_containing_address
00007ff800453fb2 (__TEXT,__text) external _dyld_image_local_nlist_content_4Symbolication
00007ff800442aeb (__TEXT,__text) external _dyld_image_path_containing_address
00007ff800444088 (__TEXT,__text) external _dyld_is_simulator_platform
00007ff8004440c0 (__TEXT,__text) external _dyld_minos_at_least
00007ff800444117 (__TEXT,__text) external _dyld_need_closure
00007ff8004537c5 (__TEXT,__text) external _dyld_process_create_for_current_task
00007ff800453682 (__TEXT,__text) external _dyld_process_create_for_task
00007ff8004537da (__TEXT,__text) external _dyld_process_dispose
00007ff841bc8ab8 (__DATA,__common) external _dyld_process_has_objc_patches
00007ff800442abb (__TEXT,__text) external _dyld_process_is_restricted
00007ff800453822 (__TEXT,__text) external _dyld_process_register_for_event_notification
00007ff8004537fe (__TEXT,__text) external _dyld_process_register_for_image_notifications
00007ff800453850 (__TEXT,__text) external _dyld_process_snapshot_create_for_process
00007ff8004538e1 (__TEXT,__text) external _dyld_process_snapshot_create_from_data
00007ff800462a56 (__TEXT,__text) non-external _dyld_process_snapshot_create_from_data.cold.1
00007ff800462a77 (__TEXT,__text) non-external _dyld_process_snapshot_create_from_data.cold.2
00007ff800453a0d (__TEXT,__text) external _dyld_process_snapshot_dispose
00007ff800453a44 (__TEXT,__text) external _dyld_process_snapshot_for_each_image
00007ff800453aae (__TEXT,__text) external _dyld_process_snapshot_get_shared_cache
00007ff800453846 (__TEXT,__text) external _dyld_process_unregister_for_notification
00007ff8004440de (__TEXT,__text) external _dyld_program_minos_at_least
00007ff800443067 (__TEXT,__text) external _dyld_program_sdk_at_least
00007ff8004440a2 (__TEXT,__text) external _dyld_sdk_at_least
00007ff800453b08 (__TEXT,__text) external _dyld_shared_cache_copy_uuid
00007ff800444052 (__TEXT,__text) external _dyld_shared_cache_file_path
00007ff800444067 (__TEXT,__text) external _dyld_shared_cache_find_iterate_text
00007ff800453b23 (__TEXT,__text) external _dyld_shared_cache_for_each_file
00007ff800453b2d (__TEXT,__text) external _dyld_shared_cache_for_each_image
00007ff800453e4f (__TEXT,__text) external _dyld_shared_cache_for_each_subcache4Rosetta
00007ff800453cbd (__TEXT,__text) external _dyld_shared_cache_for_file
00007ff800453aea (__TEXT,__text) external _dyld_shared_cache_get_base_address
00007ff800453af4 (__TEXT,__text) external _dyld_shared_cache_get_mapped_size
00007ff800453afe (__TEXT,__text) external _dyld_shared_cache_is_mapped_private
00007ff800444034 (__TEXT,__text) external _dyld_shared_cache_iterate_text
00007ff800453ad6 (__TEXT,__text) external _dyld_shared_cache_pin_mapping
00007ff80044293a (__TEXT,__text) external _dyld_shared_cache_some_image_overridden
00007ff800453ae0 (__TEXT,__text) external _dyld_shared_cache_unpin_mapping
00007ff800453e59 (__TEXT,__text) external _dyld_shared_subcache_get_info4Rosetta
00007ff843916490 (__DATA_DIRTY,__common) external _environ
                 (undefined) external _exit (from libsystem_c)
00007ff841bc8a58 (__DATA,__data) non-external _features_hi32
00007ff841bc8a54 (__DATA,__data) non-external _features_lo32
                 (undefined) external _fprintf (from libsystem_c)
                 (undefined) external _free (from libsystem_malloc)
                 (undefined) external _fsgetpath (from libsystem_kernel)
                 (undefined) external _fstat$INODE64 (from libsystem_kernel)
                 (undefined) external _fwrite (from libsystem_c)
00007ff841bc8a78 (__DATA,__crash_info) non-external (was a private external) _gCRAnnotations
                 (undefined) external _getattrlist (from libsystem_kernel)
                 (undefined) external _getenv (from libsystem_c)
                 (undefined) external _getfsstat$INODE64 (from libsystem_kernel)
00007ff841bc8a60 (__DATA,__data) non-external _hasXSave
                 (undefined) external _host_info (from libsystem_kernel)
00007ff841bc8a50 (__DATA,__data) non-external _inited
00007ff800443be0 (__TEXT,__text) non-external (was a private external) _instantiateTLVs_thunk
                 (undefined) external _mach_host_self (from libsystem_kernel)
                 (undefined) external _mach_msg (from libsystem_kernel)
                 (undefined) external _mach_msg_destroy (from libsystem_kernel)
