00000001c1841c74 (__TEXT,__text) non-external +[DDLog addLogger:]
                 (undefined) external _OBJC_CLASS_$_NSString (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSThread (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSTimeZone (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSTimer (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSURL (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSValue (from Foundation)
                 (undefined) external _OBJC_EHTYPE_$_NSException (from CoreFoundation)
00000001eb3131c8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDAbstractLogger.formatter
00000001eb3131cc (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDAbstractLogger.loggerQueue
00000001eb313208 (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDFileLogger.currentLogFileHandle
00000001eb313210 (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDFileLogger.currentLogFileInfo
00000001eb313200 (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDFileLogger.droppedMessageCount
00000001eb313204 (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDFileLogger.logFileManager
00000001eb3131f8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDFileLogger.maximumFileSize
00000001eb3131fc (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDFileLogger.rollingFrequency
00000001eb31320c (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDFileLogger.rollingTimer
00000001eb3131f4 (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDLogFileFormatterDefault.dateFormatter
00000001eb313220 (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDLogFileInfo.creationDate
00000001eb31321c (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDLogFileInfo.fileAttributes
00000001eb313218 (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDLogFileInfo.fileName
00000001eb313214 (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDLogFileInfo.filePath
00000001eb313228 (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDLogFileInfo.fileSize
00000001eb313224 (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDLogFileInfo.modificationDate
00000001eb3131f0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDLogFileManagerDefault._logsDirectory
00000001eb3131ec (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDLogFileManagerDefault.maximumNumberOfLogFiles
00000001eb3131a8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDLogMessage.file
00000001eb3131ac (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDLogMessage.function
00000001eb3131b0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDLogMessage.lineNumber
00000001eb31319c (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDLogMessage.logContext
00000001eb313198 (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDLogMessage.logFlag
00000001eb313194 (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDLogMessage.logLevel
00000001eb3131a0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDLogMessage.logMsg
00000001eb3131b4 (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDLogMessage.machThreadID
00000001eb3131c4 (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDLogMessage.options
00000001eb3131b8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDLogMessage.queueLabel
00000001eb3131c0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDLogMessage.tag
00000001eb3131bc (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDLogMessage.threadName
00000001eb3131a4 (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDLogMessage.timestamp
00000001eb313190 (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDLoggerNode.logger
00000001eb31318c (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDLoggerNode.loggerQueue
00000001eb31323c (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDTTYLogger.app
00000001eb313238 (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDTTYLogger.appLen
00000001eb313234 (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDTTYLogger.appName
00000001eb31322c (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDTTYLogger.calendar
00000001eb313230 (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDTTYLogger.calendarUnitFlags
00000001eb313248 (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDTTYLogger.pid
00000001eb313244 (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDTTYLogger.pidLen
00000001eb313240 (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDTTYLogger.processID
00000001eb3130a8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_GCDAsyncReadPacket.buffer
00000001eb3130c4 (__DATA,__objc_ivar) external _OBJC_IVAR_$_GCDAsyncReadPacket.bufferOwner
00000001eb3130b0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_GCDAsyncReadPacket.bytesDone
00000001eb3130b4 (__DATA,__objc_ivar) external _OBJC_IVAR_$_GCDAsyncReadPacket.maxLength
00000001eb3130c8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_GCDAsyncReadPacket.originalBufferLength
00000001eb3130bc (__DATA,__objc_ivar) external _OBJC_IVAR_$_GCDAsyncReadPacket.readLength
00000001eb3130ac (__DATA,__objc_ivar) external _OBJC_IVAR_$_GCDAsyncReadPacket.startOffset
00000001eb3130cc (__DATA,__objc_ivar) external _OBJC_IVAR_$_GCDAsyncReadPacket.tag
00000001eb3130c0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_GCDAsyncReadPacket.term
00000001eb3130b8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_GCDAsyncReadPacket.timeout
00000001eb3130e4 (__DATA,__objc_ivar) external _OBJC_IVAR_$_GCDAsyncSendfilePacket.file
00000001eb3130ec (__DATA,__objc_ivar) external _OBJC_IVAR_$_GCDAsyncSendfilePacket.length
00000001eb3130e8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_GCDAsyncSendfilePacket.offset
00000001eb313168 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_GCDAsyncSocket.IsOnSocketQueueOrTargetQueueKey
00000001eb313120 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_GCDAsyncSocket.accept4Source
00000001eb313124 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_GCDAsyncSocket.accept6Source
00000001eb313128 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_GCDAsyncSocket.acceptuSource
00000001eb313178 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_GCDAsyncSocket.allowAnyRootWhenEvaluatingPeerTrust
00000001eb313180 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_GCDAsyncSocket.allowExpiredCertsWhenEvaluatingPeerTrust
00000001eb31317c (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_GCDAsyncSocket.allowExpiredRootsWhenEvaluatingPeerTrust
00000001eb3130f8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_GCDAsyncSocket.config
00000001eb313110 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_GCDAsyncSocket.connectIndex
00000001eb313114 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_GCDAsyncSocket.connectInterface4
00000001eb313118 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_GCDAsyncSocket.connectInterface6
00000001eb31312c (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_GCDAsyncSocket.connectTimer
00000001eb313170 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_GCDAsyncSocket.countedBytesWritten
00000001eb313148 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_GCDAsyncSocket.currentRead
00000001eb31314c (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_GCDAsyncSocket.currentWrite
00000001eb3130fc (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_GCDAsyncSocket.delegate
00000001eb313100 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_GCDAsyncSocket.delegateQueue
00000001eb313188 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_GCDAsyncSocket.delegateWillEvaluatePeerTrust
00000001eb3130f4 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_GCDAsyncSocket.flags
00000001eb313154 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_GCDAsyncSocket.preBuffer
00000001eb313140 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_GCDAsyncSocket.readQueue
00000001eb313130 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_GCDAsyncSocket.readSource
00000001eb313138 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_GCDAsyncSocket.readTimer
00000001eb313174 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_GCDAsyncSocket.rootsToTrustWhenEvaluatingPeerTrust
00000001eb313184 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_GCDAsyncSocket.skipEvaluatingPeerTrust
00000001eb313104 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_GCDAsyncSocket.socket4FD
00000001eb313108 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_GCDAsyncSocket.socket6FD
00000001eb313150 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_GCDAsyncSocket.socketFDBytesAvailable
00000001eb31311c (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_GCDAsyncSocket.socketQueue
00000001eb31310c (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_GCDAsyncSocket.socketuFD
00000001eb313158 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_GCDAsyncSocket.sslContext
00000001eb313164 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_GCDAsyncSocket.sslErrCode
00000001eb31315c (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_GCDAsyncSocket.sslPreBuffer
00000001eb313160 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_GCDAsyncSocket.sslWriteCachedLength
00000001eb31316c (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_GCDAsyncSocket.userData
00000001eb313144 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_GCDAsyncSocket.writeQueue
00000001eb313134 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_GCDAsyncSocket.writeSource
00000001eb31313c (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_GCDAsyncSocket.writeTimer
00000001eb313098 (__DATA,__objc_ivar) external _OBJC_IVAR_$_GCDAsyncSocketPreBuffer.preBuffer
00000001eb31309c (__DATA,__objc_ivar) external _OBJC_IVAR_$_GCDAsyncSocketPreBuffer.preBufferSize
00000001eb3130a0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_GCDAsyncSocketPreBuffer.readPointer
00000001eb3130a4 (__DATA,__objc_ivar) external _OBJC_IVAR_$_GCDAsyncSocketPreBuffer.writePointer
00000001eb3130f0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_GCDAsyncSpecialPacket.tlsSettings
00000001eb3130d0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_GCDAsyncWritePacket.buffer
00000001eb3130d4 (__DATA,__objc_ivar) external _OBJC_IVAR_$_GCDAsyncWritePacket.bytesDone
00000001eb3130e0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_GCDAsyncWritePacket.countBytesWritten
00000001eb3130d8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_GCDAsyncWritePacket.tag
00000001eb3130dc (__DATA,__objc_ivar) external _OBJC_IVAR_$_GCDAsyncWritePacket.timeout
00000001eb31303c (__DATA,__objc_ivar) external _OBJC_IVAR_$_HTTPAsyncFileResponse.aborted
00000001eb313028 (__DATA,__objc_ivar) external _OBJC_IVAR_$_HTTPAsyncFileResponse.connection
00000001eb313040 (__DATA,__objc_ivar) external _OBJC_IVAR_$_HTTPAsyncFileResponse.data
00000001eb313044 (__DATA,__objc_ivar) external _OBJC_IVAR_$_HTTPAsyncFileResponse.fileFD
00000001eb313030 (__DATA,__objc_ivar) external _OBJC_IVAR_$_HTTPAsyncFileResponse.fileLength
00000001eb313034 (__DATA,__objc_ivar) external _OBJC_IVAR_$_HTTPAsyncFileResponse.fileOffset
00000001eb31302c (__DATA,__objc_ivar) external _OBJC_IVAR_$_HTTPAsyncFileResponse.filePath
00000001eb313048 (__DATA,__objc_ivar) external _OBJC_IVAR_$_HTTPAsyncFileResponse.readBuffer
00000001eb313050 (__DATA,__objc_ivar) external _OBJC_IVAR_$_HTTPAsyncFileResponse.readBufferOffset
00000001eb31304c (__DATA,__objc_ivar) external _OBJC_IVAR_$_HTTPAsyncFileResponse.readBufferSize
00000001eb313038 (__DATA,__objc_ivar) external _OBJC_IVAR_$_HTTPAsyncFileResponse.readOffset
00000001eb313058 (__DATA,__objc_ivar) external _OBJC_IVAR_$_HTTPAsyncFileResponse.readQueue
00000001eb313054 (__DATA,__objc_ivar) external _OBJC_IVAR_$_HTTPAsyncFileResponse.readRequestLength
00000001eb31305c (__DATA,__objc_ivar) external _OBJC_IVAR_$_HTTPAsyncFileResponse.readSource
00000001eb313060 (__DATA,__objc_ivar) external _OBJC_IVAR_$_HTTPAsyncFileResponse.readSourceSuspended
00000001eb312f38 (__DATA,__objc_ivar) external _OBJC_IVAR_$_HTTPAuthenticationRequest.base64Credentials
00000001eb312f54 (__DATA,__objc_ivar) external _OBJC_IVAR_$_HTTPAuthenticationRequest.cnonce
00000001eb312f30 (__DATA,__objc_ivar) external _OBJC_IVAR_$_HTTPAuthenticationRequest.isBasic
00000001eb312f34 (__DATA,__objc_ivar) external _OBJC_IVAR_$_HTTPAuthenticationRequest.isDigest
00000001eb312f50 (__DATA,__objc_ivar) external _OBJC_IVAR_$_HTTPAuthenticationRequest.nc
00000001eb312f44 (__DATA,__objc_ivar) external _OBJC_IVAR_$_HTTPAuthenticationRequest.nonce
00000001eb312f4c (__DATA,__objc_ivar) external _OBJC_IVAR_$_HTTPAuthenticationRequest.qop
00000001eb312f40 (__DATA,__objc_ivar) external _OBJC_IVAR_$_HTTPAuthenticationRequest.realm
00000001eb312f58 (__DATA,__objc_ivar) external _OBJC_IVAR_$_HTTPAuthenticationRequest.response
00000001eb312f48 (__DATA,__objc_ivar) external _OBJC_IVAR_$_HTTPAuthenticationRequest.uri
00000001eb312f3c (__DATA,__objc_ivar) external _OBJC_IVAR_$_HTTPAuthenticationRequest.username
00000001eb312fc0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_HTTPConfig.documentRoot
00000001eb312fc4 (__DATA,__objc_ivar) external _OBJC_IVAR_$_HTTPConfig.queue
00000001eb312fbc (__DATA,__objc_ivar) external _OBJC_IVAR_$_HTTPConfig.server
00000001eb312f60 (__DATA,__objc_ivar) external _OBJC_IVAR_$_HTTPConnection.asyncSocket
00000001eb312f64 (__DATA,__objc_ivar) external _OBJC_IVAR_$_HTTPConnection.config
00000001eb312f5c (__DATA,__objc_ivar) external _OBJC_IVAR_$_HTTPConnection.connectionQueue
00000001eb312fb4 (__DATA,__objc_ivar) external _OBJC_IVAR_$_HTTPConnection.disconnectAfterResponding
00000001eb312f80 (__DATA,__objc_ivar) external _OBJC_IVAR_$_HTTPConnection.httpResponse
00000001eb312fb0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_HTTPConnection.ignoreBodyData
00000001eb312f7c (__DATA,__objc_ivar) external _OBJC_IVAR_$_HTTPConnection.lastNC
00000001eb312f78 (__DATA,__objc_ivar) external _OBJC_IVAR_$_HTTPConnection.nonce
00000001eb312f70 (__DATA,__objc_ivar) external _OBJC_IVAR_$_HTTPConnection.numHeaderLines
00000001eb312fa8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_HTTPConnection.posthumousCountedBytesWritten
00000001eb312f90 (__DATA,__objc_ivar) external _OBJC_IVAR_$_HTTPConnection.rangeIndex
00000001eb312f84 (__DATA,__objc_ivar) external _OBJC_IVAR_$_HTTPConnection.ranges
00000001eb312f8c (__DATA,__objc_ivar) external _OBJC_IVAR_$_HTTPConnection.ranges_boundry
00000001eb312f88 (__DATA,__objc_ivar) external _OBJC_IVAR_$_HTTPConnection.ranges_headers
00000001eb312fac (__DATA,__objc_ivar) external _OBJC_IVAR_$_HTTPConnection.replyStarted
00000001eb312f6c (__DATA,__objc_ivar) external _OBJC_IVAR_$_HTTPConnection.request
00000001eb312fb8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_HTTPConnection.requestBodyState
00000001eb312f9c (__DATA,__objc_ivar) external _OBJC_IVAR_$_HTTPConnection.requestChunkSize
00000001eb312fa0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_HTTPConnection.requestChunkSizeReceived
00000001eb312f94 (__DATA,__objc_ivar) external _OBJC_IVAR_$_HTTPConnection.requestContentLength
00000001eb312f98 (__DATA,__objc_ivar) external _OBJC_IVAR_$_HTTPConnection.requestContentLengthReceived
00000001eb312fa4 (__DATA,__objc_ivar) external _OBJC_IVAR_$_HTTPConnection.responseDataSizes
00000001eb312f74 (__DATA,__objc_ivar) external _OBJC_IVAR_$_HTTPConnection.sentResponseHeaders
00000001eb312f68 (__DATA,__objc_ivar) external _OBJC_IVAR_$_HTTPConnection.started
00000001eb312fd4 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_HTTPData.data
00000001eb312fc8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_HTTPData.file
00000001eb312fd0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_HTTPData.length
00000001eb312fcc (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_HTTPData.offset
00000001eb313068 (__DATA,__objc_ivar) external _OBJC_IVAR_$_HTTPDataResponse.data
00000001eb313064 (__DATA,__objc_ivar) external _OBJC_IVAR_$_HTTPDataResponse.offset
00000001eb313070 (__DATA,__objc_ivar) external _OBJC_IVAR_$_HTTPDynamicFileResponse.replacementDict
00000001eb31306c (__DATA,__objc_ivar) external _OBJC_IVAR_$_HTTPDynamicFileResponse.separator
00000001eb3131e8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_HTTPErrorResponse._status
00000001eb313084 (__DATA,__objc_ivar) external _OBJC_IVAR_$_HTTPFileResponse.aborted
00000001eb31308c (__DATA,__objc_ivar) external _OBJC_IVAR_$_HTTPFileResponse.buffer
00000001eb313090 (__DATA,__objc_ivar) external _OBJC_IVAR_$_HTTPFileResponse.bufferSize
00000001eb313074 (__DATA,__objc_ivar) external _OBJC_IVAR_$_HTTPFileResponse.connection
