00007ff8003ff692 (__TEXT,__text) external _NSAddImage
00007ff80041155e (__TEXT,__text) non-external ____ZN22dyld_process_info_base13makeSuspendedI23dyld_all_image_infos_32EENSt3__110unique_ptrIS_25dyld_process_info_deleterEEjRKT_yPi_block_invoke
00007ff800412107 (__TEXT,__text) non-external ____ZN22dyld_process_info_base13makeSuspendedI23dyld_all_image_infos_64EENSt3__110unique_ptrIS_25dyld_process_info_deleterEEjRKT_yPi_block_invoke
00007ff8003fed3c (__TEXT,__text) non-external ____ZN22dyld_process_info_base29addInfoFromRemoteLoadCommandsEjy_block_invoke
00007ff8004101d5 (__TEXT,__text) non-external ____ZN22dyld_process_info_base29addInfoFromRemoteLoadCommandsEjy_block_invoke.3
00007ff800411175 (__TEXT,__text) non-external ____ZN22dyld_process_info_base4makeI23dyld_all_image_infos_3218dyld_image_info_32EENSt3__110unique_ptrIS_25dyld_process_info_deleterEEjRKT_yPi_block_invoke
00007ff80041146f (__TEXT,__text) non-external ____ZN22dyld_process_info_base4makeI23dyld_all_image_infos_3218dyld_image_info_32EENSt3__110unique_ptrIS_25dyld_process_info_deleterEEjRKT_yPi_block_invoke.18
00007ff800411cb3 (__TEXT,__text) non-external ____ZN22dyld_process_info_base4makeI23dyld_all_image_infos_6418dyld_image_info_64EENSt3__110unique_ptrIS_25dyld_process_info_deleterEEjRKT_yPi_block_invoke
00007ff800412018 (__TEXT,__text) non-external ____ZN22dyld_process_info_base4makeI23dyld_all_image_infos_6418dyld_image_info_64EENSt3__110unique_ptrIS_25dyld_process_info_deleterEEjRKT_yPi_block_invoke.25
00007ff80040fde4 (__TEXT,__text) non-external ____ZN22dyld_process_info_base8copyPathEjy_block_invoke
00007ff80041b938 (__TEXT,__text) non-external ____ZN29dyld_process_info_notify_base10disconnectEv_block_invoke
00007ff80041b9ad (__TEXT,__text) non-external ____ZN29dyld_process_info_notify_base7releaseEv_block_invoke
00007ff80041b5da (__TEXT,__text) non-external ____ZN29dyld_process_info_notify_baseC2EP16dispatch_queue_sU13block_pointerFvbyyPKhPKcEU13block_pointerFvvEjPi_block_invoke
00007ff80041b835 (__TEXT,__text) non-external ____ZN29dyld_process_info_notify_baseC2EP16dispatch_queue_sU13block_pointerFvbyyPKhPKcEU13block_pointerFvvEjPi_block_invoke_2
00007ff800415d46 (__TEXT,__text) non-external ____ZN3lsl9Allocator16defaultAllocatorEv_block_invoke
00007ff800401c9f (__TEXT,__text) non-external ____ZN5dyld45Atlas5Image14forEachSectionEU13block_pointerFvPKcS3_yyE_block_invoke
00007ff800401b4b (__TEXT,__text) non-external ____ZN5dyld45Atlas5Image14forEachSegmentEU13block_pointerFvPKcyyiE_block_invoke
00007ff8004020b2 (__TEXT,__text) non-external ____ZN5dyld45Atlas5Image17contentForSectionEPKcS3_U13block_pointerFvPKvyyE_block_invoke
00007ff800401dfc (__TEXT,__text) non-external ____ZN5dyld45Atlas5Image17contentForSegmentEPKcU13block_pointerFvPKvyyE_block_invoke
00007ff800401031 (__TEXT,__text) non-external ____ZN5dyld45Atlas6Mapper14mapperForMachOERN3lsl9AllocatorERNS_10FileRecordERKNS2_4UUIDEPKv_block_invoke
00007ff800401113 (__TEXT,__text) non-external ____ZN5dyld45Atlas6Mapper14mapperForMachOERN3lsl9AllocatorERNS_10FileRecordERKNS2_4UUIDEPKv_block_invoke.3
00007ff800404635 (__TEXT,__text) non-external ____ZN5dyld45Atlas7Process18setupNotificationsEPi_block_invoke
00007ff800404a82 (__TEXT,__text) non-external ____ZN5dyld45Atlas7Process18setupNotificationsEPi_block_invoke_2
00007ff8004051fc (__TEXT,__text) non-external ____ZN5dyld45Atlas7Process20registerEventHandlerEPijP16dispatch_queue_sU13block_pointerFvvE_block_invoke
00007ff80041c3b4 (__TEXT,__text) non-external ____ZN5dyld45Atlas7Process20registerEventHandlerEPijP16dispatch_queue_sU13block_pointerFvvE_block_invoke.cold.1
00007ff80040544c (__TEXT,__text) non-external ____ZN5dyld45Atlas7Process22unregisterEventHandlerEj_block_invoke
00007ff80041c3d7 (__TEXT,__text) non-external ____ZN5dyld45Atlas7Process22unregisterEventHandlerEj_block_invoke.cold.1
00007ff800404bb2 (__TEXT,__text) non-external ____ZN5dyld45Atlas7Process32registerAtlasChangedEventHandlerEPiP16dispatch_queue_sU13block_pointerFvPNS0_5ImageEbE_block_invoke
00007ff80041c391 (__TEXT,__text) non-external ____ZN5dyld45Atlas7Process32registerAtlasChangedEventHandlerEPiP16dispatch_queue_sU13block_pointerFvPNS0_5ImageEbE_block_invoke.cold.1
00007ff80040500e (__TEXT,__text) non-external ____ZN5dyld45Atlas7Process32registerAtlasChangedEventHandlerEPiP16dispatch_queue_sU13block_pointerFvPNS0_5ImageEbE_block_invoke_2
00007ff8004039b5 (__TEXT,__text) non-external ____ZN5dyld45Atlas7ProcessD2Ev_block_invoke
00007ff8003fed95 (__TEXT,__text) non-external ____ZNK5dyld39MachOFile14forEachSectionEU13block_pointerFvRKNS0_11SectionInfoEbRbE_block_invoke
00007ff800412b62 (__TEXT,__text) non-external ____ZNK5dyld39MachOFile14forEachSegmentEU13block_pointerFvRKNS0_11SegmentInfoERbE_block_invoke
00007ff800412917 (__TEXT,__text) non-external ____ZNK5dyld39MachOFile16builtForPlatformENS_8PlatformEb_block_invoke
00007ff800412a68 (__TEXT,__text) non-external ____ZNK5dyld39MachOFile19getDylibInstallNameEPPKcPjS4__block_invoke
00007ff800412d9f (__TEXT,__text) non-external ____ZNK5dyld39MachOFile20preferredLoadAddressEv_block_invoke
00007ff8003fe07b (__TEXT,__text) non-external ____ZNK5dyld39MachOFile24forEachSupportedPlatformEU13block_pointerFvNS_8PlatformEjjE_block_invoke
00007ff800412aaa (__TEXT,__text) non-external ____ZNK5dyld39MachOFile7getUuidEPh_block_invoke
00007ff8003feadb (__TEXT,__text) non-external ____ZNK5dyld39MachOFile7isMachOER11Diagnosticsy_block_invoke
00007ff800407911 (__TEXT,__text) non-external ____ZZN5dyld45Atlas15ProcessSnapshot12forEachImageEU13block_pointerFvPNS0_5ImageEEENK3$_8clEv_block_invoke
00007ff800407923 (__TEXT,__text) non-external ____ZZN5dyld45Atlas15ProcessSnapshot17forEachImageNotInERKS1_U13block_pointerFvPNS0_5ImageEEENK3$_9clEv_block_invoke
00007ff800406f74 (__TEXT,__text) non-external ____ZZN5dyld45Atlas7Process19handleNotificationsEvENK3$_6clEPNS0_15ProcessSnapshotE_block_invoke
00007ff8004071b8 (__TEXT,__text) non-external ____ZZN5dyld45Atlas7Process19handleNotificationsEvENK3$_6clEPNS0_15ProcessSnapshotE_block_invoke_2
00007ff8004071d1 (__TEXT,__text) non-external ____ZZN5dyld45Atlas7Process19handleNotificationsEvENK3$_7clEPNS0_15ProcessSnapshotE_block_invoke
00007ff800407415 (__TEXT,__text) non-external ____ZZN5dyld45Atlas7Process19handleNotificationsEvENK3$_7clEPNS0_15ProcessSnapshotE_block_invoke_2
                 (undefined) weak external ____chkstk_darwin (from libsystem_pthread)
00007ff800410575 (__TEXT,__text) non-external ____dyld_process_info_create_block_invoke
                 (undefined) external ___assert_rtn (from libsystem_c)
00007ff84002fe98 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff840030260 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff840030390 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff840030908 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff8400309f8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff840030a78 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff840030320 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.10
00007ff840030350 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.12
00007ff84002fef8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.14
00007ff840030460 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.14
00007ff84002ff28 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.16
00007ff84002ff58 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.17
00007ff840030490 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.17
00007ff84002ff88 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.18
00007ff8400304c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.19
00007ff8400303c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.2
00007ff8400304f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.21
00007ff840030520 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.23
00007ff840030550 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.24
00007ff840030580 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.26
00007ff8400305b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.27
00007ff840030a18 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.3
00007ff840030aa8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.3
00007ff840030290 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.4
00007ff8400303f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.4
00007ff8400306f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.40
00007ff84002ffb8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.42
00007ff84002ffd8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.46
00007ff84002fff8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.47
00007ff8400302c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.5
00007ff840030a38 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.5
00007ff840030750 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.50
00007ff840030018 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.52
00007ff840030048 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.53
00007ff840030078 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.54
00007ff840030780 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.55
00007ff8400300a8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.56
00007ff84002fec8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.6
00007ff840030a58 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.6
00007ff8400300c8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.68
00007ff8400300e8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.69
00007ff8400302f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.7
00007ff840030108 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.70
00007ff840030128 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.71
00007ff8400307c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.71
00007ff8400307f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.72
00007ff840030148 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.74
00007ff840030168 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.75
00007ff840030820 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.87
00007ff840030850 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.90
00007ff840030880 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.91
00007ff840030370 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff8400307a0 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff840030928 (__DATA_CONST,__const) non-external ___block_literal_global
                 (undefined) external ___bzero (from libsystem_platform)
00007ff8003fdf50 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin
00007ff80040e690 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin_llvm_probe
00007ff800405022 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b
00007ff80040e944 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40r
00007ff80040e9c4 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40r48r
00007ff80040ea66 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r
00007ff800410172 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r
00007ff800415314 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r
00007ff80041162c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r56r64r
00007ff8004011c5 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40rc48r
                 (undefined) external ___cxa_atexit (from libsystem_c)
                 (undefined) external ___cxa_finalize_ranges (from libsystem_c)
00007ff80040e9a8 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b
00007ff80040e97c (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40r
00007ff800401f74 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40r48r
00007ff80040ea1c (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r
00007ff8004101aa (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r
00007ff80041535e (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r
00007ff80041169a (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r56r64r
00007ff80040f0b4 (__TEXT,__text) non-external ___dyld_for_each_installed_shared_cache_block_invoke
00007ff80040f018 (__TEXT,__text) non-external ___dyld_for_each_installed_shared_cache_with_system_path_block_invoke
00007ff80040f5c8 (__TEXT,__text) non-external ___dyld_image_local_nlist_content_4Symbolication_block_invoke
00007ff80040eea5 (__TEXT,__text) non-external ___dyld_process_snapshot_for_each_image_block_invoke
00007ff80040ef79 (__TEXT,__text) non-external ___dyld_shared_cache_for_each_image_block_invoke
                 (undefined) external ___error (from libsystem_kernel)
00007ff80041bcf0 (__TEXT,__text) non-external ___macho_for_each_slice_in_fd_block_invoke
00007ff843addfd8 (__DATA_DIRTY,__common) external ___progname
                 (undefined) external ___stack_chk_fail (from libsystem_c)
                 (undefined) external ___stack_chk_guard (from libsystem_c)
                 (undefined) external ___stderrp (from libsystem_c)
                 (undefined) external __dispatch_source_type_mach_recv (from libdispatch)
00007ff8003ff6cb (__TEXT,__text) external __dyld_all_twolevel_modules_prebound
00007ff8003fec95 (__TEXT,__text) external __dyld_atfork_parent
00007ff8003fec80 (__TEXT,__text) external __dyld_atfork_prepare
00007ff8003ff6df (__TEXT,__text) external __dyld_bind_fully_image_containing_address
00007ff8003ffb2d (__TEXT,__text) external __dyld_dlopen_atfork_child
00007ff8003ffb18 (__TEXT,__text) external __dyld_dlopen_atfork_parent
00007ff8003ffb03 (__TEXT,__text) external __dyld_dlopen_atfork_prepare
00007ff8003ffa34 (__TEXT,__text) external __dyld_find_foreign_type_protocol_conformance
00007ff8003ffadf (__TEXT,__text) external __dyld_find_foreign_type_protocol_conformance_on_disk
00007ff8003ffa13 (__TEXT,__text) external __dyld_find_protocol_conformance
00007ff8003ffabb (__TEXT,__text) external __dyld_find_protocol_conformance_on_disk
00007ff8003febbd (__TEXT,__text) external __dyld_find_unwind_sections
00007ff8003fe29c (__TEXT,__text) external __dyld_for_each_objc_class
00007ff8003fe170 (__TEXT,__text) external __dyld_for_each_objc_protocol
00007ff8003ff439 (__TEXT,__text) external __dyld_fork_child
00007ff8003ffa6a (__TEXT,__text) external __dyld_get_dlopen_image_header
00007ff8003fe20b (__TEXT,__text) external __dyld_get_image_header
00007ff8003ff768 (__TEXT,__text) external __dyld_get_image_header_containing_address
00007ff8003fe1f4 (__TEXT,__text) external __dyld_get_image_name
00007ff8003fe7f2 (__TEXT,__text) external __dyld_get_image_slide
00007ff8003fec62 (__TEXT,__text) external __dyld_get_image_uuid
00007ff8003fecaa (__TEXT,__text) external __dyld_get_image_vmaddr_slide
00007ff8003fdf8b (__TEXT,__text) external __dyld_get_objc_selector
00007ff8003ff9b9 (__TEXT,__text) external __dyld_get_prog_image_header
00007ff8003fdf70 (__TEXT,__text) external __dyld_get_shared_cache_range
00007ff8003fe237 (__TEXT,__text) external __dyld_get_shared_cache_uuid
00007ff8003ff92b (__TEXT,__text) external __dyld_has_fix_for_radar
00007ff8003ffaa0 (__TEXT,__text) external __dyld_has_preoptimized_swift_protocol_conformances
00007ff8003ff6e7 (__TEXT,__text) external __dyld_image_containing_address
00007ff8003fe1e2 (__TEXT,__text) external __dyld_image_count
00007ff8003fe826 (__TEXT,__text) external __dyld_images_for_addresses
00007ff8003fed05 (__TEXT,__text) external __dyld_initializer
00007ff8003fe1c4 (__TEXT,__text) external __dyld_is_memory_immutable
00007ff8003ff90e (__TEXT,__text) external __dyld_is_objc_constant
00007ff8003ff8f9 (__TEXT,__text) external __dyld_launch_mode
00007ff8003ff6b7 (__TEXT,__text) external __dyld_launched_prebound
00007ff8003ff702 (__TEXT,__text) external __dyld_lookup_and_bind
00007ff8003ff747 (__TEXT,__text) external __dyld_lookup_and_bind_fully
00007ff8003ff723 (__TEXT,__text) external __dyld_lookup_and_bind_with_hint
00007ff8003ff8e4 (__TEXT,__text) external __dyld_missing_symbol_abort
00007ff8003ff9e9 (__TEXT,__text) external __dyld_objc_class_count
00007ff8003fdf26 (__TEXT,__text) external __dyld_objc_notify_register
00007ff8003ffa85 (__TEXT,__text) external __dyld_objc_register_callbacks
00007ff8003ff9fe (__TEXT,__text) external __dyld_objc_uses_large_shared_cache
00007ff8003ff6af (__TEXT,__text) external __dyld_present
00007ff8004103f2 (__TEXT,__text) external __dyld_process_info_create
00007ff800410ba0 (__TEXT,__text) external __dyld_process_info_for_each_aot_image
00007ff800410b5f (__TEXT,__text) external __dyld_process_info_for_each_image
00007ff800410baa (__TEXT,__text) external __dyld_process_info_for_each_segment
00007ff800410b23 (__TEXT,__text) external __dyld_process_info_get_aot_cache
00007ff800410b0a (__TEXT,__text) external __dyld_process_info_get_cache
00007ff800410b45 (__TEXT,__text) external __dyld_process_info_get_platform
00007ff800410af1 (__TEXT,__text) external __dyld_process_info_get_state
00007ff80041ba46 (__TEXT,__text) external __dyld_process_info_notify
00007ff80041babf (__TEXT,__text) external __dyld_process_info_notify_main
00007ff80041bb00 (__TEXT,__text) external __dyld_process_info_notify_release
00007ff80041baf6 (__TEXT,__text) external __dyld_process_info_notify_retain
00007ff800410b4e (__TEXT,__text) external __dyld_process_info_release
00007ff800410b3c (__TEXT,__text) external __dyld_process_info_retain
00007ff8003ff8c9 (__TEXT,__text) external __dyld_register_driverkit_main
00007ff8003fe18e (__TEXT,__text) external __dyld_register_for_bulk_image_loads
00007ff8003fed21 (__TEXT,__text) external __dyld_register_for_image_loads
00007ff8003fdd60 (__TEXT,__text) external __dyld_register_func_for_add_image
00007ff8003fe26d (__TEXT,__text) external __dyld_register_func_for_remove_image
00007ff8003ff961 (__TEXT,__text) external __dyld_shared_cache_contains_path
00007ff8003ff8b4 (__TEXT,__text) external __dyld_shared_cache_is_locally_built
00007ff8003ff89f (__TEXT,__text) external __dyld_shared_cache_optimized
00007ff8003ff946 (__TEXT,__text) external __dyld_shared_cache_real_path
00007ff8003ffa55 (__TEXT,__text) external __dyld_swift_optimizations_version
00007ff8003ff9ce (__TEXT,__text) external __dyld_visit_objc_classes
                 (undefined) external __simple_salloc (from libsystem_platform)
                 (undefined) external __simple_sfree (from libsystem_platform)
                 (undefined) external __simple_sresize (from libsystem_platform)
                 (undefined) external __simple_string (from libsystem_platform)
                 (undefined) external __simple_vsprintf (from libsystem_platform)
00007ff8003fec0e (__TEXT,__text) external __tlv_atexit
00007ff8003ff789 (__TEXT,__text) external __tlv_bootstrap
00007ff8003fecc1 (__TEXT,__text) external __tlv_exit
                 (undefined) external _abort_report_np (from libsystem_c)
00007ff841d6898c (__DATA,__data) non-external _bufferSize32
                 (undefined) external _bzero (from libsystem_c)
                 (undefined) external _close (from libsystem_kernel)
                 (undefined) external _closedir (from libsystem_c)
                 (undefined) external _dispatch_activate (from libdispatch)
                 (undefined) external _dispatch_async (from libdispatch)
                 (undefined) external _dispatch_async_and_wait (from libdispatch)
                 (undefined) external _dispatch_get_current_queue (from libdispatch)
                 (undefined) external _dispatch_once (from libdispatch)
                 (undefined) external _dispatch_queue_create (from libdispatch)
                 (undefined) external _dispatch_release (from libdispatch)
                 (undefined) external _dispatch_retain (from libdispatch)
                 (undefined) external _dispatch_source_cancel (from libdispatch)
                 (undefined) external _dispatch_source_create (from libdispatch)
                 (undefined) external _dispatch_source_set_cancel_handler (from libdispatch)
                 (undefined) external _dispatch_source_set_event_handler (from libdispatch)
00007ff8003fec47 (__TEXT,__text) external _dladdr
00007ff8003febf6 (__TEXT,__text) external _dlclose
00007ff8003fecd6 (__TEXT,__text) external _dlerror
00007ff8003fe2e7 (__TEXT,__text) external _dlopen
00007ff8003ff99c (__TEXT,__text) external _dlopen_audited
00007ff8003ff97c (__TEXT,__text) external _dlopen_from
00007ff8003fec2c (__TEXT,__text) external _dlopen_preflight
00007ff8003fe310 (__TEXT,__text) external _dlsym
00007ff80041f008 (__TEXT,__const) external _dyldVersionNumber
00007ff80041efe0 (__TEXT,__const) external _dyldVersionString
00007ff8003ff783 (__TEXT,__text) external _dyld_dynamic_interpose
00007ff80040f027 (__TEXT,__text) external _dyld_for_each_installed_shared_cache
00007ff80040ef88 (__TEXT,__text) external _dyld_for_each_installed_shared_cache_with_system_path
00007ff8003fe146 (__TEXT,__text) external _dyld_get_active_platform
00007ff8003feceb (__TEXT,__text) external _dyld_get_base_platform
00007ff8003ff863 (__TEXT,__text) external _dyld_get_image_versions
00007ff8003ff208 (__TEXT,__text) external _dyld_get_min_os_version
00007ff8003fe7c2 (__TEXT,__text) external _dyld_get_program_min_os_version
00007ff8003fdfa6 (__TEXT,__text) external _dyld_get_program_sdk_version
00007ff8003febdb (__TEXT,__text) external _dyld_get_sdk_version
00007ff8003fe2d2 (__TEXT,__text) external _dyld_has_inserted_or_interposing_libraries
00007ff80040f1be (__TEXT,__text) external _dyld_image_content_for_section
00007ff80040f1b4 (__TEXT,__text) external _dyld_image_content_for_segment
00007ff80040f1c8 (__TEXT,__text) external _dyld_image_copy_uuid
00007ff80040f242 (__TEXT,__text) external _dyld_image_for_each_section_info
00007ff80040f238 (__TEXT,__text) external _dyld_image_for_each_segment_info
00007ff80040f256 (__TEXT,__text) external _dyld_image_get_file_path
00007ff80040f24c (__TEXT,__text) external _dyld_image_get_installname
00007ff8003fe602 (__TEXT,__text) external _dyld_image_header_containing_address
00007ff80040f3bd (__TEXT,__text) external _dyld_image_local_nlist_content_4Symbolication
00007ff8003fe252 (__TEXT,__text) external _dyld_image_path_containing_address
00007ff8003ff7f2 (__TEXT,__text) external _dyld_is_simulator_platform
00007ff8003ff82a (__TEXT,__text) external _dyld_minos_at_least
00007ff8003ff881 (__TEXT,__text) external _dyld_need_closure
00007ff80040ebc7 (__TEXT,__text) external _dyld_process_create_for_current_task
00007ff80040ea7e (__TEXT,__text) external _dyld_process_create_for_task
00007ff80040ebdc (__TEXT,__text) external _dyld_process_dispose
00007ff841d689e8 (__DATA,__common) external _dyld_process_has_objc_patches
00007ff8003fe222 (__TEXT,__text) external _dyld_process_is_restricted
00007ff80040ec24 (__TEXT,__text) external _dyld_process_register_for_event_notification
00007ff80040ec00 (__TEXT,__text) external _dyld_process_register_for_image_notifications
00007ff80040ec52 (__TEXT,__text) external _dyld_process_snapshot_create_for_process
00007ff80040ece3 (__TEXT,__text) external _dyld_process_snapshot_create_from_data
00007ff80041dbf6 (__TEXT,__text) non-external _dyld_process_snapshot_create_from_data.cold.1
00007ff80041dc17 (__TEXT,__text) non-external _dyld_process_snapshot_create_from_data.cold.2
00007ff80040ee13 (__TEXT,__text) external _dyld_process_snapshot_dispose
00007ff80040ee4a (__TEXT,__text) external _dyld_process_snapshot_for_each_image
00007ff80040eeb4 (__TEXT,__text) external _dyld_process_snapshot_get_shared_cache
00007ff80040ec48 (__TEXT,__text) external _dyld_process_unregister_for_notification
00007ff8003ff848 (__TEXT,__text) external _dyld_program_minos_at_least
00007ff8003fe7d7 (__TEXT,__text) external _dyld_program_sdk_at_least
00007ff8003ff80c (__TEXT,__text) external _dyld_sdk_at_least
00007ff80040ef0e (__TEXT,__text) external _dyld_shared_cache_copy_uuid
00007ff8003ff7bc (__TEXT,__text) external _dyld_shared_cache_file_path
00007ff8003ff7d1 (__TEXT,__text) external _dyld_shared_cache_find_iterate_text
00007ff80040ef29 (__TEXT,__text) external _dyld_shared_cache_for_each_file
00007ff80040ef33 (__TEXT,__text) external _dyld_shared_cache_for_each_image
00007ff80040f260 (__TEXT,__text) external _dyld_shared_cache_for_each_subcache4Rosetta
00007ff80040f0c3 (__TEXT,__text) external _dyld_shared_cache_for_file
00007ff80040eef0 (__TEXT,__text) external _dyld_shared_cache_get_base_address
00007ff80040eefa (__TEXT,__text) external _dyld_shared_cache_get_mapped_size
00007ff80040ef04 (__TEXT,__text) external _dyld_shared_cache_is_mapped_private
00007ff8003ff79e (__TEXT,__text) external _dyld_shared_cache_iterate_text
00007ff80040eedc (__TEXT,__text) external _dyld_shared_cache_pin_mapping
00007ff8003fe15b (__TEXT,__text) external _dyld_shared_cache_some_image_overridden
00007ff80040eee6 (__TEXT,__text) external _dyld_shared_cache_unpin_mapping
00007ff80040f26a (__TEXT,__text) external _dyld_shared_subcache_get_info4Rosetta
00007ff843addfd0 (__DATA_DIRTY,__common) external _environ
                 (undefined) external _exit (from libsystem_c)
00007ff841d68988 (__DATA,__data) non-external _features_hi32
00007ff841d68984 (__DATA,__data) non-external _features_lo32
                 (undefined) external _fprintf (from libsystem_c)
                 (undefined) external _free (from libsystem_malloc)
                 (undefined) external _fsgetpath (from libsystem_kernel)
                 (undefined) external _fstat$INODE64 (from libsystem_kernel)
                 (undefined) external _fwrite (from libsystem_c)
00007ff841d689a8 (__DATA,__crash_info) non-external (was a private external) _gCRAnnotations
                 (undefined) external _getattrlist (from libsystem_kernel)
                 (undefined) external _getenv (from libsystem_c)
                 (undefined) external _getfsstat$INODE64 (from libsystem_kernel)
00007ff841d68990 (__DATA,__data) non-external _hasXSave
                 (undefined) external _host_info (from libsystem_kernel)
00007ff841d68980 (__DATA,__data) non-external _inited
00007ff8003ff34c (__TEXT,__text) non-external (was a private external) _instantiateTLVs_thunk
                 (undefined) external _mach_host_self (from libsystem_kernel)
                 (undefined) external _mach_msg (from libsystem_kernel)
                 (undefined) external _mach_msg_destroy (from libsystem_kernel)
                 (undefined) external _mach_port_construct (from libsystem_kernel)
                 (undefined) external _mach_port_deallocate (from libsystem_kernel)
                 (undefined) external _mach_port_destruct (from libsystem_kernel)
                 (undefined) external _mach_port_request_notification (from libsystem_kernel)
                 (undefined) external _mach_task_self_ (from libsystem_kernel)
                 (undefined) external _mach_vm_read_overwrite (from libsystem_kernel)
                 (undefined) external _mach_vm_region (from libsystem_kernel)
                 (undefined) external _mach_vm_remap_new (from libsystem_kernel)
00007ff80041bb14 (__TEXT,__text) external _macho_arch_name_for_cpu_type
00007ff80041bb43 (__TEXT,__text) external _macho_arch_name_for_mach_header
00007ff80041bd19 (__TEXT,__text) external _macho_best_slice
00007ff80041bd5a (__TEXT,__text) external _macho_best_slice_in_fd
00007ff80041bb0a (__TEXT,__text) external _macho_cpu_type_for_arch_name
00007ff80041c188 (__TEXT,__text) external _macho_dylib_install_name
00007ff80041bb87 (__TEXT,__text) external _macho_for_each_slice
00007ff80041bbc8 (__TEXT,__text) external _macho_for_each_slice_in_fd
                 (undefined) external _malloc (from libsystem_malloc)
                 (undefined) external _malloc_size (from libsystem_malloc)
                 (undefined) external _memcpy (from libsystem_c)
                 (undefined) external _memmove (from libsystem_c)
                 (undefined) external _mkstemp (from libsystem_c)
                 (undefined) external _mmap (from libsystem_kernel)
                 (undefined) external _munmap (from libsystem_kernel)
                 (undefined) external _open (from libsystem_kernel)
                 (undefined) external _openbyid_np (from libsystem_kernel)
                 (undefined) external _opendir$INODE64 (from libsystem_c)
