00007ffa447c0ae0 (__DATA,__data) non-external _.compoundliteral
00007ffa1e810929 (__TEXT,__text) non-external (was a private external) _glpCompilerGetAllocator
00007ffa1e80ff16 (__TEXT,__text) non-external (was a private external) _glpCompilerGetGLProfile
00007ffa1e811336 (__TEXT,__text) non-external (was a private external) _glpCompilerGetImmediateSAContext
00007ffa1e811140 (__TEXT,__text) non-external (was a private external) _glpCompilerGetImplicitConversionPolicy
00007ffa1e810ecd (__TEXT,__text) non-external (was a private external) _glpCompilerGetImpliedBankSize
00007ffa1e80ff28 (__TEXT,__text) non-external (was a private external) _glpCompilerGetInfoLog
00007ffa1e810f9e (__TEXT,__text) non-external (was a private external) _glpCompilerGetIntConstant
00007ffa1e810cff (__TEXT,__text) non-external (was a private external) _glpCompilerGetLanguage
00007ffa1e810cf5 (__TEXT,__text) non-external (was a private external) _glpCompilerGetNameTable
00007ffa1e80ff1f (__TEXT,__text) non-external (was a private external) _glpCompilerGetOSXVersion
00007ffa1e80ff0d (__TEXT,__text) non-external (was a private external) _glpCompilerGetOptions
00007ffa1e810ffc (__TEXT,__text) non-external (was a private external) _glpCompilerGetSubroutineType
00007ffa1e810d0d (__TEXT,__text) non-external (was a private external) _glpCompilerGetTopLevelNode
00007ffa1e810f94 (__TEXT,__text) non-external (was a private external) _glpCompilerGetValueHash
00007ffa1e810b78 (__TEXT,__text) non-external (was a private external) _glpCompilerInsertDef
00007ffa1e810c42 (__TEXT,__text) non-external (was a private external) _glpCompilerNewTempName
00007ffa1e810918 (__TEXT,__text) non-external (was a private external) _glpCompilerPoolAlloc
00007ffa1e81132d (__TEXT,__text) non-external (was a private external) _glpCompilerPopSAContext
00007ffa1e811268 (__TEXT,__text) non-external (was a private external) _glpCompilerPushSAContext
00007ffa1e80ff35 (__TEXT,__text) non-external (was a private external) _glpCompilerRemapObject
00007ffa1e810c34 (__TEXT,__text) non-external (was a private external) _glpCompilerRemapValue
00007ffa1e81125e (__TEXT,__text) non-external (was a private external) _glpCompilerRequiresOutputPoints
00007ffa1e811254 (__TEXT,__text) non-external (was a private external) _glpCompilerSetRequiresOutputPoints
00007ffa1e810ff2 (__TEXT,__text) non-external (was a private external) _glpCompilerUsingStyleGuide
00007ffa1e865b05 (__TEXT,__text) non-external (was a private external) _glpConstantFold
00007ffa1e844cdc (__TEXT,__text) non-external (was a private external) _glpConstantNodeGetType
00007ffa1e844ce6 (__TEXT,__text) non-external (was a private external) _glpConstantNodeGetValue
00007ffa1e844cf0 (__TEXT,__text) non-external (was a private external) _glpConstantNodeSetValue
00007ffa1e865800 (__TEXT,__text) non-external (was a private external) _glpConstantValueFromDecomposedInitializer
00007ffa1e8450e9 (__TEXT,__text) non-external (was a private external) _glpConstructorCallNodeGetType
00007ffa1e8450fa (__TEXT,__text) non-external (was a private external) _glpConstructorCallNodeSetType
00007ffa1e82e990 (__TEXT,__text) non-external (was a private external) _glpConvert
00007ffa1e819f66 (__TEXT,__text) non-external _glpCopyContextState
00007ffa1e8140db (__TEXT,__text) non-external (was a private external) _glpCopyLayoutObject
00007ffa1e838e60 (__TEXT,__text) non-external (was a private external) _glpCopyString
00007ffa1e83e650 (__TEXT,__text) non-external (was a private external) _glpCopyValue
00007ffa1e83e688 (__TEXT,__text) non-external (was a private external) _glpCopyValueInto
00007ffa1e868405 (__TEXT,__text) non-external _glpCopyValueIntoWithSwizzle
00007ffa1e7e5b80 (__TEXT,__text) non-external (was a private external) _glpCreateDoublesTelemetry
00007ffa447c5170 (__DATA,__bss) non-external _glpCreateDoublesTelemetry.onceToken
00007ffa1e7e5cab (__TEXT,__text) non-external (was a private external) _glpCreateNVFragment2Telemetry
00007ffa447c5190 (__DATA,__bss) non-external _glpCreateNVFragment2Telemetry.onceToken
00007ffa1e7e5c76 (__TEXT,__text) non-external (was a private external) _glpCreateNVFragmentProgramTelemetry
00007ffa447c5188 (__DATA,__bss) non-external _glpCreateNVFragmentProgramTelemetry.onceToken
00007ffa1e7e5c0c (__TEXT,__text) non-external (was a private external) _glpCreateNVVertex2Telemetry
00007ffa447c5178 (__DATA,__bss) non-external _glpCreateNVVertex2Telemetry.onceToken
00007ffa1e7e5c41 (__TEXT,__text) non-external (was a private external) _glpCreateNVVertex3Telemetry
00007ffa447c5180 (__DATA,__bss) non-external _glpCreateNVVertex3Telemetry.onceToken
00007ffa1e81a65d (__TEXT,__text) non-external _glpCreateShaderByteCode
00007ffa1e7e5bb5 (__TEXT,__text) non-external _glpCreateTelemetry
00007ffa1e7e6f0a (__TEXT,__text) non-external (was a private external) _glpDataHashGet
00007ffa1e7e6d75 (__TEXT,__text) non-external (was a private external) _glpDataHashPut
00007ffa1e83939b (__TEXT,__text) non-external (was a private external) _glpDatasEqual
00007ffa1e874bf4 (__TEXT,__text) non-external (was a private external) _glpDecLineNumber
00007ffa1e844671 (__TEXT,__text) non-external (was a private external) _glpDeepCopyASTNode
00007ffa1e8393e4 (__TEXT,__text) non-external (was a private external) _glpDeepCopyType
00007ffa1e84769e (__TEXT,__text) non-external (was a private external) _glpDefaultStatementNodeGetIsStray
00007ffa1e8476a8 (__TEXT,__text) non-external (was a private external) _glpDefaultStatementNodeSetIsStray
00007ffa1e847c47 (__TEXT,__text) non-external (was a private external) _glpDerefNodeGetOffset
00007ffa1e847c54 (__TEXT,__text) non-external (was a private external) _glpDerefNodeSetOffset
00007ffa1e8349ac (__TEXT,__text) non-external (was a private external) _glpDeserialError
00007ffa1e84a184 (__TEXT,__text) non-external (was a private external) _glpDeserializeAST
00007ffa1e84a4bc (__TEXT,__text) non-external (was a private external) _glpDeserializeNames
00007ffa1e7e9e58 (__TEXT,__text) non-external (was a private external) _glpDestroyCodeGenContext
00007ffa1e81a60c (__TEXT,__text) non-external (was a private external) _glpDestroyCompiledShader
00007ffa1e80febd (__TEXT,__text) non-external (was a private external) _glpDestroyCompiler
00007ffa1e834459 (__TEXT,__text) non-external (was a private external) _glpDestroyDeserialContext
00007ffa1e7e6744 (__TEXT,__text) non-external (was a private external) _glpDestroyIntHash
00007ffa1e7ef295 (__TEXT,__text) non-external (was a private external) _glpDestroyLLVMCodeGenContext
00007ffa1e814177 (__TEXT,__text) non-external (was a private external) _glpDestroyLayoutObject
00007ffa1e819fe1 (__TEXT,__text) non-external (was a private external) _glpDestroyLinkedProgram
00007ffa1e816321 (__TEXT,__text) non-external (was a private external) _glpDestroyLinker
00007ffa1e8251b2 (__TEXT,__text) non-external (was a private external) _glpDestroyLog
00007ffa1e8256a4 (__TEXT,__text) non-external (was a private external) _glpDestroyNameTable
00007ffa1e7e642e (__TEXT,__text) non-external (was a private external) _glpDestroyPointerHash
00007ffa1e7e7c06 (__TEXT,__text) non-external (was a private external) _glpDestroyPoolAllocator
00007ffa1e8339d6 (__TEXT,__text) non-external (was a private external) _glpDestroySerialContext
00007ffa1e838fc6 (__TEXT,__text) non-external (was a private external) _glpDestroyStringBuffer
00007ffa1e7e606a (__TEXT,__text) non-external (was a private external) _glpDestroyStringHash
00007ffa1e839a11 (__TEXT,__text) non-external (was a private external) _glpDestroyType
00007ffa1e7e6a54 (__TEXT,__text) non-external (was a private external) _glpDestroyTypedValueHash
00007ffa1e8888d8 (__TEXT,__text) non-external (was a private external) _glpDisassemble1Op
00007ffa1e8613d0 (__TEXT,__text) non-external (was a private external) _glpDumpASTNodeToStringBuffer
00007ffa1e83aa10 (__TEXT,__text) non-external (was a private external) _glpDumpTypeToStringBuffer
00007ffa1e83c15a (__TEXT,__text) non-external (was a private external) _glpDuplicateDerefOrConstant
00007ffa1e839d8b (__TEXT,__text) non-external (was a private external) _glpEachPrimitiveComponentOfType
00007ffa1e82e290 (__TEXT,__text) non-external (was a private external) _glpEnsureDeref
00007ffa1e82d469 (__TEXT,__text) non-external (was a private external) _glpEnsureOffsetsExist
00007ffa1e8457e2 (__TEXT,__text) non-external (was a private external) _glpEqualNodeGetIsFromSource
00007ffa1e830030 (__TEXT,__text) non-external (was a private external) _glpEvaluateArraySize
00007ffa1e83022f (__TEXT,__text) non-external (was a private external) _glpEvaluateTypeNode
00007ffa1e84722a (__TEXT,__text) non-external (was a private external) _glpExpressionStatementNodeGetExpr
00007ffa1e847237 (__TEXT,__text) non-external (was a private external) _glpExpressionStatementNodeSetExpr
00007ffa1e8135ae (__TEXT,__text) non-external (was a private external) _glpExtensionAllowed
00007ffa1e8136d4 (__TEXT,__text) non-external (was a private external) _glpExtensionAllowedAndDefault
00007ffa1e8130d7 (__TEXT,__text) non-external (was a private external) _glpExtensionFromString
00007ffa1e81358d (__TEXT,__text) non-external (was a private external) _glpExtensionToString
00007ffa1e844e13 (__TEXT,__text) non-external (was a private external) _glpFieldAccessNodeGetField
00007ffa1e844e21 (__TEXT,__text) non-external (was a private external) _glpFieldAccessNodeGetStructure
00007ffa1e844e2e (__TEXT,__text) non-external (was a private external) _glpFieldAccessNodeSetStructure
00007ffa1e8468a5 (__TEXT,__text) non-external (was a private external) _glpFieldDeclarationNodeGetName
00007ffa1e8468b3 (__TEXT,__text) non-external (was a private external) _glpFieldDeclarationNodeGetType
00007ffa1e8468c0 (__TEXT,__text) non-external (was a private external) _glpFieldDeclarationNodeSetType
00007ffa1e814083 (__TEXT,__text) non-external (was a private external) _glpFinalizeParseContext
00007ffa1e841a5d (__TEXT,__text) non-external (was a private external) _glpFinalizePreprocessor
00007ffa1e808a25 (__TEXT,__text) non-external _glpFindGep
00007ffa1e813839 (__TEXT,__text) non-external (was a private external) _glpFixInterpolateAt
00007ffa1e831ac7 (__TEXT,__text) non-external (was a private external) _glpFlattenCommaTree
00007ffa1e8b25c7 (__TEXT,__text) external _glpFragmentStateToPPStream
00007ffa1e89a44f (__TEXT,__text) external _glpFreePPShaderLinearize
00007ffa1e844f3f (__TEXT,__text) non-external (was a private external) _glpFunctionCallNodeGetExtra
00007ffa1e844f31 (__TEXT,__text) non-external (was a private external) _glpFunctionCallNodeGetName
00007ffa1e844f49 (__TEXT,__text) non-external (was a private external) _glpFunctionCallNodeSetExtra
00007ffa1e846670 (__TEXT,__text) non-external (was a private external) _glpFunctionDefinitionNodeGetBody
00007ffa1e846656 (__TEXT,__text) non-external (was a private external) _glpFunctionDefinitionNodeGetPrototype
00007ffa1e84667e (__TEXT,__text) non-external (was a private external) _glpFunctionDefinitionNodeSetBody
00007ffa1e846663 (__TEXT,__text) non-external (was a private external) _glpFunctionDefinitionNodeSetPrototype
00007ffa1e846018 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeAddParameter
00007ffa1e845fb1 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeClearParameters
00007ffa1e845f67 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeGetExtra
00007ffa1e845f59 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeGetName
00007ffa1e845ff6 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeGetParameter
00007ffa1e845fed (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeGetParameterCount
00007ffa1e845f95 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeGetReturnOutParam
00007ffa1e845f7b (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeGetReturnType
00007ffa1e846025 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeInsertParameter
00007ffa1e845f71 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeSetExtra
00007ffa1e846007 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeSetParameter
00007ffa1e845fa3 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeSetReturnOutParam
00007ffa1e845f88 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeSetReturnType
00007ffa1e8399aa (__TEXT,__text) non-external (was a private external) _glpFunctionTypeGetReturnType
00007ffa1e866a2d (__TEXT,__text) non-external _glpGLPTypeGetGLVMType
00007ffa1e812ffe (__TEXT,__text) non-external (was a private external) _glpGLSLVersionAllowed
00007ffa1e812f04 (__TEXT,__text) non-external (was a private external) _glpGLSLVersionFromInt
00007ffa1e812fc9 (__TEXT,__text) non-external (was a private external) _glpGLSLVersionGetDefault
00007ffa1e813080 (__TEXT,__text) non-external (was a private external) _glpGLSLVersionRequired
00007ffa1e812fac (__TEXT,__text) non-external (was a private external) _glpGLSLVersionToInt
00007ffa1e81a6a0 (__TEXT,__text) non-external (was a private external) _glpGenerateCopyInOut
00007ffa1e83bc99 (__TEXT,__text) non-external (was a private external) _glpGetAccessorCount
00007ffa1e813d07 (__TEXT,__text) non-external (was a private external) _glpGetBIArchiveData
00007ffa447c55c0 (__DATA,__bss) non-external _glpGetBIArchiveData._anchor
00007ffa1e816168 (__TEXT,__text) non-external (was a private external) _glpGetCompiledShaderVersion
00007ffa1e800da0 (__TEXT,__text) non-external _glpGetComponentCount
00007ffa1e7f1655 (__TEXT,__text) non-external _glpGetConstantInt32
00007ffa1e808618 (__TEXT,__text) non-external _glpGetConstantOffset
00007ffa1e82e5f9 (__TEXT,__text) non-external (was a private external) _glpGetDefaultPrecisionForType
00007ffa1e8791c0 (__TEXT,__text) non-external (was a private external) _glpGetErrMsg
00007ffa1e874bcf (__TEXT,__text) non-external (was a private external) _glpGetFilename
00007ffa1e810b9c (__TEXT,__text) non-external _glpGetFrameworkConstantByIndex
00007ffa1e8126cb (__TEXT,__text) non-external (was a private external) _glpGetIBVariableObjectCount
00007ffa1e874bdc (__TEXT,__text) non-external (was a private external) _glpGetLineNumber
00007ffa1e82e599 (__TEXT,__text) non-external (was a private external) _glpGetMostBasicPrimitiveType
00007ffa1e800dcb (__TEXT,__text) non-external _glpGetPConst
00007ffa1e839f90 (__TEXT,__text) external _glpGetPrimitiveType
00007ffa1e83c2e5 (__TEXT,__text) non-external (was a private external) _glpGetScalarAccessorCount
00007ffa1e812daa (__TEXT,__text) non-external (was a private external) _glpGetStructTypeFromIBType
00007ffa1e80a055 (__TEXT,__text) non-external _glpGetTextureSize
00007ffa1e80cbb1 (__TEXT,__text) non-external _glpGetVectorSwizzle
00007ffa1e828071 (__TEXT,__text) non-external (was a private external) _glpGetVectorType
00007ffa1e8470dd (__TEXT,__text) non-external (was a private external) _glpGlobalTypeQualifierNodeGetLayout
00007ffa1e8470f1 (__TEXT,__text) non-external (was a private external) _glpGlobalTypeQualifierNodeGetQualifierList
00007ffa1e8470e7 (__TEXT,__text) non-external (was a private external) _glpGlobalTypeQualifierNodeSetLayout
00007ffa1e8470fe (__TEXT,__text) non-external (was a private external) _glpGlobalTypeQualifierNodeSetQualifierList
00007ffa1e8297b8 (__TEXT,__text) non-external (was a private external) _glpHandleArgumentConversions
00007ffa1e82e37b (__TEXT,__text) non-external (was a private external) _glpHandleGetterSetter
00007ffa1e878eff (__TEXT,__text) non-external (was a private external) _glpHandlePragma
00007ffa1e83b631 (__TEXT,__text) non-external (was a private external) _glpHandleSideEffectsForExpr
00007ffa1e82a020 (__TEXT,__text) non-external (was a private external) _glpHandleSpecialOperatorFunction
00007ffa1e831195 (__TEXT,__text) non-external (was a private external) _glpHandleVariableRedeclaration
00007ffa1e847e38 (__TEXT,__text) non-external (was a private external) _glpIBPartialDerefNodeGetBankIndex
00007ffa1e847e2e (__TEXT,__text) non-external (was a private external) _glpIBPartialDerefNodeGetIb
00007ffa1e847e45 (__TEXT,__text) non-external (was a private external) _glpIBPartialDerefNodeSetBankIndex
00007ffa1e845ad0 (__TEXT,__text) non-external (was a private external) _glpIfExprNodeGetCondition
00007ffa1e845b06 (__TEXT,__text) non-external (was a private external) _glpIfExprNodeGetElseExpr
00007ffa1e845aea (__TEXT,__text) non-external (was a private external) _glpIfExprNodeGetIfExpr
