00000001e6fa2c58 (__DATA,__data) non-external _C
0000000180334eb0 (__TEXT,__text) external _wcstoull_l
000000018033535c (__TEXT,__text) external _wcstoumax
0000000180335118 (__TEXT,__text) external _wcstoumax_l
00000001803449a8 (__TEXT,__text) external _wcswidth
0000000180344918 (__TEXT,__text) external _wcswidth_l
0000000180344b94 (__TEXT,__text) external _wcsxfrm
00000001803449cc (__TEXT,__text) external _wcsxfrm_l
000000018030f984 (__TEXT,__text) external _wctob
000000018030f9a8 (__TEXT,__text) external _wctob_l
0000000180300eb8 (__TEXT,__text) external _wctomb
0000000180335380 (__TEXT,__text) external _wctomb_l
00000001803354f8 (__TEXT,__text) external _wctrans
0000000180335574 (__TEXT,__text) external _wctrans_l
000000018033565c (__TEXT,__text) external _wctype
0000000180335578 (__TEXT,__text) external _wctype_l
00000001e4d19e40 (__DATA_CONST,__const) non-external _wctype_l.props
0000000180335680 (__TEXT,__text) external _wcwidth
00000001803356f8 (__TEXT,__text) external _wcwidth_l
0000000180343fbc (__TEXT,__text) non-external _we_read_fully
0000000180356c28 (__TEXT,__const) non-external _wildabbr
0000000180344bb8 (__TEXT,__text) external _wmemchr
0000000180344bdc (__TEXT,__text) external _wmemcmp
0000000180344c14 (__TEXT,__text) external _wmemcpy
0000000180344c1c (__TEXT,__text) external _wmemmove
0000000180344c24 (__TEXT,__text) external _wmemset
00000001803421a4 (__TEXT,__text) non-external _wmemstream_close
00000001803420f0 (__TEXT,__text) non-external _wmemstream_seek
00000001803537c0 (__TEXT,__text) non-external _wmemstream_seek.cold.1
00000001803537ec (__TEXT,__text) non-external _wmemstream_seek.cold.2
0000000180341ecc (__TEXT,__text) non-external _wmemstream_update
0000000180353794 (__TEXT,__text) non-external _wmemstream_update.cold.1
0000000180341f04 (__TEXT,__text) non-external _wmemstream_write
00000001803435c0 (__TEXT,__text) external _wordexp
0000000180343f74 (__TEXT,__text) external _wordfree
0000000180341c60 (__TEXT,__text) external _wprintf
0000000180341cbc (__TEXT,__text) external _wprintf_l
                 (undefined) external _write$NOCANCEL (from libsystem_kernel)
                 (undefined) external _writev$NOCANCEL (from libsystem_kernel)
0000000180341cfc (__TEXT,__text) external _wscanf
0000000180341d58 (__TEXT,__text) external _wscanf_l
00000001e6fa3fd8 (__DATA,__bss) non-external _wtmp_asl.0
00000001e6fa3fe0 (__DATA,__bss) non-external _wtmp_asl.1
00000001e6fa3fe8 (__DATA,__bss) non-external _wtmp_asl.2
00000001e6fa3ff0 (__DATA,__bss) non-external _wtmp_asl.3
00000001e6fa3ff8 (__DATA,__bss) non-external _wtmp_asl.4
00000001e6fa2c50 (__DATA,__data) non-external _wtmp_file.0
00000001e6fa3f98 (__DATA,__bss) non-external _wtmp_file.1
00000001e6fa3fa0 (__DATA,__bss) non-external _wtmp_file.2
00000001e6fa3fa8 (__DATA,__bss) non-external _wtmp_file.3
00000001e6fa3fb0 (__DATA,__bss) non-external _wtmp_file.4
00000001e6fa3fb8 (__DATA,__bss) non-external _wtmp_file.5
00000001e6fa3fc0 (__DATA,__bss) non-external _wtmp_file.6
00000001e6fa3fc8 (__DATA,__bss) non-external _wtmp_file.7
00000001e6fa3f90 (__DATA,__bss) non-external _wtmp_func.0
00000001e875d308 (__AUTH,__data) non-external _wtmp_func.1
00000001e875d310 (__AUTH,__data) non-external _wtmp_func.2
00000001e875d318 (__AUTH,__data) non-external _wtmp_func.3
0000000180317364 (__TEXT,__text) external _wtmpxname
000000018031c7e8 (__TEXT,__text) external _xprintf
000000018030bf4c (__TEXT,__text) non-external (was a private external) _xprintf_calloc
00000001e6fa4540 (__DATA,__bss) non-external _xprintf_domain_default
000000018031cf40 (__TEXT,__text) external _xprintf_exec
000000018030b6e8 (__TEXT,__text) non-external (was a private external) _xprintf_malloc
0000000180356c4c (__TEXT,__const) non-external _year_lengths
00000001e6fa3f00 (__DATA,__bss) non-external _zapchar
0000000180356a8f (__TEXT,__const) non-external _zeroes
0000000180356b80 (__TEXT,__const) non-external _zeroes
00000001e6fa3094 (__DATA,__data) non-external _zeroes
