00007ff943750320 (__DATA,__bss) non-external _AGCPrinter
00007ff909767586 (__TEXT,__text) non-external __ZN14AGCLLVMBuilder19getOrInsertFunctionIJmEEEPN4llvm5ValueENS1_9StringRefEPNS1_4TypeEDpT_
00007ff9097153fa (__TEXT,__text) non-external __ZN14AGCLLVMBuilder19setupGlobalMetadataEPN4llvm14GlobalVariableEjj
00007ff9096a91bc (__TEXT,__text) non-external __ZN14AGCLLVMBuilder20WriteFramebufferArgsC2EPS_PK19_AGCDrawBufferStatePK14_AGCDrawBuffer
00007ff909628b72 (__TEXT,__text) non-external __ZN14AGCLLVMBuilder20tryDeducePointeeTypeEPN4llvm5ValueE
00007ff9097145ea (__TEXT,__text) non-external __ZN14AGCLLVMBuilder21fillUnwrittenChannelsEPN4llvm5ValueEjbb
00007ff909715252 (__TEXT,__text) non-external __ZN14AGCLLVMBuilder24createAllocaInEntryBlockEPN4llvm4TypeE
00007ff9096a90d8 (__TEXT,__text) non-external __ZN14AGCLLVMBuilder26CreateConstInBoundsGEP1_32EPN4llvm4TypeEPNS0_5ValueEj
00007ff9096a9774 (__TEXT,__text) non-external __ZN14AGCLLVMBuilder26CreateConstInBoundsGEP2_32EPN4llvm4TypeEPNS0_5ValueEjj
00007ff9096b4378 (__TEXT,__text) non-external __ZN14AGCLLVMBuilder26CreateConstInBoundsGEP2_32EPN4llvm5ValueEjj
00007ff909714bb6 (__TEXT,__text) non-external __ZN14AGCLLVMBuilder4map2EPN4llvm8FunctionEPNS0_5ValueES4_
00007ff909714a54 (__TEXT,__text) non-external __ZN14AGCLLVMBuilder5splatEjPN4llvm5ValueEb
00007ff909714d5a (__TEXT,__text) non-external __ZN14AGCLLVMBuilder8buildFmaEPN4llvm5ValueES2_S2_
00007ff909713bd2 (__TEXT,__text) non-external __ZN14AGCLLVMBuilder9f32ExtendEPN4llvm5ValueEb
00007ff909714b20 (__TEXT,__text) non-external __ZN14AGCLLVMBuilder9i32ExtendEPN4llvm5ValueEb
00007ff909713938 (__TEXT,__text) non-external __ZN14AGCLLVMBuilderC2ERN4llvm11LLVMContextE
00007ff909628600 (__TEXT,__text) non-external __ZN14GenericVarying20getComponentSemanticEN4llvm9StringRefEj
00007ff909628282 (__TEXT,__text) non-external __ZN14GenericVaryingC2Ej13ComponentTypeN17AGCCodeTranslator23VertexShaderVaryingTypeE21InterpolationLocationjb
00007ff9097a7826 (__TEXT,__text) non-external __ZN14MarkInvariants13markInvariantEP14AGCLLVMBuilder
00007ff9097a7692 (__TEXT,__text) non-external __ZN14MarkInvariants7addSeedEPN4llvm5ValueEj
00007ff9097b4b44 (__TEXT,__text) non-external __ZN15AGCMeshFunction13cacheMetadataEP27AGCManagedCompilationResult
00007ff9097b4afe (__TEXT,__text) non-external __ZN15AGCMeshFunction15extractMetadataEPK27AGCManagedCompilationResult
00007ff9097b47e2 (__TEXT,__text) non-external __ZN15AGCMeshFunction15extractMetadataERK20AGCDeserializedReply
00007ff9097b473c (__TEXT,__text) non-external __ZN15AGCMeshFunction16createLLVMObjectER10AGCLLVMCtxRN4llvm11LLVMContextEPNS2_6ModuleE
00007ff9097b3368 (__TEXT,__text) non-external __ZN15AGCMeshPipeline16compileMeshStageEv
00007ff9097b2aec (__TEXT,__text) non-external __ZN15AGCMeshPipeline7compileEv
00007ff9097b330a (__TEXT,__text) non-external __ZN15AGCMeshPipelineD1Ev
00007ff9097b131a (__TEXT,__text) non-external __ZN15AGCTileFunction16createLLVMObjectER10AGCLLVMCtxRN4llvm11LLVMContextEPNS2_6ModuleE
00007ff9097b0a36 (__TEXT,__text) non-external __ZN15AGCTileFunctionC2EPKcmRKN3AGX4Impl14TileProgramKeyE
00007ff9097b108a (__TEXT,__text) non-external __ZN15AGCTileFunctionD1Ev
00007ff909663dc4 (__TEXT,__text) non-external __ZN15_AGCBindingInfoC2Ejj
00007ff909678178 (__TEXT,__text) non-external __ZN17AGCArgumentBuffer11DummyStructD0Ev
00007ff90967814c (__TEXT,__text) non-external __ZN17AGCArgumentBuffer11DummyStructD1Ev
00007ff909673dea (__TEXT,__text) non-external __ZN17AGCArgumentBuffer11parseMDRootEPKN4llvm6MDNodeEPNS0_10StructTypeE
00007ff909677ef4 (__TEXT,__text) non-external __ZN17AGCArgumentBuffer11unwrapArrayERNSt3__110unique_ptrINS_5FieldENS0_14default_deleteIS2_EEEEPN4llvm4TypeERNS_15ResourceTrackerE
00007ff909675416 (__TEXT,__text) non-external __ZN17AGCArgumentBuffer13parseMDStructEPKN4llvm6MDNodeEPNS0_10StructTypeEjRNS_6StructERNS_15ResourceTrackerE
00007ff909676f14 (__TEXT,__text) non-external __ZN17AGCArgumentBuffer15ResourceTracker11addResourceERNS_8ResourceERj
00007ff909676e7c (__TEXT,__text) non-external __ZN17AGCArgumentBuffer15ResourceTracker8popArrayEv
00007ff90967531e (__TEXT,__text) non-external __ZN17AGCArgumentBuffer15ResourceTracker9pushArrayEPNS_5ArrayEb
00007ff909674aea (__TEXT,__text) non-external __ZN17AGCArgumentBuffer16Tier1TypeBuilder10buildFieldEPNS_5FieldE
00007ff909674700 (__TEXT,__text) non-external __ZN17AGCArgumentBuffer16Tier1TypeBuilder11buildStructEPNS_6StructE
00007ff909674bc4 (__TEXT,__text) non-external __ZN17AGCArgumentBuffer16Tier1TypeBuilder13buildConstantEPNS_8ConstantE
00007ff909674cde (__TEXT,__text) non-external __ZN17AGCArgumentBuffer16Tier1TypeBuilder13buildResourceEPNS_8ResourceERj
00007ff909674e10 (__TEXT,__text) non-external __ZN17AGCArgumentBuffer16Tier1TypeBuilder16endConstantGroupEv
00007ff909674e62 (__TEXT,__text) non-external __ZN17AGCArgumentBuffer16Tier1TypeBuilder16pushArrayIndicesEv
00007ff909674edc (__TEXT,__text) non-external __ZN17AGCArgumentBuffer16Tier1TypeBuilder8endGroupEv
00007ff90967850a (__TEXT,__text) non-external __ZN17AGCArgumentBuffer4RootD0Ev
00007ff9096784f2 (__TEXT,__text) non-external __ZN17AGCArgumentBuffer4RootD1Ev
00007ff90967856a (__TEXT,__text) non-external __ZN17AGCArgumentBuffer5ArrayD0Ev
00007ff90967853e (__TEXT,__text) non-external __ZN17AGCArgumentBuffer5ArrayD1Ev
00007ff909678212 (__TEXT,__text) non-external __ZN17AGCArgumentBuffer6BufferD0Ev
00007ff9096781ba (__TEXT,__text) non-external __ZN17AGCArgumentBuffer6BufferD1Ev
00007ff909678458 (__TEXT,__text) non-external __ZN17AGCArgumentBuffer6StructD0Ev
00007ff909678440 (__TEXT,__text) non-external __ZN17AGCArgumentBuffer6StructD1Ev
00007ff909678024 (__TEXT,__text) non-external __ZN17AGCArgumentBuffer7SamplerD0Ev
00007ff909677fcc (__TEXT,__text) non-external __ZN17AGCArgumentBuffer7SamplerD1Ev
00007ff9096780e4 (__TEXT,__text) non-external __ZN17AGCArgumentBuffer7TextureD0Ev
00007ff90967808c (__TEXT,__text) non-external __ZN17AGCArgumentBuffer7TextureD1Ev
00007ff9096751b2 (__TEXT,__text) non-external __ZN17AGCArgumentBuffer8ConstantD0Ev
00007ff90967515a (__TEXT,__text) non-external __ZN17AGCArgumentBuffer8ConstantD1Ev
00007ff909678946 (__TEXT,__text) non-external __ZN17AGCArgumentBuffer8Resource6BoundsC1EPN4llvm8ConstantE
00007ff9096750f2 (__TEXT,__text) non-external __ZN17AGCArgumentBuffer8ResourceD0Ev
00007ff90967509a (__TEXT,__text) non-external __ZN17AGCArgumentBuffer8ResourceD1Ev
00007ff9096785ac (__TEXT,__text) non-external __ZN17AGCArgumentBufferC1ERK20AGCLLVMTargetLowererRN4llvm11LLVMContextERNS3_10DataLayoutEPKNS3_6MDNodeEPNS3_10StructTypeEj
00007ff90973ff38 (__TEXT,__text) non-external __ZN17AGCLLVMObjectBaseD0Ev
00007ff90973ff32 (__TEXT,__text) non-external __ZN17AGCLLVMObjectBaseD1Ev
00007ff9096cdbd4 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject11initCompileEv
00007ff9096da914 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject12hoistAllocasEPN4llvm10BasicBlockERNS0_14ilist_iteratorINS0_12ilist_detail12node_optionsINS0_11InstructionELb0ELb0EvEELb0ELb0EEE
00007ff90961dfe2 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject12promoteInputEPN4llvm5ValueEjj
00007ff90961e07a (__TEXT,__text) non-external __ZN17AGCLLVMUserObject14buildGin1122WAEbb
00007ff9096f3222 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject15buildEmulatePCFERN14AGCLLVMBuilder10SampleArgsERK19_AGCSamplerPCFState
00007ff9096dd406 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject15cleanupShaderIREv
00007ff9096cf4ae (__TEXT,__text) non-external __ZN17AGCLLVMUserObject15replaceBuiltinsEv
00007ff9096ece4e (__TEXT,__text) non-external __ZN17AGCLLVMUserObject15setDylibLinkageEPN4llvm5ValueE
00007ff9096d0124 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject15verifyLoweredIREv
00007ff9096222c6 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject16addWrapperPrefixEv
00007ff9096daa0e (__TEXT,__text) non-external __ZN17AGCLLVMUserObject16getBuiltinArgMapEv
00007ff9096d0500 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject16linkMetalRuntimeEb
00007ff90961d048 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject16setupImageBlocksEv
00007ff9096222ce (__TEXT,__text) non-external __ZN17AGCLLVMUserObject17addWrapperPostfixEv
00007ff9096d0832 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject17linkHelperRuntimeEN10AGCLLVMCtx14RuntimeLibraryE
00007ff9096cdba8 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject17simplifyGenericIREv
00007ff90961d038 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject17wrapperPrefixDataEv
00007ff9096e9f90 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject18bindDylibResourcesEv
00007ff9096ed414 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject18buildBindlessIndexEPN4llvm5ValueE
00007ff90970a1c2 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject18constructFlatReplyEv
00007ff9097047d4 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject18createTLSIntrinsicEPKcS1_
00007ff90961e072 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject18getDrawBufferStateEv
00007ff9096cf4fc (__TEXT,__text) non-external __ZN17AGCLLVMUserObject18replaceF16BuiltinsEv
00007ff9096ce4a2 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject18setupShaderWrapperEv
00007ff9096d00c0 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject18setupStackOOBCheckEv
00007ff9096ed2aa (__TEXT,__text) non-external __ZN17AGCLLVMUserObject19buildImageHeapIndexEPN4llvm5ValueE
00007ff9096f5fde (__TEXT,__text) non-external __ZN17AGCLLVMUserObject19createSamplerArraysERN4llvm15SmallVectorImplINS_7Sampler14AllocationInfoEEE
00007ff9096f9908 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject19createTextureArraysERN4llvm15SmallVectorImplINS_7Texture14AllocationInfoEEE
00007ff9096dd35c (__TEXT,__text) non-external __ZN17AGCLLVMUserObject19lowerGlobalBindingsEv
00007ff9096dabfc (__TEXT,__text) non-external __ZN17AGCLLVMUserObject19markFunctionsInlineEv
00007ff9096eaf24 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject19needsDylibResourcesEv
00007ff9097092d2 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject19replaceSamplerInputIN4llvm8ArgumentEEEbPT_PKNS1_6MDNodeE
00007ff9096ceaf2 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject19setupGlobalBindingsEv
00007ff9096277dc (__TEXT,__text) non-external __ZN17AGCLLVMUserObject20getSampleFunctionMapEv
00007ff90961dfb6 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject20markInvariantOutputsEv
00007ff90970b036 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject20remapDriverBindpointERN4llvm9StringMapI21BufferReplacementInfoNS0_15MallocAllocatorEEE
00007ff9096d1928 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject20setupArgumentBuffersEv
00007ff9096cfd02 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject20setupBufferAliasInfoEv
00007ff9096e3176 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject21replaceFunctionGroupsEv
00007ff9096e2acc (__TEXT,__text) non-external __ZN17AGCLLVMUserObject21replaceTrigIdentitiesEv
00007ff9096fafda (__TEXT,__text) non-external __ZN17AGCLLVMUserObject22ResourceArrayIndex16x215createAddOffsetEPS_PN4llvm5ValueES4_
00007ff9096222bc (__TEXT,__text) non-external __ZN17AGCLLVMUserObject22adjustDfDyForInversionEPN4llvm5ValueE
00007ff9096f3bc2 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject22buildExtractXComponentEPN4llvm5ValueE
00007ff9096eca44 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject22createSCSIFTHeapGlobalEv
00007ff9096ee608 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject22getUniqueIDFunctionSetEv
00007ff909702d3e (__TEXT,__text) non-external __ZN17AGCLLVMUserObject22isTextureOrSamplerTypeEPN4llvm4TypeE
00007ff9096d0c72 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject22promoteGlobalConstantsEv
00007ff9096d18ca (__TEXT,__text) non-external __ZN17AGCLLVMUserObject22replaceBuiltinFunctionEPN4llvm8FunctionEPNS0_4TypeEPKNS0_6MDNodeEi
00007ff9096eac92 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject22replaceTextureStatePtrEv
00007ff9096db6cc (__TEXT,__text) non-external __ZN17AGCLLVMUserObject22setupDylibRequirementsEv
00007ff9096d7968 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject23addrSpaceReconciliationEPN4llvm5ValueEPNS0_4TypeE
00007ff9096f62d0 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject23allocateDirectRegistersINS_7TextureEEEbRKNS_34TextureSamplerPlaceholderFunctionsES4_NSt3__13setIT_NS_18ResourceComparatorENS5_9allocatorIS7_EEEE
00007ff9096f30d2 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject23buildBindlessIndexAsPtrEPN4llvm5ValueE
00007ff9096ec2b8 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject23createSamplerHeapGlobalEv
00007ff9096ee6cc (__TEXT,__text) non-external __ZN17AGCLLVMUserObject23extractConstantSamplersERN4llvm15SmallVectorImplIPNS0_5ValueEEE
00007ff9096d850a (__TEXT,__text) non-external __ZN17AGCLLVMUserObject23getCallOfCastedFunctionEPN4llvm5ValueE
00007ff9096ee4e2 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject23getDimensionFunctionMapEv
00007ff9096ce102 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject23replaceBuiltinArgumentsEv
00007ff9096d6a48 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject23setupBufferArgumentDataEPN4llvm4TypeEjjj14ResourceAccessj
00007ff90970a032 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject23setupIndirectSamplersGLEv
00007ff9096dc10c (__TEXT,__text) non-external __ZN17AGCLLVMUserObject23setupThreadLocalStorageEv
00007ff9096f8430 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject24allocateBindlessTexturesERKNSt3__16vectorIPN4llvm5ValueENS0_9allocatorIS4_EEEERKNS_34TextureSamplerPlaceholderFunctionsESC_SC_
00007ff9096d6214 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject24buildABResourceIntrinsicERNS_34TextureSamplerPlaceholderFunctionsEPN4llvm4TypeEPNS2_5ValueERN17AGCArgumentBuffer8Resource6BoundsEjS6_
00007ff9096f2ef4 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject24buildEmulatedIsF16FormatEN14AGCLLVMBuilder11InsertPointEPN4llvm5ValueE
00007ff90961dff0 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject24generateAuxiliaryShadersEv
00007ff9096f477e (__TEXT,__text) non-external __ZN17AGCLLVMUserObject24getGlobalBindingTablePtrEv
00007ff9096ed510 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject24getRaytracingFunctionMapEv
00007ff9096cf654 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject24replaceIndirectResourcesEv
00007ff9096e3cca (__TEXT,__text) non-external __ZN17AGCLLVMUserObject24replaceSimdgroupMatricesEv
00007ff9096d0c7a (__TEXT,__text) non-external __ZN17AGCLLVMUserObject24setupGlobalBufferPointerEPN4llvm14GlobalVariableEPNS0_4TypeEjjj14ResourceAccessj
00007ff90970a114 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject24setupIndirectSamplersAGPEv
00007ff909704f90 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject25SimdgroupAtomicWaitNotify52foundBarrierDominatingAllSideEffectsAndExternalCallsEPKN4llvm8FunctionERKNS1_8DenseMapIS4_NS0_17callsites_lists_tENS1_12DenseMapInfoIS4_vEENS1_6detail12DenseMapPairIS4_S6_EEEE
00007ff9096d99cc (__TEXT,__text) non-external __ZN17AGCLLVMUserObject25buildAPIResourceIntrinsicERNS_34TextureSamplerPlaceholderFunctionsEPN4llvm4TypeEPNS2_5ValueERN17AGCArgumentBuffer8Resource6BoundsEjb
00007ff9096f3148 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject25buildBindlessSamplerIndexEPN4llvm5ValueE
00007ff9096ece84 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject25buildImageArgumentPointerEPN4llvm5ValueEN18ImageArgumentQuery4EnumE
00007ff9097083f4 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject25collectResourceCopyValuesEPKN17AGCArgumentBuffer8ResourceEPN4llvm5ValueERNS4_15SmallVectorImplIS6_EEbRbb
00007ff9096eb07e (__TEXT,__text) non-external __ZN17AGCLLVMUserObject25createDylibBaseGetterFuncEv
00007ff9096d6d66 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject25createGlobalBufferBindingEPN4llvm4TypeERKNS0_5TwineEjjjb
00007ff9096ed49a (__TEXT,__text) non-external __ZN17AGCLLVMUserObject25getDirectImageGlobalValueEPN4llvm5ValueE
00007ff9096d8428 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject25markNonMainFunctionInlineEPN4llvm8FunctionEb
00007ff9096e38a6 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject25replaceSimdgroupAsyncCopyEv
00007ff9096ee9f6 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject26getBindlessConstantSamplerE15AIRConstSamplerPN4llvm4TypeE
00007ff90961e028 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject26getTextureBiasStateForUnitEj
00007ff9096ee544 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject26getTextureFenceFunctionSetEv
00007ff9096fda7a (__TEXT,__text) non-external __ZN17AGCLLVMUserObject26lowerGlobalBindingVariableEPN4llvm14GlobalVariableE
00007ff909706f32 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject26replaceBufferInputArgumentEPN4llvm8ArgumentEjPKNS0_6MDNodeEj
00007ff9096e5398 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject26replaceRaytracingFunctionsEv
00007ff9096efc6e (__TEXT,__text) non-external __ZN17AGCLLVMUserObject26replaceSamplerFunctionUsesEPN4llvm8FunctionERKNS_17AIRSampleFunctionE
00007ff9096dfd82 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject26replaceTexturesAndSamplersEv
00007ff9096dd578 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject27allocateTexturesAndSamplersEv
00007ff9096ef512 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject27buildSamplerArgumentPointerEPN4llvm5ValueEN20SamplerArgumentQuery4EnumE
00007ff9096f5d0e (__TEXT,__text) non-external __ZN17AGCLLVMUserObject27createIndirectResourceArrayINS_7Sampler14AllocationInfoEEEPN4llvm14GlobalVariableERKNS3_15SmallVectorImplIT_EERNS_25IndirectResourceArrayInfoE
00007ff9096f80e8 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject27createIndirectResourceArrayINS_7Texture14AllocationInfoEEEPN4llvm14GlobalVariableERKNS3_15SmallVectorImplIT_EERNS_25IndirectResourceArrayInfoE
00007ff9096f5cba (__TEXT,__text) non-external __ZN17AGCLLVMUserObject27createSamplerHeapIndexArrayERN4llvm15SmallVectorImplINS_7Sampler14AllocationInfoEEE
00007ff9096f7e1e (__TEXT,__text) non-external __ZN17AGCLLVMUserObject27createTextureHeapIndexArrayERN4llvm15SmallVectorImplINS_7Texture14AllocationInfoEEE
00007ff9096ee5a6 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject27getIsNullTextureFunctionSetEv
00007ff9096ee66a (__TEXT,__text) non-external __ZN17AGCLLVMUserObject27getTextureAtomicFunctionSetEv
00007ff9096d573a (__TEXT,__text) non-external __ZN17AGCLLVMUserObject27isVoidPointerUseInIntrinsicEPN4llvm5ValueE
00007ff90961dfa2 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject27optimizeThreadgroupBarriersEv
00007ff9096222d4 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject27setupInterpolationFunctionsEv
00007ff9096ecbaa (__TEXT,__text) non-external __ZN17AGCLLVMUserObject28createGlobalRayStridesGlobalEv
00007ff9096ec58e (__TEXT,__text) non-external __ZN17AGCLLVMUserObject28createSCSUserDataBoundGlobalEv
00007ff9096f3c30 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject28getGetNullTextureFunctionSetEv
00007ff9096f58ee (__TEXT,__text) non-external __ZN17AGCLLVMUserObject29allocateResourceRegisterArrayINS_7SamplerEEEbRKNS_34TextureSamplerPlaceholderFunctionsES4_NSt3__13setIT_NS_18ResourceComparatorENS5_9allocatorIS7_EEEE
00007ff9096ec018 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject29buildImageTextureBufferLengthEPN4llvm5ValueE
00007ff9096ed7e2 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject29buildRecordRaytraceForGin1122EN14AGCLLVMBuilder11InsertPointE
00007ff9096d8e58 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject29createPipelineStateHeapGlobalEv
00007ff90961df9a (__TEXT,__text) non-external __ZN17AGCLLVMUserObject29replacePreRuntimeLinkBuiltinsEv
00007ff9096ecd1a (__TEXT,__text) non-external __ZN17AGCLLVMUserObject30createGlobalBindingTableGlobalEv
00007ff9096ec712 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject30createSCSDriverDataStartGlobalEv
00007ff9096222dc (__TEXT,__text) non-external __ZN17AGCLLVMUserObject30improveDMAPromotionOpportunityEv
00007ff9096e4aa0 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject30replaceLateTextureBufferLengthEv
00007ff9097086b4 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject30replacePointerLoadsFromBitcastEPN4llvm11BitCastInstE
00007ff909704ddc (__TEXT,__text) non-external __ZN17AGCLLVMUserObject31functionIsUserExternDeclarationERKN4llvm8FunctionE
00007ff9097093fa (__TEXT,__text) non-external __ZN17AGCLLVMUserObject31handleGLIndirectSamplerFunctionEPN4llvm8FunctionEjj
00007ff9096e4d14 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject31replaceCommandBufferPrivateDataEv
00007ff909708870 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject31replaceTextureOrSamplerArgumentEPN4llvm5ValueEjjbRNS_34TextureSamplerPlaceholderFunctionsE
00007ff90961cec8 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject32getMaxTotalThreadsPerThreadgroupEv
00007ff9096ef0dc (__TEXT,__text) non-external __ZN17AGCLLVMUserObject32getOrCreateConstantSamplerGlobalE15AIRConstSampler
00007ff9096dba10 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject32replaceSimdgroupAtomicWaitNotifyEv
00007ff9096d9b9a (__TEXT,__text) non-external __ZN17AGCLLVMUserObject32setupIndirectArgumentRogMetadataERNS_26IndirectArgumentBufferInfoE
00007ff9096fd712 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject33allocateBindlessHeapIndexForRangeERKN17AGCArgumentBuffer8Resource6BoundsERKNS_27GlobalBindingAllocationInfoE
00007ff9096eb7e2 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject33buildBindlessImageArgumentPointerEPN4llvm5ValueEN18ImageArgumentQuery4EnumE
00007ff9096fb18a (__TEXT,__text) non-external __ZN17AGCLLVMUserObject33setupTextureArrayRasterOrderGroupERKN4llvm15SmallVectorImplINS_7Texture14AllocationInfoEEEPNS0_14GlobalVariableE
00007ff9096d6320 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject34TextureSamplerPlaceholderFunctions11getFunctionEPN4llvm6ModuleEPNS1_4TypeENS1_8ArrayRefIS5_EE
00007ff9096f92da (__TEXT,__text) non-external __ZN17AGCLLVMUserObject34TextureSamplerPlaceholderFunctions7cleanupEv
