000000020ccd3d60 (__DATA,__data) non-external _.compoundliteral
00000001e1c0df28 (__TEXT,__text) non-external (was a private external) _glpConstantNodeGetValue
00000001e1c0df30 (__TEXT,__text) non-external (was a private external) _glpConstantNodeSetValue
00000001e1c2bc30 (__TEXT,__text) non-external (was a private external) _glpConstantValueFromDecomposedInitializer
00000001e1c0e450 (__TEXT,__text) non-external (was a private external) _glpConstructorCallNodeGetType
00000001e1c0e460 (__TEXT,__text) non-external (was a private external) _glpConstructorCallNodeSetType
00000001e1bf6df4 (__TEXT,__text) non-external (was a private external) _glpConvert
00000001e1bde8d4 (__TEXT,__text) non-external (was a private external) _glpCopyLayoutObject
00000001e1c01254 (__TEXT,__text) non-external (was a private external) _glpCopyString
00000001e1c07014 (__TEXT,__text) non-external (was a private external) _glpCopyValue
00000001e1c0705c (__TEXT,__text) non-external (was a private external) _glpCopyValueInto
00000001e1c2e474 (__TEXT,__text) non-external _glpCopyValueIntoWithSwizzle
00000001e1bb10c8 (__TEXT,__text) non-external (was a private external) _glpCreateDoublesTelemetry
000000020ccd83f0 (__DATA,__bss) non-external _glpCreateDoublesTelemetry.onceToken
00000001e1bb121c (__TEXT,__text) non-external (was a private external) _glpCreateNVFragment2Telemetry
000000020ccd8410 (__DATA,__bss) non-external _glpCreateNVFragment2Telemetry.onceToken
00000001e1bb11e8 (__TEXT,__text) non-external (was a private external) _glpCreateNVFragmentProgramTelemetry
000000020ccd8408 (__DATA,__bss) non-external _glpCreateNVFragmentProgramTelemetry.onceToken
00000001e1bb1180 (__TEXT,__text) non-external (was a private external) _glpCreateNVVertex2Telemetry
000000020ccd83f8 (__DATA,__bss) non-external _glpCreateNVVertex2Telemetry.onceToken
00000001e1bb11b4 (__TEXT,__text) non-external (was a private external) _glpCreateNVVertex3Telemetry
000000020ccd8400 (__DATA,__bss) non-external _glpCreateNVVertex3Telemetry.onceToken
00000001e1be41dc (__TEXT,__text) non-external _glpCreateShaderByteCode
00000001e1bb10fc (__TEXT,__text) non-external _glpCreateTelemetry
00000001e1bb2940 (__TEXT,__text) non-external (was a private external) _glpDataHashGet
00000001e1bb2744 (__TEXT,__text) non-external (was a private external) _glpDataHashPut
00000001e1c01820 (__TEXT,__text) non-external (was a private external) _glpDatasEqual
00000001e1c3aee0 (__TEXT,__text) non-external (was a private external) _glpDecLineNumber
00000001e1c0d7f4 (__TEXT,__text) non-external (was a private external) _glpDeepCopyASTNode
00000001e1c018a4 (__TEXT,__text) non-external (was a private external) _glpDeepCopyType
00000001e1c1128c (__TEXT,__text) non-external (was a private external) _glpDefaultStatementNodeGetIsStray
00000001e1c11294 (__TEXT,__text) non-external (was a private external) _glpDefaultStatementNodeSetIsStray
00000001e1c11980 (__TEXT,__text) non-external (was a private external) _glpDerefNodeGetOffset
00000001e1c1198c (__TEXT,__text) non-external (was a private external) _glpDerefNodeSetOffset
00000001e1bfce54 (__TEXT,__text) non-external (was a private external) _glpDeserialError
00000001e1c14014 (__TEXT,__text) non-external (was a private external) _glpDeserializeAST
00000001e1c14470 (__TEXT,__text) non-external (was a private external) _glpDeserializeNames
00000001e1bb6c34 (__TEXT,__text) non-external (was a private external) _glpDestroyCodeGenContext
00000001e1be4160 (__TEXT,__text) non-external (was a private external) _glpDestroyCompiledShader
00000001e1bda720 (__TEXT,__text) non-external (was a private external) _glpDestroyCompiler
00000001e1bfc92c (__TEXT,__text) non-external (was a private external) _glpDestroyDeserialContext
00000001e1bb1f40 (__TEXT,__text) non-external (was a private external) _glpDestroyIntHash
00000001e1bb9e30 (__TEXT,__text) non-external (was a private external) _glpDestroyLLVMCodeGenContext
00000001e1bde998 (__TEXT,__text) non-external (was a private external) _glpDestroyLayoutObject
00000001e1be3bb4 (__TEXT,__text) non-external (was a private external) _glpDestroyLinkedProgram
00000001e1be0dcc (__TEXT,__text) non-external (was a private external) _glpDestroyLinker
00000001e1bedf68 (__TEXT,__text) non-external (was a private external) _glpDestroyLog
00000001e1bee3fc (__TEXT,__text) non-external (was a private external) _glpDestroyNameTable
00000001e1bb1b38 (__TEXT,__text) non-external (was a private external) _glpDestroyPointerHash
00000001e1bb3774 (__TEXT,__text) non-external (was a private external) _glpDestroyPoolAllocator
00000001e1bfbe18 (__TEXT,__text) non-external (was a private external) _glpDestroySerialContext
00000001e1c0143c (__TEXT,__text) non-external (was a private external) _glpDestroyStringBuffer
00000001e1bb16a4 (__TEXT,__text) non-external (was a private external) _glpDestroyStringHash
00000001e1c01fd4 (__TEXT,__text) non-external (was a private external) _glpDestroyType
00000001e1bb236c (__TEXT,__text) non-external (was a private external) _glpDestroyTypedValueHash
00000001e1c5d488 (__TEXT,__text) non-external (was a private external) _glpDisassemble1Op
00000001e1c28a88 (__TEXT,__text) non-external (was a private external) _glpDumpASTNodeToStringBuffer
00000001e1c03280 (__TEXT,__text) non-external (was a private external) _glpDumpTypeToStringBuffer
00000001e1c04c10 (__TEXT,__text) non-external (was a private external) _glpDuplicateDerefOrConstant
00000001e1c023f8 (__TEXT,__text) non-external (was a private external) _glpEachPrimitiveComponentOfType
00000001e1bf66e0 (__TEXT,__text) non-external (was a private external) _glpEnsureDeref
00000001e1bf5b14 (__TEXT,__text) non-external (was a private external) _glpEnsureOffsetsExist
00000001e1c0ed40 (__TEXT,__text) non-external (was a private external) _glpEqualNodeGetIsFromSource
00000001e1bf84f0 (__TEXT,__text) non-external (was a private external) _glpEvaluateArraySize
00000001e1bf86d0 (__TEXT,__text) non-external (was a private external) _glpEvaluateTypeNode
00000001e1c10d10 (__TEXT,__text) non-external (was a private external) _glpExpressionStatementNodeGetExpr
00000001e1c10d1c (__TEXT,__text) non-external (was a private external) _glpExpressionStatementNodeSetExpr
00000001e1bddc90 (__TEXT,__text) non-external (was a private external) _glpExtensionAllowed
00000001e1bdde10 (__TEXT,__text) non-external (was a private external) _glpExtensionAllowedAndDefault
00000001e1bdd824 (__TEXT,__text) non-external (was a private external) _glpExtensionFromString
00000001e1bddc64 (__TEXT,__text) non-external (was a private external) _glpExtensionToString
00000001e1c0e0b8 (__TEXT,__text) non-external (was a private external) _glpFieldAccessNodeGetField
00000001e1c0e0c4 (__TEXT,__text) non-external (was a private external) _glpFieldAccessNodeGetStructure
00000001e1c0e0d0 (__TEXT,__text) non-external (was a private external) _glpFieldAccessNodeSetStructure
00000001e1c101dc (__TEXT,__text) non-external (was a private external) _glpFieldDeclarationNodeGetName
00000001e1c101e8 (__TEXT,__text) non-external (was a private external) _glpFieldDeclarationNodeGetType
00000001e1c101f4 (__TEXT,__text) non-external (was a private external) _glpFieldDeclarationNodeSetType
00000001e1bde854 (__TEXT,__text) non-external (was a private external) _glpFinalizeParseContext
00000001e1c0a6f8 (__TEXT,__text) non-external (was a private external) _glpFinalizePreprocessor
00000001e1bd3dfc (__TEXT,__text) non-external _glpFindGep
00000001e1bddfcc (__TEXT,__text) non-external (was a private external) _glpFixInterpolateAt
00000001e1bfa050 (__TEXT,__text) non-external (was a private external) _glpFlattenCommaTree
00000001e1c83298 (__TEXT,__text) external _glpFragmentStateToPPStream
00000001e1c6dfb0 (__TEXT,__text) external _glpFreePPShaderLinearize
00000001e1c0e228 (__TEXT,__text) non-external (was a private external) _glpFunctionCallNodeGetExtra
00000001e1c0e21c (__TEXT,__text) non-external (was a private external) _glpFunctionCallNodeGetName
00000001e1c0e230 (__TEXT,__text) non-external (was a private external) _glpFunctionCallNodeSetExtra
00000001e1c0fef4 (__TEXT,__text) non-external (was a private external) _glpFunctionDefinitionNodeGetBody
00000001e1c0fedc (__TEXT,__text) non-external (was a private external) _glpFunctionDefinitionNodeGetPrototype
00000001e1c0ff00 (__TEXT,__text) non-external (was a private external) _glpFunctionDefinitionNodeSetBody
00000001e1c0fee8 (__TEXT,__text) non-external (was a private external) _glpFunctionDefinitionNodeSetPrototype
00000001e1c0f758 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeAddParameter
00000001e1c0f6dc (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeClearParameters
00000001e1c0f69c (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeGetExtra
00000001e1c0f690 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeGetName
00000001e1c0f738 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeGetParameter
00000001e1c0f730 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeGetParameterCount
00000001e1c0f6c4 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeGetReturnOutParam
00000001e1c0f6ac (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeGetReturnType
00000001e1c0f760 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeInsertParameter
00000001e1c0f6a4 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeSetExtra
00000001e1c0f748 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeSetParameter
00000001e1c0f6d0 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeSetReturnOutParam
00000001e1c0f6b8 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeSetReturnType
00000001e1c01f64 (__TEXT,__text) non-external (was a private external) _glpFunctionTypeGetReturnType
00000001e1c2ccd8 (__TEXT,__text) non-external _glpGLPTypeGetGLVMType
00000001e1bdd6e8 (__TEXT,__text) non-external (was a private external) _glpGLSLVersionAllowed
00000001e1bdd5c4 (__TEXT,__text) non-external (was a private external) _glpGLSLVersionFromInt
00000001e1bdd6b0 (__TEXT,__text) non-external (was a private external) _glpGLSLVersionGetDefault
00000001e1bdd7a0 (__TEXT,__text) non-external (was a private external) _glpGLSLVersionRequired
00000001e1bdd684 (__TEXT,__text) non-external (was a private external) _glpGLSLVersionToInt
00000001e1be4214 (__TEXT,__text) non-external (was a private external) _glpGenerateCopyInOut
00000001e1c04778 (__TEXT,__text) non-external (was a private external) _glpGetAccessorCount
00000001e1bde450 (__TEXT,__text) non-external (was a private external) _glpGetBIArchiveData
000000020ccd882c (__DATA,__bss) non-external _glpGetBIArchiveData._anchor
00000001e1be0c30 (__TEXT,__text) non-external (was a private external) _glpGetCompiledShaderVersion
00000001e1bf6a50 (__TEXT,__text) non-external (was a private external) _glpGetDefaultPrecisionForType
00000001e1c3f0d8 (__TEXT,__text) non-external (was a private external) _glpGetErrMsg
00000001e1c3aec0 (__TEXT,__text) non-external (was a private external) _glpGetFilename
00000001e1bdb2f0 (__TEXT,__text) non-external _glpGetFrameworkConstantByIndex
00000001e1bdcdd4 (__TEXT,__text) non-external (was a private external) _glpGetIBVariableObjectCount
00000001e1c3aec8 (__TEXT,__text) non-external (was a private external) _glpGetLineNumber
00000001e1bf69c8 (__TEXT,__text) non-external (was a private external) _glpGetMostBasicPrimitiveType
00000001e1bcd6f4 (__TEXT,__text) non-external _glpGetPConst
00000001e1c026e4 (__TEXT,__text) external _glpGetPrimitiveType
00000001e1c04de8 (__TEXT,__text) non-external (was a private external) _glpGetScalarAccessorCount
00000001e1bdd430 (__TEXT,__text) non-external (was a private external) _glpGetStructTypeFromIBType
00000001e1bd52f8 (__TEXT,__text) non-external _glpGetTextureSize
00000001e1bd7f38 (__TEXT,__text) non-external _glpGetVectorSwizzle
00000001e1bf09a8 (__TEXT,__text) non-external (was a private external) _glpGetVectorType
00000001e1c10b64 (__TEXT,__text) non-external (was a private external) _glpGlobalTypeQualifierNodeGetLayout
00000001e1c10b74 (__TEXT,__text) non-external (was a private external) _glpGlobalTypeQualifierNodeGetQualifierList
00000001e1c10b6c (__TEXT,__text) non-external (was a private external) _glpGlobalTypeQualifierNodeSetLayout
00000001e1c10b80 (__TEXT,__text) non-external (was a private external) _glpGlobalTypeQualifierNodeSetQualifierList
00000001e1bf2464 (__TEXT,__text) non-external (was a private external) _glpHandleArgumentConversions
00000001e1bf67c0 (__TEXT,__text) non-external (was a private external) _glpHandleGetterSetter
00000001e1c3edcc (__TEXT,__text) non-external (was a private external) _glpHandlePragma
00000001e1c04154 (__TEXT,__text) non-external (was a private external) _glpHandleSideEffectsForExpr
00000001e1bf2bd4 (__TEXT,__text) non-external (was a private external) _glpHandleSpecialOperatorFunction
00000001e1bf95f8 (__TEXT,__text) non-external (was a private external) _glpHandleVariableRedeclaration
00000001e1c11bb4 (__TEXT,__text) non-external (was a private external) _glpIBPartialDerefNodeGetBankIndex
00000001e1c11bac (__TEXT,__text) non-external (was a private external) _glpIBPartialDerefNodeGetIb
00000001e1c11bc0 (__TEXT,__text) non-external (was a private external) _glpIBPartialDerefNodeSetBankIndex
00000001e1c0f11c (__TEXT,__text) non-external (was a private external) _glpIfExprNodeGetCondition
00000001e1c0f14c (__TEXT,__text) non-external (was a private external) _glpIfExprNodeGetElseExpr
00000001e1c0f134 (__TEXT,__text) non-external (was a private external) _glpIfExprNodeGetIfExpr
00000001e1c0f128 (__TEXT,__text) non-external (was a private external) _glpIfExprNodeSetCondition
00000001e1c0f158 (__TEXT,__text) non-external (was a private external) _glpIfExprNodeSetElseExpr
00000001e1c0f140 (__TEXT,__text) non-external (was a private external) _glpIfExprNodeSetIfExpr
00000001e1c10f70 (__TEXT,__text) non-external (was a private external) _glpIfStatementNodeGetCond
00000001e1c10fa0 (__TEXT,__text) non-external (was a private external) _glpIfStatementNodeGetElseStatement
00000001e1c10f88 (__TEXT,__text) non-external (was a private external) _glpIfStatementNodeGetIfStatement
00000001e1c10f7c (__TEXT,__text) non-external (was a private external) _glpIfStatementNodeSetCond
00000001e1c10fac (__TEXT,__text) non-external (was a private external) _glpIfStatementNodeSetElseStatement
00000001e1c10f94 (__TEXT,__text) non-external (was a private external) _glpIfStatementNodeSetIfStatement
00000001e1c3aed0 (__TEXT,__text) non-external (was a private external) _glpIncLineNumber
00000001e1bf6fd0 (__TEXT,__text) non-external (was a private external) _glpIndirectArrayElement
00000001e1bf6f84 (__TEXT,__text) non-external (was a private external) _glpIndirectMatrixColumn
00000001e1bf6e78 (__TEXT,__text) non-external (was a private external) _glpIndirectVectorElement
00000001e1bfc8ac (__TEXT,__text) non-external (was a private external) _glpInitDeserialContext
00000001e1bde6d8 (__TEXT,__text) non-external (was a private external) _glpInitParseContext
00000001e1bb3554 (__TEXT,__text) non-external (was a private external) _glpInitPoolAllocator
