00007ff807464940 (__TEXT,__const) non-external _A1_Table
00007ff806df77f0 (__TEXT,__text) non-external (was a private external) __ERROR_Buffer_Not_Readable_By_vImage__CheckBacktrace
00007ff806df7a70 (__TEXT,__text) non-external (was a private external) __ERROR_Buffer_Not_Writeable_By_vImage__CheckBacktrace
00007ff806df7b40 (__TEXT,__text) non-external (was a private external) __ERROR_Buffer_ReadWrite__Too_Small_For_Arguments_To_vImage__CheckBacktrace
00007ff806df7810 (__TEXT,__text) non-external (was a private external) __ERROR_Buffer_Read__Too_Small_For_Arguments_To_vImage__CheckBacktrace
00007ff806df7a90 (__TEXT,__text) non-external (was a private external) __ERROR_Buffer_Write__Too_Small_For_Arguments_To_vImage__CheckBacktrace
                 (undefined) external __NSConcreteGlobalBlock (from libSystem)
                 (undefined) external __NSConcreteStackBlock (from libSystem)
00007ff807254de0 (__TEXT,__text) non-external __ZL12vecPQToneMapPDv8_fS0_S0_PKfPK9PQ_params
00007ff8073c6c40 (__TEXT,__text) non-external __ZL12vecPQToneMapPDv8_fS0_S0_PKfPK9PQ_params
00007ff807486080 (__TEXT,__const) non-external __ZL14deinterleave4UPKDv32_s.c_permd
00007ff806f87e10 (__TEXT,__text) non-external ___ContrastStretch_ARGBFFFF_AVX_block_invoke
00007ff806f882e0 (__TEXT,__text) non-external ___ContrastStretch_ARGBFFFF_AVX_block_invoke.4
00007ff806f861b0 (__TEXT,__text) non-external ___ContrastStretch_PlanarF_AVX_block_invoke
00007ff806f865d0 (__TEXT,__text) non-external ___ContrastStretch_PlanarF_AVX_block_invoke.1
                 (undefined) weak external ____chkstk_darwin (from libSystem)
00007ff806ee5900 (__TEXT,__text) non-external ____vImageConvert_ARGB16Q12ToXRGB2101010_block_invoke
00007ff806ee5760 (__TEXT,__text) non-external ____vImageConvert_ARGB16UToXRGB2101010_block_invoke
00007ff806ee55c0 (__TEXT,__text) non-external ____vImageConvert_ARGB8888ToXRGB2101010_block_invoke
00007ff806ee5ab0 (__TEXT,__text) non-external ____vImageConvert_ARGBFFFFToXRGB2101010_block_invoke
00007ff806ee5b80 (__TEXT,__text) non-external ____vImageConvert_XRGB2101010ToARGB16F_block_invoke
00007ff806ee5830 (__TEXT,__text) non-external ____vImageConvert_XRGB2101010ToARGB16Q12_block_invoke
00007ff806ee5690 (__TEXT,__text) non-external ____vImageConvert_XRGB2101010ToARGB16U_block_invoke
00007ff806ee54f0 (__TEXT,__text) non-external ____vImageConvert_XRGB2101010ToARGB8888_block_invoke
00007ff806ee59e0 (__TEXT,__text) non-external ____vImageConvert_XRGB2101010ToARGBFFFF_block_invoke
                 (undefined) external ___assert_rtn (from libSystem)
00007ff8405efb00 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff8405efb40 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff8405f0450 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff8405f0760 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff8405f0820 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff8405f0d28 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff8405f1810 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff8405f1df0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff8405f1e50 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff8405f1eb0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff8405f1f70 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff8405f2030 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff8405f2070 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff8405f2270 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff8405f23f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff8405f2750 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff8405f2d50 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff8405fe550 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff8405feb90 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff8405efb60 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.1
00007ff8405f0790 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.1
00007ff8405f0840 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.1
00007ff8405f0d48 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.1
00007ff8405f1830 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.1
00007ff8405f1e20 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.1
00007ff8405f1e80 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.1
00007ff8405f2050 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.1
00007ff8405f2090 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.1
00007ff8405f2290 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.1
00007ff8405f2410 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.1
00007ff8405f2770 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.1
00007ff8405f2d70 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.1
00007ff8405efc30 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.10
00007ff8405f0a60 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.10
00007ff8405f1950 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.10
00007ff8405f21b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.10
00007ff8405f2640 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.10
00007ff8405f2890 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.10
00007ff8405f2e90 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.10
00007ff8405fe590 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.10
00007ff8405febd0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.10
00007ff8405f04b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.11
00007ff8405f0a90 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.11
00007ff8405f1970 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.11
00007ff8405f21d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.11
00007ff8405f2660 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.11
00007ff8405f28b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.11
00007ff8405fe5b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.11
00007ff8405febf0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.11
00007ff8405efc60 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.12
00007ff8405f0ac0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.12
00007ff8405f1990 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.12
00007ff8405f21f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.12
00007ff8405f2680 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.12
00007ff8405f28d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.12
00007ff8405fe5d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.12
00007ff8405fec10 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.12
00007ff8405efc80 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.13
00007ff8405f0af0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.13
00007ff8405f19b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.13
00007ff8405f2210 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.13
00007ff8405f26b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.13
00007ff8405f28f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.13
00007ff8405fe5f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.13
00007ff8405fec30 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.13
00007ff8405efca0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.14
00007ff8405f03c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.14
00007ff8405f0b20 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.14
00007ff8405f19d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.14
00007ff8405f2230 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.14
00007ff8405f26d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.14
00007ff8405f2910 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.14
00007ff8405fe610 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.14
00007ff8405fec50 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.14
00007ff8405efcc0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.15
00007ff8405f19f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.15
00007ff8405f2250 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.15
00007ff8405f26f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.15
00007ff8405f2930 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.15
00007ff8405fe630 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.15
00007ff8405fec70 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.15
00007ff8405efce0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.16
00007ff8405f1a10 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.16
00007ff8405f2370 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.16
00007ff8405f2710 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.16
00007ff8405f2950 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.16
00007ff8405fe650 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.16
00007ff8405fec90 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.16
00007ff8405efd00 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.17
00007ff8405f1a30 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.17
00007ff8405f2390 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.17
00007ff8405f2730 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.17
00007ff8405f2970 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.17
00007ff8405fe670 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.17
00007ff8405fecb0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.17
00007ff8405efd20 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.18
00007ff8405f1a50 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.18
00007ff8405f23b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.18
00007ff8405f2990 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.18
00007ff8405fe690 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.18
00007ff8405fecd0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.18
00007ff8405efd40 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.19
00007ff8405f1a70 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.19
00007ff8405f23d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.19
00007ff8405f29b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.19
00007ff8405fe6b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.19
00007ff8405fecf0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.19
00007ff8405f07c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.2
00007ff8405f0860 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.2
00007ff8405f0d78 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.2
00007ff8405f1850 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.2
00007ff8405f1ee0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.2
00007ff8405f1fa0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.2
00007ff8405f20b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.2
00007ff8405f22b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.2
00007ff8405f2790 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.2
00007ff8405f2d90 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.2
00007ff8405efd60 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.20
00007ff8405f1a90 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.20
00007ff8405f29d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.20
00007ff8405fe6d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.20
00007ff8405fed10 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.20
00007ff8405efd90 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.21
00007ff8405f1ab0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.21
00007ff8405f29f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.21
00007ff8405fe6f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.21
00007ff8405fed30 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.21
00007ff8405efdc0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.22
00007ff8405f1ad0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.22
00007ff8405f2a10 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.22
00007ff8405fe710 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.22
00007ff8405fed50 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.22
00007ff8405efdf0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.23
00007ff8405f1af0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.23
00007ff8405f2a30 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.23
00007ff8405fe730 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.23
00007ff8405fed70 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.23
00007ff8405efe20 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.24
00007ff8405f1b10 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.24
00007ff8405f2a50 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.24
00007ff8405fe750 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.24
00007ff8405fed90 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.24
00007ff8405efe50 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.25
00007ff8405f1b30 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.25
00007ff8405f2a70 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.25
00007ff8405fe770 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.25
00007ff8405fedb0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.25
00007ff8405efe80 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.26
00007ff8405f1b50 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.26
00007ff8405f2a90 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.26
00007ff8405fe790 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.26
00007ff8405fedd0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.26
00007ff8405efeb0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.27
00007ff8405f1b70 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.27
00007ff8405f2ab0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.27
00007ff8405fe7b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.27
00007ff8405fedf0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.27
00007ff8405efee0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.28
00007ff8405f0b50 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.28
00007ff8405f1b90 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.28
00007ff8405f2ad0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.28
00007ff8405fe7d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.28
00007ff8405fee10 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.28
00007ff8405eff10 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.29
00007ff8405f0b80 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.29
00007ff8405f1bb0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.29
00007ff8405f2af0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.29
00007ff8405fe7f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.29
00007ff8405fee30 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.29
00007ff8405f07f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.3
00007ff8405f0880 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.3
00007ff8405f0da8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.3
00007ff8405f1870 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.3
00007ff8405f1f10 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.3
00007ff8405f1fd0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.3
00007ff8405f20d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.3
00007ff8405f22d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.3
00007ff8405f2430 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.3
00007ff8405f27b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.3
00007ff8405f2db0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.3
00007ff8405eff40 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.30
00007ff8405f03f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.30
00007ff8405f1bd0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.30
00007ff8405f2b10 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.30
00007ff8405fe810 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.30
00007ff8405fee50 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.30
00007ff8405eff70 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.31
00007ff8405f0420 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.31
