0000000180195d40 (__TEXT,__text) non-external K256
000000018012642c (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs28_dyld_shared_cache_real_pathEPKc
000000018011c628 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs28dyld_get_program_sdk_versionEv
0000000180127a3c (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs29NSIsSymbolNameDefinedWithHintEPKcS2_
0000000180127b08 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs29NSLookupAndBindSymbolWithHintEPKcS2_
0000000180122db0 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs29_dyld_after_fork_dlopen_childEv
000000018011b3f4 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs29_dyld_get_dlopen_image_headerEPv
000000018011deac (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs29_dyld_objc_register_callbacksEPKNS_13ObjCCallbacksE
0000000180128cd4 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs29_dyld_register_dlsym_notifierENS_16ReadOnlyCallbackIPFvPKcEEE
00000001801262f4 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs29_dyld_register_driverkit_mainEPFvvE
0000000180122da8 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs30_dyld_after_fork_dlopen_parentEv
0000000180128544 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs30_dyld_image_containing_addressEPKv
00000001801215a0 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs30_dyld_register_for_image_loadsENS_16ReadOnlyCallbackIPFvPK11mach_headerPKcbEEE
0000000180122c88 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs30dyld_shared_cache_iterate_textEPKhNS_16ReadOnlyCallbackIU13block_pointerFvPK33dyld_shared_cache_dylib_text_infoEEE
0000000180126554 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs31NSCreateObjectFileImageFromFileEPKcPP19__NSObjectFileImage
0000000180129548 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs31_dyld_for_each_prewarming_rangeENS_16ReadOnlyCallbackIPFvPKvmEEE
00000001801286b0 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs31_dyld_lookup_and_bind_with_hintEPKcS2_PPvPP10__NSModule
000000018011d2d4 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs31dyld_get_program_min_os_versionEv
000000018011cea4 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs31dyld_version_token_get_platformEy
00000001801263b8 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs32_dyld_shared_cache_contains_pathEPKc
0000000180126610 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs33NSCreateObjectFileImageFromMemoryEPKvmPP19__NSObjectFileImage
00000001801275e0 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs33NSGetSectionDataInObjectFileImageEP19__NSObjectFileImagePKcS4_Pm
000000018011d43c (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs33_dyld_register_func_for_add_imageENS_16ReadOnlyCallbackIPFvPK11mach_headerlEEE
0000000180127518 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs34NSIsSymbolDefinedInObjectFileImageEP19__NSObjectFileImagePKc
0000000180123da8 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs34_dyld_objc_uses_large_shared_cacheEv
000000018011ce2c (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs34dyld_get_program_sdk_version_tokenEv
000000018011e630 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs34dyld_image_path_containing_addressEPKv
00000001801292e8 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs35_dyld_find_pointer_hash_table_entryEPKvS2_mPS2_
0000000180129170 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs35_dyld_get_swift_prespecialized_dataEv
0000000180121c10 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs35_dyld_register_for_bulk_image_loadsENS_16ReadOnlyCallbackIPFvjPPK11mach_headerPPKcEEE
0000000180126494 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs35_dyld_shared_cache_is_locally_builtEv
0000000180122640 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs35dyld_shared_cache_find_iterate_textEPKhPPKcNS_16ReadOnlyCallbackIU13block_pointerFvPK33dyld_shared_cache_dylib_text_infoEEE
00000001801297f8 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs36_dyld_call_with_writable_tpro_memoryEPFvPvES1_
0000000180124a28 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs36_dyld_pseudodylib_register_callbacksEPKNS_28PseudoDylibRegisterCallbacksE
000000018011d9b8 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs36_dyld_register_func_for_remove_imageENS_16ReadOnlyCallbackIPFvPK11mach_headerlEEE
000000018011ce68 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs36dyld_get_program_minos_version_tokenEv
000000018011e5b0 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs36dyld_image_header_containing_addressEPKv
000000018011c420 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs37dyld_get_program_min_watch_os_versionEv
000000018011c268 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs37dyld_get_program_sdk_watch_os_versionEv
0000000180124ed4 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs38_dyld_pseudodylib_deregister_callbacksEP34_dyld_pseudodylib_callbacks_opaque
00000001801241cc (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs39_dyld_find_protocol_conformance_on_diskEPKvS2_S2_j
00000001801a4f20 (__TEXT,__text) non-external __ZN5dyld44APIs39_dyld_find_protocol_conformance_on_diskEPKvS2_S2_j.cold.1
00000001801a4f20 (__TEXT,__text) non-external __ZN5dyld44APIs39_dyld_find_protocol_conformance_on_diskEPKvS2_S2_j.cold.2
0000000180123bb8 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs39_dyld_is_preoptimized_objc_image_loadedEt
00000001801212d0 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs39dyld_shared_cache_some_image_overriddenEv
00000001801225dc (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs42dyld_has_inserted_or_interposing_librariesEv
00000001801223f0 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs47_dyld_shared_cache_file_path_containing_addressEPKvPcPy
000000018011c4dc (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs47obsolete_dyld_get_program_min_bridge_os_versionEv
000000018011c4c0 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs47obsolete_dyld_get_program_sdk_bridge_os_versionEv
0000000180124120 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs50_dyld_has_preoptimized_swift_protocol_conformancesEPK11mach_header
00000001801a4f20 (__TEXT,__text) non-external __ZN5dyld44APIs50_dyld_has_preoptimized_swift_protocol_conformancesEPK11mach_header.cold.1
00000001801245e8 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs52_dyld_find_foreign_type_protocol_conformance_on_diskEPKvPKcmj
00000001801a4f20 (__TEXT,__text) non-external __ZN5dyld44APIs52_dyld_find_foreign_type_protocol_conformance_on_diskEPKvPKcmj.cold.1
00000001801207d4 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs5dlsymEPvPKc
000000018011e8e0 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs6dladdrEPKvP7dl_info
000000018011fa6c (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs6dlopenEPKci
00000001801200a4 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs7dlcloseEPv
000000018011f8a0 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs7dlerrorEv
0000000180126538 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs8obsoleteEv
00000001801393cc (__TEXT,__text) non-external (was a private external) __ZN5dyld44haltEPKcPKNS_15StructuredErrorE
000000018017b984 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas11SharedCacheC1ERN3lsl9AllocatorEONS_10FileRecordERNS2_9SharedPtrINS0_6MapperEEENS0_11SafePointerEb
000000018017b5d0 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas11SharedCacheC2ERN3lsl9AllocatorEONS_10FileRecordERNS2_9SharedPtrINS0_6MapperEEENS0_11SafePointerEb
00000001801a651c (__TEXT,__text) non-external __ZN5dyld45Atlas11SharedCacheC2ERN3lsl9AllocatorEONS_10FileRecordERNS2_9SharedPtrINS0_6MapperEEENS0_11SafePointerEb.cold.1
000000018017cbc8 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas15ProcessSnapshot10Serializer13emitStringRefEPKcRN3lsl6VectorISt4byteEE
000000018017ccec (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas15ProcessSnapshot10Serializer18emitMappedFileInfoEyRKN3lsl4UUIDERKNS_10FileRecordERNS3_6VectorISt4byteEE
00000001801a65cc (__TEXT,__text) non-external __ZN5dyld45Atlas15ProcessSnapshot10Serializer18emitMappedFileInfoEyRKN3lsl4UUIDERKNS_10FileRecordERNS3_6VectorISt4byteEE.cold.1
00000001801a65f8 (__TEXT,__text) non-external __ZN5dyld45Atlas15ProcessSnapshot10Serializer18emitMappedFileInfoEyRKN3lsl4UUIDERKNS_10FileRecordERNS3_6VectorISt4byteEE.cold.2
000000018017d0d4 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas15ProcessSnapshot10Serializer4emitIjEEvT_RN3lsl6VectorISt4byteEE
000000018017d160 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas15ProcessSnapshot10Serializer4emitIyEEvT_RN3lsl6VectorISt4byteEE
000000018017c1b8 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas15ProcessSnapshot10Serializer9serializeEv
000000018017cb14 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas15ProcessSnapshot10SerializerC2ERS1_
000000018017cb0c (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas15ProcessSnapshot11setPlatformEy
000000018017cb04 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas15ProcessSnapshot12setDyldStateEy
000000018017beb0 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas15ProcessSnapshot14addSharedCacheEONS0_11SharedCacheE
000000018017bb04 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas15ProcessSnapshot14identityMapperEv
000000018017bff8 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas15ProcessSnapshot19addSharedCacheImageEPK11mach_header
00000001801a6574 (__TEXT,__text) non-external __ZN5dyld45Atlas15ProcessSnapshot19addSharedCacheImageEPK11mach_header.cold.1
00000001801a65a0 (__TEXT,__text) non-external __ZN5dyld45Atlas15ProcessSnapshot19addSharedCacheImageEPK11mach_header.cold.2
000000018017cafc (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas15ProcessSnapshot20setInitialImageCountEy
000000018017bd98 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas15ProcessSnapshot8addImageEONS0_5ImageE
000000018017bb0c (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas15ProcessSnapshot9addImagesEPNS_12RuntimeStateERN3lsl6VectorI18AuthenticatedValueIPKNS_6LoaderEEEE
000000018017c088 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas15ProcessSnapshot9serializeEv
000000018017bb00 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas15ProcessSnapshotC1ERN3lsl9AllocatorERNS_11FileManagerEb
000000018017ba64 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas15ProcessSnapshotC2ERN3lsl9AllocatorERNS_11FileManagerEb
000000018017b280 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas5Image4swapERS1_
000000018017b18c (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas5ImageC1ERN3lsl9AllocatorEONS_10FileRecordERNS2_9SharedPtrINS0_6MapperEEENS0_11SafePointerE
000000018017b200 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas5ImageC1ERN3lsl9AllocatorEONS_10FileRecordERNS2_9SharedPtrINS0_6MapperEEENS0_11SafePointerERKNS2_4UUIDE
000000018017b000 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas5ImageC2EPNS_12RuntimeStateERN3lsl9AllocatorERNS4_9SharedPtrINS0_6MapperEEEPKNS_6LoaderE
000000018017a654 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas6Mapper14mapperForMachOERN3lsl9AllocatorERNS_10FileRecordERKNS2_4UUIDENS0_11SafePointerE
000000018017db84 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas6Mapper7PointerI17dyld_cache_headerE4swapERS4_
000000018017db84 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas6Mapper7PointerIN5dyld311MachOLoadedEE4swapERS5_
000000018017aeb4 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas6MapperD1Ev
000000018017ac58 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas6MapperD2Ev
00000001801a64c4 (__TEXT,__text) non-external __ZN5dyld45Atlas6MapperD2Ev.cold.1
0000000180182ccc (__TEXT,__text) non-external (was a private external) __ZN5dyld45Utils16concatenatePathsEPcPKcm
0000000180182c58 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Utils7strrstrEPKcS2_
0000000180157194 (__TEXT,__text) non-external (was a private external) __ZN5dyld46Loader11forEachPathER11DiagnosticsRNS_12RuntimeStateEPKcRKNS0_11LoadOptionsEU13block_pointerFvS6_NS_13ProcessConfig13PathOverrides4TypeERbE
0000000180159550 (__TEXT,__text) non-external (was a private external) __ZN5dyld46Loader11mapSegmentsER11DiagnosticsRNS_12RuntimeStateEPKciyRKNS0_19CodeSignatureInFileEbRKN5dyld35ArrayINS0_6RegionEEEbbRKNS0_18FileValidationInfoE
0000000180159264 (__TEXT,__text) non-external (was a private external) __ZN5dyld46Loader12validateFileER11DiagnosticsRKNS_12RuntimeStateEiPKcRKNS0_19CodeSignatureInFileERKNS0_18FileValidationInfoE
0000000180156364 (__TEXT,__text) non-external (was a private external) __ZN5dyld46Loader14InitialOptionsC1Ev
00000001801565d0 (__TEXT,__text) non-external (was a private external) __ZN5dyld46Loader14loadDependentsER11DiagnosticsRNS_12RuntimeStateERKNS0_11LoadOptionsE
00000001801a574c (__TEXT,__text) non-external __ZN5dyld46Loader14loadDependentsER11DiagnosticsRNS_12RuntimeStateERKNS0_11LoadOptionsE.cold.1
0000000180156f80 (__TEXT,__text) non-external (was a private external) __ZN5dyld46Loader14makeDiskLoaderER11DiagnosticsRNS_12RuntimeStateEPKcRKNS0_11LoadOptionsEbjPKN6mach_o6LayoutE
000000018015e500 (__TEXT,__text) non-external (was a private external) __ZN5dyld46Loader15resolvedAddressERNS_12RuntimeStateERKNS0_14ResolvedSymbolE
000000018015d1bc (__TEXT,__text) non-external (was a private external) __ZN5dyld46Loader16addWeakDefsToMapERNS_12RuntimeStateERKNSt3__14spanIPKS0_Lm18446744073709551615EEE
0000000180156914 (__TEXT,__text) non-external (was a private external) __ZN5dyld46Loader17beginInitializersERNS_12RuntimeStateE
00000001801a5904 (__TEXT,__text) non-external __ZN5dyld46Loader17beginInitializersERNS_12RuntimeStateE.cold.1
0000000180158d54 (__TEXT,__text) non-external (was a private external) __ZN5dyld46Loader18expandAtLoaderPathERNS_12RuntimeStateEPKcRKNS0_11LoadOptionsEPKS0_bPc
0000000180157050 (__TEXT,__text) non-external (was a private external) __ZN5dyld46Loader19makeDyldCacheLoaderER11DiagnosticsRNS_12RuntimeStateEPKcRKNS0_11LoadOptionsEjPKN6mach_o6LayoutE
000000018015f7fc (__TEXT,__text) non-external (was a private external) __ZN5dyld46Loader21indexOfUnzipperedTwinERKNS_12RuntimeStateEt
00000001801a4f20 (__TEXT,__text) non-external __ZN5dyld46Loader21indexOfUnzipperedTwinERKNS_12RuntimeStateEt.cold.1
000000018015e8d4 (__TEXT,__text) non-external (was a private external) __ZN5dyld46Loader21overriddenCacheHeaderERNS_12RuntimeStateEPKN6mach_o12UnsafeHeaderE
0000000180158f6c (__TEXT,__text) non-external (was a private external) __ZN5dyld46Loader22expandAtExecutablePathERNS_12RuntimeStateEPKcRKNS0_11LoadOptionsEbPc
000000018015745c (__TEXT,__text) non-external (was a private external) __ZN5dyld46Loader24forEachResolvedAtPathVarERNS_12RuntimeStateEPKcRKNS0_11LoadOptionsENS_13ProcessConfig13PathOverrides4TypeERbU13block_pointerFvS4_SA_SB_E
000000018015fd7c (__TEXT,__text) non-external (was a private external) __ZN5dyld46Loader26getOnDiskBinarySliceOffsetERNS_12RuntimeStateEPKN5dyld39MachOFileEPKc
000000018015ed1c (__TEXT,__text) non-external (was a private external) __ZN5dyld46Loader27applyInterposingToDyldCacheERNS_12RuntimeStateE
000000018015eaa0 (__TEXT,__text) non-external (was a private external) __ZN5dyld46Loader33adjustFunctionVariantsInDyldCacheERNS_12RuntimeStateE
0000000180158e68 (__TEXT,__text) non-external (was a private external) __ZN5dyld46Loader34expandAndNormalizeAtExecutablePathEPKcS2_Pc
0000000180156aa0 (__TEXT,__text) non-external (was a private external) __ZN5dyld46Loader8leafNameEPKc
0000000180157790 (__TEXT,__text) non-external (was a private external) __ZN5dyld46Loader9getLoaderER11DiagnosticsRNS_12RuntimeStateEPKcRKNS0_11LoadOptionsE
000000018015e54c (__TEXT,__text) non-external (was a private external) __ZN5dyld46Loader9interposeERNS_12RuntimeStateEmPKS0_
0000000180156b20 (__TEXT,__text) non-external (was a private external) __ZN5dyld46Loader9uuidToStrEPKhPc
00000001801544ec (__TEXT,__text) non-external (was a private external) __ZN5dyld46LoaderC2ERKNS0_14InitialOptionsEbbbb
