00007ff841ae2718 (__DATA,__data) non-external _C
00007ff8002ffc01 (__TEXT,__text) external _tre_mem_alloc_impl
00007ff8003026cd (__TEXT,__text) external _tre_mem_destroy
00007ff8002fda81 (__TEXT,__text) external _tre_mem_new_impl
00007ff800301b80 (__TEXT,__text) non-external _tre_merge_branches
00007ff8002ffedb (__TEXT,__text) non-external _tre_new_item
00007ff8002fdaac (__TEXT,__text) external _tre_parse
00007ff80031a7f8 (__TEXT,__text) non-external _tre_parse_bound
00007ff800318fb1 (__TEXT,__text) non-external _tre_reset_last_matched_branches
00007ff80035d6e9 (__TEXT,__text) non-external _tre_search_cnames
00007ff800317f62 (__TEXT,__text) non-external _tre_set_empty
00007ff800317f90 (__TEXT,__text) non-external _tre_set_one
00007ff800301f27 (__TEXT,__text) non-external _tre_set_union
00007ff800302710 (__TEXT,__text) external _tre_stack_destroy
00007ff8002fda1c (__TEXT,__text) external _tre_stack_new
00007ff8002ffa64 (__TEXT,__text) external _tre_stack_num_objects
00007ff8002ffb2d (__TEXT,__text) non-external (was a private external) _tre_stack_pop_int
00007ff8002fff56 (__TEXT,__text) non-external (was a private external) _tre_stack_pop_voidptr
00007ff8002ffa79 (__TEXT,__text) non-external _tre_stack_push
00007ff8002ffa6d (__TEXT,__text) non-external (was a private external) _tre_stack_push_int
00007ff8002ffd06 (__TEXT,__text) non-external (was a private external) _tre_stack_push_voidptr
00007ff80035abec (__TEXT,__text) external _tre_tnfa_run_backtrack
00007ff80030294c (__TEXT,__text) external _tre_tnfa_run_parallel
00007ff80035311f (__TEXT,__text) non-external _trecurse
00007ff800318f3b (__TEXT,__text) external _tsearch
00007ff800313d3c (__TEXT,__text) external _ttyname
00007ff841ae4ed0 (__DATA,__bss) non-external _ttyname_init
00007ff841ae4ed8 (__DATA,__bss) non-external _ttyname_key
00007ff841ae27f0 (__DATA,__data) non-external _ttyname_lock
00007ff800313e20 (__TEXT,__text) external _ttyname_r
00007ff800337e5e (__TEXT,__text) external _ttyslot
00007ff800353107 (__TEXT,__text) external _twalk
00007ff8002ebebb (__TEXT,__text) non-external _typesequiv
00007ff8002eae7d (__TEXT,__text) non-external _tzload
00007ff84380b620 (__DATA_DIRTY,__data) external _tzname
00007ff8002eb7f4 (__TEXT,__text) non-external _tzparse
00007ff8002f02a1 (__TEXT,__text) external _tzset
00007ff80034ce90 (__TEXT,__text) external _tzsetwall
00007ff8002eac9c (__TEXT,__text) non-external _tzsetwall_basic
00007ff800337e66 (__TEXT,__text) external _ualarm
00007ff841ae29b8 (__DATA,__data) non-external _uglue
00007ff800337edc (__TEXT,__text) external _ulimit
                 (undefined) external _umask (from libsystem_kernel)
00007ff800327798 (__TEXT,__text) external _umaskx_np
00007ff8002f829f (__TEXT,__text) external _uname
00007ff800364d60 (__TEXT,__const) non-external _unbound_variable_str
00007ff80031d8ee (__TEXT,__text) non-external _underflow
00007ff80030b499 (__TEXT,__text) external _ungetc
00007ff800345259 (__TEXT,__text) external _ungetwc
00007ff8003452bf (__TEXT,__text) external _ungetwc_l
00007ff841ae5440 (__DATA,__bss) non-external _union_arg_queue
00007ff841ae4679 (__DATA,__bss) non-external _unix2003_mode
                 (undefined) external _unlink (from libsystem_kernel)
00007ff800309b77 (__TEXT,__text) external _unlockpt
00007ff8002e95da (__TEXT,__text) external _unsetenv
00007ff80033801c (__TEXT,__text) external _unvis
00007ff8003613b4 (__TEXT,__text) non-external _unvis.cold.1
00007ff8003613d7 (__TEXT,__text) non-external _unvis.cold.2
00007ff8002f8158 (__TEXT,__text) external _uselocale
00007ff8002f195f (__TEXT,__text) external _usleep
00007ff8003387fc (__TEXT,__text) external _usleep$NOCANCEL
00007ff84380c580 (__DATA_DIRTY,__bss) non-external _usual
00007ff84380b7b0 (__DATA_DIRTY,__bss) non-external _usual_extra
00007ff800338837 (__TEXT,__text) external _utime
                 (undefined) external _utimes (from libsystem_kernel)
00007ff8400286a0 (__DATA_CONST,__const) non-external _utmpx_types
00007ff8003589ae (__TEXT,__text) external _utmpxname
00007ff8002ea7f8 (__TEXT,__text) external _uuid_clear
00007ff8002f0367 (__TEXT,__text) external _uuid_compare
00007ff8002e92cf (__TEXT,__text) external _uuid_copy
00007ff8002f696b (__TEXT,__text) external _uuid_generate
00007ff8002f2642 (__TEXT,__text) external _uuid_generate_random
00007ff8003272c0 (__TEXT,__text) external _uuid_generate_time
00007ff841ae4d38 (__DATA,__bss) non-external _uuid_generate_time.has_init
00007ff841ae4d30 (__DATA,__bss) non-external _uuid_generate_time.node_id
00007ff8002f6884 (__TEXT,__text) external _uuid_is_null
00007ff8002f1401 (__TEXT,__text) external _uuid_pack
00007ff8002f10c0 (__TEXT,__text) external _uuid_parse
00007ff8002f0408 (__TEXT,__text) external _uuid_unpack
00007ff8002f68a1 (__TEXT,__text) external _uuid_unparse
00007ff80030e3c7 (__TEXT,__text) external _uuid_unparse_lower
00007ff8002f0696 (__TEXT,__text) external _uuid_unparse_upper
00007ff8400289e0 (__DATA_CONST,__const) non-external _validlist
00007ff8002e3d4b (__TEXT,__text) external _vasprintf
00007ff8002f1940 (__TEXT,__text) external _vasprintf_l
00007ff8003165cc (__TEXT,__text) external _vasxprintf
00007ff800326e7e (__TEXT,__text) external _vasxprintf_exec
00007ff8003143c6 (__TEXT,__text) external _vdprintf
00007ff8003143a8 (__TEXT,__text) external _vdprintf_l
00007ff800326612 (__TEXT,__text) external _vdxprintf
00007ff800326e98 (__TEXT,__text) external _vdxprintf_exec
00007ff800360ec2 (__TEXT,__text) external _verr
00007ff800360df4 (__TEXT,__text) external _verrc
00007ff800360fc2 (__TEXT,__text) external _verrx
00007ff80032765f (__TEXT,__text) external _vfork
00007ff8003198a7 (__TEXT,__text) external _vfprintf
00007ff8002f63c8 (__TEXT,__text) external _vfprintf_l
00007ff800345728 (__TEXT,__text) external _vfscanf
00007ff800345784 (__TEXT,__text) external _vfscanf_l
00007ff800349734 (__TEXT,__text) external _vfwprintf
00007ff800345814 (__TEXT,__text) external _vfwprintf_l
00007ff800349eb0 (__TEXT,__text) external _vfwscanf
00007ff80034c0a4 (__TEXT,__text) external _vfwscanf_l
00007ff800326629 (__TEXT,__text) external _vfxprintf
00007ff800326eb1 (__TEXT,__text) external _vfxprintf_exec
00007ff800319246 (__TEXT,__text) external _vis
                 (undefined) external _vm_allocate (from libsystem_kernel)
                 (undefined) external _vm_region_64 (from libsystem_kernel)
00007ff80031415d (__TEXT,__text) external _vprintf
00007ff80034c123 (__TEXT,__text) external _vprintf_l
00007ff80034c140 (__TEXT,__text) external _vscanf
00007ff80034c1a2 (__TEXT,__text) external _vscanf_l
00007ff8002e8ab3 (__TEXT,__text) external _vsnprintf
00007ff8002f0272 (__TEXT,__text) external _vsnprintf_l
00007ff8002f0512 (__TEXT,__text) external _vsprintf
00007ff8002f0540 (__TEXT,__text) external _vsprintf_l
00007ff80034c209 (__TEXT,__text) external _vsscanf
00007ff8002ed2c3 (__TEXT,__text) external _vsscanf_l
00007ff80034c44b (__TEXT,__text) external _vswprintf
00007ff80034c237 (__TEXT,__text) external _vswprintf_l
00007ff80034c645 (__TEXT,__text) external _vswscanf
00007ff80034c479 (__TEXT,__text) external _vswscanf_l
00007ff800326641 (__TEXT,__text) external _vsxprintf
00007ff800326ecb (__TEXT,__text) external _vsxprintf_exec
00007ff8003611b7 (__TEXT,__text) external _vwarn
00007ff800361114 (__TEXT,__text) external _vwarnc
00007ff800361312 (__TEXT,__text) external _vwarnx
00007ff80034c673 (__TEXT,__text) external _vwprintf
00007ff80034c6ab (__TEXT,__text) external _vwprintf_l
00007ff80034c6c8 (__TEXT,__text) external _vwscanf
00007ff80034c700 (__TEXT,__text) external _vwscanf_l
00007ff80032666f (__TEXT,__text) external _vxprintf
00007ff800326ef9 (__TEXT,__text) external _vxprintf_exec
00007ff8003131db (__TEXT,__text) external _wait
00007ff800338dd8 (__TEXT,__text) external _wait$NOCANCEL
00007ff800338dee (__TEXT,__text) external _wait3
                 (undefined) external _wait4 (from libsystem_kernel)
00007ff80030eb22 (__TEXT,__text) external _waitpid
00007ff800338e05 (__TEXT,__text) external _waitpid$NOCANCEL
00007ff80036105d (__TEXT,__text) external _warn
00007ff8003611da (__TEXT,__text) external _warnc
00007ff800361274 (__TEXT,__text) external _warnx
00007ff80034d762 (__TEXT,__text) external _wcpcpy
00007ff80034d788 (__TEXT,__text) external _wcpncpy
00007ff80033c509 (__TEXT,__text) external _wcrtomb
00007ff80030e29b (__TEXT,__text) external _wcrtomb_l
00007ff80034d871 (__TEXT,__text) external _wcscasecmp
00007ff80034d7e7 (__TEXT,__text) external _wcscasecmp_l
00007ff80034d899 (__TEXT,__text) external _wcscat
00007ff80030ae64 (__TEXT,__text) external _wcschr
00007ff80034d8bf (__TEXT,__text) external _wcscmp
00007ff80034dea2 (__TEXT,__text) external _wcscoll
00007ff80034d8db (__TEXT,__text) external _wcscoll_l
00007ff80034deca (__TEXT,__text) external _wcscpy
00007ff80034eaac (__TEXT,__text) external _wcscspn
00007ff80034eaf1 (__TEXT,__text) external _wcsdup
00007ff80033c765 (__TEXT,__text) external _wcsftime
00007ff80033c54f (__TEXT,__text) external _wcsftime_l
00007ff80034eb31 (__TEXT,__text) external _wcslcat
00007ff80034ebc3 (__TEXT,__text) external _wcslcpy
00007ff80030a903 (__TEXT,__text) external _wcslen
00007ff80034eceb (__TEXT,__text) external _wcsncasecmp
00007ff80034ec2d (__TEXT,__text) external _wcsncasecmp_l
00007ff80034ed13 (__TEXT,__text) external _wcsncat
00007ff80034ed5b (__TEXT,__text) external _wcsncmp
00007ff80034ed8e (__TEXT,__text) external _wcsncpy
00007ff80034ede1 (__TEXT,__text) external _wcsnlen
00007ff80033c7d2 (__TEXT,__text) external _wcsnrtombs
00007ff80033c78d (__TEXT,__text) external _wcsnrtombs_l
00007ff80034edff (__TEXT,__text) external _wcspbrk
00007ff80034ee3c (__TEXT,__text) external _wcsrchr
00007ff80033cb06 (__TEXT,__text) external _wcsrtombs
00007ff80033cabb (__TEXT,__text) external _wcsrtombs_l
00007ff80034ee54 (__TEXT,__text) external _wcsspn
00007ff80034f15d (__TEXT,__text) external _wcsstr
00007ff80033cdee (__TEXT,__text) external _wcstod
00007ff80033cbad (__TEXT,__text) external _wcstod_l
00007ff80033d061 (__TEXT,__text) external _wcstof
00007ff80033ce20 (__TEXT,__text) external _wcstof_l
00007ff80033d290 (__TEXT,__text) external _wcstoimax
00007ff80033d090 (__TEXT,__text) external _wcstoimax_l
00007ff80034f1c9 (__TEXT,__text) external _wcstok
00007ff80033d4b8 (__TEXT,__text) external _wcstol
00007ff80033d2b8 (__TEXT,__text) external _wcstol_l
00007ff80033d6fb (__TEXT,__text) external _wcstold
00007ff80033d4e0 (__TEXT,__text) external _wcstold_l
00007ff80033d930 (__TEXT,__text) external _wcstoll
00007ff80033d730 (__TEXT,__text) external _wcstoll_l
00007ff80033da03 (__TEXT,__text) external _wcstombs
00007ff80033d958 (__TEXT,__text) external _wcstombs_l
00007ff80033dca5 (__TEXT,__text) external _wcstoul
00007ff80033dab3 (__TEXT,__text) external _wcstoul_l
00007ff80033debf (__TEXT,__text) external _wcstoull
00007ff80033dccd (__TEXT,__text) external _wcstoull_l
00007ff80033e0d9 (__TEXT,__text) external _wcstoumax
00007ff80033dee7 (__TEXT,__text) external _wcstoumax_l
00007ff80034f2b9 (__TEXT,__text) external _wcswidth
00007ff80034f23e (__TEXT,__text) external _wcswidth_l
00007ff80034f472 (__TEXT,__text) external _wcsxfrm
00007ff80034f2e1 (__TEXT,__text) external _wcsxfrm_l
00007ff80031a630 (__TEXT,__text) external _wctob
00007ff80031a658 (__TEXT,__text) external _wctob_l
00007ff80030ae85 (__TEXT,__text) external _wctomb
00007ff80033e101 (__TEXT,__text) external _wctomb_l
00007ff80033e230 (__TEXT,__text) external _wctrans
00007ff80033e2a0 (__TEXT,__text) external _wctrans_l
00007ff80033e36c (__TEXT,__text) external _wctype
00007ff80033e2aa (__TEXT,__text) external _wctype_l
00007ff840028d70 (__DATA_CONST,__const) non-external _wctype_l.props
00007ff80033e394 (__TEXT,__text) external _wcwidth
00007ff80033e401 (__TEXT,__text) external _wcwidth_l
00007ff80034ea56 (__TEXT,__text) non-external _we_read_fully
00007ff800364be0 (__TEXT,__const) non-external _wildabbr
00007ff80034f49a (__TEXT,__text) external _wmemchr
00007ff80034f4b7 (__TEXT,__text) external _wmemcmp
00007ff80034f4e2 (__TEXT,__text) external _wmemcpy
00007ff80034f4f0 (__TEXT,__text) external _wmemmove
00007ff80034f4fe (__TEXT,__text) external _wmemset
00007ff80034ce21 (__TEXT,__text) non-external _wmemstream_close
00007ff80034cd5f (__TEXT,__text) non-external _wmemstream_seek
00007ff800361866 (__TEXT,__text) non-external _wmemstream_seek.cold.1
00007ff800361889 (__TEXT,__text) non-external _wmemstream_seek.cold.2
00007ff80034cb3a (__TEXT,__text) non-external _wmemstream_update
00007ff800361845 (__TEXT,__text) non-external _wmemstream_update.cold.1
00007ff80034cb67 (__TEXT,__text) non-external _wmemstream_write
00007ff80034dee4 (__TEXT,__text) external _wordexp
00007ff80034ea1c (__TEXT,__text) external _wordfree
00007ff80034c71d (__TEXT,__text) external _wprintf
00007ff80034c7e9 (__TEXT,__text) external _wprintf_l
                 (undefined) external _write$NOCANCEL (from libsystem_kernel)
                 (undefined) external _writev$NOCANCEL (from libsystem_kernel)
00007ff80034c896 (__TEXT,__text) external _wscanf
00007ff80034c962 (__TEXT,__text) external _wscanf_l
00007ff841ae47b8 (__DATA,__bss) non-external _wtmp_asl.0
00007ff841ae47c0 (__DATA,__bss) non-external _wtmp_asl.1
00007ff841ae47c8 (__DATA,__bss) non-external _wtmp_asl.2
00007ff841ae47d0 (__DATA,__bss) non-external _wtmp_asl.3
00007ff841ae47d8 (__DATA,__bss) non-external _wtmp_asl.4
00007ff841ae2710 (__DATA,__data) non-external _wtmp_file.0
00007ff841ae4778 (__DATA,__bss) non-external _wtmp_file.1
00007ff841ae4780 (__DATA,__bss) non-external _wtmp_file.2
00007ff841ae4788 (__DATA,__bss) non-external _wtmp_file.3
00007ff841ae4790 (__DATA,__bss) non-external _wtmp_file.4
00007ff841ae4798 (__DATA,__bss) non-external _wtmp_file.5
00007ff841ae47a0 (__DATA,__bss) non-external _wtmp_file.6
00007ff841ae47a8 (__DATA,__bss) non-external _wtmp_file.7
00007ff841ae4770 (__DATA,__bss) non-external _wtmp_func.0
00007ff841ae26f8 (__DATA,__data) non-external _wtmp_func.1
00007ff841ae2700 (__DATA,__data) non-external _wtmp_func.2
00007ff841ae2708 (__DATA,__data) non-external _wtmp_func.3
00007ff8003219d5 (__TEXT,__text) external _wtmpxname
00007ff800326561 (__TEXT,__text) external _xprintf
00007ff800316e30 (__TEXT,__text) non-external (was a private external) _xprintf_calloc
00007ff841ae4d20 (__DATA,__bss) non-external _xprintf_domain_default
00007ff800326dcf (__TEXT,__text) external _xprintf_exec
00007ff8003164d0 (__TEXT,__text) non-external (was a private external) _xprintf_malloc
00007ff800364c0c (__TEXT,__const) non-external _year_lengths
00007ff841ae46e0 (__DATA,__bss) non-external _zapchar
00007ff8003649f0 (__TEXT,__const) non-external _zeroes
00007ff800364b00 (__TEXT,__const) non-external _zeroes
00007ff841ae2b90 (__DATA,__data) non-external _zeroes
00007ff80031af00 (__TEXT,__text) external mcount
