00000001e3b67158 (__DATA,__bss) non-external _AGCPrinter
00000001a6ffa26c (__TEXT,__text) non-external __ZN14AGCLLVMBuilder16coerceSampleTypeEPN4llvm5ValueE13ComponentType
00000001a6ffa774 (__TEXT,__text) non-external __ZN14AGCLLVMBuilder16getComponentTypeEN4llvm9StringRefERj
00000001a6ffa6b8 (__TEXT,__text) non-external __ZN14AGCLLVMBuilder16getComponentTypeEPKN4llvm4TypeERj
00000001a6ffbec4 (__TEXT,__text) non-external __ZN14AGCLLVMBuilder17getGlobalVarValueEPN4llvm5ValueE
00000001a6ffabf0 (__TEXT,__text) non-external __ZN14AGCLLVMBuilder18concatenateVectorsEPN4llvm5ValueES2_
00000001a6f8f414 (__TEXT,__text) non-external __ZN14AGCLLVMBuilder18getVariableTypeMapEv
00000001a6ffb14c (__TEXT,__text) non-external __ZN14AGCLLVMBuilder19CreateInsertElementEPN4llvm5ValueES2_jRKNS0_5TwineE
00000001a6ffc0a4 (__TEXT,__text) non-external __ZN14AGCLLVMBuilder19buildGlobalMetadataEPN4llvm14GlobalVariableEjj
00000001a6f0069c (__TEXT,__text) non-external __ZN14AGCLLVMBuilder19getOrInsertFunctionIJEEEPN4llvm5ValueENS1_9StringRefEPNS1_4TypeEDpT_
00000001a6f22e80 (__TEXT,__text) non-external __ZN14AGCLLVMBuilder19getOrInsertFunctionIJPN4llvm11PointerTypeEPNS1_4TypeEEEEPNS1_5ValueENS1_9StringRefES5_DpT_
00000001a6f22f60 (__TEXT,__text) non-external __ZN14AGCLLVMBuilder19getOrInsertFunctionIJPN4llvm4TypeEEEEPNS1_5ValueENS1_9StringRefES3_DpT_
00000001a6f22e80 (__TEXT,__text) non-external __ZN14AGCLLVMBuilder19getOrInsertFunctionIJPN4llvm4TypeES3_EEEPNS1_5ValueENS1_9StringRefES3_DpT_
00000001a6f2e17c (__TEXT,__text) non-external __ZN14AGCLLVMBuilder19getOrInsertFunctionIJPN4llvm4TypeES3_S3_EEEPNS1_5ValueENS1_9StringRefES3_DpT_
00000001a6ffc15c (__TEXT,__text) non-external __ZN14AGCLLVMBuilder19setupGlobalMetadataEPN4llvm14GlobalVariableEjj
00000001a6f85560 (__TEXT,__text) non-external __ZN14AGCLLVMBuilder20WriteFramebufferArgsC2EPS_PK19_AGCDrawBufferStatePK14_AGCDrawBuffer
00000001a6eff0b8 (__TEXT,__text) non-external __ZN14AGCLLVMBuilder20tryDeducePointeeTypeEPN4llvm5ValueE
00000001a6ffb1b4 (__TEXT,__text) non-external __ZN14AGCLLVMBuilder21fillUnwrittenChannelsEPN4llvm5ValueEjbb
00000001a6ffbf8c (__TEXT,__text) non-external __ZN14AGCLLVMBuilder24createAllocaInEntryBlockEPN4llvm4TypeE
00000001a6f85458 (__TEXT,__text) non-external __ZN14AGCLLVMBuilder26CreateConstInBoundsGEP1_32EPN4llvm4TypeEPNS0_5ValueEj
00000001a6f88c1c (__TEXT,__text) non-external __ZN14AGCLLVMBuilder26CreateConstInBoundsGEP2_32EPN4llvm4TypeEPNS0_5ValueEjj
00000001a6f88c1c (__TEXT,__text) non-external __ZN14AGCLLVMBuilder26CreateConstInBoundsGEP2_32EPN4llvm5ValueEjj
00000001a6ffb880 (__TEXT,__text) non-external __ZN14AGCLLVMBuilder4map2EPN4llvm8FunctionEPNS0_5ValueES4_
00000001a6ffb6f8 (__TEXT,__text) non-external __ZN14AGCLLVMBuilder5splatEjPN4llvm5ValueEb
00000001a6ffba08 (__TEXT,__text) non-external __ZN14AGCLLVMBuilder8buildFmaEPN4llvm5ValueES2_S2_
00000001a6ffa5d4 (__TEXT,__text) non-external __ZN14AGCLLVMBuilder9f32ExtendEPN4llvm5ValueEb
00000001a6ffb7d8 (__TEXT,__text) non-external __ZN14AGCLLVMBuilder9i32ExtendEPN4llvm5ValueEb
00000001a6ffa3b4 (__TEXT,__text) non-external __ZN14AGCLLVMBuilderC2ERN4llvm11LLVMContextE
00000001a6efdc80 (__TEXT,__text) non-external __ZN14GenericVarying20getComponentSemanticEN4llvm9StringRefEj
00000001a6efd5d8 (__TEXT,__text) non-external __ZN14GenericVaryingC2Ej13ComponentTypeN17AGCCodeTranslator23VertexShaderVaryingTypeE21InterpolationLocationjb
00000001a708a90c (__TEXT,__text) non-external __ZN14MarkInvariants13markInvariantEP14AGCLLVMBuilder
00000001a708a780 (__TEXT,__text) non-external __ZN14MarkInvariants7addSeedEPN4llvm5ValueEj
00000001a7097a34 (__TEXT,__text) non-external __ZN15AGCMeshFunction13cacheMetadataEP27AGCManagedCompilationResult
00000001a7097a78 (__TEXT,__text) non-external __ZN15AGCMeshFunction15extractMetadataEPK27AGCManagedCompilationResult
00000001a7097abc (__TEXT,__text) non-external __ZN15AGCMeshFunction15extractMetadataERK20AGCDeserializedReply
00000001a7097d80 (__TEXT,__text) non-external __ZN15AGCMeshFunction16createLLVMObjectER10AGCLLVMCtxRN4llvm11LLVMContextEPNS2_6ModuleE
00000001a70967e0 (__TEXT,__text) non-external __ZN15AGCMeshPipeline16compileMeshStageEv
00000001a7095f70 (__TEXT,__text) non-external __ZN15AGCMeshPipeline7compileEv
00000001a709677c (__TEXT,__text) non-external __ZN15AGCMeshPipelineD1Ev
00000001a7094988 (__TEXT,__text) non-external __ZN15AGCTileFunction16createLLVMObjectER10AGCLLVMCtxRN4llvm11LLVMContextEPNS2_6ModuleE
00000001a7094004 (__TEXT,__text) non-external __ZN15AGCTileFunctionC2EPKcmRKN3AGX4Impl14TileProgramKeyE
00000001a7094648 (__TEXT,__text) non-external __ZN15AGCTileFunctionD1Ev
00000001a6f3d5a4 (__TEXT,__text) non-external __ZN15_AGCBindingInfoC2Ejj
00000001a6f53b6c (__TEXT,__text) non-external __ZN17AGCArgumentBuffer11DummyStructD0Ev
00000001a6f53bfc (__TEXT,__text) non-external __ZN17AGCArgumentBuffer11DummyStructD1Ev
00000001a6f4f840 (__TEXT,__text) non-external __ZN17AGCArgumentBuffer11parseMDRootEPKN4llvm6MDNodeEPNS0_10StructTypeE
00000001a6f537f8 (__TEXT,__text) non-external __ZN17AGCArgumentBuffer11unwrapArrayERNSt3__110unique_ptrINS_5FieldENS0_14default_deleteIS2_EEEEPN4llvm4TypeERNS_15ResourceTrackerE
00000001a6f50e24 (__TEXT,__text) non-external __ZN17AGCArgumentBuffer13parseMDStructEPKN4llvm6MDNodeEPNS0_10StructTypeEjRNS_6StructERNS_15ResourceTrackerE
00000001a6f52a30 (__TEXT,__text) non-external __ZN17AGCArgumentBuffer15ResourceTracker11addResourceERNS_8ResourceERj
00000001a6f529a4 (__TEXT,__text) non-external __ZN17AGCArgumentBuffer15ResourceTracker8popArrayEv
00000001a6f50d28 (__TEXT,__text) non-external __ZN17AGCArgumentBuffer15ResourceTracker9pushArrayEPNS_5ArrayEb
00000001a6f5039c (__TEXT,__text) non-external __ZN17AGCArgumentBuffer16Tier1TypeBuilder10buildFieldEPNS_5FieldE
00000001a6f4ffdc (__TEXT,__text) non-external __ZN17AGCArgumentBuffer16Tier1TypeBuilder11buildStructEPNS_6StructE
00000001a6f504e4 (__TEXT,__text) non-external __ZN17AGCArgumentBuffer16Tier1TypeBuilder13buildConstantEPNS_8ConstantE
00000001a6f505f8 (__TEXT,__text) non-external __ZN17AGCArgumentBuffer16Tier1TypeBuilder13buildResourceEPNS_8ResourceERj
00000001a6f50724 (__TEXT,__text) non-external __ZN17AGCArgumentBuffer16Tier1TypeBuilder16endConstantGroupEv
00000001a6f50780 (__TEXT,__text) non-external __ZN17AGCArgumentBuffer16Tier1TypeBuilder16pushArrayIndicesEv
00000001a6f507f4 (__TEXT,__text) non-external __ZN17AGCArgumentBuffer16Tier1TypeBuilder8endGroupEv
00000001a6f540e0 (__TEXT,__text) non-external __ZN17AGCArgumentBuffer4RootD0Ev
00000001a6f54144 (__TEXT,__text) non-external __ZN17AGCArgumentBuffer4RootD1Ev
00000001a6f54188 (__TEXT,__text) non-external __ZN17AGCArgumentBuffer5ArrayD0Ev
00000001a6f54218 (__TEXT,__text) non-external __ZN17AGCArgumentBuffer5ArrayD1Ev
00000001a6f53c6c (__TEXT,__text) non-external __ZN17AGCArgumentBuffer6BufferD0Ev
00000001a6f53d08 (__TEXT,__text) non-external __ZN17AGCArgumentBuffer6BufferD1Ev
00000001a6f53fac (__TEXT,__text) non-external __ZN17AGCArgumentBuffer6StructD0Ev
00000001a6f5409c (__TEXT,__text) non-external __ZN17AGCArgumentBuffer6StructD1Ev
00000001a6f5393c (__TEXT,__text) non-external __ZN17AGCArgumentBuffer7SamplerD0Ev
00000001a6f539d8 (__TEXT,__text) non-external __ZN17AGCArgumentBuffer7SamplerD1Ev
00000001a6f53a54 (__TEXT,__text) non-external __ZN17AGCArgumentBuffer7TextureD0Ev
00000001a6f53af0 (__TEXT,__text) non-external __ZN17AGCArgumentBuffer7TextureD1Ev
00000001a6f50afc (__TEXT,__text) non-external __ZN17AGCArgumentBuffer8ConstantD0Ev
00000001a6f50b98 (__TEXT,__text) non-external __ZN17AGCArgumentBuffer8ConstantD1Ev
00000001a6f545fc (__TEXT,__text) non-external __ZN17AGCArgumentBuffer8Resource6BoundsC1EPN4llvm8ConstantE
00000001a6f509e4 (__TEXT,__text) non-external __ZN17AGCArgumentBuffer8ResourceD0Ev
00000001a6f50a80 (__TEXT,__text) non-external __ZN17AGCArgumentBuffer8ResourceD1Ev
00000001a6f54288 (__TEXT,__text) non-external __ZN17AGCArgumentBufferC1ERK20AGCLLVMTargetLowererRN4llvm11LLVMContextERNS3_10DataLayoutEPKNS3_6MDNodeEPNS3_10StructTypeEj
00000001a7028744 (__TEXT,__text) non-external __ZN17AGCLLVMObjectBaseD0Ev
00000001a7028748 (__TEXT,__text) non-external __ZN17AGCLLVMObjectBaseD1Ev
00000001a6fec7b0 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject11initCompileEv
00000001a6fec210 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject12hoistAllocasEPN4llvm10BasicBlockERNS0_14ilist_iteratorINS0_12ilist_detail12node_optionsINS0_11InstructionELb0ELb0EvEELb0ELb0EEE
00000001a6efb524 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject12promoteInputEPN4llvm5ValueEjj
00000001a6efb4bc (__TEXT,__text) non-external __ZN17AGCLLVMUserObject14buildGin1122WAEbb
00000001a6fcb6dc (__TEXT,__text) non-external __ZN17AGCLLVMUserObject15buildEmulatePCFERN14AGCLLVMBuilder10SampleArgsERK19_AGCSamplerPCFState
00000001a6fe9930 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject15replaceBuiltinsEv
00000001a6fc2f70 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject15setDylibLinkageEPN4llvm5ValueE
00000001a6fe8228 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject15verifyLoweredIREv
00000001a6efb604 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject16addWrapperPrefixEv
00000001a6fdf1f8 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject16getBuiltinArgMapEv
00000001a6fe7e44 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject16linkMetalRuntimeEb
00000001a6efb578 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject16setupImageBlocksEv
00000001a6efb600 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject17addWrapperPostfixEv
00000001a6fe77dc (__TEXT,__text) non-external __ZN17AGCLLVMUserObject17linkHelperRuntimeEN10AGCLLVMCtx14RuntimeLibraryE
00000001a6fecfb8 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject17simplifyGenericIREv
00000001a6efb588 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject17wrapperPrefixDataEv
00000001a6fbde20 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject18bindDylibResourcesEv
00000001a6fc4058 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject18buildBindlessIndexEPN4llvm5ValueE
00000001a6ff03ac (__TEXT,__text) non-external __ZN17AGCLLVMUserObject18constructFlatReplyEv
00000001a6fded94 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject18createTLSIntrinsicEPKcS1_
00000001a6efb4c4 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject18getDrawBufferStateEv
00000001a6fe9784 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject18replaceF16BuiltinsEv
00000001a6febb08 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject18setupShaderWrapperEv
00000001a6fe8680 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject18setupStackOOBCheckEv
00000001a6fc3ebc (__TEXT,__text) non-external __ZN17AGCLLVMUserObject19buildImageHeapIndexEPN4llvm5ValueE
00000001a6fcebf0 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject19createSamplerArraysERN4llvm15SmallVectorImplINS_7Sampler14AllocationInfoEEE
00000001a6fd245c (__TEXT,__text) non-external __ZN17AGCLLVMUserObject19createTextureArraysERN4llvm15SmallVectorImplINS_7Texture14AllocationInfoEEE
00000001a6fb25d0 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject19markFunctionsInlineEv
00000001a6fbf53c (__TEXT,__text) non-external __ZN17AGCLLVMUserObject19needsDylibResourcesEv
00000001a6fef54c (__TEXT,__text) non-external __ZN17AGCLLVMUserObject19replaceSamplerInputIN4llvm8ArgumentEEEbPT_PKNS1_6MDNodeE
00000001a6fe99d8 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject19setupGlobalBindingsEv
00000001a6efc6d0 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject20getSampleFunctionMapEv
00000001a6efb554 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject20markInvariantOutputsEv
00000001a6ff1204 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject20remapDriverBindpointERN4llvm9StringMapI21BufferReplacementInfoNS0_15MallocAllocatorEEE
00000001a6fe145c (__TEXT,__text) non-external __ZN17AGCLLVMUserObject20setupArgumentBuffersEv
00000001a6fe8704 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject20setupBufferAliasInfoEv
00000001a6fb8558 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject21replaceTrigIdentitiesEv
00000001a6fd3ecc (__TEXT,__text) non-external __ZN17AGCLLVMUserObject22ResourceArrayIndex16x215createAddOffsetEPS_PN4llvm5ValueES4_
00000001a6efb590 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject22adjustDfDyForInversionEPN4llvm5ValueE
00000001a6fcc25c (__TEXT,__text) non-external __ZN17AGCLLVMUserObject22buildExtractXComponentEPN4llvm5ValueE
00000001a6fc2758 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject22createSCSIFTHeapGlobalEv
00000001a6fc60fc (__TEXT,__text) non-external __ZN17AGCLLVMUserObject22getUniqueIDFunctionSetEv
00000001a6fdd430 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject22isTextureOrSamplerTypeEPN4llvm4TypeE
00000001a6fe77d4 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject22promoteGlobalConstantsEv
00000001a6fe6a78 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject22replaceBuiltinFunctionEPN4llvm8FunctionEPNS0_4TypeEPKNS0_6MDNodeEi
00000001a6fbf17c (__TEXT,__text) non-external __ZN17AGCLLVMUserObject22replaceTextureStatePtrEv
00000001a6fe6064 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject23addrSpaceReconciliationEPN4llvm5ValueEPNS0_4TypeE
00000001a6fcef34 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject23allocateDirectRegistersINS_7TextureEEEbRKNS_34TextureSamplerPlaceholderFunctionsES4_NSt3__13setIT_NS_18ResourceComparatorENS5_9allocatorIS7_EEEE
00000001a6fcb50c (__TEXT,__text) non-external __ZN17AGCLLVMUserObject23buildBindlessIndexAsPtrEPN4llvm5ValueE
00000001a6fc1144 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject23createSamplerHeapGlobalEv
00000001a6fc6204 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject23extractConstantSamplersERN4llvm15SmallVectorImplIPNS0_5ValueEEE
00000001a6fe9224 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject23getCallOfCastedFunctionEPN4llvm5ValueE
00000001a6fc5f70 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject23getDimensionFunctionMapEv
00000001a6fec354 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject23replaceBuiltinArgumentsEv
00000001a6fe5890 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject23setupBufferArgumentDataEPN4llvm4TypeEjjj14ResourceAccessj
00000001a6ff0194 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject23setupIndirectSamplersGLEv
00000001a6fd1080 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject24allocateBindlessTexturesERKNSt3__16vectorIPN4llvm5ValueENS0_9allocatorIS4_EEEERKNS_34TextureSamplerPlaceholderFunctionsESC_SC_
00000001a6fe51e8 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject24buildABResourceIntrinsicERNS_34TextureSamplerPlaceholderFunctionsEPN4llvm4TypeEPNS2_5ValueERN17AGCArgumentBuffer8Resource6BoundsEjS6_
00000001a6fcb2c4 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject24buildEmulatedIsF16FormatEN14AGCLLVMBuilder11InsertPointEPN4llvm5ValueE
00000001a6efb514 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject24generateAuxiliaryShadersEv
00000001a6fccf3c (__TEXT,__text) non-external __ZN17AGCLLVMUserObject24getGlobalBindingTablePtrEv
00000001a6fc43cc (__TEXT,__text) non-external __ZN17AGCLLVMUserObject24getRaytracingFunctionMapEv
00000001a6fe8a80 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject24replaceIndirectResourcesEv
00000001a6fe6af0 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject24setupGlobalBufferPointerEPN4llvm14GlobalVariableEPNS0_4TypeEjjj14ResourceAccessj
00000001a6ff02cc (__TEXT,__text) non-external __ZN17AGCLLVMUserObject24setupIndirectSamplersAGPEv
00000001a6fdf788 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject25SimdgroupAtomicWaitNotify52foundBarrierDominatingAllSideEffectsAndExternalCallsEPKN4llvm8FunctionERKNS1_8DenseMapIS4_NS0_17callsites_lists_tENS1_12DenseMapInfoIS4_vEENS1_6detail12DenseMapPairIS4_S6_EEEE
00000001a6feac40 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject25buildAPIResourceIntrinsicERNS_34TextureSamplerPlaceholderFunctionsEPN4llvm4TypeEPNS2_5ValueERN17AGCArgumentBuffer8Resource6BoundsEjb
00000001a6fcb5a8 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject25buildBindlessSamplerIndexEPN4llvm5ValueE
00000001a6fc3a2c (__TEXT,__text) non-external __ZN17AGCLLVMUserObject25buildImageArgumentPointerEPN4llvm5ValueEN18ImageArgumentQuery4EnumE
00000001a6fee6b4 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject25collectResourceCopyValuesEPKN17AGCArgumentBuffer8ResourceEPN4llvm5ValueERNS4_15SmallVectorImplIS6_EEbRbb
00000001a6fbf8bc (__TEXT,__text) non-external __ZN17AGCLLVMUserObject25createDylibBaseGetterFuncEv
00000001a6fc2fbc (__TEXT,__text) non-external __ZN17AGCLLVMUserObject25createGlobalBufferBindingEPN4llvm4TypeERKNS0_5TwineEjjjb
00000001a6fc4100 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject25getDirectImageGlobalValueEPN4llvm5ValueE
00000001a6fe123c (__TEXT,__text) non-external __ZN17AGCLLVMUserObject25markNonMainFunctionInlineEPN4llvm8FunctionEb
00000001a6fc6598 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject26getBindlessConstantSamplerE15AIRConstSamplerPN4llvm4TypeE
00000001a6efb504 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject26getTextureBiasStateForUnitEj
00000001a6fc5ff4 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject26getTextureFenceFunctionSetEv
00000001a6fd72c0 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject26lowerGlobalBindingVariableEPN4llvm14GlobalVariableE
00000001a6fed3dc (__TEXT,__text) non-external __ZN17AGCLLVMUserObject26replaceBufferInputArgumentEPN4llvm8ArgumentEjPKNS0_6MDNodeEj
00000001a6fb9764 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject26replaceRaytracingFunctionsEv
00000001a6fc7990 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject26replaceSamplerFunctionUsesEPN4llvm8FunctionERKNS_17AIRSampleFunctionE
00000001a6fb5694 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject26replaceTexturesAndSamplersEv
00000001a6fb3030 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject27allocateTexturesAndSamplersEv
00000001a6fc7174 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject27buildSamplerArgumentPointerEPN4llvm5ValueEN20SamplerArgumentQuery4EnumE
00000001a6fce914 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject27createIndirectResourceArrayINS_7Sampler14AllocationInfoEEEPN4llvm14GlobalVariableERKNS3_15SmallVectorImplIT_EERNS_25IndirectResourceArrayInfoE
00000001a6fd0d24 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject27createIndirectResourceArrayINS_7Texture14AllocationInfoEEEPN4llvm14GlobalVariableERKNS3_15SmallVectorImplIT_EERNS_25IndirectResourceArrayInfoE
00000001a6fce8ac (__TEXT,__text) non-external __ZN17AGCLLVMUserObject27createSamplerHeapIndexArrayERN4llvm15SmallVectorImplINS_7Sampler14AllocationInfoEEE
00000001a6fd0a14 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject27createTextureHeapIndexArrayERN4llvm15SmallVectorImplINS_7Texture14AllocationInfoEEE
00000001a6fc6078 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject27getIsNullTextureFunctionSetEv
00000001a6fc6180 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject27getTextureAtomicFunctionSetEv
00000001a6fe4820 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject27isVoidPointerUseInIntrinsicEPN4llvm5ValueE
00000001a6efb564 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject27optimizeThreadgroupBarriersEv
00000001a6efb570 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject27setupInterpolationFunctionsEv
00000001a6fc29fc (__TEXT,__text) non-external __ZN17AGCLLVMUserObject28createGlobalRayStridesGlobalEv
00000001a6fc1c74 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject28createSCSUserDataBoundGlobalEv
00000001a6fcc2e8 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject28getGetNullTextureFunctionSetEv
00000001a6fce41c (__TEXT,__text) non-external __ZN17AGCLLVMUserObject29allocateResourceRegisterArrayINS_7SamplerEEEbRKNS_34TextureSamplerPlaceholderFunctionsES4_NSt3__13setIT_NS_18ResourceComparatorENS5_9allocatorIS7_EEEE
00000001a6fc0d8c (__TEXT,__text) non-external __ZN17AGCLLVMUserObject29buildImageTextureBufferLengthEPN4llvm5ValueE
00000001a6fc4c04 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject29buildRecordRaytraceForGin1122EN14AGCLLVMBuilder11InsertPointE
00000001a6fe9594 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject29createPipelineStateHeapGlobalEv
00000001a6efb568 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject29replacePreRuntimeLinkBuiltinsEv
00000001a6fc2cd8 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject30createGlobalBindingTableGlobalEv
00000001a6fc1f30 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject30createSCSDriverDataStartGlobalEv
00000001a6efb55c (__TEXT,__text) non-external __ZN17AGCLLVMUserObject30improveDMAPromotionOpportunityEv
00000001a6fb8c38 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject30replaceLateTextureBufferLengthEv
00000001a6fee9e8 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject30replacePointerLoadsFromBitcastEPN4llvm11BitCastInstE
00000001a6fdf560 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject31functionIsUserExternDeclarationERKN4llvm8FunctionE
00000001a6fef688 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject31handleGLIndirectSamplerFunctionEPN4llvm8FunctionEjj
00000001a6fb8ee4 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject31replaceCommandBufferPrivateDataEv
00000001a6feebcc (__TEXT,__text) non-external __ZN17AGCLLVMUserObject31replaceTextureOrSamplerArgumentEPN4llvm5ValueEjjbRNS_34TextureSamplerPlaceholderFunctionsE
00000001a6efb598 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject32getMaxTotalThreadsPerThreadgroupEv
00000001a6fc6d18 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject32getOrCreateConstantSamplerGlobalE15AIRConstSampler
00000001a6feae90 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject32setupIndirectArgumentRogMetadataERNS_26IndirectArgumentBufferInfoE
00000001a6fd6e40 (__TEXT,__text) non-external __ZN17AGCLLVMUserObject33allocateBindlessHeapIndexForRangeERKN17AGCArgumentBuffer8Resource6BoundsERKNS_27GlobalBindingAllocationInfoE
