00007ff80cc9b3f0 (__TEXT,__const) non-external _A1_Table
00007ff80c290f50 (__TEXT,__text) non-external _conv4FFFF_D
00007ff80c292ff0 (__TEXT,__text) non-external _conv4FFFF_D_accum
00007ff80c2945e0 (__TEXT,__text) non-external _conv4FFFF_D_accum_noAlpha
00007ff80c292440 (__TEXT,__text) non-external _conv4FFFF_D_bias
00007ff80c280ae0 (__TEXT,__text) non-external _conv4F_A0
00007ff80c2872f0 (__TEXT,__text) non-external _conv4F_A0_bias
00007ff80c2853f0 (__TEXT,__text) non-external _conv4F_A12
00007ff80c28e2a0 (__TEXT,__text) non-external _conv4F_A12_bias
00007ff80c282410 (__TEXT,__text) non-external _conv4F_A4
00007ff80c2898b0 (__TEXT,__text) non-external _conv4F_A4_bias
00007ff80c283cb0 (__TEXT,__text) non-external _conv4F_A8
00007ff80c28be20 (__TEXT,__text) non-external _conv4F_A8_bias
00007ff80c280840 (__TEXT,__text) non-external _conv4F_AB0
00007ff80c286d80 (__TEXT,__text) non-external _conv4F_AB0_bias
00007ff80c285120 (__TEXT,__text) non-external _conv4F_AB12
00007ff80c28dca0 (__TEXT,__text) non-external _conv4F_AB12_bias
00007ff80c2820f0 (__TEXT,__text) non-external _conv4F_AB4
00007ff80c2892c0 (__TEXT,__text) non-external _conv4F_AB4_bias
00007ff80c283990 (__TEXT,__text) non-external _conv4F_AB8
00007ff80c28b820 (__TEXT,__text) non-external _conv4F_AB8_bias
00007ff80c2802b0 (__TEXT,__text) non-external _conv4F_ABC0
00007ff80c2862b0 (__TEXT,__text) non-external _conv4F_ABC0_bias
00007ff80c284af0 (__TEXT,__text) non-external _conv4F_ABC12
00007ff80c28d050 (__TEXT,__text) non-external _conv4F_ABC12_bias
00007ff80c281a10 (__TEXT,__text) non-external _conv4F_ABC4
00007ff80c288680 (__TEXT,__text) non-external _conv4F_ABC4_bias
00007ff80c283320 (__TEXT,__text) non-external _conv4F_ABC8
00007ff80c28ab90 (__TEXT,__text) non-external _conv4F_ABC8_bias
00007ff80c27f730 (__TEXT,__text) non-external _conv4F_ABCD0
00007ff80c285530 (__TEXT,__text) non-external _conv4F_ABCD0_bias
00007ff80c283df0 (__TEXT,__text) non-external _conv4F_ABCD12
00007ff80c28c100 (__TEXT,__text) non-external _conv4F_ABCD12_bias
00007ff80c280be0 (__TEXT,__text) non-external _conv4F_ABCD4
00007ff80c2875a0 (__TEXT,__text) non-external _conv4F_ABCD4_bias
00007ff80c282550 (__TEXT,__text) non-external _conv4F_ABCD8
00007ff80c289b90 (__TEXT,__text) non-external _conv4F_ABCD8_bias
00007ff80c27fd20 (__TEXT,__text) non-external _conv4F_ABD0
00007ff80c285c60 (__TEXT,__text) non-external _conv4F_ABD0_bias
00007ff80c2844c0 (__TEXT,__text) non-external _conv4F_ABD12
00007ff80c28c910 (__TEXT,__text) non-external _conv4F_ABD12_bias
00007ff80c2813a0 (__TEXT,__text) non-external _conv4F_ABD4
00007ff80c287e80 (__TEXT,__text) non-external _conv4F_ABD4_bias
00007ff80c282ca0 (__TEXT,__text) non-external _conv4F_ABD8
00007ff80c28a420 (__TEXT,__text) non-external _conv4F_ABD8_bias
00007ff80c2805a0 (__TEXT,__text) non-external _conv4F_AC0
00007ff80c286840 (__TEXT,__text) non-external _conv4F_AC0_bias
00007ff80c284e40 (__TEXT,__text) non-external _conv4F_AC12
00007ff80c28d6c0 (__TEXT,__text) non-external _conv4F_AC12_bias
00007ff80c281dd0 (__TEXT,__text) non-external _conv4F_AC4
00007ff80c288cd0 (__TEXT,__text) non-external _conv4F_AC4_bias
00007ff80c2836c0 (__TEXT,__text) non-external _conv4F_AC8
00007ff80c28b210 (__TEXT,__text) non-external _conv4F_AC8_bias
00007ff80c27fa30 (__TEXT,__text) non-external _conv4F_ACD0
00007ff80c285900 (__TEXT,__text) non-external _conv4F_ACD0_bias
00007ff80c284170 (__TEXT,__text) non-external _conv4F_ACD12
00007ff80c28c550 (__TEXT,__text) non-external _conv4F_ACD12_bias
00007ff80c281000 (__TEXT,__text) non-external _conv4F_ACD4
00007ff80c287a40 (__TEXT,__text) non-external _conv4F_ACD4_bias
00007ff80c282950 (__TEXT,__text) non-external _conv4F_ACD8
00007ff80c28a010 (__TEXT,__text) non-external _conv4F_ACD8_bias
00007ff80c280010 (__TEXT,__text) non-external _conv4F_AD0
00007ff80c285fc0 (__TEXT,__text) non-external _conv4F_AD0_bias
00007ff80c284810 (__TEXT,__text) non-external _conv4F_AD12
00007ff80c28ccf0 (__TEXT,__text) non-external _conv4F_AD12_bias
00007ff80c281740 (__TEXT,__text) non-external _conv4F_AD4
00007ff80c2882c0 (__TEXT,__text) non-external _conv4F_AD4_bias
00007ff80c283040 (__TEXT,__text) non-external _conv4F_AD8
00007ff80c28a810 (__TEXT,__text) non-external _conv4F_AD8_bias
00007ff80c2809d0 (__TEXT,__text) non-external _conv4F_B0
00007ff80c287060 (__TEXT,__text) non-external _conv4F_B0_bias
00007ff80c2852f0 (__TEXT,__text) non-external _conv4F_B12
00007ff80c28dfc0 (__TEXT,__text) non-external _conv4F_B12_bias
00007ff80c2822d0 (__TEXT,__text) non-external _conv4F_B4
00007ff80c2895d0 (__TEXT,__text) non-external _conv4F_B4_bias
00007ff80c283b70 (__TEXT,__text) non-external _conv4F_B8
00007ff80c28bb40 (__TEXT,__text) non-external _conv4F_B8_bias
00007ff80c280410 (__TEXT,__text) non-external _conv4F_BC0
00007ff80c286590 (__TEXT,__text) non-external _conv4F_BC0_bias
00007ff80c284cb0 (__TEXT,__text) non-external _conv4F_BC12
00007ff80c28d3a0 (__TEXT,__text) non-external _conv4F_BC12_bias
00007ff80c281bf0 (__TEXT,__text) non-external _conv4F_BC4
00007ff80c2889c0 (__TEXT,__text) non-external _conv4F_BC4_bias
00007ff80c2834f0 (__TEXT,__text) non-external _conv4F_BC8
00007ff80c28aef0 (__TEXT,__text) non-external _conv4F_BC8_bias
00007ff80c27f8d0 (__TEXT,__text) non-external _conv4F_BCD0
00007ff80c285740 (__TEXT,__text) non-external _conv4F_BCD0_bias
00007ff80c284010 (__TEXT,__text) non-external _conv4F_BCD12
00007ff80c28c340 (__TEXT,__text) non-external _conv4F_BCD12_bias
00007ff80c280e30 (__TEXT,__text) non-external _conv4F_BCD4
00007ff80c287800 (__TEXT,__text) non-external _conv4F_BCD4_bias
00007ff80c282790 (__TEXT,__text) non-external _conv4F_BCD8
00007ff80c289df0 (__TEXT,__text) non-external _conv4F_BCD8_bias
00007ff80c27fe80 (__TEXT,__text) non-external _conv4F_BD0
00007ff80c285e30 (__TEXT,__text) non-external _conv4F_BD0_bias
00007ff80c284680 (__TEXT,__text) non-external _conv4F_BD12
00007ff80c28cb20 (__TEXT,__text) non-external _conv4F_BD12_bias
00007ff80c281570 (__TEXT,__text) non-external _conv4F_BD4
00007ff80c2880c0 (__TEXT,__text) non-external _conv4F_BD4_bias
00007ff80c282e70 (__TEXT,__text) non-external _conv4F_BD8
00007ff80c28a630 (__TEXT,__text) non-external _conv4F_BD8_bias
00007ff80c280730 (__TEXT,__text) non-external _conv4F_C0
00007ff80c286b00 (__TEXT,__text) non-external _conv4F_C0_bias
00007ff80c285010 (__TEXT,__text) non-external _conv4F_C12
00007ff80c28d9d0 (__TEXT,__text) non-external _conv4F_C12_bias
00007ff80c281fb0 (__TEXT,__text) non-external _conv4F_C4
00007ff80c288fe0 (__TEXT,__text) non-external _conv4F_C4_bias
00007ff80c283890 (__TEXT,__text) non-external _conv4F_C8
00007ff80c28b530 (__TEXT,__text) non-external _conv4F_C8_bias
00007ff80c27fb90 (__TEXT,__text) non-external _conv4F_CD0
00007ff80c285ad0 (__TEXT,__text) non-external _conv4F_CD0_bias
00007ff80c284330 (__TEXT,__text) non-external _conv4F_CD12
00007ff80c28c750 (__TEXT,__text) non-external _conv4F_CD12_bias
00007ff80c2811d0 (__TEXT,__text) non-external _conv4F_CD4
00007ff80c287c80 (__TEXT,__text) non-external _conv4F_CD4_bias
00007ff80c282b10 (__TEXT,__text) non-external _conv4F_CD8
00007ff80c28a230 (__TEXT,__text) non-external _conv4F_CD8_bias
00007ff80c2801a0 (__TEXT,__text) non-external _conv4F_D0
00007ff80c286160 (__TEXT,__text) non-external _conv4F_D0_bias
00007ff80c2849e0 (__TEXT,__text) non-external _conv4F_D12
00007ff80c28cec0 (__TEXT,__text) non-external _conv4F_D12_bias
00007ff80c281910 (__TEXT,__text) non-external _conv4F_D4
00007ff80c2884c0 (__TEXT,__text) non-external _conv4F_D4_bias
00007ff80c283210 (__TEXT,__text) non-external _conv4F_D8
00007ff80c28a9f0 (__TEXT,__text) non-external _conv4F_D8_bias
00007ff80c29ffe0 (__TEXT,__text) non-external _conv4_8888_ABCD_accum
00007ff80c2a0b10 (__TEXT,__text) non-external _conv4_8888_ABCD_bias
00007ff80c2a01d0 (__TEXT,__text) non-external _conv4_8888_ABC_accum
00007ff80c2a0d00 (__TEXT,__text) non-external _conv4_8888_ABC_bias
00007ff80c2a00f0 (__TEXT,__text) non-external _conv4_8888_ABD_accum
00007ff80c2a0c20 (__TEXT,__text) non-external _conv4_8888_ABD_bias
00007ff80c2a02b0 (__TEXT,__text) non-external _conv4_8888_AB_accum
00007ff80c2a0de0 (__TEXT,__text) non-external _conv4_8888_AB_bias
00007ff80c2a0640 (__TEXT,__text) non-external _conv4_8888_ACD_accum
00007ff80c2a1150 (__TEXT,__text) non-external _conv4_8888_ACD_bias
00007ff80c2a07f0 (__TEXT,__text) non-external _conv4_8888_AC_accum
00007ff80c2a12e0 (__TEXT,__text) non-external _conv4_8888_AC_bias
00007ff80c2a0730 (__TEXT,__text) non-external _conv4_8888_AD_accum
00007ff80c2a1230 (__TEXT,__text) non-external _conv4_8888_AD_bias
00007ff80c2a08a0 (__TEXT,__text) non-external _conv4_8888_A_accum
00007ff80c2a1390 (__TEXT,__text) non-external _conv4_8888_A_bias
00007ff80c2a0360 (__TEXT,__text) non-external _conv4_8888_BCD_accum
00007ff80c2a0e90 (__TEXT,__text) non-external _conv4_8888_BCD_bias
00007ff80c2a0500 (__TEXT,__text) non-external _conv4_8888_BC_accum
00007ff80c2a1020 (__TEXT,__text) non-external _conv4_8888_BC_bias
00007ff80c2a0450 (__TEXT,__text) non-external _conv4_8888_BD_accum
00007ff80c2a0f70 (__TEXT,__text) non-external _conv4_8888_BD_bias
00007ff80c2a05c0 (__TEXT,__text) non-external _conv4_8888_B_accum
00007ff80c2a10d0 (__TEXT,__text) non-external _conv4_8888_B_bias
00007ff80c2a0920 (__TEXT,__text) non-external _conv4_8888_CD_accum
00007ff80c2a1410 (__TEXT,__text) non-external _conv4_8888_CD_bias
00007ff80c2a0a80 (__TEXT,__text) non-external _conv4_8888_C_accum
00007ff80c2a1540 (__TEXT,__text) non-external _conv4_8888_C_bias
00007ff80c2a09f0 (__TEXT,__text) non-external _conv4_8888_D_accum
00007ff80c2a14c0 (__TEXT,__text) non-external _conv4_8888_D_bias
00007ff80c18f6b0 (__TEXT,__text) non-external _conv4_8_A
00007ff80c18d3f0 (__TEXT,__text) non-external _conv4_8_AB
00007ff80c144cf0 (__TEXT,__text) non-external _conv4_8_ABC
00007ff80c18cbf0 (__TEXT,__text) non-external _conv4_8_ABCD
00007ff80c1449e0 (__TEXT,__text) non-external _conv4_8_ABCDE
00007ff80c144f90 (__TEXT,__text) non-external (was a private external) _conv4_8_ABCDE_accum
00007ff80c144670 (__TEXT,__text) non-external _conv4_8_ABCDE_bias
00007ff80c27e260 (__TEXT,__text) non-external (was a private external) _conv4_8_ABCD_accum
00007ff80c14c260 (__TEXT,__text) non-external _conv4_8_ABCD_bias
00007ff80c295180 (__TEXT,__text) non-external _conv4_8_ABCE
00007ff80c14c8d0 (__TEXT,__text) non-external (was a private external) _conv4_8_ABCE_accum
00007ff80c2988a0 (__TEXT,__text) non-external _conv4_8_ABCE_bias
00007ff80c27dff0 (__TEXT,__text) non-external (was a private external) _conv4_8_ABC_accum
00007ff80c298bd0 (__TEXT,__text) non-external _conv4_8_ABC_bias
00007ff80c2956d0 (__TEXT,__text) non-external _conv4_8_ABD
00007ff80c295430 (__TEXT,__text) non-external _conv4_8_ABDE
00007ff80c18ef80 (__TEXT,__text) non-external (was a private external) _conv4_8_ABDE_accum
00007ff80c298ee0 (__TEXT,__text) non-external _conv4_8_ABDE_bias
00007ff80c27dd80 (__TEXT,__text) non-external (was a private external) _conv4_8_ABD_accum
00007ff80c2991f0 (__TEXT,__text) non-external _conv4_8_ABD_bias
00007ff80c295960 (__TEXT,__text) non-external _conv4_8_ABE
00007ff80c14c5b0 (__TEXT,__text) non-external (was a private external) _conv4_8_ABE_accum
00007ff80c2994e0 (__TEXT,__text) non-external _conv4_8_ABE_bias
00007ff80c27dbe0 (__TEXT,__text) non-external (was a private external) _conv4_8_AB_accum
00007ff80c18eb30 (__TEXT,__text) non-external _conv4_8_AB_bias
00007ff80c18f3f0 (__TEXT,__text) non-external _conv4_8_AC
00007ff80c295ec0 (__TEXT,__text) non-external _conv4_8_ACD
00007ff80c295bd0 (__TEXT,__text) non-external _conv4_8_ACDE
00007ff80c18ced0 (__TEXT,__text) non-external (was a private external) _conv4_8_ACDE_accum
00007ff80c2997b0 (__TEXT,__text) non-external _conv4_8_ACDE_bias
00007ff80c27d990 (__TEXT,__text) non-external (was a private external) _conv4_8_ACD_accum
00007ff80c299b10 (__TEXT,__text) non-external _conv4_8_ACD_bias
00007ff80c2961a0 (__TEXT,__text) non-external _conv4_8_ACE
00007ff80c14c740 (__TEXT,__text) non-external (was a private external) _conv4_8_ACE_accum
00007ff80c299e60 (__TEXT,__text) non-external _conv4_8_ACE_bias
00007ff80c27d810 (__TEXT,__text) non-external (was a private external) _conv4_8_AC_accum
00007ff80c18f970 (__TEXT,__text) non-external _conv4_8_AC_bias
00007ff80c296750 (__TEXT,__text) non-external _conv4_8_AD
00007ff80c296470 (__TEXT,__text) non-external _conv4_8_ADE
00007ff80c18edf0 (__TEXT,__text) non-external (was a private external) _conv4_8_ADE_accum
00007ff80c29a190 (__TEXT,__text) non-external _conv4_8_ADE_bias
00007ff80c27d680 (__TEXT,__text) non-external (was a private external) _conv4_8_AD_accum
00007ff80c29a520 (__TEXT,__text) non-external _conv4_8_AD_bias
00007ff80c296a30 (__TEXT,__text) non-external _conv4_8_AE
00007ff80c190da0 (__TEXT,__text) non-external (was a private external) _conv4_8_AE_accum
00007ff80c29a8a0 (__TEXT,__text) non-external _conv4_8_AE_bias
00007ff80c27d580 (__TEXT,__text) non-external (was a private external) _conv4_8_A_accum
00007ff80c18fc90 (__TEXT,__text) non-external _conv4_8_A_bias
00007ff80c145b30 (__TEXT,__text) non-external _conv4_8_B
00007ff80c297480 (__TEXT,__text) non-external _conv4_8_BC
00007ff80c296fd0 (__TEXT,__text) non-external _conv4_8_BCD
00007ff80c296d50 (__TEXT,__text) non-external _conv4_8_BCDE
00007ff80c18d130 (__TEXT,__text) non-external (was a private external) _conv4_8_BCDE_accum
00007ff80c144370 (__TEXT,__text) non-external _conv4_8_BCDE_bias
00007ff80c27d2a0 (__TEXT,__text) non-external (was a private external) _conv4_8_BCD_accum
00007ff80c29ac60 (__TEXT,__text) non-external _conv4_8_BCD_bias
00007ff80c297230 (__TEXT,__text) non-external _conv4_8_BCE
00007ff80c18f1e0 (__TEXT,__text) non-external (was a private external) _conv4_8_BCE_accum
00007ff80c29af30 (__TEXT,__text) non-external _conv4_8_BCE_bias
00007ff80c27d080 (__TEXT,__text) non-external (was a private external) _conv4_8_BC_accum
00007ff80c29b1e0 (__TEXT,__text) non-external _conv4_8_BC_bias
00007ff80c18c930 (__TEXT,__text) non-external _conv4_8_BD
00007ff80c2976c0 (__TEXT,__text) non-external _conv4_8_BDE
00007ff80c2a1ca0 (__TEXT,__text) non-external (was a private external) _conv4_8_BDE_accum
00007ff80c29b480 (__TEXT,__text) non-external _conv4_8_BDE_bias
00007ff80c27ce50 (__TEXT,__text) non-external (was a private external) _conv4_8_BD_accum
00007ff80c145400 (__TEXT,__text) non-external _conv4_8_BD_bias
00007ff80c297990 (__TEXT,__text) non-external _conv4_8_BE
00007ff80c2a1b20 (__TEXT,__text) non-external (was a private external) _conv4_8_BE_accum
00007ff80c29b7b0 (__TEXT,__text) non-external _conv4_8_BE_bias
00007ff80c27ccc0 (__TEXT,__text) non-external (was a private external) _conv4_8_B_accum
00007ff80c145720 (__TEXT,__text) non-external _conv4_8_B_bias
00007ff80c298260 (__TEXT,__text) non-external _conv4_8_C
00007ff80c297e80 (__TEXT,__text) non-external _conv4_8_CD
00007ff80c297cc0 (__TEXT,__text) non-external _conv4_8_CDE
00007ff80c190020 (__TEXT,__text) non-external (was a private external) _conv4_8_CDE_accum
00007ff80c29bb60 (__TEXT,__text) non-external _conv4_8_CDE_bias
00007ff80c27cab0 (__TEXT,__text) non-external (was a private external) _conv4_8_CD_accum
00007ff80c29be50 (__TEXT,__text) non-external _conv4_8_CD_bias
00007ff80c298030 (__TEXT,__text) non-external _conv4_8_CE
00007ff80c2a19a0 (__TEXT,__text) non-external (was a private external) _conv4_8_CE_accum
00007ff80c29c130 (__TEXT,__text) non-external _conv4_8_CE_bias
00007ff80c27c940 (__TEXT,__text) non-external (was a private external) _conv4_8_C_accum
00007ff80c29c4a0 (__TEXT,__text) non-external _conv4_8_C_bias
00007ff80c298660 (__TEXT,__text) non-external _conv4_8_D
00007ff80c298520 (__TEXT,__text) non-external _conv4_8_DE
00007ff80c2a1820 (__TEXT,__text) non-external (was a private external) _conv4_8_DE_accum
00007ff80c29c890 (__TEXT,__text) non-external _conv4_8_DE_bias
00007ff80c27c7c0 (__TEXT,__text) non-external (was a private external) _conv4_8_D_accum
00007ff80c29cbb0 (__TEXT,__text) non-external _conv4_8_D_bias
00007ff80c298800 (__TEXT,__text) non-external _conv4_8_E
00007ff80c29cf70 (__TEXT,__text) non-external _conv4_8_E_bias
00007ff80c27c600 (__TEXT,__text) non-external (was a private external) _conv4pF_empty_bias
00007ff80ccc5b00 (__TEXT,__const) non-external _convert48x2_ARGB16Q12To422CrYpCbYpCbYpCbYpCrYpCrYp10.c_permd
00007ff80ccc5a40 (__TEXT,__const) non-external _convert_422CbYpCrYp16ToARGB8888_AVX512.c_permd
00007ff80ccc59c0 (__TEXT,__const) non-external _convert_444AYpCbCr16ToARGB8888_AVX512.c_permd
00007ff80ccc5a80 (__TEXT,__const) non-external _convert_ARGB16UTo422CbYpCrYp16_AVX512.c_permd
00007ff80ccc5a00 (__TEXT,__const) non-external _convert_ARGB8888To444AYpCbCr16_AVX512.c_permd
00007ff843754ea0 (__DATA_DIRTY,__common) non-external (was a private external) _createColorSpaceTransformZero
00007ff843754e98 (__DATA_DIRTY,__common) non-external (was a private external) _createColorspaceTransformForColorspaces
00007ff843754e90 (__DATA_DIRTY,__common) non-external (was a private external) _cvImageFormat_CalculateInverseConversionMatrix
00007ff843754e88 (__DATA_DIRTY,__common) non-external (was a private external) _cvImageFormat_InitvImageCGImageFormat
00007ff843754e80 (__DATA_DIRTY,__common) non-external (was a private external) _cvImageFormat_Print
00007ff843bc0164 (__DATA,__common) non-external (was a private external) _defaultPolicy
00007ff843bbe968 (__DATA,__data) non-external (was a private external) _defaultPriority
00007ff843bbf3a8 (__DATA,__bss) non-external _detectJ137.isJ137
00007ff843754e10 (__DATA_DIRTY,__bss) non-external _detectJ137.predicate
                 (undefined) external _dispatch_apply (from libSystem)
                 (undefined) external _dispatch_apply_f (from libSystem)
                 (undefined) external _dispatch_get_global_queue (from libSystem)
                 (undefined) external _dispatch_once (from libSystem)
                 (undefined) external _dispatch_once_f (from libSystem)
                 (undefined) external _dladdr (from libSystem)
                 (undefined) external _dlclose (from libSystem)
                 (undefined) external _dlopen (from libSystem)
00007ff80cc0f999 (__TEXT,__delay_helper) non-external _dlopenHelper$AccelerateGPU
00007ff80cc0f966 (__TEXT,__delay_helper) non-external _dlopenHelper$libCGInterfaces.dylib
00007ff843bbe9b0 (__DATA,__data) non-external _dlopenHelperFlag$AccelerateGPU
00007ff843754cf0 (__DATA_DIRTY,__data) non-external _dlopenHelperFlag$libCGInterfaces.dylib
00007ff80cc9bb20 (__TEXT,__const) non-external (was a private external) _etable
00007ff80cc9bf20 (__TEXT,__const) non-external _exp2_reduce
00007ff80cc9c720 (__TEXT,__const) non-external _exp2_table
                 (undefined) external _expm1f (from libSystem)
00007ff80ccaf190 (__TEXT,__const) non-external _fTo16FRoundTable
00007ff80ccc8870 (__TEXT,__const) non-external _fTo16FRoundTable
00007ff80ccd11b0 (__TEXT,__const) non-external _fTo16FRoundTable
                 (undefined) external _fegetround (from libSystem)
                 (undefined) external _fesetround (from libSystem)
                 (undefined) external _fmaf (from libSystem)
                 (undefined) external _free (from libSystem)
                 (undefined) external _frexpf (from libSystem)
00007ff843bbe7d0 (__DATA,__data) non-external _gReadRow
00007ff80cc9e470 (__TEXT,__const) non-external _gSequentialTable8
