00007ffa42ae00c0 (__DATA,__data) non-external _.compoundliteral
00007ffa1809a79b (__TEXT,__text) non-external (was a private external) _glpConstantNodeGetType
00007ffa1809a7a5 (__TEXT,__text) non-external (was a private external) _glpConstantNodeGetValue
00007ffa1809a7af (__TEXT,__text) non-external (was a private external) _glpConstantNodeSetValue
00007ffa180bbf10 (__TEXT,__text) non-external (was a private external) _glpConstantValueFromDecomposedInitializer
00007ffa1809aba8 (__TEXT,__text) non-external (was a private external) _glpConstructorCallNodeGetType
00007ffa1809abb9 (__TEXT,__text) non-external (was a private external) _glpConstructorCallNodeSetType
00007ffa180844d8 (__TEXT,__text) non-external (was a private external) _glpConvert
00007ffa1806fb12 (__TEXT,__text) non-external _glpCopyContextState
00007ffa18069d03 (__TEXT,__text) non-external (was a private external) _glpCopyLayoutObject
00007ffa1808ea40 (__TEXT,__text) non-external (was a private external) _glpCopyString
00007ffa1809415a (__TEXT,__text) non-external (was a private external) _glpCopyValue
00007ffa18094192 (__TEXT,__text) non-external (was a private external) _glpCopyValueInto
00007ffa180beb21 (__TEXT,__text) non-external _glpCopyValueIntoWithSwizzle
00007ffa1803b4a0 (__TEXT,__text) non-external (was a private external) _glpCreateDoublesTelemetry
00007ffa42ae4750 (__DATA,__bss) non-external _glpCreateDoublesTelemetry.onceToken
00007ffa1803b5cb (__TEXT,__text) non-external (was a private external) _glpCreateNVFragment2Telemetry
00007ffa42ae4770 (__DATA,__bss) non-external _glpCreateNVFragment2Telemetry.onceToken
00007ffa1803b596 (__TEXT,__text) non-external (was a private external) _glpCreateNVFragmentProgramTelemetry
00007ffa42ae4768 (__DATA,__bss) non-external _glpCreateNVFragmentProgramTelemetry.onceToken
00007ffa1803b52c (__TEXT,__text) non-external (was a private external) _glpCreateNVVertex2Telemetry
00007ffa42ae4758 (__DATA,__bss) non-external _glpCreateNVVertex2Telemetry.onceToken
00007ffa1803b561 (__TEXT,__text) non-external (was a private external) _glpCreateNVVertex3Telemetry
00007ffa42ae4760 (__DATA,__bss) non-external _glpCreateNVVertex3Telemetry.onceToken
00007ffa18070204 (__TEXT,__text) non-external _glpCreateShaderByteCode
00007ffa1803b4d5 (__TEXT,__text) non-external _glpCreateTelemetry
00007ffa1803c82e (__TEXT,__text) non-external (was a private external) _glpDataHashGet
00007ffa1803c686 (__TEXT,__text) non-external (was a private external) _glpDataHashPut
00007ffa1808ef81 (__TEXT,__text) non-external (was a private external) _glpDatasEqual
00007ffa180cb374 (__TEXT,__text) non-external (was a private external) _glpDecLineNumber
00007ffa1809a14a (__TEXT,__text) non-external (was a private external) _glpDeepCopyASTNode
00007ffa1808efd4 (__TEXT,__text) non-external (was a private external) _glpDeepCopyType
00007ffa1809d0e2 (__TEXT,__text) non-external (was a private external) _glpDefaultStatementNodeGetIsStray
00007ffa1809d0ec (__TEXT,__text) non-external (was a private external) _glpDefaultStatementNodeSetIsStray
00007ffa1809d67e (__TEXT,__text) non-external (was a private external) _glpDerefNodeGetOffset
00007ffa1809d68b (__TEXT,__text) non-external (was a private external) _glpDerefNodeSetOffset
00007ffa1808a5dc (__TEXT,__text) non-external (was a private external) _glpDeserialError
00007ffa1809fb74 (__TEXT,__text) non-external (was a private external) _glpDeserializeAST
00007ffa1809feac (__TEXT,__text) non-external (was a private external) _glpDeserializeNames
00007ffa1803f72c (__TEXT,__text) non-external (was a private external) _glpDestroyCodeGenContext
00007ffa180701b3 (__TEXT,__text) non-external (was a private external) _glpDestroyCompiledShader
00007ffa18065ae0 (__TEXT,__text) non-external (was a private external) _glpDestroyCompiler
00007ffa1808a089 (__TEXT,__text) non-external (was a private external) _glpDestroyDeserialContext
00007ffa1803c04e (__TEXT,__text) non-external (was a private external) _glpDestroyIntHash
00007ffa18044b41 (__TEXT,__text) non-external (was a private external) _glpDestroyLLVMCodeGenContext
00007ffa18069da9 (__TEXT,__text) non-external (was a private external) _glpDestroyLayoutObject
00007ffa1806fb88 (__TEXT,__text) non-external (was a private external) _glpDestroyLinkedProgram
00007ffa1806bf6b (__TEXT,__text) non-external (was a private external) _glpDestroyLinker
00007ffa1807ad72 (__TEXT,__text) non-external (was a private external) _glpDestroyLog
00007ffa1807b264 (__TEXT,__text) non-external (was a private external) _glpDestroyNameTable
00007ffa1803bd63 (__TEXT,__text) non-external (was a private external) _glpDestroyPointerHash
00007ffa1803d50f (__TEXT,__text) non-external (was a private external) _glpDestroyPoolAllocator
00007ffa180895d6 (__TEXT,__text) non-external (was a private external) _glpDestroySerialContext
00007ffa1808eba6 (__TEXT,__text) non-external (was a private external) _glpDestroyStringBuffer
00007ffa1803b985 (__TEXT,__text) non-external (was a private external) _glpDestroyStringHash
00007ffa1808f605 (__TEXT,__text) non-external (was a private external) _glpDestroyType
00007ffa1803c34b (__TEXT,__text) non-external (was a private external) _glpDestroyTypedValueHash
00007ffa180df000 (__TEXT,__text) non-external (was a private external) _glpDisassemble1Op
00007ffa180b7ac0 (__TEXT,__text) non-external (was a private external) _glpDumpASTNodeToStringBuffer
00007ffa180905e8 (__TEXT,__text) non-external (was a private external) _glpDumpTypeToStringBuffer
00007ffa18091d2a (__TEXT,__text) non-external (was a private external) _glpDuplicateDerefOrConstant
00007ffa1808f983 (__TEXT,__text) non-external (was a private external) _glpEachPrimitiveComponentOfType
00007ffa18083dd8 (__TEXT,__text) non-external (was a private external) _glpEnsureDeref
00007ffa18082fb9 (__TEXT,__text) non-external (was a private external) _glpEnsureOffsetsExist
00007ffa1809b2a1 (__TEXT,__text) non-external (was a private external) _glpEqualNodeGetIsFromSource
00007ffa18085b64 (__TEXT,__text) non-external (was a private external) _glpEvaluateArraySize
00007ffa18085d63 (__TEXT,__text) non-external (was a private external) _glpEvaluateTypeNode
00007ffa1809cc7b (__TEXT,__text) non-external (was a private external) _glpExpressionStatementNodeGetExpr
00007ffa1809cc88 (__TEXT,__text) non-external (was a private external) _glpExpressionStatementNodeSetExpr
00007ffa180691da (__TEXT,__text) non-external (was a private external) _glpExtensionAllowed
00007ffa18069300 (__TEXT,__text) non-external (was a private external) _glpExtensionAllowedAndDefault
00007ffa18068d03 (__TEXT,__text) non-external (was a private external) _glpExtensionFromString
00007ffa180691b9 (__TEXT,__text) non-external (was a private external) _glpExtensionToString
00007ffa1809a8d2 (__TEXT,__text) non-external (was a private external) _glpFieldAccessNodeGetField
00007ffa1809a8e0 (__TEXT,__text) non-external (was a private external) _glpFieldAccessNodeGetStructure
00007ffa1809a8ed (__TEXT,__text) non-external (was a private external) _glpFieldAccessNodeSetStructure
00007ffa1809c32a (__TEXT,__text) non-external (was a private external) _glpFieldDeclarationNodeGetName
00007ffa1809c338 (__TEXT,__text) non-external (was a private external) _glpFieldDeclarationNodeGetType
00007ffa1809c345 (__TEXT,__text) non-external (was a private external) _glpFieldDeclarationNodeSetType
00007ffa18069ca9 (__TEXT,__text) non-external (was a private external) _glpFinalizeParseContext
00007ffa1809750d (__TEXT,__text) non-external (was a private external) _glpFinalizePreprocessor
00007ffa1805e486 (__TEXT,__text) non-external _glpFindGep
00007ffa18069469 (__TEXT,__text) non-external (was a private external) _glpFixInterpolateAt
00007ffa180876ce (__TEXT,__text) non-external (was a private external) _glpFlattenCommaTree
00007ffa1810918b (__TEXT,__text) external _glpFragmentStateToPPStream
00007ffa180f0d22 (__TEXT,__text) external _glpFreePPShaderLinearize
00007ffa1809a9fe (__TEXT,__text) non-external (was a private external) _glpFunctionCallNodeGetExtra
00007ffa1809a9f0 (__TEXT,__text) non-external (was a private external) _glpFunctionCallNodeGetName
00007ffa1809aa08 (__TEXT,__text) non-external (was a private external) _glpFunctionCallNodeSetExtra
00007ffa1809c0f5 (__TEXT,__text) non-external (was a private external) _glpFunctionDefinitionNodeGetBody
00007ffa1809c0db (__TEXT,__text) non-external (was a private external) _glpFunctionDefinitionNodeGetPrototype
00007ffa1809c103 (__TEXT,__text) non-external (was a private external) _glpFunctionDefinitionNodeSetBody
00007ffa1809c0e8 (__TEXT,__text) non-external (was a private external) _glpFunctionDefinitionNodeSetPrototype
00007ffa1809baca (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeAddParameter
00007ffa1809ba63 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeClearParameters
00007ffa1809ba19 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeGetExtra
00007ffa1809ba0b (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeGetName
00007ffa1809baa8 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeGetParameter
00007ffa1809ba9f (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeGetParameterCount
00007ffa1809ba47 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeGetReturnOutParam
00007ffa1809ba2d (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeGetReturnType
00007ffa1809bad7 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeInsertParameter
00007ffa1809ba23 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeSetExtra
00007ffa1809bab9 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeSetParameter
00007ffa1809ba55 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeSetReturnOutParam
00007ffa1809ba3a (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeSetReturnType
00007ffa1808f59e (__TEXT,__text) non-external (was a private external) _glpFunctionTypeGetReturnType
00007ffa180bd148 (__TEXT,__text) non-external _glpGLPTypeGetGLVMType
00007ffa18068c2a (__TEXT,__text) non-external (was a private external) _glpGLSLVersionAllowed
00007ffa18068b30 (__TEXT,__text) non-external (was a private external) _glpGLSLVersionFromInt
00007ffa18068bf5 (__TEXT,__text) non-external (was a private external) _glpGLSLVersionGetDefault
00007ffa18068cac (__TEXT,__text) non-external (was a private external) _glpGLSLVersionRequired
00007ffa18068bd8 (__TEXT,__text) non-external (was a private external) _glpGLSLVersionToInt
00007ffa18070240 (__TEXT,__text) non-external (was a private external) _glpGenerateCopyInOut
00007ffa18091869 (__TEXT,__text) non-external (was a private external) _glpGetAccessorCount
00007ffa18069937 (__TEXT,__text) non-external (was a private external) _glpGetBIArchiveData
00007ffa42ae4ba0 (__DATA,__bss) non-external _glpGetBIArchiveData._anchor
00007ffa1806bdb8 (__TEXT,__text) non-external (was a private external) _glpGetCompiledShaderVersion
00007ffa18056788 (__TEXT,__text) non-external _glpGetComponentCount
00007ffa18046faa (__TEXT,__text) non-external _glpGetConstantInt32
00007ffa1805e070 (__TEXT,__text) non-external _glpGetConstantOffset
00007ffa18084141 (__TEXT,__text) non-external (was a private external) _glpGetDefaultPrecisionForType
00007ffa180cf903 (__TEXT,__text) non-external (was a private external) _glpGetErrMsg
00007ffa180cb34f (__TEXT,__text) non-external (was a private external) _glpGetFilename
00007ffa180667c0 (__TEXT,__text) non-external _glpGetFrameworkConstantByIndex
00007ffa180682f3 (__TEXT,__text) non-external (was a private external) _glpGetIBVariableObjectCount
00007ffa180cb35c (__TEXT,__text) non-external (was a private external) _glpGetLineNumber
00007ffa180840e1 (__TEXT,__text) non-external (was a private external) _glpGetMostBasicPrimitiveType
00007ffa180567b3 (__TEXT,__text) non-external _glpGetPConst
00007ffa1808fb88 (__TEXT,__text) external _glpGetPrimitiveType
00007ffa18091eb5 (__TEXT,__text) non-external (was a private external) _glpGetScalarAccessorCount
00007ffa180689d6 (__TEXT,__text) non-external (was a private external) _glpGetStructTypeFromIBType
00007ffa1805fb1c (__TEXT,__text) non-external _glpGetTextureSize
00007ffa18062708 (__TEXT,__text) non-external _glpGetVectorSwizzle
00007ffa1807dc81 (__TEXT,__text) non-external (was a private external) _glpGetVectorType
00007ffa1809cb2e (__TEXT,__text) non-external (was a private external) _glpGlobalTypeQualifierNodeGetLayout
00007ffa1809cb42 (__TEXT,__text) non-external (was a private external) _glpGlobalTypeQualifierNodeGetQualifierList
00007ffa1809cb38 (__TEXT,__text) non-external (was a private external) _glpGlobalTypeQualifierNodeSetLayout
00007ffa1809cb4f (__TEXT,__text) non-external (was a private external) _glpGlobalTypeQualifierNodeSetQualifierList
00007ffa1807f3bb (__TEXT,__text) non-external (was a private external) _glpHandleArgumentConversions
00007ffa18083ec3 (__TEXT,__text) non-external (was a private external) _glpHandleGetterSetter
00007ffa180cf642 (__TEXT,__text) non-external (was a private external) _glpHandlePragma
00007ffa18091201 (__TEXT,__text) non-external (was a private external) _glpHandleSideEffectsForExpr
00007ffa1807fc23 (__TEXT,__text) non-external (was a private external) _glpHandleSpecialOperatorFunction
00007ffa18086d86 (__TEXT,__text) non-external (was a private external) _glpHandleVariableRedeclaration
00007ffa1809d86f (__TEXT,__text) non-external (was a private external) _glpIBPartialDerefNodeGetBankIndex
00007ffa1809d865 (__TEXT,__text) non-external (was a private external) _glpIBPartialDerefNodeGetIb
00007ffa1809d87c (__TEXT,__text) non-external (was a private external) _glpIBPartialDerefNodeSetBankIndex
00007ffa1809b58f (__TEXT,__text) non-external (was a private external) _glpIfExprNodeGetCondition
00007ffa1809b5c5 (__TEXT,__text) non-external (was a private external) _glpIfExprNodeGetElseExpr
00007ffa1809b5a9 (__TEXT,__text) non-external (was a private external) _glpIfExprNodeGetIfExpr
00007ffa1809b59c (__TEXT,__text) non-external (was a private external) _glpIfExprNodeSetCondition
00007ffa1809b5d3 (__TEXT,__text) non-external (was a private external) _glpIfExprNodeSetElseExpr
00007ffa1809b5b7 (__TEXT,__text) non-external (was a private external) _glpIfExprNodeSetIfExpr
00007ffa1809ce69 (__TEXT,__text) non-external (was a private external) _glpIfStatementNodeGetCond
00007ffa1809ce9f (__TEXT,__text) non-external (was a private external) _glpIfStatementNodeGetElseStatement
00007ffa1809ce83 (__TEXT,__text) non-external (was a private external) _glpIfStatementNodeGetIfStatement
00007ffa1809ce76 (__TEXT,__text) non-external (was a private external) _glpIfStatementNodeSetCond
00007ffa1809cead (__TEXT,__text) non-external (was a private external) _glpIfStatementNodeSetElseStatement
00007ffa1809ce91 (__TEXT,__text) non-external (was a private external) _glpIfStatementNodeSetIfStatement
00007ffa180cb368 (__TEXT,__text) non-external (was a private external) _glpIncLineNumber
00007ffa1808469f (__TEXT,__text) non-external (was a private external) _glpIndirectArrayElement
00007ffa18084672 (__TEXT,__text) non-external (was a private external) _glpIndirectMatrixColumn
00007ffa18084555 (__TEXT,__text) non-external (was a private external) _glpIndirectVectorElement
00007ffa18089fe9 (__TEXT,__text) non-external (was a private external) _glpInitDeserialContext
00007ffa18069b4c (__TEXT,__text) non-external (was a private external) _glpInitParseContext
00007ffa1803d340 (__TEXT,__text) non-external (was a private external) _glpInitPoolAllocator
