
/System/Cryptexes/OS/usr/lib/system/libsystem_kernel.dylib (for architecture x86_64):
000000000003f1c0 (__DATA,__data) external _NDR_record
000000000000d5a0 (__TEXT,__text) external ___debug_syscall_reject_config
000000000000cbd4 (__TEXT,__text) external ___delete
0000000000003edc (__TEXT,__text) external ___disable_threadsignal
0000000000001cf0 (__TEXT,__text) external ___error
000000000000d5c8 (__TEXT,__text) external ___execve
0000000000008170 (__TEXT,__text) external ___exit
00000000000056bc (__TEXT,__text) external ___fchmod
0000000000006828 (__TEXT,__text) external ___fchmod_extended
0000000000001e50 (__TEXT,__text) external ___fcntl
0000000000005270 (__TEXT,__text) external ___fcntl_nocancel
00000000000084b8 (__TEXT,__text) external ___fork
000000000000d5f0 (__TEXT,__text) external ___fs_snapshot
000000000000e82c (__TEXT,__text) external ___fstat
0000000000006800 (__TEXT,__text) external ___fstat64_extended
000000000000d618 (__TEXT,__text) external ___fstat_extended
000000000000e87c (__TEXT,__text) external ___fstatat
000000000000e8cc (__TEXT,__text) external ___fstatfs
000000000000d640 (__TEXT,__text) external ___fsync_nocancel
0000000000009edc (__TEXT,__text) external ___get_remove_counter
0000000000001d0c (__TEXT,__text) external ___getattrlist
0000000000002e3c (__TEXT,__text) external ___getdirentries64
000000000000e9bc (__TEXT,__text) external ___getfsstat
00000000000066e0 (__TEXT,__text) external ___gethostuuid
000000000000c584 (__TEXT,__text) external ___getlogin
00000000000055ac (__TEXT,__text) external ___getpeername
0000000000001874 (__TEXT,__text) external ___getpid
00000000000034c8 (__TEXT,__text) external ___getrlimit
000000000000d668 (__TEXT,__text) external ___getsgroups
0000000000008584 (__TEXT,__text) external ___getsockname
0000000000002d0c (__TEXT,__text) external ___gettid
0000000000004dcc (__TEXT,__text) external ___gettimeofday
0000000000004da4 (__TEXT,__text) non-external (was a private external) ___gettimeofday_with_mach
000000000000d690 (__TEXT,__text) external ___getwgroups
000000000000d6b8 (__TEXT,__text) external ___guarded_open_dprotected_np
00000000000048a0 (__TEXT,__text) external ___guarded_open_np
000000000000d6e0 (__TEXT,__text) external ___identitysvc
0000000000004b68 (__TEXT,__text) external ___inc_remove_counter
000000000000c55c (__TEXT,__text) external ___initgroups
0000000000005410 (__TEXT,__text) external ___ioctl
000000000000573c (__TEXT,__text) external ___iopolicysys
000000000000d708 (__TEXT,__text) external ___kdebug_trace
0000000000003cc8 (__TEXT,__text) external ___kdebug_trace64
000000000000d730 (__TEXT,__text) external ___kdebug_trace_string
000000000000697c (__TEXT,__text) external ___kdebug_typefilter
0000000000031fc8 (__TEXT,__const) non-external (was a private external) ___kernelVersionNumber
0000000000031f90 (__TEXT,__const) non-external (was a private external) ___kernelVersionString
0000000000008b7c (__TEXT,__text) external ___kill
00000000000072c8 (__TEXT,__text) external ___kqueue_workloop_ctl
00000000000068c8 (__TEXT,__text) external ___lchown
00000000000069a4 (__TEXT,__text) external ___libkernel_init
000000000000f9a8 (__TEXT,__text) external ___libkernel_init_after_boot_tasks
000000000000f8cc (__TEXT,__text) external ___libkernel_init_late
0000000000006bdc (__TEXT,__text) external ___libkernel_platform_init
0000000000001864 (__TEXT,__text) external ___libkernel_voucher_init
00000000000091ac (__TEXT,__text) external ___listen
000000000000d758 (__TEXT,__text) external ___log_data
0000000000002af0 (__TEXT,__text) external ___lseek
000000000000eb74 (__TEXT,__text) external ___lstat
0000000000006758 (__TEXT,__text) external ___lstat64_extended
000000000000d780 (__TEXT,__text) external ___lstat_extended
000000000000d7a8 (__TEXT,__text) external ___mac_execve
000000000000d7d0 (__TEXT,__text) external ___mac_get_fd
000000000000d7f8 (__TEXT,__text) external ___mac_get_file
000000000000d820 (__TEXT,__text) external ___mac_get_link
000000000000d848 (__TEXT,__text) external ___mac_get_mount
000000000000d870 (__TEXT,__text) external ___mac_get_pid
000000000000d898 (__TEXT,__text) external ___mac_get_proc
000000000000d8c0 (__TEXT,__text) external ___mac_getfsstat
000000000000d8e8 (__TEXT,__text) external ___mac_mount
000000000000d910 (__TEXT,__text) external ___mac_set_fd
000000000000d938 (__TEXT,__text) external ___mac_set_file
000000000000d960 (__TEXT,__text) external ___mac_set_link
0000000000009150 (__TEXT,__text) external ___mac_set_proc
0000000000002bdc (__TEXT,__text) external ___mac_syscall
000000000000d988 (__TEXT,__text) external ___mach_bridge_remote_time
000000000000d9b0 (__TEXT,__text) external ___mach_eventlink_signal
000000000000d9d8 (__TEXT,__text) external ___mach_eventlink_signal_wait_until
000000000000da00 (__TEXT,__text) external ___mach_eventlink_wait_until
000000000000da28 (__TEXT,__text) external ___map_with_linking_np
000000000000da50 (__TEXT,__text) external ___memorystatus_available_memory
000000000000da78 (__TEXT,__text) external ___microstackshot
000000000000daa0 (__TEXT,__text) external ___mkdir_extended
000000000000dac8 (__TEXT,__text) external ___mkfifo_extended
0000000000001f90 (__TEXT,__text) external ___mmap
0000000000004d7c (__TEXT,__text) external ___mprotect
000000000000daf0 (__TEXT,__text) external ___msgctl
000000000000db18 (__TEXT,__text) external ___msgrcv_nocancel
000000000000db40 (__TEXT,__text) external ___msgsnd_nocancel
000000000000db68 (__TEXT,__text) external ___msgsys
0000000000007244 (__TEXT,__text) external ___msync
000000000000db90 (__TEXT,__text) external ___msync_nocancel
00000000000049fc (__TEXT,__text) external ___munmap
000000000000dbb8 (__TEXT,__text) external ___nexus_create
000000000000dbe0 (__TEXT,__text) external ___nexus_deregister
000000000000dc08 (__TEXT,__text) external ___nexus_destroy
000000000000dc30 (__TEXT,__text) external ___nexus_get_opt
000000000000dc58 (__TEXT,__text) external ___nexus_open
000000000000dc80 (__TEXT,__text) external ___nexus_register
000000000000dca8 (__TEXT,__text) external ___nexus_set_opt
0000000000001d5c (__TEXT,__text) external ___open
00000000000067d8 (__TEXT,__text) external ___open_dprotected_np
000000000000cb5c (__TEXT,__text) external ___open_extended
0000000000001ec8 (__TEXT,__text) external ___open_nocancel
0000000000002a8c (__TEXT,__text) external ___openat
000000000000dcd0 (__TEXT,__text) external ___openat_dprotected_np
0000000000006918 (__TEXT,__text) external ___openat_nocancel
0000000000040228 (__DATA,__bss) non-external ___os_ch_md_redzone_cookie
000000000001b0f8 (__TEXT,__text) external ___os_nexus_flow_add
000000000001b17c (__TEXT,__text) external ___os_nexus_flow_del
000000000001b2c4 (__TEXT,__text) external ___os_nexus_get_llink_info
000000000001af20 (__TEXT,__text) external ___os_nexus_ifattach
000000000001b03c (__TEXT,__text) external ___os_nexus_ifdetach
0000000000004eb0 (__TEXT,__text) external ___persona
000000000000726c (__TEXT,__text) external ___pipe
000000000000dcf8 (__TEXT,__text) external ___poll_nocancel
0000000000007ea0 (__TEXT,__text) external ___posix_spawn
000000000000dd20 (__TEXT,__text) external ___pread_nocancel
000000000000dd48 (__TEXT,__text) external ___preadv_nocancel
0000000000002600 (__TEXT,__text) external ___proc_info
000000000000dd70 (__TEXT,__text) external ___proc_info_extended_id
00000000000085f4 (__TEXT,__text) external ___process_policy
0000000000007000 (__TEXT,__text) external ___pselect
000000000000dd98 (__TEXT,__text) external ___pselect_nocancel
000000000000484c (__TEXT,__text) external ___psynch_cvbroad
0000000000004e20 (__TEXT,__text) external ___psynch_cvclrprepost
0000000000005afc (__TEXT,__text) external ___psynch_cvsignal
0000000000004824 (__TEXT,__text) external ___psynch_cvwait
0000000000003f2c (__TEXT,__text) external ___psynch_mutexdrop
0000000000003d74 (__TEXT,__text) external ___psynch_mutexwait
000000000000ddc0 (__TEXT,__text) external ___psynch_rw_downgrade
000000000000dde8 (__TEXT,__text) external ___psynch_rw_longrdlock
00000000000062a8 (__TEXT,__text) external ___psynch_rw_rdlock
0000000000006280 (__TEXT,__text) external ___psynch_rw_unlock
000000000000de10 (__TEXT,__text) external ___psynch_rw_unlock2
000000000000de38 (__TEXT,__text) external ___psynch_rw_upgrade
0000000000006258 (__TEXT,__text) external ___psynch_rw_wrlock
000000000000de60 (__TEXT,__text) external ___psynch_rw_yieldwrlock
000000000000c85c (__TEXT,__text) external ___pthread_canceled
0000000000007c38 (__TEXT,__text) external ___pthread_chdir
0000000000007c10 (__TEXT,__text) external ___pthread_fchdir
0000000000009100 (__TEXT,__text) external ___pthread_kill
000000000000de88 (__TEXT,__text) external ___pthread_markcancel
00000000000080ec (__TEXT,__text) external ___pthread_sigmask
000000000000952c (__TEXT,__text) external ___ptrace
000000000000deb0 (__TEXT,__text) external ___pwrite_nocancel
000000000000ded8 (__TEXT,__text) external ___pwritev_nocancel
00000000000030e8 (__TEXT,__text) external ___read_nocancel
000000000000df00 (__TEXT,__text) external ___readv_nocancel
000000000000df28 (__TEXT,__text) external ___reboot
000000000000df50 (__TEXT,__text) external ___record_system_event
0000000000005488 (__TEXT,__text) external ___recvfrom
000000000000536c (__TEXT,__text) external ___recvfrom_nocancel
0000000000005870 (__TEXT,__text) external ___recvmsg
000000000000df78 (__TEXT,__text) external ___recvmsg_nocancel
0000000000044048 (__DATA_DIRTY,__bss) non-external ___remove_counter
0000000000004b40 (__TEXT,__text) external ___rename
000000000000dfa0 (__TEXT,__text) external ___renameat
000000000000dfc8 (__TEXT,__text) external ___renameatx_np
0000000000004ba4 (__TEXT,__text) external ___rmdir
000000000000d7a8 (__TEXT,__text) external ___sandbox_me
000000000000d8e8 (__TEXT,__text) external ___sandbox_mm
0000000000002bdc (__TEXT,__text) external ___sandbox_ms
0000000000009150 (__TEXT,__text) external ___sandbox_msp
000000000000b7f8 (__TEXT,__text) external ___select
0000000000005344 (__TEXT,__text) external ___select_nocancel
000000000000a154 (__TEXT,__text) external ___sem_open
000000000000dff0 (__TEXT,__text) external ___sem_wait_nocancel
000000000000e018 (__TEXT,__text) external ___semctl
000000000000e040 (__TEXT,__text) external ___semsys
0000000000004654 (__TEXT,__text) external ___semwait_signal
0000000000008114 (__TEXT,__text) external ___semwait_signal_nocancel
0000000000006940 (__TEXT,__text) external ___sendmsg
00000000000053bc (__TEXT,__text) external ___sendmsg_nocancel
0000000000005460 (__TEXT,__text) external ___sendto
00000000000052e8 (__TEXT,__text) external ___sendto_nocancel
00000000000047ac (__TEXT,__text) external ___setattrlist
000000000000c534 (__TEXT,__text) external ___setlogin
0000000000008c4c (__TEXT,__text) external ___setpriority
000000000000e068 (__TEXT,__text) external ___setregid
000000000000e090 (__TEXT,__text) external ___setreuid
0000000000003da4 (__TEXT,__text) external ___setrlimit
000000000000e0b8 (__TEXT,__text) external ___setsgroups
0000000000009ef0 (__TEXT,__text) external ___settid
000000000000e0e0 (__TEXT,__text) external ___settid_with_pid
000000000000e108 (__TEXT,__text) external ___settimeofday
000000000000e130 (__TEXT,__text) external ___setwgroups
000000000000a1e0 (__TEXT,__text) external ___sfi_ctl
000000000000e158 (__TEXT,__text) external ___sfi_pidctl
000000000000e180 (__TEXT,__text) external ___shared_region_check_np
000000000000e1a8 (__TEXT,__text) external ___shared_region_map_and_slide_2_np
0000000000002a3c (__TEXT,__text) external ___shm_open
000000000000e1d0 (__TEXT,__text) external ___shmctl
000000000000e1f8 (__TEXT,__text) external ___shmsys
00000000000072f0 (__TEXT,__text) external ___sigaction
0000000000004734 (__TEXT,__text) external ___sigaltstack
000000000000c0b8 (__TEXT,__text) external ___sigreturn
000000000000e220 (__TEXT,__text) external ___sigsuspend
0000000000008148 (__TEXT,__text) external ___sigsuspend_nocancel
000000000000c108 (__TEXT,__text) external ___sigwait
0000000000005394 (__TEXT,__text) external ___socketpair
000000000000e248 (__TEXT,__text) external ___stack_snapshot_with_config
000000000000f4d4 (__TEXT,__text) external ___stat
0000000000006708 (__TEXT,__text) external ___stat64_extended
000000000000e270 (__TEXT,__text) external ___stat_extended
000000000000f4fc (__TEXT,__text) external ___statfs
0000000000003518 (__TEXT,__text) external ___syscall
0000000000040270 (__DATA,__common) external ___syscall_logger
0000000000002944 (__TEXT,__text) external ___sysctl
0000000000002b50 (__TEXT,__text) external ___sysctlbyname
000000000000e298 (__TEXT,__text) external ___telemetry
000000000000afc8 (__TEXT,__text) external ___terminate_with_payload
0000000000002f2c (__TEXT,__text) external ___thread_selfid
000000000000e2c0 (__TEXT,__text) external ___thread_selfusage
0000000000002f54 (__TEXT,__text) external ___ulock_wait
000000000000e2e8 (__TEXT,__text) external ___ulock_wait2
0000000000003010 (__TEXT,__text) external ___ulock_wake
000000000000e310 (__TEXT,__text) external ___umask_extended
0000000000004f00 (__TEXT,__text) external ___unlink
000000000000a510 (__TEXT,__text) external ___unlinkat
000000000000e338 (__TEXT,__text) external ___vfork
0000000000008074 (__TEXT,__text) external ___wait4
000000000000cb34 (__TEXT,__text) external ___wait4_nocancel
000000000000e3a4 (__TEXT,__text) external ___waitid_nocancel
00000000000096b8 (__TEXT,__text) external ___work_interval_ctl
0000000000002e64 (__TEXT,__text) external ___workq_kernreturn
0000000000002e8c (__TEXT,__text) external ___workq_open
0000000000004e48 (__TEXT,__text) external ___write_nocancel
000000000000e3cc (__TEXT,__text) external ___writev_nocancel
0000000000040264 (__DATA,__common) external __cpu_capabilities
0000000000040268 (__DATA,__common) external __cpu_has_altivec
0000000000044000 (__DATA_DIRTY,__data) external __current_pid
0000000000044020 (__DATA_DIRTY,__bss) non-external __dlsym
000000000000143c (__TEXT,__text) external __exclaves_ctl_trap
00000000000105e0 (__TEXT,__text) non-external __execve_with_filter
0000000000008170 (__TEXT,__text) external __exit
0000000000006ba0 (__TEXT,__text) external __get_cpu_capabilities
0000000000040210 (__DATA,__bss) non-external __gethostuuid_callback
0000000000014448 (__TEXT,__text) external __getprivatesystemidentifier
00000000000205e8 (__TEXT,__text) external __host_page_size
0000000000006b9c (__TEXT,__text) external __init_cpu_capabilities
000000000002175c (__TEXT,__text) external __kernelrpc_host_create_mach_voucher
0000000000022a98 (__TEXT,__text) external __kernelrpc_mach_port_allocate
0000000000023718 (__TEXT,__text) external __kernelrpc_mach_port_allocate_full
0000000000022980 (__TEXT,__text) external __kernelrpc_mach_port_allocate_name
00000000000235ac (__TEXT,__text) external __kernelrpc_mach_port_allocate_qos
000000000000122c (__TEXT,__text) external __kernelrpc_mach_port_allocate_trap
0000000000025234 (__TEXT,__text) external __kernelrpc_mach_port_assert_attributes
0000000000024350 (__TEXT,__text) external __kernelrpc_mach_port_construct
0000000000001280 (__TEXT,__text) external __kernelrpc_mach_port_construct_trap
0000000000022d00 (__TEXT,__text) external __kernelrpc_mach_port_deallocate
0000000000001238 (__TEXT,__text) external __kernelrpc_mach_port_deallocate_trap
0000000000022be8 (__TEXT,__text) external __kernelrpc_mach_port_destroy
