00007ff943312370 (__DATA,__bss) non-external _AGCPrinter
00007ff909ed86e0 (__TEXT,__text) non-external __ZN23AGCLLVMUserMeshShaderSW20markInvariantOutputsEv
00007ff909edfa4a (__TEXT,__text) non-external __ZN23AGCLLVMUserMeshShaderSW21buildGlobalIDUbergridEPN4llvm4TypeEj
00007ff909edf82e (__TEXT,__text) non-external __ZN23AGCLLVMUserMeshShaderSW21buildOSTGGridPositionEv
00007ff909edf438 (__TEXT,__text) non-external __ZN23AGCLLVMUserMeshShaderSW21buildSetPrimitiveDataEPPN4llvm5ValueENS0_9StringRefE
00007ff909edfb18 (__TEXT,__text) non-external __ZN23AGCLLVMUserMeshShaderSW22buildNumGroupsUbergridEPN4llvm4TypeEj
00007ff909edf48c (__TEXT,__text) non-external __ZN23AGCLLVMUserMeshShaderSW22buildSetPrimitiveCountEPN4llvm5ValueES2_
00007ff909edf7e4 (__TEXT,__text) non-external __ZN23AGCLLVMUserMeshShaderSW22getGlobalLinearGroupIDEv
00007ff909edf9c8 (__TEXT,__text) non-external __ZN23AGCLLVMUserMeshShaderSW23buildGlobalSizeUbergridEPN4llvm4TypeEj
00007ff909edef30 (__TEXT,__text) non-external __ZN23AGCLLVMUserMeshShaderSW23buildSetPrimitiveCulledEPN4llvm5ValueES2_S2_
00007ff909ed8934 (__TEXT,__text) non-external __ZN23AGCLLVMUserMeshShaderSW24generateAuxiliaryShadersEv
00007ff909edc282 (__TEXT,__text) non-external __ZN23AGCLLVMUserMeshShaderSW28replacePayloadBufferAccessesEPN4llvm5ValueE
00007ff909ed72d4 (__TEXT,__text) non-external __ZN23AGCLLVMUserMeshShaderSW29replacePreRuntimeLinkBuiltinsEv
00007ff909ed51d4 (__TEXT,__text) non-external __ZN23AGCLLVMUserMeshShaderSWD0Ev
00007ff909ed51b0 (__TEXT,__text) non-external __ZN23AGCLLVMUserMeshShaderSWD1Ev
00007ff909eddd4c (__TEXT,__text) non-external __ZN23AGCLLVMUserMeshShaderSWD2Ev
00007ff909ee17aa (__TEXT,__text) non-external __ZN23AGCLLVMUserObjectShader11initCompileEv
00007ff909ee2366 (__TEXT,__text) non-external __ZN23AGCLLVMUserObjectShader14buildNumGroupsEPN4llvm4TypeEj
00007ff909ee2c38 (__TEXT,__text) non-external __ZN23AGCLLVMUserObjectShader14constructReplyEv
00007ff909ee2356 (__TEXT,__text) non-external __ZN23AGCLLVMUserObjectShader15buildGlobalSizeEPN4llvm4TypeEj
00007ff909ee1f8a (__TEXT,__text) non-external __ZN23AGCLLVMUserObjectShader15replaceBuiltinsEv
00007ff909ee1804 (__TEXT,__text) non-external __ZN23AGCLLVMUserObjectShader17addWrapperPostfixEv
00007ff909ee1e56 (__TEXT,__text) non-external __ZN23AGCLLVMUserObjectShader17setupShaderInputsEv
00007ff909ee6ca6 (__TEXT,__text) non-external __ZN23AGCLLVMUserObjectShader26buildSetMeshGridPropertiesEPN4llvm5ValueES2_
00007ff909ee6fea (__TEXT,__text) non-external __ZN23AGCLLVMUserObjectShader27getOrCreateChildcountGlobalEv
00007ff909ee1778 (__TEXT,__text) non-external __ZN23AGCLLVMUserObjectShaderD0Ev
00007ff909ee1754 (__TEXT,__text) non-external __ZN23AGCLLVMUserObjectShaderD1Ev
00007ff909ee30a8 (__TEXT,__text) non-external __ZN23AGCLLVMUserObjectShaderD2Ev
00007ff909fa808e (__TEXT,__text) non-external __ZN23AGCLLVMUserVertexShader12createVIReadEPjN17AGCCodeTranslator23VertexShaderBuiltinTypeE
00007ff909fa7ffe (__TEXT,__text) non-external __ZN23AGCLLVMUserVertexShader12createVIReadEj
00007ff909fa4b7c (__TEXT,__text) non-external __ZN23AGCLLVMUserVertexShader14buildGin1122WAEbb
00007ff909fa56ac (__TEXT,__text) non-external __ZN23AGCLLVMUserVertexShader14getVertexAmpIdE27_AGCVertexAmplificationMode
00007ff909fa02da (__TEXT,__text) non-external __ZN23AGCLLVMUserVertexShader17addWrapperPostfixEv
00007ff909fa60d0 (__TEXT,__text) non-external __ZN23AGCLLVMUserVertexShader17replaceOutputUsesEPN4llvm5ValueES2_bNS_16VertexOutputTypeEbj
00007ff909fa0648 (__TEXT,__text) non-external __ZN23AGCLLVMUserVertexShader17setupShaderInputsEv
00007ff909fa7160 (__TEXT,__text) non-external __ZN23AGCLLVMUserVertexShader18constructFlatReplyEv
00007ff909fa0bf8 (__TEXT,__text) non-external __ZN23AGCLLVMUserVertexShader18setupShaderOutputsEv
00007ff909fa04c8 (__TEXT,__text) non-external __ZN23AGCLLVMUserVertexShader18setupShaderWrapperEv
00007ff909fa039c (__TEXT,__text) non-external __ZN23AGCLLVMUserVertexShader19wrapperFunctionTypeEv
00007ff909fa48c0 (__TEXT,__text) non-external __ZN23AGCLLVMUserVertexShader20markInvariantOutputsEv
00007ff909eef350 (__TEXT,__text) non-external __ZN23AGCLLVMUserVertexShader21getGenericVaryingInfoEN4llvm9StringRefER14GenericVaryingb
00007ff909eef348 (__TEXT,__text) non-external __ZN23AGCLLVMUserVertexShader21getGenericVaryingInfoEPKN4llvm10StructTypeEjPKNS0_6MDNodeER14GenericVaryingbj
00007ff909eef358 (__TEXT,__text) non-external __ZN23AGCLLVMUserVertexShader22getNextUnlinkedVaryingER14GenericVarying
00007ff909fa576e (__TEXT,__text) non-external __ZN23AGCLLVMUserVertexShader23getDriverGlobalConstantEN9AGCShared12ConstantTypeE
00007ff909fa04bc (__TEXT,__text) non-external __ZN23AGCLLVMUserVertexShader24wrapperCallingConventionEv
00007ff909fa7b50 (__TEXT,__text) non-external __ZN23AGCLLVMUserVertexShaderC2ER10AGCLLVMCtxPN4llvm6ModuleEPK16_AGCContextStateb
00007ff909fa02d4 (__TEXT,__text) non-external __ZN23AGCLLVMUserVertexShaderD0Ev
00007ff909fa02ce (__TEXT,__text) non-external __ZN23AGCLLVMUserVertexShaderD1Ev
00007ff909fa7e8c (__TEXT,__text) non-external __ZN23AGCLLVMUserVertexShaderD2Ev
00007ff909fd8c3e (__TEXT,__text) non-external __ZN23AGCLLVMVerifyModulePass11runOnModuleERN4llvm6ModuleE
00007ff94331162d (__DATA,__bss) non-external __ZN23AGCLLVMVerifyModulePass2IDE
00007ff909fd8bf8 (__TEXT,__text) non-external __ZN23AGCLLVMVerifyModulePassD0Ev
00007ff909fd8bee (__TEXT,__text) non-external __ZN23AGCLLVMVerifyModulePassD1Ev
00007ff909f5221e (__TEXT,__text) non-external __ZN23GenericVaryingAllocator10addVaryingERK14GenericVarying
00007ff909f52b8e (__TEXT,__text) non-external __ZN23GenericVaryingAllocator19getVaryingSignatureERN11flatbuffers17FlatBufferBuilderEPNS0_6OffsetINS0_6VectorIhEEEES7_
00007ff909f5265c (__TEXT,__text) non-external __ZN23GenericVaryingAllocator8allocateERK20AGCLLVMTargetLowerer
00007ff909f5297a (__TEXT,__text) non-external __ZN23GenericVaryingAllocator9serializeERN11flatbuffers17FlatBufferBuilderE
00007ff90a0386ea (__TEXT,__text) non-external __ZN23RaytracingConstantsGen117payloadHasSegmentENS_14PayloadSegmentEhbb
00007ff90a038790 (__TEXT,__text) non-external __ZN23RaytracingConstantsGen118payloadSegmentSizeENS_14PayloadSegmentEh
00007ff909fffbb4 (__TEXT,__text) non-external __ZN24AGCDylibBindPointLayoutTIN3AGX20DylibBindPointLayoutILb0EEEED0Ev
00007ff909fffbae (__TEXT,__text) non-external __ZN24AGCDylibBindPointLayoutTIN3AGX20DylibBindPointLayoutILb0EEEED1Ev
00007ff90a03c7be (__TEXT,__text) non-external __ZN24AGCDylibBindPointLayoutTIN3AGX20DylibBindPointLayoutILb1EEEED0Ev
00007ff90a03c7b8 (__TEXT,__text) non-external __ZN24AGCDylibBindPointLayoutTIN3AGX20DylibBindPointLayoutILb1EEEED1Ev
00007ff90a044614 (__TEXT,__text) non-external __ZN24AGCEndOfTileDriverShader16createLLVMObjectER10AGCLLVMCtxRN4llvm11LLVMContextEPNS2_6ModuleE
00007ff909ead760 (__TEXT,__text) non-external __ZN24AGCLLVMAGPFragmentShader11initCompileEv
00007ff909eae8b2 (__TEXT,__text) non-external __ZN24AGCLLVMAGPFragmentShader13needsPCFClampEv
00007ff909eb0f32 (__TEXT,__text) non-external __ZN24AGCLLVMAGPFragmentShader14constructReplyEv
00007ff909ead79e (__TEXT,__text) non-external __ZN24AGCLLVMAGPFragmentShader16addWrapperPrefixEv
00007ff909eaf614 (__TEXT,__text) non-external __ZN24AGCLLVMAGPFragmentShader16adjustFragCoordYEPN4llvm5ValueE
00007ff909eaef94 (__TEXT,__text) non-external __ZN24AGCLLVMAGPFragmentShader17detectSideEffectsEv
00007ff909eb8b84 (__TEXT,__text) non-external __ZN24AGCLLVMAGPFragmentShader18getFragmentVaryingEPN4llvm4TypeENS0_9StringRefEN17AGCCodeTranslator23VertexShaderVaryingTypeE21InterpolationLocationj13ComponentTypeb
00007ff909eae89a (__TEXT,__text) non-external __ZN24AGCLLVMAGPFragmentShader18getPCFStateForUnitEj
00007ff909eae968 (__TEXT,__text) non-external __ZN24AGCLLVMAGPFragmentShader19getFragmentVaryingsEPN4llvm4TypeEPKNS0_6MDNodeE
00007ff909eb9b18 (__TEXT,__text) non-external __ZN24AGCLLVMAGPFragmentShader19interpolateAtOffsetERKNS_19InterpolationCoordsEhPN4llvm5ValueES5_
00007ff909eaedd4 (__TEXT,__text) non-external __ZN24AGCLLVMAGPFragmentShader21getPrimitiveIdVaryingEPN4llvm4TypeE
00007ff909ead8d6 (__TEXT,__text) non-external __ZN24AGCLLVMAGPFragmentShader21setupIndirectSamplersEv
00007ff909ead756 (__TEXT,__text) non-external __ZN24AGCLLVMAGPFragmentShader22adjustDfDyForInversionEPN4llvm5ValueE
00007ff909eaf60e (__TEXT,__text) non-external __ZN24AGCLLVMAGPFragmentShader22validateSideEffectModeEPKN16AGCCodeGenerator18FragmentShaderInfoEb
00007ff909eb81a8 (__TEXT,__text) non-external __ZN24AGCLLVMAGPFragmentShader23agpParseStageIOMetadataEPKN4llvm6MDNodeEjRNS0_9StringRefERN17AGCCodeTranslator23VertexShaderVaryingTypeER21InterpolationLocationRjR13ComponentTypeRb
00007ff909eb1962 (__TEXT,__text) non-external __ZN24AGCLLVMAGPFragmentShader24buildPixelPositionInTileEPN4llvm4TypeEj
00007ff909eb1a42 (__TEXT,__text) non-external __ZN24AGCLLVMAGPFragmentShader24setupPerPrimitiveVaryingEjjb
00007ff909eaee86 (__TEXT,__text) non-external __ZN24AGCLLVMAGPFragmentShader26getBarycentricCoordVaryingEPN4llvm4TypeEPKNS0_6MDNodeE
00007ff909ead8e0 (__TEXT,__text) non-external __ZN24AGCLLVMAGPFragmentShader27setupInterpolationFunctionsEv
00007ff909eb9746 (__TEXT,__text) non-external __ZN24AGCLLVMAGPFragmentShader28calculateInterpolationCoordsEhPN4llvm5ValueE
00007ff909eae842 (__TEXT,__text) non-external __ZN24AGCLLVMAGPFragmentShader30improveDMAPromotionOpportunityEv
00007ff909eaed4c (__TEXT,__text) non-external __ZN24AGCLLVMAGPFragmentShader35getFragmentViewportOrLayerIdVaryingEPN4llvm4TypeENS0_9StringRefE
00007ff909eaf61e (__TEXT,__text) non-external __ZN24AGCLLVMAGPFragmentShader37replacePullMode_Or_ParentVertex_IndexERKN25AGCLLVMUserFragmentShader15FragmentVaryingE
00007ff909eaf682 (__TEXT,__text) non-external __ZN24AGCLLVMAGPFragmentShader37setupPullMode_Or_ParentVertex_GlobalsEv
00007ff909eb8ef6 (__TEXT,__text) non-external __ZN24AGCLLVMAGPFragmentShader38setupPullMode_Or_ParentVertex_VaryingsERN4llvm15SmallVectorImplIjEEjN9AGCShared27FragmentShaderIterationTypeEj
00007ff909ec798c (__TEXT,__text) non-external __ZN24AGCLLVMAGPFragmentShaderC2ER10AGCLLVMCtxPN4llvm6ModuleERK27AGCLLVMFragmentContextStatePK19_AGCDrawBufferStatePKvSC_
00007ff909ead714 (__TEXT,__text) non-external __ZN24AGCLLVMAGPFragmentShaderD0Ev
00007ff909ead6ea (__TEXT,__text) non-external __ZN24AGCLLVMAGPFragmentShaderD1Ev
00007ff909eb1d82 (__TEXT,__text) non-external __ZN24AGCLLVMAGPFragmentShaderD2Ev
00007ff909f46492 (__TEXT,__text) non-external __ZN24AGCLLVMAirImageBlockGen316setupImageBlocksEttPK19_AGCDrawBufferState
00007ff909f45dd8 (__TEXT,__text) non-external __ZN24AGCLLVMAirImageBlockGen320replaceBulkMemWritesEv
00007ff909f48f68 (__TEXT,__text) non-external __ZN24AGCLLVMAirImageBlockGen320unpackImageBlockDataERNS_14ImageBlockDataEPN4llvm5ValueEPK19_AGCDrawBufferStateNSt3__112basic_stringIcNS8_11char_traitsIcEENS8_9allocatorIcEEEE
00007ff909f48b9e (__TEXT,__text) non-external __ZN24AGCLLVMAirImageBlockGen323getImageBlockSampleMaskERKN20AGCLLVMAirImageBlock21AIRImageBlockFunctionEPKN4llvm8CallInstE
00007ff909f490ec (__TEXT,__text) non-external __ZN24AGCLLVMAirImageBlockGen326buildEmulatedRTZConversionEN14AGCLLVMBuilder11InsertPointEPN4llvm5ValueERKNS_14ImageBlockDataE
00007ff909f49500 (__TEXT,__text) non-external __ZN24AGCLLVMAirImageBlockGen329extractConstantImageBlockDataEPN4llvm5ValueE
00007ff909f48da8 (__TEXT,__text) non-external __ZN24AGCLLVMAirImageBlockGen342getImageBlockOffsetAndFormatFromDrawBufferERNS_14ImageBlockDataEPK19_AGCDrawBufferStatej
00007ff909f4a7d2 (__TEXT,__text) non-external __ZN24AGCLLVMAirImageBlockGen3C1EP17AGCLLVMUserObjectPN4llvm6ModuleER20AGCLLVMTargetLowererRKNS2_10DataLayoutE
00007ff909f4894e (__TEXT,__text) non-external __ZN24AGCLLVMAirImageBlockGen3D0Ev
00007ff909f48944 (__TEXT,__text) non-external __ZN24AGCLLVMAirImageBlockGen3D1Ev
00007ff909f48974 (__TEXT,__text) non-external __ZN24AGCLLVMAirImageBlockGen3D2Ev
00007ff909f1e138 (__TEXT,__text) non-external __ZN24AGCLLVMAirTrigIdentities14buildCosArctanEPN4llvm5ValueE
00007ff909f1e09c (__TEXT,__text) non-external __ZN24AGCLLVMAirTrigIdentities14buildSinArctanEPN4llvm5ValueE
00007ff909f1e20a (__TEXT,__text) non-external __ZN24AGCLLVMAirTrigIdentities14buildTanArccosEPN4llvm5ValueE
00007ff909f1e1d2 (__TEXT,__text) non-external __ZN24AGCLLVMAirTrigIdentities14buildTanArcsinEPN4llvm5ValueE
00007ff909f1e016 (__TEXT,__text) non-external __ZN24AGCLLVMAirTrigIdentities16buildNopIdentityEPN4llvm5ValueE
00007ff909f1e020 (__TEXT,__text) non-external __ZN24AGCLLVMAirTrigIdentities24buildPythagoreanIdentityEPN4llvm5ValueE
00007ff909ff0734 (__TEXT,__text) non-external __ZN24AGCLLVMG14XTargetLowerer15maxImageDimLog2Ev
00007ff909ff0ad4 (__TEXT,__text) non-external __ZN24AGCLLVMG14XTargetLowerer16getF16FormatInfoEtPN4llvm4TypeEbbb
00007ff909fefc54 (__TEXT,__text) non-external __ZN24AGCLLVMG14XTargetLowerer25buildImageMipCountExtractEN14AGCLLVMBuilder11InsertPointEPN4llvm5ValueES4_
00007ff909ff001a (__TEXT,__text) non-external __ZN24AGCLLVMG14XTargetLowerer26buildImageBaseLevelExtractEN14AGCLLVMBuilder11InsertPointEPN4llvm5ValueES4_
00007ff909fef440 (__TEXT,__text) non-external __ZN24AGCLLVMG14XTargetLowerer27buildImageDimensionsExtractEN14AGCLLVMBuilder11InsertPointEPN4llvm5ValueES4_
00007ff909ff015a (__TEXT,__text) non-external __ZN24AGCLLVMG14XTargetLowerer27buildImagePackFormatExtractEN14AGCLLVMBuilder11InsertPointEPN4llvm5ValueES4_
00007ff909fefe6c (__TEXT,__text) non-external __ZN24AGCLLVMG14XTargetLowerer28buildImageSampleCountExtractEN14AGCLLVMBuilder11InsertPointEPN4llvm5ValueES4_
00007ff909fef41a (__TEXT,__text) non-external __ZN24AGCLLVMG14XTargetLowererD0Ev
00007ff909fef410 (__TEXT,__text) non-external __ZN24AGCLLVMG14XTargetLowererD1Ev
00007ff90a000fb2 (__TEXT,__text) non-external __ZN24AGCLLVMGen2TargetLowerer12buildEmitpixEN14AGCLLVMBuilder11InsertPointEPN4llvm5ValueES4_b39AGCEncodedDrawBufferPBESourceFormatTypebN13_AGCEmitState9DimensionES4_b
00007ff90a0012e6 (__TEXT,__text) non-external __ZN24AGCLLVMGen2TargetLowerer12buildLocalIDEN14AGCLLVMBuilder11InsertPointEPN4llvm4TypeEj
00007ff90a0006c2 (__TEXT,__text) non-external __ZN24AGCLLVMGen2TargetLowerer13buildPackNormEN14AGCLLVMBuilder11InsertPointEPN4llvm5ValueEjbj
00007ff909fea43c (__TEXT,__text) non-external __ZN24AGCLLVMGen2TargetLowerer14applyCoordBiasEPN4llvm5ValueERS2_b
00007ff90a0002ea (__TEXT,__text) non-external __ZN24AGCLLVMGen2TargetLowerer14buildAlphaTestEN14AGCLLVMBuilder11InsertPointEPN4llvm5ValueES4_19_AGCCompareFunctionj
00007ff90a001b7e (__TEXT,__text) non-external __ZN24AGCLLVMGen2TargetLowerer14createBuiltinsEP17AGCLLVMUserObjectPN4llvm6ModuleE
00007ff90a004136 (__TEXT,__text) non-external __ZN24AGCLLVMGen2TargetLowerer14foldFPTruncExtEPN4llvm5ValueE
00007ff90a001454 (__TEXT,__text) non-external __ZN24AGCLLVMGen2TargetLowerer16buildInterpolateEN14AGCLLVMBuilder11InsertPointEj21InterpolationLocationPN4llvm5ValueES5_S5_
00007ff90a000468 (__TEXT,__text) non-external __ZN24AGCLLVMGen2TargetLowerer17buildCoverageMaskEN14AGCLLVMBuilder11InsertPointEPN4llvm5ValueEh
00007ff90a002370 (__TEXT,__text) non-external __ZN24AGCLLVMGen2TargetLowerer17convertWriteValueE13ComponentTypePN4llvm5ValueE
00007ff90a002612 (__TEXT,__text) non-external __ZN24AGCLLVMGen2TargetLowerer18getSamplerFunctionERKN14AGCLLVMBuilder10SampleArgsE
00007ff90a002ec0 (__TEXT,__text) non-external __ZN24AGCLLVMGen2TargetLowerer19buildReadWriteImageERKN14AGCLLVMBuilder10SampleArgsEPN4llvm5ValueEPNS4_8FunctionE
00007ff90a001692 (__TEXT,__text) non-external __ZN24AGCLLVMGen2TargetLowerer19buildSampleFunctionEN14AGCLLVMBuilder11InsertPointERKNS0_10SampleArgsE
00007ff90a001bd2 (__TEXT,__text) non-external __ZN24AGCLLVMGen2TargetLowerer20buildWriteImageBlockERKN14AGCLLVMBuilder10SampleArgsE
00007ff90a000976 (__TEXT,__text) non-external __ZN24AGCLLVMGen2TargetLowerer22buildForceF16PrecisionEN14AGCLLVMBuilder11InsertPointEPN4llvm5ValueE
00007ff90a000e98 (__TEXT,__text) non-external __ZN24AGCLLVMGen2TargetLowerer23buildReadOutputRegisterEN14AGCLLVMBuilder11InsertPointEPN4llvm5ValueES4_
00007ff90a000d5a (__TEXT,__text) non-external __ZN24AGCLLVMGen2TargetLowerer24buildWriteOutputRegisterEN14AGCLLVMBuilder11InsertPointEPN4llvm5ValueES4_S4_
00007ff909ffce7a (__TEXT,__text) non-external __ZN24AGCLLVMGen2TargetLowerer24setLoadStoreCacheControlEPN4llvm8FunctionE15MemCacheControl
00007ff90a00175e (__TEXT,__text) non-external __ZN24AGCLLVMGen2TargetLowerer25buildGammaSpaceConversionEN14AGCLLVMBuilder11InsertPointEPN4llvm5ValueE39AGCEncodedDrawBufferPBESourceFormatTypeRK9ClampInfo
00007ff909fe9c32 (__TEXT,__text) non-external __ZN24AGCLLVMGen2TargetLowerer26forceWritethroughForStoresEPN4llvm8FunctionE
00007ff909fea834 (__TEXT,__text) non-external __ZN24AGCLLVMGen2TargetLowerer27checkMaxTexturesAndSamplersEjj
00007ff90a00123c (__TEXT,__text) non-external __ZN24AGCLLVMGen2TargetLowerer28buildCopyOffChipMRTPixelDataEN14AGCLLVMBuilder11InsertPointEjPK18_AGCEndOfTileStateb
00007ff909ffce02 (__TEXT,__text) non-external __ZN24AGCLLVMGen2TargetLowerer31setSlcCachePolicyForImageWritesEPN4llvm8FunctionE
00007ff909fe9c82 (__TEXT,__text) non-external __ZN24AGCLLVMGen2TargetLowerer33setupContextFenceTerminateProgramEPN4llvm8FunctionE
00007ff909ffc050 (__TEXT,__text) non-external __ZN24AGCLLVMGen2TargetLowerer34isPartitionLockingHandlingRequiredEv
00007ff90a003ff2 (__TEXT,__text) non-external __ZN24AGCLLVMGen2TargetLowerer37buildCopyOffChipMRTPixelDataStatelessEN14AGCLLVMBuilder11InsertPointEN13_AGCEmitState9DimensionEPN4llvm5ValueE
00007ff909fe9d6a (__TEXT,__text) non-external __ZN24AGCLLVMGen2TargetLowerer37forceCModeWTAndSLCModeCachedForStoresEPN4llvm8FunctionE
00007ff909ffce28 (__TEXT,__text) non-external __ZN24AGCLLVMGen2TargetLowerer42bypassL1ForStoresForVertexDataDependenciesEPN4llvm8FunctionE
00007ff909fea32c (__TEXT,__text) non-external __ZN24AGCLLVMGen2TargetLowerer6toGen2Ev
00007ff90a000ae6 (__TEXT,__text) non-external __ZN24AGCLLVMGen2TargetLowerer9buildGCmpEN14AGCLLVMBuilder11InsertPointEPN4llvm5ValueEbPNS2_4TypeE
00007ff90a000c20 (__TEXT,__text) non-external __ZN24AGCLLVMGen2TargetLowerer9buildGExpEN14AGCLLVMBuilder11InsertPointEPN4llvm5ValueEbPNS2_4TypeE
00007ff909fff10c (__TEXT,__text) non-external __ZN24AGCLLVMGen2TargetLowererC2ERN4llvm11LLVMContextERK19AGCLLVMTargetConfig
00007ff90a0002c4 (__TEXT,__text) non-external __ZN24AGCLLVMGen2TargetLowererD0Ev
00007ff90a0002ba (__TEXT,__text) non-external __ZN24AGCLLVMGen2TargetLowererD1Ev
00007ff90a00b4be (__TEXT,__text) non-external __ZN24AGCLLVMGen3TargetLowerer11buildDepthfEN14AGCLLVMBuilder11InsertPointEPN4llvm5ValueES4_
00007ff90a00b62e (__TEXT,__text) non-external __ZN24AGCLLVMGen3TargetLowerer11buildMovmskEN14AGCLLVMBuilder11InsertPointEPN4llvm5ValueE
00007ff90a009a38 (__TEXT,__text) non-external __ZN24AGCLLVMGen3TargetLowerer12buildEmitpixEN14AGCLLVMBuilder11InsertPointEPN4llvm5ValueES4_b39AGCEncodedDrawBufferPBESourceFormatTypebN13_AGCEmitState9DimensionES4_b
00007ff90a016fba (__TEXT,__text) non-external __ZN24AGCLLVMGen3TargetLowerer12buildLayerIdEN14AGCLLVMBuilder11InsertPointEPN4llvm4TypeE
00007ff90a00a1ba (__TEXT,__text) non-external __ZN24AGCLLVMGen3TargetLowerer12buildLocalIDEN14AGCLLVMBuilder11InsertPointEPN4llvm4TypeEj
00007ff90a0117be (__TEXT,__text) non-external __ZN24AGCLLVMGen3TargetLowerer12buildPermuteEPKcPN4llvm5ValueES4_
00007ff90a014486 (__TEXT,__text) non-external __ZN24AGCLLVMGen3TargetLowerer13buildFMinFMaxEN14AGCLLVMBuilder11InsertPointEPN4llvm5ValueES4_PKcS6_
00007ff90a017298 (__TEXT,__text) non-external __ZN24AGCLLVMGen3TargetLowerer13buildGlobalIDEN14AGCLLVMBuilder11InsertPointEPN4llvm4TypeEj
00007ff90a00c5e0 (__TEXT,__text) non-external __ZN24AGCLLVMGen3TargetLowerer13buildPack9995EPN4llvm5ValueE
00007ff90a008956 (__TEXT,__text) non-external __ZN24AGCLLVMGen3TargetLowerer13buildPackNormEN14AGCLLVMBuilder11InsertPointEPN4llvm5ValueEjbj
00007ff90a010aa8 (__TEXT,__text) non-external __ZN24AGCLLVMGen3TargetLowerer13getReadSuffixEPN4llvm4TypeEt
00007ff90a00e9de (__TEXT,__text) non-external __ZN24AGCLLVMGen3TargetLowerer14buildLocalSizeEN14AGCLLVMBuilder11InsertPointEPN4llvm4TypeEj
00007ff90a011a3c (__TEXT,__text) non-external __ZN24AGCLLVMGen3TargetLowerer14buildPermute16EPKcPN4llvm5ValueES4_
00007ff90a011dbc (__TEXT,__text) non-external __ZN24AGCLLVMGen3TargetLowerer14buildPermute32EPKcPN4llvm5ValueES4_
00007ff90a017412 (__TEXT,__text) non-external __ZN24AGCLLVMGen3TargetLowerer14buildQuadGroupEN14AGCLLVMBuilder11InsertPointEPN4llvm4TypeE
00007ff90a01095a (__TEXT,__text) non-external __ZN24AGCLLVMGen3TargetLowerer14convertFromF16EPN4llvm5ValueEb
00007ff90a00b812 (__TEXT,__text) non-external __ZN24AGCLLVMGen3TargetLowerer14createBuiltinsEP17AGCLLVMUserObjectPN4llvm6ModuleE
00007ff90a00fc48 (__TEXT,__text) non-external __ZN24AGCLLVMGen3TargetLowerer14getWriteSuffixEPN4llvm4TypeE
00007ff90a00c45a (__TEXT,__text) non-external __ZN24AGCLLVMGen3TargetLowerer15buildPack111110EPN4llvm5ValueE
00007ff90a018c74 (__TEXT,__text) non-external __ZN24AGCLLVMGen3TargetLowerer15buildQuadBallotEN14AGCLLVMBuilder11InsertPointEPN4llvm5ValueE
00007ff90a018dcc (__TEXT,__text) non-external __ZN24AGCLLVMGen3TargetLowerer15buildSimdBallotEN14AGCLLVMBuilder11InsertPointEPN4llvm5ValueE
00007ff90a00c50c (__TEXT,__text) non-external __ZN24AGCLLVMGen3TargetLowerer15buildUnpack9995EPN4llvm5ValueEPNS0_4TypeE
00007ff90a008b94 (__TEXT,__text) non-external __ZN24AGCLLVMGen3TargetLowerer15buildUnpackNormEN14AGCLLVMBuilder11InsertPointEPN4llvm5ValueEjbj
00007ff90a013e84 (__TEXT,__text) non-external __ZN24AGCLLVMGen3TargetLowerer15setupFixedPRIDSE16AGCFixedPRIDType
00007ff90a00a328 (__TEXT,__text) non-external __ZN24AGCLLVMGen3TargetLowerer16buildInterpolateEN14AGCLLVMBuilder11InsertPointEj21InterpolationLocationPN4llvm5ValueES5_S5_
00007ff90a00c294 (__TEXT,__text) non-external __ZN24AGCLLVMGen3TargetLowerer16buildPack1010102EPN4llvm5ValueEbb
00007ff90a011174 (__TEXT,__text) non-external __ZN24AGCLLVMGen3TargetLowerer16buildQuadElementEN14AGCLLVMBuilder11InsertPointEPN4llvm4TypeE
00007ff90a0175f0 (__TEXT,__text) non-external __ZN24AGCLLVMGen3TargetLowerer16buildQuadShuffleEN14AGCLLVMBuilder11InsertPointEPN4llvm5ValueES4_
00007ff90a011544 (__TEXT,__text) non-external __ZN24AGCLLVMGen3TargetLowerer16buildSimdBarrierEN14AGCLLVMBuilder11InsertPointEN3AIR11MemoryFlagsENS2_11MemoryScopeE
00007ff90a00a88a (__TEXT,__text) non-external __ZN24AGCLLVMGen3TargetLowerer17buildCoherentLoadEN14AGCLLVMBuilder11InsertPointEPN4llvm5ValueEPNS2_4TypeENS2_9StringRefE17MemCoherencyScopeb
