                 (undefined) external _APP_SANDBOX_READ (from libSystem)
                 (undefined) external _NSTemporaryDirectory (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSFileManager (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSString (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSURL (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSURLComponents (from Foundation)
000000021d6cf508 (__DATA,__data) external _PXR_WORK_THREAD_LIMIT
000000020e97cb7c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__12HdPrimGather12_GatherPathsERKNSt3__16vectorINS_7SdfPathENS1_9allocatorIS3_EEEE
000000020e97ca00 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__12HdPrimGather12_SetupFilterERKNSt3__16vectorINS_7SdfPathENS1_9allocatorIS3_EEEES8_
000000020e97d500 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__12HdPrimGather14SubtreeAsRangeERKNSt3__16vectorINS_7SdfPathENS1_9allocatorIS3_EEEERKS3_PmSB_
000000020e97d410 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__12HdPrimGather14_FilterSubTreeERKNSt3__16vectorINS_7SdfPathENS1_9allocatorIS3_EEEERKS3_
000000020e97ce1c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__12HdPrimGather16PredicatedFilterERKNSt3__16vectorINS_7SdfPathENS1_9allocatorIS3_EEEES8_S8_PFbRKS3_PKvEPvPS6_
000000020e97db20 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__12HdPrimGather23_DoPredicateTestOnPrimsERKNSt3__16vectorINS_7SdfPathENS1_9allocatorIS3_EEEERN3tbb13blocked_rangeImEEPFbRKS3_PKvEPv
000000020e97d038 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__12HdPrimGather23_DoPredicateTestOnRangeERKNSt3__16vectorINS_7SdfPathENS1_9allocatorIS3_EEEERKNS0_6_RangeEPFbRKS3_PKvEPv
000000020e97c930 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__12HdPrimGather6FilterERKNSt3__16vectorINS_7SdfPathENS1_9allocatorIS3_EEEES8_S8_PS6_
000000020e97d36c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__12HdPrimGather7SubtreeERKNSt3__16vectorINS_7SdfPathENS1_9allocatorIS3_EEEERKS3_PS6_
000000020e9919cc (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__12HdRenderPass18SetRprimCollectionERKNS_17HdRprimCollectionE
000000020e991f6c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__12HdRenderPass4SyncEv
000000020e991f48 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__12HdRenderPass7ExecuteERKNSt3__110shared_ptrINS_17HdRenderPassStateEEERKNS1_6vectorINS_7TfTokenENS1_9allocatorIS8_EEEE
000000020e992070 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__12HdRenderPass7PrepareERKNSt3__16vectorINS_7TfTokenENS1_9allocatorIS3_EEEE
000000020e99193c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__12HdRenderPassC2EPNS_13HdRenderIndexERKNS_17HdRprimCollectionE
000000020e991efc (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__12HdRenderPassD0Ev
000000020e991ef8 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__12HdRenderPassD1Ev
000000020e991ea8 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__12HdRenderPassD2Ev
000000021d91d3d0 (__DATA,__common) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__12HdReprTokensE
000000020e99c83c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__12Hd_SortedIds11RemoveRangeEmm
000000020e99c974 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__12Hd_SortedIds11_InsertSortEv
000000020e99c914 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__12Hd_SortedIds5ClearEv
000000020e99c4f8 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__12Hd_SortedIds5_SortEv
000000020e99c4d0 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__12Hd_SortedIds6GetIdsEv
000000020e99c5cc (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__12Hd_SortedIds6InsertERKNS_7SdfPathE
000000020e99c5f8 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__12Hd_SortedIds6RemoveERKNS_7SdfPathE
000000020e99ca34 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__12Hd_SortedIds9_FullSortEv
000000020e99c4a4 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__12Hd_SortedIdsC1EOS0_
000000020e99c464 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__12Hd_SortedIdsC1Ev
000000020e99c478 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__12Hd_SortedIdsC2EOS0_
000000020e99c450 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__12Hd_SortedIdsC2Ev
000000020e94622c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__12HfPluginBaseD0Ev
000000020e946228 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__12HfPluginBaseD1Ev
000000020e946224 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__12HfPluginBaseD2Ev
000000020e214440 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__12JsWriteValueEPNS_8JsWriterERKNS_7JsValueE
000000020e292258 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__12KindRegistry11GetAllKindsEv
000000020e292078 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__12KindRegistry11GetBaseKindERKNS_7TfTokenE
000000020e291e04 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__12KindRegistry11GetInstanceEv
000000020e2917a0 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__12KindRegistry17_RegisterDefaultsEv
000000020e2921a0 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__12KindRegistry3IsAERKNS_7TfTokenES3_
000000020e292008 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__12KindRegistry7HasKindERKNS_7TfTokenE
000000020e291e1c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__12KindRegistry9_RegisterERKNS_7TfTokenES3_
000000020e291414 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__12KindRegistryC1Ev
000000020e291718 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__12KindRegistryC2Ev
000000020e291da0 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__12KindRegistryD0Ev
000000020e291d4c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__12KindRegistryD1Ev
000000020e291cf8 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__12KindRegistryD2Ev
000000020e44d290 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__12PcpErrorBaseC2ENS_6TfEnumE
000000020e44d3c0 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__12PcpErrorBaseD0Ev
000000020e44d3bc (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__12PcpErrorBaseD1Ev
000000020e44d2dc (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__12PcpErrorBaseD2Ev
000000020e46e150 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__12PcpPrimIndex4SwapERS0_
000000020e46dda8 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__12PcpPrimIndex8SetGraphERKNS_8TfRefPtrINS_18PcpPrimIndex_GraphEEE
000000020e46e14c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__12PcpPrimIndexC1ERKS0_
000000020e46dd98 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__12PcpPrimIndexC1Ev
000000020e46e080 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__12PcpPrimIndexC2ERKS0_
000000020e46dd88 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__12PcpPrimIndexC2Ev
000000020e24dbfc (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__12PlugRegistry11GetInstanceEv
000000020e24e43c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__12PlugRegistry14FindTypeByNameERKNSt3__112basic_stringIcNS1_11char_traitsIcEENS1_9allocatorIcEEEE
000000020e24dd10 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__12PlugRegistry15RegisterPluginsERKNSt3__112basic_stringIcNS1_11char_traitsIcEENS1_9allocatorIcEEEE
000000020e24dd78 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__12PlugRegistry15RegisterPluginsERKNSt3__16vectorINS1_12basic_stringIcNS1_11char_traitsIcEENS1_9allocatorIcEEEENS6_IS8_EEEE
000000020e24e66c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__12PlugRegistry18GetAllDerivedTypesENS_6TfTypeEPNSt3__13setIS1_NS2_4lessIS1_EENS2_9allocatorIS1_EEEE
000000020e24e5f0 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__12PlugRegistry21FindDerivedTypeByNameENS_6TfTypeERKNSt3__112basic_stringIcNS2_11char_traitsIcEENS2_9allocatorIcEEEE
000000020e24e630 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__12PlugRegistry23GetDirectlyDerivedTypesENS_6TfTypeE
000000020e2f0568 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__12SdfAssetPathC1ERKNSt3__112basic_stringIcNS1_11char_traitsIcEENS1_9allocatorIcEEEE
000000020e2f0648 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__12SdfAssetPathC1ERKNSt3__112basic_stringIcNS1_11char_traitsIcEENS1_9allocatorIcEEEES9_
000000020e2f034c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__12SdfAssetPathC1Ev
000000020e2f035c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__12SdfAssetPathC2ERKNSt3__112basic_stringIcNS1_11char_traitsIcEENS1_9allocatorIcEEEE
000000020e2f056c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__12SdfAssetPathC2ERKNSt3__112basic_stringIcNS1_11char_traitsIcEENS1_9allocatorIcEEEES9_
000000020e2f033c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__12SdfAssetPathC2Ev
000000021d91d0e0 (__DATA,__common) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__12SdfFieldKeysE
000000020e351058 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__12SdfLayerTree3NewERKNS_9TfWeakPtrINS_8SdfLayerEEERKNSt3__16vectorINS_8TfRefPtrIS0_EENS6_9allocatorIS9_EEEERKNS_14SdfLayerOffsetE
000000020e3510c8 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__12SdfLayerTreeC1ERKNS_9TfWeakPtrINS_8SdfLayerEEERKNSt3__16vectorINS_8TfRefPtrIS0_EENS6_9allocatorIS9_EEEERKNS_14SdfLayerOffsetE
000000020e3510cc (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__12SdfLayerTreeC2ERKNS_9TfWeakPtrINS_8SdfLayerEEERKNSt3__16vectorINS_8TfRefPtrIS0_EENS6_9allocatorIS9_EEEERKNS_14SdfLayerOffsetE
000000020e3b12a0 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__12SdfReference13SetCustomDataERKNSt3__112basic_stringIcNS1_11char_traitsIcEENS1_9allocatorIcEEEERKNS_7VtValueE
000000020e3b129c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__12SdfReferenceC1ERKNSt3__112basic_stringIcNS1_11char_traitsIcEENS1_9allocatorIcEEEERKNS_7SdfPathERKNS_14SdfLayerOffsetERKNS_12VtDictionaryE
000000020e3b1190 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__12SdfReferenceC2ERKNSt3__112basic_stringIcNS1_11char_traitsIcEENS1_9allocatorIcEEEERKNS_7SdfPathERKNS_14SdfLayerOffsetERKNS_12VtDictionaryE
000000020e2f9e1c (__TEXT,__text) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__12Sdf_ChildrenINS_19Sdf_PrimChildPolicyEE4CopyERKNSt3__16vectorINS_9SdfHandleINS_11SdfPrimSpecEEENS3_9allocatorIS7_EEEERKNS3_12basic_stringIcNS3_11char_traitsIcEENS8_IcEEEE
000000020e2f9f54 (__TEXT,__text) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__12Sdf_ChildrenINS_19Sdf_PrimChildPolicyEE5EraseERKNSt3__112basic_stringIcNS3_11char_traitsIcEENS3_9allocatorIcEEEESB_
000000020e2f9eb0 (__TEXT,__text) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__12Sdf_ChildrenINS_19Sdf_PrimChildPolicyEE6InsertERKNS_9SdfHandleINS_11SdfPrimSpecEEEmRKNSt3__112basic_stringIcNS8_11char_traitsIcEENS8_9allocatorIcEEEE
000000020e2f966c (__TEXT,__text) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__12Sdf_ChildrenINS_19Sdf_PrimChildPolicyEEC1ERKNS_9TfWeakPtrINS_8SdfLayerEEERKNS_7SdfPathERKNS_7TfTokenERKNS_16SdfNameKeyPolicyE
000000020e2f9554 (__TEXT,__text) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__12Sdf_ChildrenINS_19Sdf_PrimChildPolicyEEC1ERKS2_
000000020e2f93f8 (__TEXT,__text) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__12Sdf_ChildrenINS_19Sdf_PrimChildPolicyEEC1Ev
000000020e2f9558 (__TEXT,__text) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__12Sdf_ChildrenINS_19Sdf_PrimChildPolicyEEC2ERKNS_9TfWeakPtrINS_8SdfLayerEEERKNS_7SdfPathERKNS_7TfTokenERKNS_16SdfNameKeyPolicyE
000000020e2f9444 (__TEXT,__text) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__12Sdf_ChildrenINS_19Sdf_PrimChildPolicyEEC2ERKS2_
000000020e2f93ac (__TEXT,__text) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__12Sdf_ChildrenINS_19Sdf_PrimChildPolicyEEC2Ev
000000020e2f85ec (__TEXT,__text) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__12Sdf_ChildrenINS_21Sdf_MapperChildPolicyEE4CopyERKNSt3__16vectorINS_9SdfHandleINS_7SdfSpecEEENS3_9allocatorIS7_EEEERKNS3_12basic_stringIcNS3_11char_traitsIcEENS8_IcEEEE
000000020e2f8724 (__TEXT,__text) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__12Sdf_ChildrenINS_21Sdf_MapperChildPolicyEE5EraseERKNS_7SdfPathERKNSt3__112basic_stringIcNS6_11char_traitsIcEENS6_9allocatorIcEEEE
000000020e2f8680 (__TEXT,__text) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__12Sdf_ChildrenINS_21Sdf_MapperChildPolicyEE6InsertERKNS_9SdfHandleINS_7SdfSpecEEEmRKNSt3__112basic_stringIcNS8_11char_traitsIcEENS8_9allocatorIcEEEE
000000020e2f7e14 (__TEXT,__text) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__12Sdf_ChildrenINS_21Sdf_MapperChildPolicyEEC1ERKNS_9TfWeakPtrINS_8SdfLayerEEERKNS_7SdfPathERKNS_7TfTokenERKNS_16SdfPathKeyPolicyE
000000020e2f7cdc (__TEXT,__text) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__12Sdf_ChildrenINS_21Sdf_MapperChildPolicyEEC1ERKS2_
000000020e2f7b6c (__TEXT,__text) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__12Sdf_ChildrenINS_21Sdf_MapperChildPolicyEEC1Ev
000000020e2f7ce0 (__TEXT,__text) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__12Sdf_ChildrenINS_21Sdf_MapperChildPolicyEEC2ERKNS_9TfWeakPtrINS_8SdfLayerEEERKNS_7SdfPathERKNS_7TfTokenERKNS_16SdfPathKeyPolicyE
000000020e2f7bb8 (__TEXT,__text) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__12Sdf_ChildrenINS_21Sdf_MapperChildPolicyEEC2ERKS2_
000000020e2f7b20 (__TEXT,__text) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__12Sdf_ChildrenINS_21Sdf_MapperChildPolicyEEC2Ev
000000020e2fc4cc (__TEXT,__text) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__12Sdf_ChildrenINS_22Sdf_VariantChildPolicyEE4CopyERKNSt3__16vectorINS_9SdfHandleINS_14SdfVariantSpecEEENS3_9allocatorIS7_EEEERKNS3_12basic_stringIcNS3_11char_traitsIcEENS8_IcEEEE
000000020e2fc604 (__TEXT,__text) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__12Sdf_ChildrenINS_22Sdf_VariantChildPolicyEE5EraseERKNSt3__112basic_stringIcNS3_11char_traitsIcEENS3_9allocatorIcEEEESB_
000000020e2fc560 (__TEXT,__text) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__12Sdf_ChildrenINS_22Sdf_VariantChildPolicyEE6InsertERKNS_9SdfHandleINS_14SdfVariantSpecEEEmRKNSt3__112basic_stringIcNS8_11char_traitsIcEENS8_9allocatorIcEEEE
000000020e2fbba4 (__TEXT,__text) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__12Sdf_ChildrenINS_22Sdf_VariantChildPolicyEEC1ERKNS_9TfWeakPtrINS_8SdfLayerEEERKNS_7SdfPathERKNS_7TfTokenERKNS_16SdfNameKeyPolicyE
000000020e2fba8c (__TEXT,__text) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__12Sdf_ChildrenINS_22Sdf_VariantChildPolicyEEC1ERKS2_
000000020e2fb930 (__TEXT,__text) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__12Sdf_ChildrenINS_22Sdf_VariantChildPolicyEEC1Ev
000000020e2fba90 (__TEXT,__text) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__12Sdf_ChildrenINS_22Sdf_VariantChildPolicyEEC2ERKNS_9TfWeakPtrINS_8SdfLayerEEERKNS_7SdfPathERKNS_7TfTokenERKNS_16SdfNameKeyPolicyE
000000020e2fb97c (__TEXT,__text) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__12Sdf_ChildrenINS_22Sdf_VariantChildPolicyEEC2ERKS2_
000000020e2fb8e4 (__TEXT,__text) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__12Sdf_ChildrenINS_22Sdf_VariantChildPolicyEEC2Ev
000000020e2faa44 (__TEXT,__text) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__12Sdf_ChildrenINS_23Sdf_PropertyChildPolicyEE4CopyERKNSt3__16vectorINS_9SdfHandleINS_15SdfPropertySpecEEENS3_9allocatorIS7_EEEERKNS3_12basic_stringIcNS3_11char_traitsIcEENS8_IcEEEE
000000020e2fab7c (__TEXT,__text) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__12Sdf_ChildrenINS_23Sdf_PropertyChildPolicyEE5EraseERKNSt3__112basic_stringIcNS3_11char_traitsIcEENS3_9allocatorIcEEEESB_
000000020e2faad8 (__TEXT,__text) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__12Sdf_ChildrenINS_23Sdf_PropertyChildPolicyEE6InsertERKNS_9SdfHandleINS_15SdfPropertySpecEEEmRKNSt3__112basic_stringIcNS8_11char_traitsIcEENS8_9allocatorIcEEEE
000000020e2fa2f4 (__TEXT,__text) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__12Sdf_ChildrenINS_23Sdf_PropertyChildPolicyEEC1ERKNS_9TfWeakPtrINS_8SdfLayerEEERKNS_7SdfPathERKNS_7TfTokenERKNS_16SdfNameKeyPolicyE
000000020e2fa1dc (__TEXT,__text) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__12Sdf_ChildrenINS_23Sdf_PropertyChildPolicyEEC1ERKS2_
000000020e2fa080 (__TEXT,__text) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__12Sdf_ChildrenINS_23Sdf_PropertyChildPolicyEEC1Ev
000000020e2fa1e0 (__TEXT,__text) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__12Sdf_ChildrenINS_23Sdf_PropertyChildPolicyEEC2ERKNS_9TfWeakPtrINS_8SdfLayerEEERKNS_7SdfPathERKNS_7TfTokenERKNS_16SdfNameKeyPolicyE
000000020e2fa0cc (__TEXT,__text) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__12Sdf_ChildrenINS_23Sdf_PropertyChildPolicyEEC2ERKS2_
000000020e2fa034 (__TEXT,__text) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__12Sdf_ChildrenINS_23Sdf_PropertyChildPolicyEEC2Ev
000000020e2f7908 (__TEXT,__text) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__12Sdf_ChildrenINS_24Sdf_AttributeChildPolicyEE4CopyERKNSt3__16vectorINS_9SdfHandleINS_16SdfAttributeSpecEEENS3_9allocatorIS7_EEEERKNS3_12basic_stringIcNS3_11char_traitsIcEENS8_IcEEEE
000000020e2f7a40 (__TEXT,__text) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__12Sdf_ChildrenINS_24Sdf_AttributeChildPolicyEE5EraseERKNSt3__112basic_stringIcNS3_11char_traitsIcEENS3_9allocatorIcEEEESB_
000000020e2f799c (__TEXT,__text) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__12Sdf_ChildrenINS_24Sdf_AttributeChildPolicyEE6InsertERKNS_9SdfHandleINS_16SdfAttributeSpecEEEmRKNSt3__112basic_stringIcNS8_11char_traitsIcEENS8_9allocatorIcEEEE
000000020e2f70dc (__TEXT,__text) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__12Sdf_ChildrenINS_24Sdf_AttributeChildPolicyEEC1ERKNS_9TfWeakPtrINS_8SdfLayerEEERKNS_7SdfPathERKNS_7TfTokenERKNS_16SdfNameKeyPolicyE
000000020e2f6fc4 (__TEXT,__text) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__12Sdf_ChildrenINS_24Sdf_AttributeChildPolicyEEC1ERKS2_
000000020e2f6e68 (__TEXT,__text) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__12Sdf_ChildrenINS_24Sdf_AttributeChildPolicyEEC1Ev
000000020e2f6fc8 (__TEXT,__text) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__12Sdf_ChildrenINS_24Sdf_AttributeChildPolicyEEC2ERKNS_9TfWeakPtrINS_8SdfLayerEEERKNS_7SdfPathERKNS_7TfTokenERKNS_16SdfNameKeyPolicyE
000000020e2f6eb4 (__TEXT,__text) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__12Sdf_ChildrenINS_24Sdf_AttributeChildPolicyEEC2ERKS2_
000000020e2f6de0 (__TEXT,__text) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__12Sdf_ChildrenINS_24Sdf_AttributeChildPolicyEEC2Ev
000000020e2f9194 (__TEXT,__text) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__12Sdf_ChildrenINS_24Sdf_MapperArgChildPolicyEE4CopyERKNSt3__16vectorINS_9SdfHandleINS_7SdfSpecEEENS3_9allocatorIS7_EEEERKNS3_12basic_stringIcNS3_11char_traitsIcEENS8_IcEEEE
000000020e2f92cc (__TEXT,__text) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__12Sdf_ChildrenINS_24Sdf_MapperArgChildPolicyEE5EraseERKNSt3__112basic_stringIcNS3_11char_traitsIcEENS3_9allocatorIcEEEESB_
000000020e2f9228 (__TEXT,__text) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__12Sdf_ChildrenINS_24Sdf_MapperArgChildPolicyEE6InsertERKNS_9SdfHandleINS_7SdfSpecEEEmRKNSt3__112basic_stringIcNS8_11char_traitsIcEENS8_9allocatorIcEEEE
000000020e2f8ac0 (__TEXT,__text) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__12Sdf_ChildrenINS_24Sdf_MapperArgChildPolicyEEC1ERKNS_9TfWeakPtrINS_8SdfLayerEEERKNS_7SdfPathERKNS_7TfTokenERKNS_16SdfNameKeyPolicyE
000000020e2f89a8 (__TEXT,__text) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__12Sdf_ChildrenINS_24Sdf_MapperArgChildPolicyEEC1ERKS2_
000000020e2f884c (__TEXT,__text) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__12Sdf_ChildrenINS_24Sdf_MapperArgChildPolicyEEC1Ev
000000020e2f89ac (__TEXT,__text) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__12Sdf_ChildrenINS_24Sdf_MapperArgChildPolicyEEC2ERKNS_9TfWeakPtrINS_8SdfLayerEEERKNS_7SdfPathERKNS_7TfTokenERKNS_16SdfNameKeyPolicyE
000000020e2f8898 (__TEXT,__text) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__12Sdf_ChildrenINS_24Sdf_MapperArgChildPolicyEEC2ERKS2_
000000020e2f8800 (__TEXT,__text) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__12Sdf_ChildrenINS_24Sdf_MapperArgChildPolicyEEC2Ev
000000020e2fd1ec (__TEXT,__text) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__12Sdf_ChildrenINS_25Sdf_VariantSetChildPolicyEE4CopyERKNSt3__16vectorINS_9SdfHandleINS_17SdfVariantSetSpecEEENS3_9allocatorIS7_EEEERKNS3_12basic_stringIcNS3_11char_traitsIcEENS8_IcEEEE
000000020e2fd324 (__TEXT,__text) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__12Sdf_ChildrenINS_25Sdf_VariantSetChildPolicyEE5EraseERKNSt3__112basic_stringIcNS3_11char_traitsIcEENS3_9allocatorIcEEEESB_
000000020e2fd280 (__TEXT,__text) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__12Sdf_ChildrenINS_25Sdf_VariantSetChildPolicyEE6InsertERKNS_9SdfHandleINS_17SdfVariantSetSpecEEEmRKNSt3__112basic_stringIcNS8_11char_traitsIcEENS8_9allocatorIcEEEE
