000000018858a650 (__TEXT,__const) non-external _A1_Table
00000001883d6800 (__TEXT,__text) non-external _LinearTransform_F
00000001883d89cc (__TEXT,__text) non-external _LinearTransform_Fto16U
00000001883d889c (__TEXT,__text) non-external _LinearTransform_Fto8
00000001881c266c (__TEXT,__text) non-external (was a private external) _LoadCGInterfaces
00000001881eb58c (__TEXT,__text) non-external _LoadY00
0000000188208d58 (__TEXT,__text) non-external _LoadYCC
00000001881cea30 (__TEXT,__text) non-external _LookupTable_Planar8toPlanar16
00000001883eff30 (__TEXT,__text) non-external _LuminanceScalingData_dtor
000000018821f828 (__TEXT,__text) non-external _LuminanceScaling_GCDWork
00000001881d4c8c (__TEXT,__text) non-external _MatrixData_dtor
0000000188320cfc (__TEXT,__text) non-external (was a private external) _MatrixMultiply_PlanarF_disp
00000001883425ec (__TEXT,__text) non-external (was a private external) _MultithreadFunction
00000001883427a4 (__TEXT,__text) non-external (was a private external) _MultithreadTwoBufferFunction
00000001881e6384 (__TEXT,__text) non-external (was a private external) _OverwriteChannelsWithScalar_ARGB8888
00000001883dc1d4 (__TEXT,__text) non-external (was a private external) _OverwriteChannelsWithScalar_ARGBFFFF
00000001883dc18c (__TEXT,__text) non-external (was a private external) _OverwriteChannelsWithScalar_Chunky16U
00000001883dc0c0 (__TEXT,__text) non-external (was a private external) _OverwriteChannelsWithScalar_Chunky8
00000001883dc1e8 (__TEXT,__text) non-external (was a private external) _OverwriteChannelsWithScalar_ChunkyF
00000001883dc1b0 (__TEXT,__text) non-external (was a private external) _OverwriteChannelsWithScalar_Planar16U
00000001883dc0b0 (__TEXT,__text) non-external (was a private external) _OverwriteChannelsWithScalar_Planar8
00000001883dc1c0 (__TEXT,__text) non-external (was a private external) _OverwriteChannelsWithScalar_PlanarF
00000001882205f8 (__TEXT,__text) non-external _PQEETFToneMap_GCDWork
00000001883eff38 (__TEXT,__text) non-external _PQToneMappingData_dtor
00000001881d4fc8 (__TEXT,__text) non-external _ParameterTableData_dtor
00000001883dc4a0 (__TEXT,__text) non-external (was a private external) _PermuteChannelsSetAlphaTo1_ARGB16U
00000001883dc364 (__TEXT,__text) non-external (was a private external) _PermuteChannelsSetAlphaTo1_ARGB8888
00000001883dc610 (__TEXT,__text) non-external (was a private external) _PermuteChannelsSetAlphaTo1_ARGBFFFF
00000001883dc54c (__TEXT,__text) non-external (was a private external) _PermuteChannelsSetAlphaTo1_Chunky16U
00000001883dc3ec (__TEXT,__text) non-external (was a private external) _PermuteChannelsSetAlphaTo1_Chunky8
00000001883dc6c4 (__TEXT,__text) non-external (was a private external) _PermuteChannelsSetAlphaTo1_ChunkyF
00000001883f1148 (__TEXT,__text) non-external _PermuteChannelsWithMaskedInsert_ARGB16U
00000001881e60c0 (__TEXT,__text) non-external _PermuteChannelsWithMaskedInsert_ARGB8888
00000001883f1234 (__TEXT,__text) non-external _PermuteChannelsWithMaskedInsert_ARGBFFFF
00000001881e77d4 (__TEXT,__text) non-external (was a private external) _PermuteChannels_ARGB16U
00000001881d4710 (__TEXT,__text) non-external (was a private external) _PermuteChannels_ARGB8888
00000001883dc600 (__TEXT,__text) non-external (was a private external) _PermuteChannels_ARGBFFFF
00000001883dc530 (__TEXT,__text) non-external (was a private external) _PermuteChannels_Chunky16U
00000001883dc3d0 (__TEXT,__text) non-external (was a private external) _PermuteChannels_Chunky8
00000001883dc6a8 (__TEXT,__text) non-external (was a private external) _PermuteChannels_ChunkyF
00000001883f1164 (__TEXT,__text) non-external _PermuteInsertPass_Print16
00000001883f1078 (__TEXT,__text) non-external _PermuteInsertPass_Print8
00000001883f1250 (__TEXT,__text) non-external _PermuteInsertPass_PrintF
00000001883dc778 (__TEXT,__text) non-external (was a private external) _PermutePass_Print
00000001882e400c (__TEXT,__text) non-external _PerspectiveWarp_ARGB16F_GCDWork
00000001882e3a1c (__TEXT,__text) non-external _PerspectiveWarp_ARGB16U_GCDWork
00000001882e3420 (__TEXT,__text) non-external _PerspectiveWarp_ARGB8888_GCDWork
00000001882e3d30 (__TEXT,__text) non-external _PerspectiveWarp_Planar16F_GCDWork
00000001882e3740 (__TEXT,__text) non-external _PerspectiveWarp_Planar16U_GCDWork
00000001882e3144 (__TEXT,__text) non-external _PerspectiveWarp_Planar8_GCDWork
000000018832e9e4 (__TEXT,__text) non-external (was a private external) _PiecewiseGamma_BuildTable8
00000001881ccfa8 (__TEXT,__text) non-external (was a private external) _PiecewiseGamma_BuildTable8to16
000000018832ef84 (__TEXT,__text) non-external (was a private external) _PiecewiseGamma_BuildTable8toF
000000018832f238 (__TEXT,__text) non-external (was a private external) _PiecewiseGamma_ComputeInterpolatedTableF
00000001881cd6c0 (__TEXT,__text) non-external (was a private external) _PiecewiseGamma_ComputeTable16Q12
000000018826d470 (__TEXT,__text) non-external (was a private external) _PixelCopy
00000001885899d0 (__TEXT,__const) non-external (was a private external) _PixelSize
0000000188587510 (__TEXT,__const) non-external (was a private external) _Planar16FtoPlanar8_LUT
00000001881d7e30 (__TEXT,__text) non-external (was a private external) _Planar16Q12to8
00000001881cbb3c (__TEXT,__text) non-external (was a private external) _Planar16Q12toARGB8888
00000001883d9890 (__TEXT,__text) non-external (was a private external) _Planar16Q12toF
00000001881da568 (__TEXT,__text) non-external (was a private external) _Planar16Q12toRGB888
00000001883d9a04 (__TEXT,__text) non-external (was a private external) _Planar16ToChunky
00000001883d9948 (__TEXT,__text) non-external (was a private external) _Planar16UTo16U
00000001881e8c64 (__TEXT,__text) non-external (was a private external) _Planar16UtoARGB16U
0000000188565c38 (__TEXT,__const) non-external (was a private external) _Planar16UtoPlanar16F
00000001881e94b4 (__TEXT,__text) non-external (was a private external) _Planar16UtoRGB16U
00000001881d804c (__TEXT,__text) non-external (was a private external) _Planar8ToChunky
00000001881cadcc (__TEXT,__text) non-external _Planar8to16Q12
00000001883efac8 (__TEXT,__text) non-external _Planar8toF
0000000188586b10 (__TEXT,__const) non-external (was a private external) _Planar8toPlanar16F_LUT
00000001883d9a9c (__TEXT,__text) non-external (was a private external) _PlanarFTo16Q12
00000001883d96a4 (__TEXT,__text) non-external (was a private external) _PlanarFTo16U
00000001881f1d0c (__TEXT,__text) non-external (was a private external) _PlanarFTo8
00000001883d965c (__TEXT,__text) non-external (was a private external) _PlanarFToARGB8888
000000018858a998 (__TEXT,__const) non-external _PlanarFToARGB8888.minFloat
00000001883d976c (__TEXT,__text) non-external (was a private external) _PlanarFToF
00000001883d985c (__TEXT,__text) non-external (was a private external) _PlanarFToRGBXFFFF
00000001883d9828 (__TEXT,__text) non-external (was a private external) _PlanarFToXRGBFFFF
00000001883d9538 (__TEXT,__text) non-external (was a private external) _PlanarFtoARGBFFFF
00000001883d9570 (__TEXT,__text) non-external (was a private external) _PlanarFtoChunky
0000000188586d10 (__TEXT,__const) non-external (was a private external) _PlanarFtoPlanar16F_LUT
00000001881ca284 (__TEXT,__text) non-external (was a private external) _PlanarFtoRGBFFF
00000001883dc87c (__TEXT,__text) non-external (was a private external) _PrecisionPass_Print
00000001883dc02c (__TEXT,__text) non-external (was a private external) _PremultiplyData_ARGB16Q12
00000001883dbff0 (__TEXT,__text) non-external (was a private external) _PremultiplyData_ARGB16U
00000001881cc070 (__TEXT,__text) non-external (was a private external) _PremultiplyData_ARGB8888
00000001883dc074 (__TEXT,__text) non-external (was a private external) _PremultiplyData_ARGBFFFF
00000001883dc014 (__TEXT,__text) non-external (was a private external) _PremultiplyData_Chunky16AlphaFirst
00000001883dbffc (__TEXT,__text) non-external (was a private external) _PremultiplyData_Chunky16AlphaLast
00000001883dc050 (__TEXT,__text) non-external (was a private external) _PremultiplyData_Chunky16Q12AlphaFirst
00000001883dc038 (__TEXT,__text) non-external (was a private external) _PremultiplyData_Chunky16Q12AlphaLast
00000001883dbfcc (__TEXT,__text) non-external (was a private external) _PremultiplyData_Chunky8AlphaFirst
00000001881d81a8 (__TEXT,__text) non-external (was a private external) _PremultiplyData_Chunky8AlphaLast
00000001883dc098 (__TEXT,__text) non-external (was a private external) _PremultiplyData_ChunkyFAlphaFirst
00000001883dc080 (__TEXT,__text) non-external (was a private external) _PremultiplyData_ChunkyFAlphaLast
00000001881e918c (__TEXT,__text) non-external (was a private external) _PremultiplyData_RGBA16Q12
00000001883dbfe4 (__TEXT,__text) non-external (was a private external) _PremultiplyData_RGBA16U
00000001881cbd40 (__TEXT,__text) non-external (was a private external) _PremultiplyData_RGBA8888
00000001883dc068 (__TEXT,__text) non-external (was a private external) _PremultiplyData_RGBAFFFF
00000001883d49b8 (__TEXT,__text) non-external _PrintBufferOrderNames
00000001d3332128 (__DATA_CONST,__const) non-external _PrintBufferOrderNames.kBufferOrderNames_Base
00000001d3332218 (__DATA_CONST,__const) non-external _PrintBufferOrderNames.kBufferOrderNames_CMYK
00000001d3332240 (__DATA_CONST,__const) non-external _PrintBufferOrderNames.kBufferOrderNames_LAB
00000001d33321f8 (__DATA_CONST,__const) non-external _PrintBufferOrderNames.kBufferOrderNames_RGB
00000001883efb90 (__TEXT,__text) non-external _RGB16UtoPlanar16U
00000001883efa9c (__TEXT,__text) non-external _RGB888toPlanar16Q12
00000001881da3a4 (__TEXT,__text) non-external _RGB888toPlanar8
00000001881c9008 (__TEXT,__text) non-external _RGBFFFtoPlanarF
00000001882d4260 (__TEXT,__text) non-external (was a private external) _ReadTileRowEdge_ARGB8888
00000001881c4ffc (__TEXT,__text) non-external (was a private external) _ReduceToCoreFormats
00000001883dc304 (__TEXT,__text) non-external (was a private external) _RemoveAlpha_Chunky16UAlphaFirst
00000001883dc2ec (__TEXT,__text) non-external (was a private external) _RemoveAlpha_Chunky16UAlphaLast
00000001883dc2bc (__TEXT,__text) non-external (was a private external) _RemoveAlpha_Chunky8AlphaFirst
00000001883dc2a4 (__TEXT,__text) non-external (was a private external) _RemoveAlpha_Chunky8AlphaLast
00000001883dc34c (__TEXT,__text) non-external (was a private external) _RemoveAlpha_ChunkyFAlphaFirst
00000001883dc334 (__TEXT,__text) non-external (was a private external) _RemoveAlpha_ChunkyFAlphaLast
00000001881c62b4 (__TEXT,__text) non-external _ResolveDecodeArrays
00000001883eae90 (__TEXT,__text) non-external _ResolveDecodeArrays_version1
00000001881cc938 (__TEXT,__text) non-external _RowDecodeY00
0000000188214894 (__TEXT,__text) non-external _RowDecodeYCC
0000000188214308 (__TEXT,__text) non-external _RowEncodeY00
00000001882144f4 (__TEXT,__text) non-external _RowEncodeYCC
00000001882059cc (__TEXT,__text) non-external _SepConvolve16F_GCDWork
0000000188206654 (__TEXT,__text) non-external _SepConvolve16U_GCDWork
000000018820763c (__TEXT,__text) non-external _SepConvolve8888_GCDWork
0000000188206014 (__TEXT,__text) non-external _SepConvolve8_GCDWork
0000000188206ca8 (__TEXT,__text) non-external _SepConvolve8to16_GCDWork
0000000188205340 (__TEXT,__text) non-external _SepConvolveF_GCDWork
0000000188205280 (__TEXT,__text) non-external _SeparableNumWorkItemsForGCD
000000018826e990 (__TEXT,__text) non-external _SeparableNumWorkItemsForGCD
00000001882d563c (__TEXT,__text) non-external _SeparableNumWorkItemsForGCD
00000001882e3094 (__TEXT,__text) non-external _SeparableNumWorkItemsForGCD
00000001882eb15c (__TEXT,__text) non-external _SeparableNumWorkItemsForGCD
000000018826d2a0 (__TEXT,__text) non-external (was a private external) _SetupBufferInfo
00000001dac21238 (__AUTH_CONST,__const) non-external (was a private external) _SetupROI
000000018826b8fc (__TEXT,__text) non-external (was a private external) _SetupROI_ARGB8888
000000018826be50 (__TEXT,__text) non-external (was a private external) _SetupROI_ARGBFFFF
000000018826b1cc (__TEXT,__text) non-external (was a private external) _SetupROI_Pixel_8
000000018826b494 (__TEXT,__text) non-external (was a private external) _SetupROI_Pixel_F
0000000188344524 (__TEXT,__text) external _SetvImageThreadCount
0000000188344510 (__TEXT,__text) external _SetvImageThreadState
00000001882154bc (__TEXT,__text) external _SetvImageVectorAvailable
000000018839edd4 (__TEXT,__text) non-external _Shear_GCDWork
00000001882d4258 (__TEXT,__text) non-external _SkipProcessing_ARGB8888
00000001882d56fc (__TEXT,__text) non-external _Sobel8to16_GCDWork
0000000188207c70 (__TEXT,__text) non-external _SquareBoxConvolve8888_GCDWork
0000000188207970 (__TEXT,__text) non-external _SquareBoxConvolve8_GCDWork
00000001882087cc (__TEXT,__text) non-external _StoreY
00000001882089b8 (__TEXT,__text) non-external _StoreYCC
00000001881fff44 (__TEXT,__text) non-external _Swap16
00000001881e6eac (__TEXT,__text) non-external _Swap32
000000018858acbc (__TEXT,__const) non-external _Swap32.swap32Map
00000001883efe84 (__TEXT,__text) non-external _TRCsData_dtor
00000001883e05cc (__TEXT,__text) non-external _TableLookUp_Planar8
00000001883e09a8 (__TEXT,__text) non-external _TableLookUp_Planar8toIndexed8
0000000188269d0c (__TEXT,__text) non-external _TileThreadCount
00000001882df830 (__TEXT,__text) non-external _TileThreadCount
00000001883a021c (__TEXT,__text) non-external _TileThreadCount
00000001883db85c (__TEXT,__text) non-external (was a private external) _TransformPassHLGSceneReferredMapping_dtor
00000001883da2b0 (__TEXT,__text) non-external (was a private external) _TransformPassLUT1D_dtor
00000001881d5160 (__TEXT,__text) non-external (was a private external) _TransformPassLUT_dtor
00000001883db694 (__TEXT,__text) non-external (was a private external) _TransformPassLUTs_dtor
00000001883db778 (__TEXT,__text) non-external (was a private external) _TransformPassLuminanceScaling_dtor
00000001881d4c14 (__TEXT,__text) non-external (was a private external) _TransformPassMatrix_dtor
00000001883db94c (__TEXT,__text) non-external (was a private external) _TransformPassPQToneMapping_dtor
00000001881d4b9c (__TEXT,__text) non-external (was a private external) _TransformPassParameter_dtor
00000001883db61c (__TEXT,__text) non-external (was a private external) _TransformPassTRCs_dtor
00000001883d9b3c (__TEXT,__text) non-external (was a private external) _TransformPass_PrintMatrix
00000001883da090 (__TEXT,__text) non-external (was a private external) _TransformPass_PrintTransform
00000001883da278 (__TEXT,__text) non-external (was a private external) _TransformPass_dtor
000000018821e190 (__TEXT,__text) non-external _TransformTRCNumWorkItemsForGCD
000000018821e260 (__TEXT,__text) non-external _TransformTRC_GCDWork
00000001882a7a3c (__TEXT,__text) non-external (was a private external) _TruncateKernel_ARGB8888
000000018828a9c8 (__TEXT,__text) non-external (was a private external) _TruncateKernel_ARGBFFFF
0000000188291588 (__TEXT,__text) non-external (was a private external) _TruncateKernel_Planar8
0000000188286064 (__TEXT,__text) non-external (was a private external) _TruncateKernel_PlanarF
00000001883dbf48 (__TEXT,__text) non-external (was a private external) _UnpremultiplyData_ARGB16Q12
00000001883dbf00 (__TEXT,__text) non-external (was a private external) _UnpremultiplyData_ARGB16U
00000001881d483c (__TEXT,__text) non-external (was a private external) _UnpremultiplyData_ARGB8888
00000001883dbf90 (__TEXT,__text) non-external (was a private external) _UnpremultiplyData_ARGBFFFF
00000001883dbf24 (__TEXT,__text) non-external (was a private external) _UnpremultiplyData_Chunky16AlphaFirst
00000001883dbf0c (__TEXT,__text) non-external (was a private external) _UnpremultiplyData_Chunky16AlphaLast
00000001883dbf6c (__TEXT,__text) non-external (was a private external) _UnpremultiplyData_Chunky16Q12AlphaFirst
00000001883dbf54 (__TEXT,__text) non-external (was a private external) _UnpremultiplyData_Chunky16Q12AlphaLast
00000001883dbedc (__TEXT,__text) non-external (was a private external) _UnpremultiplyData_Chunky8AlphaFirst
00000001881ca6dc (__TEXT,__text) non-external (was a private external) _UnpremultiplyData_Chunky8AlphaLast
00000001883dbfb4 (__TEXT,__text) non-external (was a private external) _UnpremultiplyData_ChunkyFAlphaFirst
00000001883dbf9c (__TEXT,__text) non-external (was a private external) _UnpremultiplyData_ChunkyFAlphaLast
00000001883dbf3c (__TEXT,__text) non-external (was a private external) _UnpremultiplyData_RGBA16Q12
00000001883dbef4 (__TEXT,__text) non-external (was a private external) _UnpremultiplyData_RGBA16U
00000001881ce6dc (__TEXT,__text) non-external (was a private external) _UnpremultiplyData_RGBA8888
00000001883dbf84 (__TEXT,__text) non-external (was a private external) _UnpremultiplyData_RGBAFFFF
00000001884ff330 (__TEXT,__const) non-external (was a private external) _Unpremultiply_16Q12_table
00000001883eac90 (__TEXT,__text) non-external _VerifyCGConverterParams
00000001d66644f0 (__DATA_DIRTY,__bss) non-external _VerifyCGConverterParams.dyld_handle
                 (undefined) external __Block_object_assign (from libSystem)
                 (undefined) external __Block_object_dispose (from libSystem)
00000001881c8040 (__TEXT,__text) non-external (was a private external) __ERROR_Buffer_Not_ReadWriteable_By_vImage__CheckBacktrace
00000001881c7d68 (__TEXT,__text) non-external (was a private external) __ERROR_Buffer_Not_Readable_By_vImage__CheckBacktrace
00000001881c7f88 (__TEXT,__text) non-external (was a private external) __ERROR_Buffer_Not_Writeable_By_vImage__CheckBacktrace
00000001881c8060 (__TEXT,__text) non-external (was a private external) __ERROR_Buffer_ReadWrite__Too_Small_For_Arguments_To_vImage__CheckBacktrace
00000001881c7d84 (__TEXT,__text) non-external (was a private external) __ERROR_Buffer_Read__Too_Small_For_Arguments_To_vImage__CheckBacktrace
00000001881c7fa8 (__TEXT,__text) non-external (was a private external) __ERROR_Buffer_Write__Too_Small_For_Arguments_To_vImage__CheckBacktrace
00000001d66644f8 (__DATA_DIRTY,__bss) non-external __MergedGlobals
00000001d6664510 (__DATA_DIRTY,__bss) non-external __MergedGlobals
00000001d6664748 (__DATA_DIRTY,__bss) non-external __MergedGlobals
00000001d6664768 (__DATA_DIRTY,__bss) non-external __MergedGlobals
00000001d6664778 (__DATA_DIRTY,__bss) non-external __MergedGlobals
00000001d6664798 (__DATA_DIRTY,__bss) non-external __MergedGlobals
                 (undefined) external __NSConcreteGlobalBlock (from libSystem)
                 (undefined) external __NSConcreteStackBlock (from libSystem)
00000001884dff04 (__TEXT,__text) non-external __ZL10vecPQ_EOTFDv8_fffffffff
00000001884e8b64 (__TEXT,__text) non-external __ZL12vecPQToneMapPDv8_fS0_S0_PKfPK9PQ_params
00000001884e09b4 (__TEXT,__text) non-external __ZL13vecPQ_EOTFsymDv8_fffffffff
00000001884e1b70 (__TEXT,__text) non-external __ZL13vecPQ_OETFsymDv8_fffffffff
