                 (undefined) external _CFDataCreate (from CoreFoundation)
                 (undefined) external _CFDataCreateWithBytesNoCopy (from CoreFoundation)
                 (undefined) external _CFDataGetMutableBytePtr (from CoreFoundation)
                 (undefined) external _CFDictionaryCreate (from CoreFoundation)
                 (undefined) external _CFErrorCreateWithUserInfoKeysAndValues (from CoreFoundation)
                 (undefined) external _CFNumberCreate (from CoreFoundation)
                 (undefined) external _CFRelease (from CoreFoundation)
                 (undefined) external _CFRetain (from CoreFoundation)
                 (undefined) external _CFStringCreateWithCString (from CoreFoundation)
000000023d0f1730 (__TEXT,__text) external _DRBufferAsResource
000000023d0eb39c (__TEXT,__text) non-external (was a private external) __ZN2re4make6shared6objectINS_29DirectResourcesResolvedCommitEJRKyRyEEENS_9SharedPtrIT_EEDpOT0_
000000023d0eb39c (__TEXT,__text) non-external (was a private external) __ZN2re4make6shared6objectINS_29DirectResourcesResolvedCommitEJRKyyEEENS_9SharedPtrIT_EEDpOT0_
000000023d0d7f00 (__TEXT,__text) non-external (was a private external) __ZN2re8toStringENS_18DirectResourceTypeE
000000023d0d7f24 (__TEXT,__text) non-external (was a private external) __ZN2re8toStringENS_22DirectResourceSlotTypeE
000000023d0d7e08 (__TEXT,__text) non-external (was a private external) __ZN2re8toStringERA16_Kh
000000023d0d7bac (__TEXT,__text) non-external (was a private external) __ZN2re9SharedPtrINS_10DirectMeshEE5resetEPS1_
000000023d0d7bac (__TEXT,__text) non-external (was a private external) __ZN2re9SharedPtrINS_12DirectBufferEE5resetEPS1_
000000023d0d7bac (__TEXT,__text) non-external (was a private external) __ZN2re9SharedPtrINS_13DirectTextureEE5resetEPS1_
000000023d0d7bac (__TEXT,__text) non-external (was a private external) __ZN2re9SharedPtrINS_20DirectMemoryResourceEE5resetEPS1_
000000023d0d7bac (__TEXT,__text) non-external (was a private external) __ZN2re9SharedPtrINS_29DirectResourcesResolvedCommitEE5resetEPS1_
000000023d0d90c8 (__TEXT,__text) non-external (was a private external) __ZN2re9XPCObject6retainEPU24objcproto13OS_xpc_object8NSObject
000000023d0d7c34 (__TEXT,__text) non-external (was a private external) __ZN2re9XPCObject8setValueEPv
000000023d0d7c00 (__TEXT,__text) non-external (was a private external) __ZN2re9XPCObjectD1Ev
000000023d0d7c74 (__TEXT,__text) non-external (was a private external) __ZN2re9XPCObjectaSEOS0_
000000023d0f0f84 (__TEXT,__text) non-external __ZN2reL5toApiINS_14DirectResourceEvEENS_13bridge_to_apiIT_E4typeERKNS_10UnownedPtrIS3_EE
000000028fe8ea10 (__DATA_CONST,__objc_selrefs) non-external (was a private external) __ZN3MTL7Private8Selector10s_kswizzleE
000000028fe8e920 (__DATA_CONST,__objc_selrefs) non-external (was a private external) __ZN3MTL7Private8Selector11s_kcontentsE
000000028fe8ea30 (__DATA_CONST,__objc_selrefs) non-external (was a private external) __ZN3MTL7Private8Selector12s_keventPortE
000000028fe8ea48 (__DATA_CONST,__objc_selrefs) non-external (was a private external) __ZN3MTL7Private8Selector12s_kioSurfaceE
000000023d0f42bd (__TEXT,__objc_methname) non-external __ZN3MTL7Private8Selector12s_knamedepthE
000000023d0f4381 (__TEXT,__objc_methname) non-external __ZN3MTL7Private8Selector12s_knamelabelE
000000023d0f45a8 (__TEXT,__objc_methname) non-external __ZN3MTL7Private8Selector12s_knameusageE
000000023d0f45ae (__TEXT,__objc_methname) non-external __ZN3MTL7Private8Selector12s_knamewidthE
000000028fe8e9c0 (__DATA_CONST,__objc_selrefs) non-external (was a private external) __ZN3MTL7Private8Selector12s_ksetDepth_E
000000028fe8ea00 (__DATA_CONST,__objc_selrefs) non-external (was a private external) __ZN3MTL7Private8Selector12s_ksetUsage_E
000000028fe8ea08 (__DATA_CONST,__objc_selrefs) non-external (was a private external) __ZN3MTL7Private8Selector12s_ksetWidth_E
000000023d0f4335 (__TEXT,__objc_methname) non-external __ZN3MTL7Private8Selector13s_knamedeviceE
000000023d0f4346 (__TEXT,__objc_methname) non-external __ZN3MTL7Private8Selector13s_knameheightE
000000028fe8e9c8 (__DATA_CONST,__objc_selrefs) non-external (was a private external) __ZN3MTL7Private8Selector13s_ksetHeight_E
000000028fe8e918 (__DATA_CONST,__objc_selrefs) non-external (was a private external) __ZN3MTL7Private8Selector14s_karrayLengthE
000000028fe8e948 (__DATA_CONST,__objc_selrefs) non-external (was a private external) __ZN3MTL7Private8Selector14s_kisShareableE
000000023d0f4321 (__TEXT,__objc_methname) non-external __ZN3MTL7Private8Selector14s_knameswizzleE
000000028fe8e9b0 (__DATA_CONST,__objc_selrefs) non-external (was a private external) __ZN3MTL7Private8Selector14s_kpixelFormatE
000000028fe8e9f0 (__DATA_CONST,__objc_selrefs) non-external (was a private external) __ZN3MTL7Private8Selector14s_ksetSwizzle_E
000000028fe8ea18 (__DATA_CONST,__objc_selrefs) non-external (was a private external) __ZN3MTL7Private8Selector14s_ktextureTypeE
000000023d0f42a4 (__TEXT,__objc_methname) non-external __ZN3MTL7Private8Selector15s_knamecontentsE
000000028fe8e910 (__DATA_CONST,__objc_selrefs) non-external (was a private external) __ZN3MTL7Private8Selector16s_kallocatedSizeE
000000023d0f433c (__TEXT,__objc_methname) non-external __ZN3MTL7Private8Selector16s_knameeventPortE
000000023d0f436b (__TEXT,__objc_methname) non-external __ZN3MTL7Private8Selector16s_knameioSurfaceE
000000023d0f450c (__TEXT,__objc_methname) non-external __ZN3MTL7Private8Selector16s_knamesetDepth_E
000000023d0f4556 (__TEXT,__objc_methname) non-external __ZN3MTL7Private8Selector16s_knamesetUsage_E
000000023d0f4560 (__TEXT,__objc_methname) non-external __ZN3MTL7Private8Selector16s_knamesetWidth_E
000000023d0f4516 (__TEXT,__objc_methname) non-external __ZN3MTL7Private8Selector17s_knamesetHeight_E
000000028fe8e978 (__DATA_CONST,__objc_selrefs) non-external (was a private external) __ZN3MTL7Private8Selector17s_knewSharedEventE
000000028fe8e938 (__DATA_CONST,__objc_selrefs) non-external (was a private external) __ZN3MTL7Private8Selector18s_kdidModifyRange_E
000000023d0f42f4 (__TEXT,__objc_methname) non-external __ZN3MTL7Private8Selector18s_knamearrayLengthE
000000023d0f4375 (__TEXT,__objc_methname) non-external __ZN3MTL7Private8Selector18s_knameisShareableE
000000023d0f44ec (__TEXT,__objc_methname) non-external __ZN3MTL7Private8Selector18s_knamepixelFormatE
000000023d0f454a (__TEXT,__objc_methname) non-external __ZN3MTL7Private8Selector18s_knamesetSwizzle_E
000000023d0f459c (__TEXT,__objc_methname) non-external __ZN3MTL7Private8Selector18s_knametextureTypeE
000000028fe8e9b8 (__DATA_CONST,__objc_selrefs) non-external (was a private external) __ZN3MTL7Private8Selector18s_ksetArrayLength_E
000000028fe8e9d8 (__DATA_CONST,__objc_selrefs) non-external (was a private external) __ZN3MTL7Private8Selector18s_ksetPixelFormat_E
000000028fe8e9e8 (__DATA_CONST,__objc_selrefs) non-external (was a private external) __ZN3MTL7Private8Selector18s_ksetStorageMode_E
000000028fe8e9f8 (__DATA_CONST,__objc_selrefs) non-external (was a private external) __ZN3MTL7Private8Selector18s_ksetTextureType_E
000000028fe8e958 (__DATA_CONST,__objc_selrefs) non-external (was a private external) __ZN3MTL7Private8Selector19s_kmipmapLevelCountE
000000023d0f4286 (__TEXT,__objc_methname) non-external __ZN3MTL7Private8Selector20s_knameallocatedSizeE
000000023d0f4441 (__TEXT,__objc_methname) non-external __ZN3MTL7Private8Selector21s_knamenewSharedEventE
000000023d0f42ce (__TEXT,__objc_methname) non-external __ZN3MTL7Private8Selector22s_knamedidModifyRange_E
000000023d0f42e4 (__TEXT,__objc_methname) non-external __ZN3MTL7Private8Selector22s_knamesetArrayLength_E
000000023d0f4294 (__TEXT,__objc_methname) non-external __ZN3MTL7Private8Selector22s_knamesetPixelFormat_E
000000023d0f4300 (__TEXT,__objc_methname) non-external __ZN3MTL7Private8Selector22s_knamesetStorageMode_E
000000023d0f42ad (__TEXT,__objc_methname) non-external __ZN3MTL7Private8Selector22s_knamesetTextureType_E
000000028fe8e9e0 (__DATA_CONST,__objc_selrefs) non-external (was a private external) __ZN3MTL7Private8Selector22s_ksetResourceOptions_E
000000028fe8e908 (__DATA_CONST,__objc_selrefs) non-external (was a private external) __ZN3MTL7Private8Selector23s_kaddCompletedHandler_E
000000023d0f43a3 (__TEXT,__objc_methname) non-external __ZN3MTL7Private8Selector23s_knamemipmapLevelCountE
000000028fe8e980 (__DATA_CONST,__objc_selrefs) non-external (was a private external) __ZN3MTL7Private8Selector23s_knewSharedEventHandleE
000000028fe8e9d0 (__DATA_CONST,__objc_selrefs) non-external (was a private external) __ZN3MTL7Private8Selector23s_ksetMipmapLevelCount_E
000000028fe8e988 (__DATA_CONST,__objc_selrefs) non-external (was a private external) __ZN3MTL7Private8Selector25s_knewSharedTextureHandleE
000000023d0f4536 (__TEXT,__objc_methname) non-external __ZN3MTL7Private8Selector26s_knamesetResourceOptions_E
000000028fe8ea40 (__DATA_CONST,__objc_selrefs) non-external (was a private external) __ZN3MTL7Private8Selector26s_knewBufferWithIOSurface_E
000000028fe8ea50 (__DATA_CONST,__objc_selrefs) non-external (was a private external) __ZN3MTL7Private8Selector27s_kinitWithIOSurface_label_E
000000023d0f4251 (__TEXT,__objc_methname) non-external __ZN3MTL7Private8Selector27s_knameaddCompletedHandler_E
000000023d0f4450 (__TEXT,__objc_methname) non-external __ZN3MTL7Private8Selector27s_knamenewSharedEventHandleE
000000023d0f4521 (__TEXT,__objc_methname) non-external __ZN3MTL7Private8Selector27s_knamesetMipmapLevelCount_E
000000028fe8e9a0 (__DATA_CONST,__objc_selrefs) non-external (was a private external) __ZN3MTL7Private8Selector28s_knewTextureWithDescriptor_E
000000023d0f4481 (__TEXT,__objc_methname) non-external __ZN3MTL7Private8Selector29s_knamenewSharedTextureHandleE
000000023d0f440c (__TEXT,__objc_methname) non-external __ZN3MTL7Private8Selector30s_knamenewBufferWithIOSurface_E
000000028fe8ea58 (__DATA_CONST,__objc_selrefs) non-external (was a private external) __ZN3MTL7Private8Selector30s_knewSharedEventWithMachPort_E
000000028fe8e998 (__DATA_CONST,__objc_selrefs) non-external (was a private external) __ZN3MTL7Private8Selector30s_knewSharedTextureWithHandle_E
000000028fe8ea38 (__DATA_CONST,__objc_selrefs) non-external (was a private external) __ZN3MTL7Private8Selector30s_ksupportsBufferWithIOSurfaceE
000000023d0f4352 (__TEXT,__objc_methname) non-external __ZN3MTL7Private8Selector31s_knameinitWithIOSurface_label_E
000000028fe8e970 (__DATA_CONST,__objc_selrefs) non-external (was a private external) __ZN3MTL7Private8Selector31s_knewBufferWithLength_options_E
000000023d0f44b4 (__TEXT,__objc_methname) non-external __ZN3MTL7Private8Selector32s_knamenewTextureWithDescriptor_E
000000028fe8e9a8 (__DATA_CONST,__objc_selrefs) non-external (was a private external) __ZN3MTL7Private8Selector32s_knotifyListener_atValue_block_E
000000023d0f4465 (__TEXT,__objc_methname) non-external __ZN3MTL7Private8Selector34s_knamenewSharedEventWithMachPort_E
000000023d0f4498 (__TEXT,__objc_methname) non-external __ZN3MTL7Private8Selector34s_knamenewSharedTextureWithHandle_E
000000023d0f4580 (__TEXT,__objc_methname) non-external __ZN3MTL7Private8Selector34s_knamesupportsBufferWithIOSurfaceE
000000028fe8e990 (__DATA_CONST,__objc_selrefs) non-external (was a private external) __ZN3MTL7Private8Selector34s_knewSharedTextureWithDescriptor_E
000000023d0f4424 (__TEXT,__objc_methname) non-external __ZN3MTL7Private8Selector35s_knamenewBufferWithLength_options_E
000000023d0f44ce (__TEXT,__objc_methname) non-external __ZN3MTL7Private8Selector36s_knamenotifyListener_atValue_block_E
000000028fe8e960 (__DATA_CONST,__objc_selrefs) non-external (was a private external) __ZN3MTL7Private8Selector37s_knewBufferWithBytes_length_options_E
000000023d0f4266 (__TEXT,__objc_methname) non-external __ZN3MTL7Private8Selector38s_knamenewSharedTextureWithDescriptor_E
000000023d0f43b4 (__TEXT,__objc_methname) non-external __ZN3MTL7Private8Selector41s_knamenewBufferWithBytes_length_options_E
000000028fe8e968 (__DATA_CONST,__objc_selrefs) non-external (was a private external) __ZN3MTL7Private8Selector55s_knewBufferWithBytesNoCopy_length_options_deallocator_E
000000023d0f43d7 (__TEXT,__objc_methname) non-external __ZN3MTL7Private8Selector59s_knamenewBufferWithBytesNoCopy_length_options_deallocator_E
000000028fe8e928 (__DATA_CONST,__objc_selrefs) non-external (was a private external) __ZN3MTL7Private8Selector8s_kdepthE
000000028fe8e950 (__DATA_CONST,__objc_selrefs) non-external (was a private external) __ZN3MTL7Private8Selector8s_klabelE
000000028fe8ea20 (__DATA_CONST,__objc_selrefs) non-external (was a private external) __ZN3MTL7Private8Selector8s_kusageE
000000028fe8ea28 (__DATA_CONST,__objc_selrefs) non-external (was a private external) __ZN3MTL7Private8Selector8s_kwidthE
000000028fe8e930 (__DATA_CONST,__objc_selrefs) non-external (was a private external) __ZN3MTL7Private8Selector9s_kdeviceE
000000028fe8e940 (__DATA_CONST,__objc_selrefs) non-external (was a private external) __ZN3MTL7Private8Selector9s_kheightE
000000023d0ebe50 (__TEXT,__text) non-external (was a private external) __ZNK15ArcSharedObject11descriptionEv
000000023d0ebe74 (__TEXT,__text) non-external (was a private external) __ZNK15ArcSharedObject16debugDescriptionEv
000000023d0ee8d4 (__TEXT,__text) non-external (was a private external) __ZNK2re10DirectMesh10readBufferEmPN3MTL13CommandBufferE
000000023d0ee500 (__TEXT,__text) non-external (was a private external) __ZNK2re10DirectMesh10readBufferEmU13block_pointerFvPKvmE
000000023d0eeb7c (__TEXT,__text) non-external (was a private external) __ZNK2re10DirectMesh11forEachSlotERKNSt3__18functionIFvNS_18DirectResourceSlotEEEE
000000023d0ee910 (__TEXT,__text) non-external (was a private external) __ZNK2re10DirectMesh11readIndicesEPN3MTL13CommandBufferE
000000023d0ee584 (__TEXT,__text) non-external (was a private external) __ZNK2re10DirectMesh11readIndicesEU13block_pointerFvPKvmE
000000023d0ee05c (__TEXT,__text) non-external (was a private external) __ZNK2re10DirectMesh12indexPayloadEv
000000023d0ee064 (__TEXT,__text) non-external (was a private external) __ZNK2re10DirectMesh12partsPayloadEv
000000023d0ee06c (__TEXT,__text) non-external (was a private external) __ZNK2re10DirectMesh13vertexPayloadEm
000000023d0edfe8 (__TEXT,__text) non-external (was a private external) __ZNK2re10DirectMesh18isAttachedToDeviceEv
000000023d0eebc8 (__TEXT,__text) non-external (was a private external) __ZNK2re10DirectMesh4typeEv
000000023d0ee088 (__TEXT,__text) non-external (was a private external) __ZNK2re10DirectMesh5partsEv
000000023d0ee018 (__TEXT,__text) non-external (was a private external) __ZNK2re10DirectMesh7payloadENS_18DirectResourceSlotE
000000023d0f0f84 (__TEXT,__text) non-external __ZNK2re10UnownedPtrINS_21DirectResourceContextEEcvNS_13bridge_to_apiIT_E4typeEIS1_vEEv
000000023d0d6f90 (__TEXT,__text) non-external (was a private external) __ZNK2re11DirectFence11descriptionEv
000000023d0d8470 (__TEXT,__text) non-external (was a private external) __ZNK2re12DirectBuffer11forEachSlotERKNSt3__18functionIFvNS_18DirectResourceSlotEEEE
000000023d0d8480 (__TEXT,__text) non-external (was a private external) __ZNK2re12DirectBuffer16isValidBytesUsedEm
000000023d0d8200 (__TEXT,__text) non-external (was a private external) __ZNK2re12DirectBuffer18isAttachedToDeviceEv
000000023d0d8644 (__TEXT,__text) non-external (was a private external) __ZNK2re12DirectBuffer4readEPN3MTL13CommandBufferE
000000023d0d84f8 (__TEXT,__text) non-external (was a private external) __ZNK2re12DirectBuffer4readEU13block_pointerFvPKvmE
000000023d0d86c4 (__TEXT,__text) non-external (was a private external) __ZNK2re12DirectBuffer4typeEv
000000023d0d8230 (__TEXT,__text) non-external (was a private external) __ZNK2re12DirectBuffer7payloadENS_18DirectResourceSlotE
000000023d0e2ff4 (__TEXT,__text) non-external (was a private external) __ZNK2re12ULockCounter14compareAndWaitEyj
000000023d0ed6dc (__TEXT,__text) non-external (was a private external) __ZNK2re13DirectTexture10newPayloadENS_18DirectResourceSlotEPN3MTL6DeviceE
000000023d0ed840 (__TEXT,__text) non-external (was a private external) __ZNK2re13DirectTexture11forEachSlotERKNSt3__18functionIFvNS_18DirectResourceSlotEEEE
000000023d0ed850 (__TEXT,__text) non-external (was a private external) __ZNK2re13DirectTexture11readTextureEv
000000023d0ed490 (__TEXT,__text) non-external (was a private external) __ZNK2re13DirectTexture15allocatePayloadEPN3MTL6DeviceEb
000000023d0ed564 (__TEXT,__text) non-external (was a private external) __ZNK2re13DirectTexture18isAttachedToDeviceEv
000000023d0ed9ec (__TEXT,__text) non-external (was a private external) __ZNK2re13DirectTexture4typeEv
000000023d0ed708 (__TEXT,__text) non-external (was a private external) __ZNK2re13DirectTexture7payloadENS_18DirectResourceSlotE
000000023d0ecfa0 (__TEXT,__text) non-external (was a private external) __ZNK2re14DirectResource10newPayloadENS_18DirectResourceSlotEPN3MTL6DeviceE
000000023d0e1fb8 (__TEXT,__text) non-external (was a private external) __ZNK2re16DirectMeshUpdate11forEachSlotERKNSt3__18functionIFvNS_18DirectResourceSlotEEEE
000000023d0e204c (__TEXT,__text) non-external (was a private external) __ZNK2re16DirectMeshUpdate12vertexUpdateEm
000000023d0e1efc (__TEXT,__text) non-external (was a private external) __ZNK2re16DirectMeshUpdate4typeEv
000000023d0e2004 (__TEXT,__text) non-external (was a private external) __ZNK2re16DirectMeshUpdate7payloadENS_18DirectResourceSlotE
000000023d0e206c (__TEXT,__text) non-external (was a private external) __ZNK2re16DirectMeshUpdate8validateEPKNS_14DirectResourceE
000000023d0e26e8 (__TEXT,__text) non-external (was a private external) __ZNK2re18DirectBufferUpdate4typeEv
000000023d0e26f0 (__TEXT,__text) non-external (was a private external) __ZNK2re18DirectBufferUpdate8validateEPKNS_14DirectResourceE
000000023d0d9138 (__TEXT,__text) non-external (was a private external) __ZNK2re19DirectResourceEvent5valueEv
000000023d0d7d78 (__TEXT,__text) non-external (was a private external) __ZNK2re19DirectResourceEvent9makeEventEPN3MTL6DeviceE
000000023d0e25b4 (__TEXT,__text) non-external (was a private external) __ZNK2re19DirectTextureUpdate4typeEv
000000023d0e25bc (__TEXT,__text) non-external (was a private external) __ZNK2re19DirectTextureUpdate8validateEPKNS_14DirectResourceE
000000023d0e2568 (__TEXT,__text) non-external (was a private external) __ZNK2re20DirectContentsUpdate11forEachSlotERKNSt3__18functionIFvNS_18DirectResourceSlotEEEE
000000023d0e247c (__TEXT,__text) non-external (was a private external) __ZNK2re20DirectContentsUpdate7payloadENS_18DirectResourceSlotE
000000023d0df2bc (__TEXT,__text) non-external (was a private external) __ZNK2re20DirectMemoryResource10makeBufferEPN3MTL6DeviceE
000000023d0df6c4 (__TEXT,__text) non-external (was a private external) __ZNK2re20DirectMemoryResource15runtimeResourceEv
000000023d0ded30 (__TEXT,__text) non-external (was a private external) __ZNK2re20DirectMemoryResource5bytesEv
000000023d0e0860 (__TEXT,__text) non-external (was a private external) __ZNK2re20DirectResourceLoader11findPayloadERKNSt3__18optionalINS_16DirectResourceIdEEE
