00007ff8438a0c68 (__DATA,__data) non-external _C
00007ff802abfe39 (__TEXT,__text) external _strtoumax
00007ff802a9989d (__TEXT,__text) external _strtoumax_l
00007ff802aaccb6 (__TEXT,__text) external _strtouq
00007ff802afa742 (__TEXT,__text) external _strtouq_l
00007ff802aded3e (__TEXT,__text) external _strunvis
00007ff802aded28 (__TEXT,__text) external _strunvisx
00007ff802abefe8 (__TEXT,__text) external _strvis
00007ff802adf020 (__TEXT,__text) external _strvisx
00007ff802af43ae (__TEXT,__text) external _strxfrm
00007ff802af43d6 (__TEXT,__text) external _strxfrm_l
00007ff8438a29b8 (__DATA,__common) external _suboptarg
00007ff8438a25c8 (__DATA,__bss) non-external _subsystem_root_path
00007ff802adee00 (__TEXT,__text) external _svis
00007ff802af4511 (__TEXT,__text) external _swab
00007ff802aebd2c (__TEXT,__text) external _swprintf
00007ff802aebde6 (__TEXT,__text) external _swprintf_l
00007ff802aebe78 (__TEXT,__text) external _swscanf
00007ff802aebf36 (__TEXT,__text) external _swscanf_l
00007ff802acc68c (__TEXT,__text) external _sxprintf
00007ff802acceb2 (__TEXT,__text) external _sxprintf_exec
00007ff802ace2e7 (__TEXT,__text) external _sync_volume_np
00007ff802b0c5b5 (__TEXT,__const) non-external _syntax_error_str
00007ff840085700 (__DATA_CONST,__const) external _sys_errlist
00007ff802b0b650 (__TEXT,__const) external _sys_nerr
00007ff840086150 (__DATA_CONST,__const) external _sys_siglist
00007ff840086050 (__DATA_CONST,__const) external _sys_signame
00007ff802a95048 (__TEXT,__text) external _sysconf
00007ff802a8e928 (__TEXT,__text) external _sysctl
00007ff802a8eaf2 (__TEXT,__text) external _sysctlbyname
00007ff802abe1b5 (__TEXT,__text) external _sysctlnametomib
                 (undefined) external _syslog$DARWIN_EXTSN (from libsystem_asl)
00007ff802b050c9 (__TEXT,__text) external _system
00007ff802afa74c (__TEXT,__text) external _system$NOCANCEL
                 (undefined) external _task_set_special_port (from libsystem_kernel)
00007ff802b050a6 (__TEXT,__text) external _tcdrain
00007ff802ade22e (__TEXT,__text) external _tcdrain$NOCANCEL
00007ff802ade299 (__TEXT,__text) external _tcflow
00007ff802ade241 (__TEXT,__text) external _tcflush
00007ff802ab0d84 (__TEXT,__text) external _tcgetattr
00007ff802aafa3a (__TEXT,__text) external _tcgetpgrp
00007ff802acd74d (__TEXT,__text) external _tcgetsid
00007ff802ade1c6 (__TEXT,__text) external _tcsendbreak
00007ff802abeb38 (__TEXT,__text) external _tcsetattr
00007ff802abeaf8 (__TEXT,__text) external _tcsetpgrp
00007ff802abef25 (__TEXT,__text) external _tdelete
00007ff802b065ba (__TEXT,__text) external _telldir
00007ff802aba675 (__TEXT,__text) external _telldir$INODE64
00007ff802aebfcc (__TEXT,__text) external _tempnam
00007ff8438a1fb0 (__DATA,__bss) non-external _tf
00007ff802abeca5 (__TEXT,__text) external _tfind
00007ff802ac7073 (__TEXT,__text) external _thread_stack_async_pcs
00007ff802a979d8 (__TEXT,__text) external _thread_stack_pcs
00007ff84366a9c8 (__DATA_DIRTY,__data) non-external _threadsafe
00007ff802a95e73 (__TEXT,__text) external _time
00007ff802aa216c (__TEXT,__text) non-external _time2
00007ff802af3dd5 (__TEXT,__text) external _time2posix
00007ff802aa21de (__TEXT,__text) non-external _time2sub
00007ff802ab3b8c (__TEXT,__text) external _timegm
00007ff802af3d96 (__TEXT,__text) external _timelocal
00007ff802af3db0 (__TEXT,__text) external _timeoff
00007ff802ade2fc (__TEXT,__text) external _times
00007ff802afb118 (__TEXT,__text) external _timespec_get
00007ff802a91f1a (__TEXT,__text) non-external _timesub
00007ff84366c560 (__DATA_DIRTY,__common) external _timezone
00007ff802aab165 (__TEXT,__text) external _timingsafe_bcmp
00007ff8438a2840 (__DATA,__bss) non-external _tm
00007ff802abe23d (__TEXT,__text) non-external _tmcomp
00007ff802aec1b8 (__TEXT,__text) external _tmpfile
00007ff802aec2e2 (__TEXT,__text) external _tmpnam
00007ff8438a2820 (__DATA,__bss) non-external _tmpnam.tmpcount
00007ff8438a2828 (__DATA,__bss) non-external _tmpnam_buf
00007ff802aec378 (__TEXT,__text) non-external _tmpnam_buf_allocate
00007ff8438a0e38 (__DATA,__data) non-external _tmpnam_buf_control
00007ff802b0b678 (__TEXT,__const) non-external _tmundef
00007ff802ac8ccd (__TEXT,__text) external _toascii
00007ff802ab9caf (__TEXT,__text) external _tolower
00007ff802ac9691 (__TEXT,__text) external _tolower_l
00007ff8438a2688 (__DATA,__bss) non-external _toprec
00007ff8438a2690 (__DATA,__bss) non-external _topreclen
00007ff802ac8cd8 (__TEXT,__text) external _toupper
00007ff802ac96b2 (__TEXT,__text) external _toupper_l
00007ff802ae4e78 (__TEXT,__text) external _towctrans
00007ff802ae4dea (__TEXT,__text) external _towctrans_l
00007ff802ac9ad7 (__TEXT,__text) external _towlower
00007ff802ac9fe4 (__TEXT,__text) external _towlower_l
00007ff802ac9b1d (__TEXT,__text) external _towupper
00007ff802aca005 (__TEXT,__text) external _towupper_l
00007ff802a9175e (__TEXT,__text) non-external _transtime
00007ff802aa77c2 (__TEXT,__text) non-external _tre_add_tag_left
00007ff802b023eb (__TEXT,__text) non-external _tre_add_tag_right
00007ff802aa5974 (__TEXT,__text) non-external _tre_add_tags
00007ff802aa5938 (__TEXT,__text) external _tre_ast_new_catenation
00007ff802aa575b (__TEXT,__text) external _tre_ast_new_iter
00007ff802aa5547 (__TEXT,__text) external _tre_ast_new_literal
00007ff802aa5582 (__TEXT,__text) external _tre_ast_new_node
00007ff802aa5721 (__TEXT,__text) external _tre_ast_new_union
00007ff802aa7e28 (__TEXT,__text) non-external _tre_ast_to_tnfa
00007ff802aa29b8 (__TEXT,__text) external _tre_compile
00007ff802b01c20 (__TEXT,__text) non-external _tre_compute_nfl
00007ff802ac07b9 (__TEXT,__text) non-external _tre_copy_ast
00007ff802b016d4 (__TEXT,__text) non-external _tre_expand_ast
00007ff802b04f02 (__TEXT,__text) non-external _tre_expand_macro
00007ff802aac6dd (__TEXT,__text) external _tre_fill_pmatch
00007ff802aac8fe (__TEXT,__text) external _tre_free
00007ff840086ee0 (__DATA_CONST,__const) non-external _tre_macros
00007ff802aa7ed4 (__TEXT,__text) non-external _tre_make_trans
00007ff802aa82d0 (__TEXT,__text) non-external _tre_match
00007ff802aa7873 (__TEXT,__text) non-external _tre_match_empty
00007ff802aa5602 (__TEXT,__text) external _tre_mem_alloc_impl
00007ff802aa820a (__TEXT,__text) external _tre_mem_destroy
00007ff802aa32e5 (__TEXT,__text) external _tre_mem_new_impl
00007ff802aa7690 (__TEXT,__text) non-external _tre_merge_branches
00007ff802aa5899 (__TEXT,__text) non-external _tre_new_item
00007ff802aa331c (__TEXT,__text) external _tre_parse
00007ff802ac05f4 (__TEXT,__text) non-external _tre_parse_bound
00007ff802abed87 (__TEXT,__text) non-external _tre_reset_last_matched_branches
00007ff802b04f81 (__TEXT,__text) non-external _tre_search_cnames
00007ff802abdd06 (__TEXT,__text) non-external _tre_set_empty
00007ff802abdd34 (__TEXT,__text) non-external _tre_set_one
00007ff802aa7a47 (__TEXT,__text) non-external _tre_set_union
00007ff802aa824d (__TEXT,__text) external _tre_stack_destroy
00007ff802aa326c (__TEXT,__text) external _tre_stack_new
00007ff802aa5480 (__TEXT,__text) external _tre_stack_num_objects
00007ff802aa552e (__TEXT,__text) non-external (was a private external) _tre_stack_pop_int
00007ff802aa591e (__TEXT,__text) non-external (was a private external) _tre_stack_pop_voidptr
00007ff802aa5495 (__TEXT,__text) non-external _tre_stack_push
00007ff802aa5489 (__TEXT,__text) non-external (was a private external) _tre_stack_push_int
00007ff802aa5717 (__TEXT,__text) non-external (was a private external) _tre_stack_push_voidptr
00007ff802b0249c (__TEXT,__text) external _tre_tnfa_run_backtrack
00007ff802aa8490 (__TEXT,__text) external _tre_tnfa_run_parallel
00007ff802afa9a1 (__TEXT,__text) non-external _trecurse
00007ff802ae83dd (__TEXT,__text) non-external _tryflush
00007ff802abed05 (__TEXT,__text) external _tsearch
00007ff802ab9a99 (__TEXT,__text) external _ttyname
00007ff84366c518 (__DATA_DIRTY,__bss) non-external _ttyname_init
00007ff84366c520 (__DATA_DIRTY,__bss) non-external _ttyname_key
00007ff84366a9d8 (__DATA_DIRTY,__data) non-external _ttyname_lock
00007ff802ab9b88 (__TEXT,__text) external _ttyname_r
00007ff802ade42a (__TEXT,__text) external _ttyslot
00007ff802afa983 (__TEXT,__text) external _twalk
00007ff802a91516 (__TEXT,__text) non-external _typesequiv
00007ff802a904df (__TEXT,__text) non-external _tzload
00007ff843669cd0 (__DATA_DIRTY,__data) external _tzname
00007ff802a90e5a (__TEXT,__text) non-external _tzparse
00007ff802a95ae9 (__TEXT,__text) external _tzset
00007ff802af3d60 (__TEXT,__text) external _tzsetwall
00007ff802a902ec (__TEXT,__text) non-external _tzsetwall_basic
00007ff802ade432 (__TEXT,__text) external _ualarm
00007ff8438a0908 (__DATA,__data) non-external _uglue
00007ff802ade4a8 (__TEXT,__text) external _ulimit
                 (undefined) external _umask (from libsystem_kernel)
00007ff802acd951 (__TEXT,__text) external _umaskx_np
00007ff802a9dc92 (__TEXT,__text) external _uname
00007ff802b0c5d0 (__TEXT,__const) non-external _unbound_variable_str
00007ff802ac3685 (__TEXT,__text) non-external _underflow
00007ff802ab1207 (__TEXT,__text) external _ungetc
00007ff802aec410 (__TEXT,__text) external _ungetwc
00007ff802aec473 (__TEXT,__text) external _ungetwc_l
00007ff8438a2920 (__DATA,__bss) non-external _union_arg_queue
00007ff8438a1f60 (__DATA,__bss) non-external _unix2003_mode
                 (undefined) external _unlink (from libsystem_kernel)
00007ff802aaf906 (__TEXT,__text) external _unlockpt
00007ff802a8ebae (__TEXT,__text) external _unsetenv
00007ff802ade5e8 (__TEXT,__text) external _unvis
00007ff802b08c14 (__TEXT,__text) non-external _unvis.cold.1
00007ff802b08c37 (__TEXT,__text) non-external _unvis.cold.2
00007ff802a9db67 (__TEXT,__text) external _uselocale
00007ff802a9718f (__TEXT,__text) external _usleep
00007ff802aded60 (__TEXT,__text) external _usleep$NOCANCEL
00007ff84366ba80 (__DATA_DIRTY,__bss) non-external _usual
00007ff84366aca0 (__DATA_DIRTY,__bss) non-external _usual_extra
00007ff802aded9b (__TEXT,__text) external _utime
                 (undefined) external _utimes (from libsystem_kernel)
00007ff840085cc0 (__DATA_CONST,__const) non-external _utmpx_types
00007ff802b0022c (__TEXT,__text) external _utmpxname
00007ff802a8fe4a (__TEXT,__text) external _uuid_clear
00007ff802a95baf (__TEXT,__text) external _uuid_compare
00007ff802a8e89a (__TEXT,__text) external _uuid_copy
00007ff802a9c1ff (__TEXT,__text) external _uuid_generate
00007ff802a97e8c (__TEXT,__text) external _uuid_generate_random
00007ff802acd45d (__TEXT,__text) external _uuid_generate_time
00007ff8438a2620 (__DATA,__bss) non-external _uuid_generate_time.has_init
00007ff8438a2618 (__DATA,__bss) non-external _uuid_generate_time.node_id
00007ff802a9c118 (__TEXT,__text) external _uuid_is_null
00007ff802a96c27 (__TEXT,__text) external _uuid_pack
00007ff802a968e9 (__TEXT,__text) external _uuid_parse
00007ff802a95c50 (__TEXT,__text) external _uuid_unpack
00007ff802a9c135 (__TEXT,__text) external _uuid_unparse
00007ff802ab413a (__TEXT,__text) external _uuid_unparse_lower
00007ff802a95ee4 (__TEXT,__text) external _uuid_unparse_upper
00007ff840086000 (__DATA_CONST,__const) non-external _validlist
00007ff802a89378 (__TEXT,__text) external _vasprintf
00007ff802a97170 (__TEXT,__text) external _vasprintf_l
00007ff802abc2cb (__TEXT,__text) external _vasxprintf
00007ff802acd012 (__TEXT,__text) external _vasxprintf_exec
00007ff802aba13f (__TEXT,__text) external _vdprintf
00007ff802aba121 (__TEXT,__text) external _vdprintf_l
00007ff802acc7e6 (__TEXT,__text) external _vdxprintf
00007ff802acd02c (__TEXT,__text) external _vdxprintf_exec
00007ff802b08722 (__TEXT,__text) external _verr
00007ff802b08654 (__TEXT,__text) external _verrc
00007ff802b08822 (__TEXT,__text) external _verrx
00007ff802acd7fc (__TEXT,__text) external _vfork
00007ff802abf67a (__TEXT,__text) external _vfprintf
00007ff802a9bc34 (__TEXT,__text) external _vfprintf_l
00007ff802aec8f0 (__TEXT,__text) external _vfscanf
00007ff802aec96c (__TEXT,__text) external _vfscanf_l
00007ff802af07ac (__TEXT,__text) external _vfwprintf
00007ff802aeca24 (__TEXT,__text) external _vfwprintf_l
00007ff802af0f44 (__TEXT,__text) external _vfwscanf
00007ff802af2f60 (__TEXT,__text) external _vfwscanf_l
00007ff802acc7fd (__TEXT,__text) external _vfxprintf
00007ff802acd045 (__TEXT,__text) external _vfxprintf_exec
00007ff802abf014 (__TEXT,__text) external _vis
                 (undefined) external _vm_allocate (from libsystem_kernel)
                 (undefined) external _vm_region_64 (from libsystem_kernel)
00007ff802ab9ed4 (__TEXT,__text) external _vprintf
00007ff802af2fdc (__TEXT,__text) external _vprintf_l
00007ff802af2ff9 (__TEXT,__text) external _vscanf
00007ff802af305b (__TEXT,__text) external _vscanf_l
00007ff802a8e049 (__TEXT,__text) external _vsnprintf
00007ff802a95aae (__TEXT,__text) external _vsnprintf_l
00007ff802a95d60 (__TEXT,__text) external _vsprintf
00007ff802a95d8e (__TEXT,__text) external _vsprintf_l
00007ff802af30c2 (__TEXT,__text) external _vsscanf
00007ff802a928e4 (__TEXT,__text) external _vsscanf_l
00007ff802af330e (__TEXT,__text) external _vswprintf
00007ff802af30f0 (__TEXT,__text) external _vswprintf_l
00007ff802af350d (__TEXT,__text) external _vswscanf
00007ff802af333c (__TEXT,__text) external _vswscanf_l
00007ff802acc815 (__TEXT,__text) external _vsxprintf
00007ff802acd05f (__TEXT,__text) external _vsxprintf_exec
00007ff802b08a17 (__TEXT,__text) external _vwarn
00007ff802b08974 (__TEXT,__text) external _vwarnc
00007ff802b08b72 (__TEXT,__text) external _vwarnx
00007ff802af353b (__TEXT,__text) external _vwprintf
00007ff802af3573 (__TEXT,__text) external _vwprintf_l
00007ff802af3590 (__TEXT,__text) external _vwscanf
00007ff802af35c8 (__TEXT,__text) external _vwscanf_l
00007ff802acc843 (__TEXT,__text) external _vxprintf
00007ff802acd08d (__TEXT,__text) external _vxprintf_exec
00007ff802ab8eba (__TEXT,__text) external _wait
00007ff802adf33f (__TEXT,__text) external _wait$NOCANCEL
00007ff802adf355 (__TEXT,__text) external _wait3
                 (undefined) external _wait4 (from libsystem_kernel)
00007ff802ab4881 (__TEXT,__text) external _waitpid
00007ff802adf36c (__TEXT,__text) external _waitpid$NOCANCEL
00007ff802b088bd (__TEXT,__text) external _warn
00007ff802b08a3a (__TEXT,__text) external _warnc
00007ff802b08ad4 (__TEXT,__text) external _warnx
00007ff802af4567 (__TEXT,__text) external _wcpcpy
00007ff802af458d (__TEXT,__text) external _wcpncpy
00007ff802ae3177 (__TEXT,__text) external _wcrtomb
00007ff802ab400f (__TEXT,__text) external _wcrtomb_l
00007ff802af4676 (__TEXT,__text) external _wcscasecmp
00007ff802af45ec (__TEXT,__text) external _wcscasecmp_l
00007ff802af469e (__TEXT,__text) external _wcscat
00007ff802ab0c34 (__TEXT,__text) external _wcschr
00007ff802af46c4 (__TEXT,__text) external _wcscmp
00007ff802af4bae (__TEXT,__text) external _wcscoll
00007ff802af46e0 (__TEXT,__text) external _wcscoll_l
00007ff802af4bd6 (__TEXT,__text) external _wcscpy
00007ff802af588c (__TEXT,__text) external _wcscspn
00007ff802af58d1 (__TEXT,__text) external _wcsdup
00007ff802ae33dd (__TEXT,__text) external _wcsftime
00007ff802ae31bd (__TEXT,__text) external _wcsftime_l
00007ff802af591b (__TEXT,__text) external _wcslcat
00007ff802af59b0 (__TEXT,__text) external _wcslcpy
00007ff802ab06b6 (__TEXT,__text) external _wcslen
00007ff802af5ad8 (__TEXT,__text) external _wcsncasecmp
00007ff802af5a1a (__TEXT,__text) external _wcsncasecmp_l
00007ff802af5b00 (__TEXT,__text) external _wcsncat
00007ff802af5b64 (__TEXT,__text) external _wcsncmp
00007ff802af5b97 (__TEXT,__text) external _wcsncpy
00007ff802af5bea (__TEXT,__text) external _wcsnlen
00007ff802ae344a (__TEXT,__text) external _wcsnrtombs
00007ff802ae3405 (__TEXT,__text) external _wcsnrtombs_l
00007ff802af5c08 (__TEXT,__text) external _wcspbrk
00007ff802af5c48 (__TEXT,__text) external _wcsrchr
00007ff802ae377e (__TEXT,__text) external _wcsrtombs
00007ff802ae3733 (__TEXT,__text) external _wcsrtombs_l
00007ff802af5c60 (__TEXT,__text) external _wcsspn
00007ff802af5f5f (__TEXT,__text) external _wcsstr
00007ff802ae3a51 (__TEXT,__text) external _wcstod
00007ff802ae382d (__TEXT,__text) external _wcstod_l
00007ff802ae3ca4 (__TEXT,__text) external _wcstof
00007ff802ae3a80 (__TEXT,__text) external _wcstof_l
00007ff802ae3edb (__TEXT,__text) external _wcstoimax
00007ff802ae3cd0 (__TEXT,__text) external _wcstoimax_l
00007ff802af5fcb (__TEXT,__text) external _wcstok
00007ff802ae410e (__TEXT,__text) external _wcstol
00007ff802ae3f03 (__TEXT,__text) external _wcstol_l
00007ff802ae435c (__TEXT,__text) external _wcstold
00007ff802ae4140 (__TEXT,__text) external _wcstold_l
00007ff802ae459b (__TEXT,__text) external _wcstoll
00007ff802ae4390 (__TEXT,__text) external _wcstoll_l
00007ff802ae466e (__TEXT,__text) external _wcstombs
00007ff802ae45c3 (__TEXT,__text) external _wcstombs_l
00007ff802ae4912 (__TEXT,__text) external _wcstoul
00007ff802ae471e (__TEXT,__text) external _wcstoul_l
00007ff802ae4b2e (__TEXT,__text) external _wcstoull
00007ff802ae493a (__TEXT,__text) external _wcstoull_l
00007ff802ae4d4a (__TEXT,__text) external _wcstoumax
00007ff802ae4b56 (__TEXT,__text) external _wcstoumax_l
00007ff802af60ba (__TEXT,__text) external _wcswidth
00007ff802af603f (__TEXT,__text) external _wcswidth_l
00007ff802af61cd (__TEXT,__text) external _wcsxfrm
00007ff802af60e2 (__TEXT,__text) external _wcsxfrm_l
00007ff802ac042c (__TEXT,__text) external _wctob
00007ff802ac0454 (__TEXT,__text) external _wctob_l
00007ff802ab0c55 (__TEXT,__text) external _wctomb
00007ff802ae4d72 (__TEXT,__text) external _wctomb_l
00007ff802ae4ea0 (__TEXT,__text) external _wctrans
00007ff802ae4f1c (__TEXT,__text) external _wctrans_l
00007ff802ae501a (__TEXT,__text) external _wctype
00007ff802ae4f26 (__TEXT,__text) external _wctype_l
00007ff840086390 (__DATA_CONST,__const) non-external _wctype_l.props
00007ff802ae5042 (__TEXT,__text) external _wcwidth
00007ff802ae50ae (__TEXT,__text) external _wcwidth_l
00007ff802af5836 (__TEXT,__text) non-external _we_read_fully
00007ff802b0c460 (__TEXT,__const) non-external _wildabbr
00007ff802af61f5 (__TEXT,__text) external _wmemchr
00007ff802af6215 (__TEXT,__text) external _wmemcmp
00007ff802af6243 (__TEXT,__text) external _wmemcpy
00007ff802af6251 (__TEXT,__text) external _wmemmove
00007ff802af625f (__TEXT,__text) external _wmemset
00007ff802af3ce9 (__TEXT,__text) non-external _wmemstream_close
00007ff802af3c2d (__TEXT,__text) non-external _wmemstream_seek
00007ff802b09193 (__TEXT,__text) non-external _wmemstream_seek.cold.1
00007ff802b091b6 (__TEXT,__text) non-external _wmemstream_seek.cold.2
00007ff802af3a13 (__TEXT,__text) non-external _wmemstream_update
00007ff802b09172 (__TEXT,__text) non-external _wmemstream_update.cold.1
00007ff802af3a3d (__TEXT,__text) non-external _wmemstream_write
00007ff802af4bf0 (__TEXT,__text) external _wordexp
00007ff802af57fc (__TEXT,__text) external _wordfree
00007ff802af35e5 (__TEXT,__text) external _wprintf
00007ff802af36b1 (__TEXT,__text) external _wprintf_l
                 (undefined) external _write$NOCANCEL (from libsystem_kernel)
                 (undefined) external _writev$NOCANCEL (from libsystem_kernel)
00007ff802af375e (__TEXT,__text) external _wscanf
00007ff802af382a (__TEXT,__text) external _wscanf_l
00007ff8438a20a0 (__DATA,__bss) non-external _wtmp_asl.0
00007ff8438a20a8 (__DATA,__bss) non-external _wtmp_asl.1
00007ff8438a20b0 (__DATA,__bss) non-external _wtmp_asl.2
00007ff8438a20b8 (__DATA,__bss) non-external _wtmp_asl.3
00007ff8438a20c0 (__DATA,__bss) non-external _wtmp_asl.4
00007ff8438a0c60 (__DATA,__data) non-external _wtmp_file.0
00007ff8438a2060 (__DATA,__bss) non-external _wtmp_file.1
00007ff8438a2068 (__DATA,__bss) non-external _wtmp_file.2
00007ff8438a2070 (__DATA,__bss) non-external _wtmp_file.3
00007ff8438a2078 (__DATA,__bss) non-external _wtmp_file.4
00007ff8438a2080 (__DATA,__bss) non-external _wtmp_file.5
00007ff8438a2088 (__DATA,__bss) non-external _wtmp_file.6
00007ff8438a2090 (__DATA,__bss) non-external _wtmp_file.7
00007ff8438a2058 (__DATA,__bss) non-external _wtmp_func.0
00007ff8438a0c48 (__DATA,__data) non-external _wtmp_func.1
00007ff8438a0c50 (__DATA,__data) non-external _wtmp_func.2
00007ff8438a0c58 (__DATA,__data) non-external _wtmp_func.3
00007ff802ac7abd (__TEXT,__text) external _wtmpxname
00007ff802acc735 (__TEXT,__text) external _xprintf
00007ff802abcaeb (__TEXT,__text) non-external (was a private external) _xprintf_calloc
00007ff8438a2608 (__DATA,__bss) non-external _xprintf_domain_default
00007ff802accf63 (__TEXT,__text) external _xprintf_exec
00007ff802abc1bd (__TEXT,__text) non-external (was a private external) _xprintf_malloc
00007ff802b0c48c (__TEXT,__const) non-external _year_lengths
00007ff8438a1fc8 (__DATA,__bss) non-external _zapchar
00007ff802b0c280 (__TEXT,__const) non-external _zeroes
00007ff802b0c380 (__TEXT,__const) non-external _zeroes
00007ff8438a0ee0 (__DATA,__data) non-external _zeroes
00007ff802ac0d0c (__TEXT,__text) external mcount
