00007ff843894c30 (__DATA,__data) non-external _C
00007ff802d5a0a0 (__TEXT,__text) external _strvisx
00007ff802d6f462 (__TEXT,__text) external _strxfrm
00007ff802d6f48a (__TEXT,__text) external _strxfrm_l
00007ff843896968 (__DATA,__common) external _suboptarg
00007ff843896578 (__DATA,__bss) non-external _subsystem_root_path
00007ff802d59e80 (__TEXT,__text) external _svis
00007ff802d6f5c5 (__TEXT,__text) external _swab
00007ff802d66c4c (__TEXT,__text) external _swprintf
00007ff802d66d06 (__TEXT,__text) external _swprintf_l
00007ff802d66d98 (__TEXT,__text) external _swscanf
00007ff802d66e56 (__TEXT,__text) external _swscanf_l
00007ff802d4746c (__TEXT,__text) external _sxprintf
00007ff802d47c92 (__TEXT,__text) external _sxprintf_exec
00007ff802d490c7 (__TEXT,__text) external _sync_volume_np
00007ff802d86715 (__TEXT,__const) non-external _syntax_error_str
00007ff840084820 (__DATA_CONST,__const) external _sys_errlist
00007ff802d857b0 (__TEXT,__const) external _sys_nerr
00007ff840085270 (__DATA_CONST,__const) external _sys_siglist
00007ff840085170 (__DATA_CONST,__const) external _sys_signame
00007ff802d10ebc (__TEXT,__text) external _sysconf
00007ff802d0a9b0 (__TEXT,__text) external _sysctl
00007ff802d0ab7a (__TEXT,__text) external _sysctlbyname
00007ff802d38fbe (__TEXT,__text) external _sysctlnametomib
                 (undefined) external _syslog$DARWIN_EXTSN (from libsystem_asl)
00007ff802d7efbb (__TEXT,__text) external _system
00007ff802d73e60 (__TEXT,__text) external _system$NOCANCEL
                 (undefined) external _task_set_special_port (from libsystem_kernel)
00007ff802d7ef98 (__TEXT,__text) external _tcdrain
00007ff802d592de (__TEXT,__text) external _tcdrain$NOCANCEL
00007ff802d5932b (__TEXT,__text) external _tcflow
00007ff802d592f1 (__TEXT,__text) external _tcflush
00007ff802d2bd34 (__TEXT,__text) external _tcgetattr
00007ff802d2a9ee (__TEXT,__text) external _tcgetpgrp
00007ff802d4852d (__TEXT,__text) external _tcgetsid
00007ff802d59276 (__TEXT,__text) external _tcsendbreak
00007ff802d39928 (__TEXT,__text) external _tcsetattr
00007ff802d398e8 (__TEXT,__text) external _tcsetpgrp
00007ff802d39d16 (__TEXT,__text) external _tdelete
00007ff802d8053b (__TEXT,__text) external _telldir
00007ff802d354c0 (__TEXT,__text) external _telldir$INODE64
00007ff802d66eec (__TEXT,__text) external _tempnam
00007ff843895f70 (__DATA,__bss) non-external _tf
00007ff802d39a95 (__TEXT,__text) external _tfind
00007ff802d41e59 (__TEXT,__text) external _thread_stack_async_pcs
00007ff802d13828 (__TEXT,__text) external _thread_stack_pcs
00007ff8436b96b0 (__DATA_DIRTY,__data) non-external _threadsafe
00007ff802d11cc2 (__TEXT,__text) external _time
00007ff802d1df92 (__TEXT,__text) non-external _time2
00007ff802d6ee8b (__TEXT,__text) external _time2posix
00007ff802d1dffd (__TEXT,__text) non-external _time2sub
00007ff802d2eaf2 (__TEXT,__text) external _timegm
00007ff802d6ee4c (__TEXT,__text) external _timelocal
00007ff802d6ee66 (__TEXT,__text) external _timeoff
00007ff802d5938c (__TEXT,__text) external _times
00007ff802d74824 (__TEXT,__text) external _timespec_get
00007ff802d0df0e (__TEXT,__text) non-external _timesub
00007ff8436bb240 (__DATA_DIRTY,__common) external _timezone
00007ff802d26162 (__TEXT,__text) external _timingsafe_bcmp
00007ff8438967f0 (__DATA,__bss) non-external _tm
00007ff802d39047 (__TEXT,__text) non-external _tmcomp
00007ff802d670d9 (__TEXT,__text) external _tmpfile
00007ff802d67203 (__TEXT,__text) external _tmpnam
00007ff8438967d0 (__DATA,__bss) non-external _tmpnam.tmpcount
00007ff8438967d8 (__DATA,__bss) non-external _tmpnam_buf
00007ff802d67299 (__TEXT,__text) non-external _tmpnam_buf_allocate
00007ff843894e00 (__DATA,__data) non-external _tmpnam_buf_control
00007ff802d857d8 (__TEXT,__const) non-external _tmundef
00007ff802d43ab5 (__TEXT,__text) external _toascii
00007ff802d34af5 (__TEXT,__text) external _tolower
00007ff802d44479 (__TEXT,__text) external _tolower_l
00007ff843896638 (__DATA,__bss) non-external _toprec
00007ff843896640 (__DATA,__bss) non-external _topreclen
00007ff802d43ac0 (__TEXT,__text) external _toupper
00007ff802d4449a (__TEXT,__text) external _toupper_l
00007ff802d5fe73 (__TEXT,__text) external _towctrans
00007ff802d5fde5 (__TEXT,__text) external _towctrans_l
00007ff802d448bf (__TEXT,__text) external _towlower
00007ff802d44dcc (__TEXT,__text) external _towlower_l
00007ff802d44905 (__TEXT,__text) external _towupper
00007ff802d44ded (__TEXT,__text) external _towupper_l
00007ff802d0d754 (__TEXT,__text) non-external _transtime
00007ff802d2277d (__TEXT,__text) non-external _tre_add_tag_left
00007ff802d7bbbb (__TEXT,__text) non-external _tre_add_tag_right
00007ff802d20ca2 (__TEXT,__text) non-external _tre_add_tags
00007ff802d20c65 (__TEXT,__text) external _tre_ast_new_catenation
00007ff802d20a88 (__TEXT,__text) external _tre_ast_new_iter
00007ff802d2087d (__TEXT,__text) external _tre_ast_new_literal
00007ff802d208af (__TEXT,__text) external _tre_ast_new_node
00007ff802d20a4e (__TEXT,__text) external _tre_ast_new_union
00007ff802d22ddc (__TEXT,__text) non-external _tre_ast_to_tnfa
00007ff802d1e7f8 (__TEXT,__text) external _tre_compile
00007ff802d7b408 (__TEXT,__text) non-external _tre_compute_npfl
00007ff802d3b5c3 (__TEXT,__text) non-external _tre_copy_ast
00007ff802d7aef0 (__TEXT,__text) non-external _tre_expand_ast
00007ff802d7e58c (__TEXT,__text) non-external _tre_expand_macro
00007ff802d276ce (__TEXT,__text) external _tre_fill_pmatch
00007ff802d278ee (__TEXT,__text) external _tre_free
00007ff840086020 (__DATA_CONST,__const) non-external _tre_macros
00007ff802d22e88 (__TEXT,__text) non-external _tre_make_trans
00007ff802d23284 (__TEXT,__text) non-external _tre_match
00007ff802d22827 (__TEXT,__text) non-external _tre_match_empty
00007ff802d2092f (__TEXT,__text) external _tre_mem_alloc_impl
00007ff802d231be (__TEXT,__text) external _tre_mem_destroy
00007ff802d1f06b (__TEXT,__text) external _tre_mem_new_impl
00007ff802d2264c (__TEXT,__text) non-external _tre_merge_branches
00007ff802d20bc5 (__TEXT,__text) non-external _tre_new_item
00007ff802d1f0a0 (__TEXT,__text) external _tre_parse
00007ff802d3b3fc (__TEXT,__text) non-external _tre_parse_bound
00007ff802d7e6a7 (__TEXT,__text) non-external _tre_parse_bracket_items
00007ff802d7e60b (__TEXT,__text) non-external _tre_parse_int
00007ff802d39b77 (__TEXT,__text) non-external _tre_reset_last_matched_branches
00007ff802d7ee69 (__TEXT,__text) non-external _tre_search_cnames
00007ff802d38b1a (__TEXT,__text) non-external _tre_set_empty
00007ff802d38b48 (__TEXT,__text) non-external _tre_set_one
00007ff802d229fb (__TEXT,__text) non-external _tre_set_union
00007ff802d23201 (__TEXT,__text) external _tre_stack_destroy
00007ff802d1eff6 (__TEXT,__text) external _tre_stack_new
00007ff802d7eefd (__TEXT,__text) external _tre_stack_num_items
00007ff802d20863 (__TEXT,__text) non-external (was a private external) _tre_stack_pop_int
00007ff802d20c4a (__TEXT,__text) non-external (was a private external) _tre_stack_pop_voidptr
00007ff802d207c8 (__TEXT,__text) non-external _tre_stack_push
00007ff802d207bc (__TEXT,__text) non-external (was a private external) _tre_stack_push_int
00007ff802d20a44 (__TEXT,__text) non-external (was a private external) _tre_stack_push_voidptr
00007ff802d7bc68 (__TEXT,__text) external _tre_tnfa_run_backtrack
00007ff802d23444 (__TEXT,__text) external _tre_tnfa_run_parallel
00007ff802d740b7 (__TEXT,__text) non-external _trecurse
00007ff802d633b6 (__TEXT,__text) non-external _tryflush
00007ff802d39af5 (__TEXT,__text) external _tsearch
00007ff802d348df (__TEXT,__text) external _ttyname
00007ff8436bb1f8 (__DATA_DIRTY,__bss) non-external _ttyname_init
00007ff8436bb200 (__DATA_DIRTY,__bss) non-external _ttyname_key
00007ff8436b96c0 (__DATA_DIRTY,__data) non-external _ttyname_lock
00007ff802d349ce (__TEXT,__text) external _ttyname_r
00007ff802d594ba (__TEXT,__text) external _ttyslot
00007ff802d74099 (__TEXT,__text) external _twalk
00007ff802d0d50c (__TEXT,__text) non-external _typesequiv
00007ff802d0c4cf (__TEXT,__text) non-external _tzload
00007ff8436b89c0 (__DATA_DIRTY,__data) external _tzname
00007ff802d0ce57 (__TEXT,__text) non-external _tzparse
00007ff802d1193d (__TEXT,__text) external _tzset
00007ff802d6ee20 (__TEXT,__text) external _tzsetwall
00007ff802d0c2dc (__TEXT,__text) non-external _tzsetwall_basic
00007ff802d594c2 (__TEXT,__text) external _ualarm
00007ff8438948d0 (__DATA,__data) non-external _uglue
00007ff802d59538 (__TEXT,__text) external _ulimit
                 (undefined) external _umask (from libsystem_kernel)
00007ff802d48731 (__TEXT,__text) external _umaskx_np
00007ff802d19b22 (__TEXT,__text) external _uname
00007ff802d86730 (__TEXT,__const) non-external _unbound_variable_str
00007ff802d3e455 (__TEXT,__text) non-external _underflow
00007ff802d2c1b7 (__TEXT,__text) external _ungetc
00007ff802d67331 (__TEXT,__text) external _ungetwc
00007ff802d67394 (__TEXT,__text) external _ungetwc_l
00007ff8438968d0 (__DATA,__bss) non-external _union_arg_queue
00007ff843895f20 (__DATA,__bss) non-external _unix2003_mode
                 (undefined) external _unlink (from libsystem_kernel)
00007ff802d2a8bd (__TEXT,__text) external _unlockpt
00007ff802d0ac36 (__TEXT,__text) external _unsetenv
00007ff802d59678 (__TEXT,__text) external _unvis
00007ff802d82c68 (__TEXT,__text) non-external _unvis.cold.1
00007ff802d82c8b (__TEXT,__text) non-external _unvis.cold.2
00007ff802d199f7 (__TEXT,__text) external _uselocale
00007ff802d12fd6 (__TEXT,__text) external _usleep
00007ff802d59de8 (__TEXT,__text) external _usleep$NOCANCEL
00007ff8436ba760 (__DATA_DIRTY,__bss) non-external _usual
00007ff8436b9980 (__DATA_DIRTY,__bss) non-external _usual_extra
00007ff802d59e23 (__TEXT,__text) external _utime
                 (undefined) external _utimes (from libsystem_kernel)
00007ff840084de0 (__DATA_CONST,__const) non-external _utmpx_types
00007ff802d79a48 (__TEXT,__text) external _utmpxname
00007ff802d0be32 (__TEXT,__text) external _uuid_clear
00007ff802d11a03 (__TEXT,__text) external _uuid_compare
00007ff802d0a923 (__TEXT,__text) external _uuid_copy
00007ff802d1809b (__TEXT,__text) external _uuid_generate
00007ff802d13cdd (__TEXT,__text) external _uuid_generate_random
00007ff802d4823d (__TEXT,__text) external _uuid_generate_time
00007ff8438965d0 (__DATA,__bss) non-external _uuid_generate_time.has_init
00007ff8438965c8 (__DATA,__bss) non-external _uuid_generate_time.node_id
00007ff802d17fb4 (__TEXT,__text) external _uuid_is_null
00007ff802d12a6e (__TEXT,__text) external _uuid_pack
00007ff802d1272f (__TEXT,__text) external _uuid_parse
00007ff802d11a9f (__TEXT,__text) external _uuid_unpack
00007ff802d17fd1 (__TEXT,__text) external _uuid_unparse
00007ff802d2f047 (__TEXT,__text) external _uuid_unparse_lower
00007ff802d11d33 (__TEXT,__text) external _uuid_unparse_upper
00007ff840085120 (__DATA_CONST,__const) non-external _validlist
00007ff802d05378 (__TEXT,__text) external _vasprintf
00007ff802d12fb7 (__TEXT,__text) external _vasprintf_l
00007ff802d370ed (__TEXT,__text) external _vasxprintf
00007ff802d47df2 (__TEXT,__text) external _vasxprintf_exec
00007ff802d34f85 (__TEXT,__text) external _vdprintf
00007ff802d34f67 (__TEXT,__text) external _vdprintf_l
00007ff802d475c6 (__TEXT,__text) external _vdxprintf
00007ff802d47e0c (__TEXT,__text) external _vdxprintf_exec
00007ff802d82775 (__TEXT,__text) external _verr
00007ff802d826a7 (__TEXT,__text) external _verrc
00007ff802d82875 (__TEXT,__text) external _verrx
00007ff802d485dc (__TEXT,__text) external _vfork
00007ff802d3a47a (__TEXT,__text) external _vfprintf
00007ff802d17ad0 (__TEXT,__text) external _vfprintf_l
00007ff802d67818 (__TEXT,__text) external _vfscanf
00007ff802d67894 (__TEXT,__text) external _vfscanf_l
00007ff802d6b838 (__TEXT,__text) external _vfwprintf
00007ff802d6794c (__TEXT,__text) external _vfwprintf_l
00007ff802d6bfd4 (__TEXT,__text) external _vfwscanf
00007ff802d6e024 (__TEXT,__text) external _vfwscanf_l
00007ff802d475dd (__TEXT,__text) external _vfxprintf
00007ff802d47e25 (__TEXT,__text) external _vfxprintf_exec
00007ff802d39e14 (__TEXT,__text) external _vis
                 (undefined) external _vm_allocate (from libsystem_kernel)
                 (undefined) external _vm_region_64 (from libsystem_kernel)
00007ff802d34d1a (__TEXT,__text) external _vprintf
00007ff802d6e0a0 (__TEXT,__text) external _vprintf_l
00007ff802d6e0bd (__TEXT,__text) external _vscanf
00007ff802d6e11f (__TEXT,__text) external _vscanf_l
00007ff802d0a0dd (__TEXT,__text) external _vsnprintf
00007ff802d1190e (__TEXT,__text) external _vsnprintf_l
00007ff802d11baf (__TEXT,__text) external _vsprintf
00007ff802d11bdd (__TEXT,__text) external _vsprintf_l
00007ff802d6e186 (__TEXT,__text) external _vsscanf
00007ff802d0e8b0 (__TEXT,__text) external _vsscanf_l
00007ff802d6e3d2 (__TEXT,__text) external _vswprintf
00007ff802d6e1b4 (__TEXT,__text) external _vswprintf_l
00007ff802d6e5d1 (__TEXT,__text) external _vswscanf
00007ff802d6e400 (__TEXT,__text) external _vswscanf_l
00007ff802d475f5 (__TEXT,__text) external _vsxprintf
00007ff802d47e3f (__TEXT,__text) external _vsxprintf_exec
00007ff802d82a6a (__TEXT,__text) external _vwarn
00007ff802d829c7 (__TEXT,__text) external _vwarnc
00007ff802d82bc5 (__TEXT,__text) external _vwarnx
00007ff802d6e5ff (__TEXT,__text) external _vwprintf
00007ff802d6e637 (__TEXT,__text) external _vwprintf_l
00007ff802d6e654 (__TEXT,__text) external _vwscanf
00007ff802d6e68c (__TEXT,__text) external _vwscanf_l
00007ff802d47623 (__TEXT,__text) external _vxprintf
00007ff802d47e6d (__TEXT,__text) external _vxprintf_exec
00007ff802d33ce0 (__TEXT,__text) external _wait
00007ff802d5a3bf (__TEXT,__text) external _wait$NOCANCEL
00007ff802d5a3d5 (__TEXT,__text) external _wait3
                 (undefined) external _wait4 (from libsystem_kernel)
00007ff802d2f7a6 (__TEXT,__text) external _waitpid
00007ff802d5a3ec (__TEXT,__text) external _waitpid$NOCANCEL
00007ff802d82910 (__TEXT,__text) external _warn
00007ff802d82a8d (__TEXT,__text) external _warnc
00007ff802d82b27 (__TEXT,__text) external _warnx
00007ff802d6f61b (__TEXT,__text) external _wcpcpy
00007ff802d6f641 (__TEXT,__text) external _wcpncpy
00007ff802d5e1b1 (__TEXT,__text) external _wcrtomb
00007ff802d2ef1c (__TEXT,__text) external _wcrtomb_l
00007ff802d6f72a (__TEXT,__text) external _wcscasecmp
00007ff802d6f6a0 (__TEXT,__text) external _wcscasecmp_l
00007ff802d6f752 (__TEXT,__text) external _wcscat
00007ff802d2bbe4 (__TEXT,__text) external _wcschr
00007ff802d6f781 (__TEXT,__text) external _wcscmp
00007ff802d6fc73 (__TEXT,__text) external _wcscoll
00007ff802d6f79d (__TEXT,__text) external _wcscoll_l
00007ff802d6fc9b (__TEXT,__text) external _wcscpy
00007ff802d708d4 (__TEXT,__text) external _wcscspn
00007ff802d70919 (__TEXT,__text) external _wcsdup
00007ff802d5e417 (__TEXT,__text) external _wcsftime
00007ff802d5e1f7 (__TEXT,__text) external _wcsftime_l
00007ff802d70963 (__TEXT,__text) external _wcslcat
00007ff802d709f8 (__TEXT,__text) external _wcslcpy
00007ff802d2b673 (__TEXT,__text) external _wcslen
00007ff802d70b2b (__TEXT,__text) external _wcsncasecmp
00007ff802d70a6d (__TEXT,__text) external _wcsncasecmp_l
00007ff802d70b53 (__TEXT,__text) external _wcsncat
00007ff802d70bba (__TEXT,__text) external _wcsncmp
00007ff802d70bea (__TEXT,__text) external _wcsncpy
00007ff802d70c3d (__TEXT,__text) external _wcsnlen
00007ff802d5e484 (__TEXT,__text) external _wcsnrtombs
00007ff802d5e43f (__TEXT,__text) external _wcsnrtombs_l
00007ff802d70c5b (__TEXT,__text) external _wcspbrk
00007ff802d70c9b (__TEXT,__text) external _wcsrchr
00007ff802d5e7b8 (__TEXT,__text) external _wcsrtombs
00007ff802d5e76d (__TEXT,__text) external _wcsrtombs_l
00007ff802d70cb3 (__TEXT,__text) external _wcsspn
00007ff802d70fae (__TEXT,__text) external _wcsstr
00007ff802d5ea81 (__TEXT,__text) external _wcstod
00007ff802d5e85d (__TEXT,__text) external _wcstod_l
00007ff802d5ecd4 (__TEXT,__text) external _wcstof
00007ff802d5eab0 (__TEXT,__text) external _wcstof_l
00007ff802d5eefc (__TEXT,__text) external _wcstoimax
00007ff802d5ed00 (__TEXT,__text) external _wcstoimax_l
00007ff802d7101a (__TEXT,__text) external _wcstok
00007ff802d5f120 (__TEXT,__text) external _wcstol
00007ff802d5ef24 (__TEXT,__text) external _wcstol_l
00007ff802d5f36c (__TEXT,__text) external _wcstold
00007ff802d5f150 (__TEXT,__text) external _wcstold_l
00007ff802d5f59c (__TEXT,__text) external _wcstoll
00007ff802d5f3a0 (__TEXT,__text) external _wcstoll_l
00007ff802d5f66f (__TEXT,__text) external _wcstombs
00007ff802d5f5c4 (__TEXT,__text) external _wcstombs_l
00007ff802d5f911 (__TEXT,__text) external _wcstoul
00007ff802d5f71f (__TEXT,__text) external _wcstoul_l
00007ff802d5fb2b (__TEXT,__text) external _wcstoull
00007ff802d5f939 (__TEXT,__text) external _wcstoull_l
00007ff802d5fd45 (__TEXT,__text) external _wcstoumax
00007ff802d5fb53 (__TEXT,__text) external _wcstoumax_l
00007ff802d71109 (__TEXT,__text) external _wcswidth
00007ff802d7108e (__TEXT,__text) external _wcswidth_l
00007ff802d7121c (__TEXT,__text) external _wcsxfrm
00007ff802d71131 (__TEXT,__text) external _wcsxfrm_l
00007ff802d3b234 (__TEXT,__text) external _wctob
00007ff802d3b25c (__TEXT,__text) external _wctob_l
00007ff802d2bc05 (__TEXT,__text) external _wctomb
00007ff802d5fd6d (__TEXT,__text) external _wctomb_l
00007ff802d5fe9b (__TEXT,__text) external _wctrans
00007ff802d5ff17 (__TEXT,__text) external _wctrans_l
00007ff802d60015 (__TEXT,__text) external _wctype
00007ff802d5ff21 (__TEXT,__text) external _wctype_l
00007ff8400854b0 (__DATA_CONST,__const) non-external _wctype_l.props
00007ff802d6003d (__TEXT,__text) external _wcwidth
00007ff802d600a9 (__TEXT,__text) external _wcwidth_l
00007ff802d7087e (__TEXT,__text) non-external _we_read_fully
00007ff802d865d0 (__TEXT,__const) non-external _wildabbr
00007ff802d71244 (__TEXT,__text) external _wmemchr
00007ff802d71264 (__TEXT,__text) external _wmemcmp
00007ff802d71292 (__TEXT,__text) external _wmemcpy
00007ff802d712a0 (__TEXT,__text) external _wmemmove
00007ff802d712ae (__TEXT,__text) external _wmemset
00007ff802d6edae (__TEXT,__text) non-external _wmemstream_close
00007ff802d6ecf2 (__TEXT,__text) non-external _wmemstream_seek
00007ff802d831e1 (__TEXT,__text) non-external _wmemstream_seek.cold.1
00007ff802d83204 (__TEXT,__text) non-external _wmemstream_seek.cold.2
00007ff802d6ead7 (__TEXT,__text) non-external _wmemstream_update
00007ff802d831c0 (__TEXT,__text) non-external _wmemstream_update.cold.1
00007ff802d6eb01 (__TEXT,__text) non-external _wmemstream_write
00007ff802d6fcb4 (__TEXT,__text) external _wordexp
00007ff802d70844 (__TEXT,__text) external _wordfree
00007ff802d6e6a9 (__TEXT,__text) external _wprintf
00007ff802d6e775 (__TEXT,__text) external _wprintf_l
                 (undefined) external _write$NOCANCEL (from libsystem_kernel)
                 (undefined) external _writev$NOCANCEL (from libsystem_kernel)
00007ff802d6e822 (__TEXT,__text) external _wscanf
00007ff802d6e8ee (__TEXT,__text) external _wscanf_l
00007ff843896058 (__DATA,__bss) non-external _wtmp_asl.0
00007ff843896060 (__DATA,__bss) non-external _wtmp_asl.1
00007ff843896068 (__DATA,__bss) non-external _wtmp_asl.2
00007ff843896070 (__DATA,__bss) non-external _wtmp_asl.3
00007ff843896071 (__DATA,__bss) non-external _wtmp_asl.4
00007ff843894c28 (__DATA,__data) non-external _wtmp_file.0
00007ff843896024 (__DATA,__bss) non-external _wtmp_file.1
00007ff843896028 (__DATA,__bss) non-external _wtmp_file.2
00007ff843896030 (__DATA,__bss) non-external _wtmp_file.3
00007ff843896038 (__DATA,__bss) non-external _wtmp_file.4
00007ff843896040 (__DATA,__bss) non-external _wtmp_file.5
00007ff843896048 (__DATA,__bss) non-external _wtmp_file.6
00007ff843896050 (__DATA,__bss) non-external _wtmp_file.7
00007ff843896020 (__DATA,__bss) non-external _wtmp_func.0
00007ff843894c10 (__DATA,__data) non-external _wtmp_func.1
00007ff843894c18 (__DATA,__data) non-external _wtmp_func.2
00007ff843894c20 (__DATA,__data) non-external _wtmp_func.3
00007ff802d428a5 (__TEXT,__text) external _wtmpxname
00007ff802d47515 (__TEXT,__text) external _xprintf
00007ff802d37912 (__TEXT,__text) non-external (was a private external) _xprintf_calloc
00007ff8438965b8 (__DATA,__bss) non-external _xprintf_domain_default
00007ff802d47d43 (__TEXT,__text) external _xprintf_exec
00007ff802d36fe0 (__TEXT,__text) non-external (was a private external) _xprintf_malloc
00007ff802d865fc (__TEXT,__const) non-external _year_lengths
00007ff843895f88 (__DATA,__bss) non-external _zapchar
00007ff802d863f0 (__TEXT,__const) non-external _zeroes
00007ff802d864f0 (__TEXT,__const) non-external _zeroes
00007ff843894eb0 (__DATA,__data) non-external _zeroes
00007ff802d3bb14 (__TEXT,__text) external mcount
