00007ff914dda0d5 (__TEXT,__text) non-external +[DDLog addLogger:]
00007ff914dd77f7 (__TEXT,__text) non-external ___45-[GCDAsyncSocket setupWriteTimerWithTimeout:]_block_invoke
00007ff914dcd833 (__TEXT,__text) non-external ___49-[GCDAsyncSocket setDelegateQueue:synchronously:]_block_invoke
00007ff914ddec83 (__TEXT,__text) non-external ___50-[DDFileLogger scheduleTimerToRollLogFileDueToAge]_block_invoke
00007ff914dd989f (__TEXT,__text) non-external ___50-[GCDAsyncSocket autoDisconnectOnClosedReadStream]_block_invoke
00007ff914dd1e16 (__TEXT,__text) non-external ___50-[GCDAsyncSocket disconnectAfterReadingAndWriting]_block_invoke
00007ff914dc9edd (__TEXT,__text) non-external ___51-[HTTPAsyncFileResponse openFileAndSetupReadSource]_block_invoke
00007ff914dca0bf (__TEXT,__text) non-external ___51-[HTTPAsyncFileResponse openFileAndSetupReadSource]_block_invoke.29
00007ff914de43a5 (__TEXT,__text) non-external ___51-[HTTPAsyncFileResponse openFileAndSetupReadSource]_block_invoke.29.cold.1
00007ff914de3f55 (__TEXT,__text) non-external ___51-[HTTPAsyncFileResponse openFileAndSetupReadSource]_block_invoke.cold.1
00007ff914de4002 (__TEXT,__text) non-external ___51-[HTTPAsyncFileResponse openFileAndSetupReadSource]_block_invoke.cold.2
00007ff914de40c5 (__TEXT,__text) non-external ___51-[HTTPAsyncFileResponse openFileAndSetupReadSource]_block_invoke.cold.3
00007ff914de4176 (__TEXT,__text) non-external ___51-[HTTPAsyncFileResponse openFileAndSetupReadSource]_block_invoke.cold.4
00007ff914de4235 (__TEXT,__text) non-external ___51-[HTTPAsyncFileResponse openFileAndSetupReadSource]_block_invoke.cold.5
00007ff914de42f4 (__TEXT,__text) non-external ___51-[HTTPAsyncFileResponse openFileAndSetupReadSource]_block_invoke.cold.6
00007ff914dd102d (__TEXT,__text) non-external ___53-[GCDAsyncSocket connectWithAddress4:address6:error:]_block_invoke
00007ff914dd116a (__TEXT,__text) non-external ___53-[GCDAsyncSocket connectWithAddress4:address6:error:]_block_invoke_2
00007ff914dd119c (__TEXT,__text) non-external ___53-[GCDAsyncSocket connectWithAddress4:address6:error:]_block_invoke_3
00007ff914dd993a (__TEXT,__text) non-external ___54-[GCDAsyncSocket setAutoDisconnectOnClosedReadStream:]_block_invoke
00007ff914dcdb17 (__TEXT,__text) non-external ___58-[GCDAsyncSocket setDelegate:delegateQueue:synchronously:]_block_invoke
00007ff914dd4afd (__TEXT,__text) non-external ___61-[GCDAsyncSocket progressOfReadReturningTag:bytesDone:total:]_block_invoke
00007ff914dd6a11 (__TEXT,__text) non-external ___62-[GCDAsyncSocket progressOfWriteReturningTag:bytesDone:total:]_block_invoke
00007ff914dd03f1 (__TEXT,__text) non-external ___66-[GCDAsyncSocket connectToAddress:viaInterface:withTimeout:error:]_block_invoke
00007ff914dd434b (__TEXT,__text) non-external ___66-[GCDAsyncSocket setupReadAndWriteSourcesForNewlyConnectedSocket:]_block_invoke
00007ff914dd442d (__TEXT,__text) non-external ___66-[GCDAsyncSocket setupReadAndWriteSourcesForNewlyConnectedSocket:]_block_invoke.421
00007ff914dd43ad (__TEXT,__text) non-external ___66-[GCDAsyncSocket setupReadAndWriteSourcesForNewlyConnectedSocket:]_block_invoke_2
00007ff914dd43e7 (__TEXT,__text) non-external ___66-[GCDAsyncSocket setupReadAndWriteSourcesForNewlyConnectedSocket:]_block_invoke_3
00007ff914dcfefd (__TEXT,__text) non-external ___70-[GCDAsyncSocket connectToHost:onPort:viaInterface:withTimeout:error:]_block_invoke
00007ff914dd00a5 (__TEXT,__text) non-external ___70-[GCDAsyncSocket connectToHost:onPort:viaInterface:withTimeout:error:]_block_invoke_2
00007ff914dd4794 (__TEXT,__text) non-external ___71-[GCDAsyncSocket readDataToLength:withTimeout:buffer:bufferOffset:tag:]_block_invoke
00007ff914dd4618 (__TEXT,__text) non-external ___72-[GCDAsyncSocket readDataWithTimeout:buffer:bufferOffset:maxLength:tag:]_block_invoke
00007ff914ddcd48 (__TEXT,__text) non-external ___74-[DDLogFileManagerDefault observeValueForKeyPath:ofObject:change:context:]_block_invoke
00007ff914dd49ae (__TEXT,__text) non-external ___79-[GCDAsyncSocket readDataToData:withTimeout:buffer:bufferOffset:maxLength:tag:]_block_invoke
00007ff914dce737 (__TEXT,__text) non-external ___80-[GCDAsyncSocket acceptOnIPv4Socket:IPv6Socket:unixSocket:interface:port:error:]_block_invoke
00007ff914dce913 (__TEXT,__text) non-external ___80-[GCDAsyncSocket acceptOnIPv4Socket:IPv6Socket:unixSocket:interface:port:error:]_block_invoke.163
00007ff914dcec6c (__TEXT,__text) non-external ___80-[GCDAsyncSocket acceptOnIPv4Socket:IPv6Socket:unixSocket:interface:port:error:]_block_invoke.197
00007ff914dcf49e (__TEXT,__text) non-external ___80-[GCDAsyncSocket acceptOnIPv4Socket:IPv6Socket:unixSocket:interface:port:error:]_block_invoke.230
00007ff914dcf430 (__TEXT,__text) non-external ___80-[GCDAsyncSocket acceptOnIPv4Socket:IPv6Socket:unixSocket:interface:port:error:]_block_invoke_2
00007ff914dcf4ab (__TEXT,__text) non-external ___80-[GCDAsyncSocket acceptOnIPv4Socket:IPv6Socket:unixSocket:interface:port:error:]_block_invoke_2.232
00007ff914dcf519 (__TEXT,__text) non-external ___80-[GCDAsyncSocket acceptOnIPv4Socket:IPv6Socket:unixSocket:interface:port:error:]_block_invoke_3
00007ff914dcf526 (__TEXT,__text) non-external ___80-[GCDAsyncSocket acceptOnIPv4Socket:IPv6Socket:unixSocket:interface:port:error:]_block_invoke_4
00007ff914dcf594 (__TEXT,__text) non-external ___80-[GCDAsyncSocket acceptOnIPv4Socket:IPv6Socket:unixSocket:interface:port:error:]_block_invoke_5
00007ff914dc6a7a (__TEXT,__text) non-external ___Block_byref_object_copy_
00007ff914dcd4eb (__TEXT,__text) non-external ___Block_byref_object_copy_
00007ff914ddbd9c (__TEXT,__text) non-external ___Block_byref_object_copy_
00007ff914dc6a90 (__TEXT,__text) non-external ___Block_byref_object_dispose_
00007ff914dcd501 (__TEXT,__text) non-external ___Block_byref_object_dispose_
00007ff914ddbdb2 (__TEXT,__text) non-external ___Block_byref_object_dispose_
                 (undefined) external ___CFConstantStringClassReference (from CoreFoundation)
                 (undefined) external ___assert_rtn (from libSystem)
00007ff941cbd6a8 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e18_i16?0"NSString"8l
00007ff941cbd068 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e5_v8?0l
00007ff941cbd2a8 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_36_e5_v8?0l
00007ff941cbd558 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32bs_e5_v8?0l
00007ff941cbd0a8 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e5_v8?0l
00007ff941cbd278 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8__e5_v8?0l
00007ff941cbd248 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_41_e8_32s_e5_v8?0l
00007ff941cbd1b8 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_42_e8_32s_e5_v8?0l
00007ff941cbd5b8 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_44_e8_32r_e5_v8?0l
00007ff941cbd1e8 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_44_e8_32s_e5_v8?0l
00007ff941cbd750 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40bs_e5_v8?0l
00007ff941cbd3b8 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40r_e11_c16?0i8i12l
00007ff941cbd388 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40r_e19_i20?0i8"NSData"12l
00007ff941cbd0d8 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40r_e5_v8?0l
00007ff941cbd158 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40s_e5_v8?0l
00007ff941cbd678 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s_e5_v8?0l
00007ff941cbd188 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s_e5_v8?0lu40l8
00007ff941cbd720 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_40s_e5_v8?0l
00007ff941cbd3e8 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_52_e8_32s40s_e5_v8?0l
00007ff941cbd478 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_54_e8_32s40s_e5_v8?0l
00007ff941cbd218 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_56_e8_32s40r48r_e5_v8?0l
00007ff941cbd358 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_56_e8_32s40s48s_e5_v8?0l
00007ff941cbd128 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_56_e8_32s40s_e5_v8?0l
00007ff941cbd2c8 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_56_e8_32s_e5_v8?0l
00007ff941cbd508 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_60_e8_32s40s48s_e5_v8?0l
00007ff941cbd448 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_61_e8_32s40s48s_e5_v8?0l
00007ff941cbd6e8 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_64_e8_32s40s48r_e5_v8?0l
00007ff941cbd648 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_64_e8_32s40s48s56s_e5_v8?0l
00007ff941cbd618 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_64_e8_32s40s_e5_v8?0l
00007ff941cbd588 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_66_e8_32s40s48s56bs_e5_v8?0l
00007ff941cbd5e8 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_72_e8_32s40r_e5_v8?0l
00007ff941cbd4d8 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_80_e8_32s40s48s56r64r_e5_v8?0l
00007ff941cbd4a8 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_82_e8_32s40s48s56r64r_e5_v8?0l
00007ff941cbd418 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_94_e8_32s40bs48s56bs64r72r_e5_v8?0l
00007ff941cbd088 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff941cbd538 (__DATA_CONST,__const) non-external ___block_literal_global.303
00007ff941cbd108 (__DATA_CONST,__const) non-external ___block_literal_global.401
00007ff941cbd6c8 (__DATA_CONST,__const) non-external ___block_literal_global.581
00007ff914dc93a5 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_
00007ff914dd154e (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32b
00007ff914dd4403 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32r
00007ff914dbe465 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s
00007ff914ddc0da (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40b
00007ff914dcf5a1 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40b48s56b64r72r
00007ff914dbe5c0 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40r
00007ff914dc848b (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40r48r
00007ff914dc556e (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s
00007ff914dd9785 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s48r
00007ff914dcdb48 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s48s
00007ff914dd1565 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s48s56b
00007ff914dd00e0 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s48s56r64r
00007ff914dd629f (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s48s56s
00007ff914dda19b (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_40s
00007ff914dc93ab (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_
00007ff914dd441a (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32r
00007ff914dbe474 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s
00007ff914dbe5f0 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40r
00007ff914dc84cd (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40r48r
00007ff914dcd624 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s
00007ff914dd97c9 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s48r
00007ff914dcdb74 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s48s
00007ff914dd013d (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s48s56r64r
00007ff914dd15b0 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s48s56s
00007ff914dcf61b (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s48s56s64r72r
00007ff914dda1aa (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_40s
                 (undefined) external ___error (from libSystem)
                 (undefined) external ___objc_personality_v0 (from libobjc)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external __dispatch_source_type_read (from libSystem)
                 (undefined) external __dispatch_source_type_timer (from libSystem)
                 (undefined) external __dispatch_source_type_write (from libSystem)
                 (undefined) external __objc_empty_cache (from libobjc)
                 (undefined) external __os_log_debug_impl (from libSystem)
                 (undefined) external __os_log_error_impl (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
                 (undefined) external _accept (from libSystem)
                 (undefined) external _bind (from libSystem)
00007ff943af9420 (__DATA,__bss) non-external _bonjourThread
                 (undefined) external _class_getClassMethod (from libobjc)
                 (undefined) external _close (from libSystem)
                 (undefined) external _connect (from libSystem)
00007ff943af9400 (__DATA,__bss) non-external _dateAsString:.df
00007ff943af9408 (__DATA,__bss) non-external _dateAsString:.onceToken
00007ff914ddb947 (__TEXT,__text) non-external _dd_str_copy
                 (undefined) external _dispatch_after (from libSystem)
                 (undefined) external _dispatch_async (from libSystem)
                 (undefined) external _dispatch_get_current_queue (from libSystem)
                 (undefined) external _dispatch_get_global_queue (from libSystem)
                 (undefined) external _dispatch_get_specific (from libSystem)
                 (undefined) external _dispatch_group_async (from libSystem)
                 (undefined) external _dispatch_group_create (from libSystem)
                 (undefined) external _dispatch_group_wait (from libSystem)
                 (undefined) external _dispatch_once (from libSystem)
                 (undefined) external _dispatch_queue_create (from libSystem)
                 (undefined) external _dispatch_queue_get_label (from libSystem)
                 (undefined) external _dispatch_queue_set_specific (from libSystem)
                 (undefined) external _dispatch_resume (from libSystem)
                 (undefined) external _dispatch_source_cancel (from libSystem)
                 (undefined) external _dispatch_source_create (from libSystem)
                 (undefined) external _dispatch_source_get_data (from libSystem)
                 (undefined) external _dispatch_source_set_cancel_handler (from libSystem)
                 (undefined) external _dispatch_source_set_event_handler (from libSystem)
                 (undefined) external _dispatch_source_set_timer (from libSystem)
                 (undefined) external _dispatch_suspend (from libSystem)
                 (undefined) external _dispatch_sync (from libSystem)
                 (undefined) external _dispatch_time (from libSystem)
00007ff914de8ef0 (__TEXT,__const) non-external _encodingTable
                 (undefined) external _fcntl (from libSystem)
                 (undefined) external _free (from libSystem)
                 (undefined) external _freeaddrinfo (from libSystem)
                 (undefined) external _freeifaddrs (from libSystem)
00007ff9429bdda0 (__DATA_DIRTY,__bss) non-external _gConnectionQueue
00007ff943af9410 (__DATA,__bss) non-external _gConnectionQueueIndex
00007ff9429be1a0 (__DATA_DIRTY,__bss) non-external _gIsOnConnectionQueueKey
                 (undefined) external _gai_strerror (from libSystem)
                 (undefined) external _getaddrinfo (from libSystem)
                 (undefined) external _getifaddrs (from libSystem)
                 (undefined) external _getpeername (from libSystem)
                 (undefined) external _getpid (from libSystem)
                 (undefined) external _getsockname (from libSystem)
                 (undefined) external _getsockopt (from libSystem)
                 (undefined) external _getxattr (from libSystem)
00007ff9429bdd90 (__DATA_DIRTY,__bss) non-external _headerFieldSeparators
                 (undefined) external _host_info (from libSystem)
00007ff9429bdd78 (__DATA_DIRTY,__bss) non-external _httpOsLogHandle
00007ff9429be5a0 (__DATA_DIRTY,__bss) non-external _httpOsLogHandle
00007ff9429be5b0 (__DATA_DIRTY,__bss) non-external _httpOsLogHandle
00007ff9429be5b8 (__DATA_DIRTY,__bss) non-external _httpOsLogHandle
00007ff9429be5c0 (__DATA_DIRTY,__bss) non-external _httpOsLogHandle
00007ff9429be5c8 (__DATA_DIRTY,__bss) non-external _httpOsLogHandle
00007ff9429be5d0 (__DATA_DIRTY,__bss) non-external _httpOsLogHandle
00007ff9429be5d8 (__DATA_DIRTY,__bss) non-external _httpOsLogHandle
                 (undefined) external _in6addr_any (from libSystem)
                 (undefined) external _in6addr_loopback (from libSystem)
                 (undefined) external _inet_ntop (from libSystem)
00007ff943af9428 (__DATA,__bss) non-external _initialize.initialized
00007ff943af9450 (__DATA,__bss) non-external _initialize.initialized
00007ff9429bdd70 (__DATA_DIRTY,__bss) non-external _initialize.onceToken
                 (undefined) external _kCFAllocatorDefault (from CoreFoundation)
                 (undefined) external _kCFHTTPVersion1_0 (from CFNetwork)
                 (undefined) external _kCFHTTPVersion1_1 (from CFNetwork)
                 (undefined) external _kCFStreamSSLCertificates (from CFNetwork)
                 (undefined) external _kCFStreamSSLIsServer (from CFNetwork)
                 (undefined) external _kCFStreamSSLLevel (from CFNetwork)
                 (undefined) external _kCFStreamSSLPeerName (from CFNetwork)
                 (undefined) external _kCFStreamSSLValidatesCertificateChain (from CFNetwork)
                 (undefined) external _kCFStreamSocketSecurityLevelNegotiatedSSL (from CoreFoundation)
                 (undefined) external _kCFStreamSocketSecurityLevelSSLv3 (from CoreFoundation)
                 (undefined) external _kCFStreamSocketSecurityLevelTLSv1 (from CoreFoundation)
                 (undefined) external _listen (from libSystem)
00007ff943af9430 (__DATA,__bss) non-external _loggers
00007ff943af9440 (__DATA,__bss) non-external _loggingGroup
00007ff943af9438 (__DATA,__bss) non-external _loggingQueue
                 (undefined) external _lseek (from libSystem)
                 (undefined) external _mach_host_self (from libSystem)
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
00007ff943af9448 (__DATA,__bss) non-external _numProcessors
                 (undefined) external _objc_alloc (from libobjc)
                 (undefined) external _objc_alloc_init (from libobjc)
                 (undefined) external _objc_autorelease (from libobjc)
                 (undefined) external _objc_autoreleasePoolPop (from libobjc)
                 (undefined) external _objc_autoreleasePoolPush (from libobjc)
                 (undefined) external _objc_autoreleaseReturnValue (from libobjc)
                 (undefined) external _objc_begin_catch (from libobjc)
                 (undefined) external _objc_destroyWeak (from libobjc)
                 (undefined) external _objc_end_catch (from libobjc)
                 (undefined) external _objc_enumerationMutation (from libobjc)
                 (undefined) external _objc_exception_rethrow (from libobjc)
                 (undefined) external _objc_getClassList (from libobjc)
                 (undefined) external _objc_getProperty (from libobjc)
                 (undefined) external _objc_loadWeakRetained (from libobjc)
                 (undefined) external _objc_msgSend (from libobjc)
                 (undefined) external _objc_msgSendSuper2 (from libobjc)
                 (undefined) external _objc_opt_class (from libobjc)
                 (undefined) external _objc_opt_isKindOfClass (from libobjc)
                 (undefined) external _objc_opt_respondsToSelector (from libobjc)
                 (undefined) external _objc_opt_self (from libobjc)
                 (undefined) external _objc_release (from libobjc)
                 (undefined) external _objc_retain (from libobjc)
                 (undefined) external _objc_retainAutorelease (from libobjc)
                 (undefined) external _objc_retainAutoreleaseReturnValue (from libobjc)
                 (undefined) external _objc_retainAutoreleasedReturnValue (from libobjc)
                 (undefined) external _objc_retainBlock (from libobjc)
                 (undefined) external _objc_setProperty_atomic (from libobjc)
                 (undefined) external _objc_storeStrong (from libobjc)
                 (undefined) external _objc_storeWeak (from libobjc)
                 (undefined) external _objc_unsafeClaimAutoreleasedReturnValue (from libobjc)
                 (undefined) external _open (from libSystem)
                 (undefined) external _os_log_create (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _poll (from libSystem)
                 (undefined) external _pthread_mach_thread_np (from libSystem)
                 (undefined) external _pthread_self (from libSystem)
                 (undefined) external _read (from libSystem)
                 (undefined) external _realloc (from libSystem)
                 (undefined) external _reallocf (from libSystem)
00007ff9429bdd80 (__DATA_DIRTY,__bss) non-external _recentNonceQueue
00007ff9429bdd88 (__DATA_DIRTY,__bss) non-external _recentNonces
                 (undefined) external _removexattr (from libSystem)
                 (undefined) external _sendfile (from libSystem)
                 (undefined) external _setsockopt (from libSystem)
                 (undefined) external _setxattr (from libSystem)
00007ff943af9458 (__DATA,__bss) non-external _sharedInstance
                 (undefined) external _snprintf (from libSystem)
                 (undefined) external _socket (from libSystem)
00007ff943af9418 (__DATA,__bss) non-external _startBonjourThreadIfNeeded.predicate
                 (undefined) external _strcmp (from libSystem)
                 (undefined) external _strerror (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncpy (from libSystem)
                 (undefined) external _strtol (from libSystem)
                 (undefined) external _strtoll (from libSystem)
                 (undefined) external _strtoul (from libSystem)
                 (undefined) external _strtoull (from libSystem)
                 (undefined) external _write (from libSystem)
                 (undefined) external _writev (from libSystem)
