00007fff26d9b5e0 (__TEXT,__const) non-external _A1_Table
00007fff26738060 (__TEXT,__text) non-external ___vRotate_90_Planar_Float_270Degree_block_invoke_4
00007fff26736650 (__TEXT,__text) non-external ___vRotate_90_Planar_Float_90Degree_block_invoke
00007fff26736930 (__TEXT,__text) non-external ___vRotate_90_Planar_Float_90Degree_block_invoke_2
00007fff26736c10 (__TEXT,__text) non-external ___vRotate_90_Planar_Float_90Degree_block_invoke_3
00007fff26737030 (__TEXT,__text) non-external ___vRotate_90_Planar_Float_90Degree_block_invoke_4
00007fff268adf40 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_0Degree_block_invoke
00007fff269b7fc0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_0Degree_block_invoke
00007fff26adc1b0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_0Degree_block_invoke
00007fff26be2220 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_0Degree_block_invoke
00007fff26d07ec0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_0Degree_block_invoke
00007fff268ae010 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_0Degree_block_invoke_2
00007fff269b8090 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_0Degree_block_invoke_2
00007fff26adc280 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_0Degree_block_invoke_2
00007fff26be22f0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_0Degree_block_invoke_2
00007fff26d07f90 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_0Degree_block_invoke_2
00007fff268ae0e0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_0Degree_block_invoke_3
00007fff269b8160 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_0Degree_block_invoke_3
00007fff26adc350 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_0Degree_block_invoke_3
00007fff26be23c0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_0Degree_block_invoke_3
00007fff26d08060 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_0Degree_block_invoke_3
00007fff268ae1c0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_0Degree_block_invoke_4
00007fff269b8240 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_0Degree_block_invoke_4
00007fff26adc430 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_0Degree_block_invoke_4
00007fff26be24a0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_0Degree_block_invoke_4
00007fff26d08140 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_0Degree_block_invoke_4
00007fff268af8e0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_180Degree_block_invoke
00007fff269b9980 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_180Degree_block_invoke
00007fff26addb50 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_180Degree_block_invoke
00007fff26be3c00 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_180Degree_block_invoke
00007fff26d09880 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_180Degree_block_invoke
00007fff268afc50 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_180Degree_block_invoke_2
00007fff269b9d60 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_180Degree_block_invoke_2
00007fff26addec0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_180Degree_block_invoke_2
00007fff26be3f20 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_180Degree_block_invoke_2
00007fff26d09c80 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_180Degree_block_invoke_2
00007fff268affc0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_180Degree_block_invoke_3
00007fff269ba140 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_180Degree_block_invoke_3
00007fff26ade230 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_180Degree_block_invoke_3
00007fff26be4240 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_180Degree_block_invoke_3
00007fff26d0a080 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_180Degree_block_invoke_3
00007fff268b0350 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_180Degree_block_invoke_4
00007fff269ba540 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_180Degree_block_invoke_4
00007fff26ade5c0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_180Degree_block_invoke_4
00007fff26be45a0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_180Degree_block_invoke_4
00007fff26d0a4c0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_180Degree_block_invoke_4
00007fff268b06e0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_270Degree_block_invoke
00007fff269ba940 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_270Degree_block_invoke
00007fff26ade950 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_270Degree_block_invoke
00007fff26be4900 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_270Degree_block_invoke
00007fff26d0a900 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_270Degree_block_invoke
00007fff268b1ba0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_270Degree_block_invoke_2
00007fff269bbdf0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_270Degree_block_invoke_2
00007fff26adfe10 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_270Degree_block_invoke_2
00007fff26be5dc0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_270Degree_block_invoke_2
00007fff26d0bdd0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_270Degree_block_invoke_2
00007fff268b1c30 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_270Degree_block_invoke_3
00007fff269bbe90 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_270Degree_block_invoke_3
00007fff26adfea0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_270Degree_block_invoke_3
00007fff26be5e60 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_270Degree_block_invoke_3
00007fff26d0be70 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_270Degree_block_invoke_3
00007fff268b1cc0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_270Degree_block_invoke_4
00007fff269bbf20 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_270Degree_block_invoke_4
00007fff26adff30 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_270Degree_block_invoke_4
00007fff26be5ef0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_270Degree_block_invoke_4
00007fff26d0bf00 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_270Degree_block_invoke_4
00007fff268ae280 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_90Degree_block_invoke
00007fff269b8300 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_90Degree_block_invoke
00007fff26adc4f0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_90Degree_block_invoke
00007fff26be2560 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_90Degree_block_invoke
00007fff26d08200 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_90Degree_block_invoke
00007fff268af740 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_90Degree_block_invoke_2
00007fff269b97e0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_90Degree_block_invoke_2
00007fff26add9b0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_90Degree_block_invoke_2
00007fff26be3a60 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_90Degree_block_invoke_2
00007fff26d096e0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_90Degree_block_invoke_2
00007fff268af7d0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_90Degree_block_invoke_3
00007fff269b9870 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_90Degree_block_invoke_3
00007fff26adda40 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_90Degree_block_invoke_3
00007fff26be3af0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_90Degree_block_invoke_3
00007fff26d09770 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_90Degree_block_invoke_3
00007fff268af850 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_90Degree_block_invoke_4
00007fff269b98f0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_90Degree_block_invoke_4
00007fff26addac0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_90Degree_block_invoke_4
00007fff26be3b70 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_90Degree_block_invoke_4
00007fff26d097f0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_90Degree_block_invoke_4
00007fff268ab060 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_0Degree_block_invoke
00007fff269b4c80 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_0Degree_block_invoke
00007fff26ad92d0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_0Degree_block_invoke
00007fff26bdf3a0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_0Degree_block_invoke
00007fff26d04f10 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_0Degree_block_invoke
00007fff268ab120 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_0Degree_block_invoke_2
00007fff269b4d40 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_0Degree_block_invoke_2
00007fff26ad9390 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_0Degree_block_invoke_2
00007fff26bdf460 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_0Degree_block_invoke_2
00007fff26d04fd0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_0Degree_block_invoke_2
00007fff268ab1e0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_0Degree_block_invoke_3
00007fff269b4e00 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_0Degree_block_invoke_3
00007fff26ad9450 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_0Degree_block_invoke_3
00007fff26bdf520 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_0Degree_block_invoke_3
00007fff26d05090 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_0Degree_block_invoke_3
00007fff268ab2b0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_0Degree_block_invoke_4
00007fff269b4ed0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_0Degree_block_invoke_4
00007fff26ad9520 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_0Degree_block_invoke_4
00007fff26bdf5f0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_0Degree_block_invoke_4
00007fff26d05160 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_0Degree_block_invoke_4
00007fff268ac2b0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_180Degree_block_invoke
00007fff269b5ec0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_180Degree_block_invoke
00007fff26ada520 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_180Degree_block_invoke
00007fff26be05f0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_180Degree_block_invoke
00007fff26d06160 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_180Degree_block_invoke
00007fff268ac600 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_180Degree_block_invoke_2
00007fff269b6330 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_180Degree_block_invoke_2
00007fff26ada870 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_180Degree_block_invoke_2
00007fff26be0930 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_180Degree_block_invoke_2
00007fff26d06500 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_180Degree_block_invoke_2
00007fff268ac950 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_180Degree_block_invoke_3
00007fff269b67a0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_180Degree_block_invoke_3
00007fff26adabc0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_180Degree_block_invoke_3
00007fff26be0c70 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_180Degree_block_invoke_3
00007fff26d068a0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_180Degree_block_invoke_3
00007fff268accd0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_180Degree_block_invoke_4
00007fff269b6c40 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_180Degree_block_invoke_4
00007fff26adaf40 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_180Degree_block_invoke_4
00007fff26be0ff0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_180Degree_block_invoke_4
00007fff26d06c50 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_180Degree_block_invoke_4
00007fff268ad050 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_270Degree_block_invoke
00007fff269b70e0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_270Degree_block_invoke
00007fff26adb2c0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_270Degree_block_invoke
00007fff26be1370 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_270Degree_block_invoke
00007fff26d07000 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_270Degree_block_invoke
00007fff268add90 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_270Degree_block_invoke_2
00007fff269b7e00 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_270Degree_block_invoke_2
00007fff26adc000 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_270Degree_block_invoke_2
00007fff26be2060 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_270Degree_block_invoke_2
00007fff26d07d00 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_270Degree_block_invoke_2
00007fff268ade20 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_270Degree_block_invoke_3
00007fff269b7ea0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_270Degree_block_invoke_3
00007fff26adc090 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_270Degree_block_invoke_3
00007fff26be2100 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_270Degree_block_invoke_3
00007fff26d07da0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_270Degree_block_invoke_3
00007fff268adeb0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_270Degree_block_invoke_4
00007fff269b7f30 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_270Degree_block_invoke_4
00007fff26adc120 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_270Degree_block_invoke_4
00007fff26be2190 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_270Degree_block_invoke_4
00007fff26d07e30 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_270Degree_block_invoke_4
00007fff268ab380 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_90Degree_block_invoke
00007fff269b4fa0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_90Degree_block_invoke
00007fff26ad95f0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_90Degree_block_invoke
00007fff26bdf6c0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_90Degree_block_invoke
00007fff26d05230 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_90Degree_block_invoke
00007fff268ac130 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_90Degree_block_invoke_2
00007fff269b5d30 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_90Degree_block_invoke_2
00007fff26ada3a0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_90Degree_block_invoke_2
00007fff26be0460 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_90Degree_block_invoke_2
00007fff26d05fd0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_90Degree_block_invoke_2
00007fff268ac1b0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_90Degree_block_invoke_3
00007fff269b5dc0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_90Degree_block_invoke_3
00007fff26ada420 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_90Degree_block_invoke_3
00007fff26be04f0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_90Degree_block_invoke_3
00007fff26d06060 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_90Degree_block_invoke_3
00007fff268ac230 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_90Degree_block_invoke_4
00007fff269b5e40 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_90Degree_block_invoke_4
00007fff26ada4a0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_90Degree_block_invoke_4
00007fff26be0570 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_90Degree_block_invoke_4
00007fff26d060e0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_90Degree_block_invoke_4
00007fff265648a0 (__TEXT,__text) non-external ___vSelectChannels_ARGB8888_block_invoke
00007fff26531370 (__TEXT,__text) non-external ___vSelectChannels_ARGBFFFF_AVX_block_invoke
00007fff26565480 (__TEXT,__text) non-external ___vSelectChannels_ARGBFFFF_block_invoke
00007fff80c197a8 (__DATA,__data) non-external __dyld_private
00007fff26da0b50 (__TEXT,__const) non-external (was a private external) __kvImageConstDecodeArray0
00007fff26da0b20 (__TEXT,__const) non-external (was a private external) __kvImageDecodeArray_16Q12Format
00007fff80c1a4d0 (__DATA,__bss) non-external __kvImageTempBuffer_Legacy
00007fff26da09c4 (__TEXT,__const) non-external (was a private external) __kvImage_ARGBToYpCbCrMatrix_ITU_R_2020_NCL_0
00007fff26da0984 (__TEXT,__const) non-external (was a private external) __kvImage_ARGBToYpCbCrMatrix_ITU_R_601_4
00007fff26da09a4 (__TEXT,__const) non-external (was a private external) __kvImage_ARGBToYpCbCrMatrix_ITU_R_709_2
00007fff26da0970 (__TEXT,__const) non-external (was a private external) __kvImage_YpCbCrToARGBMatrix_ITU_R_2020_NCL_0
00007fff26da0948 (__TEXT,__const) non-external (was a private external) __kvImage_YpCbCrToARGBMatrix_ITU_R_601_4
00007fff26da095c (__TEXT,__const) non-external (was a private external) __kvImage_YpCbCrToARGBMatrix_ITU_R_709_2
00007fff265533d0 (__TEXT,__text) non-external __vImageConvert_ARGB16Q12ToXRGB2101010
00007fff26d99834 (__TEXT,__const) non-external __vImageConvert_ARGB16Q12ToXRGB2101010.identityMap
00007fff80c1a140 (__DATA,__bss) non-external __vImageConvert_ARGB16Q12ToXRGB2101010.vConvert_ARGB16Q12ToARGB2101010
00007fff80c1a148 (__DATA,__bss) non-external __vImageConvert_ARGB16Q12ToXRGB2101010.vConvert_ARGB16Q12ToXRGB2101010
00007fff26552b00 (__TEXT,__text) non-external __vImageConvert_ARGB16UToXRGB2101010
00007fff26d9982c (__TEXT,__const) non-external __vImageConvert_ARGB16UToXRGB2101010.identityMap
00007fff80c1a120 (__DATA,__bss) non-external __vImageConvert_ARGB16UToXRGB2101010.vConvert_ARGB16UToARGB2101010
00007fff80c1a128 (__DATA,__bss) non-external __vImageConvert_ARGB16UToXRGB2101010.vConvert_ARGB16UToXRGB2101010
00007fff26552230 (__TEXT,__text) non-external __vImageConvert_ARGB8888ToXRGB2101010
00007fff26d99824 (__TEXT,__const) non-external __vImageConvert_ARGB8888ToXRGB2101010.identityMap
00007fff80c1a100 (__DATA,__bss) non-external __vImageConvert_ARGB8888ToXRGB2101010.vConvert_ARGB8888ToARGB2101010
00007fff80c1a108 (__DATA,__bss) non-external __vImageConvert_ARGB8888ToXRGB2101010.vConvert_ARGB8888ToXRGB2101010
00007fff26553cd0 (__TEXT,__text) non-external __vImageConvert_ARGBFFFFToXRGB2101010
00007fff26d9983c (__TEXT,__const) non-external __vImageConvert_ARGBFFFFToXRGB2101010.identityMap
00007fff80c1a160 (__DATA,__bss) non-external __vImageConvert_ARGBFFFFToXRGB2101010.vConvert_ARGBFFFFToARGB2101010
00007fff80c1a168 (__DATA,__bss) non-external __vImageConvert_ARGBFFFFToXRGB2101010.vConvert_ARGBFFFFToXRGB2101010
00007fff26554140 (__TEXT,__text) non-external __vImageConvert_XRGB2101010ToARGB16F
00007fff26d99840 (__TEXT,__const) non-external __vImageConvert_XRGB2101010ToARGB16F.identityMap
00007fff80c1a170 (__DATA,__bss) non-external __vImageConvert_XRGB2101010ToARGB16F.vConvert_ARGB2101010ToARGB16F
00007fff80c1a178 (__DATA,__bss) non-external __vImageConvert_XRGB2101010ToARGB16F.vConvert_XRGB2101010ToARGB16F
