00007ff80983c0d0 (__TEXT,__const) non-external _A1_Table
00007ff8090650f0 (__TEXT,__text) non-external (was a private external) _PremultiplyData_RGBA16U
00007ff808d61c00 (__TEXT,__text) non-external (was a private external) _PremultiplyData_RGBA8888
00007ff8090651a0 (__TEXT,__text) non-external (was a private external) _PremultiplyData_RGBAFFFF
00007ff80905d090 (__TEXT,__text) non-external _PrintBufferOrderNames
00007ff840c90660 (__DATA_CONST,__const) non-external _PrintBufferOrderNames.kBufferOrderNames_Base
00007ff80907a1f0 (__TEXT,__text) non-external _RGB16UtoPlanar16U
00007ff80907a0f0 (__TEXT,__text) non-external _RGB888toPlanar16Q12
00007ff808d82660 (__TEXT,__text) non-external _RGB888toPlanar8
00007ff808d58fa0 (__TEXT,__text) non-external _RGBFFFtoPlanarF
00007ff808ed2ff0 (__TEXT,__text) non-external (was a private external) _ReadTileRow_ARGB8888
00007ff808ed38c0 (__TEXT,__text) non-external (was a private external) _ReadTileRow_ARGB8888_MNI
00007ff808d54930 (__TEXT,__text) non-external (was a private external) _ReduceToCoreFormats
00007ff809065540 (__TEXT,__text) non-external (was a private external) _RemoveAlpha_Chunky16UAlphaFirst
00007ff809065520 (__TEXT,__text) non-external (was a private external) _RemoveAlpha_Chunky16UAlphaLast
00007ff8090654e0 (__TEXT,__text) non-external (was a private external) _RemoveAlpha_Chunky8AlphaFirst
00007ff8090654c0 (__TEXT,__text) non-external (was a private external) _RemoveAlpha_Chunky8AlphaLast
00007ff8090655a0 (__TEXT,__text) non-external (was a private external) _RemoveAlpha_ChunkyFAlphaFirst
00007ff809065580 (__TEXT,__text) non-external (was a private external) _RemoveAlpha_ChunkyFAlphaLast
00007ff808d55d30 (__TEXT,__text) non-external _ResolveDecodeArrays
00007ff809074610 (__TEXT,__text) non-external _ResolveDecodeArrays_version1
00007ff808d63c60 (__TEXT,__text) non-external _RowDecodeY00
00007ff808dddf90 (__TEXT,__text) non-external _RowDecodeYCC
00007ff808dddab0 (__TEXT,__text) non-external _RowEncodeY00
00007ff808dddc90 (__TEXT,__text) non-external _RowEncodeYCC
00007ff808dcc360 (__TEXT,__text) non-external _SepConvolve16F_GCDWork
00007ff808dcd980 (__TEXT,__text) non-external _SepConvolve16U_GCDWork
00007ff808dcf4d0 (__TEXT,__text) non-external _SepConvolve8888_GCDWork
00007ff808dcce60 (__TEXT,__text) non-external _SepConvolve8_GCDWork
00007ff808dce4c0 (__TEXT,__text) non-external _SepConvolve8to16_GCDWork
00007ff808dcb840 (__TEXT,__text) non-external _SepConvolveF_GCDWork
00007ff808dcb790 (__TEXT,__text) non-external _SeparableNumWorkItemsForGCD
00007ff808dcb790 (__TEXT,__text) non-external _SeparableNumWorkItemsForGCD
00007ff808dcb790 (__TEXT,__text) non-external _SeparableNumWorkItemsForGCD
00007ff808dcb790 (__TEXT,__text) non-external _SeparableNumWorkItemsForGCD
00007ff808dcb790 (__TEXT,__text) non-external _SeparableNumWorkItemsForGCD
00007ff808e73080 (__TEXT,__text) non-external (was a private external) _SetupBufferInfo
00007ff840c8cbc0 (__DATA_CONST,__const) non-external (was a private external) _SetupROI
00007ff808e71590 (__TEXT,__text) non-external (was a private external) _SetupROI_ARGB8888
00007ff808e719b0 (__TEXT,__text) non-external (was a private external) _SetupROI_ARGBFFFF
00007ff808e70cd0 (__TEXT,__text) non-external (was a private external) _SetupROI_Pixel_8
00007ff808e70fe0 (__TEXT,__text) non-external (was a private external) _SetupROI_Pixel_F
00007ff808f9fa70 (__TEXT,__text) external _SetvImageThreadCount
00007ff808f9fa50 (__TEXT,__text) external _SetvImageThreadState
00007ff808ddecd0 (__TEXT,__text) external _SetvImageVectorAvailable
00007ff8090509a0 (__TEXT,__text) non-external _Shear_GCDWork
00007ff808ed2fe0 (__TEXT,__text) non-external _SkipProcessing_ARGB8888
00007ff808ed4080 (__TEXT,__text) non-external _Sobel8to16_GCDWork
00007ff808dcfd30 (__TEXT,__text) non-external _SquareBoxConvolve8888_GCDWork
00007ff808dcf8f0 (__TEXT,__text) non-external _SquareBoxConvolve8_GCDWork
00007ff808dd0b30 (__TEXT,__text) non-external _StoreY
00007ff808dd0d10 (__TEXT,__text) non-external _StoreYCC
00007ff808dc6f30 (__TEXT,__text) non-external _Swap16
00007ff808d95520 (__TEXT,__text) non-external _Swap32
00007ff80983f134 (__TEXT,__const) non-external _Swap32.swap32Map
00007ff80907a750 (__TEXT,__text) non-external _TRCsData_dtor
00007ff809069a90 (__TEXT,__text) non-external _TableLookUp_Planar8
00007ff809069dc0 (__TEXT,__text) non-external _TableLookUp_Planar8toIndexed8
00007ff808e42d00 (__TEXT,__text) non-external _TileThreadCount
00007ff808e42d00 (__TEXT,__text) non-external _TileThreadCount
00007ff808ee0630 (__TEXT,__text) non-external _TileThreadCount
00007ff8090647e0 (__TEXT,__text) non-external (was a private external) _TransformPassHLGSceneReferredMapping_dtor
00007ff8090630b0 (__TEXT,__text) non-external (was a private external) _TransformPassLUT1D_dtor
00007ff808d776f0 (__TEXT,__text) non-external (was a private external) _TransformPassLUT_dtor
00007ff809064660 (__TEXT,__text) non-external (was a private external) _TransformPassLUTs_dtor
00007ff809064720 (__TEXT,__text) non-external (was a private external) _TransformPassLuminanceScaling_dtor
00007ff808d77130 (__TEXT,__text) non-external (was a private external) _TransformPassMatrix_dtor
00007ff8090648c0 (__TEXT,__text) non-external (was a private external) _TransformPassPQToneMapping_dtor
00007ff808d770d0 (__TEXT,__text) non-external (was a private external) _TransformPassParameter_dtor
00007ff809064600 (__TEXT,__text) non-external (was a private external) _TransformPassTRCs_dtor
00007ff809062960 (__TEXT,__text) non-external (was a private external) _TransformPass_PrintMatrix
00007ff809062ec0 (__TEXT,__text) non-external (was a private external) _TransformPass_PrintTransform
00007ff809063080 (__TEXT,__text) non-external (was a private external) _TransformPass_dtor
00007ff808e04a80 (__TEXT,__text) non-external _TransformTRCNumWorkItemsForGCD
00007ff808e04b30 (__TEXT,__text) non-external _TransformTRC_GCDWork
00007ff808ea8810 (__TEXT,__text) non-external (was a private external) _TruncateKernel_ARGB8888
00007ff808e95730 (__TEXT,__text) non-external (was a private external) _TruncateKernel_ARGBFFFF
00007ff808e9ac00 (__TEXT,__text) non-external (was a private external) _TruncateKernel_Planar8
00007ff808e90d30 (__TEXT,__text) non-external (was a private external) _TruncateKernel_PlanarF
00007ff809065020 (__TEXT,__text) non-external (was a private external) _UnpremultiplyData_ARGB16Q12
00007ff809064fc0 (__TEXT,__text) non-external (was a private external) _UnpremultiplyData_ARGB16U
00007ff808d76780 (__TEXT,__text) non-external (was a private external) _UnpremultiplyData_ARGB8888
00007ff809065080 (__TEXT,__text) non-external (was a private external) _UnpremultiplyData_ARGBFFFF
00007ff809064ff0 (__TEXT,__text) non-external (was a private external) _UnpremultiplyData_Chunky16AlphaFirst
00007ff809064fd0 (__TEXT,__text) non-external (was a private external) _UnpremultiplyData_Chunky16AlphaLast
00007ff809065050 (__TEXT,__text) non-external (was a private external) _UnpremultiplyData_Chunky16Q12AlphaFirst
00007ff809065030 (__TEXT,__text) non-external (was a private external) _UnpremultiplyData_Chunky16Q12AlphaLast
00007ff809064f90 (__TEXT,__text) non-external (was a private external) _UnpremultiplyData_Chunky8AlphaFirst
00007ff808d5d5b0 (__TEXT,__text) non-external (was a private external) _UnpremultiplyData_Chunky8AlphaLast
00007ff8090650b0 (__TEXT,__text) non-external (was a private external) _UnpremultiplyData_ChunkyFAlphaFirst
00007ff809065090 (__TEXT,__text) non-external (was a private external) _UnpremultiplyData_ChunkyFAlphaLast
00007ff809065010 (__TEXT,__text) non-external (was a private external) _UnpremultiplyData_RGBA16Q12
00007ff809064fb0 (__TEXT,__text) non-external (was a private external) _UnpremultiplyData_RGBA16U
00007ff808d66a10 (__TEXT,__text) non-external (was a private external) _UnpremultiplyData_RGBA8888
00007ff809065070 (__TEXT,__text) non-external (was a private external) _UnpremultiplyData_RGBAFFFF
00007ff8097b0c60 (__TEXT,__const) non-external (was a private external) _Unpremultiply_16Q12_table
00007ff809074490 (__TEXT,__text) non-external _VerifyCGConverterParams
                 (undefined) external __Block_object_assign (from libSystem)
                 (undefined) external __Block_object_dispose (from libSystem)
00007ff808d58030 (__TEXT,__text) non-external (was a private external) __ERROR_Buffer_Not_ReadWriteable_By_vImage__CheckBacktrace
00007ff808d57d10 (__TEXT,__text) non-external (was a private external) __ERROR_Buffer_Not_Readable_By_vImage__CheckBacktrace
00007ff808d57f80 (__TEXT,__text) non-external (was a private external) __ERROR_Buffer_Not_Writeable_By_vImage__CheckBacktrace
00007ff808d58050 (__TEXT,__text) non-external (was a private external) __ERROR_Buffer_ReadWrite__Too_Small_For_Arguments_To_vImage__CheckBacktrace
00007ff808d57d30 (__TEXT,__text) non-external (was a private external) __ERROR_Buffer_Read__Too_Small_For_Arguments_To_vImage__CheckBacktrace
00007ff808d57fa0 (__TEXT,__text) non-external (was a private external) __ERROR_Buffer_Write__Too_Small_For_Arguments_To_vImage__CheckBacktrace
                 (undefined) external __NSConcreteGlobalBlock (from libSystem)
                 (undefined) external __NSConcreteStackBlock (from libSystem)
00007ff809203000 (__TEXT,__text) non-external __ZL10vecPQ_EOTFDv8_fffffffff
00007ff8094c97d0 (__TEXT,__text) non-external __ZL10vecPQ_EOTFDv8_fffffffff
00007ff80962af80 (__TEXT,__text) non-external __ZL10vecPQ_EOTFDv8_fffffffff
00007ff80920f230 (__TEXT,__text) non-external __ZL12vecPQToneMapPDv8_fS0_S0_PKfPK9PQ_params
00007ff809363ad0 (__TEXT,__text) non-external __ZL12vecPQToneMapPDv8_fS0_S0_PKfPK9PQ_params
00007ff8094d5a00 (__TEXT,__text) non-external __ZL12vecPQToneMapPDv8_fS0_S0_PKfPK9PQ_params
00007ff809634ec0 (__TEXT,__text) non-external __ZL12vecPQToneMapPDv8_fS0_S0_PKfPK9PQ_params
00007ff8097a2a60 (__TEXT,__text) non-external __ZL12vecPQToneMapPDv8_fS0_S0_PKfPK9PQ_params
00007ff809203d90 (__TEXT,__text) non-external __ZL13vecPQ_EOTFsymDv8_fffffffff
00007ff8094ca560 (__TEXT,__text) non-external __ZL13vecPQ_EOTFsymDv8_fffffffff
00007ff80962b7a0 (__TEXT,__text) non-external __ZL13vecPQ_EOTFsymDv8_fffffffff
00007ff809206280 (__TEXT,__text) non-external __ZL13vecPQ_OETFsymDv8_fffffffff
00007ff8094cca50 (__TEXT,__text) non-external __ZL13vecPQ_OETFsymDv8_fffffffff
00007ff80962e220 (__TEXT,__text) non-external __ZL13vecPQ_OETFsymDv8_fffffffff
00007ff809864e00 (__TEXT,__const) non-external __ZL14deinterleave4UPKDv32_s.c_permd
00007ff80920cf40 (__TEXT,__text) non-external __ZL17vecHLGSceneRefMapPDv8_fS0_S0_ffffff
00007ff8094d3710 (__TEXT,__text) non-external __ZL17vecHLGSceneRefMapPDv8_fS0_S0_ffffff
00007ff808f03a90 (__TEXT,__text) non-external ___ContrastStretch_ARGBFFFF_AVX_block_invoke
00007ff808f03f30 (__TEXT,__text) non-external ___ContrastStretch_ARGBFFFF_AVX_block_invoke.4
00007ff808f01720 (__TEXT,__text) non-external ___ContrastStretch_PlanarF_AVX_block_invoke
00007ff808f01b60 (__TEXT,__text) non-external ___ContrastStretch_PlanarF_AVX_block_invoke.1
                 (undefined) weak external ____chkstk_darwin (from libSystem)
00007ff808e431e0 (__TEXT,__text) non-external ____vImageConvert_ARGB16Q12ToXRGB2101010_block_invoke
00007ff808e43040 (__TEXT,__text) non-external ____vImageConvert_ARGB16UToXRGB2101010_block_invoke
00007ff808e42ea0 (__TEXT,__text) non-external ____vImageConvert_ARGB8888ToXRGB2101010_block_invoke
00007ff808e43390 (__TEXT,__text) non-external ____vImageConvert_ARGBFFFFToXRGB2101010_block_invoke
00007ff808e43460 (__TEXT,__text) non-external ____vImageConvert_XRGB2101010ToARGB16F_block_invoke
00007ff808e43110 (__TEXT,__text) non-external ____vImageConvert_XRGB2101010ToARGB16Q12_block_invoke
00007ff808e42f70 (__TEXT,__text) non-external ____vImageConvert_XRGB2101010ToARGB16U_block_invoke
00007ff808e42dd0 (__TEXT,__text) non-external ____vImageConvert_XRGB2101010ToARGB8888_block_invoke
00007ff808e432c0 (__TEXT,__text) non-external ____vImageConvert_XRGB2101010ToARGBFFFF_block_invoke
                 (undefined) external ___assert_rtn (from libSystem)
00007ff840c8bab0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff840c8baf0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff840c8c400 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff840c8c710 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff840c8c7d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff840c8ccd8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff840c8d830 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff840c8de10 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff840c8de70 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff840c8ded0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff840c8df90 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff840c8e050 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff840c8e090 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff840c8e290 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff840c8e410 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff840c8e770 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff840c8ed70 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff840c90620 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff840c9a310 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff840c9a950 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff840c9af90 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff840c9b5d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff840c9bc10 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff840c8bb10 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.1
00007ff840c8c740 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.1
00007ff840c8c7f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.1
00007ff840c8ccf8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.1
00007ff840c8d850 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.1
00007ff840c8de40 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.1
00007ff840c8dea0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.1
00007ff840c8e070 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.1
00007ff840c8e0b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.1
00007ff840c8e2b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.1
00007ff840c8e430 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.1
00007ff840c8e790 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.1
00007ff840c8ed90 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.1
00007ff840c8bbe0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.10
00007ff840c8ca10 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.10
00007ff840c8d970 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.10
00007ff840c8e1d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.10
00007ff840c8e660 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.10
00007ff840c8e8b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.10
00007ff840c8eeb0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.10
00007ff840c9a330 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.10
00007ff840c9a990 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.10
00007ff840c9afb0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.10
00007ff840c9b5f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.10
00007ff840c9bc50 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.10
00007ff840c8c460 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.11
00007ff840c8ca40 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.11
00007ff840c8d990 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.11
00007ff840c8e1f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.11
00007ff840c8e680 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.11
00007ff840c8e8d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.11
00007ff840c9a350 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.11
00007ff840c9a9b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.11
00007ff840c9afd0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.11
00007ff840c9b610 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.11
00007ff840c9bc70 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.11
00007ff840c8bc10 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.12
00007ff840c8ca70 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.12
00007ff840c8d9b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.12
00007ff840c8e210 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.12
00007ff840c8e6a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.12
00007ff840c8e8f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.12
00007ff840c9a370 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.12
00007ff840c9a9d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.12
00007ff840c9aff0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.12
00007ff840c9b630 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.12
00007ff840c9bc90 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.12
00007ff840c8bc30 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.13
00007ff840c8caa0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.13
00007ff840c8d9d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.13
00007ff840c8e230 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.13
00007ff840c8e6d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.13
00007ff840c8e910 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.13
00007ff840c9a390 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.13
00007ff840c9a9f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.13
00007ff840c9b010 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.13
