0000000294631c90 (__DATA,__data) non-external _.compoundliteral
00000002263b1fcc (__TEXT,__text) non-external (was a private external) _glpDumpASTNodeToStringBuffer
000000022638a54c (__TEXT,__text) non-external (was a private external) _glpDumpTypeToStringBuffer
000000022638bed8 (__TEXT,__text) non-external (was a private external) _glpDuplicateDerefOrConstant
00000002263897f4 (__TEXT,__text) non-external (was a private external) _glpEachPrimitiveComponentOfType
000000022637deb0 (__TEXT,__text) non-external (was a private external) _glpEnsureDeref
000000022637d2f8 (__TEXT,__text) non-external (was a private external) _glpEnsureOffsetsExist
0000000226395fe4 (__TEXT,__text) non-external (was a private external) _glpEqualNodeGetIsFromSource
000000022637fc80 (__TEXT,__text) non-external (was a private external) _glpEvaluateArraySize
000000022637fe60 (__TEXT,__text) non-external (was a private external) _glpEvaluateTypeNode
0000000226397f20 (__TEXT,__text) non-external (was a private external) _glpExpressionStatementNodeGetExpr
0000000226397f2c (__TEXT,__text) non-external (was a private external) _glpExpressionStatementNodeSetExpr
0000000226366590 (__TEXT,__text) non-external (was a private external) _glpExtensionAllowed
0000000226366654 (__TEXT,__text) non-external (was a private external) _glpExtensionAllowedAndDefault
0000000226366128 (__TEXT,__text) non-external (was a private external) _glpExtensionFromString
0000000226366568 (__TEXT,__text) non-external (was a private external) _glpExtensionToString
00000002263952ec (__TEXT,__text) non-external (was a private external) _glpFieldAccessNodeGetField
00000002263952f8 (__TEXT,__text) non-external (was a private external) _glpFieldAccessNodeGetStructure
0000000226395304 (__TEXT,__text) non-external (was a private external) _glpFieldAccessNodeSetStructure
000000022639742c (__TEXT,__text) non-external (was a private external) _glpFieldDeclarationNodeGetName
0000000226397438 (__TEXT,__text) non-external (was a private external) _glpFieldDeclarationNodeGetType
0000000226397444 (__TEXT,__text) non-external (was a private external) _glpFieldDeclarationNodeSetType
0000000226366fd8 (__TEXT,__text) non-external (was a private external) _glpFinalizeParseContext
0000000226391b44 (__TEXT,__text) non-external (was a private external) _glpFinalizePreprocessor
000000022635bc7c (__TEXT,__text) non-external _glpFindGep
000000022636675c (__TEXT,__text) non-external (was a private external) _glpFixInterpolateAt
00000002263817bc (__TEXT,__text) non-external (was a private external) _glpFlattenCommaTree
00000002263f8a88 (__TEXT,__text) external _glpFragmentStateToPPStream
00000002263e61d0 (__TEXT,__text) external _glpFreePPShaderLinearize
0000000226395458 (__TEXT,__text) non-external (was a private external) _glpFunctionCallNodeGetExtra
000000022639544c (__TEXT,__text) non-external (was a private external) _glpFunctionCallNodeGetName
0000000226395460 (__TEXT,__text) non-external (was a private external) _glpFunctionCallNodeSetExtra
0000000226397150 (__TEXT,__text) non-external (was a private external) _glpFunctionDefinitionNodeGetBody
0000000226397138 (__TEXT,__text) non-external (was a private external) _glpFunctionDefinitionNodeGetPrototype
000000022639715c (__TEXT,__text) non-external (was a private external) _glpFunctionDefinitionNodeSetBody
0000000226397144 (__TEXT,__text) non-external (was a private external) _glpFunctionDefinitionNodeSetPrototype
00000002263969e4 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeAddParameter
0000000226396968 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeClearParameters
0000000226396928 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeGetExtra
000000022639691c (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeGetName
00000002263969c4 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeGetParameter
00000002263969bc (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeGetParameterCount
0000000226396950 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeGetReturnOutParam
0000000226396938 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeGetReturnType
00000002263969ec (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeInsertParameter
0000000226396930 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeSetExtra
00000002263969d4 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeSetParameter
000000022639695c (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeSetReturnOutParam
0000000226396944 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeSetReturnType
0000000226389374 (__TEXT,__text) non-external (was a private external) _glpFunctionTypeGetReturnType
00000002263b804c (__TEXT,__text) non-external _glpGLPTypeGetGLVMType
0000000226366028 (__TEXT,__text) non-external (was a private external) _glpGLSLVersionAllowed
0000000226365f08 (__TEXT,__text) non-external (was a private external) _glpGLSLVersionFromInt
0000000226365ff0 (__TEXT,__text) non-external (was a private external) _glpGLSLVersionGetDefault
00000002263660b0 (__TEXT,__text) non-external (was a private external) _glpGLSLVersionRequired
0000000226365fc8 (__TEXT,__text) non-external (was a private external) _glpGLSLVersionToInt
000000022636c808 (__TEXT,__text) non-external (was a private external) _glpGenerateCopyInOut
000000022638ba48 (__TEXT,__text) non-external (was a private external) _glpGetAccessorCount
0000000226366bdc (__TEXT,__text) non-external (was a private external) _glpGetBIArchiveData
0000000294636864 (__DATA,__bss) non-external _glpGetBIArchiveData._anchor
00000002263691ec (__TEXT,__text) non-external (was a private external) _glpGetCompiledShaderVersion
0000000226354484 (__TEXT,__text) non-external _glpGetComponentCount
0000000226344f74 (__TEXT,__text) non-external _glpGetConstantInt32
000000022635b704 (__TEXT,__text) non-external _glpGetConstantOffset
000000022637e218 (__TEXT,__text) non-external (was a private external) _glpGetDefaultPrecisionForType
00000002263c9698 (__TEXT,__text) non-external (was a private external) _glpGetErrMsg
00000002263c58c0 (__TEXT,__text) non-external (was a private external) _glpGetFilename
0000000226363c14 (__TEXT,__text) non-external _glpGetFrameworkConstantByIndex
00000002263656bc (__TEXT,__text) non-external (was a private external) _glpGetIBVariableObjectCount
00000002263c58c8 (__TEXT,__text) non-external (was a private external) _glpGetLineNumber
000000022637e190 (__TEXT,__text) non-external (was a private external) _glpGetMostBasicPrimitiveType
00000002263544d4 (__TEXT,__text) non-external _glpGetPConst
00000002263899fc (__TEXT,__text) external _glpGetPrimitiveType
000000022638c0b0 (__TEXT,__text) non-external (was a private external) _glpGetScalarAccessorCount
0000000226365d54 (__TEXT,__text) non-external (was a private external) _glpGetStructTypeFromIBType
000000022635cf20 (__TEXT,__text) non-external _glpGetTextureSize
000000022635f90c (__TEXT,__text) non-external _glpGetVectorSwizzle
0000000226378e40 (__TEXT,__text) non-external (was a private external) _glpGetVectorType
0000000226397d7c (__TEXT,__text) non-external (was a private external) _glpGlobalTypeQualifierNodeGetLayout
0000000226397d8c (__TEXT,__text) non-external (was a private external) _glpGlobalTypeQualifierNodeGetQualifierList
0000000226397d84 (__TEXT,__text) non-external (was a private external) _glpGlobalTypeQualifierNodeSetLayout
0000000226397d98 (__TEXT,__text) non-external (was a private external) _glpGlobalTypeQualifierNodeSetQualifierList
0000000226379d70 (__TEXT,__text) non-external (was a private external) _glpHandleArgumentConversions
000000022637df88 (__TEXT,__text) non-external (was a private external) _glpHandleGetterSetter
00000002263c9364 (__TEXT,__text) non-external (was a private external) _glpHandlePragma
000000022638b43c (__TEXT,__text) non-external (was a private external) _glpHandleSideEffectsForExpr
000000022637a4d4 (__TEXT,__text) non-external (was a private external) _glpHandleSpecialOperatorFunction
0000000226380d78 (__TEXT,__text) non-external (was a private external) _glpHandleVariableRedeclaration
0000000226398da4 (__TEXT,__text) non-external (was a private external) _glpIBPartialDerefNodeGetBankIndex
0000000226398d9c (__TEXT,__text) non-external (was a private external) _glpIBPartialDerefNodeGetIb
0000000226398db0 (__TEXT,__text) non-external (was a private external) _glpIBPartialDerefNodeSetBankIndex
00000002263963bc (__TEXT,__text) non-external (was a private external) _glpIfExprNodeGetCondition
00000002263963ec (__TEXT,__text) non-external (was a private external) _glpIfExprNodeGetElseExpr
00000002263963d4 (__TEXT,__text) non-external (was a private external) _glpIfExprNodeGetIfExpr
00000002263963c8 (__TEXT,__text) non-external (was a private external) _glpIfExprNodeSetCondition
00000002263963f8 (__TEXT,__text) non-external (was a private external) _glpIfExprNodeSetElseExpr
00000002263963e0 (__TEXT,__text) non-external (was a private external) _glpIfExprNodeSetIfExpr
0000000226398170 (__TEXT,__text) non-external (was a private external) _glpIfStatementNodeGetCond
00000002263981a0 (__TEXT,__text) non-external (was a private external) _glpIfStatementNodeGetElseStatement
0000000226398188 (__TEXT,__text) non-external (was a private external) _glpIfStatementNodeGetIfStatement
000000022639817c (__TEXT,__text) non-external (was a private external) _glpIfStatementNodeSetCond
00000002263981ac (__TEXT,__text) non-external (was a private external) _glpIfStatementNodeSetElseStatement
0000000226398194 (__TEXT,__text) non-external (was a private external) _glpIfStatementNodeSetIfStatement
00000002263c58d0 (__TEXT,__text) non-external (was a private external) _glpIncLineNumber
000000022637e798 (__TEXT,__text) non-external (was a private external) _glpIndirectArrayElement
000000022637e74c (__TEXT,__text) non-external (was a private external) _glpIndirectMatrixColumn
000000022637e640 (__TEXT,__text) non-external (was a private external) _glpIndirectVectorElement
0000000226383c6c (__TEXT,__text) non-external (was a private external) _glpInitDeserialContext
0000000226366e60 (__TEXT,__text) non-external (was a private external) _glpInitParseContext
000000022633b8b8 (__TEXT,__text) non-external (was a private external) _glpInitPoolAllocator
0000000226391ad8 (__TEXT,__text) non-external (was a private external) _glpInitPreprocessor
0000000226383248 (__TEXT,__text) non-external (was a private external) _glpInitSerialContext
000000022633bab8 (__TEXT,__text) non-external (was a private external) _glpInitTempPoolAllocator
0000000226366c94 (__TEXT,__text) non-external (was a private external) _glpInitializeExtensionBehavior
000000022637ac7c (__TEXT,__text) non-external (was a private external) _glpInlineFunction
000000022633a5b8 (__TEXT,__text) non-external (was a private external) _glpIntHashCache_b
000000022633a560 (__TEXT,__text) non-external (was a private external) _glpIntHashGet
000000022633a3d0 (__TEXT,__text) non-external (was a private external) _glpIntHashPut
000000022633a61c (__TEXT,__text) non-external (was a private external) _glpIntHashRemove
00000002263975e0 (__TEXT,__text) non-external (was a private external) _glpInterfaceBlockNodeGetBlockName
0000000226397638 (__TEXT,__text) non-external (was a private external) _glpInterfaceBlockNodeGetDimension
0000000226397608 (__TEXT,__text) non-external (was a private external) _glpInterfaceBlockNodeGetExtra
00000002263975f8 (__TEXT,__text) non-external (was a private external) _glpInterfaceBlockNodeGetHasInstanceName
00000002263975ec (__TEXT,__text) non-external (was a private external) _glpInterfaceBlockNodeGetInstanceName
0000000226397600 (__TEXT,__text) non-external (was a private external) _glpInterfaceBlockNodeGetIsArray
0000000226397618 (__TEXT,__text) non-external (was a private external) _glpInterfaceBlockNodeGetQualifiers
000000022639764c (__TEXT,__text) non-external (was a private external) _glpInterfaceBlockNodeSetDimension
0000000226397610 (__TEXT,__text) non-external (was a private external) _glpInterfaceBlockNodeSetExtra
0000000226397628 (__TEXT,__text) non-external (was a private external) _glpInterfaceBlockNodeSetQualifiers
0000000226365da4 (__TEXT,__text) non-external (was a private external) _glpInterfaceBlockObjectGetRepresentation
0000000226365e38 (__TEXT,__text) non-external (was a private external) _glpInterfaceBlockObjectGetVariableObjectCount
000000022633ad74 (__TEXT,__text) non-external (was a private external) _glpInvalidTypeSize
0000000226395208 (__TEXT,__text) non-external (was a private external) _glpIsArrayAccessNode
0000000226397358 (__TEXT,__text) non-external (was a private external) _glpIsArrayTypeNode
0000000226396484 (__TEXT,__text) non-external (was a private external) _glpIsAssignNode
0000000226394c44 (__TEXT,__text) non-external (was a private external) _glpIsBinaryOperatorNode
00000002263984f8 (__TEXT,__text) non-external (was a private external) _glpIsBreakStatementNode
00000002263983c8 (__TEXT,__text) non-external (was a private external) _glpIsCaseStatementNode
000000022639662c (__TEXT,__text) non-external (was a private external) _glpIsCommaExprNode
000000022635ef78 (__TEXT,__text) non-external _glpIsComponentAssigment
000000022639514c (__TEXT,__text) non-external (was a private external) _glpIsConstantNode
0000000226398570 (__TEXT,__text) non-external (was a private external) _glpIsContinueStatementNode
0000000226398470 (__TEXT,__text) non-external (was a private external) _glpIsDefaultStatementNode
0000000226398b4c (__TEXT,__text) non-external (was a private external) _glpIsDerefNode
00000002263985e8 (__TEXT,__text) non-external (was a private external) _glpIsDiscardStatementNode
00000002263c839c (__TEXT,__text) non-external (was a private external) _glpIsExtensionEnabled
