00000001a6ebcd90 (__TEXT,__text) non-external +[AMFI isAvailable]
00000001a6ec9d20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithURL:withReloadBlock:watchForUpdates:
00000001a6ec9d40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithUTF8String:
00000001a6ec9d60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithUUIDBytes:
00000001a6ec9d80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithValid:withSignerCategory:withModified:
00000001a6ec9da0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$installMDMPayload:withTeams:withExtensions:withContext:withReply:
00000001a6ec9dc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$installProvisioningProfile:
00000001a6ec9de0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$intValue
00000001a6ec9e00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$integerForKey:
00000001a6ec9e20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$integerValue
00000001a6ec9e40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$interfaceWithProtocol:
00000001a6ec9e60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$invalidate
00000001a6ec9e80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isAppWrapper:
00000001a6ec9ea0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isAuthenticationRequiredOnUpdates:
00000001a6ec9ec0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isAvailable
00000001a6ec9ee0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isBlockedSoftware:withReply:
00000001a6ec9f00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isCodeless
00000001a6ec9f20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isDeprecated
00000001a6ec9f40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isDeveloperModeEnabledWithReply:
00000001a6ec9f60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isDeveloperToolEnvironmentWithReply:
00000001a6ec9f80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isEqualTo:
00000001a6ec9fa0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isEqualToString:
00000001a6ec9fc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isGatekeeperPolicyAllowed:withReply:
00000001a6ec9fe0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isKernelExtensionApprovedByUser:withBundleID:withReply:
00000001a6eca000 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isKextAllowedWithoutSecureTimestamp:
00000001a6eca020 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isLegacyKextAllowed:
00000001a6eca040 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isMainThread
00000001a6eca060 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isMovedToTrash
00000001a6eca080 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isNotarized
00000001a6eca0a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isProvisioningProfileTrusted:
00000001a6eca0c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isProvisioningProfileValid:forDevice:
00000001a6eca0e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isRebootRequiredForInstallation:
00000001a6eca100 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isSecurityDowngradeRequiredForInstallation:
00000001a6eca120 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isUnsupported
00000001a6eca140 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isValid
00000001a6eca160 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isValidApplication:checkResources:withSignerCategory:withModified:withProgressCallback:
00000001a6eca180 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$itemPath
00000001a6eca1a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$kernelExtensionMigrationDataPath:
00000001a6eca1c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$keyEnumerator
00000001a6eca1e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$knownMalware
00000001a6eca200 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$lastPathComponent
00000001a6eca220 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$lastSeen
00000001a6eca240 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$lastUsed
00000001a6eca260 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$length
00000001a6eca280 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$loadFromBundleData:
00000001a6eca2a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$loadInternalData:
00000001a6eca2c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$localizedCapitalizedString
00000001a6eca2e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$lock
00000001a6eca300 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$logGatekeeperOverrideForURL:withReply:
00000001a6eca320 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$lowercaseString
00000001a6eca340 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$mainExecutableURL
00000001a6eca360 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$mmapPath
00000001a6eca380 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$modTime
00000001a6eca3a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$needsApproval
00000001a6eca3c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$needsOverride
00000001a6eca3e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$notifyInstalledContent:withInstallationType:withReply:
00000001a6eca400 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$notifyLoadedKernelExtension:withPath:
00000001a6eca420 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$notifyUnsupportedKernelExtensions:withReply:
00000001a6eca440 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$now
00000001a6eca460 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$null
00000001a6eca480 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$numberWithBool:
00000001a6eca4a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$numberWithInteger:
00000001a6eca4c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$numberWithUnsignedLongLong:
00000001a6eca4e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$objectAtIndexedSubscript:
00000001a6eca500 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$objectForKey:
00000001a6eca520 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$objectForKeyedSubscript:
00000001a6eca540 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$objectID
00000001a6eca560 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$path
00000001a6eca580 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$pathComponents
00000001a6eca5a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$pathExtension
00000001a6eca5c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$performGatekeeperScan:withScanOptions:withUserID:withProgress:withReply:
00000001a6eca5e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$performMigrationScan
00000001a6eca600 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$preflightBinary:withPlatform:error:
00000001a6eca620 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$redactedDescription
00000001a6eca640 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$reloadIfNecessary
00000001a6eca660 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$removeItemAtURL:error:
00000001a6eca680 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$removeMDMPayload:withContext:withReply:
00000001a6eca6a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$requestKernelExtensionApprovals:withReply:
00000001a6eca6c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$responsiblePath
00000001a6eca6e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$resume
00000001a6eca700 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$reverseObjectEnumerator
00000001a6eca720 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$rootID
00000001a6eca740 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$set
00000001a6eca760 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setApprovalRequiresAdministrator:withReply:
00000001a6eca780 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setBlockedSoftwareOverride:isEnabled:withReply:
00000001a6eca7a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setBundleID:
00000001a6eca7c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setCdhash:
00000001a6eca7e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setCheckValidity:
00000001a6eca800 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setClasses:forSelector:argumentIndex:ofReply:
00000001a6eca820 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setDeveloperModeEnabled:withReply:
00000001a6eca840 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setExportedInterface:
00000001a6eca860 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setExportedObject:
00000001a6eca880 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setFlags:
00000001a6eca8a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setGatekeeperInsightEnabled:error:
00000001a6eca8c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setGatekeeperInsightEnabled:withReply:
00000001a6eca8e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setGatekeeperPolicy:withReply:
00000001a6eca900 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setIdentifier:
00000001a6eca920 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setObject:forKey:
00000001a6eca940 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setObject:forKeyedSubscript:
00000001a6eca960 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setProgressHandler:
00000001a6eca980 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setRemoteObjectInterface:
00000001a6eca9a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setResourceValue:forKey:error:
00000001a6eca9c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setRootID:
00000001a6eca9e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setSigningID:
00000001a6ecaa00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setStrictGatekeeperEnabled:forDomain:withReply:
00000001a6ecaa20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setTeamID:
00000001a6ecaa40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setUniqueID:
00000001a6ecaa60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setUrl:
00000001a6ecaa80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setUserApprovalAllowed:withReply:
00000001a6ecaaa0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setWithArray:
00000001a6ecaac0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setWithObjects:
00000001a6ecaae0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setupFSStream
00000001a6ecab00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$showGatekeeperPreflightError:forApp:forUser:withReply:
00000001a6ecab20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$signingID
00000001a6ecab40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$signingInfo
00000001a6ecab60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$signposts
00000001a6ecab80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$skipDescendants
00000001a6ecaba0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$staticCodeRef
00000001a6ecabc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$stringWithCapacity:
00000001a6ecabe0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$stringWithFormat:
00000001a6ecac00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$stringWithUTF8String:
00000001a6ecac20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$subarrayWithRange:
00000001a6ecac40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$substringFromIndex:
00000001a6ecac60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$substringToIndex:
00000001a6ecac80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$synchronousRemoteObjectProxyWithErrorHandler:
00000001a6ecaca0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$teamID
00000001a6ecacc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$teamIdentifierIsAllowed:withReply:
00000001a6ecace0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$timeIntervalSince1970
00000001a6ecad00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$timestamp
00000001a6ecad20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$trashedURL
00000001a6ecad40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$triggerKernelCollectionRebuildFlow:withKernelExtensions:withReply:
00000001a6ecad60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$triggerKernelCollectionRebuildForMDM:withContext:withReply:
00000001a6ecad80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$triggerPanicMedic:
00000001a6ecada0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$triggerRecoveryJumpToSecurityStartupUtility:
00000001a6ecadc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$trustPackagePayload:withDestinationTarget:withHashMap:withUserConsent:error:
00000001a6ecade0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$trustPackagePayload:withDestinationTarget:withHashMap:withUserConsent:withReply:
00000001a6ecae00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$uniqueID
00000001a6ecae20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$unlock
00000001a6ecae40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$unsignedIntegerValue
00000001a6ecae60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$unsignedLongLongValue
00000001a6ecae80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$unsignedShortValue
00000001a6ecaea0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$updateLastUsedTimes:withReply:
00000001a6ecaec0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$updatePolicyItems:withContext:withReply:
00000001a6ecaee0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$url
00000001a6ecaf00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$urlHasGatekeeperException:withReply:
00000001a6ecaf20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$valueForEntitlement:
00000001a6ecaf40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$version
00000001a6ecaf60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$volumeRequiresGatekeeperMigration:
00000001a6ecaf80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$volumeRequiresKernelExtensionMigration:
00000001a6ecafa0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$volumeUUID
00000001a6ecafc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$wrappedAppURL:
00000001a6ecafe0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$writeToURL:error:
                 (undefined) external _objc_msgSendSuper2 (from libobjc)
                 (undefined) external _objc_opt_class (from libobjc)
                 (undefined) external _objc_opt_isKindOfClass (from libobjc)
                 (undefined) external _objc_opt_new (from libobjc)
                 (undefined) external _objc_release (from libobjc)
                 (undefined) external _objc_retain (from libobjc)
                 (undefined) external _objc_retainAutorelease (from libobjc)
                 (undefined) external _objc_retainAutoreleaseReturnValue (from libobjc)
                 (undefined) external _objc_retainAutoreleasedReturnValue (from libobjc)
                 (undefined) external _objc_retainBlock (from libobjc)
                 (undefined) external _objc_storeStrong (from libobjc)
00000001a6ebc29c (__TEXT,__text) external _opaqueSignCode
00000001a6ebfb60 (__TEXT,__text) non-external _opaqueSignCode.cold.1
00000001a6ebfbc8 (__TEXT,__text) non-external _opaqueSignCode.cold.2
00000001a6ebfc0c (__TEXT,__text) non-external _opaqueSignCode.cold.3
00000001a6ebfc74 (__TEXT,__text) non-external _opaqueSignCode.cold.4
00000001a6ebfcdc (__TEXT,__text) non-external _opaqueSignCode.cold.5
                 (undefined) external _open (from libSystem)
                 (undefined) external _os_log_create (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _os_signpost_id_generate (from libSystem)
                 (undefined) external _os_variant_is_darwinos (from libSystem)
                 (undefined) external _read (from libSystem)
00000001a6eb33a0 (__TEXT,__text) external _removePrefixPath
00000001a6ebed08 (__TEXT,__text) non-external _removePrefixPath.cold.1
00000001a6ebed70 (__TEXT,__text) non-external _removePrefixPath.cold.2
00000001e3b62f80 (__DATA,__data) external _sSystemPolicySubsystem
00000001e3b63180 (__DATA,__bss) non-external _sVerboseLogging
00000001e3b63170 (__DATA,__bss) non-external _sampling.sLog
00000001e3b63168 (__DATA,__bss) non-external _sampling.sLogInit
00000001a6eae32c (__TEXT,__text) external _scanForBundledKernelExtensions
00000001a6eade58 (__TEXT,__text) external _scanForBundles
00000001a6eae288 (__TEXT,__text) external _scanForKernelExtensions
00000001a6eb5318 (__TEXT,__text) external _shouldFilterOutScanTarget
00000001e3b63160 (__DATA,__bss) non-external _signposts.sLog
00000001e3b63158 (__DATA,__bss) non-external _signposts.sLogInit
                 (undefined) external _stat (from libSystem)
                 (undefined) external _statfs (from libSystem)
                 (undefined) external _strerror (from libSystem)
00000001a6eaaf60 (__TEXT,__text) non-external _stringHasAnyPrefix
                 (undefined) external _strtoul (from libSystem)
                 (undefined) external _sysctlbyname (from libSystem)
00000001a6eada0c (__TEXT,__text) external _systemUptime
00000001a6ebe0fc (__TEXT,__text) non-external _systemUptime.cold.1
                 (undefined) external _time (from libSystem)
00000001a6eaf8f0 (__TEXT,__text) non-external _timestampForURL
00000001a6ebe694 (__TEXT,__text) non-external _timestampForURL.cold.1
00000001a6eb4d7c (__TEXT,__text) external _urlLooksLikeBundle
00000001e3b63178 (__DATA,__bss) non-external _verboseLoggingEnabled.sOnceToken
