00007ff90d0974ef (__TEXT,__text) non-external +[AMFI isAvailable]
00007ff90d08546a (__TEXT,__text) external _isKernelExtensionShippedWithOS
00007ff90d085460 (__TEXT,__text) external _isKernelExtensionSystemRequired
00007ff90d086770 (__TEXT,__text) external _isKextAllowedWithoutNotarization
00007ff90d099428 (__TEXT,__text) non-external _isKextAllowedWithoutNotarization.cold.1
00007ff90d082bbb (__TEXT,__text) external _isKextSecurityDisabledMachine
00007ff90d0855bd (__TEXT,__text) external _isMacAppStoreSignedCode
00007ff90d091918 (__TEXT,__text) non-external _isMigrationManifestUpToDate
00007ff90d0864d1 (__TEXT,__text) external _isNotarizedKext
00007ff90d099227 (__TEXT,__text) non-external _isNotarizedKext.cold.1
00007ff90d0992ae (__TEXT,__text) non-external _isNotarizedKext.cold.2
00007ff90d099335 (__TEXT,__text) non-external _isNotarizedKext.cold.3
00007ff90d082ce9 (__TEXT,__text) external _isQAAppStoreCertsAllowed
00007ff90d082c95 (__TEXT,__text) external _isResourceDirectorySlotPolicyEnabled
00007ff90d082bd4 (__TEXT,__text) external _isSIPDisabledMachine
00007ff90d082bed (__TEXT,__text) external _isSKELDisabledMachine
00007ff90d082ccd (__TEXT,__text) external _isSkipXprotectScansOnSeenSoftwareEnabled
00007ff90d08e54b (__TEXT,__text) external _isTerminalLikePath
00007ff90d082cb1 (__TEXT,__text) external _isUnconditionalRevocationTicketLookupEnabled
00007ff90d08dcc2 (__TEXT,__text) external _isValidInfoPlist
00007ff90d082c79 (__TEXT,__text) external _isValidationCategoryPolicyEnabled
00007ff90d082c5d (__TEXT,__text) external _isXProtectCloudKitUpdatesEnabledMachine
                 (undefined) external _kCFAllocatorDefault (from CoreFoundation)
                 (undefined) external _kCFBooleanFalse (from CoreFoundation)
                 (undefined) external _kCFBooleanTrue (from CoreFoundation)
                 (undefined) external _kCFNull (from CoreFoundation)
                 (undefined) external _kCFRunLoopDefaultMode (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryKeyCallBacks (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryValueCallBacks (from CoreFoundation)
                 (undefined) external _kCFURLVolumeIsLocalKey (from CoreFoundation)
                 (undefined) external _kCFURLVolumeIsRootFileSystemKey (from CoreFoundation)
                 (undefined) weak external _kMISValidationInfoSignerType (from libmis)
                 (undefined) weak external _kMISValidationInfoValidatedByLocalProfile (from libmis)
                 (undefined) weak external _kMISValidationInfoValidatedByUniversalProfile (from libmis)
                 (undefined) weak external _kMISValidationOptionOnlineAuthorization (from libmis)
                 (undefined) weak external _kMISValidationOptionRespectUppTrustAndAuthorization (from libmis)
                 (undefined) weak external _kMISValidationOptionUnauthoritativeLaunch (from libmis)
                 (undefined) weak external _kMISValidationOptionValidateSignatureOnly (from libmis)
00007ff90d09ca78 (__TEXT,__const) external _kMaxASBSWaitTime
                 (undefined) external _kSecCodeInfoCertificates (from Security)
                 (undefined) external _kSecCodeInfoDigestAlgorithm (from Security)
                 (undefined) external _kSecCodeInfoEntitlementsDict (from Security)
                 (undefined) external _kSecCodeInfoIdentifier (from Security)
                 (undefined) external _kSecCodeInfoPList (from Security)
                 (undefined) external _kSecCodeInfoTeamIdentifier (from Security)
                 (undefined) external _kSecCodeInfoTimestamp (from Security)
                 (undefined) external _kSecCodeInfoUnique (from Security)
                 (undefined) external _kSecCodeSignerDetached (from Security)
                 (undefined) external _kSecCodeSignerDigestAlgorithm (from Security)
                 (undefined) external _kSecCodeSignerIdentifier (from Security)
                 (undefined) external _kSecCodeSignerIdentity (from Security)
                 (undefined) external _kSecCodeSignerResourceRules (from Security)
00007ff943db0470 (__DATA,__bss) non-external _kext.sLog
00007ff943db0468 (__DATA,__bss) non-external _kext.sLogInit
                 (undefined) external _lstat$INODE64 (from libSystem)
                 (undefined) external _malloc_type_calloc (from libSystem)
                 (undefined) external _malloc_type_malloc (from libSystem)
00007ff943db0490 (__DATA,__bss) non-external _measurements.sLog
00007ff943db0488 (__DATA,__bss) non-external _measurements.sLogInit
                 (undefined) external _memset (from libSystem)
00007ff90d08dc5f (__TEXT,__text) external _normalizeURL
                 (undefined) external _objc_alloc (from libobjc)
                 (undefined) external _objc_alloc_init (from libobjc)
                 (undefined) external _objc_autorelease (from libobjc)
                 (undefined) external _objc_autoreleasePoolPop (from libobjc)
                 (undefined) external _objc_autoreleasePoolPush (from libobjc)
                 (undefined) external _objc_autoreleaseReturnValue (from libobjc)
                 (undefined) external _objc_copyWeak (from libobjc)
                 (undefined) external _objc_destroyWeak (from libobjc)
                 (undefined) external _objc_enumerationMutation (from libobjc)
                 (undefined) external _objc_getClass (from libobjc)
                 (undefined) external _objc_initWeak (from libobjc)
                 (undefined) external _objc_loadWeakRetained (from libobjc)
                 (undefined) external _objc_msgSend (from libobjc)
                 (undefined) external _objc_msgSendSuper2 (from libobjc)
                 (undefined) external _objc_msgSend_stret (from libobjc)
                 (undefined) external _objc_opt_class (from libobjc)
                 (undefined) external _objc_opt_isKindOfClass (from libobjc)
                 (undefined) external _objc_opt_new (from libobjc)
                 (undefined) external _objc_release (from libobjc)
                 (undefined) external _objc_retain (from libobjc)
                 (undefined) external _objc_retainAutorelease (from libobjc)
                 (undefined) external _objc_retainAutoreleaseReturnValue (from libobjc)
                 (undefined) external _objc_retainAutoreleasedReturnValue (from libobjc)
                 (undefined) external _objc_retainBlock (from libobjc)
                 (undefined) external _objc_storeStrong (from libobjc)
                 (undefined) external _objc_storeWeak (from libobjc)
00007ff90d096b6b (__TEXT,__text) external _opaqueSignCode
00007ff90d09ab60 (__TEXT,__text) non-external _opaqueSignCode.cold.1
00007ff90d09abba (__TEXT,__text) non-external _opaqueSignCode.cold.2
00007ff90d09ac14 (__TEXT,__text) non-external _opaqueSignCode.cold.3
00007ff90d09ac6e (__TEXT,__text) non-external _opaqueSignCode.cold.4
00007ff90d09aca1 (__TEXT,__text) non-external _opaqueSignCode.cold.5
                 (undefined) external _open (from libSystem)
                 (undefined) external _os_log_create (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _os_signpost_id_generate (from libSystem)
                 (undefined) external _os_variant_allows_internal_security_policies (from libSystem)
                 (undefined) external _os_variant_is_darwinos (from libSystem)
                 (undefined) external _read (from libSystem)
                 (undefined) external _realpath$DARWIN_EXTSN (from libSystem)
00007ff90d08b99d (__TEXT,__text) external _removePrefixPath
00007ff90d099c4f (__TEXT,__text) non-external _removePrefixPath.cold.1
00007ff90d099cb9 (__TEXT,__text) non-external _removePrefixPath.cold.2
00007ff943db0320 (__DATA,__data) external _sSystemPolicySubsystem
00007ff943db04d0 (__DATA,__bss) non-external _sVerboseLogging
00007ff943db04b0 (__DATA,__bss) non-external _sampling.sLog
00007ff943db04a8 (__DATA,__bss) non-external _sampling.sLogInit
00007ff90d085e74 (__TEXT,__text) external _scanForBundledKernelExtensions
00007ff90d08582e (__TEXT,__text) external _scanForBundles
00007ff90d085de3 (__TEXT,__text) external _scanForKernelExtensions
00007ff90d086bd8 (__TEXT,__text) external _setQuarantineFlagsForURL
00007ff90d09950b (__TEXT,__text) non-external _setQuarantineFlagsForURL.cold.1
00007ff90d08e488 (__TEXT,__text) external _shouldFilterOutScanTarget
00007ff943db04a0 (__DATA,__bss) non-external _signposts.sLog
00007ff943db0498 (__DATA,__bss) non-external _signposts.sLogInit
                 (undefined) external _stat$INODE64 (from libSystem)
                 (undefined) external _statfs$INODE64 (from libSystem)
                 (undefined) external _strerror (from libSystem)
00007ff90d081a94 (__TEXT,__text) non-external _stringHasAnyPrefix
                 (undefined) external _strtoul (from libSystem)
                 (undefined) external _sysctlbyname (from libSystem)
00007ff90d0853af (__TEXT,__text) external _systemUptime
00007ff90d099055 (__TEXT,__text) non-external _systemUptime.cold.1
                 (undefined) external _time (from libSystem)
00007ff90d0879a5 (__TEXT,__text) non-external _timestampForURL
00007ff90d08ddf4 (__TEXT,__text) external _urlLooksLikeBundle
00007ff943db04c8 (__DATA,__bss) non-external _verboseLoggingEnabled.sOnceToken
