00007ff80cd67d70 (__TEXT,__const) non-external _A1_Table
00007ff80c527ce0 (__TEXT,__text) non-external (was a private external) _PlanarFTo16Q12
00007ff80c527880 (__TEXT,__text) non-external (was a private external) _PlanarFTo16U
00007ff80c25ad50 (__TEXT,__text) non-external (was a private external) _PlanarFTo8
00007ff80c527820 (__TEXT,__text) non-external (was a private external) _PlanarFToARGB8888
00007ff80cd6a9f0 (__TEXT,__const) non-external _PlanarFToARGB8888.minFloat
00007ff80c527910 (__TEXT,__text) non-external (was a private external) _PlanarFToF
00007ff80c5279d0 (__TEXT,__text) non-external (was a private external) _PlanarFToRGBXFFFF
00007ff80c527990 (__TEXT,__text) non-external (was a private external) _PlanarFToXRGBFFFF
00007ff80c527630 (__TEXT,__text) non-external (was a private external) _PlanarFtoARGBFFFF
00007ff80c527680 (__TEXT,__text) non-external (was a private external) _PlanarFtoChunky
00007ff80cd632d0 (__TEXT,__const) non-external (was a private external) _PlanarFtoPlanar16F_LUT
00007ff80c20f6a0 (__TEXT,__text) non-external (was a private external) _PlanarFtoRGBFFF
00007ff80c52ae10 (__TEXT,__text) non-external (was a private external) _PrecisionPass_Print
00007ff80c52a570 (__TEXT,__text) non-external (was a private external) _PremultiplyData_ARGB16Q12
00007ff80c52a520 (__TEXT,__text) non-external (was a private external) _PremultiplyData_ARGB16U
00007ff80c2152e0 (__TEXT,__text) non-external (was a private external) _PremultiplyData_ARGB8888
00007ff80c52a5d0 (__TEXT,__text) non-external (was a private external) _PremultiplyData_ARGBFFFF
00007ff80c52a550 (__TEXT,__text) non-external (was a private external) _PremultiplyData_Chunky16AlphaFirst
00007ff80c52a530 (__TEXT,__text) non-external (was a private external) _PremultiplyData_Chunky16AlphaLast
00007ff80c52a5a0 (__TEXT,__text) non-external (was a private external) _PremultiplyData_Chunky16Q12AlphaFirst
00007ff80c52a580 (__TEXT,__text) non-external (was a private external) _PremultiplyData_Chunky16Q12AlphaLast
00007ff80c52a4f0 (__TEXT,__text) non-external (was a private external) _PremultiplyData_Chunky8AlphaFirst
00007ff80c2300c0 (__TEXT,__text) non-external (was a private external) _PremultiplyData_Chunky8AlphaLast
00007ff80c52a600 (__TEXT,__text) non-external (was a private external) _PremultiplyData_ChunkyFAlphaFirst
00007ff80c52a5e0 (__TEXT,__text) non-external (was a private external) _PremultiplyData_ChunkyFAlphaLast
00007ff80c24d2d0 (__TEXT,__text) non-external (was a private external) _PremultiplyData_RGBA16Q12
00007ff80c52a510 (__TEXT,__text) non-external (was a private external) _PremultiplyData_RGBA16U
00007ff80c214210 (__TEXT,__text) non-external (was a private external) _PremultiplyData_RGBA8888
00007ff80c52a5c0 (__TEXT,__text) non-external (was a private external) _PremultiplyData_RGBAFFFF
00007ff80c5220f0 (__TEXT,__text) non-external _PrintBufferOrderNames
00007ff840d1b930 (__DATA_CONST,__const) non-external _PrintBufferOrderNames.kBufferOrderNames_Base
00007ff80cd6abf8 (__TEXT,__const) non-external _PrintBufferOrderNames.kBufferOrderNames_CMYK.rel
00007ff80cd6ac0c (__TEXT,__const) non-external _PrintBufferOrderNames.kBufferOrderNames_LAB.rel
00007ff80cd6abe8 (__TEXT,__const) non-external _PrintBufferOrderNames.kBufferOrderNames_RGB.rel
00007ff80c53f4d0 (__TEXT,__text) non-external _RGB16UtoPlanar16U
00007ff80c53f3d0 (__TEXT,__text) non-external _RGB888toPlanar16Q12
00007ff80c235b30 (__TEXT,__text) non-external _RGB888toPlanar8
00007ff80c20b740 (__TEXT,__text) non-external _RGBFFFtoPlanarF
00007ff80c38a390 (__TEXT,__text) non-external (was a private external) _ReadTileRow_ARGB8888
00007ff80c38ac70 (__TEXT,__text) non-external (was a private external) _ReadTileRow_ARGB8888_MNI
00007ff80c206ea0 (__TEXT,__text) non-external (was a private external) _ReduceToCoreFormats
00007ff80c52a960 (__TEXT,__text) non-external (was a private external) _RemoveAlpha_Chunky16UAlphaFirst
00007ff80c52a940 (__TEXT,__text) non-external (was a private external) _RemoveAlpha_Chunky16UAlphaLast
00007ff80c52a900 (__TEXT,__text) non-external (was a private external) _RemoveAlpha_Chunky8AlphaFirst
00007ff80c52a8e0 (__TEXT,__text) non-external (was a private external) _RemoveAlpha_Chunky8AlphaLast
00007ff80c52a9c0 (__TEXT,__text) non-external (was a private external) _RemoveAlpha_ChunkyFAlphaFirst
00007ff80c52a9a0 (__TEXT,__text) non-external (was a private external) _RemoveAlpha_ChunkyFAlphaLast
00007ff80c2083f0 (__TEXT,__text) non-external _ResolveDecodeArrays
00007ff80c538660 (__TEXT,__text) non-external _ResolveDecodeArrays_version1
00007ff80c2162b0 (__TEXT,__text) non-external _RowDecodeY00
00007ff80c292150 (__TEXT,__text) non-external _RowDecodeYCC
00007ff80c291c60 (__TEXT,__text) non-external _RowEncodeY00
00007ff80c291e50 (__TEXT,__text) non-external _RowEncodeYCC
00007ff80c27f5e0 (__TEXT,__text) non-external _SepConvolve16F_GCDWork
00007ff80c280ad0 (__TEXT,__text) non-external _SepConvolve16U_GCDWork
00007ff80c282440 (__TEXT,__text) non-external _SepConvolve8888_GCDWork
00007ff80c280050 (__TEXT,__text) non-external _SepConvolve8_GCDWork
00007ff80c281570 (__TEXT,__text) non-external _SepConvolve8to16_GCDWork
00007ff80c27eb60 (__TEXT,__text) non-external _SepConvolveF_GCDWork
00007ff80c27eab0 (__TEXT,__text) non-external _SeparableNumWorkItemsForGCD
00007ff80c328dd0 (__TEXT,__text) non-external (was a private external) _SetupBufferInfo
00007ff840d17e90 (__DATA_CONST,__const) non-external (was a private external) _SetupROI
00007ff80c327300 (__TEXT,__text) non-external (was a private external) _SetupROI_ARGB8888
00007ff80c327740 (__TEXT,__text) non-external (was a private external) _SetupROI_ARGBFFFF
00007ff80c326a30 (__TEXT,__text) non-external (was a private external) _SetupROI_Pixel_8
00007ff80c326d50 (__TEXT,__text) non-external (was a private external) _SetupROI_Pixel_F
00007ff80c45ad80 (__TEXT,__text) external _SetvImageThreadCount
00007ff80c45ad60 (__TEXT,__text) external _SetvImageThreadState
00007ff80c292e10 (__TEXT,__text) external _SetvImageVectorAvailable
00007ff80c514680 (__TEXT,__text) non-external _Shear_GCDWork
00007ff80c38a380 (__TEXT,__text) non-external _SkipProcessing_ARGB8888
00007ff80c38b440 (__TEXT,__text) non-external _Sobel8to16_GCDWork
00007ff80c282c80 (__TEXT,__text) non-external _SquareBoxConvolve8888_GCDWork
00007ff80c282850 (__TEXT,__text) non-external _SquareBoxConvolve8_GCDWork
00007ff80c283a40 (__TEXT,__text) non-external _StoreY
00007ff80c283c30 (__TEXT,__text) non-external _StoreYCC
00007ff80c279f90 (__TEXT,__text) non-external _Swap16
00007ff80c2483b0 (__TEXT,__text) non-external _Swap32
00007ff80cd6ad64 (__TEXT,__const) non-external _Swap32.swap32Map
00007ff80c53fa20 (__TEXT,__text) non-external _TRCsData_dtor
00007ff80c52ee40 (__TEXT,__text) non-external _TableLookUp_Planar8
00007ff80c52f170 (__TEXT,__text) non-external _TableLookUp_Planar8toIndexed8
00007ff80c2f7080 (__TEXT,__text) non-external _TileThreadCount
00007ff80c397b70 (__TEXT,__text) non-external _TileThreadCount
00007ff80c529c10 (__TEXT,__text) non-external (was a private external) _TransformPassHLGSceneReferredMapping_dtor
00007ff80c5284b0 (__TEXT,__text) non-external (was a private external) _TransformPassLUT1D_dtor
00007ff80c22ab30 (__TEXT,__text) non-external (was a private external) _TransformPassLUT_dtor
00007ff80c529a90 (__TEXT,__text) non-external (was a private external) _TransformPassLUTs_dtor
00007ff80c529b50 (__TEXT,__text) non-external (was a private external) _TransformPassLuminanceScaling_dtor
00007ff80c22a580 (__TEXT,__text) non-external (was a private external) _TransformPassMatrix_dtor
00007ff80c529cf0 (__TEXT,__text) non-external (was a private external) _TransformPassPQToneMapping_dtor
00007ff80c22a520 (__TEXT,__text) non-external (was a private external) _TransformPassParameter_dtor
00007ff80c529a30 (__TEXT,__text) non-external (was a private external) _TransformPassTRCs_dtor
00007ff80c527d60 (__TEXT,__text) non-external (was a private external) _TransformPass_PrintMatrix
00007ff80c5282d0 (__TEXT,__text) non-external (was a private external) _TransformPass_PrintTransform
00007ff80c528480 (__TEXT,__text) non-external (was a private external) _TransformPass_dtor
00007ff80c2b8fd0 (__TEXT,__text) non-external _TransformTRCNumWorkItemsForGCD
00007ff80c2b9090 (__TEXT,__text) non-external _TransformTRC_GCDWork
00007ff80c35f910 (__TEXT,__text) non-external (was a private external) _TruncateKernel_ARGB8888
00007ff80c34cb40 (__TEXT,__text) non-external (was a private external) _TruncateKernel_ARGBFFFF
00007ff80c351de0 (__TEXT,__text) non-external (was a private external) _TruncateKernel_Planar8
00007ff80c348270 (__TEXT,__text) non-external (was a private external) _TruncateKernel_PlanarF
00007ff80c52a440 (__TEXT,__text) non-external (was a private external) _UnpremultiplyData_ARGB16Q12
00007ff80c52a3e0 (__TEXT,__text) non-external (was a private external) _UnpremultiplyData_ARGB16U
00007ff80c229bc0 (__TEXT,__text) non-external (was a private external) _UnpremultiplyData_ARGB8888
00007ff80c52a4a0 (__TEXT,__text) non-external (was a private external) _UnpremultiplyData_ARGBFFFF
00007ff80c52a410 (__TEXT,__text) non-external (was a private external) _UnpremultiplyData_Chunky16AlphaFirst
00007ff80c52a3f0 (__TEXT,__text) non-external (was a private external) _UnpremultiplyData_Chunky16AlphaLast
00007ff80c52a470 (__TEXT,__text) non-external (was a private external) _UnpremultiplyData_Chunky16Q12AlphaFirst
00007ff80c52a450 (__TEXT,__text) non-external (was a private external) _UnpremultiplyData_Chunky16Q12AlphaLast
00007ff80c52a3b0 (__TEXT,__text) non-external (was a private external) _UnpremultiplyData_Chunky8AlphaFirst
00007ff80c20fdc0 (__TEXT,__text) non-external (was a private external) _UnpremultiplyData_Chunky8AlphaLast
00007ff80c52a4d0 (__TEXT,__text) non-external (was a private external) _UnpremultiplyData_ChunkyFAlphaFirst
00007ff80c52a4b0 (__TEXT,__text) non-external (was a private external) _UnpremultiplyData_ChunkyFAlphaLast
00007ff80c52a430 (__TEXT,__text) non-external (was a private external) _UnpremultiplyData_RGBA16Q12
00007ff80c52a3d0 (__TEXT,__text) non-external (was a private external) _UnpremultiplyData_RGBA16U
00007ff80c219130 (__TEXT,__text) non-external (was a private external) _UnpremultiplyData_RGBA8888
00007ff80c52a490 (__TEXT,__text) non-external (was a private external) _UnpremultiplyData_RGBAFFFF
00007ff80ccdc920 (__TEXT,__const) non-external (was a private external) _Unpremultiply_16Q12_table
00007ff80c5384c0 (__TEXT,__text) non-external _VerifyCGConverterParams
                 (undefined) external __Block_object_assign (from libSystem)
                 (undefined) external __Block_object_dispose (from libSystem)
00007ff80c20a760 (__TEXT,__text) non-external (was a private external) __ERROR_Buffer_Not_ReadWriteable_By_vImage__CheckBacktrace
00007ff80c20a440 (__TEXT,__text) non-external (was a private external) __ERROR_Buffer_Not_Readable_By_vImage__CheckBacktrace
00007ff80c20a6b0 (__TEXT,__text) non-external (was a private external) __ERROR_Buffer_Not_Writeable_By_vImage__CheckBacktrace
00007ff80c20a780 (__TEXT,__text) non-external (was a private external) __ERROR_Buffer_ReadWrite__Too_Small_For_Arguments_To_vImage__CheckBacktrace
00007ff80c20a460 (__TEXT,__text) non-external (was a private external) __ERROR_Buffer_Read__Too_Small_For_Arguments_To_vImage__CheckBacktrace
00007ff80c20a6d0 (__TEXT,__text) non-external (was a private external) __ERROR_Buffer_Write__Too_Small_For_Arguments_To_vImage__CheckBacktrace
                 (undefined) external __NSConcreteGlobalBlock (from libSystem)
                 (undefined) external __NSConcreteStackBlock (from libSystem)
00007ff80c6f0ae0 (__TEXT,__text) non-external __ZL12vecPQToneMapPDv8_fS0_S0_PKfPK9PQ_params
00007ff80c83f070 (__TEXT,__text) non-external __ZL12vecPQToneMapPDv8_fS0_S0_PKfPK9PQ_params
00007ff80c9cd110 (__TEXT,__text) non-external __ZL12vecPQToneMapPDv8_fS0_S0_PKfPK9PQ_params
00007ff80cb41fe0 (__TEXT,__text) non-external __ZL12vecPQToneMapPDv8_fS0_S0_PKfPK9PQ_params
00007ff80cccd710 (__TEXT,__text) non-external __ZL12vecPQToneMapPDv8_fS0_S0_PKfPK9PQ_params
00007ff80cd92440 (__TEXT,__const) non-external __ZL14deinterleave4UPKDv32_s.c_permd
00007ff80c3bbc10 (__TEXT,__text) non-external ___ContrastStretch_ARGBFFFF_AVX_block_invoke
00007ff80c3bc0b0 (__TEXT,__text) non-external ___ContrastStretch_ARGBFFFF_AVX_block_invoke.4
00007ff80c3b9890 (__TEXT,__text) non-external ___ContrastStretch_PlanarF_AVX_block_invoke
00007ff80c3b9c80 (__TEXT,__text) non-external ___ContrastStretch_PlanarF_AVX_block_invoke.1
                 (undefined) weak external ____chkstk_darwin (from libSystem)
00007ff80c2f7560 (__TEXT,__text) non-external ____vImageConvert_ARGB16Q12ToXRGB2101010_block_invoke
00007ff80c2f73c0 (__TEXT,__text) non-external ____vImageConvert_ARGB16UToXRGB2101010_block_invoke
00007ff80c2f7220 (__TEXT,__text) non-external ____vImageConvert_ARGB8888ToXRGB2101010_block_invoke
00007ff80c2f7710 (__TEXT,__text) non-external ____vImageConvert_ARGBFFFFToXRGB2101010_block_invoke
00007ff80c2f77e0 (__TEXT,__text) non-external ____vImageConvert_XRGB2101010ToARGB16F_block_invoke
00007ff80c2f7490 (__TEXT,__text) non-external ____vImageConvert_XRGB2101010ToARGB16Q12_block_invoke
00007ff80c2f72f0 (__TEXT,__text) non-external ____vImageConvert_XRGB2101010ToARGB16U_block_invoke
00007ff80c2f7150 (__TEXT,__text) non-external ____vImageConvert_XRGB2101010ToARGB8888_block_invoke
00007ff80c2f7640 (__TEXT,__text) non-external ____vImageConvert_XRGB2101010ToARGBFFFF_block_invoke
                 (undefined) external ___assert_rtn (from libSystem)
00007ff840d16d80 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff840d16dc0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff840d176d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff840d179e0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff840d17aa0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff840d17fa8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff840d18b00 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff840d190e0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff840d19140 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff840d191a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff840d19260 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff840d19320 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff840d19360 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff840d19560 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff840d196e0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff840d19a40 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff840d1a040 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff840d1b8f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff840d255e0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff840d25c20 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff840d26260 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff840d268a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff840d26ee0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff840d16de0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.1
00007ff840d17a10 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.1
00007ff840d17ac0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.1
00007ff840d17fc8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.1
00007ff840d18b20 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.1
00007ff840d19110 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.1
00007ff840d19170 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.1
00007ff840d19340 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.1
00007ff840d19380 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.1
00007ff840d19580 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.1
00007ff840d19700 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.1
00007ff840d19a60 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.1
00007ff840d1a060 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.1
00007ff840d16eb0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.10
00007ff840d17ce0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.10
00007ff840d18c40 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.10
00007ff840d194a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.10
00007ff840d19930 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.10
00007ff840d19b80 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.10
00007ff840d1a180 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.10
00007ff840d25600 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.10
00007ff840d25c60 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.10
00007ff840d26280 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.10
00007ff840d268c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.10
00007ff840d26f20 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.10
00007ff840d17730 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.11
00007ff840d17d10 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.11
00007ff840d18c60 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.11
00007ff840d194c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.11
00007ff840d19950 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.11
00007ff840d19ba0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.11
00007ff840d25620 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.11
00007ff840d25c80 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.11
00007ff840d262a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.11
00007ff840d268e0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.11
00007ff840d26f40 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.11
00007ff840d16ee0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.12
00007ff840d17d40 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.12
00007ff840d18c80 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.12
00007ff840d194e0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.12
00007ff840d19970 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.12
00007ff840d19bc0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.12
00007ff840d25640 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.12
00007ff840d25ca0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.12
00007ff840d262c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.12
00007ff840d26900 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.12
00007ff840d26f60 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.12
00007ff840d16f00 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.13
