000000021a878e50 (__DATA,__data) non-external _.compoundliteral
00000001e505b924 (__TEXT,__text) non-external _glpCGLoopStatement
00000001e505a984 (__TEXT,__text) non-external _glpCGNegate
00000001e5059c7c (__TEXT,__text) non-external _glpCGNode
00000001e505a500 (__TEXT,__text) non-external _glpCGPPStreamOpNode
00000001e505b36c (__TEXT,__text) non-external _glpCGParameterDeclaration
00000001e505c174 (__TEXT,__text) non-external _glpCGRValue
00000001e505beb0 (__TEXT,__text) non-external _glpCGRawCallNode
00000001e505be48 (__TEXT,__text) non-external _glpCGReturnStatement
00000001e505bf34 (__TEXT,__text) non-external _glpCGSubroutineRawCallNode
00000001e505a81c (__TEXT,__text) non-external _glpCGSubroutineUniformNode
00000001e505bae8 (__TEXT,__text) non-external _glpCGSwitchStatement
00000001e5075f0c (__TEXT,__text) non-external _glpCGSwizzle
00000001e5059960 (__TEXT,__text) non-external (was a private external) _glpCGTopLevel
00000001e505a334 (__TEXT,__text) non-external _glpCGTypeConversion
00000001e505b4b0 (__TEXT,__text) non-external _glpCGVariableDeclaration
00000001e505b508 (__TEXT,__text) non-external _glpCGVariableDeclarationGroup
00000001e50ea2c4 (__TEXT,__text) non-external (was a private external) _glpCPPErrorToInfoLog
00000001e50ea1f4 (__TEXT,__text) non-external (was a private external) _glpCPPShInfoLogMsg
00000001e50ea12c (__TEXT,__text) non-external (was a private external) _glpCPPWarningToInfoLog
00000001e5095c38 (__TEXT,__text) non-external (was a private external) _glpCalculateCallPrecision
00000001e511dbf8 (__TEXT,__text) external _glpCallFragmentStateToLLVMIR
00000001e50b1500 (__TEXT,__text) non-external (was a private external) _glpCallNodeAddArg
00000001e50b14e8 (__TEXT,__text) non-external (was a private external) _glpCallNodeGetArg
00000001e50b14e0 (__TEXT,__text) non-external (was a private external) _glpCallNodeGetArgCount
00000001e50b1508 (__TEXT,__text) non-external (was a private external) _glpCallNodeInsertArg
00000001e50b14f4 (__TEXT,__text) non-external (was a private external) _glpCallNodeSetArg
00000001e51099c8 (__TEXT,__text) external _glpCallVertexStateToLLVMIR
00000001e509bc84 (__TEXT,__text) non-external (was a private external) _glpCanConvert
00000001e50b4c90 (__TEXT,__text) non-external (was a private external) _glpCaseStatementNodeGetConstValue
00000001e50b4c80 (__TEXT,__text) non-external (was a private external) _glpCaseStatementNodeGetIsStray
00000001e50b4c9c (__TEXT,__text) non-external (was a private external) _glpCaseStatementNodeSetConstValue
00000001e50b4c88 (__TEXT,__text) non-external (was a private external) _glpCaseStatementNodeSetIsStray
00000001e50a7454 (__TEXT,__text) non-external (was a private external) _glpCheckAndSanitizeConstructorCall
00000001e509a3f4 (__TEXT,__text) non-external (was a private external) _glpCheckArrayIndex
00000001e50d5938 (__TEXT,__text) non-external (was a private external) _glpCheckBarrier
00000001e50994f8 (__TEXT,__text) non-external (was a private external) _glpCheckIBDeref
00000001e509ce74 (__TEXT,__text) non-external (was a private external) _glpCheckName
00000001e5087afc (__TEXT,__text) non-external (was a private external) _glpCleanUpLinkedProgram
00000001e50b2e90 (__TEXT,__text) non-external (was a private external) _glpCommaExprNodeAddExpr
00000001e50b2e24 (__TEXT,__text) non-external (was a private external) _glpCommaExprNodeClearExprs
00000001e50b2e78 (__TEXT,__text) non-external (was a private external) _glpCommaExprNodeGetExpr
00000001e50b2e70 (__TEXT,__text) non-external (was a private external) _glpCommaExprNodeGetExprCount
00000001e50b2e1c (__TEXT,__text) non-external (was a private external) _glpCommaExprNodeGetIsFromSource
00000001e50b2e98 (__TEXT,__text) non-external (was a private external) _glpCommaExprNodeInsertExpr
00000001e50b2e84 (__TEXT,__text) non-external (was a private external) _glpCommaExprNodeSetExpr
00000001e509da8c (__TEXT,__text) non-external (was a private external) _glpCommaResult
00000001e50aa974 (__TEXT,__text) non-external (was a private external) _glpCompareValues
00000001e50844cc (__TEXT,__text) non-external (was a private external) _glpCompileShader
00000001e507eddc (__TEXT,__text) non-external (was a private external) _glpCompilerAllOutputsAreInvariant
00000001e507efd4 (__TEXT,__text) non-external (was a private external) _glpCompilerApplyImplictRulesForGlobalTypeQualifier
00000001e507f4a4 (__TEXT,__text) non-external (was a private external) _glpCompilerDoesTrackPrecision
00000001e507f4cc (__TEXT,__text) non-external (was a private external) _glpCompilerDoesTypeRequirePrecision
00000001e507f2c0 (__TEXT,__text) non-external (was a private external) _glpCompilerForceAllOutputsToBeInvariant
00000001e507eb3c (__TEXT,__text) non-external (was a private external) _glpCompilerGetAllocator
00000001e507e288 (__TEXT,__text) non-external (was a private external) _glpCompilerGetGLProfile
00000001e507f658 (__TEXT,__text) non-external (was a private external) _glpCompilerGetImmediateSAContext
00000001e507f41c (__TEXT,__text) non-external (was a private external) _glpCompilerGetImplicitConversionPolicy
00000001e507f170 (__TEXT,__text) non-external (was a private external) _glpCompilerGetImpliedBankSize
00000001e507e298 (__TEXT,__text) non-external (was a private external) _glpCompilerGetInfoLog
00000001e507f250 (__TEXT,__text) non-external (was a private external) _glpCompilerGetIntConstant
00000001e507efc4 (__TEXT,__text) non-external (was a private external) _glpCompilerGetLanguage
00000001e507efbc (__TEXT,__text) non-external (was a private external) _glpCompilerGetNameTable
00000001e507e290 (__TEXT,__text) non-external (was a private external) _glpCompilerGetOSXVersion
00000001e507e280 (__TEXT,__text) non-external (was a private external) _glpCompilerGetOptions
00000001e507f2d4 (__TEXT,__text) non-external (was a private external) _glpCompilerGetSubroutineType
00000001e507efcc (__TEXT,__text) non-external (was a private external) _glpCompilerGetTopLevelNode
00000001e507f248 (__TEXT,__text) non-external (was a private external) _glpCompilerGetValueHash
00000001e507edc4 (__TEXT,__text) non-external (was a private external) _glpCompilerInsertDef
00000001e507eecc (__TEXT,__text) non-external (was a private external) _glpCompilerNewTempName
00000001e507eb34 (__TEXT,__text) non-external (was a private external) _glpCompilerPoolAlloc
00000001e507f648 (__TEXT,__text) non-external (was a private external) _glpCompilerPopSAContext
00000001e507f574 (__TEXT,__text) non-external (was a private external) _glpCompilerPushSAContext
00000001e507e2a0 (__TEXT,__text) non-external (was a private external) _glpCompilerRemapObject
00000001e507eec4 (__TEXT,__text) non-external (was a private external) _glpCompilerRemapValue
00000001e507f56c (__TEXT,__text) non-external (was a private external) _glpCompilerRequiresOutputPoints
00000001e507f564 (__TEXT,__text) non-external (was a private external) _glpCompilerSetRequiresOutputPoints
00000001e507f2cc (__TEXT,__text) non-external (was a private external) _glpCompilerUsingStyleGuide
00000001e50d5e84 (__TEXT,__text) non-external (was a private external) _glpConstantFold
00000001e50b19ac (__TEXT,__text) non-external (was a private external) _glpConstantNodeGetType
00000001e50b19b4 (__TEXT,__text) non-external (was a private external) _glpConstantNodeGetValue
00000001e50b19bc (__TEXT,__text) non-external (was a private external) _glpConstantNodeSetValue
00000001e50d5bd4 (__TEXT,__text) non-external (was a private external) _glpConstantValueFromDecomposedInitializer
00000001e50b1ed4 (__TEXT,__text) non-external (was a private external) _glpConstructorCallNodeGetType
00000001e50b1ee4 (__TEXT,__text) non-external (was a private external) _glpConstructorCallNodeSetType
00000001e509a730 (__TEXT,__text) non-external (was a private external) _glpConvert
00000001e5087498 (__TEXT,__text) non-external _glpCopyContextState
00000001e5082384 (__TEXT,__text) non-external (was a private external) _glpCopyLayoutObject
00000001e50a4b80 (__TEXT,__text) non-external (was a private external) _glpCopyString
00000001e50aa8d4 (__TEXT,__text) non-external (was a private external) _glpCopyValue
00000001e50aa91c (__TEXT,__text) non-external (was a private external) _glpCopyValueInto
00000001e50d9990 (__TEXT,__text) non-external _glpCopyValueIntoWithSwizzle
00000001e5055a50 (__TEXT,__text) non-external (was a private external) _glpCreateDoublesTelemetry
000000021a87d4e0 (__DATA,__bss) non-external _glpCreateDoublesTelemetry.onceToken
00000001e5055ba4 (__TEXT,__text) non-external (was a private external) _glpCreateNVFragment2Telemetry
000000021a87d500 (__DATA,__bss) non-external _glpCreateNVFragment2Telemetry.onceToken
00000001e5055b70 (__TEXT,__text) non-external (was a private external) _glpCreateNVFragmentProgramTelemetry
000000021a87d4f8 (__DATA,__bss) non-external _glpCreateNVFragmentProgramTelemetry.onceToken
00000001e5055b08 (__TEXT,__text) non-external (was a private external) _glpCreateNVVertex2Telemetry
000000021a87d4e8 (__DATA,__bss) non-external _glpCreateNVVertex2Telemetry.onceToken
00000001e5055b3c (__TEXT,__text) non-external (was a private external) _glpCreateNVVertex3Telemetry
000000021a87d4f0 (__DATA,__bss) non-external _glpCreateNVVertex3Telemetry.onceToken
00000001e5087b3c (__TEXT,__text) non-external _glpCreateShaderByteCode
00000001e5055a84 (__TEXT,__text) non-external _glpCreateTelemetry
00000001e50572c8 (__TEXT,__text) non-external (was a private external) _glpDataHashGet
00000001e50570cc (__TEXT,__text) non-external (was a private external) _glpDataHashPut
00000001e50a5138 (__TEXT,__text) non-external (was a private external) _glpDatasEqual
00000001e50e64c0 (__TEXT,__text) non-external (was a private external) _glpDecLineNumber
00000001e50b1280 (__TEXT,__text) non-external (was a private external) _glpDeepCopyASTNode
00000001e50a51ac (__TEXT,__text) non-external (was a private external) _glpDeepCopyType
00000001e50b4d34 (__TEXT,__text) non-external (was a private external) _glpDefaultStatementNodeGetIsStray
00000001e50b4d3c (__TEXT,__text) non-external (was a private external) _glpDefaultStatementNodeSetIsStray
00000001e50b5430 (__TEXT,__text) non-external (was a private external) _glpDerefNodeGetOffset
00000001e50b543c (__TEXT,__text) non-external (was a private external) _glpDerefNodeSetOffset
00000001e50a0770 (__TEXT,__text) non-external (was a private external) _glpDeserialError
00000001e50b7afc (__TEXT,__text) non-external (was a private external) _glpDeserializeAST
00000001e50b7f54 (__TEXT,__text) non-external (was a private external) _glpDeserializeNames
00000001e505a2e0 (__TEXT,__text) non-external (was a private external) _glpDestroyCodeGenContext
00000001e5087ac0 (__TEXT,__text) non-external (was a private external) _glpDestroyCompiledShader
00000001e507e214 (__TEXT,__text) non-external (was a private external) _glpDestroyCompiler
00000001e50a0250 (__TEXT,__text) non-external (was a private external) _glpDestroyDeserialContext
00000001e50568c8 (__TEXT,__text) non-external (was a private external) _glpDestroyIntHash
00000001e505f038 (__TEXT,__text) non-external (was a private external) _glpDestroyLLVMCodeGenContext
00000001e5082444 (__TEXT,__text) non-external (was a private external) _glpDestroyLayoutObject
00000001e5087514 (__TEXT,__text) non-external (was a private external) _glpDestroyLinkedProgram
00000001e5084868 (__TEXT,__text) non-external (was a private external) _glpDestroyLinker
00000001e50918dc (__TEXT,__text) non-external (was a private external) _glpDestroyLog
00000001e5091d70 (__TEXT,__text) non-external (was a private external) _glpDestroyNameTable
00000001e50564c0 (__TEXT,__text) non-external (was a private external) _glpDestroyPointerHash
00000001e5058114 (__TEXT,__text) non-external (was a private external) _glpDestroyPoolAllocator
00000001e509f73c (__TEXT,__text) non-external (was a private external) _glpDestroySerialContext
00000001e50a4d54 (__TEXT,__text) non-external (was a private external) _glpDestroyStringBuffer
00000001e505602c (__TEXT,__text) non-external (was a private external) _glpDestroyStringHash
00000001e50a58dc (__TEXT,__text) non-external (was a private external) _glpDestroyType
00000001e5056cf4 (__TEXT,__text) non-external (was a private external) _glpDestroyTypedValueHash
00000001e50f858c (__TEXT,__text) non-external (was a private external) _glpDisassemble1Op
00000001e50d0a64 (__TEXT,__text) non-external (was a private external) _glpDumpASTNodeToStringBuffer
00000001e50a6b60 (__TEXT,__text) non-external (was a private external) _glpDumpTypeToStringBuffer
00000001e50a84e4 (__TEXT,__text) non-external (was a private external) _glpDuplicateDerefOrConstant
00000001e50a5d00 (__TEXT,__text) non-external (was a private external) _glpEachPrimitiveComponentOfType
00000001e509a01c (__TEXT,__text) non-external (was a private external) _glpEnsureDeref
00000001e5099450 (__TEXT,__text) non-external (was a private external) _glpEnsureOffsetsExist
00000001e50b27c4 (__TEXT,__text) non-external (was a private external) _glpEqualNodeGetIsFromSource
00000001e509be10 (__TEXT,__text) non-external (was a private external) _glpEvaluateArraySize
00000001e509bff0 (__TEXT,__text) non-external (was a private external) _glpEvaluateTypeNode
00000001e50b4788 (__TEXT,__text) non-external (was a private external) _glpExpressionStatementNodeGetExpr
00000001e50b4794 (__TEXT,__text) non-external (was a private external) _glpExpressionStatementNodeSetExpr
00000001e508176c (__TEXT,__text) non-external (was a private external) _glpExtensionAllowed
00000001e50818d4 (__TEXT,__text) non-external (was a private external) _glpExtensionAllowedAndDefault
00000001e5081300 (__TEXT,__text) non-external (was a private external) _glpExtensionFromString
00000001e5081740 (__TEXT,__text) non-external (was a private external) _glpExtensionToString
00000001e50b1b3c (__TEXT,__text) non-external (was a private external) _glpFieldAccessNodeGetField
00000001e50b1b48 (__TEXT,__text) non-external (was a private external) _glpFieldAccessNodeGetStructure
00000001e50b1b54 (__TEXT,__text) non-external (was a private external) _glpFieldAccessNodeSetStructure
00000001e50b3c3c (__TEXT,__text) non-external (was a private external) _glpFieldDeclarationNodeGetName
00000001e50b3c48 (__TEXT,__text) non-external (was a private external) _glpFieldDeclarationNodeGetType
00000001e50b3c54 (__TEXT,__text) non-external (was a private external) _glpFieldDeclarationNodeSetType
00000001e5082304 (__TEXT,__text) non-external (was a private external) _glpFinalizeParseContext
00000001e50ae190 (__TEXT,__text) non-external (was a private external) _glpFinalizePreprocessor
00000001e5076f1c (__TEXT,__text) non-external _glpFindGep
00000001e5081a84 (__TEXT,__text) non-external (was a private external) _glpFixInterpolateAt
00000001e509d974 (__TEXT,__text) non-external (was a private external) _glpFlattenCommaTree
00000001e511df40 (__TEXT,__text) external _glpFragmentStateToPPStream
00000001e510924c (__TEXT,__text) external _glpFreePPShaderLinearize
00000001e50b1cac (__TEXT,__text) non-external (was a private external) _glpFunctionCallNodeGetExtra
00000001e50b1ca0 (__TEXT,__text) non-external (was a private external) _glpFunctionCallNodeGetName
00000001e50b1cb4 (__TEXT,__text) non-external (was a private external) _glpFunctionCallNodeSetExtra
00000001e50b3960 (__TEXT,__text) non-external (was a private external) _glpFunctionDefinitionNodeGetBody
