00007ffb43da9d98 (__DATA,__data) non-external _.compoundliteral
00007ffb0b957fd6 (__TEXT,__text) non-external (was a private external) _glpCompilerNewTempName
00007ffb0b957cb4 (__TEXT,__text) non-external (was a private external) _glpCompilerPoolAlloc
00007ffb0b9586db (__TEXT,__text) non-external (was a private external) _glpCompilerPopSAContext
00007ffb0b958616 (__TEXT,__text) non-external (was a private external) _glpCompilerPushSAContext
00007ffb0b9572cc (__TEXT,__text) non-external (was a private external) _glpCompilerRemapObject
00007ffb0b957fc8 (__TEXT,__text) non-external (was a private external) _glpCompilerRemapValue
00007ffb0b95860c (__TEXT,__text) non-external (was a private external) _glpCompilerRequiresOutputPoints
00007ffb0b958602 (__TEXT,__text) non-external (was a private external) _glpCompilerSetRequiresOutputPoints
00007ffb0b958396 (__TEXT,__text) non-external (was a private external) _glpCompilerUsingStyleGuide
00007ffb0b9ad3d6 (__TEXT,__text) non-external (was a private external) _glpConstantFold
00007ffb0b98c6bf (__TEXT,__text) non-external (was a private external) _glpConstantNodeGetType
00007ffb0b98c6c9 (__TEXT,__text) non-external (was a private external) _glpConstantNodeGetValue
00007ffb0b98c6d3 (__TEXT,__text) non-external (was a private external) _glpConstantNodeSetValue
00007ffb0b9ad0d0 (__TEXT,__text) non-external (was a private external) _glpConstantValueFromDecomposedInitializer
00007ffb0b98cacc (__TEXT,__text) non-external (was a private external) _glpConstructorCallNodeGetType
00007ffb0b98cadd (__TEXT,__text) non-external (was a private external) _glpConstructorCallNodeSetType
00007ffb0b9761bf (__TEXT,__text) non-external (was a private external) _glpConvert
00007ffb0b96150f (__TEXT,__text) non-external _glpCopyContextState
00007ffb0b95b457 (__TEXT,__text) non-external (was a private external) _glpCopyLayoutObject
00007ffb0b9807f0 (__TEXT,__text) non-external (was a private external) _glpCopyString
00007ffb0b986015 (__TEXT,__text) non-external (was a private external) _glpCopyValue
00007ffb0b98604d (__TEXT,__text) non-external (was a private external) _glpCopyValueInto
00007ffb0b9afe08 (__TEXT,__text) non-external _glpCopyValueIntoWithSwizzle
00007ffb0b929cf9 (__TEXT,__text) non-external (was a private external) _glpCreateDoublesTelemetry
00007ffb0b9feed0 (__TEXT,__text) non-external _glpCreateDoublesTelemetry.cold.1
00007ffb43dae530 (__DATA,__bss) non-external _glpCreateDoublesTelemetry.onceToken
00007ffb0b929dec (__TEXT,__text) non-external (was a private external) _glpCreateNVFragment2Telemetry
00007ffb0b9fef30 (__TEXT,__text) non-external _glpCreateNVFragment2Telemetry.cold.1
00007ffb43dae550 (__DATA,__bss) non-external _glpCreateNVFragment2Telemetry.onceToken
00007ffb0b929dc5 (__TEXT,__text) non-external (was a private external) _glpCreateNVFragmentProgramTelemetry
00007ffb0b9fef18 (__TEXT,__text) non-external _glpCreateNVFragmentProgramTelemetry.cold.1
00007ffb43dae548 (__DATA,__bss) non-external _glpCreateNVFragmentProgramTelemetry.onceToken
00007ffb0b929d77 (__TEXT,__text) non-external (was a private external) _glpCreateNVVertex2Telemetry
00007ffb0b9feee8 (__TEXT,__text) non-external _glpCreateNVVertex2Telemetry.cold.1
00007ffb43dae538 (__DATA,__bss) non-external _glpCreateNVVertex2Telemetry.onceToken
00007ffb0b929d9e (__TEXT,__text) non-external (was a private external) _glpCreateNVVertex3Telemetry
00007ffb0b9fef00 (__TEXT,__text) non-external _glpCreateNVVertex3Telemetry.cold.1
00007ffb43dae540 (__DATA,__bss) non-external _glpCreateNVVertex3Telemetry.onceToken
00007ffb0b961c09 (__TEXT,__text) non-external _glpCreateShaderByteCode
00007ffb0b929d20 (__TEXT,__text) non-external _glpCreateTelemetry
00007ffb0b92b04e (__TEXT,__text) non-external (was a private external) _glpDataHashGet
00007ffb0b92aebf (__TEXT,__text) non-external (was a private external) _glpDataHashPut
00007ffb0b980d3f (__TEXT,__text) non-external (was a private external) _glpDatasEqual
00007ffb0b9bc83e (__TEXT,__text) non-external (was a private external) _glpDecLineNumber
00007ffb0b98c052 (__TEXT,__text) non-external (was a private external) _glpDeepCopyASTNode
00007ffb0b980d94 (__TEXT,__text) non-external (was a private external) _glpDeepCopyType
00007ffb0b98f0f9 (__TEXT,__text) non-external (was a private external) _glpDefaultStatementNodeGetIsStray
00007ffb0b98f103 (__TEXT,__text) non-external (was a private external) _glpDefaultStatementNodeSetIsStray
00007ffb0b98f6a2 (__TEXT,__text) non-external (was a private external) _glpDerefNodeGetOffset
00007ffb0b98f6af (__TEXT,__text) non-external (was a private external) _glpDerefNodeSetOffset
00007ffb0b97c250 (__TEXT,__text) non-external (was a private external) _glpDeserialError
00007ffb0b991b24 (__TEXT,__text) non-external (was a private external) _glpDeserializeAST
00007ffb0b991ecc (__TEXT,__text) non-external (was a private external) _glpDeserializeNames
00007ffb0b92e004 (__TEXT,__text) non-external (was a private external) _glpDestroyCodeGenContext
00007ffb0b961bb8 (__TEXT,__text) non-external (was a private external) _glpDestroyCompiledShader
00007ffb0b957254 (__TEXT,__text) non-external (was a private external) _glpDestroyCompiler
00007ffb0b97bd07 (__TEXT,__text) non-external (was a private external) _glpDestroyDeserialContext
00007ffb0b92a88a (__TEXT,__text) non-external (was a private external) _glpDestroyIntHash
00007ffb0b933ad5 (__TEXT,__text) non-external (was a private external) _glpDestroyLLVMCodeGenContext
00007ffb0b95b4f3 (__TEXT,__text) non-external (was a private external) _glpDestroyLayoutObject
00007ffb0b96158d (__TEXT,__text) non-external (was a private external) _glpDestroyLinkedProgram
00007ffb0b95d672 (__TEXT,__text) non-external (was a private external) _glpDestroyLinker
00007ffb0b96cb52 (__TEXT,__text) non-external (was a private external) _glpDestroyLog
00007ffb0b96d04c (__TEXT,__text) non-external (was a private external) _glpDestroyNameTable
00007ffb0b92a57b (__TEXT,__text) non-external (was a private external) _glpDestroyPointerHash
00007ffb0b92bd77 (__TEXT,__text) non-external (was a private external) _glpDestroyPoolAllocator
00007ffb0b97b286 (__TEXT,__text) non-external (was a private external) _glpDestroySerialContext
00007ffb0b980956 (__TEXT,__text) non-external (was a private external) _glpDestroyStringBuffer
00007ffb0b92a1a1 (__TEXT,__text) non-external (was a private external) _glpDestroyStringHash
00007ffb0b981441 (__TEXT,__text) non-external (was a private external) _glpDestroyType
00007ffb0b92ab8e (__TEXT,__text) non-external (was a private external) _glpDestroyTypedValueHash
00007ffb0b9cfaac (__TEXT,__text) non-external (was a private external) _glpDisassemble1Op
00007ffb0b9a8ca0 (__TEXT,__text) non-external (was a private external) _glpDumpASTNodeToStringBuffer
00007ffb0b9823e8 (__TEXT,__text) non-external (was a private external) _glpDumpTypeToStringBuffer
00007ffb0b983b3a (__TEXT,__text) non-external (was a private external) _glpDuplicateDerefOrConstant
00007ffb0b9817bf (__TEXT,__text) non-external (was a private external) _glpEachPrimitiveComponentOfType
00007ffb0b975aca (__TEXT,__text) non-external (was a private external) _glpEnsureDeref
00007ffb0b974ca9 (__TEXT,__text) non-external (was a private external) _glpEnsureOffsetsExist
00007ffb0b98d1fa (__TEXT,__text) non-external (was a private external) _glpEqualNodeGetIsFromSource
00007ffb0b97786c (__TEXT,__text) non-external (was a private external) _glpEvaluateArraySize
00007ffb0b977a67 (__TEXT,__text) non-external (was a private external) _glpEvaluateTypeNode
00007ffb0b98ec85 (__TEXT,__text) non-external (was a private external) _glpExpressionStatementNodeGetExpr
00007ffb0b98ec92 (__TEXT,__text) non-external (was a private external) _glpExpressionStatementNodeSetExpr
00007ffb0b95a906 (__TEXT,__text) non-external (was a private external) _glpExtensionAllowed
00007ffb0b95aa34 (__TEXT,__text) non-external (was a private external) _glpExtensionAllowedAndDefault
00007ffb0b95a431 (__TEXT,__text) non-external (was a private external) _glpExtensionFromString
00007ffb0b95a8e7 (__TEXT,__text) non-external (was a private external) _glpExtensionToString
00007ffb0b98c7f6 (__TEXT,__text) non-external (was a private external) _glpFieldAccessNodeGetField
00007ffb0b98c804 (__TEXT,__text) non-external (was a private external) _glpFieldAccessNodeGetStructure
00007ffb0b98c811 (__TEXT,__text) non-external (was a private external) _glpFieldAccessNodeSetStructure
00007ffb0b98e300 (__TEXT,__text) non-external (was a private external) _glpFieldDeclarationNodeGetName
00007ffb0b98e30e (__TEXT,__text) non-external (was a private external) _glpFieldDeclarationNodeGetType
00007ffb0b98e31b (__TEXT,__text) non-external (was a private external) _glpFieldDeclarationNodeSetType
00007ffb0b95b3fe (__TEXT,__text) non-external (was a private external) _glpFinalizeParseContext
00007ffb0b9894cd (__TEXT,__text) non-external (was a private external) _glpFinalizePreprocessor
00007ffb0b94f668 (__TEXT,__text) non-external _glpFindGep
00007ffb0b95ab9f (__TEXT,__text) non-external (was a private external) _glpFixInterpolateAt
00007ffb0b9793a3 (__TEXT,__text) non-external (was a private external) _glpFlattenCommaTree
00007ffb0b9f8660 (__TEXT,__text) external _glpFragmentStateToPPStream
00007ffb0b9e165f (__TEXT,__text) external _glpFreePPShaderLinearize
00007ffb0b98c922 (__TEXT,__text) non-external (was a private external) _glpFunctionCallNodeGetExtra
00007ffb0b98c914 (__TEXT,__text) non-external (was a private external) _glpFunctionCallNodeGetName
00007ffb0b98c92c (__TEXT,__text) non-external (was a private external) _glpFunctionCallNodeSetExtra
00007ffb0b98e0cb (__TEXT,__text) non-external (was a private external) _glpFunctionDefinitionNodeGetBody
00007ffb0b98e0b1 (__TEXT,__text) non-external (was a private external) _glpFunctionDefinitionNodeGetPrototype
00007ffb0b98e0d9 (__TEXT,__text) non-external (was a private external) _glpFunctionDefinitionNodeSetBody
00007ffb0b98e0be (__TEXT,__text) non-external (was a private external) _glpFunctionDefinitionNodeSetPrototype
00007ffb0b98da73 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeAddParameter
00007ffb0b98da0c (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeClearParameters
00007ffb0b98d9c2 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeGetExtra
00007ffb0b98d9b4 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeGetName
00007ffb0b98da51 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeGetParameter
00007ffb0b98da48 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeGetParameterCount
00007ffb0b98d9f0 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeGetReturnOutParam
00007ffb0b98d9d6 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeGetReturnType
00007ffb0b98da80 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeInsertParameter
00007ffb0b98d9cc (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeSetExtra
00007ffb0b98da62 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeSetParameter
00007ffb0b98d9fe (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeSetReturnOutParam
00007ffb0b98d9e3 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeSetReturnType
00007ffb0b9813da (__TEXT,__text) non-external (was a private external) _glpFunctionTypeGetReturnType
00007ffb0b9ae39a (__TEXT,__text) non-external _glpGLPTypeGetGLVMType
00007ffb0b95a35f (__TEXT,__text) non-external (was a private external) _glpGLSLVersionAllowed
00007ffb0b95a268 (__TEXT,__text) non-external (was a private external) _glpGLSLVersionFromInt
00007ffb0b95a32b (__TEXT,__text) non-external (was a private external) _glpGLSLVersionGetDefault
00007ffb0b95a3e0 (__TEXT,__text) non-external (was a private external) _glpGLSLVersionRequired
00007ffb0b95a310 (__TEXT,__text) non-external (was a private external) _glpGLSLVersionToInt
00007ffb0b961c50 (__TEXT,__text) non-external (was a private external) _glpGenerateCopyInOut
00007ffb0b983676 (__TEXT,__text) non-external (was a private external) _glpGetAccessorCount
00007ffb0b95b071 (__TEXT,__text) non-external (was a private external) _glpGetBIArchiveData
00007ffb43dae980 (__DATA,__bss) non-external _glpGetBIArchiveData._anchor
00007ffb0b95d4bf (__TEXT,__text) non-external (was a private external) _glpGetCompiledShaderVersion
00007ffb0b9477ac (__TEXT,__text) non-external _glpGetComponentCount
00007ffb0b9364ed (__TEXT,__text) non-external _glpGetConstantInt32
00007ffb0b94efc4 (__TEXT,__text) non-external _glpGetConstantOffset
00007ffb0b975e2e (__TEXT,__text) non-external (was a private external) _glpGetDefaultPrecisionForType
00007ffb0b9c0cfa (__TEXT,__text) non-external (was a private external) _glpGetErrMsg
00007ffb0b9bc819 (__TEXT,__text) non-external (was a private external) _glpGetFilename
00007ffb0b957f38 (__TEXT,__text) non-external _glpGetFrameworkConstantByIndex
00007ffb0b959a3a (__TEXT,__text) non-external (was a private external) _glpGetIBVariableObjectCount
00007ffb0b9bc826 (__TEXT,__text) non-external (was a private external) _glpGetLineNumber
00007ffb0b975dce (__TEXT,__text) non-external (was a private external) _glpGetMostBasicPrimitiveType
00007ffb0b9477d7 (__TEXT,__text) non-external _glpGetPConst
00007ffb0b981974 (__TEXT,__text) external _glpGetPrimitiveType
00007ffb0b983cc5 (__TEXT,__text) non-external (was a private external) _glpGetScalarAccessorCount
00007ffb0b95a112 (__TEXT,__text) non-external (was a private external) _glpGetStructTypeFromIBType
00007ffb0b950aad (__TEXT,__text) non-external _glpGetTextureSize
00007ffb0b953799 (__TEXT,__text) non-external _glpGetVectorSwizzle
00007ffb0b96f98f (__TEXT,__text) non-external (was a private external) _glpGetVectorType
00007ffb0b98eb38 (__TEXT,__text) non-external (was a private external) _glpGlobalTypeQualifierNodeGetLayout
00007ffb0b98eb4c (__TEXT,__text) non-external (was a private external) _glpGlobalTypeQualifierNodeGetQualifierList
00007ffb0b98eb42 (__TEXT,__text) non-external (was a private external) _glpGlobalTypeQualifierNodeSetLayout
00007ffb0b98eb59 (__TEXT,__text) non-external (was a private external) _glpGlobalTypeQualifierNodeSetQualifierList
00007ffb0b97107c (__TEXT,__text) non-external (was a private external) _glpHandleArgumentConversions
00007ffb0b975bb0 (__TEXT,__text) non-external (was a private external) _glpHandleGetterSetter
00007ffb0b9c0a75 (__TEXT,__text) non-external (was a private external) _glpHandlePragma
00007ffb0b983028 (__TEXT,__text) non-external (was a private external) _glpHandleSideEffectsForExpr
00007ffb0b9718c1 (__TEXT,__text) non-external (was a private external) _glpHandleSpecialOperatorFunction
00007ffb0b978a40 (__TEXT,__text) non-external (was a private external) _glpHandleVariableRedeclaration
00007ffb0b98f87f (__TEXT,__text) non-external (was a private external) _glpIBPartialDerefNodeGetBankIndex
00007ffb0b98f875 (__TEXT,__text) non-external (was a private external) _glpIBPartialDerefNodeGetIb
00007ffb0b98f88c (__TEXT,__text) non-external (was a private external) _glpIBPartialDerefNodeSetBankIndex
00007ffb0b98d51a (__TEXT,__text) non-external (was a private external) _glpIfExprNodeGetCondition
00007ffb0b98d550 (__TEXT,__text) non-external (was a private external) _glpIfExprNodeGetElseExpr
00007ffb0b98d534 (__TEXT,__text) non-external (was a private external) _glpIfExprNodeGetIfExpr
00007ffb0b98d527 (__TEXT,__text) non-external (was a private external) _glpIfExprNodeSetCondition
00007ffb0b98d55e (__TEXT,__text) non-external (was a private external) _glpIfExprNodeSetElseExpr
00007ffb0b98d542 (__TEXT,__text) non-external (was a private external) _glpIfExprNodeSetIfExpr
00007ffb0b98ee80 (__TEXT,__text) non-external (was a private external) _glpIfStatementNodeGetCond
00007ffb0b98eeb6 (__TEXT,__text) non-external (was a private external) _glpIfStatementNodeGetElseStatement
00007ffb0b98ee9a (__TEXT,__text) non-external (was a private external) _glpIfStatementNodeGetIfStatement
00007ffb0b98ee8d (__TEXT,__text) non-external (was a private external) _glpIfStatementNodeSetCond
00007ffb0b98eec4 (__TEXT,__text) non-external (was a private external) _glpIfStatementNodeSetElseStatement
00007ffb0b98eea8 (__TEXT,__text) non-external (was a private external) _glpIfStatementNodeSetIfStatement
