00007ff90e132d86 (__TEXT,__text) non-external +[AMFI isAvailable]
00007ff90e12a0da (__TEXT,__text) external _getVolumePrefix
00007ff90e1356c1 (__TEXT,__text) non-external _getVolumePrefix.cold.1
00007ff90e1270ff (__TEXT,__text) external _getXattrData
00007ff90e1355a5 (__TEXT,__text) non-external _getXattrData.cold.1
00007ff90e135620 (__TEXT,__text) non-external _getXattrData.cold.2
                 (undefined) external _getattrlist (from libSystem)
                 (undefined) external _getenv (from libSystem)
                 (undefined) external _getuid (from libSystem)
                 (undefined) external _getxattr (from libSystem)
00007ff90e129582 (__TEXT,__text) non-external _globalBundleSuffixes
00007ff943e8be20 (__DATA,__bss) non-external _globalBundleSuffixes.bundleSuffixes
00007ff90e1356a9 (__TEXT,__text) non-external _globalBundleSuffixes.cold.1
00007ff943e8be18 (__DATA,__bss) non-external _globalBundleSuffixes.staticInit
00007ff90e12a02d (__TEXT,__text) external _hasAppExtension
00007ff90e1209b5 (__TEXT,__text) external _hasCodeRequirementString
00007ff90e134937 (__TEXT,__text) non-external _hasCodeRequirementString.cold.1
00007ff90e139960 (__TEXT,__cstring) non-external _hexString.nibble
00007ff90e12261f (__TEXT,__text) external _historyEntriesContainPolicyMatch
00007ff90e122473 (__TEXT,__text) external _historyEntryMatchesPolicyEntry
00007ff90e120acb (__TEXT,__text) external _isAdhocSignature
00007ff90e134991 (__TEXT,__text) non-external _isAdhocSignature.cold.1
00007ff90e11dd67 (__TEXT,__text) external _isAppleInternalMachine
00007ff90e120a7f (__TEXT,__text) external _isAppleSignedCode
00007ff90e130914 (__TEXT,__text) non-external _isCodeRefNotarized
00007ff90e13628f (__TEXT,__text) non-external _isCodeRefNotarized.cold.1
00007ff90e1218ab (__TEXT,__text) external _isCodelessKext
00007ff90e134a55 (__TEXT,__text) non-external _isCodelessKext.cold.1
00007ff90e12ca06 (__TEXT,__text) external _isConnectionEntitled
00007ff90e135d5e (__TEXT,__text) non-external _isConnectionEntitled.cold.1
00007ff90e12cbb9 (__TEXT,__text) external _isConnectionFromTrustedIdentifier
00007ff90e135db8 (__TEXT,__text) non-external _isConnectionFromTrustedIdentifier.cold.1
00007ff90e135e12 (__TEXT,__text) non-external _isConnectionFromTrustedIdentifier.cold.2
00007ff90e135e6f (__TEXT,__text) non-external _isConnectionFromTrustedIdentifier.cold.3
00007ff90e135ea3 (__TEXT,__text) non-external _isConnectionFromTrustedIdentifier.cold.4
00007ff90e135efd (__TEXT,__text) non-external _isConnectionFromTrustedIdentifier.cold.5
00007ff90e11dd7c (__TEXT,__text) external _isDarwinOSEnvironment
00007ff90e120ab8 (__TEXT,__text) external _isDeveloperIDKextSignedCode
00007ff90e120aa5 (__TEXT,__text) external _isDeveloperIDSignedCode
00007ff90e11dd91 (__TEXT,__text) external _isInstallerOrRecoveryEnvironment
00007ff90e11dea5 (__TEXT,__text) external _isInterpreterScansEnabled
00007ff90e12093f (__TEXT,__text) external _isKernelExtensionShippedWithOS
00007ff90e120935 (__TEXT,__text) external _isKernelExtensionSystemRequired
00007ff90e121bf7 (__TEXT,__text) external _isKextAllowedWithoutNotarization
00007ff90e134cb0 (__TEXT,__text) non-external _isKextAllowedWithoutNotarization.cold.1
00007ff90e11dd1c (__TEXT,__text) external _isKextSecurityDisabledMachine
00007ff90e120a92 (__TEXT,__text) external _isMacAppStoreSignedCode
00007ff90e12cfd4 (__TEXT,__text) non-external _isMigrationManifestUpToDate
00007ff90e121958 (__TEXT,__text) external _isNotarizedKext
00007ff90e134aaf (__TEXT,__text) non-external _isNotarizedKext.cold.1
00007ff90e134b36 (__TEXT,__text) non-external _isNotarizedKext.cold.2
00007ff90e134bbd (__TEXT,__text) non-external _isNotarizedKext.cold.3
00007ff90e11de4a (__TEXT,__text) external _isQAAppStoreCertsAllowed
00007ff90e11ddf6 (__TEXT,__text) external _isResourceDirectorySlotPolicyEnabled
00007ff90e11dd35 (__TEXT,__text) external _isSIPDisabledMachine
00007ff90e11dd4e (__TEXT,__text) external _isSKELDisabledMachine
00007ff90e11de2e (__TEXT,__text) external _isSkipXprotectScansOnSeenSoftwareEnabled
00007ff90e129c0f (__TEXT,__text) external _isTerminalLikePath
00007ff90e11de12 (__TEXT,__text) external _isUnconditionalRevocationTicketLookupEnabled
00007ff90e129379 (__TEXT,__text) external _isValidInfoPlist
00007ff90e11ddda (__TEXT,__text) external _isValidationCategoryPolicyEnabled
00007ff90e11ddbe (__TEXT,__text) external _isXProtectCloudKitUpdatesEnabledMachine
                 (undefined) external _kCFAllocatorDefault (from CoreFoundation)
                 (undefined) external _kCFBooleanFalse (from CoreFoundation)
                 (undefined) external _kCFBooleanTrue (from CoreFoundation)
                 (undefined) external _kCFNull (from CoreFoundation)
                 (undefined) external _kCFRunLoopDefaultMode (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryKeyCallBacks (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryValueCallBacks (from CoreFoundation)
                 (undefined) external _kCFURLVolumeIsLocalKey (from CoreFoundation)
                 (undefined) external _kCFURLVolumeIsRootFileSystemKey (from CoreFoundation)
                 (undefined) weak external _kMISValidationInfoSignerType (from libmis)
                 (undefined) weak external _kMISValidationInfoValidatedByLocalProfile (from libmis)
                 (undefined) weak external _kMISValidationInfoValidatedByUniversalProfile (from libmis)
                 (undefined) weak external _kMISValidationOptionOnlineAuthorization (from libmis)
                 (undefined) weak external _kMISValidationOptionRespectUppTrustAndAuthorization (from libmis)
                 (undefined) weak external _kMISValidationOptionUnauthoritativeLaunch (from libmis)
                 (undefined) weak external _kMISValidationOptionValidateSignatureOnly (from libmis)
00007ff90e1383d8 (__TEXT,__const) external _kMaxASBSWaitTime
                 (undefined) external _kSecCodeInfoCertificates (from Security)
                 (undefined) external _kSecCodeInfoDigestAlgorithm (from Security)
                 (undefined) external _kSecCodeInfoEntitlementsDict (from Security)
                 (undefined) external _kSecCodeInfoIdentifier (from Security)
                 (undefined) external _kSecCodeInfoPList (from Security)
                 (undefined) external _kSecCodeInfoTeamIdentifier (from Security)
                 (undefined) external _kSecCodeInfoTimestamp (from Security)
                 (undefined) external _kSecCodeInfoUnique (from Security)
                 (undefined) external _kSecCodeSignerDetached (from Security)
                 (undefined) external _kSecCodeSignerDigestAlgorithm (from Security)
                 (undefined) external _kSecCodeSignerIdentifier (from Security)
                 (undefined) external _kSecCodeSignerIdentity (from Security)
                 (undefined) external _kSecCodeSignerResourceRules (from Security)
00007ff943e8bda0 (__DATA,__bss) non-external _kext.sLog
00007ff943e8bd98 (__DATA,__bss) non-external _kext.sLogInit
                 (undefined) external _lstat$INODE64 (from libSystem)
                 (undefined) external _malloc_type_calloc (from libSystem)
                 (undefined) external _malloc_type_malloc (from libSystem)
00007ff943e8bdc0 (__DATA,__bss) non-external _measurements.sLog
00007ff943e8bdb8 (__DATA,__bss) non-external _measurements.sLogInit
                 (undefined) external _memset (from libSystem)
00007ff90e129316 (__TEXT,__text) external _normalizeURL
                 (undefined) external _objc_alloc (from libobjc)
                 (undefined) external _objc_alloc_init (from libobjc)
                 (undefined) external _objc_autorelease (from libobjc)
                 (undefined) external _objc_autoreleasePoolPop (from libobjc)
                 (undefined) external _objc_autoreleasePoolPush (from libobjc)
                 (undefined) external _objc_autoreleaseReturnValue (from libobjc)
                 (undefined) external _objc_copyWeak (from libobjc)
                 (undefined) external _objc_destroyWeak (from libobjc)
                 (undefined) external _objc_enumerationMutation (from libobjc)
                 (undefined) external _objc_getClass (from libobjc)
                 (undefined) external _objc_initWeak (from libobjc)
                 (undefined) external _objc_loadWeakRetained (from libobjc)
                 (undefined) external _objc_msgSend (from libobjc)
                 (undefined) external _objc_msgSendSuper2 (from libobjc)
                 (undefined) external _objc_msgSend_stret (from libobjc)
                 (undefined) external _objc_opt_class (from libobjc)
                 (undefined) external _objc_opt_isKindOfClass (from libobjc)
                 (undefined) external _objc_opt_new (from libobjc)
                 (undefined) external _objc_release (from libobjc)
                 (undefined) external _objc_retain (from libobjc)
                 (undefined) external _objc_retainAutorelease (from libobjc)
                 (undefined) external _objc_retainAutoreleasedReturnValue (from libobjc)
                 (undefined) external _objc_retainBlock (from libobjc)
                 (undefined) external _objc_storeStrong (from libobjc)
                 (undefined) external _objc_storeWeak (from libobjc)
00007ff90e1323ec (__TEXT,__text) external _opaqueSignCode
00007ff90e136448 (__TEXT,__text) non-external _opaqueSignCode.cold.1
00007ff90e1364a2 (__TEXT,__text) non-external _opaqueSignCode.cold.2
00007ff90e1364fc (__TEXT,__text) non-external _opaqueSignCode.cold.3
00007ff90e136556 (__TEXT,__text) non-external _opaqueSignCode.cold.4
00007ff90e136589 (__TEXT,__text) non-external _opaqueSignCode.cold.5
                 (undefined) external _open (from libSystem)
                 (undefined) external _os_log_create (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _os_signpost_id_generate (from libSystem)
                 (undefined) external _os_variant_allows_internal_security_policies (from libSystem)
                 (undefined) external _os_variant_is_darwinos (from libSystem)
                 (undefined) external _read (from libSystem)
                 (undefined) external _realpath$DARWIN_EXTSN (from libSystem)
00007ff90e126f74 (__TEXT,__text) external _removePrefixPath
00007ff90e1354d1 (__TEXT,__text) non-external _removePrefixPath.cold.1
00007ff90e13553b (__TEXT,__text) non-external _removePrefixPath.cold.2
00007ff943e8bc50 (__DATA,__data) external _sSystemPolicySubsystem
00007ff943e8be00 (__DATA,__bss) non-external _sVerboseLogging
00007ff943e8bde0 (__DATA,__bss) non-external _sampling.sLog
00007ff943e8bdd8 (__DATA,__bss) non-external _sampling.sLogInit
00007ff90e121325 (__TEXT,__text) external _scanForBundledKernelExtensions
00007ff90e120cfb (__TEXT,__text) external _scanForBundles
00007ff90e121297 (__TEXT,__text) external _scanForKernelExtensions
00007ff90e122056 (__TEXT,__text) external _setQuarantineFlagsForURL
00007ff90e134d93 (__TEXT,__text) non-external _setQuarantineFlagsForURL.cold.1
00007ff90e129b4f (__TEXT,__text) external _shouldFilterOutScanTarget
00007ff943e8bdd0 (__DATA,__bss) non-external _signposts.sLog
00007ff943e8bdc8 (__DATA,__bss) non-external _signposts.sLogInit
                 (undefined) external _stat$INODE64 (from libSystem)
                 (undefined) external _statfs$INODE64 (from libSystem)
                 (undefined) external _strerror (from libSystem)
00007ff90e11cbc3 (__TEXT,__text) non-external _stringHasAnyPrefix
                 (undefined) external _strtoul (from libSystem)
                 (undefined) external _sysctlbyname (from libSystem)
00007ff90e120884 (__TEXT,__text) external _systemUptime
00007ff90e1348dd (__TEXT,__text) non-external _systemUptime.cold.1
                 (undefined) external _time (from libSystem)
00007ff90e122e04 (__TEXT,__text) non-external _timestampForURL
00007ff90e1294a8 (__TEXT,__text) external _urlLooksLikeBundle
00007ff943e8bdf8 (__DATA,__bss) non-external _verboseLoggingEnabled.sOnceToken
