00000001a0e0eff8 (__TEXT,__text) non-external +[AMFI isAvailable]
00000001a0e1bd40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$teamIdentifierIsAllowed:withReply:
00000001a0e1bd60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$timeIntervalSince1970
00000001a0e1bd80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$timestamp
00000001a0e1bda0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$triggerKernelCollectionRebuildFlow:withKernelExtensions:withReply:
00000001a0e1bdc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$triggerKernelCollectionRebuildForMDM:withContext:withReply:
00000001a0e1bde0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$triggerPanicMedic:
00000001a0e1be00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$triggerRecoveryJumpToSecurityStartupUtility:
00000001a0e1be20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$trustPackagePayload:withDestinationTarget:withHashMap:withUserConsent:error:
00000001a0e1be40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$trustPackagePayload:withDestinationTarget:withHashMap:withUserConsent:withReply:
00000001a0e1be60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$unlock
00000001a0e1be80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$unsignedIntegerValue
00000001a0e1bea0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$updateLastUsedTimes:withReply:
00000001a0e1bec0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$updatePolicyItems:withContext:withReply:
00000001a0e1bee0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$url
00000001a0e1bf00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$urlHasGatekeeperException:withReply:
00000001a0e1bf20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$valueForEntitlement:
00000001a0e1bf40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$version
00000001a0e1bf60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$volumeRequiresGatekeeperMigration:
00000001a0e1bf80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$volumeRequiresKernelExtensionMigration:
00000001a0e1bfa0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$volumeUUID
00000001a0e1bfc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$wrappedAppURL:
00000001a0e1bfe0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$writeToURL:error:
                 (undefined) external _objc_msgSendSuper2 (from libobjc)
                 (undefined) external _objc_opt_class (from libobjc)
                 (undefined) external _objc_opt_isKindOfClass (from libobjc)
                 (undefined) external _objc_opt_new (from libobjc)
                 (undefined) external _objc_release (from libobjc)
                 (undefined) external _objc_retain (from libobjc)
                 (undefined) external _objc_retainAutorelease (from libobjc)
                 (undefined) external _objc_retainAutoreleaseReturnValue (from libobjc)
                 (undefined) external _objc_retainAutoreleasedReturnValue (from libobjc)
                 (undefined) external _objc_retainBlock (from libobjc)
                 (undefined) external _objc_storeStrong (from libobjc)
00000001a0e0e758 (__TEXT,__text) external _opaqueSignCode
00000001a0e11e90 (__TEXT,__text) non-external _opaqueSignCode.cold.1
00000001a0e11eec (__TEXT,__text) non-external _opaqueSignCode.cold.2
00000001a0e11f30 (__TEXT,__text) non-external _opaqueSignCode.cold.3
00000001a0e11f8c (__TEXT,__text) non-external _opaqueSignCode.cold.4
00000001a0e11fe8 (__TEXT,__text) non-external _opaqueSignCode.cold.5
                 (undefined) external _open (from libSystem)
                 (undefined) external _os_log_create (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _os_signpost_id_generate (from libSystem)
                 (undefined) external _os_variant_is_darwinos (from libSystem)
                 (undefined) external _read (from libSystem)
00000001d98e46e0 (__DATA,__data) external _sSystemPolicySubsystem
00000001d98e48d0 (__DATA,__bss) non-external _sVerboseLogging
00000001a0e017f4 (__TEXT,__text) external _scanForBundledKernelExtensions
00000001a0e01328 (__TEXT,__text) external _scanForBundles
00000001a0e01750 (__TEXT,__text) external _scanForKernelExtensions
00000001a0e07c60 (__TEXT,__text) external _shouldFilterOutScanTarget
00000001d98e48c0 (__DATA,__bss) non-external _signposts.sLog
00000001d98e48b8 (__DATA,__bss) non-external _signposts.sLogInit
                 (undefined) external _stat (from libSystem)
                 (undefined) external _statfs (from libSystem)
                 (undefined) external _strerror (from libSystem)
00000001a0dfe5a4 (__TEXT,__text) non-external _stringHasAnyPrefix
                 (undefined) external _strtoul (from libSystem)
                 (undefined) external _sysctlbyname (from libSystem)
00000001a0e00e90 (__TEXT,__text) external _systemUptime
00000001a0e1073c (__TEXT,__text) non-external _systemUptime.cold.1
                 (undefined) external _time (from libSystem)
00000001a0e02dd8 (__TEXT,__text) non-external _timestampForURL
00000001a0e10d4c (__TEXT,__text) non-external _timestampForURL.cold.1
00000001a0e076c4 (__TEXT,__text) external _urlLooksLikeBundle
00000001d98e48c8 (__DATA,__bss) non-external _verboseLoggingEnabled.sOnceToken
