
/Volumes/macOS Mojave/usr/lib/system/libsystem_kernel.dylib (for architecture x86_64):
000000000002b568 (__DATA,__data) external _NDR_record
00005b3c (__TEXT,__text) external _pipe
00009cf4 (__TEXT,__text) external _pkt_subtype_assert_fail
00009d21 (__TEXT,__text) external _pkt_type_assert_fail
000093f0 (__TEXT,__text) external _poll
000093f0 (__TEXT,__text) external _poll$NOCANCEL$UNIX2003
00020ff8 (__TEXT,__text) external _poll$UNIX2003
00009c72 (__TEXT,__text) non-external _port_for_id_internal
00019659 (__TEXT,__text) external _port_obj_init
0002a37c (__DATA,__common) external _port_obj_table
0002a2d4 (__DATA,__data) external _port_obj_table_size
00003004 (__TEXT,__text) external _posix_madvise
00005dcf (__TEXT,__text) external _posix_spawn
00008919 (__TEXT,__text) non-external _posix_spawn_appendportaction_np
0000981b (__TEXT,__text) external _posix_spawn_file_actions_addclose
00005ba8 (__TEXT,__text) external _posix_spawn_file_actions_adddup2
000097af (__TEXT,__text) external _posix_spawn_file_actions_addinherit_np
00009060 (__TEXT,__text) external _posix_spawn_file_actions_addopen
00006018 (__TEXT,__text) external _posix_spawn_file_actions_destroy
00005b5f (__TEXT,__text) external _posix_spawn_file_actions_init
00005f8b (__TEXT,__text) external _posix_spawnattr_destroy
0001b12c (__TEXT,__text) external _posix_spawnattr_get_darwin_role_np
0001b0e5 (__TEXT,__text) external _posix_spawnattr_get_qos_clamp_np
0001ac49 (__TEXT,__text) external _posix_spawnattr_getbinpref_np
0001ad60 (__TEXT,__text) external _posix_spawnattr_getcpumonitor
0001abcc (__TEXT,__text) external _posix_spawnattr_getflags
0001ae4e (__TEXT,__text) external _posix_spawnattr_getmacpolicyinfo_np
0001ac95 (__TEXT,__text) external _posix_spawnattr_getpcontrol_np
0001ac0b (__TEXT,__text) external _posix_spawnattr_getpgroup
0001acb4 (__TEXT,__text) external _posix_spawnattr_getprocesstype_np
0001abec (__TEXT,__text) external _posix_spawnattr_getsigdefault
0001ac2a (__TEXT,__text) external _posix_spawnattr_getsigmask
00005cad (__TEXT,__text) external _posix_spawnattr_init
0001aea7 (__TEXT,__text) non-external _posix_spawnattr_macpolicyinfo_lookup
0001b108 (__TEXT,__text) external _posix_spawnattr_set_darwin_role_np
0001adeb (__TEXT,__text) external _posix_spawnattr_set_importancewatch_port_np
0001b27e (__TEXT,__text) external _posix_spawnattr_set_max_addr_np
0001b1e6 (__TEXT,__text) external _posix_spawnattr_set_persona_gid_np
0001b21b (__TEXT,__text) external _posix_spawnattr_set_persona_groups_np
0001b14f (__TEXT,__text) external _posix_spawnattr_set_persona_np
0001b1b1 (__TEXT,__text) external _posix_spawnattr_set_persona_uid_np
0001b0ae (__TEXT,__text) external _posix_spawnattr_set_qos_clamp_np
0001adce (__TEXT,__text) external _posix_spawnattr_set_threadlimit_ext
000088e7 (__TEXT,__text) external _posix_spawnattr_setauditsessionport_np
0000911f (__TEXT,__text) external _posix_spawnattr_setbinpref_np
0001b026 (__TEXT,__text) external _posix_spawnattr_setcoalition_np
0001ad2a (__TEXT,__text) external _posix_spawnattr_setcpumonitor
00009009 (__TEXT,__text) external _posix_spawnattr_setcpumonitor_default
00009886 (__TEXT,__text) external _posix_spawnattr_setexceptionports_np
00005d79 (__TEXT,__text) external _posix_spawnattr_setflags
0001ad90 (__TEXT,__text) external _posix_spawnattr_setjetsam_ext
0001aef3 (__TEXT,__text) external _posix_spawnattr_setmacpolicyinfo_np
0001acf0 (__TEXT,__text) external _posix_spawnattr_setpcontrol_np
0001acd3 (__TEXT,__text) external _posix_spawnattr_setpgroup
0001ad0d (__TEXT,__text) external _posix_spawnattr_setprocesstype_np
00005d5a (__TEXT,__text) external _posix_spawnattr_setsigdefault
00005d3b (__TEXT,__text) external _posix_spawnattr_setsigmask
0000902d (__TEXT,__text) external _posix_spawnattr_setspecialport_np
00004114 (__TEXT,__text) external _pread
00004114 (__TEXT,__text) external _pread$NOCANCEL$UNIX2003
00008cc0 (__TEXT,__text) external _pread$UNIX2003
0001a707 (__TEXT,__text) non-external _prepare_times_array_and_attrs
0001a273 (__TEXT,__text) external _proc_clear_cpulimits
0001a372 (__TEXT,__text) external _proc_clear_delayidlesleep
00019fcf (__TEXT,__text) external _proc_clear_dirty
0001a2d7 (__TEXT,__text) external _proc_clear_vmpressure
000073bf (__TEXT,__text) external _proc_denap_assertion_begin_with_msg
0000747b (__TEXT,__text) external _proc_denap_assertion_complete
0001a3a6 (__TEXT,__text) external _proc_disable_apptype
00008661 (__TEXT,__text) external _proc_disable_cpumon
00006ae5 (__TEXT,__text) external _proc_disable_wakemon
0001a2a4 (__TEXT,__text) external _proc_donate_importance_boost
0001a3e9 (__TEXT,__text) external _proc_enable_apptype
0000696b (__TEXT,__text) external _proc_get_cpumon_params
00019f8e (__TEXT,__text) external _proc_get_dirty
0001a180 (__TEXT,__text) external _proc_get_wakemon_params
000073dc (__TEXT,__text) external _proc_importance_assertion_begin_with_msg
00007480 (__TEXT,__text) external _proc_importance_assertion_complete
00019f45 (__TEXT,__text) external _proc_kmsgbuf
00019f6f (__TEXT,__text) external _proc_libversion
0001a1e0 (__TEXT,__text) external _proc_list_dynkqueueids
0001a1bc (__TEXT,__text) external _proc_list_uptrs
00019cd7 (__TEXT,__text) external _proc_listallpids
00019d3e (__TEXT,__text) external _proc_listchildpids
00019dab (__TEXT,__text) external _proc_listcoalitions
00019d0a (__TEXT,__text) external _proc_listpgrppids
00006dc0 (__TEXT,__text) external _proc_listpids
0001f245 (__TEXT,__text) external _proc_listpidspath
00004660 (__TEXT,__text) external _proc_name
00006bee (__TEXT,__text) external _proc_pid_rusage
00019e84 (__TEXT,__text) external _proc_piddynkqueueinfo
00019e1e (__TEXT,__text) external _proc_pidfdinfo
00019e54 (__TEXT,__text) external _proc_pidfileportinfo
00001e9f (__TEXT,__text) external _proc_pidinfo
00019d72 (__TEXT,__text) external _proc_pidoriginatorinfo
0000548a (__TEXT,__text) external _proc_pidpath
00019edb (__TEXT,__text) external _proc_regionfilename
0001a259 (__TEXT,__text) external _proc_reset_footprint_interval
0001a042 (__TEXT,__text) external _proc_resume_cpumon
000037b4 (__TEXT,__text) external _proc_rlimit_control
00006bab (__TEXT,__text) external _proc_set_cpumon_defaults
000037cf (__TEXT,__text) external _proc_set_cpumon_params
0001a062 (__TEXT,__text) external _proc_set_cpumon_params_fatal
0001a33d (__TEXT,__text) external _proc_set_delayidlesleep
000036a2 (__TEXT,__text) external _proc_set_dirty
0001a309 (__TEXT,__text) external _proc_set_owner_vmpressure
00006b47 (__TEXT,__text) external _proc_set_wakemon_defaults
0001a157 (__TEXT,__text) external _proc_set_wakemon_params
0001a204 (__TEXT,__text) external _proc_setcpu_percentage
000030ff (__TEXT,__text) external _proc_setpcontrol
00019dd9 (__TEXT,__text) external _proc_setthread_cpupercent
0001a429 (__TEXT,__text) external _proc_suppress
0001a002 (__TEXT,__text) external _proc_terminate
00021014 (__TEXT,__text) external _proc_trace_log
00001cdf (__TEXT,__text) external _proc_track_dirty
00019eb6 (__TEXT,__text) external _proc_udata_info
00021030 (__TEXT,__text) external _proc_uuid_policy
0001322a (__TEXT,__text) external _processor_assign
0001311b (__TEXT,__text) external _processor_control
00012eba (__TEXT,__text) external _processor_exit
00013320 (__TEXT,__text) external _processor_get_assignment
00012f7b (__TEXT,__text) external _processor_info
0000e1fe (__TEXT,__text) external _processor_set_create
0000e111 (__TEXT,__text) external _processor_set_default
000124fe (__TEXT,__text) external _processor_set_destroy
00012c74 (__TEXT,__text) external _processor_set_info
000125bf (__TEXT,__text) external _processor_set_max_priority
00012a59 (__TEXT,__text) external _processor_set_policy_control
00012781 (__TEXT,__text) external _processor_set_policy_disable
000126a3 (__TEXT,__text) external _processor_set_policy_enable
00012b79 (__TEXT,__text) external _processor_set_stack_usage
0001237f (__TEXT,__text) external _processor_set_statistics
00012865 (__TEXT,__text) external _processor_set_tasks
0001295f (__TEXT,__text) external _processor_set_threads
00012df9 (__TEXT,__text) external _processor_start
0001d6ba (__TEXT,__text) external _pselect
000071b7 (__TEXT,__text) external _pselect$DARWIN_EXTSN
00019917 (__TEXT,__text) external _pselect$DARWIN_EXTSN$NOCANCEL
0001d94c (__TEXT,__text) external _pselect$NOCANCEL$UNIX2003
0001d84e (__TEXT,__text) external _pselect$UNIX2003
00002050 (__TEXT,__text) external _pthread_getugid_np
000052e8 (__TEXT,__text) external _pthread_setugid_np
00006064 (__TEXT,__text) external _ptrace
000068d0 (__TEXT,__text) external _pwrite
000068d0 (__TEXT,__text) external _pwrite$NOCANCEL$UNIX2003
0002104c (__TEXT,__text) external _pwrite$UNIX2003
0001959a (__TEXT,__text) external _quota
000052cc (__TEXT,__text) external _quotactl
000020dc (__TEXT,__text) external _read
000020dc (__TEXT,__text) external _read$NOCANCEL$UNIX2003
00008b54 (__TEXT,__text) external _read$UNIX2003
00002fd0 (__TEXT,__text) external _readlink
00021068 (__TEXT,__text) external _readlinkat
000204ac (__TEXT,__text) external _readv
000204ac (__TEXT,__text) external _readv$NOCANCEL$UNIX2003
00021084 (__TEXT,__text) external _readv$UNIX2003
00005c9a (__TEXT,__text) non-external (was a private external) _realloc
000098c1 (__TEXT,__text) non-external (was a private external) _reallocf
000163f9 (__TEXT,__text) external _reboot
00016411 (__TEXT,__text) external _reboot_np
0001a61b (__TEXT,__text) external _recvfrom
00006410 (__TEXT,__text) external _recvfrom$NOCANCEL$UNIX2003
0000439c (__TEXT,__text) external _recvfrom$UNIX2003
0001a8c4 (__TEXT,__text) external _recvmsg
000204e4 (__TEXT,__text) external _recvmsg$NOCANCEL$UNIX2003
0000649c (__TEXT,__text) external _recvmsg$UNIX2003
000210a0 (__TEXT,__text) external _recvmsg_x
00004cb8 (__TEXT,__text) external _removexattr
00004cd3 (__TEXT,__text) external _rename
0001ab8b (__TEXT,__text) external _rename_ext
00018ebf (__TEXT,__text) external _renameat
0001ab26 (__TEXT,__text) external _renameatx_np
0001ab58 (__TEXT,__text) external _renamex_np
000210bc (__TEXT,__text) external _revoke
00005a97 (__TEXT,__text) external _rmdir
000210d8 (__TEXT,__text) external _searchfs
00004327 (__TEXT,__text) external _select
000082a8 (__TEXT,__text) external _select$DARWIN_EXTSN
000063f4 (__TEXT,__text) external _select$DARWIN_EXTSN$NOCANCEL
00008ec7 (__TEXT,__text) external _select$NOCANCEL$UNIX2003
00008da8 (__TEXT,__text) external _select$UNIX2003
00006228 (__TEXT,__text) external _sem_close
0001d45a (__TEXT,__text) external _sem_destroy
0001d473 (__TEXT,__text) external _sem_getvalue
0001d48c (__TEXT,__text) external _sem_init
0000620c (__TEXT,__text) external _sem_open
000210f4 (__TEXT,__text) external _sem_post
00021110 (__TEXT,__text) external _sem_trywait
0002112c (__TEXT,__text) external _sem_unlink
00020538 (__TEXT,__text) external _sem_wait
00020538 (__TEXT,__text) external _sem_wait$NOCANCEL$UNIX2003
00021148 (__TEXT,__text) external _sem_wait$UNIX2003
000018fd (__TEXT,__text) external _semaphore_create
00004b57 (__TEXT,__text) external _semaphore_destroy
00004b17 (__TEXT,__text) external _semaphore_signal
000196a2 (__TEXT,__text) external _semaphore_signal_all
000011dc (__TEXT,__text) external _semaphore_signal_all_trap
000196a7 (__TEXT,__text) external _semaphore_signal_thread
000011e8 (__TEXT,__text) external _semaphore_signal_thread_trap
000011d0 (__TEXT,__text) external _semaphore_signal_trap
00004b12 (__TEXT,__text) external _semaphore_timedwait
000196b1 (__TEXT,__text) external _semaphore_timedwait_signal
00001218 (__TEXT,__text) external _semaphore_timedwait_signal_trap
0000120c (__TEXT,__text) external _semaphore_timedwait_trap
0000585f (__TEXT,__text) external _semaphore_wait
000196ac (__TEXT,__text) external _semaphore_wait_signal
00001200 (__TEXT,__text) external _semaphore_wait_signal_trap
000011f4 (__TEXT,__text) external _semaphore_wait_trap
00020554 (__TEXT,__text) external _semctl$UNIX2003
00021164 (__TEXT,__text) external _semget
00021180 (__TEXT,__text) external _semop
00020570 (__TEXT,__text) external _semsys
0002119c (__TEXT,__text) external _sendfile
0001a900 (__TEXT,__text) external _sendmsg
0000642c (__TEXT,__text) external _sendmsg$NOCANCEL$UNIX2003
00006480 (__TEXT,__text) external _sendmsg$UNIX2003
000211b8 (__TEXT,__text) external _sendmsg_x
0001a93c (__TEXT,__text) external _sendto
000063d8 (__TEXT,__text) external _sendto$NOCANCEL$UNIX2003
00004380 (__TEXT,__text) external _sendto$UNIX2003
0001a981 (__TEXT,__text) external _setattrlist
0000736c (__TEXT,__text) external _setattrlist$UNIX2003
000211d4 (__TEXT,__text) external _setattrlistat
0001fbf8 (__TEXT,__text) external _setaudit
000211f0 (__TEXT,__text) external _setaudit_addr
0002120c (__TEXT,__text) external _setauid
0000589c (__TEXT,__text) external _setegid
00005880 (__TEXT,__text) external _seteuid
00004e78 (__TEXT,__text) external _setgid
00021228 (__TEXT,__text) external _setgroups
0000376f (__TEXT,__text) external _setiopolicy_np
00007974 (__TEXT,__text) external _setitimer
00008a80 (__TEXT,__text) external _setpgid
00008a80 (__TEXT,__text) external _setpgrp
00003143 (__TEXT,__text) external _setpriority
00021244 (__TEXT,__text) external _setprivexec
000195b5 (__TEXT,__text) external _setquota
0002058c (__TEXT,__text) external _setregid$UNIX2003
000205a8 (__TEXT,__text) external _setreuid$UNIX2003
000042f0 (__TEXT,__text) external _setrlimit
00008cfa (__TEXT,__text) external _setrlimit$UNIX2003
000205c4 (__TEXT,__text) external _setsgroups_np
00005358 (__TEXT,__text) external _setsid
000063a0 (__TEXT,__text) external _setsockopt
00004e94 (__TEXT,__text) external _setuid
00020618 (__TEXT,__text) external _setwgroups_np
00004d44 (__TEXT,__text) external _setxattr
0001b56c (__TEXT,__text) external _sfi_get_class_offtime
0001b5a5 (__TEXT,__text) external _sfi_process_get_flags
0001b58b (__TEXT,__text) external _sfi_process_set_flags
000064ef (__TEXT,__text) external _sfi_set_class_offtime
0000294c (__TEXT,__text) external _shm_open
00021260 (__TEXT,__text) external _shm_unlink
0002127c (__TEXT,__text) external _shmat
00020688 (__TEXT,__text) external _shmctl$UNIX2003
00021298 (__TEXT,__text) external _shmdt
000212b4 (__TEXT,__text) external _shmget
000206a4 (__TEXT,__text) external _shmsys
00006448 (__TEXT,__text) external _shutdown
00006fbc (__TEXT,__text) external _sigaltstack
000212d0 (__TEXT,__text) external _sigpending
00006fa0 (__TEXT,__text) external _sigprocmask
0001e9de (__TEXT,__text) external _sigsuspend
0001da4a (__TEXT,__text) external _sigsuspend$NOCANCEL$UNIX2003
0001e4f9 (__TEXT,__text) external _sigsuspend$UNIX2003
000042b8 (__TEXT,__text) external _socket
000212ec (__TEXT,__text) external _socket_delegate
0001a9c3 (__TEXT,__text) external _socketpair
000042d4 (__TEXT,__text) external _socketpair$UNIX2003
0001b30a (__TEXT,__text) external _stackshot_capture_with_config
0001b2a2 (__TEXT,__text) external _stackshot_config_create
0001b426 (__TEXT,__text) external _stackshot_config_dealloc
0001b3cb (__TEXT,__text) external _stackshot_config_dealloc_buffer
0001b368 (__TEXT,__text) external _stackshot_config_get_stackshot_buffer
0001b377 (__TEXT,__text) external _stackshot_config_get_stackshot_size
0001b3a8 (__TEXT,__text) external _stackshot_config_set_delta_timestamp
0001b2f2 (__TEXT,__text) external _stackshot_config_set_flags
0001b2db (__TEXT,__text) external _stackshot_config_set_pid
0001b38c (__TEXT,__text) external _stackshot_config_set_size_hint
00008d1c (__TEXT,__text) external _stat
00002d9c (__TEXT,__text) external _stat$INODE64
00002d9c (__TEXT,__text) external _stat64
00021308 (__TEXT,__text) external _statfs
00003944 (__TEXT,__text) external _statfs$INODE64
00003944 (__TEXT,__text) external _statfs64
00001391 (__TEXT,__text) non-external (was a private external) _strcmp
000090f1 (__TEXT,__text) non-external (was a private external) _strlcpy
00004706 (__TEXT,__text) non-external (was a private external) _strlen
00021324 (__TEXT,__text) external _swapon
000012cc (__TEXT,__text) external _swtch
000012c0 (__TEXT,__text) external _swtch_pri
000072d8 (__TEXT,__text) external _symlink
00021340 (__TEXT,__text) external _symlinkat
0002135c (__TEXT,__text) external _sync
00005304 (__TEXT,__text) external _syscall
000012d8 (__TEXT,__text) external _syscall_thread_switch
0001b54f (__TEXT,__text) external _system_get_sfi_window
00021378 (__TEXT,__text) external _system_override
0000652b (__TEXT,__text) external _system_set_sfi_window
00014c05 (__TEXT,__text) external _task_assign
00014cfb (__TEXT,__text) external _task_assign_default
00013964 (__TEXT,__text) external _task_create
00001260 (__TEXT,__text) external _task_for_pid
000159bb (__TEXT,__text) external _task_generate_corpse
00014dd9 (__TEXT,__text) external _task_get_assignment
00015da5 (__TEXT,__text) external _task_get_dyld_image_infos
000147e8 (__TEXT,__text) external _task_get_emulation_vector
000086a4 (__TEXT,__text) external _task_get_exception_ports
000156cc (__TEXT,__text) external _task_get_mach_voucher
00001d4b (__TEXT,__text) external _task_get_special_port
00015027 (__TEXT,__text) external _task_get_state
000023fa (__TEXT,__text) external _task_info
0001627a (__TEXT,__text) external _task_inspect
00015aa8 (__TEXT,__text) external _task_map_corpse_info
0001617b (__TEXT,__text) external _task_map_corpse_info_64
00001254 (__TEXT,__text) external _task_name_for_pid
000145dd (__TEXT,__text) external _task_policy
0001436f (__TEXT,__text) external _task_policy_get
0000550b (__TEXT,__text) external _task_policy_set
000155bb (__TEXT,__text) external _task_purgable_info
0001609b (__TEXT,__text) external _task_register_dyld_get_process_state
00015b9f (__TEXT,__text) external _task_register_dyld_image_infos
00015fbd (__TEXT,__text) external _task_register_dyld_set_dyld_state
00015ea7 (__TEXT,__text) external _task_register_dyld_shared_cache_image_info
00013c11 (__TEXT,__text) external _task_resume
000154fa (__TEXT,__text) external _task_resume2
00014508 (__TEXT,__text) external _task_sample
000196c8 (__TEXT,__text) external _task_self_
000011a0 (__TEXT,__text) external _task_self_trap
00014704 (__TEXT,__text) external _task_set_emulation
000148ed (__TEXT,__text) external _task_set_emulation_vector
0000772f (__TEXT,__text) external _task_set_exception_ports
00007c3f (__TEXT,__text) external _task_set_info
000157d6 (__TEXT,__text) external _task_set_mach_voucher
00015315 (__TEXT,__text) external _task_set_phys_footprint_limit
00014ec6 (__TEXT,__text) external _task_set_policy
0001f93e (__TEXT,__text) external _task_set_port_space
000149f3 (__TEXT,__text) external _task_set_ras_pc
00001f03 (__TEXT,__text) external _task_set_special_port
000151d6 (__TEXT,__text) external _task_set_state
00013b50 (__TEXT,__text) external _task_suspend
0001540d (__TEXT,__text) external _task_suspend2
00013f33 (__TEXT,__text) external _task_swap_exception_ports
000158ab (__TEXT,__text) external _task_swap_mach_voucher
00013a8f (__TEXT,__text) external _task_terminate
000043b7 (__TEXT,__text) external _task_threads
00015ca2 (__TEXT,__text) external _task_unregister_dyld_image_infos
00018328 (__TEXT,__text) external _task_wire
00014ad7 (__TEXT,__text) external _task_zone_info
0001b48c (__TEXT,__text) external _terminate_with_payload
00007bf8 (__TEXT,__text) external _terminate_with_reason
00016a86 (__TEXT,__text) external _thread_abort
00016b47 (__TEXT,__text) external _thread_abort_safely
000172d3 (__TEXT,__text) external _thread_assign
000173a8 (__TEXT,__text) external _thread_assign_default
00013cd2 (__TEXT,__text) external _thread_create
00013dbf (__TEXT,__text) external _thread_create_running
00016c08 (__TEXT,__text) external _thread_depress_abort
00003aa7 (__TEXT,__text) external _thread_destruct_special_reply_port
00017469 (__TEXT,__text) external _thread_get_assignment
000065a3 (__TEXT,__text) external _thread_get_exception_ports
000176b0 (__TEXT,__text) external _thread_get_mach_voucher
0001a9ff (__TEXT,__text) external _thread_get_register_pointer_values
00016cc9 (__TEXT,__text) external _thread_get_special_port
00001290 (__TEXT,__text) external _thread_get_special_reply_port
000044b1 (__TEXT,__text) external _thread_get_state
000058d3 (__TEXT,__text) external _thread_info
00006243 (__TEXT,__text) external _thread_policy
00004f88 (__TEXT,__text) external _thread_policy_get
00005121 (__TEXT,__text) external _thread_policy_set
000169c5 (__TEXT,__text) external _thread_resume
00017120 (__TEXT,__text) external _thread_sample
00001194 (__TEXT,__text) external _thread_self_trap
00021394 (__TEXT,__text) external _thread_selfcounts
000067cb (__TEXT,__text) external _thread_set_exception_ports
000177ba (__TEXT,__text) external _thread_set_mach_voucher
0001a881 (__TEXT,__text) external _thread_set_policy
00016dd3 (__TEXT,__text) external _thread_set_special_port
000167c5 (__TEXT,__text) external _thread_set_state
00016904 (__TEXT,__text) external _thread_suspend
00016ec9 (__TEXT,__text) external _thread_swap_exception_ports
0001788f (__TEXT,__text) external _thread_swap_mach_voucher
00006f9b (__TEXT,__text) external _thread_switch
00016416 (__TEXT,__text) external _thread_terminate
0000bf01 (__TEXT,__text) external _thread_wire
0002165c (__TEXT,__const) non-external _times_now
000213b0 (__TEXT,__text) external _truncate
00004a18 (__TEXT,__text) external _umask
000213cc (__TEXT,__text) external _undelete
00004eaf (__TEXT,__text) external _unlink
000068eb (__TEXT,__text) external _unlinkat
00009794 (__TEXT,__text) external _unmount
000213e8 (__TEXT,__text) external _usrctl
0001a7c8 (__TEXT,__text) external _utimensat
0000966c (__TEXT,__text) external _utimes
00020764 (__TEXT,__text) external _vfork
00021404 (__TEXT,__text) external _vfs_purge
0000395f (__TEXT,__text) external _vm_allocate
0000bff7 (__TEXT,__text) external _vm_allocate_cpm
0001812d (__TEXT,__text) external _vm_behavior_set
0000399c (__TEXT,__text) external _vm_copy
0000301f (__TEXT,__text) external _vm_deallocate
00017bff (__TEXT,__text) external _vm_inherit
0002a364 (__DATA,__common) external _vm_kernel_page_mask
0002a368 (__DATA,__common) external _vm_kernel_page_shift
0002a360 (__DATA,__common) external _vm_kernel_page_size
0001821a (__TEXT,__text) external _vm_machine_attribute
0000940b (__TEXT,__text) external _vm_map
00018bb2 (__TEXT,__text) external _vm_map_64
00018dfe (__TEXT,__text) external _vm_map_exec_lockdown
0001853c (__TEXT,__text) external _vm_map_page_query
00018794 (__TEXT,__text) external _vm_mapped_pages_info
00018040 (__TEXT,__text) external _vm_msync
0002a370 (__DATA,__common) external _vm_page_mask
0002a374 (__DATA,__common) external _vm_page_shift
0002a36c (__DATA,__common) external _vm_page_size
00021420 (__TEXT,__text) external _vm_pressure_monitor
0000409a (__TEXT,__text) external _vm_protect
00004abf (__TEXT,__text) external _vm_purgable_control
0000608f (__TEXT,__text) external _vm_read
00017cec (__TEXT,__text) external _vm_read_list
00017f3c (__TEXT,__text) external _vm_read_overwrite
00017a5f (__TEXT,__text) external _vm_region
00003197 (__TEXT,__text) external _vm_region_64
00018891 (__TEXT,__text) external _vm_region_recurse
00003337 (__TEXT,__text) external _vm_region_recurse_64
00003edf (__TEXT,__text) external _vm_remap
0000bdff (__TEXT,__text) external _vm_wire
00017e3d (__TEXT,__text) external _vm_write
0000365d (__TEXT,__text) external _voucher_mach_msg_adopt
000023e4 (__TEXT,__text) external _voucher_mach_msg_clear
00003647 (__TEXT,__text) external _voucher_mach_msg_revert
00002283 (__TEXT,__text) external _voucher_mach_msg_set
0002a34c (__DATA,__common) external _vprintf_stderr_func
000096e4 (__TEXT,__text) external _wait4
0002143c (__TEXT,__text) external _waitevent
000207c4 (__TEXT,__text) external _waitid
000207c4 (__TEXT,__text) external _waitid$NOCANCEL$UNIX2003
00021458 (__TEXT,__text) external _waitid$UNIX2003
00021474 (__TEXT,__text) external _watchevent
0001ee7a (__TEXT,__text) external _work_interval_copy_port
0001e9fe (__TEXT,__text) external _work_interval_create
0001ed54 (__TEXT,__text) external _work_interval_destroy
0001eb53 (__TEXT,__text) external _work_interval_instance_alloc
0001eb9c (__TEXT,__text) external _work_interval_instance_clear
0001ecf7 (__TEXT,__text) external _work_interval_instance_finish
0001ebc1 (__TEXT,__text) external _work_interval_instance_free
0001ec5a (__TEXT,__text) external _work_interval_instance_get_complexity
0001ec2a (__TEXT,__text) external _work_interval_instance_get_deadline
0001ec42 (__TEXT,__text) external _work_interval_instance_get_finish
0001ec72 (__TEXT,__text) external _work_interval_instance_get_id
0001ec12 (__TEXT,__text) external _work_interval_instance_get_start
0001ebff (__TEXT,__text) external _work_interval_instance_set_complexity
0001ebd9 (__TEXT,__text) external _work_interval_instance_set_deadline
0001ebec (__TEXT,__text) external _work_interval_instance_set_finish
0001ebc6 (__TEXT,__text) external _work_interval_instance_set_start
0001ec7d (__TEXT,__text) external _work_interval_instance_start
0001ecb4 (__TEXT,__text) external _work_interval_instance_update
0001eded (__TEXT,__text) external _work_interval_join
0001ee2a (__TEXT,__text) external _work_interval_join_port
0001ee5f (__TEXT,__text) external _work_interval_leave
0001ea9d (__TEXT,__text) external _work_interval_notify
0001eb19 (__TEXT,__text) external _work_interval_notify_simple
00004c48 (__TEXT,__text) external _write
00004c48 (__TEXT,__text) external _write$NOCANCEL$UNIX2003
00008d38 (__TEXT,__text) external _write$UNIX2003
000054f0 (__TEXT,__text) external _writev
000054f0 (__TEXT,__text) external _writev$NOCANCEL$UNIX2003
00021490 (__TEXT,__text) external _writev$UNIX2003
000214ac (__TEXT,__text) external tramp_cerror
000214ce (__TEXT,__text) external tramp_cerror_nocancel
