00007ffa1cef4cf8 (__TEXT,__text) non-external +[Cube initialize]
00007ffa1cd3e8e0 (__TEXT,__text) non-external -[MRContext setTextureCoordinatesPointer:onTextureUnit:]
00007ffa1cd3e4f3 (__TEXT,__text) non-external -[MRContext setTextureMatrix:onTextureUnit:]
00007ffa1cd3e800 (__TEXT,__text) non-external -[MRContext setVertex2DPointer:]
00007ffa1cd3e84e (__TEXT,__text) non-external -[MRContext setVertex3DPointer:]
00007ffa1cd3e926 (__TEXT,__text) non-external -[MRContext setVertexAttributePointer:ofSize:forKey:]
00007ffa1cd3e62a (__TEXT,__text) non-external -[MRContext setVertexBuffer2D:withFeatures:]
00007ffa1cd3e52e (__TEXT,__text) non-external -[MRContext setVertexBuffer2D:withStride:inSpriteCoordinatesOffset:texture0CoordinatesOffset:]
00007ffa1cd3e6ee (__TEXT,__text) non-external -[MRContext setVertexPointer:flags:]
00007ffa1cd3de9c (__TEXT,__text) non-external -[MRContext shaderIsSet]
00007ffa1cd3b01c (__TEXT,__text) non-external -[MRContext size]
00007ffa1cd3c1bb (__TEXT,__text) non-external -[MRContext snapshotWithTextureName:offset:size:]
00007ffa1cd3b1bd (__TEXT,__text) non-external -[MRContext startFrame]
00007ffa1cd3eede (__TEXT,__text) non-external -[MRContext supportsMirroredRepeatForImage:]
00007ffa1cd3e448 (__TEXT,__text) non-external -[MRContext translateModelViewMatrixByX:Y:Z:saveTo:]
00007ffa1cd3ec8d (__TEXT,__text) non-external -[MRContext unbindMesh]
00007ffa1cd3aa50 (__TEXT,__text) non-external -[MRContext unlock]
00007ffa1cd3ea5f (__TEXT,__text) non-external -[MRContext unsetColorsPointer]
00007ffa1cd3bbea (__TEXT,__text) non-external -[MRContext unsetImage:onTextureUnit:state:]
00007ffa1cd3ea88 (__TEXT,__text) non-external -[MRContext unsetInSpriteCoordinatesPointer]
00007ffa1cd3ea4b (__TEXT,__text) non-external -[MRContext unsetNormalsPointer]
00007ffa1cd3df82 (__TEXT,__text) non-external -[MRContext unsetShader]
00007ffa1cd3ea73 (__TEXT,__text) non-external -[MRContext unsetTextureCoordinatesPointerOnTextureUnit:]
00007ffa1cd3ea9c (__TEXT,__text) non-external -[MRContext unsetVertexAttributePointerForKey:]
00007ffa1cd3e9c4 (__TEXT,__text) non-external -[MRContext unsetVertexPointer]
00007ffa1cd3aa5e (__TEXT,__text) non-external -[MRContext updateGeometry]
00007ffa1cd3eb86 (__TEXT,__text) non-external -[MRContext uploadBuffer:withSize:toVertexBuffer2D:usage:]
00007ffa1cd3b0e3 (__TEXT,__text) non-external -[MRContext virtualScreen]
00007ffa1cd3efdb (__TEXT,__text) non-external -[MRContext vram]
00007ffa1cd3a20d (__TEXT,__text) non-external -[MRContextState dealloc]
00007ffa1cd3a170 (__TEXT,__text) non-external -[MRContextState init]
00007ffa1cd3a2cb (__TEXT,__text) non-external -[MRContextState setShaderArguments:]
00007ffa1cd3a2a8 (__TEXT,__text) non-external -[MRContextState setShaderID:]
00007ffa1cd3a2b7 (__TEXT,__text) non-external -[MRContextState shaderArguments]
00007ffa1cd3a294 (__TEXT,__text) non-external -[MRContextState shaderID]
00007ffa1cd3a2e7 (__TEXT,__text) non-external -[MRContextState temporaryUniforms]
00007ffa1cd3a2da (__TEXT,__text) non-external -[MRContextState vertexAttributes]
00007ffa1cd3f38d (__TEXT,__text) non-external -[MRCroppingSprite fakeRenderInContext:atPosition:andSize:zRotation:]
00007ffa1cd3f501 (__TEXT,__text) non-external -[MRCroppingSprite getOpaquePosition:andHalfSize:]
00007ffa1cd41aa6 (__TEXT,__text) non-external -[MRCroppingSprite getVerticesCoordinates:withMatrix:]
00007ffa1cd42891 (__TEXT,__text) non-external -[MRCroppingSprite halfSize]
00007ffa1cd41966 (__TEXT,__text) non-external -[MRCroppingSprite hitAtPoint:withInverseMatrix:localPoint:]
00007ffa1cd428fb (__TEXT,__text) non-external -[MRCroppingSprite hitIsActive]
00007ffa1cd3f17f (__TEXT,__text) non-external -[MRCroppingSprite initWithPosition:size:zRotation:context:]
00007ffa1cd3f1f3 (__TEXT,__text) non-external -[MRCroppingSprite initWithPosition:size:zRotation:innerRect:context:]
00007ffa1cd3f296 (__TEXT,__text) non-external -[MRCroppingSprite initWithPosition:size:zRotation:innerRect:outerRect:context:]
00007ffa1cd3f11b (__TEXT,__text) non-external -[MRCroppingSprite init]
00007ffa1cd428ac (__TEXT,__text) non-external -[MRCroppingSprite innerRect]
00007ffa1cd42986 (__TEXT,__text) non-external -[MRCroppingSprite meshType]
00007ffa1cd4290e (__TEXT,__text) non-external -[MRCroppingSprite needsInSpriteCoordinates]
00007ffa1cd428ca (__TEXT,__text) non-external -[MRCroppingSprite outerRect]
00007ffa1cd42881 (__TEXT,__text) non-external -[MRCroppingSprite position]
00007ffa1cd428e8 (__TEXT,__text) non-external -[MRCroppingSprite preservesImageAspectRatio]
00007ffa1cd3f613 (__TEXT,__text) non-external -[MRCroppingSprite renderDumbImage:inContext:atPosition:andSize:]
00007ffa1cd3f62b (__TEXT,__text) non-external -[MRCroppingSprite renderDumbImage:inContext:atPosition:andSize:zRotation:]
00007ffa1cd3f6a7 (__TEXT,__text) non-external -[MRCroppingSprite renderImage:inContext:atPosition:andSize:]
00007ffa1cd3f7c1 (__TEXT,__text) non-external -[MRCroppingSprite renderImage:inContext:atPosition:andSize:withReferenceAspectRatio:andJustifications:]
00007ffa1cd3f6bf (__TEXT,__text) non-external -[MRCroppingSprite renderImage:inContext:atPosition:andSize:zRotation:]
00007ffa1cd3f73b (__TEXT,__text) non-external -[MRCroppingSprite renderImage:withMask:inContext:atPosition:andSize:zRotation:]
00007ffa1cd3f854 (__TEXT,__text) non-external -[MRCroppingSprite renderImageInner:inContext:]
00007ffa1cd41897 (__TEXT,__text) non-external -[MRCroppingSprite renderImageInner:inContext:atPosition:andSize:zRotation:]
00007ffa1cd3fd35 (__TEXT,__text) non-external -[MRCroppingSprite renderImageMiddle:inContext:]
00007ffa1cd418dc (__TEXT,__text) non-external -[MRCroppingSprite renderImageMiddle:inContext:atPosition:andSize:zRotation:]
00007ffa1cd40897 (__TEXT,__text) non-external -[MRCroppingSprite renderImageOuter:inContext:]
00007ffa1cd41921 (__TEXT,__text) non-external -[MRCroppingSprite renderImageOuter:inContext:atPosition:andSize:zRotation:]
00007ffa1cd3f363 (__TEXT,__text) non-external -[MRCroppingSprite reset]
00007ffa1cd428a1 (__TEXT,__text) non-external -[MRCroppingSprite rotation]
00007ffa1cd42905 (__TEXT,__text) non-external -[MRCroppingSprite setHitIsActive:]
00007ffa1cd3f499 (__TEXT,__text) non-external -[MRCroppingSprite setInnerRect:]
00007ffa1cd42990 (__TEXT,__text) non-external -[MRCroppingSprite setMeshType:]
00007ffa1cd42918 (__TEXT,__text) non-external -[MRCroppingSprite setNeedsInSpriteCoordinates:]
00007ffa1cd3f4cd (__TEXT,__text) non-external -[MRCroppingSprite setOuterRect:]
00007ffa1cd428f2 (__TEXT,__text) non-external -[MRCroppingSprite setPreservesImageAspectRatio:]
00007ffa1cd42947 (__TEXT,__text) non-external -[MRCroppingSprite setSpriteCoordinatesFactor:]
00007ffa1cd42970 (__TEXT,__text) non-external -[MRCroppingSprite setSpriteCoordinatesOffset:]
00007ffa1cd4292b (__TEXT,__text) non-external -[MRCroppingSprite setUsesOwnMatrixForHitTest:]
00007ffa1cd42934 (__TEXT,__text) non-external -[MRCroppingSprite spriteCoordinatesFactor]
00007ffa1cd4295a (__TEXT,__text) non-external -[MRCroppingSprite spriteCoordinatesOffset]
00007ffa1cd42921 (__TEXT,__text) non-external -[MRCroppingSprite usesOwnMatrixForHitTest]
00007ffa1cd42c0e (__TEXT,__text) non-external -[MRCroppingSpriteVBO fakeRenderInContext:atPosition:andSize:zRotation:]
00007ffa1cd42e3e (__TEXT,__text) non-external -[MRCroppingSpriteVBO getOpaquePosition:andHalfSize:]
00007ffa1cd43ff0 (__TEXT,__text) non-external -[MRCroppingSpriteVBO getVerticesCoordinates:withMatrix:]
00007ffa1cd44169 (__TEXT,__text) non-external -[MRCroppingSpriteVBO halfSize]
00007ffa1cd43f20 (__TEXT,__text) non-external -[MRCroppingSpriteVBO hitAtPoint:withInverseMatrix:localPoint:]
00007ffa1cd441c7 (__TEXT,__text) non-external -[MRCroppingSpriteVBO hitIsActive]
00007ffa1cd429fa (__TEXT,__text) non-external -[MRCroppingSpriteVBO initWithPosition:size:zRotation:context:]
00007ffa1cd42a6e (__TEXT,__text) non-external -[MRCroppingSpriteVBO initWithPosition:size:zRotation:innerRect:context:]
00007ffa1cd42b11 (__TEXT,__text) non-external -[MRCroppingSpriteVBO initWithPosition:size:zRotation:innerRect:outerRect:context:]
00007ffa1cd42999 (__TEXT,__text) non-external -[MRCroppingSpriteVBO init]
00007ffa1cd44184 (__TEXT,__text) non-external -[MRCroppingSpriteVBO innerRect]
00007ffa1cd4423f (__TEXT,__text) non-external -[MRCroppingSpriteVBO meshType]
00007ffa1cd441da (__TEXT,__text) non-external -[MRCroppingSpriteVBO needsInSpriteCoordinates]
00007ffa1cd4419c (__TEXT,__text) non-external -[MRCroppingSpriteVBO outerRect]
00007ffa1cd44159 (__TEXT,__text) non-external -[MRCroppingSpriteVBO position]
00007ffa1cd441b4 (__TEXT,__text) non-external -[MRCroppingSpriteVBO preservesImageAspectRatio]
00007ffa1cd43ad4 (__TEXT,__text) non-external -[MRCroppingSpriteVBO renderImageInner:inContext:]
00007ffa1cd43c0f (__TEXT,__text) non-external -[MRCroppingSpriteVBO renderImageMiddle:inContext:]
00007ffa1cd43d95 (__TEXT,__text) non-external -[MRCroppingSpriteVBO renderImageOuter:inContext:]
00007ffa1cd42bde (__TEXT,__text) non-external -[MRCroppingSpriteVBO reset]
00007ffa1cd44179 (__TEXT,__text) non-external -[MRCroppingSpriteVBO rotation]
00007ffa1cd441d1 (__TEXT,__text) non-external -[MRCroppingSpriteVBO setHitIsActive:]
00007ffa1cd42d48 (__TEXT,__text) non-external -[MRCroppingSpriteVBO setInnerRect:]
00007ffa1cd4424c (__TEXT,__text) non-external -[MRCroppingSpriteVBO setMeshType:]
00007ffa1cd441e4 (__TEXT,__text) non-external -[MRCroppingSpriteVBO setNeedsInSpriteCoordinates:]
00007ffa1cd42dc3 (__TEXT,__text) non-external -[MRCroppingSpriteVBO setOuterRect:]
00007ffa1cd441be (__TEXT,__text) non-external -[MRCroppingSpriteVBO setPreservesImageAspectRatio:]
00007ffa1cd44200 (__TEXT,__text) non-external -[MRCroppingSpriteVBO setSpriteCoordinatesFactor:]
00007ffa1cd44229 (__TEXT,__text) non-external -[MRCroppingSpriteVBO setSpriteCoordinatesOffset:]
00007ffa1cd441ed (__TEXT,__text) non-external -[MRCroppingSpriteVBO spriteCoordinatesFactor]
00007ffa1cd44213 (__TEXT,__text) non-external -[MRCroppingSpriteVBO spriteCoordinatesOffset]
00007ffa1cd42eff (__TEXT,__text) non-external -[MRCroppingSpriteVBO updateVBOsInContext:]
00007ffa1cd447c7 (__TEXT,__text) non-external -[MREffect _cleanup]
00007ffa1cd44681 (__TEXT,__text) non-external -[MREffect _computePhaseTimeForTime:]
00007ffa1cd44721 (__TEXT,__text) non-external -[MREffect _computeTimeForPhaseTime:]
00007ffa1cd453f5 (__TEXT,__text) non-external -[MREffect _maxLinesForTextElement:]
00007ffa1cd453df (__TEXT,__text) non-external -[MREffect _maxSizeForTextElement:]
00007ffa1cd45407 (__TEXT,__text) non-external -[MREffect attributes]
00007ffa1cd44940 (__TEXT,__text) non-external -[MREffect beginMorphingToAspectRatio:withDuration:]
00007ffa1cd44f9a (__TEXT,__text) non-external -[MREffect cancelLoading]
00007ffa1cd4448a (__TEXT,__text) non-external -[MREffect cleanup]
00007ffa1cd4444c (__TEXT,__text) non-external -[MREffect dealloc]
00007ffa1cd453fd (__TEXT,__text) non-external -[MREffect effectID]
00007ffa1cd4494c (__TEXT,__text) non-external -[MREffect elementHitAtPoint:withInverseMatrix:localPoint:]
00007ffa1cd44946 (__TEXT,__text) non-external -[MREffect endMorphing]
00007ffa1cd44bdf (__TEXT,__text) non-external -[MREffect endPanoramaPanning]
00007ffa1cd449cd (__TEXT,__text) non-external -[MREffect enterInteractiveModeAtTime:]
00007ffa1cd449da (__TEXT,__text) non-external -[MREffect exitInteractiveMode]
00007ffa1cd4495c (__TEXT,__text) non-external -[MREffect getCurrentCenter:scale:rotation:isMain:forElement:]
00007ffa1cd44a03 (__TEXT,__text) non-external -[MREffect getLazyDuration:lazyFactor:animationDuration:fromInterestingTime:]
00007ffa1cd44964 (__TEXT,__text) non-external -[MREffect getStartTime:andDuration:forMovingToElementID:backwards:]
00007ffa1cd44954 (__TEXT,__text) non-external -[MREffect getVerticesCoordinates:withMatrix:forElement:]
00007ffa1cd4496c (__TEXT,__text) non-external -[MREffect hasMoreSlidesFromTime:backwards:startTime:duration:]
00007ffa1cd442b9 (__TEXT,__text) non-external -[MREffect initWithEffectID:]
00007ffa1cd449f5 (__TEXT,__text) non-external -[MREffect interestingTimeForElement:]
00007ffa1cd449e7 (__TEXT,__text) non-external -[MREffect interestingTimeForTime:]
00007ffa1cd4500b (__TEXT,__text) non-external -[MREffect isAlphaFriendly]
00007ffa1cd4548d (__TEXT,__text) non-external -[MREffect isInInteractiveMode]
00007ffa1cd45015 (__TEXT,__text) non-external -[MREffect isInfinite]
00007ffa1cd44bf6 (__TEXT,__text) non-external -[MREffect isLoadedForTime:]
00007ffa1cd44ff7 (__TEXT,__text) non-external -[MREffect isNative3D]
00007ffa1cd45001 (__TEXT,__text) non-external -[MREffect isOpaque]
00007ffa1cd44653 (__TEXT,__text) non-external -[MREffect isRetainedByEffectLayer]
00007ffa1cd44c01 (__TEXT,__text) non-external -[MREffect loadForTime:inContext:withArguments:now:]
00007ffa1cd44dda (__TEXT,__text) non-external -[MREffect loadWithArguments:]
00007ffa1cd45471 (__TEXT,__text) non-external -[MREffect mainDuration]
00007ffa1cd45447 (__TEXT,__text) non-external -[MREffect multiImageSlideRange]
00007ffa1cd45421 (__TEXT,__text) non-external -[MREffect needsToUpdateSlides]
00007ffa1cd45434 (__TEXT,__text) non-external -[MREffect needsToUpdateTexts]
00007ffa1cd45297 (__TEXT,__text) non-external -[MREffect patchworkAtTime:inContext:withArguments:]
00007ffa1cd45463 (__TEXT,__text) non-external -[MREffect phaseInDuration]
00007ffa1cd4547f (__TEXT,__text) non-external -[MREffect phaseOutDuration]
00007ffa1cd45411 (__TEXT,__text) non-external -[MREffect pixelSize]
00007ffa1cd4501d (__TEXT,__text) non-external -[MREffect prerenderForTime:inContext:withArguments:]
00007ffa1cd445cd (__TEXT,__text) non-external -[MREffect releaseByEffectLayer:]
00007ffa1cd451a2 (__TEXT,__text) non-external -[MREffect renderAtTime:inContext:withArguments:]
00007ffa1cd4455c (__TEXT,__text) non-external -[MREffect retainByEffectLayer:]
00007ffa1cd451dc (__TEXT,__text) non-external -[MREffect retainedByUserRenderedImageAtTime:inContext:withArguments:]
00007ffa1cd4482b (__TEXT,__text) non-external -[MREffect setAttributes:]
00007ffa1cd4493a (__TEXT,__text) non-external -[MREffect setLiveAttributes:]
00007ffa1cd45455 (__TEXT,__text) non-external -[MREffect setMultiImageSlideRange:]
00007ffa1cd4542b (__TEXT,__text) non-external -[MREffect setNeedsToUpdateSlides:]
00007ffa1cd4543e (__TEXT,__text) non-external -[MREffect setNeedsToUpdateTexts:]
00007ffa1cd44663 (__TEXT,__text) non-external -[MREffect setPhaseInDuration:mainDuration:phaseOutDuration:]
00007ffa1cd447fb (__TEXT,__text) non-external -[MREffect setPixelSize:]
00007ffa1cd44a43 (__TEXT,__text) non-external -[MREffect startPanoramaPanningForElementID:isLandscape:]
00007ffa1cd44a29 (__TEXT,__text) non-external -[MREffect supportsChapters]
00007ffa1cd44a31 (__TEXT,__text) non-external -[MREffect timeForNextChapterAfterTime:]
00007ffa1cd44a3a (__TEXT,__text) non-external -[MREffect timeForPreviousChapterBeforeTime:]
00007ffa1cd44efc (__TEXT,__text) non-external -[MREffect unload]
00007ffa1cd44a86 (__TEXT,__text) non-external -[MREffect updatePanoramaPanningForElementID:withDelta:]
00007ffa1cd44b04 (__TEXT,__text) non-external -[MREffect valueForPanoramaPanningForElementID:value:minValue:maxValue:]
00007ffa1cd454ba (__TEXT,__text) non-external -[MREffect(DynamicExpansionSupport) firstSlideIndexStillNeededAtTime:]
00007ffa1cd454ca (__TEXT,__text) non-external -[MREffect(DynamicExpansionSupport) needsMoreSlidesAtTime:]
00007ffa1cd454aa (__TEXT,__text) non-external -[MREffect(DynamicExpansionSupport) supportsDynamicExpansion]
00007ffa1cd454b2 (__TEXT,__text) non-external -[MREffect(DynamicExpansionSupport) typicalSlideBatchSize]
00007ffa1cd454ed (__TEXT,__text) non-external -[MREffect(MRLoadable) _loadForTime:inContext:withArguments:]
00007ffa1cd454f3 (__TEXT,__text) non-external -[MREffect(MRLoadable) _unload]
00007ffa1cd45803 (__TEXT,__text) non-external -[MREffectBackgroundImage _cleanup]
00007ffa1cd460bd (__TEXT,__text) non-external -[MREffectBackgroundImage assetPath]
00007ffa1cd45500 (__TEXT,__text) non-external -[MREffectBackgroundImage initWithEffectID:]
00007ffa1cd458ec (__TEXT,__text) non-external -[MREffectBackgroundImage prerenderForTime:inContext:withArguments:]
00007ffa1cd45968 (__TEXT,__text) non-external -[MREffectBackgroundImage renderAtTime:inContext:withArguments:]
00007ffa1cd460e3 (__TEXT,__text) non-external -[MREffectBackgroundImage setAssetPath:]
00007ffa1cd4585f (__TEXT,__text) non-external -[MREffectBackgroundImage setPixelSize:]
00007ffa1cd46107 (__TEXT,__text) non-external -[MREffectBackgroundImage(MRLoadable) _unload]
00007ffa1cefd682 (__TEXT,__text) non-external -[MREffectCAML _addValue:toKeyframe:inDict:forKey:]
00007ffa1cefd72f (__TEXT,__text) non-external -[MREffectCAML _animationsForTransformAnimation:inContext:]
00007ffa1cefb443 (__TEXT,__text) non-external -[MREffectCAML _cleanup]
00007ffa1cefb873 (__TEXT,__text) non-external -[MREffectCAML createLayer:inArray:parentSize:parentOrigin:inContext:]
00007ffa1cefb34f (__TEXT,__text) non-external -[MREffectCAML initWithEffectID:]
00007ffa1cefb5cf (__TEXT,__text) non-external -[MREffectCAML isLoadedForTime:]
00007ffa1cefb71b (__TEXT,__text) non-external -[MREffectCAML prerenderForTime:inContext:withArguments:]
00007ffa1cefe72c (__TEXT,__text) non-external -[MREffectCAML renderAtTime:inContext:withArguments:]
00007ffa1cefe7fd (__TEXT,__text) non-external -[MREffectCAML renderLayer:atTime:inContext:arguments:offset:aspectRatio:withCurrentState:]
00007ffa1ceffc9b (__TEXT,__text) non-external -[MREffectCAML(MRLoadable) _loadForTime:inContext:withArguments:]
00007ffa1cf001a2 (__TEXT,__text) non-external -[MREffectCAML(MRLoadable) _unload]
00007ffa1ceb73a5 (__TEXT,__text) non-external -[MREffectCalendar init]
00007ffa1ceb7c6d (__TEXT,__text) non-external -[MREffectCalendar isLoadedForTime:]
00007ffa1ceb7cef (__TEXT,__text) non-external -[MREffectCalendar prerenderForTime:inContext:withArguments:]
00007ffa1ceb7d2d (__TEXT,__text) non-external -[MREffectCalendar renderAtTime:inContext:withArguments:]
00007ffa1ceb73d4 (__TEXT,__text) non-external -[MREffectCalendar setAttributes:]
00007ffa1ceb8048 (__TEXT,__text) non-external -[MREffectCalendar(MRLoadable) _loadForTime:inContext:withArguments:]
00007ffa1ceb821d (__TEXT,__text) non-external -[MREffectCalendar(MRLoadable) _unload]
00007ffa1ce94d3a (__TEXT,__text) non-external -[MREffectCoverCascade _applyTimingToSlideProviders]
00007ffa1ce95cf0 (__TEXT,__text) non-external -[MREffectCoverCascade _buildNumberOfSlideStories:withSlideRange:]
00007ffa1ce987ef (__TEXT,__text) non-external -[MREffectCoverCascade _cleanup]
00007ffa1ce987c7 (__TEXT,__text) non-external -[MREffectCoverCascade _unload]
00007ffa1ce94c66 (__TEXT,__text) non-external -[MREffectCoverCascade appendSlideInformation:andTextInformation:]
00007ffa1ce94bf6 (__TEXT,__text) non-external -[MREffectCoverCascade displayTimeForSlideAtIndex:]
00007ffa1ce94c54 (__TEXT,__text) non-external -[MREffectCoverCascade displayTimeForTextAtIndex:]
00007ffa1ce94c5d (__TEXT,__text) non-external -[MREffectCoverCascade lowestDisplayTime]
00007ffa1ce96bc4 (__TEXT,__text) non-external -[MREffectCoverCascade prerenderForTime:inContext:withArguments:]
00007ffa1ce96ca4 (__TEXT,__text) non-external -[MREffectCoverCascade renderAtTime:inContext:withArguments:]
00007ffa1ce95139 (__TEXT,__text) non-external -[MREffectCoverCascade setPhaseInDuration:mainDuration:phaseOutDuration:]
00007ffa1ce94ba0 (__TEXT,__text) non-external -[MREffectCoverCascade showDurationForSlideAtIndex:]
00007ffa1ce94b54 (__TEXT,__text) non-external -[MREffectCoverCascade showTimeForSlideAtIndex:]
00007ffa1ce9886a (__TEXT,__text) non-external -[MREffectCoverCascade(DynamicExpansionSupport) firstSlideIndexStillNeededAtTime:]
00007ffa1ce98a12 (__TEXT,__text) non-external -[MREffectCoverCascade(DynamicExpansionSupport) setMultiImageSlideRange:]
00007ffa1ce9882d (__TEXT,__text) non-external -[MREffectCoverCascade(DynamicExpansionSupport) supportsDynamicExpansion]
00007ffa1ce98838 (__TEXT,__text) non-external -[MREffectCoverCascade(DynamicExpansionSupport) typicalSlideBatchSize]
00007ffa1ce949cc (__TEXT,__text) non-external -[MREffectCoverCascadeEvent initWithRelativeX:relativeY:type:relativeStartTime:andDuration:]
